tabloid national enquirer 414
tensions between parental 51
tensions between partners 105
tensions between patients 47
tensions between personal 502
tensions between planters 58
tensions between policies 68
tensions between politics 189
tensions between populist 41
tensions between positive 64
tensions between powerful 70
tensions between practice 83
tensions between progress 44
tensions between property 49
tensions between protecting 54
tensions between radicals 53
tensions between refugees 73
tensions between religions 67
tensions between religious 847
tensions between rhetoric 59
tensions between romantic 59
tensions between sameness 75
tensions between security 150
tensions between settlers 166
tensions between socialism 44
tensions between socialist 59
tensions between societal 49
tensions between soldiers 138
tensions between spaniards 78
tensions between students 294
tensions between tradition 1484
tensions between victorian 76
tensions between villages 139
tensions between washington 816
tensions finally exploded 126
tensions relaxed somewhat 56
tensions resulting therefrom 42
tensions steadily increased 46
tenured african american 96
tenured faculty positions 777
tenured federal judiciary 196
ternary complex composed 136
ternary complex consisting 284
ternary complex containing 302
ternary complex formation 4803
ternary mixture consisting 88
ternary mixture containing 106
ternary solution containing 53
ternary solvent mixtures 150
ternary systems composed 67
ternary systems consisting 145
ternary systems containing 388
terrain becomes somewhat 50
terrain following vertical 49
terrain vehicle accident 107
tersest language possible 47
tertiary medical services 70
tertiary science education 87
tertiary sectors increased 108
testify against husbands 108
testify against yourself 706
tetanus bacilli probably 48
tetanus booster injection 135
tethered barrage balloons 106
textile cottage industry 191
textile exports amounted 43
textile exports declined 70
textile exports increased 183
textile fabrics imported 69
textile fabrics produced 78
textile finishing industry 305
textile importing business 46
textile imports increased 90
textile machine builders 94
textile machine industry 318
textile machine operator 132
textile workers averaged 42
textile workers demanded 107
textile workers employed 412
textile workers increased 85
textile workers received 296
textile workers remained 268
textile workers suffered 193
textual content analysis 154
textual material concerning 51
textual material included 186
textual premise inherent 50
textual problem concerning 44
textual problem concerns 58
textual sources indicate 70
texture becomes granular 81
texture closely resembling 67
texture density gradient 153
texture features computed 61
texture profile analysis 553
texture remains constant 48
texture remains unchanged 48
thatched cottage opposite 44
thatched cottage situated 113
thatched cottage suggests 53
thematic content analysis 2646
thematic material consists 128
thematic material employed 83
thematic research networks 132
theologian jacques maritain 342
theologian millard erickson 71
theologian rudolph bultmann 163
theoretic faculty concerning 41
theoretic solution concepts 218
theoretic utility analysis 92
therewith strongly provoked 52
thinnest topmost branches 51
thirteen adjoining parishes 151
thirteen african american 176
thirteen baptist churches 47
thirteen british american 109
thirteen british colonies 6322
thirteen british divisions 176
thirteen british officers 101
thirteen british soldiers 92
thirteen chapter fourteen 49
thirteen coastal colonies 42
thirteen college students 70
thirteen federal agencies 120
thirteen federal circuits 59
thirteen federal district 91
thirteen foreign languages 105
thirteen general elections 105
thirteen general officers 191
thirteen hundred american 175
thirteen hundred burghers 90
thirteen hundred children 367
thirteen hundred citizens 114
thirteen hundred europeans 114
thirteen hundred eventful 77
thirteen hundred families 109
thirteen hundred horsemen 79
thirteen hundred infantry 144
thirteen hundred officers 191
thirteen hundred patients 112
thirteen hundred pictures 88
thirteen hundred regulars 175
thirteen hundred scholars 45
thirteen hundred separate 64
thirteen hundred soldiers 406
thirteen hundred students 487
thirteen hundred vehicles 49
thirteen hundred villages 41
thirteen hungarian generals 158
thirteen judicial circuits 276
thirteen letters ascribed 129
thirteen letters purporting 54
thirteen members included 53
thirteen millions annually 153
thirteen mineral elements 42
thirteen pauline epistles 791
thirteen peculiar parishes 100
thirteen percent reported 40
thirteen private soldiers 125
thirteen rebelling colonies 103
thirteen regional councils 53
thirteen revolting colonies 200
thirteen seaboard colonies 162
thirteen squares thundered 50
thirteen surviving children 87
thirteen thoracic vertebrae 115
thirteen thousand american 125
thirteen thousand catholics 44
thirteen thousand children 247
thirteen thousand citizens 80
thirteen thousand civilians 43
thirteen thousand families 155
thirteen thousand guilders 64
thirteen thousand horsemen 122
thirteen thousand infantry 256
thirteen thousand japanese 110
thirteen thousand majority 137
thirteen thousand officers 63
thirteen thousand parishes 114
thirteen thousand patients 85
thirteen thousand refugees 74
thirteen thousand soldiers 488
thirteen thousand spaniards 61
thirteen thousand students 334
thirteen thousand veterans 48
thirteen thousand visitors 46
thirteen unarmed civilians 179
thirtieth general assembly 143
thoracic muscles contract 187
thoracic segment consists 85
thoracic segment produced 116
thoracic surgery patients 677
thoracic surgery predicts 87
thorough catholic education 155
thorough college education 182
thorough content analysis 236
thorough dynamic analysis 54
thorough european education 86
thorough failure analysis 51
thorough general education 848
thorough general physical 434
thorough general treatment 137
thorough genetic analysis 156
thorough history includes 83
thorough inquiry concerning 50
thorough insight respecting 46
thorough kinetic analysis 77
thorough liberal education 214
thorough logical analysis 181
thorough marxist analysis 69
thorough medical attention 128
thorough medical checkups 64
thorough medical diagnosis 49
thorough medical education 1094
thorough medical overhaul 53
thorough medical treatment 250
thorough mounted infantry 41
thorough musical education 1453
thorough natural drainage 59
thorough patient education 246
thorough popular education 42
thorough primary education 103
thorough problem analysis 147
thorough process analysis 48
thorough research concerning 51
thorough secular education 145
thorough systems analysis 237
thorough textual analysis 155
thorough western education 98
thoughts attract positive 41
thoughts between citizens 1154
thoughts between instinct 87
thoughts between subjects 371
thoughts involving concepts 74
thoughts produce negative 110
thoughts produce positive 68
thoughts quickly returned 220
thoughts quickly vanished 58
thoughts regarding possible 43
thoughts stopped abruptly 91
thoughts stopped suddenly 47
thoughts towards immediate 64
thoughts towards medicine 73
thoughts towards politics 53
thoughts towards subjects 73
thousand african american 2822
thousand african children 84
thousand african families 42
thousand african soldiers 74
thousand african students 106
thousand algerian refugees 54
thousand animals perished 125
thousand armenian families 133
thousand armenian refugees 135
thousand armenian soldiers 79
thousand armored soldiers 43
thousand armored vehicles 99
thousand assyrian soldiers 49
thousand austrian bayonets 54
thousand austrian infantry 71
thousand austrian schillings 152
thousand austrian soldiers 267
thousand average american 40
thousand baptist churches 101
thousand barrels annually 237
thousand blessings showered 58
thousand british bayonets 293
thousand british children 165
thousand british citizens 139
thousand british civilians 137
thousand british families 57
thousand british infantry 343
thousand british merchant 107
thousand british officers 171
thousand british officials 145
thousand british regulars 2751
thousand british settlers 266
thousand british soldiers 9561
thousand british subjects 2035
thousand british veterans 617
thousand bushels annually 465
thousand bushels capacity 72
thousand canadian soldiers 202
thousand catholic children 95
thousand catholic churches 53
thousand catholic families 289
thousand catholic parishes 41
thousand catholic refugees 60
thousand catholic soldiers 85
thousand cavalry soldiers 143
thousand charity children 413
thousand chinese catholics 50
thousand chinese children 76
thousand chinese citizens 48
thousand chinese civilians 333
thousand chinese converts 83
thousand chinese families 107
thousand chinese imitated 71
thousand chinese laborers 892
thousand chinese lanterns 60
thousand chinese nationals 46
thousand chinese refugees 92
thousand chinese soldiers 1710
thousand chinese students 1754
thousand citizen soldiers 245
thousand civilian refugees 100
thousand college campuses 40
thousand college freshmen 139
thousand college students 3082
thousand colonial soldiers 106
thousand colored children 131
thousand colored citizens 77
thousand colored lanterns 51
thousand colored soldiers 208
thousand combining currents 58
thousand corpses remained 54
thousand covered carriages 54
thousand customs officials 81
thousand degrees absolute 150
thousand details concerning 55
thousand devoted soldiers 141
thousand dollars actually 209
thousand dollars advanced 226
thousand dollars allotted 104
thousand dollars american 1898
thousand dollars annually 25101
thousand dollars assessed 97
thousand dollars assigned 47
thousand dollars bequeathed 168
thousand dollars borrowed 962
thousand dollars compared 285
thousand dollars coverage 97
thousand dollars currency 371
thousand dollars demanded 177
thousand dollars developing 40
thousand dollars directly 158
thousand dollars earmarked 109
thousand dollars employed 56
thousand dollars enclosed 58
thousand dollars expended 1453
thousand dollars extorted 57
thousand dollars incurred 59
thousand dollars initially 49
thousand dollars intended 56
thousand dollars interest 727
thousand dollars invested 5168
thousand dollars involved 127
thousand dollars mentioned 253
thousand dollars obtained 171
thousand dollars outright 391
thousand dollars probably 85
thousand dollars promised 350
thousand dollars property 85
thousand dollars proposed 89
thousand dollars provided 947
thousand dollars received 959
thousand dollars recently 148
thousand dollars referred 70
thousand dollars remained 373
thousand dollars required 993
thousand dollars reserved 60
thousand dollars retained 47
thousand dollars returned 121
thousand dollars suddenly 43
thousand dollars thereafter 52
thousand dollars tomorrow 335
thousand dollars valuation 87
thousand dollars whenever 66
thousand dollars wherewith 102
thousand dollars withdrawn 46
thousand drowned soldiers 83
thousand drunken soldiers 69
thousand egyptian soldiers 308
thousand elected officials 136
thousand equally careless 44
thousand european families 46
thousand european infantry 137
thousand european refugees 96
thousand european settlers 160
thousand european soldiers 477
thousand factory chimneys 442
thousand faithful subjects 78
thousand familiar disputes 237
thousand fancies concerning 83
thousand farmers attended 47
thousand feathered songsters 72
thousand federal infantry 54
thousand federal officers 41
thousand federal soldiers 1339
thousand females employed 41
thousand fictions invented 114
thousand fighter aircraft 46
thousand florins annually 295
thousand florins promised 56
thousand florins recently 43
thousand foolish questions 210
thousand foreign bayonets 183
thousand foreign brigands 58
thousand foreign families 66
thousand foreign nationals 145
thousand foreign soldiers 462
thousand foreign students 414
thousand foreign tourists 220
thousand foreign visitors 267
thousand freedom fighters 259
thousand gallant soldiers 128
thousand gallons annually 170
thousand gallons capacity 260
thousand general councils 110
thousand germans remained 43
thousand glorious memories 41
thousand glucose residues 49
thousand guldens annually 64
thousand harvard students 108
thousand heralds proclaim 46
thousand hungarian refugees 134
thousand hungarian soldiers 69
thousand illegal abortions 126
thousand imperial soldiers 227
thousand infants annually 59
thousand islands stretching 67
thousand italians deserted 45
thousand journal articles 91
thousand kurdish civilians 53
thousand kurdish refugees 87
thousand kurdish villages 108
thousand largest american 45
thousand leprosy patients 45
thousand letters annually 88
thousand letters received 200
thousand letters requesting 40
thousand marriage licenses 95
thousand material elements 49
thousand medical journals 88
thousand medical officers 60
thousand medical students 309
thousand members attended 117
thousand members enrolled 91
thousand mexican american 213
thousand mexican citizens 61
thousand mexican families 91
thousand mexican infantry 60
thousand mexican laborers 50
thousand mexican nationals 111
thousand mexican regulars 47
thousand mexican soldiers 478
thousand migrant families 43
thousand millions annually 69
thousand moorish horsemen 45
thousand mounted horsemen 178
thousand mounted infantry 135
thousand mounted kentucky 47
thousand mounted riflemen 240
thousand mounted soldiers 206
thousand murders annually 47
thousand muskets annually 58
thousand muskets glittering 58
thousand natives perished 61
thousand natural languages 59
thousand northern soldiers 160
thousand optical illusions 45
thousand orators annually 46
thousand orators inclined 51
thousand orthodox churches 55
thousand ottoman soldiers 65
thousand pathetic protests 80
thousand patient captives 42
thousand patriots expected 78
thousand peaceful citizens 57
thousand peaceful delights 76
thousand peasants attacked 43
thousand peasants perished 72
thousand percent interest 189
thousand persons accepted 108
thousand persons actually 153
thousand persons admitted 46
thousand persons annually 1723
thousand persons arrested 207
thousand persons assemble 99
thousand persons attacked 59
thousand persons attended 3924
thousand persons baptized 46
thousand persons composed 67
thousand persons confined 55
thousand persons deprived 47
thousand persons directly 91
thousand persons embarked 158
thousand persons employed 2023
thousand persons enrolled 55
thousand persons examined 61
thousand persons executed 66
thousand persons followed 743
thousand persons homeless 130
thousand persons included 54
thousand persons involved 193
thousand persons listened 127
thousand persons migrated 49
thousand persons murdered 40
thousand persons occupied 323
thousand persons perished 7461
thousand persons professing 89
thousand persons received 357
thousand persons remained 221
thousand persons rendered 43
thousand persons repaired 43
thousand persons reported 51
thousand persons resident 57
thousand persons returned 87
thousand persons selected 42
thousand persons suffered 475
thousand persons survived 95
thousand picture elements 89
thousand pleasant memories 181
thousand precious memories 57
thousand present miseries 67
thousand private citizens 105
thousand private soldiers 448
thousand prussian soldiers 178
thousand refugee children 408
thousand refugee families 87
thousand regular infantry 1767
thousand regular officers 59
thousand regular soldiers 3913
thousand regular students 54
thousand research articles 120
thousand research projects 428
thousand reserve officers 128
thousand revenue officers 89
thousand rhenish guilders 62
thousand richest families 141
thousand russians attacked 47
thousand russians encamped 48
thousand russians perished 114
thousand rwandan refugees 49
thousand saffron currents 60
thousand samurai families 43
thousand seasoned soldiers 122
thousand seasoned veterans 85
thousand similar examples 151
thousand similar passages 58
thousand similar pictures 57
thousand similar questions 215
thousand similar speeches 42
thousand skilled artisans 107
thousand skilled laborers 40
thousand smaller pyramids 68
thousand smaller vignette 66
thousand southern soldiers 141
thousand spanish american 59
thousand spanish citizens 45
thousand spanish families 339
thousand spanish horsemen 57
thousand spanish infantry 417
thousand spanish refugees 71
thousand spanish regulars 121
thousand spanish settlers 94
thousand spanish soldiers 1654
thousand spanish veterans 685
thousand spartan citizens 131
thousand strikes occurred 50
thousand suffering soldiers 64
thousand suicide aircraft 95
thousand swedish soldiers 111
thousand talents annually 69
thousand talents forgiven 50
thousand teachers employed 49
thousand thoughts assailed 72
thousand thousand glittering 40
thousand thousand horsemen 40
thousand thousand thousands 83
thousand thousand torments 95
thousand tibetan refugees 199
thousand tibetan soldiers 92
thousand tittering auditors 78
thousand trained infantry 59
thousand trained soldiers 2356
thousand trained veterans 47
thousand traveling preachers 53
thousand traveling salesmen 42
thousand turkish horsemen 70
thousand turkish infantry 66
thousand turkish regulars 71
thousand turkish soldiers 695
thousand unarmed citizens 112
thousand unarmed civilians 104
thousand unhappy wretches 52
thousand useless luxuries 101
thousand useless questions 62
thousand vagrant children 123
thousand vassals mustered 83
thousand vassals trembled 75
thousand vessels annually 109
thousand veteran infantry 208
thousand veteran soldiers 3124
thousand veteran spaniards 224
thousand victims annually 67
thousand victims perished 205
thousand victims suffered 55
thousand vietnam veterans 308
thousand virgins received 102
thousand volumes annually 159
thousand volumes attested 41
thousand volumes containing 49
thousand warriors attacked 57
thousand workers annually 52
thousand workers attended 123
thousand workers directly 59
thousand workers employed 2574
thousand workers involved 142
thousand workers produced 62
thousand workers received 49
thousand workers remained 59
thousand workmen employed 287
thousand wounded soldiers 925
threatening eternal damnation 151
threatening european security 95
threatening european situation 136
threatening foreign situation 93
threatening genetic disorder 110
threatening illness requires 43
threatening language concerning 44
threatening language employed 82
threatening letters received 370
threatening medical condition 1024
threatening medical problems 894
threatening national identity 95
threatening national security 1972
threatening national survival 90
threatening nervous symptoms 47
threatening private property 164
threatening regional security 124
threatening thoracic injuries 265
threatens eternal damnation 94
threatens national autonomy 50
threatens national security 785
threatens national survival 48
threatens private property 3081
threatens regional security 46
thriller writers combined 142
thrombus becomes detached 93
thrombus becomes infected 149
throttle forward slightly 56
thwarted ambition includes 69
thwarted british attempts 101
thwarted previous attempts 201
thwarted repeated attempts 243
thwarted several attempts 210
tickets satisfy consumer 58
tickled gossiping curiosity 82
tidally induced residual 355
tighten airport security 67
tighten exchange controls 70
tighter airport security 75
tighter capital controls 44
tighter central controls 139
tighter emission controls 240
tighter exchange controls 159
tighter federal controls 215
tighter process controls 56
tighter quality controls 65
tightly braided pigtails 71
tightly coupled approach 150
tightly coupled circuits 51
tightly coupled clusters 65
tightly coupled elements 49
tightly coupled machines 61
tightly coupled multiple 157
tightly coupled networks 137
tightly coupled parallel 439
tightly coupled security 119
tightly coupled software 46
tightly covered platinum 41
tightly covered saucepan 297
tightly focused approach 61
tightly focused electron 93
tightly planned schedule 51
tightly reasoned analysis 70
tightly reasoned argument 278
tightly wrapped packages 186
tightly written contract 41
tillage systems compared 54
tinfoil packets containing 62
tirades against american 131
tirades against historic 48
tirades against idolatry 89
tirades against monarchy 52
tissues against bacterial 45
tissues against infection 109
tissues against microbial 42
tissues becomes apparent 50
tissues chiefly affected 48
tissues closely resemble 55
tissues closely resembling 49
tissues contain abundant 66
tissues contain multiple 53
tissues contain numerous 67
tissues contain proteins 48
tissues contain specific 43
tissues derived directly 48
tissues following combined 55
tissues following exposure 153
tissues following infection 81
tissues following injection 80
tissues following prolonged 133
tissues following surgical 197
tissues following systemic 46
tissues following treatment 117
tissues including external 58
tissues including placenta 51
tissues including skeletal 200
tissues including vascular 69
tissues receive adequate 85
tissues remains constant 114
tissues remains unchanged 57
tissues strongly suggests 42
tissues undergo necrosis 161
tobacco company officials 128
tobacco confers enhanced 231
tobacco control advocacy 235
tobacco control advocate 83
tobacco control campaign 49
tobacco control movement 1500
tobacco control policies 2311
tobacco control programs 2193
tobacco control strategy 148
tobacco exports amounted 55
tobacco exports increased 108
tobacco extract containing 101
tobacco importing business 53
tobacco mineral products 92
tobacco producing counties 145
tobacco product packages 91
tobacco related products 134
toddler conduct problems 107
together african american 235
together against authority 59
together against external 193
together against japanese 104
together against whatever 69
together because everyone 166
together because otherwise 78
together becomes apparent 43
together between elections 43
together centaur monsters 59
together certain articles 98
together certain elements 197
together certain materials 58
together diverse cultural 89
together diverse cultures 86
together diverse elements 793
together diverse interest 42
together diverse materials 139
together diverse segments 54
together elected officials 50
together eminent scholars 76
together financing packages 61
together hitherto isolated 65
together produce annually 41
together produce darkness 45
together provide adequate 79
together provide complete 80
together provide evidence 193
together provide services 51
together provide valuable 64
together related concepts 64
together related elements 101
together related functions 67
together related materials 51
together related subjects 107
together remains constant 71
together research evidence 88
together results obtained 134
together several accounts 49
together several adjacent 53
together several agencies 52
together several articles 102
together several branches 46
together several children 48
together several commands 46
together several concepts 103
together several distinct 551
together several elements 323
together several episodes 41
together several examples 73
together several families 81
together several functions 53
together several hundreds 85
together several otherwise 101
together several parallel 141
together several passages 348
together several programs 41
together several questions 40
together several separate 333
together several thousands 94
together several variables 59
together several villages 75
together shortly thereafter 110
together similar elements 67
together snapped silently 51
together strongly indicate 58
together strongly suggests 85
together towards developing 42
together towards mutually 41
toggles between displaying 241
toilets divides humanity 54
toluene solution containing 567
tonight because tomorrow 331
tonnage carried increased 55
tonnage steadily increased 41
topical cocaine anesthesia 74
topical steroid ointment 815
topical steroid treatment 640
topical vaginal estrogen 108
topical volumes consisting 86
toppled forward menacingly 98
torches streamed sideways 105
torpedo attacks launched 42
torpedo bombers attacked 395
torpedo bombers launched 56
torpedo officer reported 44
torture because tortured 49
torture chiefly employed 60
totally abolish frontier 60
totally african american 90
totally chaotic situation 66
totally destroy somebody 59
totally disabling injuries 59
totally hostile attitude 55
totally immerse yourself 193
totally immersing yourself 45
totally ordered sequence 188
totally ordered universe 131
totally passive attitude 128
totally rational approach 70
totally relieve pressure 65
totally socially isolated 140
totally unarmed condition 56
totally unknown composer 44
totally unknown quantity 319
totally unknown situation 54
totally useless exercise 60
tottering towards collapse 44
touched however slightly 45
touches closely questions 62
touches foreign relations 957
touches inferior subjects 75
tourism because tourists 65
tourism involving children 55
tourism marketing campaign 77
tourism marketing programs 58
tourism marketing strategy 202
tourism related business 58
tourism related industry 105
tourism related projects 234
tourism related services 163
tourist expects somewhat 59
tourist numbers increased 90
tourist related services 65
tourist service industry 85
tourist traffic increased 102
towards achieving business 47
towards achieving complete 67
towards achieving economic 380
towards achieving equality 207
towards achieving financial 54
towards achieving improved 120
towards achieving increased 53
towards achieving personal 66
towards achieving positive 51
towards achieving progress 44
towards achieving specific 171
towards admitting evidence 119
towards adverse quarters 48
towards african american 154
towards african economic 45
towards african education 155
towards african languages 76
towards african majority 96
towards african problems 41
towards answering questions 170
towards arranged marriages 69
towards assisting developing 54
towards attaining economic 40
towards bilingual education 413
towards british authority 66
towards british honduras 52
towards british officers 92
towards british policies 58
towards british property 144
towards british soldiers 40
towards british subjects 824
towards brittle fracture 62
towards broader horizons 42
towards capital formation 406
towards capital projects 81
towards catholic doctrine 61
towards central american 198
towards central authority 77
towards certain branches 41
towards certain chemical 156
towards certain children 40
towards certain concepts 49
towards certain cultural 48
towards certain decisions 49
towards certain definite 253
towards certain disaster 46
towards certain economic 65
towards certain elements 72
towards certain outcomes 48
towards certain patients 44
towards certain patterns 59
towards certain policies 49
towards certain problems 217
towards certain products 75
towards certain purposes 107
towards certain questions 104
towards certain religious 231
towards certain selected 49
towards certain solutions 47
towards certain specific 212
towards certain subjects 140
towards chinese education 124
towards chinese recovery 52
towards chinese students 52
towards college education 55
towards college entrance 47
towards college students 62
towards colonel campbell 57
towards colonial expansion 213
towards colonial problems 69
towards colonial questions 71
towards colonial subjects 42
towards complex formation 103
towards creative activity 56
towards creative solutions 42
towards current expenses 77
towards current problems 107
towards deficit reduction 50
towards defraying expenses 257
towards desired outcomes 112
towards directing christian 121
towards distant horizons 125
towards durable consumer 85
towards educating children 85
towards election expenses 204
towards endless felicity 168
towards eternal damnation 60
towards eternal felicity 49
towards eternal salvation 201
towards european economic 580
towards european education 50
towards european hegemony 43
towards european monetary 517
towards european politics 75
towards european problems 82
towards european security 238
towards european settlers 53
towards everything concerning 42
towards extreme positions 65
towards foreign business 144
towards foreign commerce 92
towards foreign conquest 64
towards foreign cultural 46
towards foreign cultures 202
towards foreign currency 54
towards foreign economic 83
towards foreign languages 237
towards foreign nationals 100
towards foreign politics 48
towards foreign products 142
towards foreign relations 142
towards foreign religions 163
towards foreign settlers 44
towards foreign students 143
towards foreign tourists 55
towards foreign visitors 171
towards funeral expenses 286
towards general burgoyne 129
towards general economic 149
towards general education 282
towards general elections 40
towards general expenses 272
towards general practice 126
towards general questions 46
towards general washington 411
towards genetic engineering 239
towards gentile converts 46
towards genuine economic 60
towards genuine equality 53
towards germany remained 67
towards gradual abolition 40
towards greener pastures 56
towards imperial expansion 164
towards improving customer 52
towards improving economic 113
towards improving education 97
towards improving relations 502
towards improving services 74
towards increasing autonomy 241
towards increasing disorder 146
towards increasing domestic 74
towards increasing economic 243
towards increasing emphasis 119
towards increasing equality 100
towards increasing personal 41
towards inferior creatures 50
towards judicial activism 63
towards judicial autonomy 53
towards liberal economic 56
towards liberal education 70
towards liberal policies 60
towards lifelong education 145
towards limited liability 106
towards limited monarchy 45
towards locally produced 60
towards manhood suffrage 233
towards marriage expenses 57
towards material pleasures 50
towards material progress 278
towards matters concerning 60
towards matters pertaining 46
towards maximum disorder 62
towards measures designed 73
towards medical education 53
towards medical expenses 94
towards medical practice 67
towards medical services 68
towards medical students 42
towards medical subjects 44
towards medical treatment 173
towards mexican american 70
towards national autonomy 138
towards national churches 53
towards national economic 355
towards national education 146
towards national greatness 115
towards national identity 292
towards national isolation 87
towards national maturity 49
towards national policies 44
towards national politics 184
towards national problems 132
towards national progress 119
towards national purposes 64
towards national recovery 102
towards national salvation 51
towards national security 322
towards national socialism 3687
towards national socialist 95
towards natural goodwill 90
towards natural monopoly 64
towards natural products 62
towards natural resource 259
towards natural sciences 66
towards natural selection 59
towards neutral commerce 96
towards obtaining evidence 47
towards operating expenses 77
towards opinions congruous 47
towards optimal solutions 52
