tabs running across 48
take every report 41
take every safety 62
take every second 528
take every seventh 40
take every shilling 163
take every stitch 82
take every summer 65
take every sunday 135
take every thought 7390
take every unfair 94
take every vessel 100
take every worker 70
take exact notice 374
take extra caution 366
take extra clothes 122
take extra copies 106
take extra effort 773
take extra energy 72
take extra fluids 80
take extra horses 61
take extra safety 124
take extra special 873
take extra training 131
take extra tuition 49
take fatal effect 78
take fidel castro 40
take fifty copies 104
take fifty francs 113
take fifty guineas 81
take fifty lashes 43
take fifty million 147
take fifty ounces 44
take fifty pieces 58
take fifty pounds 584
take fifty shares 78
take final charge 92
take final effect 140
take final orders 89
take final refuge 125
take first choice 249
take first honors 179
take first prizes 50
take fixed values 209
take flash photos 178
take fluid orally 94
take forty million 40
take forty pounds 159
take fresh ground 102
take fresh horses 308
take fresh orders 86
take fruit juices 165
take gifts without 53
take given values 144
take goods belonging 47
take goods instead 64
take goods without 149
take group photos 104
take harsh actions 63
take hasty actions 46
take hasty flight 41
take hasty refuge 47
take heaven except 75
take heaven itself 81
take henry fielding 78
take hotel guests 41
take hours before 779
take hours instead 102
take human agency 59
take human bodies 110
take human emotion 54
take human methods 40
take human nature 6272
take human rights 1134
take human shapes 85
take human values 82
take idols beside 96
take input prices 52
take input values 51
take jesus before 62
take jesus christ 1320
take joint actions 545
take joint charge 72
take lands without 58
take large amount 44
take large blocks 197
take large chunks 218
take large credit 114
take large enough 371
take large equity 64
take large groups 210
take large helpings 48
take large losses 171
take large masses 49
take large number 43
take large orders 99
take large pieces 171
take large shares 146
take large sheets 49
take large slices 54
take large stakes 66
take large tracts 106
take large values 299
take learning beyond 112
take legal actions 742
take legal advice 3511
take legal charge 57
take legal effect 614
take legal notice 84
take legal opinion 209
take legal rights 64
take lengthy periods 50
take lives without 60
take local advice 411
take local issues 40
take lofty ground 168
take longer before 585
take longer coffee 53
take longer periods 451
take longer routes 118
take longer unless 91
take longer without 227
take lower ground 320
take lower prices 294
take lower values 86
take lunch before 58
take lunch orders 75
take major actions 65
take major changes 280
take major credit 517
take major effort 50
take major orders 68
take major policy 197
take maybe twenty 80
take minor orders 223
take money abroad 86
take money before 47
take money belonging 49
take money enough 209
take money except 62
take money instead 697
take money unless 46
take money without 374
take months before 2511
take months instead 96
take moral actions 55
take moral charge 44
take moral issues 77
take moral stands 277
take moral values 89
take moral virtue 43
take morning coffee 169
take mother nature 60
take mother teresa 49
take naval stores 40
take nearly another 213
take nearly double 143
take nearly enough 268
take nearly twelve 66
take nearly twenty 354
take negro slaves 449
take newly created 73
take night school 233
take notes anyway 67
take notes before 242
take notes faster 46
take notes freely 109
take notes instead 157
take notes myself 51
take notes openly 146
take notes should 94
take notes through 46
take notes unless 76
take notes without 1093
take opium without 47
take order herein 205
take order therein 321
take others across 54
take others through 58
take overt actions 59
take overt effect 43
take overt notice 40
take pages merely 87
take pains always 142
take pains enough 3126
take pains therein 156
take pains without 50
take paint better 200
take paris before 47
take paris instead 45
take paris itself 61
take paris without 54
take passing notice 181
take pause before 215
take pawns without 228
take peanut butter 203
take people aboard 55
take people across 476
take people around 1019
take people beyond 1168
take people further 108
take people inside 50
take people places 297
take people shopping 42
take people through 652
take people without 73
take phone orders 333
take pills before 60
take pills instead 123
take pills without 77
take pilot training 228
take place aboard 1249
take place abroad 2601
take place absent 266
take place across 41786
take place affect 92
take place albeit 42
take place allowing 80
take place allows 50
take place almost 17398
take place already 1294
take place always 1908
take place amidst 2376
take place amongst 13554
take place another 168
take place anyhow 553
take place anyway 3286
take place appears 384
take place around 54313
take place ashore 151
take place assuming 43
take place august 1482
take place barely 51
take place became 110
take place become 337
take place before 468391
take place begins 52
take place behind 23309
take place beside 911
take place better 809
take place beyond 15016
take place called 107
take place calmly 59
take place caused 184
take place causes 43
take place changes 700
take place clearly 207
take place closer 1450
take place deeper 62
take place depend 761
take place differ 271
take place direct 107
take place earlier 17436
take place evenly 1637
take place except 18640
take place fairly 2455
take place farther 691
take place faster 5384
take place figure 270
take place follow 44
take place freely 4654
take place friday 1282
take place further 2353
take place gently 47
take place greatly 43
take place happen 188
take place higher 154
take place hourly 99
take place ideally 173
take place indeed 84
take place inland 112
take place inside 63708
take place instead 2499
take place itself 48
take place little 616
take place mainly 11354
take place merely 3184
take place midway 299
take place moment 42
take place monday 1960
take place monthly 1994
take place mostly 4658
take place neither 1538
take place normal 109
take place occurs 234
take place offers 48
take place online 3169
take place openly 1350
take place orally 341
take place outwith 41
take place partly 2534
take place pretty 358
take place proved 60
take place purely 862
take place rarely 213
take place readily 5512
take place relating 63
take place remain 257
take place remote 51
take place result 536
take place safely 931
take place seemed 327
take place seldom 64
take place serves 56
take place should 6627
take place showed 53
take place simply 4280
take place slower 56
take place slowly 16501
take place solely 4605
take place something 321
take place sooner 8527
take place standing 46
take place stands 149
take place starting 366
take place subtly 122
take place sunday 1270
take place tended 92
take place thereby 114
take place therein 2433
take place through 332560
take place toward 2721
take place twelve 314
take place twenty 1311
take place unless 50827
take place unseen 178
take place upward 98
take place varied 48
take place varies 1259
take place various 61
take place weekly 3408
take place whereas 125
take place whether 5440
take place whilst 3898
take place wholly 2452
take place widely 69
take place without 360518
take place yielding 82
take power before 383
take power except 51
take power itself 104
take power through 1287
take power unless 60
take power without 1125
take price changes 100
take pride before 110
take pride therein 114
take pulse before 65
take quick actions 78
take quick effect 58
take quick little 58
take quick refuge 51
take quiet thought 43
take quite another 2214
take quite awhile 888
take quite calmly 49
take quite enough 192
take quite kindly 203
take quite readily 163
take quite varied 42
take rapid flight 84
take readings without 57
take really serious 55
take right actions 50
take right ground 175
take risks before 85
take risks beyond 262
take risks safely 46
take risks should 140
take risks simply 49
take risks through 163
take risks toward 48
take risks unless 280
take risks varies 58
take risks without 1464
take risky actions 137
take rough handling 352
take sales orders 109
take scant notice 198
take sedan chairs 126
take senior status 322
take seven leagues 51
take seven million 99
take seven ounces 40
take seven pieces 66
take seven pounds 75
take seven rounds 110
take seven tricks 159
take shame before 43
take shape across 416
take shape almost 317
take shape already 108
take shape amidst 52
take shape amongst 43
take shape around 11264
take shape before 5678
take shape behind 512
take shape beside 70
take shape beyond 91
take shape clearly 73
take shape earlier 77
take shape except 82
take shape inside 1220
take shape little 42
take shape mainly 72
take shape slowly 663
take shape through 4590
take shape toward 127
take shape unless 76
take shape without 1305
take sharp curves 90
take sharp notice 101
take sharp revenge 47
take ships through 114
take short drives 153
take short jaunts 46
take short little 48
take short notice 164
take short periods 134
take short spells 47
take short stages 43
take short training 44
take shots without 66
take sides before 183
take sides boldly 58
take sides except 60
take sides firmly 48
take sides neither 60
take sides openly 742
take sides through 54
take sides unless 78
take sides whether 43
take sides without 323
take sixty grains 65
take sixty million 49
take sixty pounds 58
take small actions 92
take small amount 54
take small bribes 44
take small chunks 49
take small credit 43
take small drinks 40
take small enough 113
take small fishes 84
take small groups 874
take small helpings 77
take small losses 232
take small notice 92
take small orders 107
take small pieces 656
take small shares 72
take small values 168
take snuff before 74
take snuff except 47
take snuff without 60
take sober thought 45
take social actions 55
take social issues 100
take social policy 48
take social reality 56
take social status 52
take social values 46
take solar energy 68
take sound advice 183
take space enough 49
take space travel 109
take spare horses 41
take stage center 72
take state boards 52
take steps before 878
take steps beyond 265
take steps ensuring 44
take steps itself 47
take steps likely 117
take steps needed 122
take steps through 425
take steps toward 23932
take steps without 425
take stern actions 70
take still another 4750
take still deeper 63
take still further 828
take still greater 1862
take still higher 188
take still images 90
take still larger 50
take still photos 218
take stock afresh 59
take stock before 449
take stock instead 125
take stock market 40
take stock options 71
take stock therein 75
take stock without 49
take strong actions 428
take strong drinks 83
take strong enough 265
take strong ground 622
take strong liquor 52
take strong policy 40
take strong public 178
take strong stands 2463
take sweet revenge 124
take swift revenge 57
take taxis instead 91
take tests before 44
take tests created 87
take tests online 89
take tests orally 168
take tests without 119
take thirty grains 68
take thirty houses 50
take thirty million 94
take thirty pounds 198
take title thereto 200
take title through 75
take title without 64
take today toward 75
take total charge 237
take total credit 110
take total output 47
take tough actions 63
take tough stands 171
take tours through 144
take trade policy 55
take train through 57
take trips abroad 555
take trips across 62
take trips around 367
take trips through 92
take trips without 71
take turns appearing 41
take turns applying 49
take turns around 644
take turns arranging 142
take turns assuming 257
take turns becoming 59
take turns before 115
take turns behind 254
take turns bouncing 92
take turns brooding 227
take turns brushing 81
take turns building 458
take turns carrying 3017
take turns catching 122
take turns chairing 84
take turns chanting 84
take turns checking 205
take turns choosing 3209
take turns chopping 89
take turns circling 105
take turns claiming 62
take turns clapping 66
take turns climbing 385
take turns coaching 62
take turns coloring 198
take turns counting 223
take turns covering 194
take turns cranking 118
take turns crossing 239
take turns cruising 59
take turns deciding 169
take turns defining 60
take turns dragging 62
take turns dressing 75
take turns drinking 1214
take turns dropping 363
take turns emptying 41
take turns enjoying 55
take turns entering 365
take turns fighting 85
take turns flipping 409
take turns gathering 56
take turns gently 76
take turns greeting 55
take turns grinding 68
take turns grooming 42
take turns guarding 1660
take turns guessing 2170
take turns handling 297
take turns inviting 136
take turns kneeling 62
take turns knocking 87
take turns lighting 211
take turns locating 57
take turns managing 68
take turns matching 226
take turns measuring 112
take turns modeling 174
take turns mounting 103
take turns offering 684
take turns orally 60
take turns ordering 53
take turns paddling 58
take turns painting 106
take turns pitching 151
take turns planning 827
take turns pointing 337
take turns pounding 212
take turns preaching 325
take turns pressing 89
take turns punching 86
take turns quizzing 154
take turns reciting 296
take turns relating 92
take turns removing 380
take turns repeating 133
take turns rereading 103
take turns revealing 58
take turns rotating 93
take turns searching 60
take turns shooting 1447
take turns shopping 299
take turns shouting 193
take turns slapping 141
take turns sleeping 3982
take turns slipping 41
take turns slowly 40
take turns smelling 47
take turns snapping 50
take turns spelling 313
take turns spending 332
take turns spinning 1241
take turns spitting 50
take turns staffing 237
take turns standing 3735
take turns starting 112
take turns steering 189
take turns stepping 126
take turns sticking 46
take turns stirring 1014
take turns striking 469
take turns stroking 63
take turns studying 50
take turns sweeping 93
take turns swimming 88
take turns through 103
take turns touching 202
take turns visiting 634
take turns watching 6644
take turns watering 82
take turns weekly 198
take turns whacking 59
take turns whipping 114
take turns without 122
take under convoy 465
take under direct 72
take under existing 113
take under normal 191
take under review 187
take under section 818
take under serious 157
take under solemn 42
take under special 49
take under stress 174
take under twenty 103
take under various 197
take undue credit 248
take undue notice 169
take until around 46
take until august 83
take until monday 49
take upper canada 44
take users through 67
take varying periods 101
take varying shapes 49
take walks around 2200
take walks before 151
take walks beyond 56
take walks through 428
take walks without 108
take warning before 184
take warning thereby 139
take water across 47
take water before 66
take water freely 107
take water instead 46
take water readily 108
take water rights 71
take water slowly 77
take water supply 43
take water through 588
take water without 566
take wedding photos 99
take weeks before 2917
take weeks instead 71
take which actions 69
take which course 434
take which should 138
take whole groups 51
take whole nations 66
take whole number 76
take whose parent 149
take wider sweeps 99
take within itself 86
take wives before 40
take wives beside 49
take wives without 170
take women beyond 105
take words spoken 40
take world opinion 43
take world prices 85
take wormy shapes 59
take would become 44
take would depend 735
take would enable 43
take would expose 44
take would hardly 83
taking about eighty 103
taking about eleven 47
taking about ninety 114
taking about something 45
taking about twelve 317
taking about twenty 897
taking above twenty 50
taking action around 99
taking action before 2451
taking action beyond 141
taking action earlier 156
taking action except 43
taking action instead 111
taking action itself 566
taking action likely 54
taking action merely 41
taking action should 414
taking action sooner 88
taking action through 465
taking action toward 736
taking action unless 259
taking action without 2259
taking ample revenge 377
taking anything before 53
taking anything belonging 114
taking anything beyond 105
taking anything except 156
taking anything without 124
taking apart clocks 45
taking apart something 63
taking badly needed 76
taking basic training 294
taking black coffee 50
taking black slaves 43
taking blood counts 69
taking blood revenge 81
taking blood sample 102
taking blows without 48
taking boats across 56
taking cargo aboard 52
taking cases before 72
taking civil rights 226
taking color slides 358
taking cooling curves 243
taking could result 41
taking cover behind 17796
taking cover inside 108
taking deadly effect 78
taking deadly revenge 64
taking doses greater 46
taking drink orders 1037
taking drugs before 171
taking drugs orally 120
taking drugs should 85
taking drugs unless 52
taking drugs without 226
taking eight grains 52
taking eight ounces 54
taking eight ponies 45
taking eight pounds 48
taking either course 198
taking equal shares 364
taking every aspect 69
taking every chance 597
taking every corner 56
taking every course 137
taking every detail 101
taking every effort 74
taking every factor 67
taking every little 262
taking every measure 1256
taking every member 43
taking every minute 149
taking every moment 99
taking every person 91
taking every proper 167
taking every second 230
taking every seventh 55
taking every stitch 70
taking every thought 1125
taking every weight 87
taking extra effort 74
taking extra shifts 42
taking extra special 71
taking fifty pounds 45
taking final agency 148
taking firms public 42
taking first choice 58
taking first honors 123
taking flash photos 137
taking forty pounds 49
taking fresh ground 44
taking fresh horses 202
taking fresh shapes 42
taking fruit juices 44
taking goods across 53
taking goods belonging 45
taking goods without 184
taking horse without 47
taking human feelings 45
taking human nature 3976
taking human rights 369
taking jesus christ 179
taking joint actions 75
taking large blocks 98
taking large bodies 144
taking large bribes 85
taking large chunks 119
taking large enough 186
taking large groups 128
taking large losses 184
taking large number 45
taking large pieces 79
taking large slices 99
taking large tracts 79
taking large values 65
taking legal actions 259
taking legal advice 1935
taking legal effect 59
taking legal opinion 144
taking local advice 52
taking longer periods 84
taking lower ground 71
taking lunch orders 74
taking major actions 75
taking major policy 111
taking mincing little 41
taking minor orders 289
taking money abroad 62
taking money instead 87
taking money through 41
taking money without 245
taking moral stands 82
taking morning coffee 108
taking nearly twenty 60
taking night school 247
taking notes became 47
taking notes before 172
taking notes behind 87
taking notes forces 95
taking notes instead 83
taking notes should 124
taking notes through 191
taking notes without 465
taking often reveals 44
taking overt actions 45
taking pains enough 56
taking party without 71
taking people across 401
taking people around 469
taking people beyond 174
taking people places 99
taking people through 311
taking petty bribes 50
taking petty revenge 65
taking phone orders 269
taking pilot training 183
taking place aboard 331
taking place abroad 3027
taking place across 17258
taking place almost 6989
taking place already 772
taking place always 469
taking place amidst 934
taking place amongst 4310
taking place another 185
taking place anyhow 46
taking place anyway 462
taking place appears 101
taking place around 113417
taking place ashore 76
taking place august 97
taking place barely 68
taking place became 146
taking place become 57
taking place before 99010
taking place behind 27175
taking place beside 397
taking place beyond 11711
taking place caused 82
taking place causes 129
taking place changes 111
taking place clearly 40
taking place closer 99
taking place deeper 48
taking place depend 56
taking place earlier 1633
taking place evenly 56
taking place events 49
taking place except 555
taking place fairly 117
taking place farther 436
taking place faster 1076
taking place figure 58
taking place freely 194
taking place further 1092
taking place higher 57
taking place inland 73
taking place inside 63243
taking place instead 331
taking place lately 129
taking place little 47
taking place mainly 3702
taking place merely 150
taking place monthly 114
taking place mostly 1722
taking place neither 138
taking place occurs 55
taking place offers 44
taking place online 508
taking place openly 122
taking place partly 440
taking place pretty 40
taking place purely 97
taking place reached 77
taking place readily 113
taking place relating 45
taking place remain 41
taking place result 57
taking place seemed 335
taking place should 815
taking place showed 69
taking place simply 322
taking place slowly 3749
taking place solely 775
taking place something 64
taking place sooner 207
taking place therein 1001
taking place through 68568
taking place toward 656
taking place twelve 61
taking place twenty 198
taking place unless 488
taking place unseen 62
taking place varies 52
taking place weekly 181
taking place whether 196
taking place whilst 656
taking place wholly 540
taking place widely 63
taking place without 19053
taking power itself 49
taking power through 647
taking power without 70
taking price changes 60
taking quick actions 45
taking quick little 156
taking quite another 198
taking quite enough 48
taking rapid effect 92
taking readings before 41
taking risks beyond 108
taking risks myself 54
taking risks through 55
taking risks without 386
taking risky actions 54
taking sales orders 99
taking scant notice 108
taking senior status 104
taking shape across 365
taking shape almost 112
taking shape already 137
taking shape amidst 43
taking shape amongst 49
taking shape around 8452
taking shape before 2659
taking shape behind 794
taking shape beside 58
taking shape beyond 124
taking shape inside 983
taking shape little 85
taking shape nicely 151
taking shape slowly 214
taking shape through 2015
taking shape toward 51
taking shape without 165
taking sharp curves 57
taking sheep farther 46
taking ships through 48
taking short little 84
taking short notice 87
taking short periods 67
taking sides before 62
taking sides except 71
taking sides neither 193
taking sides openly 284
taking sides without 118
taking sixty grains 59
taking small actions 55
taking small bribes 85
taking small enough 114
taking small groups 840
taking small losses 116
taking small notice 68
taking small orders 63
taking small pieces 296
taking small slices 83
taking small thought 207
taking snuff before 51
taking sound advice 76
taking steps before 227
taking steps beyond 54
taking steps through 189
taking steps toward 10106
taking steps without 133
taking still another 282
taking still further 196
taking still greater 40
taking still higher 53
taking still images 53
taking still photos 148
taking stock before 98
taking stock therein 58
taking strong actions 239
taking strong coffee 65
taking strong enough 148
taking strong ground 493
taking strong public 77
taking strong stands 987
taking sweet revenge 192
taking thirty grains 104
taking thirty pieces 45
taking title thereto 191
taking title through 59
taking total charge 117
taking tough stands 161
taking tours through 189
taking trips abroad 213
taking trips around 482
taking trips through 103
taking turns around 493
taking turns behind 105
taking turns carrying 671
taking turns checking 51
taking turns choosing 106
taking turns climbing 74
taking turns covering 61
taking turns cranking 52
taking turns dragging 44
taking turns drinking 323
taking turns dropping 44
taking turns grinding 42
taking turns guarding 162
taking turns offering 107
taking turns planning 42
taking turns pointing 43
taking turns pounding 53
taking turns preaching 45
taking turns punching 72
taking turns reciting 80
taking turns shooting 259
taking turns sleeping 1149
taking turns spending 42
taking turns spinning 68
taking turns standing 367
taking turns steering 42
taking turns stirring 61
taking turns through 59
taking turns touching 44
taking turns visiting 144
taking turns watching 653
taking turns without 55
taking under section 40
taking under various 51
taking undue credit 262
taking undue notice 56
taking walks around 669
taking walks through 251
taking warning aright 81
taking water aboard 81
taking water faster 49
taking water through 351
taking water without 102
taking which induce 170
taking which should 40
taking whole groups 44
taking women across 58
taking would amount 63
taking would become 57
taking would result 48
talc dusting powder 175
tale about another 537
tale about events 56
tale about family 106
tale about female 42
tale about ghosts 92
tale about joseph 41
tale about little 237
tale about murder 51
tale about myself 159
tale about prince 147
tale about sexual 55
tale about someone 197
tale about something 232
tale about william 49
tale after another 2202
tale again roused 75
tale blood rushed 82
tale built around 82
tale close beside 211
tale could become 45
tale could hardly 133
tale draws toward 49
tale first appears 245
tale lends itself 163
tale loses itself 70
tale might almost 82
tale might indeed 73
tale moves toward 117
tale never before 54
tale often enough 223
tale opera hansel 88
tale running through 53
tale seems almost 48
tale sharp enough 41
tale shows clearly 78
tale spread through 59
tale still further 44
tale sweet fiction 329
tale telling itself 58
tale tells itself 45
tale where london 46
tale which appeals 55
tale which appears 271
tale which became 138
tale which begins 237
tale which belongs 81
tale which caused 58
tale which claims 41
tale which exists 45
tale which occurs 81
tale which offers 40
tale which proves 59
tale which reached 40
tale which reveals 84
tale which seemed 122
tale which serves 108
tale which should 552
tale which showed 46
tale which stills 54
tale which teaches 50
tale within another 68
tale would affect 64
tale would become 98
tale would detect 314
tale would escape 44
tale would follow 54
tale would remain 76
tale would surely 48
tale woven around 197
talk about absent 422
talk about abuses 155
talk about access 992
talk about actions 2192
talk about active 362
talk about actors 500
talk about actual 1440
talk about adapting 318
talk about adopting 602
talk about adults 196
talk about affect 250
talk about africa 1900
talk about agency 319
talk about agents 381
talk about alaska 196
talk about albania 50
talk about albert 275
talk about alfred 170
talk about algeria 132
talk about aliens 296
talk about alison 56
talk about allowing 430
talk about almost 3120
talk about alpine 263
talk about already 149
talk about altering 288
talk about always 198
talk about amanda 276
talk about amending 76
talk about amongst 189
talk about amount 218
talk about andrew 408
talk about animal 1911
talk about annexing 182
talk about annoying 82
talk about annual 125
talk about another 21913
talk about anthony 320
talk about antonio 94
talk about anyone 2548
talk about anyway 1614
talk about apollo 55
talk about appealing 232
talk about apples 346
talk about applying 868
talk about archie 288
talk about armies 157
talk about arnold 127
talk about around 1005
talk about arousing 41
talk about arranging 303
talk about arrays 135
talk about arriving 43
talk about ashley 190
talk about assets 172
talk about atheism 56
talk about atomic 752
talk about attack 42
talk about auntie 107
talk about austin 101
talk about austria 331
talk about authors 482
talk about autism 138
talk about aviation 205
talk about avoiding 658
talk about babies 2426
talk about ballet 580
talk about balzac 156
talk about barney 122
talk about battle 140
talk about become 87
talk about becoming 2646
talk about before 13123
talk about behaving 173
talk about beheading 174
talk about behind 645
talk about beirut 43
talk about belief 872
talk about belonging 173
talk about bengali 88
talk about berlin 614
talk about bernie 296
talk about bertie 109
talk about beside 114
talk about better 3622
talk about beyond 463
talk about bigger 169
talk about billie 216
talk about binary 112
talk about biology 321
talk about bishop 65
talk about blacks 864
talk about bleeding 109
talk about blending 51
talk about blocking 44
talk about bloody 272
talk about bodies 842
talk about bodily 958
talk about bonnie 160
talk about boosting 45
talk about border 218
talk about boston 643
talk about botany 89
talk about brains 254
talk about branding 319
talk about brands 269
talk about brazil 193
talk about breasts 198
talk about brecht 121
talk about breeding 578
talk about brenda 308
talk about bricks 161
talk about bridge 273
talk about bridging 229
talk about bright 46
talk about broken 674
talk about brooke 40
talk about brother 344
talk about browning 326
talk about browse 127
talk about buddha 210
talk about budget 748
talk about building 13736
talk about bullying 894
talk about buried 642
talk about butter 128
talk about bygone 370
talk about calvin 91
talk about camels 179
talk about camera 129
talk about campus 145
talk about canada 964
talk about cancer 3755
talk about carbon 131
talk about career 2044
talk about carlos 158
talk about carrie 155
talk about carrying 618
talk about carter 129
talk about cassie 103
talk about castro 46
talk about casual 103
talk about catching 574
talk about cattle 910
talk about causal 548
talk about causes 1406
talk about ceilings 45
talk about ceylon 52
talk about chains 158
talk about chairs 170
talk about chance 328
talk about changed 52
talk about changes 3920
talk about charging 149
talk about checking 257
talk about checks 89
talk about cheese 143
talk about choice 766
talk about choosing 1056
talk about chores 133
talk about christ 5146
talk about church 3498
talk about cigars 48
talk about cinema 291
talk about cities 474
talk about claiming 55
talk about claims 157
talk about claire 349
talk about claude 107
talk about claudia 177
talk about clearly 111
talk about client 552
talk about climbing 364
talk about clocks 41
talk about closed 324
talk about closer 106
talk about clothes 3128
talk about clouds 227
talk about clubbing 81
talk about coaching 485
talk about coercion 127
talk about coffee 922
talk about colors 996
talk about combat 328
talk about comedy 222
talk about comics 253
talk about common 3802
talk about condom 134
talk about connie 173
talk about conrad 109
talk about copper 99
talk about cosmic 204
talk about cotton 572
talk about counting 452
talk about county 95
talk about course 203
talk about courting 91
talk about courts 127
talk about cousin 62
talk about covering 134
talk about covert 122
talk about cracking 109
talk about creation 970
talk about credit 552
talk about creeping 40
talk about crimes 356
talk about crises 132
talk about crisis 398
talk about crossing 386
talk about crucial 214
talk about crushing 146
talk about cubism 40
talk about curious 153
talk about curses 110
talk about custer 49
talk about custom 492
talk about cycles 170
talk about cyprus 180
talk about dallas 298
talk about damage 168
talk about dances 61
talk about dangers 304
talk about daniel 503
talk about darwin 270
talk about debbie 212
talk about decent 86
talk about deciding 160
talk about deducing 56
talk about deeper 306
talk about deeply 203
talk about defeating 110
talk about defining 324
talk about degree 224
talk about delaying 46
talk about delays 43
talk about demand 554
talk about demons 586
talk about denise 130
talk about dennis 258
talk about dental 117
talk about desert 118
talk about design 2829
talk about desire 828
talk about desiring 165
talk about devils 356
talk about devising 53
talk about diapers 131
talk about diction 101
talk about dinner 896
talk about direct 776
talk about disease 1764
talk about dividing 680
talk about divine 2042
talk about doctor 94
talk about domain 99
talk about donald 241
talk about dorothy 226
talk about double 815
talk about doubling 176
talk about doubts 86
talk about drafting 455
talk about dragging 160
talk about draining 54
talk about drains 82
talk about dressing 437
talk about drinking 3320
talk about drives 48
talk about dropping 572
talk about drowning 173
talk about duncan 336
talk about duties 976
talk about dwelling 216
