wade bravely through the 48
were assumed always to 80
were assumed instead of 57
were assured access to 117
were assured through the 129
were attacking across the 82
were attacking nantes or 40
were attacking through the 47
were attacking toward the 43
were attending church at 54
were attending church in 47
were attending meetings in 45
were attending meetings of 126
were attending public or 56
were attending school as 197
were attending school at 543
were attending school by 67
were attending school in 1401
were attending school on 180
were attending school or 217
were audible across the 40
were audible enough to 65
were audible through the 267
were average values of 54
were averted through the 81
were avoided except in 43
were avoided through the 160
were awarded before the 102
were awarded grants in 42
were awarded grants of 71
were awarded grants to 77
were awarded instead of 58
were awarded medals at 64
were awarded medals by 103
were awarded medals in 60
were awarded medals of 253
were awarded prizes at 206
were awarded prizes by 198
were awarded prizes in 220
were awarded prizes of 85
were awarded solely on 64
were awarded through the 99
were awarded titles of 53
were awfully afraid of 48
were awfully pleased to 45
were awkward enough to 46
were balancing chests of 45
were balancing something on 93
were bandied across the 90
were barreling toward the 44
were battles fought in 55
were battles fought on 40
were beginning almost to 44
were beginning already to 503
were beginning before the 69
were beginning greatly to 41
were beginning instead of 57
were beginning openly to 124
were beginning slowly to 285
were beheaded before the 93
were bemoaning itself in 67
were benches around the 105
were besieging vienna in 42
were between groups of 52
were between twenty to 60
were bizarre enough to 47
were blasted through the 185
were blessed before the 51
were blessed enough to 122
were blessed through the 43
were blindly obeyed by 106
were blocked before the 54
were boosted further by 45
were borrowing heavily in 63
were borrowing heavily to 54
were bounced around in 45
were bounced around the 46
were bravely fighting the 40
were bridges across the 139
were briefed before the 56
were briefly joined by 116
were briefly raised by 54
were briefly rinsed in 160
were briefly stated by 43
were briefly stated in 157
were briefly summed up 149
were briefly united by 43
were briefly united in 105
were briefly washed in 92
were briskly engaged in 75
were british troops in 261
were british troops on 45
were british troops to 50
were broadly agreed on 174
were broadly shared by 176
were broadly united in 69
were brought aboard as 47
were brought aboard by 145
were brought aboard in 112
were brought aboard the 563
were brought aboard to 82
were brought across by 102
were brought across in 104
were brought across the 2997
were brought across to 249
were brought almost to 520
were brought around by 172
were brought around in 69
were brought around the 210
were brought around to 372
were brought ashore at 240
were brought ashore by 224
were brought ashore in 406
were brought ashore on 150
were brought ashore to 261
were brought before an 506
were brought before it 1799
were brought before king 207
were brought before me 1512
were brought before my 127
were brought before the 46358
were brought before us 639
were brought behind the 52
were brought beyond the 42
were brought clearly to 110
were brought closer by 124
were brought closer to 1483
were brought crashing to 74
were brought direct to 122
were brought inside the 558
were brought inside to 73
were brought merely to 95
were brought nearest to 42
were brought safely to 728
were brought thereby to 71
were brought through by 56
were brought through in 41
were brought through it 62
were brought through the 1390
were brought through to 64
were brought toward the 46
were bruited abroad in 47
were bruited abroad of 49
were bubbled through the 130
were buffalo skulls in 81
were bunched around the 163
were bundled aboard the 47
were buoyant enough to 188
were burrowing through the 43
were callous enough to 144
were cantering across the 62
were cantering through the 69
were capable enough of 66
were capable enough to 274
were capable failed to 45
were capable joined in 89
were capable neither of 141
were capital assets in 134
were capital crimes in 119
were careening around the 58
were careening through the 92
were careering across the 62
were careering through the 104
were careful always to 322
were careful copies of 59
were careful enough in 51
were careful enough or 41
were careful enough to 521
were careful neither to 84
were careful readers of 49
were carried aboard by 96
were carried aboard the 398
were carried abroad by 238
were carried across by 158
were carried across in 214
were carried across it 58
were carried across on 177
were carried across the 5687
were carried across to 385
were carried almost to 98
were carried around as 107
were carried around by 258
were carried around in 439
were carried around it 56
were carried around on 164
were carried around the 1286
were carried around to 142
were carried ashore by 205
were carried ashore in 196
were carried ashore on 687
were carried ashore to 89
were carried before it 107
were carried before the 2752
were carried before us 56
were carried behind the 169
were carried beyond me 45
were carried beyond the 1071
were carried direct to 99
were carried farther by 121
were carried farther in 60
were carried farther on 131
were carried further by 799
were carried further in 400
were carried further to 85
were carried headlong by 68
were carried images of 49
were carried inland by 64
were carried inland to 40
were carried inside the 261
were carried instead of 66
were carried mainly by 133
were carried mainly in 46
were carried mostly by 41
were carried onward by 68
were carried safely to 137
were carried through an 76
were carried through as 440
were carried through at 301
were carried through by 1568
were carried through in 1729
were carried through it 154
were carried through on 342
were carried through the 8695
were carried through to 1556
were carried toward the 276
were carried upward by 71
were carried upward to 49
were carried without my 41
were carried without the 134
were catholic enough to 91
were cautious enough to 500
were cavorting around the 61
were central actors in 240
were central events in 55
were central forces in 66
were central issues in 359
were central issues of 96
were central points in 48
were central points of 57
were central tenets of 137
were central topics of 55
were certain causes of 85
were certain changes in 577
were certain changes of 57
were certain chords in 55
were certain cities in 53
were certain clerks of 54
were certain dangers in 79
were certain doubts as 45
were certain duties of 45
were certain enough of 99
were certain enough to 131
were certain errors in 59
were certain events in 97
were certain fields in 48
were certain fields of 42
were certain forces at 80
were certain forces in 49
were certain groups in 135
were certain groups of 291
were certain habits of 60
were certain houses in 84
were certain houses to 47
were certain images of 73
were certain issues of 41
were certain issues on 51
were certain lacunae in 52
were certain ladies of 97
were certain leaders of 42
were certain limits on 144
were certain limits to 253
were certain methods of 55
were certain pauses in 44
were certain periods in 142
were certain periods of 180
were certain phases of 113
were certain pieces of 176
were certain places in 179
were certain places of 40
were certain places on 40
were certain points he 76
were certain points in 337
were certain points of 573
were certain points on 193
were certain regions in 52
were certain regions of 73
were certain rights of 94
were certain seasons of 66
were certain series of 123
were certain shifts in 69
were certain sooner or 171
were certain tokens of 43
were certain traces of 48
were certain tracts of 47
were certain traits in 83
were certain traits of 70
were certain trends in 43
were certain usages in 41
were certain values in 51
were chanted before the 133
were charged before the 872
were charged direct to 55
were charged double the 71
were charged through the 84
were checked before the 173
were checked through the 279
were checked through to 41
were cheered through the 52
were chiefly active in 186
were chiefly afraid of 73
were chiefly amongst the 59
were chiefly anxious at 63
were chiefly anxious to 609
were chiefly bought by 101
were chiefly caused by 575
were chiefly copies of 53
were chiefly created to 43
were chiefly engaged in 2663
were chiefly engaged on 85
were chiefly filled by 143
were chiefly formed by 69
were chiefly formed in 91
were chiefly formed of 208
were chiefly gained by 60
were chiefly guided by 268
were chiefly intent on 306
were chiefly manned by 153
were chiefly marked by 162
were chiefly passed at 181
were chiefly passed in 231
were chiefly peopled by 67
were chiefly raised by 66
were chiefly raised in 51
were chiefly relied on 347
were chiefly struck by 145
were chiefly swayed by 54
were chiefly thought of 41
were chiefly through the 43
were chiefly useful as 107
were chiefly useful in 166
were chiefly useful to 55
were chiefly valued as 371
were chiefly valued by 47
were chiefly worked by 57
were chilled through by 50
were chimney swifts in 63
were circled around the 93
were civilly treated by 182
were claimed before the 66
were clamoring around the 56
were clamped around my 46
were clamped around the 182
were clasped around the 194
were clasped behind the 46
were classed amongst the 101
were classed simply as 146
were closely allied at 44
were closely allied by 275
were closely allied in 995
were closely allied to 4414
were closely chased by 134
were closely copied by 80
were closely copied in 53
were closely engaged in 372
were closely fitted to 122
were closely guided by 54
were closely hemmed in 238
were closely joined in 173
were closely joined to 51
were closely linked as 174
were closely linked at 103
were closely linked by 646
were closely linked in 2006
were closely linked on 53
were closely linked to 12708
were closely linked up 426
were closely locked in 128
were closely packed by 55
were closely packed in 480
were closely packed on 96
were closely pressing the 55
were closely spaced in 123
were closely united by 494
were closely united in 1157
were closely united to 251
were closely watching the 602
were closely wedded to 80
were colonial powers in 42
were combining forces to 63
were compact enough to 141
were competing claims to 61
were competing notions of 40
were competing visions of 88
were complex enough to 413
were complex pieces of 43
were concave instead of 43
were concise indeed in 46
were congenial enough to 55
were content enough to 287
were content instead to 89
were content merely to 2531
were content should be 191
were content simply to 1861
were correct before the 42
were correct copies of 46
were correct enough in 83
were corrupt enough to 44
were couched mainly in 42
were counted amongst the 259
were counted around the 145
were counted before the 265
were counted entering the 84
were counted inside the 67
were counted instead of 135
were counted simply as 85
were counted through the 82
were counted toward the 111
were coupled direct to 70
were coupled through the 53
were coursed through the 48
were covered almost to 97
were covered before the 182
were covered earlier in 643
were covered mainly by 120
were covered mostly by 61
were covered neither by 67
were covered partly by 93
were covered solely by 45
were covered through the 146
were covered upward to 58
were covered widely in 60
were cowards enough to 52
were cracked across the 40
were crackling through the 77
were crammed aboard the 58
were crammed inside the 124
were creative enough to 160
were crossed before the 80
were crouching amongst the 47
were crouching behind the 342
were crouching beside the 47
were crowded aboard the 99
were crowded almost to 225
were crowded around an 48
were crowded around in 44
were crowded around it 95
were crowded around me 64
were crowded around the 1965
were crowded around us 59
were crowded before the 47
were crowded behind the 214
were crowded beyond the 42
were crowded groups of 51
were crowded inside the 123
were crowded through the 43
were crowded toward the 67
were crowned rulers of 49
were cruelly dashed by 42
were cruelly dashed to 44
were cruelly forced to 63
were cruelly killed by 71
were cruelly treated at 42
were cruelly treated by 595
were cruelly treated in 107
were cruelly treated on 66
were crumbling before the 251
were crunching through the 63
were crushed almost to 67
were crushed before he 65
were crushed before the 151
were cunningly hidden in 42
were current already in 47
were current amongst the 274
were current around the 74
were current before the 491
were current through the 174
were customs duties on 55
were customs duties to 48
were cynical enough to 210
were damaged before the 121
were damaged beyond the 53
were damaged enough to 73
were damaged through the 75
were debated before the 176
were debated through the 46
were decades behind the 61
were deceased before the 190
were decided before the 1857
were decided enough to 65
were decided mainly by 75
were decided solely by 80
were decided solely on 98
were decided through the 74
were decided without the 110
were decimal places in 52
were decision makers in 54
were declining before the 105
were decoyed across the 40
were decreasing instead of 42
were defeated before the 384
were defeated mainly by 54
were defeated partly by 53
were defeated through the 378
were defeated without the 44
were defined around the 62
were defined before the 236
were defined clearly in 48
were defined earlier as 421
were defined earlier in 484
were defined further by 42
were defined mainly by 106
were defined mainly in 83
were defined merely as 146
were defined neither by 43
were defined partly by 62
were defined partly in 40
were defined purely in 40
were defined simply as 562
were defined simply by 66
were defined solely as 127
were defined solely by 166
were defined solely in 191
were defined solely on 40
were defined through the 325
were delayed beyond the 276
were delayed through the 53
were deleted before the 202
were deluded enough to 119
were demanding access to 162
were demanding changes in 121
were demanding reform in 42
were demanding reform of 52
were densely packed in 417
were densely packed on 47
were densely wooded to 40
were denuded before the 52
were departing slowly by 44
were depending heavily on 52
were depending solely on 48
were derived assuming the 90
were derived before the 83
were derived earlier by 40
were derived earlier in 88
were derived relating the 53
were derived should be 81
were derived simply by 105
were derived through an 50
were derived through the 588
were derived wholly or 45
were derived without the 48
were desired before the 40
were devised before the 197
were devised merely to 48
were devised simply to 59
were devised solely to 53
were devised through the 60
were devoted enough to 113
were devoted instead to 210
were devoted lovers of 54
were devoted mainly to 2565
were devoted merely to 60
were devoted mostly to 560
were devoted partly to 167
were devoted readers of 105
were devoted simply to 95
were devoted solely to 1400
were devoted toward the 41
were devoted wholly or 70
were devoted wholly to 523
were differing levels of 98
were differing points of 78
were diffusing through the 48
were diseases caused by 45
were disputing warmly on 214
were disputing whether the 105
were distant enough to 141
were distant sounds of 77
were distant spurts of 53
were diverse enough to 219
were divided across the 122
were divided amongst the 2041
were divided amongst us 42
were divided before the 168
were divided evenly by 53
were divided evenly on 46
were divided further by 62
were divided mainly by 42
were divided skirting the 78
were divided through by 42
were divided through the 111
were divided whether the 64
were divided whether to 49
were donated through the 68
were doubled around the 87
were doubled before the 43
were drafted before the 290
were dragged aboard the 45
were dragged across by 43
were dragged across it 41
were dragged across the 1110
were dragged around by 50
were dragged around the 141
were dragged ashore by 56
were dragged before the 1471
were dragged behind the 116
were dragged inside the 47
were dragged screaming to 44
were dragged through it 95
were dragged through the 4693
were dragged toward the 99
were drained through the 83
were drastic changes in 326
were drastic enough to 114
were dressed almost as 105
were dressed before the 53
were dressed mainly in 84
were dressed mostly in 242
were dressed partly in 81
were dressed simply in 123
were dressed warmly in 40
were drifted across the 71
were drilled across the 92
were drilled around the 208
were drilled before the 128
were drilled through by 42
were drilled through the 1956
were dropped across the 99
were dropped almost as 51
were dropped around the 75
were dropped around us 42
were dropped before the 406
were dropped behind the 357
were dropped except the 41
were dropped inside the 52
were dropped through the 330
were drowned amidst the 104
were drowned before my 45
were drowned before the 163
were drowned crossing the 98
were drowned except the 173
were drowned through the 158
were durable enough to 134
were dynamic enough to 66
were effecting changes in 40
were ejected through the 152
were elastic enough to 392
were elected across the 50
were elected before the 505
were elected instead of 241
were elected judges of 138
were elected leaders of 103
were elected mayors in 69
were elected mayors of 149
were elected partly by 44
were elected should be 43
were elected solely by 73
were elected solely on 57
were elected through the 279
were elected without the 86
were elegant enough to 49
were elegant pieces of 40
were embarking instead of 79
were eminent enough to 101
were eminent traits in 55
were emitted through the 76
were emptied before the 91
were emptied through the 56
were enabled almost to 64
were enabled freely to 55
were enabled greatly to 88
were enabled thereby to 348
were enabled through the 178
were enacted across the 50
were enacted around the 119
were enacted before my 48
were enacted before the 828
were enacted before we 47
were enacted limiting the 86
were enacted relating to 127
were enacted scenes of 140
were enacted should be 51
were enacted through the 291
were enacted without the 139
were endless delays in 52
were endless fields of 65
were endless rounds of 81
were endless streams of 54
were endured before the 59
were enemies instead of 73
were engraved before the 81
were engraved images of 40
were engraved inside it 41
were engraved inside the 44
