waged war successfully with 62
weather was exceptionally hot 179
weather was insufferably hot 135
weather was oppressively hot 638
weather was particularly bad 275
weather was particularly hot 131
weather was persistently bad 92
weather was terrifically hot 52
wells are contaminated with 123
where air temperatures are 257
where all alternatives are 115
where all communication was 68
where all communication with 103
where all contributions are 88
where all difficulties are 83
where all inequalities are 82
where all participants are 604
where all participants can 244
where all participants had 41
where all perspectives are 53
where all relationships are 230
where all requirements for 153
where all shareholders are 63
where all stakeholders are 100
where all stakeholders can 55
where all temperatures are 87
where any interference with 55
where any subscriptions had 41
where both agricultural and 64
where both alternatives are 69
where both consciousness and 47
where both constituents are 51
where both experimental and 70
where both participants are 125
where both productivity and 66
where both professionals and 57
where both quantitative and 69
where both temperatures and 41
where both unemployment and 62
where gas temperatures are 67
where god communicated with 40
where god communicates with 57
where her acquaintance with 51
where her grandparents and 145
where her grandparents had 278
where her handkerchief was 62
where her intelligence and 51
where her predecessors had 146
where his acquaintance with 290
where his benefactress was 80
where his collaboration with 43
where his communication with 95
where his contributions are 50
where his conversations with 61
where his determination had 46
where his difficulties lie 68
where his grandparents and 112
where his grandparents are 53
where his grandparents had 310
where his intellectual and 74
where his intelligence and 287
where his interference can 40
where his predecessors had 2241
where his relationships with 51
where its capabilities are 59
where its concentration can 203
where its concentration may 90
where its concentration was 65
where its consequences are 265
where its constituents are 83
where its difficulties lie 72
where its independence and 46
where its practitioners are 56
where its predecessors had 268
where its productivity was 46
where its requirements are 105
where its significance for 44
where its significance has 42
where its significance was 96
where low productivity and 43
where low temperatures and 158
where low temperatures are 444
where low temperatures may 48
where mean temperatures are 90
where new developments and 59
where new developments are 256
where new relationships are 68
where new technologies and 224
where new technologies are 586
where new technologies can 75
where not incompatible with 78
where not inconsistent with 745
where not infrequently they 51
where our predecessors had 105
where our relationships with 53
where our understandings are 69
where she acknowledged that 41
where she acknowledges her 41
where she acknowledges that 64
where she administered aid 115
where she collaborated with 206
where she communicated with 50
where she concentrated her 52
where she demonstrated her 94
where she demonstrates her 49
where she demonstrates how 57
where she demonstrates that 43
where she experimented with 90
where she rendezvoused with 65
where they accidentally met 51
where they acknowledged that 83
where they collaborated with 131
where they communicated with 193
where they conveniently can 111
where they demonstrated that 218
where they differentiate and 137
where they disintegrate and 71
where they experimented with 267
where they intermarried with 614
where they interrogated him 97
where they rendezvoused with 242
where they subsequently set 42
where they traditionally had 59
where this independence may 128
where this investigation was 156
where this notwithstanding was 68
where two alternatives are 129
where two constructions are 89
where two participants are 55
where two resurrections are 76
which all alternatives are 161
which all appropriations for 52
which all civilizations are 75
which all commentators and 47
which all commentators are 58
which all communication and 86
which all communication was 100
which all communication with 273
which all consciousness and 42
which all consciousness has 56
which all consciousness was 43
which all constituents are 101
which all constitutions are 47
which all constructions are 45
which all contributions and 92
which all contributions are 181
which all denominations are 126
which all developments are 40
which all difficulties and 71
which all difficulties are 155
which all difficulties fly 46
which all distributions are 80
which all expenditures are 106
which all improvements are 338
which all inequalities are 43
which all intellectual and 105
which all intelligence and 67
which all international law 56
which all interventions are 49
which all nationalities are 133
which all organizations and 65
which all organizations are 163
which all organizations can 47
which all participants are 1769
which all participants can 600
which all participants had 169
which all participants may 84
which all participated and 76
which all perspectives are 124
which all philosophers and 72
which all philosophers are 123
which all philosophies are 84
which all practitioners are 72
which all practitioners can 43
which all relationships and 81
which all relationships are 482
which all relationships can 40
which all requirements are 102
which all shareholders are 168
which all shareholders may 55
which all stakeholders are 145
which all stakeholders can 167
which all temperatures are 57
which all trajectories are 60
which any communication may 51
which any consideration for 97
which any contributions are 99
which any intelligence can 89
which any interference with 190
which any manufacturer may 45
which any municipality may 77
which arc incompatible with 65
which arc inconsistent with 96
which are accommodated with 70
which are accomplished all 40
which are accomplished with 166
which are acknowledged and 352
which are acknowledged are 47
which are acknowledged not 77
which are acknowledged with 67
which are administered and 464
which are administered for 231
which are administered with 172
which are agricultural and 84
which are alternatives for 54
which are anatomically and 214
which are antagonistic and 106
which are approximated with 43
which are asymmetrical and 118
which are asymmetrical with 49
which are asymptomatic and 76
which are authoritative and 185
which are authoritative are 54
which are authoritative for 240
which are bactericidal and 51
which are bactericidal for 70
which are biochemically and 52
which are biodegradable and 107
which are carcinogenic and 150
which are carcinogenic for 61
which are coincidental with 81
which are collectively and 62
which are commensurate with 2200
which are communicable and 118
which are communicated and 90
which are communicated with 54
which are compensatory and 54
which are complemented with 62
which are comprehended all 143
which are comprehended and 54
which are concatenated with 67
which are concentrated all 287
which are concentrated and 266
which are concentrated near 204
which are conceptually and 152
which are concurrently being 44
which are consequential for 52
which are consequently not 286
which are consequently now 42
which are conservative and 204
which are considerable and 187
which are considerable for 81
which are considerably too 54
which are consistently and 112
which are consistently too 55
which are consolidated and 101
which are consolidated with 131
which are constitutive and 58
which are constitutive for 522
which are constructive and 390
which are constructive for 46
which are contaminated and 53
which are contaminated with 998
which are contemplated and 44
which are contemplated are 43
which are contemplated for 96
which are contemplated with 63
which are contemporary and 158
which are contemporary with 1588
which are conterminous with 135
which are continuously and 137
which are continuously being 673
which are continuously fed 72
which are continuously going 53
which are controllable and 263
which are controllable are 47
which are controversial and 373
which are conveniently and 47
which are cosmopolitan and 50
which are countenanced and 43
which are crisscrossed with 47
which are crystallized and 43
which are decomposable and 46
which are deliberately and 176
which are deliberately not 65
which are deliberately set 97
which are deliquescent and 168
which are demonstrable and 70
which are demonstrable with 47
which are demonstrably due 52
which are demonstrably not 170
which are demonstrated and 74
which are demonstrated are 59
which are demonstrated with 53
which are depositories for 74
which are disconnected and 81
which are disconnected with 98
which are discoverable and 49
which are discretionary and 89
which are disorganized and 45
which are dissatisfied with 278
which are domesticated and 58
which are dysfunctional and 60
which are dysfunctional for 131
which are ecologically and 123
which are economically and 1132
which are economically not 71
which are economically weak 157
which are educationally and 69
which are electrically and 70
which are emphatically not 77
which are encapsulated and 91
which are exceptionally easy 45
which are exceptionally long 208
which are exceptionally low 157
which are experimental and 139
which are experimented with 59
which are exploitative and 56
which are geometrically and 56
which are governmental and 98
which are heterogeneous and 228
which are heterogeneous with 148
which are heterozygous for 857
which are hierarchical and 130
which are historically and 578
which are ideologically and 50
which are idiosyncratic and 153
which are illegitimate and 49
which are illustrative and 55
which are imperishable and 176
which are inaccessible and 202
which are inaccessible for 274
which are inappropriate and 403
which are inappropriate for 1277
which are inarticulate and 43
which are incalculable and 92
which are incomparable for 71
which are incomparable with 84
which are incompatible and 326
which are incompatible but 41
which are incompatible with 48422
which are inconsistent and 337
which are inconsistent with 57984
which are inconvenient and 242
which are inconvenient for 248
which are incorporated all 127
which are incorporated and 285
which are incorporated are 49
which are incorporated for 78
which are incorporated two 51
which are incorporated with 856
which are indefinitely near 53
which are indigestible and 72
which are indisputable and 100
which are indisputably and 46
which are indisputably his 202
which are individually and 152
which are individually too 140
which are individually weak 64
which are inexplicable and 211
which are inflammatory and 51
which are instantaneous and 53
which are instrumental and 93
which are instrumental for 289
which are insufficient and 59
which are insufficient for 573
which are intellectual and 394
which are intelligence and 117
which are intelligible and 424
which are intermediates for 75
which are intermittent and 127
which are internalized and 211
which are international and 126
which are interrelated and 1368
which are interrelated but 187
which are interrelated with 480
which are interspersed are 69
which are interspersed with 2240
which are introductory and 48
which are investigated and 112
which are investigated are 75
which are investigated for 59
which are investigated with 63
which are irreplaceable and 56
which are irresistible and 64
which are irreversible and 246
which are linguistically and 99
which are manufactured and 671
which are manufactured are 77
which are manufactured for 728
which are manufactured out 126
which are manufactured using 105
which are manufactured with 357
which are marginalized and 54
which are materialistic and 42
which are mechanically and 87
which are metaphysical and 84
which are modifications and 48
which are monosyllabic and 41
which are multifaceted and 43
which are objectionable and 108
which are objectionable for 131
which are organizations that 309
which are overburdened with 102
which are overshadowed and 71
which are paradigmatic for 58
which are paramagnetic and 51
which are particularly and 90
which are particularly apt 337
which are particularly bad 54
which are particularly dear 96
which are particularly easy 202
which are particularly his 47
which are particularly long 93
which are particularly low 64
which are particularly set 88
which are particularly weak 66
which are personalized and 50
which are photographed and 44
which are photographed with 40
which are physiological and 74
which are placeholders for 73
which are precipitated and 72
which are precipitated out 54
which are precipitated with 251
which are preconditions for 370
which are premeditated and 48
which are prerequisite for 507
which are prescriptive and 61
which are programmable and 60
which are quantitative and 231
which are recognizable and 172
which are recognizable with 52
which are reconcilable with 176
which are remunerative and 54
which are replacements for 45
which are repositories for 44
which are reproducible and 229
which are requirements for 153
which are requirements that 62
which are respectively and 88
which are respectively due 67
which are respectively for 82
which are respectively one 171
which are revolutionary and 74
which are righteousness and 65
which are satisfactory and 302
which are satisfactory are 60
which are satisfactory for 1433
which are semantically and 105
which are specifically and 342
which are specifically due 51
which are specifically for 341
which are specifically not 101
which are specifically set 389
which are spontaneously and 40
which are standardized and 289
which are standardized for 163
which are standardized with 42
which are stereotypical but 121
which are straightened out 71
which are structurally and 645
which are structurally not 46
which are structurally weak 71
which are subordinated and 40
which are subsequently cut 123
which are subsequently heat 49
which are subsequently not 50
which are subsequently put 55
which are subsequently set 60
which are substantially and 51
which are substantially one 52
which are sufficiently far 712
which are sufficiently long 710
which are sufficiently low 262
which are sufficiently near 869
which are sufficiently non 46
which are sufficiently set 66
which are sufficiently thin 230
which are superimposed and 125
which are superimposed one 128
which are superimposed two 113
which are supernatural and 126
which are superstitious and 63
which are supplemented and 58
which are supplemented with 385
which are synchronized and 46
which are synchronized with 530
which are traditionally and 114
which are traditionally not 135
which are transcendent and 62
which are transcendent for 67
which are transferable and 191
which are unacceptable and 212
which are unacceptable for 261
which are unacquainted with 104
which are unattainable and 45
which are unattainable for 72
which are unattainable with 108
which are unattractive and 72
which are unconditional and 107
which are uncontrolled and 73
which are uncorrelated and 112
which are uncorrelated with 1089
which are uncritically and 62
which are uncultivated and 52
which are undemocratic and 45
which are understaffed and 50
which are undetermined and 66
which are uneconomical and 45
which are uneconomical for 54
which are unforeseeable and 97
which are unintentional and 62
which are unmistakable and 97
which are unmistakably his 55
which are unobservable and 85
which are unobtainable with 54
which are unproductive and 185
which are unprofitable and 185
which are unprofitable for 89
which are unrecognized and 72
which are unscientific and 60
which are unserviceable for 43
which are unstructured and 49
which are unsuccessful and 86
which are unsystematic and 42
which being incompatible with 73
which being inconsistent with 241
which being insufficient for 72
which being interspersed with 43
which both acknowledges and 53
which both agricultural and 87
which both alternatives are 126
which both belligerents and 105
which both certificated and 67
which both complemented and 72
which both consciousness and 132
which both conservative and 175
which both constituents are 79
which both contemporary and 65
which both contradicted and 60
which both experimental and 124
which both governmental and 82
which both historically and 103
which both incorporates and 71
which both individually and 101
which both instrumental and 57
which both intellectual and 129
which both intelligence and 56
which both international and 56
which both manufactured and 47
which both necessitates and 46
which both organizations and 53
which both organizations are 50
which both participants and 138
which both participants are 358
which both participants can 85
which both philosophers and 308
which both physiological and 59
which both practitioners and 149
which both professionals and 187
which both quantitative and 146
which both schopenhauer and 42
which both shareholders and 53
which both similarities and 48
which both structurally and 43
which both traditionally and 43
which both unemployment and 100
which both universities and 42
which both universities had 125
which both unrestricted and 55
which both wittgenstein and 51
which can consistently with 86
which can conveniently and 91
which can economically and 40
which can legitimately and 63
which can subsequently lead 317
which deal exhaustively with 121
which deal incidentally with 41
which deal particularly with 398
which deal respectively with 1619
which deal specifically and 42
which deal specifically with 3751
which deal successfully with 51
which deal successively with 97
which death certificates are 45
which doth disfranchise him 53
which each respectively was 50
which for completeness and 163
which for intelligence and 53
which for magnificence and 108
which god accomplishes his 334
which god communicated his 127
which god communicated with 169
which god communicates his 385
which god communicates with 644
which god demonstrated his 48
which god demonstrates his 58
which had accidentally got 106
which had accommodation for 266
which had accomplished his 46
which had accomplished its 144
which had accomplished this 201
which had acknowledged him 47
which had acknowledged his 92
which had acknowledged that 90
which had collaborated with 714
which had communicated with 90
which had communication with 109
which had concentrated all 82
which had concentrated its 167
which had consequences for 574
which had consistently and 62
which had consolidated and 84
which had consolidated its 197
which had corresponded with 62
which had crystallized out 198
which had demonstrated how 55
which had demonstrated its 753
which had demonstrated that 1121
which had difficulties with 52
which had disappointed all 49
which had disappointed her 101
which had disappointed him 326
which had disappointed his 109
which had disappointed them 49
which had disconcerted them 43
which had discontinued its 50
which had disinherited him 48
which had dispossessed him 45
which had dispossessed them 109
which had disqualified him 41
which had enfranchised them 66
which had experimented with 307
which had impoverished and 58
which had impoverished his 67
which had incorporated them 49
which had intermarried with 226
which had manufactured and 90
which had necessitated her 120
which had necessitated his 306
which had necessitated its 67
which had necessitated this 82
which had overshadowed all 69
which had overshadowed and 55
which had overshadowed her 152
which had overshadowed him 54
which had overshadowed his 128
which had overshadowed them 102
which had precipitated her 139
which had precipitated him 129
which had precipitated his 251
which had precipitated them 53
which had precipitated this 120
which had predominated for 94
which had ramifications for 132
which had relationships with 41
which had relinquished its 45
which had repercussions all 54
which had repercussions far 62
which had repercussions for 194
which had significance for 372
which had similarities with 103
which had successfully led 42
which had successfully run 151
which had traditionally had 115
which had traditionally not 52
which had transfigured her 40
which had unconsciously got 66
which has accidentally got 51
which has accommodation for 499
which has accomplished all 64
which has accomplished its 254
which has accomplished this 286
which has antibacterial and 58
which has capabilities for 48
which has collaborated with 98
which has communicated its 60
which has communication with 183
which has concentrated its 195
which has consciousness and 78
which has consciousness for 46
which has consequences for 1735
which has consequences not 48
which has consequences that 208
which has consequently had 58
which has consequently led 153
which has considerable use 52
which has consistently and 174
which has consistently had 87
which has consistently led 43
which has consolidated and 44
which has consolidated its 103
which has corresponded with 64
which has crystallized and 44
which has crystallized out 390
which has deliberately and 53
which has deliberately set 67
which has demonstrated both 50
which has demonstrated how 67
which has demonstrated its 1213
which has demonstrated that 3252
which has disappointed him 67
which has discontinued its 97
which has dispossessed all 43
which has experimented with 234
which has historically and 83
which has historically had 178
which has historically led 50
which has immortalized her 69
which has immortalized him 231
which has immortalized his 835
which has incorporated all 45
which has incorporated and 40
which has incorporated both 53
which has incorporated with 43
which has intelligence and 73
which has investigated this 49
which has manufactured and 462
which has necessitated his 86
which has necessitated this 89
which has overshadowed all 106
which has overshadowed them 89
which has precipitated this 74
which has predominated for 72
which has ramifications for 309
which has rediscovered its 42
which has relationships with 69
which has relinquished its 73
which has repercussions for 227
which has significance and 125
which has significance for 1264
which has significance not 68
which has similarities with 536
which has spontaneously and 45
which has subsequently had 55
which has subsequently led 125
which has successfully met 72
which has traditionally and 69
which has traditionally had 478
which has traditionally not 126
which has traditionally set 46
which her acquaintance with 59
which her apprehensions had 54
which her consciousness was 114
which her conversations with 41
which her countrywomen are 52
which her grandparents had 79
which her independence was 128
which her inexperience and 71
which her inexperience hath 49
which her intelligence and 41
which her intelligence was 69
which her interference has 53
which her predecessors had 368
which his achievements and 84
which his achievements are 62
which his achievements had 42
which his acquaintance was 174
which his acquaintance with 662
which his announcement had 81
which his announcement was 57
which his apprehensions are 52
which his carelessness had 79
which his cheerfulness and 48
which his commissioners had 55
which his communication had 99
which his communication was 75
which his consciousness and 43
which his consciousness can 82
which his consciousness had 144
which his consciousness has 98
which his consciousness may 49
which his consciousness was 115
which his conspiracies had 49
which his constituents are 143
which his constituents had 240
which his contemporary and 84
which his contributions are 127
which his conversations with 97
which his determination was 110
which his difficulties are 73
which his disappearance has 58
which his extravagance and 66
which his extravagance had 141
which his grandparents had 192
which his heedlessness was 92
which his illustrations are 57
which his imprisonment had 130
which his imprisonment was 42
which his independence and 44
which his independence was 51
which his indifference had 42
which his indiscretions had 57
which his inexperience had 42
which his inexperience was 56
which his intellectual and 240
which his intelligence and 301
which his intelligence can 74
which his intelligence had 122
which his intelligence has 147
which his intelligence may 50
which his intelligence was 148
which his intemperance had 59
which his interference had 106
which his interference was 54
which his interlocutor had 48
which his interposition was 45
which his investigation has 55
which his investigation was 144
which his participation was 102
which his performances are 42
which his perseverance had 40
which his predecessors and 412
which his predecessors did 184
which his predecessors for 61
which his predecessors had 15292
which his predecessors may 138
which his protagonists are 92
which his reconciliation with 41
which his relationships with 81
which his restlessness and 82
which his stepdaughter was 59
which his subordinates and 51
which his subordinates are 205
which his subordinates can 88
which his subordinates had 206
which his unprejudiced and 40
which ill corresponded with 68
which its achievements are 55
which its capabilities are 46
which its condensations and 46
which its consequences are 178
which its consequences may 68
which its constituents are 368
which its constituents may 48
which its difficulties and 56
which its difficulties are 42
which its independence was 124
which its intellectual and 48
which its interference was 57
which its participants are 142
which its participants can 43
which its participation and 58
which its peculiarities are 83
which its practitioners and 42
which its practitioners are 340
which its practitioners can 56
which its predecessors had 597
which its protagonists are 45
which its relationships with 48
which its requirements are 118
which its significance for 43
which its stockholders bear 70
which job requirements are 42
which lay conveniently for 107
which lay conveniently near 324
which lie conveniently for 44
which lion acknowledged them 63
which long acquaintance with 143
which low temperatures are 97
which man accomplishes his 68
which man communicates his 112
which man communicates with 437
which man individually and 45
which man participates with 62
which man subordinates his 40
which may accidentally and 40
which may accidentally get 62
which may characterize any 50
which may characterize them 51
which may consequently lead 90
which may conveniently and 57
which may differentiate them 41
which may disintegrate and 59
which may incapacitate him 46
which may revolutionize our 53
which may subsequently lead 330
which men unconsciously set 124
which met concurrently with 84
which met infrequently and 68
which near acquaintance with 51
which new capabilities are 49
which new developments and 83
which new developments are 318
which new developments can 125
which new developments may 84
which new organizations and 61
which new organizations are 114
which new perspectives and 42
which new perspectives are 51
which new relationships and 44
which new relationships are 119
which new relationships can 93
which new technologies and 371
which new technologies are 1481
which new technologies can 362
which new technologies may 72
which new understandings can 44
which not infrequently are 528
which not infrequently can 56
which not infrequently end 73
which not infrequently goes 46
which not infrequently had 88
which not infrequently has 166
which not infrequently lead 273
which not infrequently led 209
which not infrequently may 68
which not infrequently they 77
which not infrequently was 213
which now acknowledged his 42
which now characterize our 102
which now characterize them 60
which now communicated with 78
which old acquaintance had 82
which one communicates with 229
which one participates and 75
which one unacquainted with 63
which our acquaintance had 60
which our acquaintance with 256
which our communication with 45
which our consciousness and 153
which our consciousness can 167
which our consciousness does 137
which our consciousness has 250
which our consciousness may 60
which our constitutions are 40
which our grandparents and 52
which our grandparents did 59
which our grandparents had 82
which our illustrations are 121
which our independence and 67
which our independence has 71
which our independence was 384
which our indifference and 43
which our intellectual and 216
which our intelligence and 99
which our intelligence can 193
which our intelligence has 146
which our investigation can 42
which our investigation has 338
which our investigation was 60
which our irascibility has 81
which our legislatures are 63
which our manufactures are 126
which our philosophers and 47
which our philosophers are 47
which our predecessors did 105
which our predecessors had 454
which our predecessors long 168
which our reconciliation with 46
which our relationships are 80
which our relationships with 121
which our understandings and 130
which our understandings are 636
which our understandings can 67
which our universities and 59
which our universities are 105
which ran concurrently with 484
which ran continuously for 63
which ran successfully for 164
which run concurrently with 117
which run horizontally and 86
which run transversely and 93
which sat concurrently with 43
which set requirements for 64
which she accomplished her 195
which she accomplished this 116
which she accomplished with 343
which she accomplishes her 189
which she accomplishes this 83
which she accomplishes with 101
which she acknowledged her 220
which she acknowledged his 67
which she acknowledged she 83
which she acknowledged that 541
which she acknowledged was 109
which she acknowledged with 549
which she acknowledged you 83
which she acknowledges and 61
which she acknowledges her 114
which she acknowledges she 52
which she acknowledges that 234
which she acknowledges with 53
which she administered with 203
which she collaborated with 504
which she communicated her 97
which she communicated with 284
which she communicates her 137
which she communicates with 142
which she complimented him 43
which she concentrated her 98
which she congratulated him 64
which she consequently has 57
which she contemplated her 80
which she contemplated with 119
which she contemplates and 54
which she contemplates her 104
which she contemplates with 54
which she corresponded with 109
which she demonstrated her 185
which she demonstrated how 61
which she demonstrated that 274
which she demonstrated with 44
which she demonstrates her 102
which she demonstrates how 90
which she demonstrates that 290
which she disappointed and 70
which she experimented with 134
which she interspersed with 52
which she participated and 104
which she participated was 75
which she participated with 101
which she participates and 63
which she reciprocated with 49
which she relinquished all 75
which she relinquished her 114
which she relinquishes her 52
which she subsequently did 116
which she successfully did 54
which she supplemented with 154
which tax expenditures are 67
which that announcement was 52
which that circumstance and 45
which that circumstance had 138
which that circumstance has 63
which that circumstance was 96
which that communication was 106
which that consciousness can 137
which that consciousness has 58
which that consciousness was 69
which that determination can 43
which that determination was 284
which that independence and 91
which that independence had 62
which that independence was 180
which that intelligence has 53
which that interference has 68
which that qualification was 51
which then communicated with 53
which then communicates with 219
which then comprehended all 61
which then precipitates out 42
which they accomplished all 43
which they accomplished and 43
which they accomplished that 43
which they accomplished them 70
which they accomplished this 251
which they accomplished was 114
which they accomplished with 579
which they acknowledged and 120
which they acknowledged him 100
which they acknowledged his 132
which they acknowledged that 859
which they acknowledged they 89
which they acknowledged was 367
which they acknowledged with 182
which they administered and 119
which they administered for 76
which they administered was 287
which they administered with 137
which they collaborated was 50
which they collaborated with 154
which they communicated and 52
which they communicated being 129
which they communicated with 964
which they complemented each 51
which they complemented with 47
which they congratulated each 57
which they congratulated him 157
which they consequently did 48
which they consequently had 43
which they contemplated and 74
which they contemplated his 170
which they contemplated was 142
which they contemplated with 177
which they contradicted each 64
which they corresponded with 110
which they deliberately and 63
which they deliberately set 50
which they demonstrated that 1624
which they demonstrated with 42
which they differentiate and 59
which they disintegrate and 71
which they emphatically did 44
which they experimented with 223
which they foreshadowed and 40
which they historically had 41
which they incorporated with 65
which they individually and 113
which they individually are 74
which they individually had 55
which they individually may 52
which they interspersed with 41
which they investigated and 54
which they investigated was 56
which they investigated with 76
which they manufactured and 161
which they manufactured for 72
which they participated and 375
which they participated are 64
which they participated not 105
which they participated was 295
which they participated with 185
which they reciprocated with 55
which they relinquished all 146
which they respectively act 476
which they respectively and 41
which they respectively are 480
which they respectively bear 703
which they respectively can 71
which they respectively deal 269
which they respectively had 231
which they respectively lay 118
which they respectively lead 171
which they respectively lie 143
which they respectively may 65
which they specifically are 41
which they subsequently did 253
which they subsequently had 98
which they subsequently use 67
which they successfully did 164
which they supplemented with 354
which they traditionally had 161
which this accommodation was 84
which this announcement had 65
which this announcement was 472
which this apportionment was 44
which this approximation can 45
which this architecture was 56
which this circumstance had 93
which this circumstance has 167
which this circumstance may 80
which this circumstance was 133
which this communication can 90
which this communication had 86
which this communication has 154
which this communication may 60
which this communication was 402
which this concentration has 67
which this concentration was 63
which this consciousness and 43
which this consciousness can 66
which this consciousness had 43
which this consciousness has 121
which this consciousness was 90
which this consideration does 47
which this consideration has 86
which this consideration may 49
which this consideration was 60
which this contradiction can 47
which this contradiction was 75
which this decomposition has 48
which this demonstration was 75
which this determination can 95
which this determination has 59
which this determination may 62
which this determination was 289
which this disadvantage can 41
which this faithlessness was 68
which this independence was 80
which this intellectual and 76
which this intelligence had 130
which this intelligence has 238
which this intelligence was 373
which this interference was 41
which this interference with 87
which this investigation has 557
which this investigation may 72
which this investigation was 728
which this investigator has 81
which this irregularity may 221
which this necessitated was 72
which this neighborhood was 42
which this participation can 61
which this questionnaire was 61
which this recalcitrant had 47
which this reconciliation can 45
which this reconciliation has 47
which this reconciliation was 120
which this remonstrance was 76
which this subordination was 42
which this transcription was 52
which thus communicates with 64
which two alternatives are 142
which two illustrations are 71
which two participants are 64
which was accidentally and 65
which was accommodated with 104
which was accomplished and 86
which was accomplished for 157
which was accomplished not 67
which was accomplished using 73
which was accomplished with 2400
which was acknowledged and 279
which was acknowledged with 147
which was administered and 164
which was administered for 265
which was administered that 124
which was administered with 328
which was agricultural and 44
which was aristocratic and 111
which was authoritative and 66
which was authoritative for 94
which was catastrophic for 66
which was coincidental with 88
which was commemorated with 60
which was commensurate with 798
which was communicated and 67
which was communicated with 184
which was complemented with 74
which was concentrated all 207
which was concentrated and 121
which was concentrated near 73
which was consequently not 171
which was conservative and 361
which was considerable and 268
which was considerable but 46
which was considerable for 270
which was considerably out 40
which was considerably too 166
which was consistently and 78
which was consolidated and 143
which was consolidated with 738
which was constitutive for 70
which was constructive and 64
which was contaminated with 780
which was contemplated and 73
which was contemplated for 143
which was contemplated was 110
which was contemplated with 74
which was contemporary with 2358
which was conterminous with 142
which was continuously and 45
which was continuously being 87
which was controversial and 55
which was controversial for 48
which was conveniently near 766
which was cosmopolitan and 78
which was countenanced and 57
which was crisscrossed with 184
which was crystallized for 65
which was crystallized out 43
which was deliberately and 152
which was deliberately not 53
which was deliberately set 79
which was demonstrably not 51
which was demonstrated for 201
which was demonstrated with 134
which was disassembled and 40
which was discontented with 186
which was discontinued and 45
which was discontinued due 44
which was discontinued for 87
which was discontinued with 103
which was disenchanted with 44
which was disorganized and 75
which was dissatisfied with 782
which was economically and 408
which was emphatically not 258
which was exceptionally long 45
which was exceptionally low 62
which was experimental and 78
which was experimented with 170
which was heterogeneous and 41
which was heterozygous for 132
which was hierarchical and 66
which was historically and 144
which was ideologically and 65
which was impenetrable and 42
which was imprisonment for 68
which was inaccessible and 47
which was inaccessible for 72
which was inappropriate and 74
which was inappropriate for 324
which was incidentally one 83
which was incompatible with 6466
which was inconsistent and 69
which was inconsistent with 14263
which was inconvenient and 174
which was inconvenient for 229
which was incorporated and 247
which was incorporated for 176
which was incorporated may 59
which was incorporated two 41
which was incorporated with 1306
which was indisputably his 47
which was instantaneous and 54
