wad tarry a bit 76
was driving a fat 67
was driving a few 94
was driving a gig 98
was driving a long 193
was driving a lot 81
was driving a man 75
was driving a new 1015
was driving a one 155
was driving a pig 41
was driving a red 390
was driving a six 261
was driving a tan 42
was driving a team 895
was driving a two 371
was driving a van 339
was driving i was 65
was drunk a lot 265
was drunk i had 43
was drunk i was 142
was easily a head 100
was echoed a few 306
was echoed a year 86
was echoing a long 54
was editing a new 144
was eight i had 230
was eight i was 290
was either a bad 273
was either a big 178
was either a bit 177
was either a boy 83
was either a cop 76
was either a dead 74
was either a dog 56
was either a god 260
was either a jew 328
was either a liar 559
was either a lie 142
was either a long 212
was either a lot 99
was either a low 149
was either a man 1336
was either a myth 107
was either a new 419
was either a non 241
was either a one 209
was either a poet 193
was either a real 212
was either a red 86
was either a sin 44
was either a son 497
was either a spy 193
was either a tax 41
was either a two 120
was either a war 132
was either a way 43
was either a weak 111
was empty a few 40
was empty i had 76
was empty i was 63
was ended a few 161
was ended a year 50
was ended i had 152
was ended i was 196
was falling a bit 49
was falling a long 40
was feared a few 45
was feeding a few 68
was feeling a bit 18794
was feeling a few 76
was feeling a lot 2511
was feeling a new 282
was feeling a pang 44
was feeling a real 92
was feeling a tad 281
was feeling a wee 109
was feeling i did 44
was feeling i had 100
was feeling i was 127
was felling a beam 213
was fifty i had 137
was filed a day 47
was filed a few 131
was filed a year 179
was filling a bag 54
was filling a big 77
was filling a cup 75
was filling a gap 165
was filling a jug 58
was filling a long 45
was filling a tin 51
was final a year 43
was finding a few 53
was finding a job 304
was finding a lot 114
was finding a man 206
was finding a new 1208
was finding a path 67
was finding a use 40
was finding a way 2983
was fined a cow 55
was fined a few 119
was fined a sum 196
was fired a few 522
was fired a year 153
was fired i was 97
was first a boy 61
was first a god 43
was first a hit 41
was first a jew 84
was first a long 199
was first a low 76
was first a man 877
was first a map 60
was first a new 61
was first a poet 227
was first a war 69
was first a way 40
was fitting a key 183
was fitting a new 170
was fixed a few 135
was fixed a long 192
was fixed a red 74
was fixed a row 57
was forcing a new 71
was forcing a war 47
was forcing a way 106
was forging a new 550
was forging a path 42
was forming a few 43
was forming a new 1698
was forming a team 42
was forty i had 70
was forty i was 65
was found a bag 111
was found a bed 446
was found a big 72
was found a bit 96
was found a box 249
was found a cup 85
was found a day 257
was found a dead 52
was found a few 5464
was found a gun 116
was found a hat 122
was found a head 52
was found a heap 195
was found a jar 55
was found a job 369
was found a key 43
was found a lead 89
was found a long 547
was found a lot 54
was found a low 105
was found a man 1475
was found a map 78
was found a new 370
was found a pit 83
was found a poem 66
was found a pot 82
was found a red 114
was found a row 76
was found a seal 88
was found a seat 130
was found a set 130
was found a six 41
was found a sun 45
was found a thin 177
was found a tin 62
was found a way 52
was found a year 929
was found i had 178
was found i was 166
was framing a new 102
was freed a few 102
was freed a year 123
was fully a head 86
was fully a man 289
was fully a year 689
was funny i did 50
was funny i was 41
was gaining a bit 40
was gaining a few 46
was gaining a lot 258
was gaining a new 694
was gaining a son 90
was getting a bad 1446
was getting a bath 77
was getting a big 968
was getting a bit 23182
was getting a bum 185
was getting a cab 54
was getting a car 119
was getting a cup 190
was getting a cut 370
was getting a day 101
was getting a deal 68
was getting a dog 67
was getting a far 54
was getting a fat 58
was getting a few 607
was getting a fit 123
was getting a fix 42
was getting a gun 59
was getting a head 200
was getting a hit 88
was getting a hot 67
was getting a job 545
was getting a long 111
was getting a lot 5896
was getting a low 97
was getting a man 150
was getting a meal 104
was getting a new 2064
was getting a one 42
was getting a pot 44
was getting a raw 536
was getting a real 1295
was getting a run 106
was getting a tad 214
was getting a tan 110
was getting a ton 42
was getting a wee 225
was given a bad 808
was given a bag 637
was given a bar 169
was given a bath 1051
was given a beat 87
was given a bed 3000
was given a big 2824
was given a bit 792
was given a bow 253
was given a box 2519
was given a boy 130
was given a bun 44
was given a bus 76
was given a can 189
was given a cap 265
was given a car 552
was given a cat 170
was given a cot 276
was given a cow 252
was given a cue 129
was given a cup 1877
was given a cut 133
was given a day 2109
was given a dead 67
was given a deal 51
was given a death 639
was given a dog 507
was given a dry 123
was given a due 80
was given a fan 64
was given a far 875
was given a fat 269
was given a fee 472
was given a few 6089
was given a fly 61
was given a fur 63
was given a gas 185
was given a going 90
was given a gun 1564
was given a hat 150
was given a head 310
was given a heat 111
was given a hen 45
was given a hot 1111
was given a hug 51
was given a hut 270
was given a jar 85
was given a job 9132
was given a jug 62
was given a key 3480
was given a kit 96
was given a law 147
was given a lead 534
was given a leg 162
was given a lie 186
was given a lion 101
was given a log 48
was given a long 3248
was given a lot 4562
was given a low 3302
was given a man 584
was given a map 555
was given a mat 229
was given a meal 665
was given a mean 354
was given a mid 47
was given a mug 218
was given a near 76
was given a neat 87
was given a net 44
was given a new 34942
was given a nip 51
was given a nod 84
was given a non 537
was given a not 66
was given a one 6122
was given a pad 95
was given a pan 62
was given a pat 207
was given a pay 308
was given a pen 429
was given a pep 100
was given a per 179
was given a pet 283
was given a phi 44
was given a pig 166
was given a pin 137
was given a poem 83
was given a pot 145
was given a pro 58
was given a ram 42
was given a raw 264
was given a real 935
was given a red 2066
was given a rod 75
was given a row 66
was given a run 444
was given a say 258
was given a seal 171
was given a seat 15233
was given a set 6580
was given a sex 47
was given a sip 110
was given a six 3318
was given a song 160
was given a son 501
was given a sub 140
was given a sum 771
was given a tag 108
was given a tax 258
was given a team 395
was given a ten 3076
was given a thin 297
was given a tin 314
was given a tip 309
was given a too 42
was given a top 823
was given a toy 1097
was given a try 243
was given a two 6438
was given a vial 45
was given a vip 137
was given a war 258
was given a way 171
was given a weak 109
was given a wet 59
was given a year 5702
was given i did 58
was given i had 105
was given i was 124
was gnawing a dry 67
was grazing a few 78
was green i was 63
was growing a big 93
was growing a bit 1501
was growing a few 68
was growing a lot 79
was growing a new 292
was grown a man 233
was hailing a cab 282
was hailing a deaf 51
was handing a cup 51
was hanged a few 339
was hanged a year 72
was happy i did 249
was happy i got 56
was happy i had 884
was happy i was 884
was healed i was 41
was helping a boy 160
was helping a few 57
was helping a guy 46
was helping a lot 119
was helping a man 226
was helping a new 81
was henry i who 52
was henry v who 40
was hired a few 159
was hired a year 150
was hired i was 87
was hitting a few 59
was hitting a jag 201
was hitting a lot 79
was hitting a man 62
was hitting a new 74
was holding a bag 543
was holding a bar 70
was holding a bat 130
was holding a big 1276
was holding a bit 66
was holding a bow 162
was holding a box 1045
was holding a boy 124
was holding a can 788
was holding a cat 99
was holding a cup 1147
was holding a dead 368
was holding a dog 201
was holding a fan 87
was holding a fat 79
was holding a few 166
was holding a gig 41
was holding a gun 8960
was holding a hat 99
was holding a hot 146
was holding a jar 139
was holding a job 238
was holding a jug 44
was holding a key 460
was holding a lead 48
was holding a lit 178
was holding a long 1435
was holding a lot 195
was holding a low 94
was holding a man 473
was holding a map 98
was holding a mug 234
was holding a new 240
was holding a one 326
was holding a pad 81
was holding a pan 90
was holding a pen 568
was holding a pot 118
was holding a rag 88
was holding a real 77
was holding a red 869
was holding a rod 79
was holding a set 108
was holding a shoe 73
was holding a six 220
was holding a ten 130
was holding a thin 220
was holding a tin 114
was holding a top 51
was holding a toy 297
was holding a two 234
was holding a vial 56
was holding a wad 114
was holding a wet 221
was hoped a dead 50
was hoped a few 46
was hoped a new 87
was hosting a big 56
was hugging a dead 51
was humming a gay 62
was humming a song 778
was hungry a lot 66
was hungry i ate 48
was hungry i was 46
was hunting a bear 103
was hunting a fox 67
was hunting a job 100
was hunting a man 118
was hurting a bit 66
was hurting a lot 656
was ironing a few 51
was ironing i was 63
was issuing a new 94
was james i who 118
was jesus a jew 62
was jesus a man 41
was joining a long 84
was joining a new 118
was joining a team 73
was keeping a big 57
was keeping a box 76
was keeping a day 40
was keeping a few 79
was keeping a lid 97
was keeping a log 110
was keeping a lot 105
was keeping a low 801
was keeping a man 145
was keeping a vow 44
was killing a bear 64
was killing a lot 101
was killing a man 199
was killing a pig 75
was kissing a boy 57
was kissing a man 116
was knowing i had 124
was knowing i was 116
was known a few 338
was known a long 273
was known a year 64
was known i had 335
was known i was 459
was lacking a few 77
was lagging a bit 60
was large i got 43
was lasting a long 89
was later a hit 48
was later a key 140
was learning a bit 100
was learning a few 224
was learning a lot 5422
was learning a new 1171
was learning i was 40
was letting a lot 42
was letting a man 58
was levying a tax 101
was lifting a big 58
was lifting a cup 73
was light i had 46
was light i saw 85
was light i was 128
was limping a bit 156
was loading a car 48
was loading a gun 83
was looking a bit 4542
was looking a few 46
was looking a long 359
was looking a lot 687
was looking a tad 41
was looking i put 41
was looking i saw 105
was loosing a lot 55
was lucky i did 2150
was lucky i got 298
was lucky i had 1649
was lucky i met 63
was lucky i saw 67
was lucky i was 1427
was lugging a big 67
was marking a new 50
was maybe a bit 729
was maybe a few 147
was maybe a tad 41
was maybe a year 736
was meeting a few 68
was meeting a long 56
was meeting a lot 205
was meeting a man 509
was meeting a new 236
was meeting a real 133
was mending a net 240
was mending a pen 110
was mending a tear 46
was milking a cow 843
was mingled a fear 86
was minus a few 58
was minus a head 47
was minus a leg 147
was missing a beat 52
was missing a bet 52
was missing a big 100
was missing a day 54
was missing a few 970
was missing a head 55
was missing a key 307
was missing a leg 619
was missing a lot 773
was missing a shoe 209
was missing i was 66
was money i had 158
was money i was 89
was moved a bit 84
was moved a few 1011
was moved a year 57
was music i had 70
was named a few 98
was named a god 42
was named a new 938
was named a top 70
was nearly a day 820
was nearly a dead 639
was nearly a death 48
was nearly a god 52
was nearly a head 714
was nearly a heap 50
was nearly a man 933
was nearly a new 86
was nearly a one 138
was nearly a riot 840
was nearly a row 93
was nearly a sob 154
was nearly a tie 50
was nearly a ton 96
was nearly a two 364
was nearly a war 51
was nearly a year 17403
was needing a new 60
was never a bad 823
was never a bar 159
was never a bed 108
was never a big 2854
was never a bit 532
was never a box 48
was never a boy 773
was never a car 71
was never a cat 64
was never a cop 87
was never a cry 107
was never a day 7309
was never a dead 379
was never a deal 57
was never a death 76
was never a dog 104
was never a dry 348
was never a fan 555
was never a fear 134
was never a fit 162
was never a gap 113
was never a gay 77
was never a god 314
was never a gun 86
was never a guy 118
was never a head 77
was never a hit 276
was never a hot 94
was never a jar 56
was never a jew 183
was never a job 122
was never a joy 75
was never a key 217
was never a kid 193
was never a lad 52
was never a law 418
was never a leaf 220
was never a leak 83
was never a let 72
was never a liar 149
was never a lie 107
was never a long 367
was never a lot 260
was never a man 21588
was never a may 128
was never a meal 99
was never a mean 282
was never a neat 65
was never a new 384
was never a non 142
was never a nun 67
was never a one 1839
was never a path 59
was never a poem 56
was never a poet 442
was never a pro 152
was never a pup 45
was never a ray 51
was never a real 9704
was never a red 46
was never a run 47
was never a sad 51
was never a seat 88
was never a set 384
was never a shy 55
was never a sin 88
was never a song 47
was never a son 147
was never a spy 214
was never a team 235
was never a tear 46
was never a tic 170
was never a top 483
was never a two 106
was never a war 1259
was never a way 333
was never a weak 53
was never a year 1215
was never i who 78
was night i was 86
was noted a few 263
was noted a long 126
was nursing a bad 162
was nursing a cup 238
was nursing a dying 54
was nursing a mug 52
was nursing a new 130
was obeying a law 67
was often a bad 233
was often a big 213
was often a bit 1009
was often a boy 80
was often a day 331
was often a dead 122
was often a death 145
was often a far 390
was often a fear 46
was often a few 128
was often a gap 247
was often a hit 145
was often a jew 48
was often a job 60
was often a key 870
was often a lag 84
was often a law 44
was often a long 1468
was often a lot 321
was often a low 152
was often a man 2034
was often a mix 72
was often a near 127
was often a new 186
was often a non 120
was often a one 367
was often a poet 55
was often a real 498
was often a riot 40
was often a row 67
was often a sad 138
was often a set 46
was often a son 119
was often a thin 169
was often a two 356
was often a war 171
was often a way 567
was often a weak 55
was often a year 148
was often i who 47
was older i did 61
was older i had 59
was older i was 129
was opening a bag 64
was opening a big 93
was opening a box 185
was opening a can 1050
was opening a new 2280
was opening a path 96
was opening a tin 136
was opening a way 193
was packing a bag 235
was packing a box 61
was packing a few 169
was packing a gun 259
was panting a bit 110
was passing a bar 46
was passing a big 93
was passing a car 59
was passing a few 600
was passing a law 118
was passing a lot 59
was passing a man 100
was passing a red 60
was passing a row 62
was passing i saw 56
was patting a dog 53
was peeling a pear 100
was petting a cat 62
was petting a dog 97
was picking a few 77
was piled a heap 110
was placing a bet 69
was placing a lot 90
was placing a new 129
was plain i did 51
was plain i had 445
was plain i was 296
was playing a bad 121
was playing a big 438
was playing a bit 457
was playing a boy 51
was playing a cat 232
was playing a far 295
was playing a few 302
was playing a fox 79
was playing a gay 107
was playing a gig 223
was playing a guy 68
was playing a key 1113
was playing a lead 134
was playing a long 340
was playing a lot 729
was playing a low 180
was playing a man 444
was playing a mean 242
was playing a new 581
was playing a not 60
was playing a one 218
was playing a real 102
was playing a sad 115
was playing a set 296
was playing a song 686
was playing a team 110
was playing a two 269
was playing a weak 85
was playing i was 88
was pouring a cup 490
was praying a lot 73
was praying i saw 102
was praying i was 101
was proof i was 94
was proud i did 53
was proud i had 188
was proud i was 129
was proving a bit 341
was proving a far 229
was proving a long 50
was proving a lot 86
was proving a real 125
was puffing a bit 135
was pulling a big 133
was pulling a few 102
was pulling a gun 194
was pulling a long 216
was pulling a lot 45
was pulling a red 45
was pulling a two 94
was pushing a big 144
was pushing a bit 60
was pushing a long 53
was pushing a lot 51
was pushing a man 43
was pushing a mop 51
was pushing a new 142
was pushing a toy 56
was putting a big 125
was putting a bit 66
was putting a cup 45
was putting a few 330
was putting a gun 71
was putting a key 55
was putting a log 47
was putting a lot 1093
was putting a man 81
was putting a new 801
was putting a pan 45
was putting a pot 71
was putting a real 44
was putting a tax 45
was putting a wet 56
was quiet a few 330
was quiet a long 1035
was quiet a lot 48
was quiet i was 50
was quite a bad 284
was quite a beau 478
was quite a big 4778
was quite a bit 42021
was quite a boy 3396
was quite a car 86
was quite a cut 142
was quite a day 3628
was quite a dead 40
was quite a deal 488
was quite a dear 106
was quite a din 57
was quite a dog 143
was quite a don 84
was quite a fad 179
was quite a fan 121
was quite a far 136
was quite a fat 54
was quite a feat 4664
was quite a few 3399
was quite a fun 105
was quite a gal 603
was quite a gang 93
was quite a gap 700
was quite a gay 383
was quite a gem 54
was quite a guy 1388
was quite a head 68
was quite a heap 243
was quite a hit 1155
was quite a hot 413
was quite a jam 108
was quite a job 4018
was quite a joy 93
was quite a kid 294
was quite a lad 2832
was quite a leap 429
was quite a let 90
was quite a liar 99
was quite a lion 666
was quite a long 9206
was quite a lot 24065
was quite a low 465
was quite a man 5527
was quite a meal 191
was quite a meg 78
was quite a mix 151
was quite a mob 128
was quite a near 122
was quite a neat 145
was quite a new 9337
was quite a one 218
was quite a pal 44
was quite a pet 431
was quite a poet 138
was quite a raw 40
was quite a real 140
was quite a red 78
was quite a riot 116
was quite a row 400
was quite a run 613
was quite a sad 167
was quite a set 275
was quite a shy 123
was quite a sum 1501
was quite a tax 61
was quite a team 90
was quite a thin 87
was quite a tug 40
was quite a wag 178
was quite a war 252
was quite a way 1212
was quite a weak 53
was quite a wit 194
was quite a year 1316
was raining a bit 108
was raining a lot 170
was raising a big 63
was raising a cry 40
was raising a cup 77
was raising a few 67
was raising a lot 108
was raising a new 298
was raising a son 217
was raising a war 55
was ranged a long 72
was ranged a row 161
was raped a few 57
was rather a bad 1025
was rather a bear 63
was rather a bias 81
was rather a big 599
was rather a bit 79
was rather a cry 64
was rather a day 67
was rather a dear 548
was rather a dim 58
was rather a dingy 43
was rather a dry 243
was rather a dying 93
was rather a far 151
was rather a fat 87
was rather a fear 84
was rather a feat 45
was rather a gay 183
was rather a hit 112
was rather a hot 338
was rather a job 176
was rather a law 111
was rather a let 58
was rather a long 3272
was rather a lot 710
was rather a low 781
was rather a mad 84
was rather a man 2154
was rather a mean 396
was rather a near 338
was rather a neat 165
was rather a new 1101
was rather a non 115
was rather a one 303
was rather a pal 44
was rather a pet 252
was rather a poet 137
was rather a raw 51
was rather a real 77
was rather a row 83
was rather a rum 48
was rather a sad 878
was rather a set 200
was rather a shy 186
was rather a tax 181
was rather a thin 140
was rather a too 227
was rather a two 174
was rather a war 276
was rather a way 274
was rather a weak 635
was rather a wet 113
was rather i that 227
was rather i who 81
was razed a few 100
was reaching a dead 234
was reaching a head 68
was reaching a low 57
was reaching a new 913
was reaching a peak 2104
was readying a new 96
was really a bad 1255
was really a bar 69
was really a bay 60
was really a bear 164
was really a bed 140
was really a being 41
was really a bid 65
was really a big 2386
was really a bit 2635
was really a box 187
was really a boy 755
was really a car 47
was really a cat 119
was really a cop 115
was really a cow 54
was really a cry 203
was really a cut 106
was really a day 731
was really a dead 354
was really a dear 344
was really a death 164
was really a dog 328
was really a dry 63
was really a dying 40
was really a far 594
was really a fat 45
was really a fear 212
was really a feat 79
was really a few 65
was really a fox 84
was really a fun 508
was really a gap 40
was really a gas 86
was really a gay 111
was really a gem 102
was really a god 685
was really a gun 46
was really a guy 127
was really a head 50
was really a hit 188
was really a hot 349
was really a jew 346
was really a job 265
was really a joy 234
was really a key 206
was really a kid 96
was really a law 340
was really a lie 156
was really a lion 111
was really a log 72
was really a long 1129
was really a lot 2837
was really a low 389
was really a mad 70
was really a man 11684
was really a mean 249
was really a myth 116
was really a neat 213
was really a new 3122
was really a non 531
was really a one 949
was really a pig 87
was really a plea 309
was really a poem 83
was really a poet 563
was really a pro 195
was really a rat 122
was really a real 56
was really a red 209
was really a riot 180
was really a sad 416
was really a set 441
was really a she 74
was really a shy 144
was really a sin 121
was really a six 57
was really a song 98
was really a son 489
was really a spy 544
was really a sub 205
was really a tax 730
was really a team 255
was really a thin 95
was really a top 145
was really a toy 107
was really a two 928
was really a war 2336
was really a way 972
was really a weak 107
was really a wit 47
was really a year 340
was really i who 458
was reeling a bit 44
was renting a car 114
was renting a one 84
was renting a two 93
was resting a bit 47
was resting a few 238
was right a few 59
was right a lot 63
was right a year 56
was right i can 79
was right i did 94
was right i had 141
was right i was 218
was risking a lot 265
was rocking a bit 43
was rolling a big 47
was rolling a bit 85
was round a cap 45
was running a bad 58
was running a bar 102
was running a bath 195
was running a big 416
was running a bit 1422
was running a car 67
was running a con 51
was running a day 136
was running a far 43
was running a few 512
was running a gas 42
was running a hot 57
was running a job 53
was running a long 170
was running a lot 137
was running a low 592
was running a man 224
was running a new 171
was running a one 462
was running a real 85
was running a red 59
was running a saw 48
was running a shoe 61
was running a spy 52
was running a team 123
was running a two 149
was running a war 83
was running a year 94
was running i saw 46
was running i was 117
was sagging a bit 120
was saved a few 59
was saved a lot 77
was saved i was 54
was scoring a lot 50
was sealed a few 58
was seated a few 557
was seated a man 837
was seated a thin 41
was seated i had 41
was seeking a dead 82
was seeking a deal 40
was seeking a few 43
was seeking a job 534
was seeking a long 72
was seeking a man 499
was seeking a new 3255
was seeking a path 120
was seeking a seat 152
was seeking a war 61
was seeking a way 2823
was selling a big 40
was selling a car 80
was selling a few 138
was selling a lot 329
was selling a new 175
was sending a big 48
was sending a box 70
was sending a boy 66
was sending a car 253
was sending a few 140
was sending a long 55
was sending a lot 94
was sending a man 687
was sending a new 320
was sending a team 219
was sending a thin 79
was serving a few 40
was serving a gun 59
was serving a long 551
was serving a man 57
was serving a meal 56
was serving a new 108
was serving a one 331
was serving a six 820
was serving a ten 850
was serving a two 900
was serving a year 320
was setting a bad 1279
was setting a new 508
was seven i had 231
was seven i was 316
was shaking a bit 593
was shaking a lot 85
was shaking a mat 74
was shaking i was 65
was shall i say 82
was shaping a new 267
was sharing a bed 309
was sharing a box 42
was sharing a cup 47
was sharing a meal 177
was sharing a pot 58
was sharing a seat 67
was sharing a two 47
was shaving a man 111
was shooing a fly 70
was short a few 233
was short a man 142
was short i was 46
was showing a bit 178
was showing a few 211
was showing a lot 474
was showing a man 113
was showing a net 70
was showing a new 528
was showing a real 106
was showing a red 66
was shown a bed 209
was shown a big 89
was shown a box 215
was shown a boy 70
was shown a day 92
was shown a few 1413
was shown a head 49
was shown a heap 79
was shown a hut 40
was shown a long 241
was shown a lot 130
was shown a man 513
was shown a map 458
was shown a new 547
was shown a path 82
was shown a real 54
was shown a red 77
was shown a row 83
was shown a seat 211
was shown a set 330
was shown a two 40
was shown a way 94
was shown a year 387
was signing a death 42
was signing a new 76
was since i did 45
was since i had 616
was since i was 276
was sipping a cup 944
was sipping a gin 50
was sipping a mug 77
was sited a few 41
was sitting a bit 107
was sitting a few 1750
was sitting a long 49
was sitting a man 189
was sitting a row 42
was sitting i had 55
was sitting i saw 73
was sitting i was 64
was slain a few 103
was small i did 138
was small i had 316
was small i was 416
was smiling a big 109
was smiling a bit 321
was smiling a lot 307
was smoking a big 550
was smoking a bit 99
was smoking a fag 56
was smoking a fat 351
was smoking a long 1317
was smoking a lot 917
was smoking a thin 215
was sober i was 85
was sorry i did 1699
was sorry i got 113
was sorry i had 11856
was sorry i hit 41
was sorry i let 43
was sorry i saw 65
was sorry i was 2126
was sorry l had 46
was speaking a bit 55
was speaking a few 342
was speaking a lie 54
was speaking a lot 65
was speaking a man 145
was speaking a new 98
was speaking i had 299
was speaking i saw 174
was speaking i was 493
was spend a day 41
was spend a few 80
was spend a lot 73
was spread a bed 45
was spread a long 94
was spread a map 153
was spread a mat 237
was spread a net 120
was spread a red 112
was spread a sky 40
was spread a thin 216
was springing a leak 41
was staying a day 77
was staying a few 527
was staying a long 40
was staying i had 45
was stealing a car 85
was stealing a few 60
was still a bad 674
was still a ban 68
was still a bar 102
was still a bear 179
was still a beat 46
was still a bed 264
was still a being 102
was still a bias 95
was still a big 4682
was still a bit 25530
was still a box 226
was still a boy 21568
was still a bud 55
was still a bum 43
was still a bus 55
was still a car 95
was still a cat 106
was still a con 45
was still a cop 593
was still a cow 84
was still a cub 247
was still a cut 134
was still a day 2188
was still a dead 472
was still a deal 147
was still a dear 107
was still a death 81
was still a dim 228
was still a dog 603
was still a dot 55
