war and mobilization plans 101
was now practically under 60
was now universally known 303
was one consequence arising 60
was one development which 70
was one distinguished above 95
was one fundamental cause 50
was one fundamental issue 53
was one fundamental point 42
was one fundamental reason 93
was one organization which 59
was one possibility which 70
was one predominant cause 44
was one significant change 291
was one significant point 81
was one significant reason 76
was our conversation about 83
was our inalienable right 110
was out practically every 62
was put temporarily under 62
was that affirmative action 159
was that chamberlain would 56
was that christianity could 77
was that christianity ought 106
was that christianity would 81
was that conversation about 65
was that conversation which 44
was that corporations could 60
was that corporations would 41
was that deregulation would 89
was that development could 53
was that development would 62
was that electricity could 48
was that electricity would 55
was that emancipation would 41
was that established under 83
was that exaggeration which 49
was that governments could 174
was that governments would 122
was that individuals could 235
was that individuals might 49
was that individuals would 281
was that institutions could 51
was that intelligent people 55
was that intervention would 59
was that performance would 49
was that practically every 276
was that prosecutions would 59
was that relationship which 67
was that republicans would 43
was that resemblance which 41
was that respondents would 94
was that sedimentary rocks 65
was that uncertainty about 40
was that understanding which 50
was that unfortunate child 80
was then centrifuged again 41
was then constituted could 41
was then constructed based 42
was then constructed which 84
was then denominated usury 60
was then established under 212
was then established which 150
was then established within 43
was then imperfectly known 42
was then transferred again 49
was then transferred under 57
was then unanimously voted 119
was then universally known 58
was this achievement which 109
was this alternative which 50
was this ambivalence which 43
was this appointment known 41
was this appointment which 60
was this apprehension which 125
was this christianity which 44
was this coincidence which 52
was this constitution which 62
was this controversy which 110
was this conversation which 144
was this despondency known 76
was this development which 607
was this discrepancy which 74
was this dispensation which 40
was this environment which 78
was this flexibility which 66
was this fundamental change 69
was this insurrection which 41
was this intercourse which 60
was this intervention which 47
was this intolerance which 41
was this opportunity which 61
was this organization which 422
was this performance which 96
was this perspective which 122
was this possibility which 251
was this preoccupation which 83
was this proclamation which 61
was this rattlesnake creek 70
was this relationship which 224
was this requirement which 73
was this resemblance which 85
was this temperament which 42
was this uncertainty about 105
was this uncertainty which 104
was this understanding which 219
was this unobtrusive guest 63
was thus desperately tacking 114
was thus established under 144
was thus established which 312
was thus established within 79
was thus inaugurated which 53
was thus propitiously thrown 106
was thus unavoidably thrown 42
was too embarrassed about 241
was too exclusively fixed 76
was too pessimistic about 291
was too politically risky 55
was too restrictive since 47
way and construction costs 99
way and countenance given 41
way are occasionally found 43
way are wonderfully quick 61
way for congressional action 41
way for experiments which 55
way for independent action 40
way for legislative action 110
way for transmission lines 190
way that affirmative action 72
way that astronomers today 92
way that complements rather 42
way that corresponding parts 59
way that descriptive words 69
way that facilitates learning 249
way that individuals could 84
way that individuals within 59
way that individuals would 60
way that respondents could 86
way that significant others 58
weak and debilitated state 172
weak and defenseless people 349
weak and defenseless state 52
weak and defenseless woman 44
weak and defenseless women 63
weak and incompetent hands 54
weak and incompetent ruler 131
weak and ineffective father 43
weak and ineffective leader 98
weak and ineffective people 41
weak and ineffective ruler 55
weak and ineffective state 147
weak and ineffectual father 223
weak and ineffectual leader 103
weak and ineffectual ruler 118
weak and inefficient firms 77
weak and inefficient ruler 42
weak and inefficient state 102
weak and numerically small 75
weak and undeveloped power 60
weak and unfortunate henry 73
weak for independent action 80
wear and maintenance costs 155
wear any distinctive dress 219
wet and disagreeable weather 41
wet and intermediate zones 299
wet and tempestuous night 96
wet and tempestuous weather 116
wet with perspiration after 115
wet with perspiration which 50
who are biologically human 209
who are boundlessly loyal 109
who are chronically hungry 122
who are chronically short 95
who are chronically sleep 44
who are chronically tense 40
who are chronically tired 142
who are chronically under 55
who are comfortable about 71
who are comfortable sharing 42
who are comfortable speaking 117
who are comfortable talking 160
who are comfortable within 50
who are comfortable working 354
who are comfortable writing 42
who are congenitally blind 356
who are contemplating working 84
who are continually aware 51
who are continually calling 62
who are continually changing 148
who are continually drawing 163
who are continually faced 80
who are continually falling 41
who are continually finding 152
who are continually getting 79
who are continually growing 168
who are continually harping 42
who are continually learning 96
who are continually looking 233
who are continually meeting 73
who are continually passing 314
who are continually prating 54
who are continually pushing 46
who are continually putting 47
who are continually quoting 42
who are continually raising 61
who are continually running 128
who are continually seeking 341
who are continually sending 78
who are continually setting 55
who are continually speaking 65
who are continually talking 190
who are continually telling 106
who are continually thinking 202
who are continually throwing 63
who are continually under 167
who are continually whining 43
who are continually working 122
who are continually writing 85
who are desperately hungry 41
who are desperately looking 210
who are desperately seeking 442
who are desperately short 49
who are discouraged about 96
who are distinguished above 79
who are distinguished either 158
who are distributed about 41
who are embarrassed about 321
who are enlightened about 46
who are established within 296
who are exclusively breast 374
who are exclusively irish 63
who are experienced users 60
who are fortunately still 50
who are functionally blind 67
who are generalists rather 44
who are genetically prone 121
who are handicapped either 63
who are impatiently waiting 163
who are incredulous about 71
who are indifferent about 746
who are indifferent alike 54
who are individuals rather 44
who are inquisitive about 164
who are intelligent about 54
who are interviewed about 121
who are misinformed about 112
who are necessarily either 335
who are nevertheless aware 47
who are nevertheless quite 76
who are nevertheless really 50
who are nevertheless still 180
who are nevertheless willing 60
who are nonresident alien 69
who are occasionally found 137
who are perpetually begging 65
who are perpetually changing 319
who are perpetually drunk 44
who are perpetually passing 170
who are perpetually seeking 65
who are perpetually talking 67
who are perpetually telling 51
who are pessimistic about 839
who are politically aware 261
who are politically loyal 55
who are politically naive 68
who are politically strong 69
who are practically hired 43
who are principally found 62
who are professional people 78
who are professional singers 41
who are professional social 40
who are represented either 52
who are represented though 41
who are represented today 40
who are represented under 108
who are represented within 59
who are responsible either 94
who are responsible people 43
who are responsible under 94
who are secondarily liable 283
who are sentimental about 115
who are significant others 87
who are spiritually alive 261
who are spiritually awake 190
who are spiritually aware 68
who are spiritually blind 509
who are spiritually healthy 47
who are spiritually hungry 136
who are spiritually strong 102
who are spiritually worthy 47
who are symptomatic after 66
who are technically adept 97
who are technically enemy 45
who are technically known 85
who are technically savvy 72
who are temporarily short 47
who are temporarily staying 51
who are temporarily thrown 66
who are temporarily unfit 58
who are temporarily within 55
who are temporarily working 100
who are theoretically equal 42
who are transferred shall 108
who are transported thither 53
who are unconcerned about 625
who are ungratefully abusing 185
who are universally known 138
who can alternately touch 64
who can communicate about 72
who can communicate easily 70
who can effectively carry 66
who can effectively guide 60
who can effectively serve 74
who can participate fully 106
who can practically apply 47
who die prematurely while 52
who err voluntarily appear 48
who fit comfortably within 42
who had accompanied abbot 82
who had accompanied count 49
who had accompanied cyrus 125
who had accompanied david 60
who had accompanied diego 124
who had accompanied drake 64
who had accompanied essex 51
who had accompanied father 198
who had accompanied george 125
who had accompanied henry 253
who had accompanied james 174
who had accompanied jesus 725
who had accompanied lewis 224
who had accompanied louis 365
who had accompanied luther 78
who had accompanied major 301
who had accompanied marie 138
who had accompanied peter 272
who had accompanied queen 94
who had accompanied saint 42
who had accompanied scott 62
who had accompanied thomas 51
who had accumulated about 53
who had accumulated debts 40
who had accumulated large 359
who had accumulated money 165
who had accumulated power 47
who had accumulated savings 122
who had accumulated within 43
who had apostatized under 59
who had apprehended adams 85
who had apprenticed under 140
who had comfortable homes 87
who had confidently hoped 40
who had contributed anything 65
who had contributed funds 275
who had contributed labor 47
who had contributed large 114
who had contributed money 536
who had courageously faced 41
who had courageously taken 55
who had desperately tried 110
who had dishonestly sworn 90
who had dishonestly taken 95
who had effectively ruled 66
who had effectively taken 94
who had employments under 53
who had entertained hopes 615
who had established bases 58
who had established close 518
who had established farms 52
who had established homes 125
who had established large 101
who had established links 77
who had established order 49
who had established posts 86
who had established quite 53
who had established roots 41
who had established small 76
who had established strong 83
who had established trade 123
who had established trading 358
who had experienced abuse 343
who had experienced acute 99
who had experienced breast 98
who had experienced child 302
who had experienced defeat 63
who had experienced either 372
who had experienced every 121
who had experienced exile 61
who had experienced father 121
who had experienced fewer 121
who had experienced first 139
who had experienced group 44
who had experienced major 152
who had experienced racial 94
who had experienced social 99
who had experienced world 78
who had momentarily taken 44
who had monopolized power 42
who had nevertheless shown 56
who had nevertheless taken 53
who had occasionally acted 51
who had occasionally given 73
who had occasionally shown 63
who had occasionally taken 53
who had painstakingly built 41
who had passionately loved 64
who had practically ceased 76
who had practically given 140
who had practically grown 237
who had practically lived 75
who had practically never 85
who had practically taken 54
who had practically thrown 49
who had recommenced walking 45
who had reluctantly given 163
who had reluctantly taken 77
who had represented china 50
who had represented japan 53
who had represented russia 40
who had reservations about 1977
who had significant roles 51
who had subterranean halls 182
who had surrendered after 225
who had surrendered under 470
who had temporarily given 107
who had temporarily moved 111
who had temporarily taken 557
who had undoubtedly given 42
who had undoubtedly saved 74
who had undoubtedly taken 42
who had voluntarily aided 90
who had voluntarily borne 285
who had voluntarily bound 47
who had voluntarily given 600
who had voluntarily moved 86
who had voluntarily taken 521
who had volunteered after 47
who had volunteered under 88
who has accumulated large 42
who has accumulated money 67
who has accumulated savings 44
who has beneficially owned 125
who has contributed anything 71
who has contributed money 48
who has disagreeable truths 72
who has disbelieved shall 125
who has established egypt 54
who has experienced abuse 341
who has experienced acute 46
who has experienced anything 68
who has experienced either 53
who has experienced every 98
who has experienced first 104
who has experienced grief 41
who has experienced major 44
who has passionately loved 47
who has reservations about 271
who has temporarily taken 105
who has transcended human 42
who has understanding seeks 76
who has voluntarily borne 80
who has voluntarily given 288
who has voluntarily taken 333
who has wonderfully grown 44
who hath represented human 59
who his replacement would 61
who may occasionally visit 46
who not unnaturally feared 52
who pay substandard wages 78
who sat impatiently waiting 43
who saw distinctions where 113
who see affirmative action 44
who use cooperative learning 217
who use intravenous drugs 555
who use prescription drugs 90
who use psychedelic drugs 54
who was alternately named 52
who was apprehended after 60
who was apprehended while 94
who was barbarously slain 112
who was chronically short 64
who was comfortable working 41
who was comfortably seated 186
who was consecrated first 109
who was conspicuous alike 70
who was continually breaking 51
who was continually calling 49
who was continually changing 73
who was continually filling 48
who was continually getting 96
who was continually looking 59
who was continually lounging 51
who was continually meeting 40
who was continually passing 40
who was continually seeking 70
who was continually sending 41
who was continually talking 62
who was continually telling 43
who was continually thinking 89
who was continually writing 66
who was desperately hungry 123
who was desperately looking 116
who was desperately seeking 203
who was desperately short 81
who was discouraged about 54
who was distinguished above 213
who was distinguished alike 202
who was embarrassed about 69
who was excessively proud 77
who was extensively known 54
who was fortunately passing 51
who was fortunately within 40
who was impatiently jerking 103
who was impatiently tapping 45
who was impatiently waiting 461
who was inaugurated march 74
who was indifferent about 66
who was indifferent alike 79
who was inquisitive about 46
who was interviewed about 189
who was interviewed after 115
who was interviewed while 40
who was misinformed about 41
who was nevertheless quite 43
who was nevertheless still 57
who was nevertheless willing 92
who was occasionally known 62
who was passionately loved 62
who was perpetually dinning 90
who was perpetually seeking 75
who was perpetually smiling 41
who was pessimistic about 200
who was politically aware 49
who was politically close 83
who was practically blind 128
who was practically naked 44
who was practically never 46
who was practically running 54
who was represented under 74
who was responsible under 108
who was responsible within 46
who was responsible would 68
who was resurrected after 41
who was sensitively alive 82
who was sentimental about 40
who was technically still 137
who was temporarily filling 74
who was temporarily holding 44
who was temporarily serving 84
who was temporarily staying 106
who was temporarily working 94
who was transferred thither 47
who was unconcerned about 138
who was undoubtedly aware 92
who was undoubtedly under 45
who was universally feared 42
who was universally hated 123
who was universally known 722
who was universally liked 203
who was universally loved 252
who was voluntarily sharing 51
who with sacrilegious hands 43
why any organization would 44
why does cooperative learning 53
why one contrariety makes 44
why this relationship holds 105
why this relationship might 55
win two consecutive games 93
with air temperature above 66
with all coefficients equal 75
with all combinations which 47
with all conceivable sorts 64
with all conceivable speed 48
with all coordinates equal 45
with all departments within 76
with all differences arising 153
with all established rules 50
with all institutions which 69
with all instructions given 97
with all instructions which 56
with all instruments playing 52
with all intelligent people 43
with all intermediate forms 61
with all intermediate sizes 48
with all intermediate steps 43
with all legislative power 102
with all necessaries fitting 44
with all particulars about 70
with all personality types 63
with all practicable haste 96
with all practicable speed 3127
with all progressive people 65
with all reservations which 71
with all significant others 44
with all statistical tests 86
with all unutterable slimy 226
with and communicate about 46
with and communicating about 45
with and expectations about 61
with and uncertainty about 49
with and understanding others 115
with and understanding people 68
with any arrangements which 149
with any belligerent state 56
with any commodities within 75
with any consistency admit 58
with any consistency until 123
with any constitution which 73
with any continental power 180
with any descriptive terms 44
with any development which 51
with any distribution thereof 106
with any emergencies which 85
with any enforcement action 95
with any established group 57
with any established order 74
with any explanations which 68
with any fundamental change 94
with any fundamental right 290
with any independent dealer 60
with any institutions which 44
with any instructions given 440
with any instructions which 200
with any legislative power 156
with any mathematical model 82
with any modification which 78
with any observations which 217
with any organization teaching 42
with any organization which 457
with any organization whose 83
with any particulars which 145
with any perceptible force 45
with any professional group 90
with any progressive state 88
with any requirement thereof 64
with any requirement under 452
with any reservations about 41
with any satisfaction about 107
with any satisfaction either 43
with any satisfaction until 102
with any sensitivity would 48
with any significant change 487
with any significant force 42
with any significant level 76
with any significant power 55
with any statistical method 59
with any statistical model 47
with any superfluous clothing 54
with any superfluous store 64
with any thoroughness would 91
with any uncertainty about 68
with any understanding would 42
with being accessories after 70
with both longitudinal edges 48
with but indifferent skill 44
with due professional skill 42
with each equivalence class 68
with each hexadecimal digit 40
with each occupational group 43
with each participant playing 47
with each progressive stage 58
with each respiratory cycle 356
with each stakeholder group 139
with few premonitory signs 42
with her ambivalence about 135
with her continental shelf 56
with her distinctive voice 46
with her distinguished father 139
with her friendliest smile 49
with her girlfriends about 94
with her handwritten notes 47
with her indifferent stare 83
with her inscrutable smile 75
with her instinctive sense 42
with her magnificent voice 91
with her mischievous smile 96
with her observations about 88
with her practically every 44
with her presumptive guilt 65
with her prodigality would 52
with her prospective mother 151
with her quarterdeck awash 41
with her significant others 77
with her superfluous money 70
with her uncertainty about 49
with her unfortunate lover 49
with him continually dwell 718
with him innumerable times 40
with him instructions which 88
with him practically every 157
with his accumulated earnings 45
with his accumulated savings 100
with his accumulated stock 44
with his affectionate smile 43
with his affectionate tongue 90
with his ambassadors about 49
with his ambivalence about 164
with his apocalyptic vision 102
with his appreciative guest 54
with his arrangements which 52
with his authoritarian father 141
with his certificate thereon 85
with his christianity ought 40
with his clairvoyant vision 51
with his comparative study 69
with his confidential agent 51
with his confidential clerk 69
with his constitution breaking 80
with his constrained voice 50
with his conversation about 54
with his descendants after 110
with his descendants until 131
with his destructive power 40
with his development plans 61
with his discoveries about 51
with his distinctive style 119
with his distinctive voice 56
with his distinguished father 477
with his distinguished guest 180
with his distinguished pupil 51
with his distinguished uncle 74
with his embroidered glove 98
with his embroidered robes 43
with his endorsement thereon 46
with his enlightened views 75
with his environment after 40
with his environment rather 89
with his environment which 251
with his environment while 43
with his environment would 71
with his exaggerated sense 73
with his expectations about 49
with his experiences while 48
with his explanations about 40
with his explanatory notes 62
with his exterminating angels 65
with his friendliest smile 77
with his fundamental point 45
with his fundamental right 116
with his fundamental thesis 75
with his fundamental views 71
with his handwritten notes 137
with his headquarters first 51
with his headquarters group 55
with his headquarters staff 268
with his imaginative force 43
with his imaginative power 54
with his imaginative vision 50
with his importunate train 52
with his inalienable right 45
with his indomitable pluck 61
with his indomitable taste 49
with his innumerable horse 58
with his inscrutable smile 211
with his instinctive feeling 62
with his instinctive grasp 51
with his instinctive sense 156
with his instruments alone 48
with his magnificent corps 46
with his magnificent smile 40
with his magnificent voice 417
with his mellifluous voice 104
with his mischievous smile 339
with his observations about 334
with his observations thereon 201
with his parishioners about 106
with his performance under 41
with his personality style 44
with his perspective glass 50
with his predecessor about 62
with his predominant voice 42
with his prematurely white 82
with his preoccupation about 56
with his professional ethics 42
with his professional group 43
with his professional peers 106
with his professional skill 187
with his professional smile 42
with his professional staff 65
with his progressive views 87
with his prospective bride 242
with his prospective father 692
with his prospective mother 143
with his reminiscent smile 81
with his reservations about 202
with his sacrilegious hands 74
with his schoolbooks under 45
with his significant others 221
with his speculations about 198
with his subordinate staff 93
with his subordinate units 48
with his subscription paper 54
with his superfluous plate 57
with his superlative beauty 63
with his uncertainty about 148
with his understanding alone 255
with his unfortunate father 103
with his unfortunate habit 40
with his unfortunate state 106
with his unseasonable voice 40
with his whitewashed walls 83
with his wonderfully sharp 90
with its accelerated tempo 47
with its accumulated crags 211
with its affirmative action 132
with its alternative title 46
with its antagonisms still 103
with its apocalyptic vision 115
with its approximate value 58
with its attachments shall 57
with its castellated style 79
with its castellated walls 75
with its centralized power 117
with its centrifugal force 59
with its charismatic leader 127
with its comfortable homes 47
with its comfortable rooms 64
with its comfortable sofas 72
with its commitments under 297
with its complicated rules 88
with its concomitant change 72
with its concomitant danger 50
with its concomitant evils 378
with its concomitant growth 93
with its concomitant moral 61
with its concomitant notion 70
with its concomitant power 131
with its concomitant right 106
with its concomitant risks 164
with its concomitant sense 151
with its concomitant social 293
with its concomitant train 63
with its concomitant vices 56
with its conspicuous black 42
with its conspicuous white 140
with its constituent atoms 48
with its constituent cells 43
with its constituent parts 661
with its constituent units 181
with its construction plans 55
with its continental shelf 62
with its continually changing 114
with its correlative decay 97
with its correlative notion 40
with its corresponding action 73
with its corresponding change 53
with its corresponding class 135
with its corresponding color 87
with its corresponding feeling 44
with its corresponding forms 68
with its corresponding group 74
with its corresponding image 67
with its corresponding input 53
with its corresponding layer 83
with its corresponding level 99
with its corresponding lower 81
with its corresponding nerve 122
with its corresponding period 162
with its corresponding phase 40
with its corresponding piece 40
with its corresponding point 206
with its corresponding right 42
with its corresponding sense 48
with its corresponding social 189
with its corresponding sound 197
with its corresponding state 115
with its corresponding value 286
with its corresponding veins 63
with its destructive force 73
with its destructive power 153
with its development goals 54
with its development needs 272
with its development plans 301
with its development under 66
with its dilapidated walls 41
with its dilapidated works 44
with its distinctive black 241
with its distinctive blend 65
with its distinctive clock 172
with its distinctive color 52
with its distinctive dress 57
with its distinctive flora 52
with its distinctive forms 80
with its distinctive green 140
with its distinctive method 52
with its distinctive orange 47
with its distinctive rhythm 41
with its distinctive round 87
with its distinctive shape 118
with its distinctive smell 54
with its distinctive social 133
with its distinctive sound 111
with its distinctive style 173
with its distinctive taste 48
with its distinctive teaching 128
with its distinctive tower 91
with its distinctive white 221
with its distinguished author 49
with its environment makes 72
with its environment rather 72
with its environment since 56
with its environment under 104
with its environment which 219
with its environment while 132
with its environment would 86
with its equilibrium value 121
with its established order 77
with its established rules 145
with its established social 42
with its exaggerated sense 64
with its explanatory notes 89
with its explanatory power 106
with its extremities resting 64
with its fundamental social 45
with its fundamental tenet 43
with its fundamental truths 56
with its fundamental value 83
with its geographical poles 83
with its geographical setting 41
with its headquarters based 77
with its headquarters first 78
with its headquarters still 40
with its implications about 149
with its impregnable walls 73
with its indefinable charm 55
with its independent chief 41
with its independent power 51
with its inhabitants beneath 75
with its innumerable bonds 41
with its innumerable evils 45
with its innumerable folds 47
with its innumerable forms 70
with its innumerable lakes 58
with its innumerable rooms 58
with its innumerable small 137
with its innumerable stars 177
with its instructions about 44
with its legislative power 384
with its magnificent array 90
with its magnificent beauty 42
with its magnificent ceiling 64
with its magnificent gothic 168
with its magnificent halls 55
with its magnificent opening 101
with its magnificent organ 84
with its magnificent river 64
with its magnificent ruins 73
with its magnificent setting 92
with its magnificent spire 65
with its magnificent stone 84
with its magnificent sweep 86
with its magnificent tower 102
with its magnificent train 40
with its magnificent trees 182
with its magnificent views 480
with its magnificent white 65
with its manufacturing plant 68
with its mathematical model 43
with its mountainous waves 50
with its northernmost point 44
with its performance under 105
with its picturesque beauty 73
with its picturesque boats 41
with its picturesque fishing 123
with its picturesque group 68
with its picturesque hills 50
with its picturesque ruins 81
with its picturesque setting 191
with its picturesque tower 73
with its picturesque views 45
with its picturesque walls 47
with its precipitous banks 91
with its precipitous sides 160
with its precipitous walls 148
with its professional staff 168
with its progressive rates 40
with its proportional share 46
with its provocative title 86
with its quadrangular sides 61
with its remorseless logic 90
with its requisitions could 151
with its reservations about 46
with its restrictive rules 61
with its sedimentary cover 76
with its significant motto 43
with its significant title 74
with its spectacular setting 56
with its spectacular views 458
with its speculations about 41
with its subordinate parts 48
with its subordinate units 63
with its subterranean fires 41
with its symmetrical lines 43
with its transmission lines 44
with its transparent folds 75
with its tributaries flows 181
with its tributaries forms 465
with its uncertainty about 45
with its unfathomable depths 60
with its whitewashed brick 49
with its whitewashed stone 68
with its whitewashed walls 1214
with job performance ratings 59
with key individuals within 105
with law enforcement about 43
with law enforcement after 93
with law enforcement people 99
with law enforcement would 66
with long cylindrical necks 50
