wade sometimes in marshes 640
were allegedly in violation 47
were allocated as follows 1021
were allocated by central 59
were allocated by congress 47
were allocated by lottery 56
were allocated in advance 71
were allocated the following 93
were allocated the remaining 91
were allocated to britain 47
were allocated to capital 123
were allocated to certain 107
were allocated to classes 63
were allocated to defense 50
were allocated to develop 63
were allocated to farmers 54
were allocated to finance 96
were allocated to foreign 62
were allocated to improve 93
were allocated to members 247
were allocated to national 42
were allocated to parties 52
were allocated to placebo 85
were allocated to private 128
were allocated to promote 42
were allocated to provide 153
were allocated to receive 363
were allocated to regional 45
were allocated to research 187
were allocated to schools 145
were allocated to several 63
were allocated to support 254
were allocated to workers 41
were allowable to compare 49
were allowable to indulge 43
were allowable to suppose 56
were alteration of position 42
were altogether at variance 239
were altogether so superior 48
were altogether the product 72
were americans of mexican 48
were americans or british 51
were amplified to include 55
were analogous to certain 47
were anciently the tyrants 42
were announced as follows 575
were announced as members 52
were announced as winners 61
were announced by general 107
were announced by heralds 52
were announced in advance 1349
were announced in general 41
were announced in january 640
were announced in letters 42
were announced in october 471
were announced in several 71
were announced on january 527
were announced on october 244
were announced the following 397
were announced to address 77
were announced to develop 51
were announced to increase 74
were appareled in crimson 91
were applauded by veteran 84
were appointed as bishops 103
were appointed as cabinet 47
were appointed as editors 41
were appointed as experts 67
were appointed as follows 618
were appointed as general 61
were appointed as keepers 48
were appointed as members 1076
were appointed as official 123
were appointed as priests 48
were appointed as regional 50
were appointed as teachers 485
were appointed as village 43
were appointed at certain 80
were appointed by bishops 53
were appointed by central 72
were appointed by charles 64
were appointed by colonial 43
were appointed by congress 826
were appointed by elected 57
were appointed by election 173
were appointed by federal 94
were appointed by general 276
were appointed by himself 244
were appointed by imperial 47
were appointed by letters 223
were appointed by members 53
were appointed by napoleon 67
were appointed by national 107
were appointed by neutral 91
were appointed by popular 70
were appointed by regional 43
were appointed by richard 47
were appointed by several 58
were appointed by statute 88
were appointed by virginia 50
were appointed by warrant 78
were appointed in addition 154
were appointed in advance 55
were appointed in america 40
were appointed in certain 73
were appointed in increasing 66
were appointed in january 234
were appointed in october 209
were appointed in rotation 56
were appointed in several 260
were appointed in violation 41
were appointed on account 164
were appointed on january 70
were appointed on october 109
were appointed or deposed 47
were appointed or elected 893
were appointed or removed 84
were appointed the following 47
were appointed the members 43
were appointed to address 117
were appointed to advance 47
were appointed to approve 64
were appointed to assault 86
were appointed to cabinet 285
were appointed to canvass 178
were appointed to certain 107
were appointed to civilian 45
were appointed to collect 1820
were appointed to command 1794
were appointed to compare 74
were appointed to compile 133
were appointed to compose 103
were appointed to conduct 2088
were appointed to consult 259
were appointed to control 661
were appointed to correct 93
were appointed to deliver 365
were appointed to develop 228
were appointed to discuss 322
were appointed to dispose 135
were appointed to dispute 46
were appointed to educate 79
were appointed to enforce 1141
were appointed to eternal 77
were appointed to examine 4703
were appointed to execute 836
were appointed to explain 88
were appointed to explore 199
were appointed to expound 47
were appointed to express 64
were appointed to federal 166
were appointed to foreign 40
were appointed to fulfill 66
were appointed to function 54
were appointed to furnish 174
were appointed to improve 75
were appointed to initiate 48
were appointed to inquire 2232
were appointed to inspect 1098
were appointed to judicial 76
were appointed to lecture 225
were appointed to marshal 40
were appointed to monitor 144
were appointed to national 46
were appointed to observe 217
were appointed to offices 622
were appointed to official 325
were appointed to operate 103
were appointed to oversee 1149
were appointed to perfect 41
were appointed to perform 1205
were appointed to petition 40
were appointed to prepare 2507
were appointed to present 715
were appointed to preside 741
were appointed to prevent 312
were appointed to proceed 762
were appointed to procure 337
were appointed to produce 187
were appointed to promote 197
were appointed to propose 55
were appointed to protect 726
were appointed to provide 619
were appointed to publish 79
were appointed to question 43
were appointed to receive 2135
were appointed to recruit 70
were appointed to redress 72
were appointed to relieve 227
were appointed to replace 725
were appointed to resolve 56
were appointed to restore 95
were appointed to schools 102
were appointed to several 116
were appointed to signify 59
were appointed to similar 66
were appointed to solicit 497
were appointed to stations 51
were appointed to succeed 705
were appointed to suggest 84
were appointed to support 187
were appointed to witness 57
were appraised as follows 123
were approaching the airport 173
were approaching the ancient 48
were approaching the borders 210
were approaching the british 127
were approaching the capital 529
were approaching the chamber 83
were approaching the chinese 66
were approaching the cottage 104
were approaching the country 202
were approaching the decline 100
were approaching the defiles 77
were approaching the equator 100
were approaching the halfway 41
were approaching the highest 56
were approaching the highway 46
were approaching the islands 49
were approaching the junction 91
were approaching the maximum 58
were approaching the northern 141
were approaching the position 73
were approaching the problem 343
were approaching the question 86
were approaching the railway 75
were approaching the southern 141
were approaching the straits 52
were approaching the subject 237
were approaching the suburbs 61
were approaching the turnoff 49
were approaching the vanishing 47
were approaching the village 913
were approaching the western 120
were approaching to assault 80
were approaching to relieve 66
were arraigned in federal 44
were arraigned on charges 321
were artificial or natural 115
were assaulted by members 60
were assembled as follows 66
were assembled at bayonne 43
were assembled at carthage 185
were assembled at dunkirk 225
were assembled at ephesus 41
were assembled at plymouth 84
were assembled at prayers 54
were assembled at windsor 54
were assembled in advance 67
were assembled in britain 41
were assembled in chapter 53
were assembled in circles 46
were assembled in congress 135
were assembled in council 1029
were assembled in foreign 49
were assembled in general 147
were assembled in immense 112
were assembled in leisure 42
were assembled in montreal 40
were assembled in numbers 58
were assembled in several 194
were assembled in support 46
were assembled on several 51
were assembled the greatest 129
were assembled the members 107
were assembled to address 48
were assembled to collect 41
were assembled to concert 140
were assembled to conjure 51
were assembled to consult 133
were assembled to destroy 42
were assembled to discuss 495
were assembled to dispute 64
were assembled to examine 55
were assembled to observe 49
were assembled to perform 132
were assembled to petition 40
were assembled to present 51
were assembled to prevent 73
were assembled to produce 107
were assembled to protect 82
were assembled to provide 215
were assembled to receive 1102
were assembled to support 120
were assembled to testify 44
were assembled to welcome 687
were assembled to witness 1673
were assembled to worship 122
were assiduous in attending 76
were associated an increasing 62
were associated as counsel 56
were associated as members 73
were associated as sisters 71
were associated in achieving 72
were associated in ancient 42
were associated in popular 46
were associated in several 52
were associated so closely 93
were associated the members 48
were associated the remains 40
were astounded to receive 128
were attempted by several 56
were attempted in america 41
were attempted in several 82
were attempted to enforce 56
were attempted to explain 62
were attempted to improve 98
were attempted to increase 43
were attempted to prevent 47
were attempted to produce 59
were attracted by certain 109
were attracted by liberal 41
were attracted by marxist 42
were attracted by religion 72
were attracted by reports 120
were attracted by several 54
were attracted by similar 54
were attracted by stories 132
were attracted by western 46
were attracted in increasing 52
were attracted in numbers 75
were attracted to america 294
were attracted to britain 70
were attracted to british 65
were attracted to careers 47
were attracted to central 91
were attracted to certain 209
were attracted to chicago 68
were attracted to european 80
were attracted to fascism 254
were attracted to females 103
were attracted to foreign 80
were attracted to germany 80
were attracted to holland 75
were attracted to ireland 100
were attracted to judaism 813
were attracted to marxism 489
were attracted to marxist 115
were attracted to members 101
were attracted to northern 47
were attracted to radical 152
were attracted to religion 46
were attracted to science 85
were attracted to service 111
were attracted to similar 44
were attracted to singapore 108
were attracted to southern 55
were attracted to violence 41
were attracted to virginia 56
were attracted to western 326
were attracted to witness 44
were augmented by members 72
were augmented by private 80
were augmented by several 215
were augmented in numbers 56
were augmented to include 131
were authorized by article 81
were authorized by congress 1517
were authorized by federal 56
were authorized by general 89
were authorized by letters 44
were authorized by society 41
were authorized by statute 494
were authorized in certain 43
were authorized in january 43
were authorized to abandon 138
were authorized to absolve 84
were authorized to acquire 322
were authorized to address 58
were authorized to advance 135
were authorized to appoint 1998
were authorized to approve 264
were authorized to baptize 76
were authorized to capture 278
were authorized to certify 62
were authorized to collect 963
were authorized to command 57
were authorized to condemn 69
were authorized to conduct 661
were authorized to consult 57
were authorized to control 121
were authorized to convene 58
were authorized to convert 57
were authorized to convoke 126
were authorized to correct 131
were authorized to declare 266
were authorized to deliver 86
were authorized to deposit 129
were authorized to destroy 127
were authorized to develop 117
were authorized to discuss 233
were authorized to dismiss 61
were authorized to disobey 73
were authorized to dispose 205
were authorized to enforce 265
were authorized to examine 425
were authorized to exchange 240
were authorized to execute 392
were authorized to explore 75
were authorized to express 159
were authorized to finance 62
were authorized to freight 83
were authorized to function 97
were authorized to furnish 101
were authorized to impress 193
were authorized to improve 44
were authorized to include 82
were authorized to increase 379
were authorized to inflict 147
were authorized to initiate 117
were authorized to inquire 166
were authorized to inspect 276
were authorized to license 133
were authorized to operate 480
were authorized to oversee 49
were authorized to perform 623
were authorized to possess 106
were authorized to prepare 377
were authorized to present 171
were authorized to preside 43
were authorized to prevent 74
were authorized to proceed 794
were authorized to procure 260
were authorized to produce 97
were authorized to promise 182
were authorized to propose 393
were authorized to protect 86
were authorized to provide 1122
were authorized to publish 201
were authorized to receive 1807
were authorized to recover 68
were authorized to recruit 178
were authorized to replace 59
were authorized to request 115
were authorized to require 249
were authorized to respond 47
were authorized to solicit 77
were authorized to support 93
were authorized to suspend 147
were authorized to withdraw 154
were authorized to withhold 80
were available as follows 63
were available as optional 68
were available as sources 85
were available at bargain 90
were available at certain 81
were available at present 54
were available at reduced 41
were available at several 107
were available in addition 239
were available in advance 120
were available in america 378
were available in amounts 49
were available in ancient 91
were available in britain 323
were available in british 70
were available in central 43
were available in certain 126
were available in chicago 43
were available in chinese 181
were available in digital 60
were available in exchange 56
were available in foreign 41
were available in germany 274
were available in increasing 53
were available in ireland 78
were available in january 88
were available in limited 431
were available in machine 51
were available in northern 124
were available in numbers 109
were available in october 58
were available in previous 174
were available in printed 436
were available in private 106
were available in relation 75
were available in respect 145
were available in schools 93
were available in several 378
were available in smaller 64
were available in spanish 438
were available in support 69
were available in vietnam 57
were available in virginia 41
were available in western 252
were available in windows 102
were available in written 130
were available on certain 48
were available on records 50
were available on request 324
were available on several 48
were available or because 193
were available the following 115
were available the results 49
were available to account 43
were available to achieve 291
were available to address 185
were available to african 323
were available to analyze 111
were available to ancient 54
were available to anybody 104
were available to artists 78
were available to attempt 69
were available to attract 40
were available to augment 43
were available to bolster 40
were available to britain 41
were available to british 115
were available to canadian 47
were available to certain 43
were available to chinese 46
were available to clients 54
were available to collect 42
were available to comment 45
were available to compare 220
were available to compete 44
were available to compute 95
were available to conduct 283
were available to confirm 236
were available to congress 73
were available to consult 49
were available to control 200
were available to convert 74
were available to correct 186
were available to counsel 48
were available to counter 216
were available to deliver 87
were available to destroy 49
were available to develop 227
were available to discuss 155
were available to educate 42
were available to enforce 210
were available to enhance 46
were available to european 99
were available to examine 181
were available to execute 68
were available to explain 160
were available to exploit 84
were available to explore 47
were available to express 75
were available to extract 43
were available to farmers 296
were available to finance 525
were available to foreign 125
were available to fulfill 89
were available to furnish 52
were available to general 127
were available to germany 45
were available to improve 193
were available to include 48
were available to increase 177
were available to initiate 63
were available to justify 162
were available to married 45
were available to medical 57
were available to members 469
were available to monitor 100
were available to observe 66
were available to operate 166
were available to parents 103
were available to perform 473
were available to persons 150
were available to predict 62
were available to prepare 115
were available to present 42
were available to prevent 324
were available to previous 64
were available to private 187
were available to process 67
were available to produce 308
were available to promote 163
were available to protect 516
were available to provide 1892
were available to receive 126
were available to relieve 150
were available to replace 512
were available to resolve 110
were available to respond 160
were available to restore 73
were available to satisfy 338
were available to schools 107
were available to service 210
were available to several 43
were available to suggest 84
were available to support 1852
were available to sustain 170
were available to teachers 201
were available to testify 234
were available to viewers 53
were available to warrant 54
were available to western 104
were available to workers 206
were available to writers 78
were bankrupting the country 41
were barricading the streets 45
were basically an attempt 50
were basically as follows 81
were basically at variance 74
were basically in harmony 50
were basically in sympathy 71
were basically the following 54
were basically the product 49
were batteries to protect 176
were beleaguering the capital 46
were beneficial in promoting 41
were beneficial or harmful 152
were beneficial or hurtful 115
were beneficial to mankind 80
were beneficial to society 587
were benighted in haywood 54
were blasphemy to suppose 74
were blockaded by british 147
were broadcast on national 260
were broadcast on network 59
were broadcast to millions 50
were broadened to embrace 68
were broadened to include 2945
were broadened to provide 70
were buddhists by religion 49
were calculating the chances 56
were canvassed in several 81
were carefully to abstain 40
were carefully to examine 61
were castrated to prevent 114
were celebrating my birthday 90
were celebrating the adoption 53
were celebrating the arrival 215
were celebrating the beginning 126
were celebrating the birthday 319
were celebrating the capture 47
were celebrating the fiftieth 134
were celebrating the holiday 157
were celebrating the marriage 196
were celebrating the nuptials 54
were celebrating the occasion 242
were celebrating the olympic 69
were celebrating the success 151
were celebrating the triumph 117
were celebrating the victory 437
were centuries in advance 123
were certainly as capable 40
were certainly as exalted 48
were certainly at liberty 138
were certainly at variance 44
were certainly in advance 121
were certainly in contact 185
were certainly in general 71
were certainly no friends 280
were certainly no grounds 79
were certainly no novelty 49
were certainly the ancient 51
were certainly the biggest 48
were certainly the bravest 59
were certainly the earliest 89
were certainly the greatest 160
were certainly the impress 128
were certainly the largest 199
were certainly the logical 41
were certainly the objects 46
were certainly the primary 56
were certainly the product 96
were certainly the reverse 69
were certainly the victims 40
were certainly up against 41
were certified to contain 53
were certified to provide 44
were challenged by certain 42
were challenged by critics 55
were challenged by members 87
were challenged by several 209
were challenged by writers 40
were challenged in federal 126
were challenged in several 41
were challenged on grounds 103
were challenged on several 59
were challenged to develop 265
were challenged to examine 117
were challenged to explain 149
were challenged to explore 41
were challenged to improve 47
were challenged to justify 97
were challenged to perform 83
were challenged to present 49
were challenged to produce 261
were challenged to provide 155
were challenged to reflect 53
were challenged to respond 126
were chargeable to capital 43
were chartered by congress 121
were chartered to provide 72
were chickasaw or choctaw 47
were christians in britain 101
were christians in ireland 217
were christians or muslims 78
were circulating in britain 58
were circulating in germany 63
were clamorous to abandon 80
were clustered in certain 126
were clustered in several 93
were clustered so closely 60
were collapsed to produce 43
were colleagues at harvard 55
were collected as follows 501
were collected as tribute 58
were collected at ambient 65
were collected at autopsy 129
were collected at central 60
were collected at certain 85
were collected at concord 47
were collected at harvest 67
were collected at regular 466
were collected at several 470
were collected at stations 172
were collected by british 123
were collected by captain 169
were collected by charles 148
were collected by colonel 83
were collected by colonial 41
were collected by corrupt 40
were collected by european 48
were collected by examining 58
were collected by filtering 271
were collected by francis 51
were collected by general 135
were collected by gravity 127
were collected by himself 318
were collected by inserting 58
were collected by jugular 71
were collected by members 289
were collected by observing 106
were collected by persons 86
were collected by private 174
were collected by recording 81
were collected by research 81
were collected by reviewing 43
were collected by richard 144
were collected by several 201
were collected by surveying 77
were collected by trained 440
were collected in addition 185
were collected in advance 231
were collected in america 72
were collected in baskets 119
were collected in batches 51
were collected in bottles 81
were collected in britain 56
were collected in buckets 44
were collected in central 146
were collected in certain 62
were collected in chilled 54
were collected in florida 89
were collected in germany 80
were collected in immense 57
were collected in ireland 76
were collected in january 902
were collected in letters 43
were collected in natural 60
were collected in northern 136
were collected in numbers 84
were collected in october 646
were collected in plastic 794
were collected in private 42
were collected in regular 42
were collected in relation 65
were collected in respect 103
were collected in several 775
were collected in shallow 112
were collected in similar 49
were collected in southern 202
were collected in sterile 451
were collected in support 149
were collected in surface 50
were collected in virginia 49
were collected in volumes 173
were collected in western 69
were collected in written 89
were collected on account 92
were collected on filters 122
were collected on imports 49
were collected on january 193
were collected on october 150
were collected on samples 54
were collected on several 267
were collected the following 382
were collected the remains 189
were collected to address 69
were collected to analyze 61
were collected to compare 115
were collected to confirm 57
were collected to develop 52
were collected to examine 171
were collected to explore 47
were collected to finance 61
were collected to monitor 55
were collected to prevent 47
