waged open and unremitting 71
which bede has preserved 78
which beings are disclosed 46
which bell and lancaster 45
which bids are submitted 54
which bile and pancreatic 80
which bone and cartilage 168
which book was published 73
which bore and nourished 41
which bore any proportion 139
which bore her signature 66
which bore his chieftain 53
which bore his signature 564
which bore our ancestors 70
which boys are committed 49
which boys are generally 49
which boys are socialized 95
which boys are subjected 72
which break and discharge 257
which brings out different 57
which buds are developed 71
which burr has persisted 43
which cabs and omnibuses 108
which call for adaptation 40
which call for additional 240
which call for admiration 75
which call for amendment 57
which call for community 56
which call for concerted 88
which call for correction 409
which call for criticism 98
which call for different 758
which call for discussion 307
which call for expression 65
which call for extensive 127
which call for gratitude 59
which call for initiative 58
which call for intensive 72
which call for knowledge 93
which call for leadership 58
which call for political 78
which call for practical 135
which call for reflection 77
which call for regulation 51
which call for resolution 73
which call for responses 62
which call for restraint 52
which call for sustained 184
which call for technical 102
which call one revolution 69
which call out responses 42
which came and chirruped 75
which came near terminating 148
which came off yesterday 65
which came out regularly 71
which came out victorious 117
which came out yesterday 82
which came this afternoon 81
which care for dependent 76
which care was delivered 72
which cars are abandoned 41
which cars are propelled 53
which case any additional 59
which case each component 42
which case his knowledge 70
which case his statement 72
which case his successor 58
which case its existence 85
which case its influence 43
which case they certainly 65
which case they generally 258
which case they invariably 48
which case they naturally 46
which case they reinforce 88
which case they represent 287
which case they sometimes 170
which case they themselves 80
which case this agreement 258
which case you certainly 77
which cast its electoral 53
which chad had corrected 41
which city and chieftain 81
which city was conquered 50
which city was subjected 43
which cloth was stretched 68
which coal and petroleum 43
which cobb had presented 143
which code for antibiotic 127
which code for different 85
which cost him threescore 45
which crew and passengers 46
which crop and livestock 132
which cues are important 61
which dare not overwhelm 115
which data and operations 43
which data arc available 60
which data are assembled 81
which data are available 37968
which data are collected 6308
which data are converted 55
which data are currently 267
which data are difficult 48
which data are displayed 171
which data are evaluated 55
which data are expressed 66
which data are extracted 79
which data are generally 114
which data are generated 328
which data are important 208
which data are necessary 131
which data are organized 382
which data are pertinent 58
which data are presented 1772
which data are presently 75
which data are processed 829
which data are published 194
which data are reasonably 47
which data are requested 135
which data are retrieved 70
which data are submitted 74
which data are tabulated 143
which data are typically 42
which data was available 2124
which data was collected 1101
which data was presented 41
which date they separated 52
which deals with advertising 83
which deals with allocation 54
which deals with arguments 54
which deals with arithmetic 94
which deals with artificial 54
which deals with astronomy 42
which deals with attitudes 97
which deals with biological 102
which deals with character 79
which deals with classical 42
which deals with cognitive 58
which deals with collection 86
which deals with commercial 169
which deals with community 87
which deals with conditions 225
which deals with conflicts 87
which deals with contracts 124
which deals with copyright 53
which deals with corporate 133
which deals with corruption 54
which deals with customers 45
which deals with determining 103
which deals with different 362
which deals with disorders 91
which deals with economics 49
which deals with emergency 65
which deals with empirical 115
which deals with employees 47
which deals with employers 42
which deals with equitable 72
which deals with existence 42
which deals with functional 50
which deals with imaginary 56
which deals with important 150
which deals with incidents 63
which deals with industrial 238
which deals with inorganic 42
which deals with insurance 57
which deals with knowledge 222
which deals with leadership 55
which deals with molecular 45
which deals with motivation 52
which deals with movements 44
which deals with municipal 51
which deals with necessary 50
which deals with objections 46
which deals with operations 66
which deals with organisms 43
which deals with organized 41
which deals with ownership 62
which deals with particles 44
which deals with penalties 47
which deals with perception 57
which deals with permanent 48
which deals with personnel 119
which deals with phenomena 173
which deals with physiology 51
which deals with political 516
which deals with population 107
which deals with practical 312
which deals with precisely 151
which deals with prevention 56
which deals with primitive 67
which deals with priscilla 45
which deals with procedure 70
which deals with proceedings 60
which deals with processes 147
which deals with production 283
which deals with protection 126
which deals with redemption 244
which deals with regulation 74
which deals with secondary 94
which deals with situations 237
which deals with spiritual 122
which deals with standards 73
which deals with strategic 64
which deals with structure 99
which deals with succession 43
which deals with technical 209
which deals with theoretical 87
which deals with traditions 49
which deals with transfers 99
which deals with transport 97
which deals with universal 122
which deals with vocational 74
which deals with voluntary 75
which dealt with astronomy 47
which dealt with attitudes 67
which dealt with commercial 78
which dealt with conditions 139
which dealt with different 206
which dealt with important 113
which dealt with industrial 139
which dealt with insurance 40
which dealt with personnel 57
which dealt with political 530
which dealt with practical 112
which dealt with production 95
which dealt with strategic 41
which dealt with technical 78
which dealt with transport 41
which dealt with universal 45
which deny his subjection 73
which deny its existence 103
which diana had descended 72
which dims and bewilders 49
which docs not interfere 41
which drew its fantastic 63
which drew its leadership 40
which drew its substance 41
which during his residence 74
which during its existence 201
which during long centuries 61
which during six centuries 42
which during two centuries 183
which duty and gratitude 49
which duty and patriotism 58
which duty and principle 53
which duty has inflicted 42
which duty they performed 66
which duty was performed 131
which edith had described 53
which eggs are deposited 442
which eggs are developed 59
which eggs are incubated 103
which else was gradually 40
which emil and alexandra 45
which even her admirable 53
which even his bitterest 208
which even his compassion 50
which even his disciples 48
which even his followers 50
which even his influence 73
which even his obstinate 120
which even his opponents 288
which even his political 95
which even its advocates 121
which even its opponents 148
which even its slightest 48
which even kings succumbed 47
which even now continued 42
which even now continues 176
which even now ministers 73
which even now separates 42
which even now sometimes 53
which even our appetites 42
which even our knowledge 43
which even our opponents 82
which even that credulous 45
which even then conferred 50
which even then contained 68
which even then prevailed 62
which even they themselves 527
which ever art presented 58
which ever was published 73
which ezra had inscribed 47
which fact was announced 65
which fact was confirmed 112
which fact was doubtless 47
which fade out gradually 71
which fair and equitable 55
which fair and reasonable 117
which faith and knowledge 127
which faith and obedience 219
which fate had condemned 89
which fate had consigned 55
which fate had inflicted 49
which fate has consigned 41
which fate has separated 63
which fate has subjected 94
which fears and anxieties 71
which fees are collected 114
which fell out accordingly 404
which fell with redoubled 44
which felt his influence 53
which felt its influence 42
which felt with exquisite 76
which fill our hospitals 66
which fill our libraries 86
which film and television 226
which fire and brimstone 73
which fire was generated 42
which firm was dissolved 40
which fish and shellfish 167
which fits all situations 56
which fits for directive 65
which fits him perfectly 49
which five are permanent 75
which food and beverages 95
which food was available 152
which food was delivered 69
which food was presented 91
which form and cultivate 163
which form and expression 40
which form and structure 194
which form and substance 190
which form and transform 113
which form his character 225
which form his principal 92
which form its component 47
which form its foundation 119
which form its framework 108
which form its population 46
which form its principal 642
which form its structure 67
which form its substance 115
which form new intervals 313
which form our character 45
which form this collection 88
which form two different 51
which four are especially 61
which four are important 56
which from all antiquity 73
which from all appearance 52
which from all available 41
which from all directions 46
which from her childhood 97
which from his childhood 305
which from his knowledge 107
which from his viewpoint 93
which from its abundance 114
which from its antiquity 101
which from its appearance 819
which from its association 46
which from its character 225
which from its closeness 41
which from its connection 80
which from its derivation 62
which from its dimensions 55
which from its etymology 49
which from its fertility 49
which from its foundation 375
which from its intensity 62
which from its intrinsic 72
which from its lightness 52
which from its magnitude 220
which from its proximity 187
which from its singularity 86
which from its stiffness 41
which from its structure 82
which from long association 44
which from long continued 118
which from one generation 84
which from one viewpoint 44
which from our childhood 149
which from our knowledge 80
which from our viewpoint 93
which from this viewpoint 69
which game was plentiful 42
which game was preserved 55
