wading bird populations in 51
ways their appreciation of 47
ways very unexpected to 42
ways well appreciated by 41
ways were considered to 53
ways were discovered by 46
ways were discovered of 73
ways were discovered to 127
ways were influenced by 41
ways were propounded to 58
ways when confronted by 76
wealth among households in 45
wealth among yourselves in 160
wealth from accumulating in 81
wealth from households to 41
wealth from investment in 48
wealth were answerable to 116
wealth were controlled by 70
wealth were sufficient to 83
wealth will eventually be 50
wearing some combination of 40
weave songs consecrate to 618
weed seed germination in 139
weed seed populations in 122
week from charleston to 73
week were classified as 195
week were considered to 47
week were designated as 49
week were sufficient to 113
well also contribute to 63
well done regardless of 70
well feel astonished at 77
well feel encouraged to 60
well find application in 118
well find difficulty in 106
well from experience in 60
well from experience the 188
well from inclination as 331
well from remoteness of 59
well give skepticism as 147
well have acquiesced in 68
well have aggravated the 121
well have application in 80
well have application to 66
well have appreciated the 326
well have approached the 132
well have astonished the 57
well have attributed the 65
well have attributed to 96
well have calculated the 75
well have celebrated the 52
well have circulated in 84
well have complained of 171
well have complained to 41
well have compounded the 52
well have conditioned the 87
well have confidence in 75
well have considered an 66
well have considered as 125
well have considered it 568
well have considered the 1022
well have considered to 54
well have controlled the 92
well have culminated in 139
well have designated the 41
well have determined the 514
well have determined to 81
well have difficulty in 600
well have diminished the 103
well have disappeared by 65
well have disappeared in 122
well have discovered in 52
well have discovered the 317
well have distracted the 52
well have eliminated the 95
well have emphasized the 125
well have encouraged an 55
well have encouraged it 65
well have encouraged the 1195
well have extinguished the 45
well have flourished in 113
well have formulated the 52
well have frightened the 99
well have frustrated the 72
well have heightened the 118
well have identified the 134
well have influenced it 62
well have influenced my 58
well have influenced the 4120
well have instigated the 74
well have instructed the 64
well have intervened in 46
well have intervened to 52
well have introduced it 43
well have introduced the 235
well have jeopardized the 160
well have maintained the 64
well have originated as 930
well have originated at 136
well have originated by 53
well have originated in 2819
well have originated on 87
well have originated the 108
well have outweighed the 184
well have overlooked the 180
well have overstated the 96
well have paralleled the 43
well have penetrated the 105
well have penetrated to 49
well have prejudiced the 94
well have recognized in 90
well have recognized the 349
well have reinforced the 361
well have remembered it 49
well have remembered the 413
well have restrained the 41
well have restricted the 61
well have sacrificed the 41
well have stimulated the 515
well have strengthened the 424
well have subscribed to 191
well have suppressed the 52
well have symbolized the 107
well have terminated the 66
well have translated the 58
well have undermined the 350
well have understood it 94
well have understood the 510
well have undertaken the 91
well have undertaken to 247
well high impossible to 48
well into prominence the 53
well lose confidence in 53
well nigh comparable to 112
well nigh distracted at 56
well nigh distracted by 56
well nigh distracted me 49
well nigh extinguished by 71
well nigh extinguished in 83
well nigh extinguished the 65
well nigh impossible as 130
well nigh impossible at 84
well nigh impossible by 85
well nigh impossible if 100
well nigh impossible in 591
well nigh impossible it 141
well nigh impossible of 208
well nigh impossible on 49
well nigh impossible or 40
well nigh impossible to 22895
well nigh incredible to 51
well nigh overturned the 125
well nigh sufficient to 42
well nigh terminated in 174
well paid employment in 140
well save yourselves the 45
well seem impossible to 114
well seem incredible to 103
well seem preferable to 73
well seem sufficient to 108
well take cognizance of 203
well take precedence of 57
well these endowments of 47
well those appertaining to 54
well upon indictment as 61
well upon principles of 56
well were accustomed to 40
well when confronted by 71
well when considered in 45
well when cultivated in 53
well when information is 55
well when introduced to 51
well when surrounded by 290
well width dependence of 156
well will accelerate the 89
well worth examination by 51
well worth observation on 56
well worth recommending to 46
well worth renunciation of 43
went ahead regardless of 142
went along piccadilly as 53
went away apparently to 49
went away astonished at 65
went away determined to 308
went away immediately to 142
went away strengthened in 56
went back cheerfully to 40
went back constantly to 46
went back determined to 93
went back downstairs as 45
went back downstairs he 42
went back downstairs in 98
went back downstairs to 2866
went back immediately to 613
went back originally to 66
went back ultimately to 230
went clear downstairs to 44
went down frequently on 61
went down immediately to 430
went down personally to 156
went forth cheerfully to 45
went forth determined to 178
went forth immediately to 77
went forth surrounded by 60
went forth unassisted to 42
went from canterbury to 169
went from charleston to 132
went from cincinnati to 107
went from conference to 40
went from copenhagen to 73
went from department to 244
went from elementary to 42
went from gloucester to 46
went from louisville to 83
went from manchester to 186
went from marseilles to 128
went from minneapolis to 48
went from pittsburgh to 103
went from prosperity to 68
went from providence to 150
went from puzzlement to 43
went from restaurant to 102
went from settlement to 169
went from southampton to 80
went from university to 77
went from valparaiso to 46
went from versailles to 113
went from winchester to 117
went home determined to 714
went home immediately to 102
went into banishment at 78
went into banishment in 57
went into banishment to 51
went into bankruptcy as 233
went into bankruptcy at 70
went into bankruptcy in 1808
went into bankruptcy on 130
went into bankruptcy or 198
went into bankruptcy the 110
went into circulation as 210
went into circulation at 45
went into circulation in 330
went into circulation on 74
went into classrooms to 55
went into concealment in 74
went into conference at 157
went into conference in 118
went into conference on 103
went into conference to 135
went into constructing the 214
went into contortions of 96
went into contortions on 76
went into convulsions as 166
went into convulsions at 149
went into convulsions in 79
went into convulsions of 552
went into convulsions on 48
went into engagements it 62
went into establishing the 192
went into government in 45
went into government or 44
went into hibernation as 42
went into hibernation at 45
went into hibernation in 206
went into implementing the 45
went into investment in 85
went into journalism as 49
went into journalism in 131
went into liquidation as 200
went into liquidation at 124
went into liquidation he 57
went into liquidation in 2947
went into liquidation it 43
went into liquidation on 363
went into liquidation or 184
went into liquidation the 174
went into management at 187
went into management in 79
went into management on 92
went into preparation of 92
went into publication in 53
went into retirement as 215
went into retirement at 556
went into retirement in 985
went into retirement on 153
went into retirement or 55
went into retirement to 158
went into speculation in 51
went into syndication in 120
went into transports of 398
went into vaudeville as 145
went less frequently to 125
went lord lieutenant to 93
went more frequently to 505
went most frequently to 98
went over completely to 523
went over definitely to 85
went over immediately to 215
went over personally to 55
went there determined to 211
went there frequently to 371
went there immediately to 82
went there originally to 61
went there ostensibly to 74
went there personally to 121
went very frequently to 127
were able accurately to 276
were able adequately to 102
were able apparently to 69
were able completely to 388
were able consciously to 49
were able constantly to 177
were able decisively to 42
were able definitely to 130
were able distinctly to 78
were able essentially to 40
were able eventually to 986
were able financially to 62
were able frequently to 96
were able immediately to 493
were able indirectly to 54
were able nonetheless to 105
were able personally to 122
were able physically to 50
were able positively to 54
were able ultimately to 308
were ably maintained by 45
were ably reinforced by 48
were ably summarized by 75
were acting improperly in 44
were acts calculated to 40
were adding enormously to 51
were also acceptable in 42
were also acceptable to 297
were also accessible by 54
were also accessible to 340
were also accredited to 98
were also accusations of 224
were also accustomed to 2149
were also adaptations of 72
were also admonished to 231
were also advantaged by 45
were also advantages in 141
were also advantages to 145
were also advertised as 185
were also advertised by 68
were also advertised in 226
were also aggravated by 412
were also aggregated to 42
were also aggressive in 77
were also allegations of 492
were also alterations in 99
were also amendments to 42
were also answerable to 88
were also anticipating the 47
were also apparently in 89
were also apparently the 89
were also applicable in 191
were also applicable to 1719
were also appreciated as 59
were also appreciated by 303
were also appreciated in 75
were also approached by 237
were also approached in 97
were also approached to 116
were also appropriate to 150
were also architects of 114
were also associations of 78
were also astonished at 164
were also astonished by 86
were also astonished to 156
were also attenuated by 56
were also attractive in 62
were also attractive to 497
were also attributed by 82
were also attributed to 2561
were also attributes of 114
were also auxiliaries to 67
were also bewildered by 80
were also brightened by 57
were also buttressed by 85
were also calculated as 521
were also calculated at 172
were also calculated by 881
were also calculated in 998
were also calculated on 286
were also calculated to 970
were also captivated by 258
were also casualties of 114
were also categories of 56
were also celebrated as 272
were also celebrated at 175
were also celebrated by 272
were also celebrated in 710
were also celebrated on 86
were also characters in 45
were also circulated as 87
were also circulated by 178
were also circulated in 419
were also circulated to 248
were also classified as 4732
were also classified by 543
were also classified in 398
were also classified on 117
were also collections of 250
were also collectors of 177
were also commanders of 87
were also committees of 61
were also comparable in 263
were also comparable to 413
were also complained of 216
were also complaints by 93
were also complaints in 55
were also complaints of 414
were also completely at 44
were also components of 201
were also compounded by 314
were also concessions to 56
were also conditioned by 697
were also conditioned to 95
were also confounded by 88
were also confronted by 612
were also confronted in 44
were also considered an 286
were also considered as 5890
were also considered at 528
were also considered by 1730
were also considered in 2717
were also considered of 192
were also considered on 117
were also considered the 467
were also considered to 5574
were also consistent in 244
were also constantly at 119
were also constantly in 131
were also constantly on 238
were also contracted by 59
were also contracted to 136
were also contributing to 1061
were also controlled by 1518
were also controlled in 123
were also controlled to 52
were also convenient to 57
were also correlated in 40
were also correlated to 253
were also criticisms of 263
were also criticized as 436
were also criticized by 614
were also criticized in 286
were also criticized on 107
were also cultivated as 46
were also cultivated at 61
were also cultivated by 325
were also cultivated in 523
were also cultivated on 269
were also cultivated to 52
were also defendants in 115
were also demolished in 58
were also designated as 2121
were also designated by 381
were also designated in 106
were also designated to 236
were also detectable by 42
were also detectable in 263
were also determined as 416
were also determined at 435
were also determined by 3583
were also determined in 1697
were also determined on 821
were also determined to 3642
were also devastated by 206
were also diminished by 172
were also diminished in 253
were also discharged by 67
were also discharged in 48
were also discovered as 45
were also discovered at 935
were also discovered by 867
were also discovered in 6784
were also discovered on 379
were also discovered the 60
were also discovered to 418
were also discussions in 57
were also discussions of 222
were also discussions on 198
were also dismissive of 66
were also dispatched at 69
were also dispatched by 96
were also dispatched in 43
were also dispatched to 1295
were also dissimilar in 60
were also distracted by 177
were also distressed at 62
were also distressed by 359
were also distressed to 57
were also distrusted by 54
were also documented by 214
were also documented in 447
were also duplicated in 62
were also efficacious in 44
were also elaborated by 60
were also elaborated in 115
were also elaborated on 53
were also eliminated as 197
were also eliminated by 168
were also eliminated in 180
were also eliminated or 74
were also embittered by 162
were also emblematic of 141
were also emboldened by 170
were also emboldened to 40
were also emphasized as 198
were also emphasized by 408
were also emphasized in 422
were also encouraged as 126
were also encouraged at 41
were also encouraged by 3192
were also encouraged in 404
were also encouraged to 12911
were also encumbered by 88
were also enthusiastic in 46
were also entrenched in 88
were also enumerated by 52
were also enumerated in 210
were also equivalent in 66
were also equivalent to 133
were also essentially the 186
were also establishing the 47
were also exceptional in 154
were also executives of 47
were also exhibitions of 107
were also experiencing an 101
were also experiencing the 323
were also expressions of 842
were also expressive of 118
were also fabricated by 183
were also fabricated in 106
were also fabricated on 176
were also fabricated to 69
were also fascinated by 1218
were also fashionable at 62
were also fashionable in 109
were also foreigners in 52
were also formulated as 82
were also formulated at 46
were also formulated by 162
were also formulated in 248
were also formulated to 154
were also frequented by 573
were also frequently at 129
were also frequently in 191
were also frequently of 89
were also frequently the 250
were also frequently to 80
were also frightened by 305
were also frightened of 201
were also frightened to 40
were also frustrated at 43
were also frustrated by 828
were also frustrated in 262
were also garrisoned by 91
were also guaranteed by 203
were also guaranteed in 54
were also guaranteed the 163
were also guaranteed to 106
were also habituated to 53
were also heightened by 172
were also hospitable to 62
were also hybridized to 62
were also identified as 8322
were also identified at 286
were also identified by 2293
were also identified in 7542
were also identified on 282
were also identified to 160
were also immigrants to 42
were also implicated as 201
were also implicated by 57
were also implicated in 1753
were also impossible to 151
were also impressive by 49
were also impressive in 55
were also imprisoned at 87
were also imprisoned by 46
were also imprisoned in 353
were also imprisoned or 58
were also inadequate in 80
were also inadequate to 163
were also incentives to 63
were also indications in 88
were also indications of 1632
were also indicative of 1102
were also indicators of 181
were also indigenous to 45
were also indisposed to 41
were also ineligible to 84
were also influenced by 17875
were also influenced in 362
were also influenced to 262
were also influences on 48
were also influential as 94
were also influential at 55
were also influential in 2515
were also influential on 169
were also inheritors of 55
were also inhibitory to 86
were also innovations in 75
were also innovative in 159
were also innovators in 88
were also instigated by 80
were also instigated to 73
were also instituted as 115
were also instituted at 136
were also instituted by 208
were also instituted in 477
were also instituted to 279
were also instructed as 42
were also instructed by 314
were also instructed in 2831
were also instructed on 199
were also instructed to 7633
were also integrated in 385
were also interested as 41
were also interested in 53177
were also interested to 863
were also interwoven in 49
were also intimations of 56
were also intolerant of 68
were also introduced as 1248
were also introduced at 1081
were also introduced by 1696
were also introduced in 9322
were also introduced on 893
were also introduced so 148
were also introduced the 67
were also introduced to 5353
were also invaluable as 57
were also invaluable in 268
were also invaluable to 116
were also invitations to 93
were also irrelevant to 72
were also landowners in 55
were also latecomers to 41
were also limitations in 74
were also limitations on 162
were also limitations to 64
were also maintained as 125
were also maintained at 403
were also maintained by 792
were also maintained in 656
were also maintained on 304
were also maintained to 96
were also manifested at 47
were also manifested by 133
were also manifested in 1847
were also menageries of 42
were also mesmerized by 61
were also multiplied by 108
were also multitudes of 125
were also narratives of 43
were also normalized by 67
were also normalized to 110
were also observable in 237
were also obstructed by 83
were also obtainable in 56
were also originally in 42
were also originally of 77
were also originated by 56
were also ornamented in 71
were also overlooked by 113
were also overlooked in 41
were also paralleled by 135
were also paralleled in 48
were also patronized by 199
were also penetrated by 113
were also persecuted as 42
were also persecuted by 215
were also persecuted in 85
were also plaintiffs in 138
were also possessors of 74
were also postulated to 62
were also precursors of 107
were also predicated on 379
were also predictive of 485
were also predictors of 133
were also prejudicial to 79
were also preoccupied by 87
were also prescribed as 40
were also prescribed by 211
were also prescribed in 173
were also prescribed to 120
were also presidents of 155
were also principals in 42
were also principles of 43
were also privileged by 46
were also privileged in 156
were also privileged to 593
were also proclaimed by 65
were also proclaimed in 44
were also productions of 67
were also productive in 64
were also productive of 249
were also professors at 97
were also professors in 54
were also professors of 191
were also proficient at 62
were also proficient in 299
were also programmed to 103
were also prohibited by 267
were also prohibited in 191
were also prohibited on 41
were also prohibited to 152
were also projections of 46
were also pronounced by 70
were also pronounced in 97
were also propagated by 129
were also propagated in 49
were also proponents of 251
were also proscribed by 57
were also proscribed in 106
were also prosecuted by 58
were also prosecuted in 48
were also protective of 59
were also protectors of 90
were also publicized in 47
were also publishers of 119
were also punctuated by 123
were also punishable by 164
were also purchasers of 56
were also quantified by 64
were also quantified in 58
were also quantities of 366
were also randomized to 196
were also recipients of 638
were also recognized as 3828
were also recognized at 104
were also recognized by 1255
were also recognized in 1702
were also recognized on 53
were also recognized to 123
were also reconciled to 72
were also redesigned to 93
were also reenforced by 43
were also referenced in 40
were also references in 54
were also references to 862
were also reflections of 193
were also reflective of 284
were also refractory to 78
were also registered as 433
were also registered at 110
were also registered by 252
were also registered in 956
were also registered on 104
were also registered to 61
were also reinforced by 1238
were also reinforced in 115
were also reinstated in 50
were also reiterated by 61
were also reiterated in 72
were also remarkable as 43
were also remarkable in 149
were also remembered as 170
were also remembered by 98
were also remembered in 140
were also reorganized in 47
were also reorganized to 51
were also replicated by 41
were also replicated in 166
were also representing the 76
were also reproduced as 141
were also reproduced by 178
were also reproduced in 748
were also reproduced on 88
were also respectful of 67
were also responsive to 579
were also restrained by 245
were also restrained in 62
were also restricted as 65
were also restricted by 445
were also restricted in 1093
were also restricted to 894
were also revolutions in 49
were also sacrificed at 162
were also sacrificed by 90
were also sacrificed in 333
were also sacrificed on 86
were also sacrificed to 349
were also sacrifices of 49
were also sanctified by 42
were also segregated by 151
were also segregated in 128
were also sensitized to 96
were also serviceable to 40
were also shortcomings in 74
were also signalized by 47
were also sovereigns of 50
were also specialists in 319
were also statements of 93
were also stereotyped as 122
were also stimulated by 1355
were also stimulated in 84
were also stimulated to 277
were also stipulated in 164
were also stratified by 131
were also strengthened at 58
were also strengthened by 990
were also strengthened in 189
were also strengthened to 72
were also strongholds of 82
were also structured by 149
were also structured in 73
were also structured to 75
were also subdivided by 54
were also subjugated by 91
were also subscribed by 107
were also subscribed to 64
were also subsidized by 159
were also substantial in 129
were also successful as 171
were also successful at 271
were also successful in 4209
were also successful on 178
were also sufficient to 317
were also suggestions in 49
were also suggestions of 203
were also suggestions to 75
were also suggestive of 225
were also summarized by 144
were also summarized in 252
were also superseded by 91
were also supervised by 242
were also supporters of 878
were also supportive of 675
were also suppressed by 322
were also suppressed in 308
were also surmounted by 75
were also surrounded by 1140
were also symbolized by 88
were also symbolized in 52
were also sympathetic to 824
were also synthesized by 298
were also synthesized in 324
were also terminated by 66
were also terrorized by 41
were also traditional in 78
were also transacted in 63
were also transforming the 118
were also translated at 44
were also translated by 307
were also translated in 375
were also translated to 44
were also tyrannical in 77
were also ubiquitous in 54
were also unaffected by 559
were also underlined by 98
were also underlined in 57
were also undermined by 517
were also understood as 608
were also understood by 154
were also understood in 97
were also understood to 520
were also undertaken as 186
were also undertaken at 436
were also undertaken by 1348
were also undertaken in 2797
were also undertaken of 89
were also undertaken on 625
were also undertaken to 1342
were also unexpected to 79
were also unfriendly to 77
were also unprepared to 90
were also victimized by 421
were also victimized in 51
were also visualized by 54
were also visualized in 88
were also vociferous in 46
were also vulnerable in 71
were also vulnerable to 1790
were also worshipers of 45
were avid collectors of 400
were avid proponents of 63
were avid supporters of 420
were back downstairs in 58
were best accustomed to 86
were best acquainted in 58
were best appreciated by 110
were best calculated to 2744
were best classified as 114
were best considered as 137
were best controlled by 67
were best determined by 74
were best guaranteed by 41
were best instructed in 94
were best maintained by 175
were best manifested in 48
were best summarized by 232
were best summarized in 134
were best symbolized by 52
were best understood as 1129
were best understood by 233
were best understood in 245
were born inheritors of 53
were born subsequent to 108
were bringing destruction on 43
were bringing prosperity to 97
were busy constructing the 162
were busy distributing the 69
were busy entertaining the 47
were busy establishing the 131
were busy everywhere in 68
were busy transferring the 46
were busy transforming the 144
were busy transporting the 51
were calm spectators of 59
were cast separately in 60
were cast vertically in 57
were cheap sacrifices to 69
were clear advantages in 195
were clear advantages to 184
were clear expressions of 175
were clear indications in 125
were clear indications of 2032
were clear indications to 87
were clear indicators of 230
were clear limitations on 56
were clear limitations to 93
were clear references to 103
were clear reflections of 75
were clear statements of 109
were clinging tenaciously to 125
were coming constantly to 53
were coming downstairs to 54
were core components of 43
were deep corruptions in 82
were diet sufficient to 59
were dire predictions of 180
were done consciously by 55
were done essentially as 204
were done immediately to 85
were done separately by 83
were done separately in 54
were done separately on 54
were duly advertised in 167
were duly appreciated at 49
were duly appreciated by 946
were duly appreciated in 115
were duly celebrated at 52
were duly celebrated by 74
were duly celebrated in 116
were duly chronicled by 58
were duly chronicled in 198
were duly considered at 42
were duly considered by 499
were duly considered in 245
were duly designated in 57
were duly dispatched to 204
were duly instructed by 48
were duly instructed in 299
were duly instructed to 108
were duly introduced in 57
were duly introduced to 203
were duly proclaimed in 42
were duly recognized as 190
were duly recognized by 334
were duly recognized in 104
were duly registered as 299
were duly registered at 92
were duly registered by 196
were duly registered in 381
were duly remembered in 45
were eager purchasers of 63
were eager recipients of 41
were eager spectators of 42
were eager supporters of 169
were early accustomed to 300
were early appreciated by 84
were early casualties of 144
were early circulated in 40
were early collectors of 52
were early considered to 58
were early developers of 67
were early discovered by 131
were early discovered in 42
were early discovered to 58
were early expressions of 109
were early identified as 180
were early immigrants to 98
were early indications of 484
were early indicators of 122
were early influenced by 132
were early influences on 97
were early innovators in 43
were early instructed in 173
were early instructed to 50
were early interested in 191
were early intimations of 41
were early introduced by 87
were early introduced in 70
were early introduced to 114
were early manifested in 41
were early precursors of 91
were early proponents of 452
were early prototypes of 49
were early recipients of 91
were early recognized as 1354
were early recognized by 420
were early recognized in 117
were early recognized to 128
were early superseded by 53
were early supplanted by 50
were early supporters of 785
were even accusations of 49
were even accustomed to 200
were even advertised in 62
were even allegations of 48
were even astonished at 43
were even attributed to 123
were even calculated to 42
were even celebrated in 89
were even circulated in 40
were even classified as 152
were even complaints of 57
were even considered as 581
were even considered by 145
were even considered in 59
were even considered to 328
were even criticized by 56
were even designated as 49
were even determined to 75
were even discovered in 78
were even dispatched to 98
were even emboldened to 90
were even encouraged by 863
were even encouraged in 56
were even encouraged to 1269
were even fraudulent in 53
were even identified as 119
were even imprisoned in 44
were even imprisoned on 60
were even indications of 112
were even influenced by 114
were even instructed in 54
were even instructed to 271
were even interested in 623
were even introduced in 76
were even introduced to 143
were even maintained in 83
were even preferable to 58
were even privileged to 65
were even prohibited by 73
were even prohibited to 69
were even recognized as 334
were even recognized by 95
were even references to 98
were even registered to 59
were even reinforced by 62
were even reproduced in 65
were even restricted in 52
were even restricted to 76
were even strengthened by 126
were even strengthened in 46
were even subsidized by 62
were even successful in 340
were even sufficient to 95
were even suggestions in 60
were even suggestions of 132
were even supporters of 42
were even surrounded by 57
were even sympathetic to 148
were even tantalized in 49
were even undertaken in 75
were ever accustomed to 264
were ever approached by 46
were ever attributed to 145
were ever celebrated in 47
were ever circulated in 40
were ever classified as 42
were ever confronted by 52
were ever considered as 476
were ever considered by 136
were ever considered in 133
were ever considered to 107
were ever determined to 44
were ever discovered by 174
were ever discovered in 240
were ever discovered on 48
were ever discovered to 41
were ever duplicates of 42
were ever encouraged by 57
were ever encouraged to 83
were ever identified as 66
were ever identified in 43
were ever influenced by 100
were ever instituted by 41
were ever interested in 363
were ever intermingled in 88
were ever introduced in 129
were ever introduced to 118
were ever manifested in 48
were ever privileged to 204
were ever recognized as 191
were ever recognized by 55
were ever reconciled to 87
were ever refractory to 40
were ever remembered by 64
were ever sacrificed to 75
were ever solicitous to 46
were ever successful in 174
were ever sufficient to 72
were ever surrounded by 73
were ever understood to 68
were ever undertaken by 67
were ever vouchsafed to 72
were evil influences at 129
were facing difficulty in 48
were fast accumulating in 58
were fast monopolizing the 50
were fast substituting the 55
were felt everywhere in 142
were felt immediately by 63
were felt immediately in 199
were fine plantations of 41
were firm supporters of 1115
were five candidates in 167
were five categories of 377
were five generations of 193
were five newspapers in 53
were five replicates of 58
were flying abundantly on 83
were flying everywhere as 166
were flying everywhere in 77
were four apartments in 64
were four apartments on 143
were four approaches to 41
were four candidates in 540
were four categories of 795
were four characters of 53
were four collections of 45
were four components of 63
were four components to 71
were four generations in 58
were four generations of 386
were four newspapers in 89
were four references to 43
were four replicates of 121
were free adaptations of 66
were free associations of 40
were from households in 57
were full employment in 47
were full professors at 62
were full professors in 67
were gazing mournfully on 45
were giving assistance to 190
were giving employment to 237
were giving importance to 47
were giving indications of 82
were giving information to 185
were giving instruction in 277
were giving instruction to 169
were giving interviews to 41
were giving precedence to 53
were giving preference to 164
were giving prominence to 43
were good candidates to 85
were good conductors of 137
were good indications of 171
were good indicators of 577
were good influences in 96
were good inhibitors of 54
were good predictors of 1448
were good responders to 78
were great advantages in 559
were great advantages to 311
were great appearances of 50
were great attractions in 56
were great attractions to 77
were great authorities in 51
were great authorities on 163
were great collections of 56
were great collectors of 259
were great complaints in 54
were great complaints of 268
were great destroyers of 67
were great difficulty in 48
were great discussions on 65
were great dissensions in 81
were great hindrances to 97
were great incentives to 80
were great influences in 56
were great influences on 71
were great innovators in 61
were great landowners in 102
were great multitudes of 130
were great plantations of 54
were great pretenders to 81
were great proponents of 75
were great quantities of 2552
were great respecters of 110
were great simplicity in 44
were great supporters of 582
were great temptations to 180
were half frightened at 57
were half frightened to 47
were half suffocated as 125
were half suffocated by 160
were having absolutely no 82
were having difficulty at 61
were having difficulty in 4489
were having difficulty to 63
were heard complaints of 46
were heard distinctly at 50
were heard distinctly by 91
were heard distinctly in 114
were heard everywhere in 198
were heard everywhere on 57
were heard expressions of 90
were heard frequently in 118
were heard frequently to 56
were heavy casualties in 105
were heavy casualties on 527
were heavy complaints of 60
were heavy impressions to 87
were heavy purchasers of 76
were heavy withdrawals of 86
were held absolutely at 132
were held admissible as 199
were held admissible in 257
were held admissible on 46
were held admissible to 183
were held answerable to 46
were held applicable in 53
were held applicable to 311
were held constantly in 47
were held deductible as 165
were held deductible by 69
were held deductible in 162
were held equivalent to 69
were held everywhere in 161
were held everywhere to 145
were held fascinated by 47
were held frequently at 118
were held frequently by 45
were held frequently in 312
were held frequently on 49
were held frequently to 115
were held immediately in 42
were held immediately of 151
were held informally in 53
were held originally by 51
were held originally in 65
were held regardless of 47
were held separately by 114
were held separately in 202
were held spellbound by 494
were held subsequent to 51
were held sufficient by 50
were held sufficient in 56
were held sufficient to 1057
were held vertically in 74
were here confronted by 52
were here considered to 53
were here influenced by 42
were here introduced to 151
were here reinforced by 64
were here reproduced in 48
were here sacrificed to 44
were here surrounded by 95
were high authorities in 56
were high incidences of 63
were high proportions of 152
were high regardless of 41
were hoping eventually to 51
were huge quantities of 272
were ideal candidates to 59
were idle spectators of 83
were just calculated to 52
were just collections of 96
were just determined to 122
were just experiencing the 58
were just expressions of 64
were just fascinated by 95
were just impossible to 85
were just instructed to 52
were just interested in 1389
were just introduced to 123
were just reflections of 52
were just sufficient to 1849
were just surrounded by 59
were keen collectors of 108
were keen supporters of 587
were kept completely in 659
were kept constantly at 1198
were kept constantly in 1016
were kept constantly on 2839
were kept imprisoned in 185
were kept segregated in 53
were kept separately by 55
were kept separately in 533
were kept uninformed of 69
were last reorganized by 99
were leading characters in 70
were leading inevitably to 101
were leading inexorably to 119
were leading proponents of 197
were leading supporters of 133
were leaking information to 108
were least acceptable to 94
were least accessible to 65
