wan cheek drinks in 41
war strong enough to 153
war swept across the 128
war swept through the 135
war taxes should be 60
war under leaders of 43
war waged without the 45
war where priest is 40
war which appears to 171
war which became the 92
war which begins by 48
war which belongs to 95
war which caused the 419
war which changed the 155
war which closed in 78
war which closed the 43
war which created the 95
war which engaged the 58
war which england is 44
war which ensued he 70
war which ensued in 142
war which ensued is 93
war which ensued on 77
war which ensued the 163
war which exists in 71
war which exists is 61
war which failed to 76
war which filled the 140
war which flared up 84
war which forced the 135
war which formed the 220
war which govern the 44
war which helped to 104
war which issued in 53
war which lasted as 43
war which lasted to 88
war which marked the 304
war which neither of 64
war which neither the 62
war which opened in 108
war which opened the 163
war which opened to 79
war which pitted the 63
war which plunged the 59
war which proved so 96
war which proved the 53
war which proved to 113
war which raised the 42
war which ruined the 58
war which seemed as 93
war which seemed at 51
war which seemed on 42
war which seemed so 222
war which seemed to 1030
war which served as 46
war which served to 58
war which should be 598
war which showed the 52
war which sooner or 44
war which sought to 89
war which tended to 129
war which turned the 53
war which united the 68
war while engaged in 62
war while refusing to 48
war whose mental or 81
war whose wounds we 42
war within states or 118
war world should be 232
war would affect the 299
war would affect us 45
war would already be 107
war would always be 455
war would amount to 281
war would assume the 45
war would become an 204
war would become so 114
war would become the 212
war would clearly be 49
war would compel the 80
war would decide on 55
war would decide the 128
war would demand the 56
war would depend on 373
war would divide the 62
war would enable the 184
war would ensure the 54
war would entail on 52
war would entail the 97
war would exceed the 60
war would expose the 96
war would extend the 51
war would extend to 83
war would follow if 229
war would follow in 110
war would follow the 273
war would hardly be 156
war would hasten the 101
war would hinder the 162
war would impose on 92
war would indeed be 295
war would injure the 55
war would likely be 206
war would merely be 54
war would permit the 73
war would reduce the 177
war would remain in 194
war would remain the 49
war would remove the 57
war would render it 43
war would render the 170
war would result at 50
war would result if 237
war would result in 5280
war would return to 106
war would revive the 43
war would settle the 128
war would simply be 84
war would sooner or 174
war would surely be 238
war would thereby be 207
war would threaten the 169
war would violate the 62
war zones across the 50
war zones around the 332
was about abreast of 89
was about access to 98
was about before he 120
was about before it 51
was about before the 82
was about building the 64
was about changes in 70
was about crossing the 230
was about daniel in 67
was about defining the 54
was about double in 64
was about double of 123
was about double the 2610
was about eighty at 93
was about eighty in 44
was about eighty or 111
was about eighty to 56
was about eleven at 460
was about eleven by 49
was about eleven he 99
was about eleven in 845
was about eleven my 44
was about eleven or 1828
was about eleven the 47
was about eleven to 83
was about enough of 40
was about enough to 348
was about entering on 259
was about entering the 751
was about events in 91
was about except the 109
was about fishes in 75
was about gently to 61
was about honoring the 45
was about inches in 45
was about issues of 75
was about managing the 47
was about marching to 48
was about midday on 82
was about midway in 310
was about midway of 245
was about midway on 59
was about midway up 45
was about ninety in 41
was about ninety or 104
was about normal in 217
was about offset by 53
was about papers or 70
was about printing it 50
was about quitting my 189
was about quitting the 143
was about reducing the 67
was about removing the 44
was about removing to 77
was about repeating the 62
was about replying to 57
was about retiring to 265
was about scared to 47
was about securing the 44
was about settling the 43
was about something he 86
was about something in 70
was about something of 48
was about standing up 42
was about starting in 129
was about starting on 712
was about starting to 202
was about sunset on 90
was about triple the 114
was about twelve at 854
was about twelve by 374
was about twelve he 288
was about twelve in 88
was about twelve my 108
was about twelve of 158
was about twelve or 3233
was about twelve the 46
was about twelve to 340
was about twelve we 54
was about twenty at 344
was about twenty by 365
was about twenty he 381
was about twenty in 119
was about twenty of 149
was about twenty or 1120
was about twenty to 488
was about visiting the 95
was about washed up 45
was about weapons of 41
was about whether he 75
was about whether it 145
was about whether or 449
was about whether the 769
was about whether to 164
was about whether we 72
was about yielding to 51
was above called the 130
was above double the 43
was above ground in 70
was above ground or 64
was above normal at 50
was above normal in 438
was above stated to 84
was acted before an 48
was acted before king 148
was acted before leo 56
was acted before the 1964
was actor enough to 86
was acute enough in 58
was acute enough to 3148
was acute tension in 46
was added across the 264
was added allowing the 50
was added almost as 317
was added another in 173
was added another of 264
was added another on 46
was added another to 63
was added around the 663
was added before it 71
was added before or 165
was added before the 1803
was added behind the 385
was added beside the 48
was added beyond the 84
was added called the 46
was added indeed the 59
was added inside the 176
was added instead of 768
was added little by 62
was added merely to 189
was added relating to 52
was added rumors of 40
was added simply to 127
was added slowly at 94
was added slowly by 62
was added slowly in 80
was added slowly to 1644
was added slowly via 85
was added something of 107
was added thereto by 95
was added thereto in 43
was added through an 74
was added through the 1082
was added toward the 133
was added without the 81
was adept enough at 99
was adept enough to 168
was adolf hitler in 43
was adult enough to 349
was afoot before the 102
was after arriving at 42
was after bishop of 84
was after called the 51
was after crossing the 108
was after crowning the 47
was after dinner at 152
was after dinner in 110
was after dinner on 241
was after dinner the 54
was after doctor in 49
was after eleven at 148
was after eleven by 200
was after eleven in 115
was after eleven on 47
was after school on 75
was after something he 59
was after something in 86
was after something of 47
was after something to 48
was after stayed in 54
was after studying the 67
was after sunset on 99
was after twelve at 46
was after visiting the 53
was after watching the 56
was again aboard the 81
was again abroad in 190
was again abroad on 46
was again absent at 73
was again absent in 123
was again absent on 99
was again across the 122
was again active as 118
was again active at 57
was again active in 2593
was again active on 86
was again adrift in 52
was again afloat in 46
was again afloat on 43
was again afraid of 100
was again afraid to 75
was again agreed to 223
was again alluding to 50
was again almost as 158
was again almost at 85
was again almost in 47
was again almost the 66
was again amazed at 548
was again amazed by 150
was again amazed to 56
was again amongst the 153
was again anxious to 319
was again appealing to 118
was again appearing in 104
was again argued at 84
was again argued by 102
was again argued in 129
was again argued on 57
was again around me 54
was again around the 42
was again assuming the 78
was again avowed the 41
was again backed by 273
was again balked by 131
was again banned by 52
was again banned in 145
was again barred by 80
was again become an 42
was again become the 53
was again becoming an 111
was again becoming the 144
was again before me 255
was again before the 3103
was again before us 89
was again behind the 297
was again bereft of 59
was again beside me 153
was again beside the 94
was again beyond the 85
was again bidden to 82
was again bitten by 109
was again blamed by 92
was again blamed on 42
was again boiled in 47
was again bombed by 67
was again bombed on 45
was again bought by 58
was again broken by 1061
was again broken in 510
was again broken up 531
was again building up 105
was again buried in 351
was again burned by 68
was again burned in 189
was again burned to 58
was again called as 119
was again called at 111
was again called by 547
was again called in 1684
was again called on 2750
was again called the 206
was again called to 8326
was again called up 1560
was again carrying the 72
was again caught by 405
was again caught in 559
was again caught up 431
was again caused by 268
was again changed by 490
was again changed in 1735
was again changed on 236
was again changed so 209
was again changed to 3681
was again chased by 61
was again chosen an 43
was again chosen as 2199
was again chosen by 530
was again chosen in 304
was again chosen on 60
was again chosen the 68
was again chosen to 1810
was again cleared by 71
was again cleared of 183
was again closed by 207
was again closed in 499
was again closed on 78
was again closed to 235
was again closed up 243
was again closer to 47
was again clothed in 119
was again common in 57
was again consul in 53
was again cooled to 147
was again copied by 81
was again covering the 48
was again created by 66
was again created in 69
was again crossing the 177
was again crucial in 56
was again curled up 59
was again dabbling in 51
was again debating the 40
was again deemed to 45
was again deeply in 82
was again denied by 191
was again denied in 116
was again denied on 46
was again denied the 192
was again denied to 55
was again dipped in 55
was again doomed to 1198
was again driven by 209
was again driven in 46
was again driven on 88
was again driven to 537
was again edited by 104
was again emerging as 45
was again engaged as 117
was again engaged at 184
was again engaged by 224
was again engaged in 4285
was again engaged on 201
was again engaged to 167
was again enjoying the 130
was again entering the 157
was again evoked by 59
was again exiled by 58
was again exiled in 84
was again exiled to 193
was again fallen to 141
was again fearful of 42
was again fighting in 131
was again fighting the 156
was again filled by 435
was again filled in 159
was again filled to 267
was again filled up 465
was again firmly in 201
was again fitted to 56
was again fitted up 115
was again focusing on 49
was again foiled by 218
was again foiled in 57
was again folded in 40
was again forced by 202
was again forced on 293
was again forced to 7340
was again formed as 40
was again formed at 60
was again formed by 109
was again formed in 212
was again formed on 187
was again formed to 79
was again fought on 52
was again frozen in 119
was again greater in 76
was again guided by 98
was again guilty of 230
was again hailed as 324
was again hailed by 90
was again hailed in 47
was again halted by 216
was again halted in 47
was again handed to 184
was again hauled up 138
was again helped by 127
was again hemmed in 47
was again hidden by 103
was again hidden in 109
was again higher in 297
was again hushed in 54
was again hushed up 65
was again inside the 71
was again intent on 91
was again issued at 40
was again issued by 100
was again issued in 266
was again issued on 52
was again issued to 102
was again jailed in 82
was again joined by 826
was again joined in 75
was again joined to 480
was again judged to 67
was again killed by 40
was again kneeling by 46
was again knocking at 116
was again lashed to 56
was again levied in 61
was again lifted by 41
was again lifted in 49
was again lifted to 81
was again lifted up 529
was again lighting the 60
was again likely to 319
was again linked to 274
was again listed as 367
was again listed in 88
was again loaded on 160
was again locked in 293
was again locked up 327
was again lodged in 236
was again looked at 66
was again lowest in 44
was again manned by 44
was again mantling on 51
was again marching on 95
was again marked by 633
was again marred by 164
was again master in 74
was again master of 956
was again melted in 77
was again member of 56
was again menacing the 83
was again merely the 50
was again merged in 60
was again misled by 53
was again mooted by 42
was again mooted in 405
was again mounting the 83
was again needed in 67
was again needed to 179
was again normal in 51
was again offering the 46
was again offset by 49
was again opened as 94
was again opened at 142
was again opened by 654
was again opened in 567
was again opened on 217
was again opened the 69
was again opened to 1041
was again opened up 392
was again ousted by 69
was again packed in 90
was again packed to 68
was again painting in 51
was again passed at 75
was again passed by 866
was again passed in 748
was again passed on 178
was again passed to 87
was again pastor of 48
was again pegged to 45
was again peopled by 144
was again picked up 1258
was again placed at 1551
was again placed by 176
was again placed in 10369
was again placed on 6518
was again planning an 72
was again planning to 228
was again played at 124
was again played by 185
was again played in 95
was again pleased to 165
was again plenty of 81
was again plotting to 56
was again plunged in 791
was again poised to 65
was again posted as 43
was again posted in 45
was again posted on 44
was again posted to 324
was again poured on 127
was again preaching in 62
was again pressing the 133
was again proved by 153
was again proved in 131
was again proved to 126
was again proven to 50
was again pulled up 42
was again pushed on 232
was again pushed to 113
was again quoted as 251
was again quoted in 103
was again racked by 78
was again raided by 143
was again raided in 44
was again raised as 558
was again raised at 490
was again raised by 1702
was again raised in 2801
was again raised of 124
was again raised on 757
was again raised the 46
was again raised to 2851
was again raised up 88
was again ravaging the 47
was again reached at 79
was again reached by 86
was again reached in 536
was again reached on 100
was again recast by 53
was again refusing to 69
was again residing at 55
was again residing in 62
was again robbed of 94
was again rocked by 117
was again rolled up 87
was again rooted in 49
was again roused by 298
was again roused in 51
was again roused to 224
was again routed at 66
was again routed by 51
was again ruined by 97
was again rushed to 87
was again sacked by 203
was again sacked in 70
was again safely in 66
was again scanning the 44
was again second in 94
was again secure in 53
was again seized as 156
was again seized at 45
was again seized by 1557
was again seized in 76
was again seized on 137
was again served by 65
was again shaded by 56
was again shaken by 373
was again shaken in 51
was again shaken to 51
was again shared by 61
was again signed by 125
was again signed in 42
was again silent as 96
was again silent in 94
was again silent on 40
was again soaked in 60
was again solved by 55
was again something of 130
was again something to 52
was again sought by 101
was again sought in 165
was again sought to 135
was again speaker of 70
was again spending the 106
was again spoken of 267
was again spoken to 79
was again staged in 110
was again standing at 191
was again standing by 179
was again standing in 824
was again standing on 302
was again starting to 200
was again stated as 49
was again stated by 113
was again stated in 160
was again stated to 123
was again steering in 65
was again stirring in 59
was again stirring the 58
was again stirring up 129
was again striving to 181
was again struck at 57
was again struck by 3236
was again struck in 174
was again struck on 55
was again struck up 167
was again studying the 131
was again sweeping the 71
was again talked of 278
was again taught by 53
was again taught in 45
was again tested as 87
was again tested at 64
was again tested by 220
was again tested in 297
was again tested on 105
was again thanked by 47
was again thought of 119
was again thought to 228
was again through the 204
was again touching on 58
was again traced to 57
was again treated as 618
was again treated by 206
was again treated in 220
was again treated to 165
was again turned by 112
was again turned in 136
was again turned on 774
was again turned to 1149
was again turned up 49
was again unable to 1870
was again united at 45
was again united by 149
was again united in 435
was again united to 787
was again upheld by 156
was again upheld in 162
was again useful to 58
was again vacant in 47
was again vested in 336
was again viewed as 365
was again viewed by 43
was again visiting the 156
was again voiced by 82
was again voiced in 62
was again waited on 113
was again warned by 134
was again warned of 95
was again warned to 122
was again washed in 84
was again wasted by 40
was again watching the 154
was again whether the 41
was again wholly in 51
was again without an 129
was again without the 86
was again wreathed in 45
was agile enough to 518
was aided further by 194
was aided greatly by 2381
was aided greatly in 107
was aided partly by 47
was aided through the 108
was aimed across the 64
was aimed clearly at 101
was aimed instead at 98
was aimed mainly at 2042
was aimed merely at 191
was aimed mostly at 332
was aimed neither at 102
was aimed partly at 469
was aimed purely at 58
was aimed simply at 203
was aimed solely at 1240
was aimed through the 93
was aimed toward the 592
was aired before the 154
was alert enough to 2559
was alien enough to 56
was alien neither to 46
was alike active in 45
was alike averse to 67
was alike devoid of 106
was alike fitted to 74
was alike suited to 188
was alike unable to 196
was alive before he 88
was alive before it 53
was alive before me 48
was alive before the 251
was alive enough to 411
was alive inside me 46
was alive inside of 47
was alive inside the 85
was alive instead of 81
was alive seemed to 47
was alive through the 43
was alive unless he 40
was alive without the 2646
was alone amidst the 88
was alone amongst the 112
was alone before he 132
was alone before the 232
was alone behind the 504
was alone beside the 103
was alone broken by 75
was alone called up 57
was alone enough to 1537
was alone fitted to 68
was alone guilty of 46
was alone inside the 268
was alone likely to 113
was alone needed to 151
was alone suited to 73
was alone thought of 140
was alone thought to 62
was alone through the 112
was alone valued by 69
was alone watching the 73
was alone without the 57
was amazing enough to 104
was ambling across the 91
was ambling around the 70
was ambling through the 96
was ambling toward the 144
was amiss should be 119
was amiss should in 171
was ample enough in 43
was ample enough to 861
was ample ground to 65
was ample notice to 49
was ample supply of 144
was amply avenged by 185
was amply avenged in 123
was amply filled by 121
was amply fitted to 40
was amply offset by 103
was amply proved at 65
was amply proved by 1388
was amply proved in 713
was amply proven by 166
was amply proven in 86
was amply repaid by 1650
was amply repaid in 321
was amply repaid to 86
was amply served by 68
was amply shared by 72
was amusing enough at 67
was amusing enough in 91
was amusing enough to 798
was amusing itself by 201
was amusing itself in 46
was amusing myself at 56
was amusing myself by 384
was amusing myself in 171
was amusing myself on 93
was angled across the 85
was angled toward the 276
was anything alarming in 59
was anything before the 47
was anything behind it 157
was anything behind the 181
was anything better in 157
was anything better to 194
was anything beyond it 317
was anything beyond the 253
was anything changed in 41
was anything divine in 59
was anything except an 66
was anything except the 97
was anything faulty in 44
was anything further he 145
was anything further in 44
was anything further on 54
was anything further to 149
was anything gained by 129
was anything heroic in 61
was anything hidden in 66
was anything higher to 113
was anything inhering in 53
was anything inside it 59
was anything inside the 97
was anything likely to 134
was anything lovely in 51
was anything needed to 75
was anything relating to 120
was anything sacred in 46
was anything serious in 295
was anything serious the 273
was anything serious to 114
was anything sexual in 86
was anything singular in 72
was anything special at 42
was anything special he 205
was anything special in 220
was anything special or 114
was anything special to 239
was anything special we 42
was anything stirring in 56
was anything strange in 438
was anything strange or 103
was anything unfair in 85
was anything useful in 62
was anything useful to 63
was april before he 106
was april before the 274
was aptly called by 238
was aptly called the 589
was aptly caught in 46
was aptly chosen as 43
was aptly chosen to 52
was aptly dubbed the 52
was aptly stated by 468
was aptly stated in 207
was aptly suited to 104
was aptly summed up 1547
was aptly termed by 98
was aptly termed the 143
was aptly titled the 82
was arguing before the 213
was arising through the 69
was armed except the 46
was asked across the 54
was asked before he 79
was asked before the 716
was asked dozens of 52
was asked earlier in 73
was asked further to 72
was asked instead of 52
was asked instead to 250
was asked merely to 367
was asked relating to 71
was asked should be 52
was asked simply to 535
was asked something of 62
was asked through an 66
was asked through the 188
was asked toward the 81
was asked whence he 159
was asked whether an 332
was asked whether at 84
was asked whether by 94
was asked whether he 30091
was asked whether if 86
was asked whether in 517
was asked whether it 4785
was asked whether my 68
was asked whether on 45
was asked whether or 2067
was asked whether the 12261
was asked whether to 45
was asked whether we 347
was asked whither he 69
was astir before the 51
was awake before he 83
was awake before it 69
was awake before me 46
was awake before the 373
was awake enough by 42
was awake enough to 1924
was awake through the 81
was aware already of 91
was aware always of 108
was aware before he 107
was aware before the 148
was aware enough of 477
was aware enough to 844
was aware mainly of 41
was aware merely of 46
was aware mostly of 43
was aware neither of 344
was aware through the 88
was awful anxious to 54
was awful enough to 147
was backing across the 77
was backing through the 120
was backing toward the 692
was badly abused by 111
was badly behind in 60
was badly bitten by 644
was badly bitten in 151
was badly bitten on 127
was badly bombed by 43
was badly bombed in 240
was badly broken by 203
was badly broken in 345
was badly broken up 1045
was badly bungled by 70
was badly burned as 170
was badly burned at 80
was badly burned by 538
was badly burned in 1945
was badly burned on 346
was badly chewed up 89
was badly chosen in 61
was badly chosen to 52
was badly dented by 113
was badly dented in 58
was badly eroded by 122
was badly eroded in 49
was badly flawed by 51
was badly flawed in 103
was badly gassed in 76
was badly gutted by 51
was badly jammed in 67
was badly jarred by 54
was badly jolted by 68
was badly kicked by 54
was badly mangled by 132
was badly mangled in 72
was badly marked by 58
was badly marred by 147
was badly mauled at 152
was badly mauled by 1241
was badly mauled in 468
was badly mauled on 62
was badly messed up 160
was badly misled by 71
was badly missed in 46
was badly needed as 484
was badly needed at 823
was badly needed by 1061
was badly needed if 122
was badly needed in 2066
was badly needed on 259
was badly needed to 1690
was badly placed in 91
was badly placed to 204
was badly scared at 46
was badly scared by 125
was badly served by 1047
was badly served in 131
was badly shaken as 184
was badly shaken at 72
was badly shaken by 4030
was badly shaken in 358
was badly shaken to 68
was badly shaken up 1627
was badly suited to 156
was badly treated as 94
was badly treated at 121
was badly treated by 1705
was badly treated in 289
was badly treated on 40
was badly wanted at 43
was badly wanted by 151
was badly wanted in 113
was baggy enough to 44
was baked before the 42
was banking heavily on 174
was barging through the 55
was barking inside the 71
was barking loudly at 58
was barking orders at 230
was barking orders to 225
was based across the 46
was based appears to 72
was based around an 151
was based around the 1893
was based became the 49
was based before the 72
was based clearly on 111
was based failed to 45
was based firmly in 155
was based firmly on 1332
was based heavily on 1199
was based instead on 632
was based mainly at 57
was based mainly in 453
was based mainly on 31176
was based merely on 1343
was based mostly in 91
was based mostly on 2429
was based neither on 1265
was based partly in 66
was based partly on 11272
was based proved to 120
was based purely on 5813
was based seemed to 94
was based should be 451
was based simply on 1855
was based solely in 69
was based solely on 34195
was based wholly on 1173
was based wholly or 109
was basic enough to 60
was basking before the 58
was bawling orders to 48
was beamed across the 120
was beamed around the 183
was beamed toward the 61
was beaten across the 97
was beaten almost to 742
was beaten around the 108
was beaten before he 385
was beaten before it 90
was beaten before the 361
was beaten bloody by 53
was beaten through the 170
was beauty enough to 68
was beauty killed the 300
was begun across the 175
was begun almost as 280
was begun almost at 171
was begun already in 93
was begun amongst the 46
was begun around the 246
was begun before he 257
was begun before it 130
was begun before or 75
was begun before the 3652
was begun before we 128
was begun earlier in 110
was begun inside the 44
was begun merely as 46
was begun should be 101
was begun simply as 58
was begun through the 579
was begun toward the 366
was begun without an 46
was begun without the 299
was below dressing us 48
was below freezing at 51
was below freezing in 57
was below normal at 81
was below normal in 706
was below normal on 56
was below stairs in 62
was bending across the 43
was bending before the 127
was bending closer to 41
was bending toward the 144
was betting heavily on 145
was biased toward the 964
was billing itself as 104
was binding itself to 55
was binding myself to 44
was binding unless it 56
was black around me 41
was black around the 76
was black behind the 51
was black beyond the 66
was black enough in 43
was black enough to 260
was black except the 105
was black inside the 83
was black instead of 421
was blame enough to 118
was bland enough to 74
was blaring through the 142
was blazing across the 191
was blazing already in 41
was blazing bright in 44
was blazing through the 255
was blind before he 66
was blind before the 43
was blind enough to 538
was bliss indeed to 40
was blood around the 80
was blood behind my 52
was blood brother to 203
was blood enough in 55
was blood smeared on 273
was blowing across it 74
was blowing across my 50
was blowing across the 2940
was blowing around in 42
was blowing around the 187
was blowing before the 83
was blowing clouds of 182
was blowing enough to 43
was blowing gently in 98
was blowing itself to 81
was blowing itself up 69
was blowing kisses to 90
was blowing through it 211
was blowing through me 50
was blowing through my 136
was blowing through the 3874
was blowing toward me 66
was blowing toward the 700
was blowing toward us 122
was blowing wildly in 64
was blown across it 58
was blown across the 1230
was blown across to 75
was blown almost to 103
was blown around the 122
was blown ashore at 113
was blown ashore by 77
was blown ashore in 152
was blown ashore on 202
was blown athwart the 42
was blown before the 96
was blown through an 82
was blown through by 55
was blown through it 175
was blown through the 2138
was blown through to 43
was blown toward the 174
was blown upward on 45
was blunt enough to 287
was blunt trauma to 51
was bobbing around in 149
was bobbing around on 45
was boiling beside it 46
was boiling inside me 109
was boiling inside of 74
was booming across the 61
was booming through the 159
was bored almost to 154
was bored enough to 201
was bored through by 106
was bored through it 62
was bored through the 859
was bored through to 60
was borne across the 1563
was borne across to 56
was borne around the 102
was borne ashore by 47
was borne before it 97
was borne before the 730
was borne before us 169
was borne beyond the 111
was borne bleeding to 41
was borne headlong by 42
was borne mainly by 350
was borne mostly by 112
was borne onward by 191
was borne onward in 40
was borne onward to 52
was borne partly by 199
was borne safely to 98
was borne solely by 119
was borne through it 93
was borne through the 3634
was borne toward the 153
was borne toward us 77
was borne upward by 110
was borne upward on 46
was borne upward to 42
was borne wholly by 63
was borne without the 53
was bosom friend of 62
was bound across the 165
was bound always to 374
was bound around the 553
was bound before the 129
was bound firmly to 192
was bound further to 72
was bound greatly to 64
was bound indeed to 57
was bound itself to 41
was bound mainly to 43
was bound merely to 57
was bound neither by 240
was bound neither to 168
was bound simply to 48
was bound sooner or 2740
was bound thereby to 64
was bound through the 74
was bowed almost to 84
was bowed before the 131
was bowed toward the 58
was bowling through the 143
was bracing itself to 90
was bracing myself to 155
was brash enough to 596
was brave almost to 137
was brave enough at 42
was brave enough by 116
was brave enough in 227
was brave enough or 131
was brave enough to 15373
was breadth enough to 52
was breaking across the 239
was breaking before he 64
was breaking before the 157
was breaking behind the 67
was breaking beyond the 45
was breaking ground in 193
was breaking ground on 47
was breaking heavily on 234
was breaking stones by 45
was breaking stones in 42
was breaking stones on 155
was breaking through at 42
was breaking through in 204
was breaking through my 45
was breaking through on 41
was breaking through the 3794
was breaking through to 254
was breathing almost as 157
was breathing deeply as 135
was breathing deeply in 112
was breathing deeply of 81
was breathing evenly in 48
was breathing heavily as 2174
was breathing heavily at 49
was breathing heavily by 271
was breathing heavily in 667
was breathing heavily on 115
was breathing softly in 42
was breathing through an 45
was breathing through it 62
was breathing through my 171
was breathing through the 208
was breathing without the 46
was brewing across the 148
was brewing amongst the 72
was brewing before the 42
was brewing behind the 120
was brewing beyond the 70
was brewing coffee in 78
was brewing inside me 59
was brewing inside of 71
was brewing inside the 102
was brief before he 41
was brief enough to 252
was brief mention of 179
was brisk enough to 259
was broad across the 257
was broad enough in 473
was broad enough so 191
was broad enough to 12526
was broad through the 95
was broke through the 50
was brown instead of 263
was brute enough to 289
was build around the 50
was built abutting the 84
was built across an 40
was built across it 342
was built across the 13487
was built almost as 194
was built almost at 111
was built almost in 87
was built almost on 124
was built already in 64
was built amidst the 118
was built amongst the 72
was built around ad 336
was built around an 1992
was built around it 2068
was built around me 42
was built around my 99
was built around the 23158
was built before he 80
was built before it 166
was built before my 45
was built before or 184
was built before the 7323
was built before we 70
was built behind it 140
was built behind the 1206
was built beside an 44
was built beside it 358
was built beside the 1548
was built beyond the 335
was built called the 81
was built closer to 196
was built earlier in 104
was built entire on 49
was built farther to 46
was built farther up 176
was built firmly on 71
was built further to 68
was built further up 130
was built higher up 333
was built inside an 114
was built inside it 95
was built inside of 124
was built inside the 1668
was built instead of 195
was built instead on 46
was built mainly as 91
was built mainly at 43
was built mainly by 466
was built mainly in 274
was built mainly of 562
was built mainly on 309
was built mainly to 223
was built merely as 44
was built merely to 85
was built mostly by 244
was built mostly in 123
was built mostly of 492
was built mostly on 105
was built partly as 77
was built partly at 53
was built partly by 331
was built partly in 196
was built partly of 693
was built partly on 682
was built partly to 116
was built purely as 51
was built seemed to 61
was built should be 101
was built simply to 97
was built solely as 59
was built solely by 44
was built solely on 104
was built solely to 197
was built something in 43
was built starting in 103
was built through an 111
was built through in 104
was built through it 168
was built through the 4970
was built through to 184
was built toward the 446
was built wholly by 62
was built wholly of 326
was built wholly on 97
was built without an 135
was built without the 917
was bulky enough to 131
was bumming around the 83
was bumping across the 56
was bumping around in 42
was burning across the 103
was burning around the 60
was burning before an 109
was burning before it 66
was burning before the 429
was burning behind the 242
was burning beside the 99
was burning bright in 50
was burning inside me 179
was burning inside of 150
was burning inside the 232
was burning papers in 61
was burning through my 61
was burning through the 510
was burnt almost to 158
was burnt amidst the 120
was burnt before it 130
was burnt before the 562
was burnt except the 49
was burnt inside the 52
was burnt instead of 72
was burnt through the 76
was burnt without the 197
was burst through by 251
was burying itself in 110
was burying myself in 100
was burying plates of 67
was busying itself in 74
was busying myself in 46
was buzzing around in 145
was buzzing around me 51
was buzzing around my 71
was buzzing around the 430
was buzzing through the 90
was cagey enough to 130
was caked around the 58
was calling across the 176
was calling around to 84
was calling itself the 311
was calling loudly to 124
was calling myself to 46
was calling orders to 52
was calling softly to 50
was calling something to 121
was calling through the 312
was canny enough to 1511
was casting anchor in 63
was casting around in 80
was casting doubts on 97
was casting spells on 42
was casting stones at 44
was cause enough in 98
was cause enough of 75
was cause enough to 926
was causing changes in 64
was causing damage to 318
was causing delays in 72
was causing disease in 41
was causing injury to 102
was causing prices to 59
was causing something of 107
was causing tension in 45
was causing unrest in 97
was changing almost as 95
was changing around it 52
was changing around me 84
was changing around the 49
was changing around us 71
was changing before my 111
was changing before the 79
was changing clothes in 106
was changing clothes to 47
was changing course to 54
was changing horses at 221
was changing inside of 40
was changing little by 57
was changing planes at 91
was changing planes in 137
