waged war with substantial 107
where oil was discovered 482
where one can accurately 49
where one can anticipate 56
where one can experience 429
where one can experiment 133
where one can intimidate 56
where one can understand 142
where one had disappeared 44
where one has contracted 43
where one has difficulty 80
where one has gratefully 54
where one has recognized 44
where one may experience 62
where one was accustomed 93
where one was constantly 62
where one was immediately 217
where one was sufficient 106
where one was surrounded 70
where our men carelessly 43
where our now postmodern 70
where our own experience 56
where our own observation 52
where real and substantial 130
where sex was considered 58
where she can experience 112
where she can understand 57
where she did secretarial 46
where she had apartments 61
where she had apparently 500
where she had befriended 42
where she had breakfasted 47
where she had carelessly 89
where she had confidence 48
where she had connections 42
where she had constantly 58
where she had contracted 224
where she had determined 75
where she had difficulty 113
where she had disappeared 1538
where she had discharged 113
where she had discovered 569
where she had dismounted 91
where she had domineered 50
where she had eventually 62
where she had frequently 123
where she had identified 78
where she had instructed 78
where she had introduced 55
where she had maintained 76
where she had originally 538
where she had presumably 57
where she had registered 123
where she had remembered 70
where she had restrained 61
where she had specialized 81
where she had supposedly 66
where she had undertaken 62
where she has apparently 52
where she has difficulty 55
where she has disappeared 117
where she has discovered 73
where she has maintained 52
where she has specialized 63
where she lay unconscious 188
where she sat apparently 51
where she sat disordered 77
where she sat surrounded 127
where she was absolutely 81
where she was accustomed 1447
where she was acquainted 302
where she was advertised 48
where she was apparently 279
where she was appreciated 67
where she was approached 81
where she was astonished 66
where she was befriended 142
where she was captivated 46
where she was celebrated 164
where she was christened 172
where she was completely 505
where she was confronted 375
where she was considered 507
where she was constantly 491
where she was constructing 40
where she was convalescing 106
where she was courteously 44
where she was determined 268
where she was discharged 76
where she was discovered 765
where she was dismantled 127
where she was emotionally 75
where she was encouraged 408
where she was entertaining 261
where she was eventually 672
where she was experiencing 60
where she was fascinated 73
where she was frequently 337
where she was frightened 149
where she was hospitably 198
where she was identified 252
where she was immediately 1473
where she was imprisoned 1349
where she was influenced 327
where she was instructed 375
where she was instructor 43
where she was interested 243
where she was interviewing 56
where she was introduced 1533
where she was maintained 68
where she was originally 306
where she was overhauled 54
where she was personally 175
where she was physically 100
where she was presumably 82
where she was privileged 53
where she was proclaimed 214
where she was profoundly 42
where she was pronounced 323
where she was prosecuted 177
where she was reassembled 54
where she was recaptured 40
where she was recognized 335
where she was reconciled 50
where she was recuperating 234
where she was registered 616
where she was relatively 56
where she was remembered 79
where she was reportedly 58
where she was sacrificed 57
where she was shamefully 43
where she was splendidly 52
where she was successful 123
where she was suffocated 84
where she was supervised 51
where she was supervisor 63
where she was supposedly 140
where she was surrounded 1363
where she was ultimately 141
where she was understood 86
where she was volunteering 49
where she was vulnerable 206
where sin and wickedness 46
where that was appropriate 113
where that was considered 47
where that was impossible 472
where they all congregated 71
where they all disappeared 71
where they all dismounted 49
where they all eventually 45
where they all originated 49
where they are abnormally 104
where they are absolutely 1195
where they are abstracted 44
where they are abundantly 92
where they are acceptable 224
where they are accessible 2411
where they are accredited 420
where they are accurately 63
where they are accustomed 3501
where they are acquainted 89
where they are adequately 118
where they are admissible 70
where they are admittedly 54
where they are advertised 60
where they are aggregated 143
where they are apparently 681
where they are applicable 1923
where they are appreciated 436
where they are approached 87
where they are appropriate 2570
where they are ascribable 44
where they are attenuated 47
where they are attractive 62
where they are attributed 441
where they are beautifully 57
where they are brilliantly 49
where they are calculated 365
where they are celebrated 566
where they are chemically 179
where they are circulated 135
where they are classified 1515
where they are clinically 49
where they are comparable 230
where they are compatible 202
where they are completely 1525
where they are compounded 179
where they are compressed 304
where they are conditioned 79
where they are configured 40
where they are confounded 71
where they are confronted 891
where they are congregated 208
where they are conjugated 241
where they are consciously 146
where they are considered 3935
where they are consistent 287
where they are constantly 2055
where they are constructing 99
where they are contiguous 648
where they are continuous 900
where they are contracted 148
where they are contrasted 288
where they are contributing 68
where they are controlled 935
where they are convenient 456
where they are correlated 151
where they are critically 98
where they are criticized 52
where they are cultivated 1073
where they are culturally 262
where they are decomposed 371
where they are defendants 54
where they are definitely 323
where they are designated 583
where they are detectable 49
where they are determined 440
where they are detoxified 72
where they are diligently 45
where they are diminished 41
where they are discharged 1277
where they are discovered 484
where they are dishonored 56
where they are dismantled 49
where they are dispatched 140
where they are dissimilar 86
where they are dissipated 173
where they are dissociated 65
where they are distinctly 354
where they are documented 85
where they are economical 43
where they are elaborated 179
where they are eliminated 412
where they are emotionally 217
where they are emphasized 43
where they are emulsified 44
where they are encountering 49
where they are encouraged 1608
where they are entertaining 183
where they are entrenched 112
where they are enumerated 227
where they are equivalent 145
where they are erroneously 86
where they are essentially 392
where they are establishing 88
where they are evaporated 101
where they are eventually 895
where they are everywhere 63
where they are experiencing 306
where they are explicitly 312
where they are extinguished 55
where they are fabricated 84
where they are fertilized 1083
where they are financially 181
where they are flagrantly 44
where they are formulated 102
where they are fragmented 117
where they are frequently 2960
where they are frightened 51
where they are frustrated 46
where they are guaranteed 202
where they are habitually 351
where they are habituated 48
where they are historical 60
where they are hopelessly 73
where they are horizontal 128
where they are hospitably 169
where they are hydrolyzed 201
where they are identified 978
where they are immediately 1309
where they are implicated 62
where they are implicitly 57
where they are impossible 146
where they are imprisoned 387
where they are improperly 50
where they are inadequate 381
where they are incidental 102
where they are incomplete 84
where they are indigenous 541
where they are inevitable 70
where they are inevitably 147
where they are infinitely 71
where they are influenced 354
where they are influential 77
where they are inherently 100
where they are inoculated 51
where they are instituted 60
where they are instructed 1158
where they are integrated 1608
where they are interested 824
where they are interfered 67
where they are intermingled 189
where they are intermixed 299
where they are internally 102
where they are interwoven 116
where they are intimately 332
where they are introduced 1993
where they are invaluable 62
where they are irrelevant 266
where they are judiciously 72
where they are justifiable 46
where they are juxtaposed 133
where they are legitimate 81
where they are maintained 1101
where they are maliciously 127
where they are manifested 233
where they are manifestly 311
where they are ministered 49
where they are minorities 75
where they are moderately 88
where they are multiplied 407
where they are negligible 109
where they are notoriously 44
where they are obligatory 88
where they are observable 78
where they are obstructed 90
where they are obtainable 548
where they are ordinarily 310
where they are originally 312
where they are ornamented 73
where they are ostensibly 50
where they are overlapped 181
where they are overlooked 61
where they are particular 59
where they are penetrated 97
where they are perforated 66
where they are persecuted 467
where they are personally 305
where they are physically 1224
where they are positively 200
where they are postulated 46
where they are potentially 223
where they are powerfully 50
where they are predicated 56
where they are prejudicial 46
where they are prescribed 98
where they are presumably 430
where they are privileged 234
where they are productive 84
where they are profitable 87
where they are profoundly 40
where they are programmed 68
where they are prohibited 446
where they are pronounced 483
where they are propagated 150
where they are prosperous 53
where they are reassembled 422
where they are recognized 1536
where they are recombined 238
where they are reconciled 198
where they are redeemable 87
where they are referenced 245
where they are registered 3544
where they are reinforced 299
where they are relatively 2856
where they are religiously 65
where they are remarkable 48
where they are remarkably 144
where they are remembered 113
where they are repackaged 43
where they are replicated 87
where they are reproduced 627
where they are responsive 46
where they are restrained 251
where they are restricted 475
where they are rigorously 188
where they are ritualized 361
where they are sacrificed 49
where they are sandwiched 56
where they are segregated 310
where they are separately 193
where they are sojourners 54
where they are solidified 45
where they are specialists 42
where they are specialized 44
where they are stabilized 148
where they are sterilized 75
where they are stimulated 318
where they are strengthened 145
where they are subdivided 179
where they are substantial 74
where they are successful 512
where they are sufficient 215
where they are suffocated 67
where they are summarized 152
where they are superficial 105
where they are superseded 74
where they are supervised 457
where they are supposedly 192
where they are suppressed 76
where they are surmounted 80
where they are surrounded 2777
where they are sympathetic 42
where they are synthesized 1424
where they are terminated 333
where they are translated 984
where they are ubiquitous 57
where they are ultimately 573
where they are unaffected 88
where they are understood 418
where they are undertaken 174
where they are undeserved 41
where they are unemployed 45
where they are unexpected 93
where they are unforeseen 78
where they are unmolested 189
where they are unprepared 130
where they are unsuitable 89
where they are victimized 56
where they are vigorously 67
where they are vulnerable 1521
where they are warehoused 52
where they ate hamburgers 132
where they ate sandwiches 63
where they both disappeared 88
where they can accomplish 213
where they can accumulate 310
where they can accurately 59
where they can adequately 88
where they can administer 43
where they can anticipate 88
where they can articulate 99
where they can assimilate 49
where they can capitalize 53
where they can complement 41
where they can completely 77
where they can comprehend 72
where they can constantly 69
where they can constitute 62
where they can contribute 1084
where they can coordinate 53
where they can deliberate 54
where they can eventually 163
where they can experience 1135
where they can experiment 564
where they can facilitate 60
where they can frequently 60
where they can immediately 139
where they can manipulate 175
where they can personally 62
where they can physically 67
where they can potentially 144
where they can presumably 45
where they can profitably 113
where they can recuperate 62
where they can substitute 41
where they can supplement 74
where they can understand 593
where they fear persecution 89
where they fix complement 44
where they get information 109
where they got acquainted 46
where they got information 97
where they had absolutely 73
where they had apparently 745
where they had barricaded 149
where they had bivouacked 332
where they had breakfasted 228
where they had celebrated 506
where they had competition 117
where they had completely 163
where they had congregated 303
where they had connections 80
where they had considered 71
where they had constantly 84
where they had contracted 181
where they had cultivated 65
where they had determined 362
where they had difficulty 246
where they had disappeared 1148
where they had discovered 1030
where they had discussions 59
where they had dismounted 165
where they had emissaries 41
where they had employment 43
where they had entrenched 268
where they had eventually 50
where they had experience 91
where they had facilities 42
where they had flourished 276
where they had frequently 167
where they had heretofore 64
where they had identified 50
where they had immigrated 90
where they had imprisoned 81
where they had improvised 44
where they had information 53
where they had interviews 48
where they had intrenched 170
where they had introduced 106
where they had maintained 331
where they had ministered 92
where they had multiplied 81
where they had originally 2280
where they had originated 870
where they had particular 72
where they had penetrated 217
where they had presumably 179
where they had proclaimed 99
where they had registered 184
where they had relatively 83
where they had sacrificed 88
where they had strengthened 62
where they had substantial 86
where they had sufficient 220
where they had supposedly 94
where they had surrounded 53
where they had terminated 42
where they had traditional 47
where they had undertaken 94
where they lay completely 88
where they lay helplessly 53
where they lie immediately 59
where they lie sculptured 68
where they long maintained 175
where they may accumulate 300
where they may constitute 319
where they may contribute 432
where they may deliberate 71
where they may eventually 365
where they may experience 272
where they may frequently 65
where they may ultimately 150
where they met resistance 90
where they now constitute 371
where they read newspapers 44
where they sat surrounded 46
where they too frequently 58
where things are absolutely 55
where things are constantly 142
where things are relatively 74
where things are understood 62
where this arc intersects 53
where this idea originated 121
where this may contribute 82
where this new information 68
where this new technology 100
where this path terminated 71
where this ray intersects 158
where this was absolutely 91
where this was apparently 44
where this was applicable 55
where this was appropriate 279
where this was considered 398
where this was determined 44
where this was impossible 930
where this was insinuated 64
where thou art prosperous 60
where war was considered 50
where war was inevitable 53
where was his hereditary 41
where was that vindictive 99
where you are absolutely 195
where you are accustomed 256
where you are acquainted 122
where you are appreciated 93
where you are completely 329
where you are confronted 194
where you are considered 104
where you are constantly 641
where you are definitely 49
where you are deliberating 41
where you are emotionally 220
where you are encouraged 283
where you are essentially 79
where you are experiencing 356
where you are financially 559
where you are frequently 73
where you are guaranteed 236
where you are immediately 94
where you are imprisoned 49
where you are instructed 129
where you are interested 884
where you are interviewing 429
where you are introduced 153
where you are personally 127
where you are physically 348
where you are registered 544
where you are relatively 72
where you are representing 51
where you are successful 51
where you are surrounded 692
where you are ultimately 57
where you are vulnerable 345
where you can accomplish 154
where you can accurately 51
where you can administer 49
where you can anticipate 92
where you can completely 141
where you can compromise 65
where you can constantly 63
where you can contribute 283
where you can definitely 60
where you can eventually 50
where you can experience 1425
where you can experiment 777
where you can frequently 61
where you can immediately 181
where you can justifiably 73
where you can manipulate 285
where you can personally 75
where you can photograph 125
where you can physically 51
where you can potentially 59
where you can recuperate 54
where you can substitute 143
where you can tranquilly 53
where you can understand 380
where you get information 111
where you had difficulty 107
where you had disappeared 172
where you may experience 100
where you may frequently 46
where you may innocently 150
where you sit determines 72
which act was considered 52
which add new information 57
which age and experience 1114
which aid and assistance 50
which air was circulated 87
which air was compressed 91
which air was constantly 41
which air was introduced 141
which all are accustomed 77
which all are acquainted 352
which all are compatible 44
which all are considered 71
which all are conversant 98
which all are encouraged 147
which all are implicated 92
which all are interested 2440
which all are recognized 48
which all are satellites 98
which all are ultimately 65
which all but completely 83
which all but disappeared 219
which all but eliminated 257
which all but eliminates 143
which all but extinguished 73
which all but guaranteed 159
which all but guarantees 157
which all can comprehend 117
which all can contribute 277
which all can understand 2055
which all had acquiesced 43
which all had considered 112
which all had subscribed 44
which all her aspirations 44
which all her subsequent 95
which all his activities 198
which all his aspirations 50
which all his biographers 478
which all his characters 186
which all his conclusions 58
which all his countrymen 273
which all his dependents 97
which all his experience 243
which all his impressions 40
which all his perfections 74
which all his philosophy 177
which all his possessions 94
which all his principles 64
which all his subsequent 680
which all his successors 450
which all its activities 215
which all its advantages 63
which all its characters 52
which all its components 61
which all its conclusions 45
which all its digressions 41
which all its particular 55
which all its principles 151
which all its productions 68
which all its professors 57
which all its properties 374
which all its subsequent 94
which all key management 82
which all may comprehend 46
which all may contribute 148
which all may understand 433
which all men constantly 77
which all men deliberate 61
which all men everywhere 401
which all men experience 368
which all men manifestly 75
which all men recognized 114
which all men understand 334
which all myth originates 84
which all new information 93
which all our activities 299
which all our aspirations 61
which all our capacities 54
which all our conceptions 357
which all our conceptual 45
which all our conclusions 43
which all our countrymen 98
which all our discussions 92
which all our educational 66
which all our experience 403
which all our forefathers 50
which all our grievances 40
which all our historical 51
which all our individual 215
which all our inferences 68
which all our information 88
which all our legislation 44
which all our literature 57
which all our newspapers 49
which all our observation 56
which all our particular 125
which all our perceptions 182
which all our persuasions 76
which all our possessions 51
which all our prosperity 46
which all our references 119
which all our scientific 114
which all our sentiments 55
which all our subsequent 173
which all real amelioration 72
which all that appertains 87
which all things considered 295
which all things originated 127
which all things ultimately 142
which all this declamation 156
which all this information 322
which all this legislation 60
which all this preparation 48
which all this wickedness 69
which all this wilderness 60
which all too frequently 1972
which all was sacrificed 48
which all who approached 211
which all who understand 194
which and its accompanying 116
which any man conversant 80
which any one accustomed 68
which any one acquainted 193
which any one conversant 46
which any one individual 2454
which any one interested 131
which any one particular 130
which any two successive 44
which any way approaches 73
which are age appropriate 58
which are air conditioned 132
which are all absolutely 92
which are all acceptable 43
which are all accessible 83
which are all accurately 55
which are all activities 48
which are all apparently 116
which are all applicable 98
which are all attributed 85
which are all attributes 117
which are all beautifully 55
which are all calculated 273
which are all celebrated 124
which are all chemically 44
which are all classified 188
which are all compatible 118
which are all completely 117
which are all components 122
which are all conditioned 81
which are all considered 1278
which are all consistent 205
which are all consonants 43
which are all constantly 69
which are all continuous 56
which are all controlled 315
which are all correlated 56
which are all cultivated 50
which are all definitely 56
which are all determined 274
which are all distinctly 71
which are all enumerated 91
which are all equivalent 716
which are all essentially 462
which are all expressions 110
which are all fertilized 62
which are all frequently 58
which are all gentleness 56
which are all government 97
which are all horizontal 112
which are all identified 83
which are all immediately 46
which are all impersonal 54
which are all incidental 52
which are all indications 66
which are all indicative 102
which are all indigenous 65
which are all individual 116
which are all influenced 75
which are all innervated 44
which are all integrated 153
which are all interested 47
which are all intimately 111
which are all introduced 59
which are all isomorphic 44
which are all legitimate 46
which are all maintained 72
which are all manifested 44
which are all negatively 42
which are all obstructed 45
which are all originally 53
which are all positively 42
which are all potentially 143
which are all pronounced 274
which are all properties 67
which are all recognized 66
which are all registered 647
which are all relatively 252
which are all remarkable 77
which are all remarkably 56
which are all reproduced 49
which are all restricted 86
which are all separately 77
which are all stimulated 82
which are all sufficient 41
which are all suggestive 49
which are all surrounded 89
which are all synonymous 60
which are all traditional 47
which are all translated 107
which are all ultimately 166
which are all understood 46
which are bad conductors 571
which are being advertised 120
which are being aggravated 57
which are being approached 68
which are being attributed 57
which are being celebrated 130
which are being circulated 422
which are being classified 81
which are being completely 50
which are being compressed 50
which are being confronted 51
which are being considered 2972
which are being constantly 1443
which are being contrasted 60
which are being controlled 424
which are being correlated 73
which are being criticized 112
which are being cultivated 260
which are being demolished 119
which are being depreciated 40
which are being determined 111
which are being discharged 140
which are being discovered 369
which are being dismantled 49
which are being elaborated 121
which are being eliminated 185
which are being emphasized 125
which are being encouraged 226
which are being fabricated 40
which are being formulated 213
which are being frequently 44
which are being frustrated 107
which are being identified 154
which are being influenced 82
which are being instituted 64
which are being integrated 136
which are being introduced 1414
which are being liquidated 70
which are being maintained 365
which are being manifested 102
which are being modernized 43
which are being multiplied 222
which are being overlooked 121
which are being prescribed 65
which are being privatized 63
which are being profitably 54
which are being propagated 183
which are being prosecuted 104
which are being recognized 136
which are being registered 116
which are being reinforced 68
which are being reorganized 43
which are being replicated 51
which are being reproduced 196
which are being rigorously 182
which are being sacrificed 54
which are being stimulated 139
which are being strengthened 182
which are being subsidized 55
which are being superseded 105
which are being supervised 41
which are being suppressed 102
which are being synthesized 72
which are being translated 141
which are being undermined 113
which are being undertaken 1005
which are being vigorously 112
which are both absolutely 82
which are both acceptable 197
which are both accessible 121
which are both applicable 57
which are both appropriate 199
which are both attractive 225
which are both attributed 46
which are both autonomous 44
which are both chemically 91
which are both classified 45
which are both clinically 42
which are both collective 43
which are both compatible 100
which are both completely 105
which are both components 60
which are both considered 558
which are both consistent 262
which are both continuous 92
