wants overshadow those which 47
which restricted their trade 44
which scientific ideas change 56
which scientists have found 158
which scientists have given 68
which scientists have named 69
which scientists have shown 45
which scientists have tried 56
which scientists talk about 40
which settlement took place 96
which shakespeare must often 40
which solidified upon cooling 154
which solidifies upon cooling 136
which statements were false 82
which statistics were given 41
which stimulates body growth 46
which stimulates bone growth 49
which stimulates cell growth 83
which strengthened their hands 57
which strengthened their sense 49
which structures were built 74
which subsequent ages could 74
which sufficient data could 40
which sufficient data exist 131
which suggestions were given 53
which supposedly took place 594
which supposition there might 41
which suppuration took place 48
which surrounded their house 42
which surrounded their lives 58
which surrounded these veins 96
which surrounded three sides 149
which tantalized their hunger 111
which terminates just above 152
which terminates just below 106
which traditional ideas about 47
which transforms their lives 44
which transitions take place 241
which translated into about 92
which translated into action 45
which translated into latin 45
which translated into lower 86
which translated into plain 148
which translated into terms 52
which translated into words 50
which translated into world 168
which translates from latin 95
which translates into about 529
which translates into action 47
which translates into fewer 124
which translates into longer 117
which translates into lower 448
which translates into money 73
which translates into nearly 64
which translates into power 58
which translates into sales 51
which translates into savings 69
which translates into social 42
which translates into strong 44
which ultimately bore fruit 113
which ultimately brings about 584
which ultimately came under 102
which ultimately took place 428
which ultimately took shape 195
which ultimately will allow 47
which ultimately will cause 81
which ultimately will prove 56
which underlines once again 55
which undermines some women 80
which vegetables were grown 83
which volunteers were asked 54
which volunteers were given 59
while apparently acting within 110
while civilities were passing 70
while constituting only about 50
while contributing their labor 119
while convulsive sobs shook 49
while discharged from labor 93
while discussions took place 123
while discussions were still 55
while multitudes were roaming 103
while negotiations take place 89
while negotiations took place 593
while negotiations were pending 863
while negotiations were still 2070
while negotiations were under 358
while petitioners were under 74
while precautions were taken 41
while quantities last offer 448
while recuperating from major 41
while representing only about 44
while transports were loading 45
white applicants were hired 57
white background upon which 60
white background will appear 81
white households were headed 49
white sepulchral dust marking 75
white settlement took place 80
white southerners were willing 94
white superiority over black 61
whole assemblage were moved 51
whole atmosphere just above 257
whole atmosphere will change 58
whole congregation were either 95
whole cultivated land would 90
whole generations have grown 47
whole hemisphere will shine 109
whole occurrence took place 57
whole philosophy upon which 70
whole physiognomy bears marks 101
whole populations were thrust 84
whole populations were wiped 41
whole populations will fight 150
whole standpoint from which 62
whole transaction from first 129
whole transaction took place 196
whose activities come within 97
whose activities fall under 42
whose activities fall within 188
whose activities fell within 46
whose activities have given 40
whose activities have moved 83
whose activities have never 41
whose activities take place 137
whose activities took place 97
whose activities were aimed 46
whose activities were based 94
whose activities were known 66
whose activities were later 100
whose activities were often 110
whose activities were still 63
whose activities were under 91
whose adventures take place 56
whose adventures took place 44
whose adventures were first 43
whose application such order 73
whose approbation their first 70
whose boundaries were drawn 189
whose boundaries were fixed 305
whose boundaries were never 45
whose boundaries were often 77
whose boundaries were still 65
whose brightness well might 58
whose characters have never 40
whose characters have shone 40
whose characters were above 220
whose characters were drawn 73
whose characters will appear 55
whose childhoods were spent 59
whose commissions were dated 63
whose composition lies within 55
whose conclusions were based 202
whose convictions were based 64
whose currencies were based 51
whose currencies were under 125
whose department those names 40
whose depositions were taken 123
whose diminutive size makes 70
whose distinction from prose 62
whose experience ever since 42
whose fingerprints were found 108
whose forefathers have lived 52
whose foundations were based 41
whose foundations were beaten 79
whose foundations were built 122
whose foundations were first 87
whose foundations were sinking 49
whose government there shall 44
whose identities were known 174
whose identities were never 89
whose impatience made every 74
whose implacable fury still 106
whose importance will appear 55
whose irresolute hand could 52
whose occupations must needs 43
whose occupations were given 77
whose occupations were known 186
whose occupations were noted 42
whose photograph your mother 81
whose populations have grown 47
whose populations were growing 49
whose possessions their heirs 50
whose prejudices were strong 43
whose pretensions were broke 51
whose principles must needs 47
whose principles were based 63
whose principles were first 187
whose principles were known 207
whose principles were loose 56
whose principles were never 60
whose principles were right 90
whose privileges were based 55
whose properties fall within 51
whose properties were first 53
whose properties were known 88
whose properties were taken 85
whose prophecies were never 76
whose proportions were spare 54
whose reputations were based 63
whose reputations were known 48
whose reputations were still 40
whose resolutions were fixed 93
whose rhetorical mode turns 44
whose sentiments were echoed 40
whose sentiments were known 144
whose statements were taken 54
whose suzerainty over tibet 45
whose sympathetic heart seems 63
whose watchwords were texts 63
whose whereabouts were known 266
whose whereabouts were still 112
wider indefinite range which 61
winning playwright paul green 93
within convenient time after 268
within individual third world 65
within prescribed time limit 161
woman apparently only needing 53
woman approached their table 80
woman disappeared from sight 44
woman pronounced these words 49
women consecrating their lives 94
women constitute only about 142
women experience high rates 41
women experience some nausea 55
women experience their first 173
women experience their lives 156
women experiencing body image 58
women experiencing their first 158
women sacrificed their lives 104
women straighten their backs 81
words accompanying those which 43
words translated into action 45
working arrangement upon which 50
working principles upon which 42
works translated from greek 170
works translated from latin 56
works translated into greek 117
works translated into latin 776
world conference took place 47
world heavyweight boxing champ 64
world heavyweight boxing crown 123
world heavyweight boxing match 57
world heavyweight boxing title 854
world impregnate their blood 52
world literature from homer 55
world originates from atoms 73
world surrounded their throne 196
worst appearances have often 41
worst atrocities took place 86
worst imaginable health state 119
worst nightmares were about 42
worthy objectives upon which 50
would accomplish great deeds 51
would accomplish their goals 82
would accomplish these goals 204
would accomplish these tasks 44
would accomplish those goals 43
would accomplish three goals 49
would anticipate their wants 46
would apparently have given 42
would apparently have liked 104
would apparently have taken 40
would apparently take place 40
would cheerfully come within 50
would cheerfully have borne 59
would cheerfully have given 909
would cheerfully have spent 129
would cheerfully have taken 93
would completely fall apart 108
would complicate their lives 56
would confiscate their lands 40
would consecrate their lives 78
would constantly lose money 47
would constantly talk about 85
would constitute good cause 109
would constitute just cause 53
would constitute nothing short 44
would constitute only about 119
would constitute such crime 280
would constitute what might 59
would contribute only about 124
would contribute some money 63
would contribute their labor 79
would contribute their quota 41
would contribute their share 375
would correspond more nearly 173
would correspond most nearly 100
would correspond very nearly 124
would definitely fall under 56
would definitely have found 40
would definitely have given 110
would definitely have known 50
would definitely have liked 52
would definitely have taken 116
would definitely take place 576
would degenerate into chaos 199
would degenerate into utter 44
would discourage many people 45
would discourage most people 61
would discourage some people 66
would discourage young people 47
would eventually come about 509
would eventually come after 57
would eventually come looking 77
would eventually come right 137
would eventually come round 333
would eventually come under 594
would eventually come within 55
would eventually cost about 49
would eventually fall apart 115
would eventually fall below 101
would eventually fall under 303
would eventually fall within 48
would eventually grow tired 237
would eventually have ended 48
would eventually have found 361
would eventually have given 119
would eventually have grown 55
would eventually have moved 40
would eventually have seven 52
would eventually have taken 233
would eventually learn about 82
would eventually make money 131
would eventually make sense 71
would eventually rise above 82
would eventually rise again 54
would eventually take place 2297
would eventually take power 51
would eventually take shape 237
would eventually talk about 53
would everywhere show signs 64
would experience their first 54
would facilitate more rapid 142
would facilitate their entry 86
would facilitate their learning 132
would frequently have bound 191
would frequently have found 69
would frequently have taken 73
would frequently stop short 58
would frequently take place 112
would frequently talk about 141
would gratefully help either 42
would immediately come under 239
would immediately fall apart 53
would immediately fall under 76
would immediately have asked 66
would immediately have begun 103
would immediately have ceased 46
would immediately have flown 72
would immediately have found 88
would immediately have given 210
would immediately have known 126
would immediately have risen 54
would immediately have shown 41
would immediately have taken 322
would immediately have thrown 44
would immediately have tried 43
would immediately know where 61
would immediately know which 62
would immediately rise again 52
would immediately send goods 40
would immediately take action 243
would immediately take place 872
would immediately take steps 348
would immediately turn round 52
would inevitably come about 372
would inevitably come under 298
would inevitably draw after 40
would inevitably fall again 110
would inevitably fall apart 80
would inevitably fall short 166
would inevitably fall under 259
would inevitably give place 71
would inevitably have asked 48
would inevitably have beaten 83
would inevitably have drawn 235
would inevitably have ended 276
would inevitably have faced 42
would inevitably have found 256
would inevitably have given 277
would inevitably have grown 53
would inevitably have risen 88
would inevitably have shown 44
would inevitably have spread 62
would inevitably have stood 66
would inevitably have swept 47
would inevitably have taken 554
would inevitably have thrown 155
would inevitably have upset 45
would inevitably pass under 52
would inevitably sink under 48
would inevitably take place 2766
would infallibly damn every 58
would infallibly have added 68
would infallibly have broke 108
would infallibly have drawn 63
would infallibly have ended 153
would infallibly have found 67
would infallibly have given 94
would infallibly have risen 56
would infallibly have taken 292
would infallibly take place 175
would invalidate their claim 46
would obliterate their shame 75
would ordinarily come under 64
would ordinarily come within 83
would ordinarily fall under 52
would ordinarily fall within 133
would ordinarily have earned 51
would ordinarily have ended 44
would ordinarily have found 71
would ordinarily have given 146
would ordinarily have spent 127
would ordinarily have taken 596
would ordinarily take about 49
would ordinarily take months 42
would ordinarily take place 669
would originally have stood 106
would perpetuate their power 40
would personally have liked 94
would personally look after 108
would positively have taken 134
would positively take place 63
would preferably take place 62
would presumably also apply 127
would presumably come under 81
would presumably fall under 68
would presumably fall within 87
would presumably have acted 65
would presumably have added 50
would presumably have begun 65
would presumably have found 272
would presumably have given 266
would presumably have known 185
would presumably have liked 57
would presumably have risen 53
would presumably have shown 102
would presumably have taken 502
would presumably have tried 62
would presumably have voted 40
would presumably take place 292
would relinquish their claim 109
would relinquish their hopes 64
would relinquish their power 56
would relinquish their right 155
would relinquish their visit 85
would straighten their backs 47
would substitute some plain 45
would ultimately come about 70
would ultimately come under 109
would ultimately fall under 129
would ultimately have found 73
would ultimately have given 74
would ultimately have slunk 89
would ultimately have taken 114
would ultimately save money 54
would ultimately take place 532
would understand more about 259
would understand more easily 55
would understand more fully 122
would understand much about 62
would understand nothing about 63
would understand only later 43
would understand their feeling 66
would understand their needs 47
would understand these terms 68
would understand these words 141
would understand those terms 57
would understand those words 63
