we abrogate or cause 68
we approach the outer 215
we approach the people 69
we approach the period 1924
we approach the place 254
we approach the plane 163
we approach the poetry 146
we approach the point 947
we approach the polar 217
we approach the poles 1448
we approach the region 257
we approach the right 61
we approach the river 215
we approach the rocky 76
we approach the roman 41
we approach the scene 81
we approach the season 79
we approach the setting 101
we approach the shore 347
we approach the small 77
we approach the social 91
we approach the speed 210
we approach the stage 95
we approach the start 91
we approach the state 243
we approach the steps 44
we approach the story 118
we approach the study 1890
we approach the table 255
we approach the tasks 52
we approach the teaching 231
we approach the texts 93
we approach the thesis 48
we approach the throne 606
we approach the times 43
we approach the topic 350
we approach the turning 135
we approach the upper 535
we approach the value 74
we approach the verge 178
we approach the vexed 53
we approach the violet 67
we approach the water 135
we approach the white 69
we approach the whole 568
we approach the wider 44
we approach the words 47
we approach the works 48
we approach the world 2009
we approach the writing 100
we approach thy throne 80
we approach to anything 54
we approach to within 50
we ascended by steps 42
we ascended by stone 43
we ascended the bluff 87
we ascended the broad 165
we ascended the cliff 92
we ascended the first 166
we ascended the grand 59
we ascended the hills 983
we ascended the lofty 133
we ascended the mount 69
we ascended the ridge 263
we ascended the right 79
we ascended the river 1301
we ascended the rocky 95
we ascended the slope 234
we ascended the steep 1455
we ascended the steps 732
we ascended the stone 50
we ascended the stream 262
we ascended the throne 83
we ascended the tower 133
we ascended the winding 80
we ascended to woods 101
we ascended we found 60
we assemble in social 44
we assemble the parts 43
we assessed the level 52
we assigned the value 323
we associate it today 95
we associate the change 54
we associate the first 79
we associate the names 163
we associate the notion 76
we associate the point 151
we associate the state 41
we associate the terms 68
we associate the value 118
we associate the words 49
we associate to every 70
we attacked the enemy 420
we attacked the first 66
we attacked the place 42
we attained the crest 78
we attained the first 58
we attended an evening 48
we attended the evening 80
we attended the first 362
we attended the local 52
we attended the meeting 284
we attended the morning 109
we attended the opening 360
we attended the opera 101
we attended the theater 54
we attended the usual 45
we attended the wedding 219
we balanced the books 63
we believed at first 85
we believed he could 112
we believed he would 301
we believed in jesus 214
we believed in right 41
we believed in santa 53
we believed it could 194
we believed it might 83
we believed it right 137
we believed it would 1142
we believed the enemy 93
we believed the story 45
we believed the whole 184
we believed the words 54
we believed the world 157
we believed to exist 98
we believed we could 1967
we believed we might 116
we believed we would 699
we besieged the place 51
we borrowed the money 283
we breakfast at eight 137
we breakfast at seven 93
we brighten the chain 65
we broached the topic 65
we captured the enemy 62
we captured the first 59
we captured the place 40
we captured the whole 153
we cautioned the reader 60
we challenge the first 101
we challenge the notion 117
we challenge the reader 111
we challenge the whole 251
we challenge the world 415
we classify it under 93
we classify the event 54
we classify the types 53
we classify the world 87
we combined the first 71
we commence by drawing 43
we commence the first 44
we commence the study 219
we commence to build 73
we commence to climb 43
we commence to study 52
we compared the action 83
we compared the binding 109
we compared the change 63
we compared the costs 56
we compared the first 85
we compared the group 92
we compared the growth 249
we compared the learning 96
we compared the level 97
we compared the model 141
we compared the rates 105
we compared the ratings 46
we compared the social 53
we compared the total 433
we compared the value 165
we compared to oblong 48
we compiled the first 95
we complain of flows 45
we complete the curve 164
we complete the cycle 208
we complete the final 64
we complete the first 273
we complete the model 97
we complete the proof 486
we complete the story 177
we complete the study 80
we complete the table 55
we complete the whole 107
we compound the error 45
we comprise the nation 52
we comprise the whole 109
we computed an index 74
we computed the change 57
we computed the cross 53
we computed the first 48
we computed the index 49
we computed the total 436
we computed the value 222
we conceive an image 118
we conceive as close 106
we conceive as motion 45
we conceive as space 106
we conceive in which 96
we conceive it could 117
we conceive it might 62
we conceive it ought 51
we conceive it today 937
we conceive it under 99
we conceive it would 482
we conceive of anything 221
we conceive of cause 59
we conceive of change 61
we conceive of every 67
we conceive of human 325
we conceive of jesus 51
we conceive of learning 158
we conceive of moral 88
we conceive of others 64
we conceive of people 76
we conceive of poetry 73
we conceive of power 243
we conceive of social 221
we conceive of space 342
we conceive of teaching 100
we conceive of thinking 91
we conceive the action 184
we conceive the author 42
we conceive the cause 219
we conceive the chief 40
we conceive the deity 59
we conceive the devil 46
we conceive the first 137
we conceive the germs 41
we conceive the human 204
we conceive the loved 59
we conceive the motion 43
we conceive the notion 76
we conceive the people 63
we conceive the plane 70
we conceive the point 73
we conceive the power 41
we conceive the stars 61
we conceive the state 318
we conceive the terms 63
we conceive the whole 630
we conceive the world 1633
we conceive to arise 50
we conceive to belong 78
we conceive to exist 359
we conclude by arguing 54
we conclude by drawing 50
we conclude by looking 91
we conclude by showing 54
we conclude by stating 84
we conclude in favor 49
we conclude it would 94
we conclude the court 88
we conclude the first 313
we conclude the fourth 79
we conclude the paper 1459
we conclude the proof 64
we conclude the story 82
we conclude the study 100
we conclude the whole 420
we condoned in marsh 61
we confront an issue 62
we confront the basic 58
we confront the enemy 51
we confront the facts 41
we confront the final 46
we confront the first 151
we confront the image 45
we confront the issue 353
we confront the major 54
we confront the social 57
we confront the whole 40
we confront the world 379
we consider an action 153
we consider an adult 45
we consider an agent 102
we consider an alloy 97
we consider an array 158
we consider an error 69
we consider an event 470
we consider an image 142
we consider an index 58
we consider an input 95
we consider an issue 95
we consider an orange 45
we consider an upper 91
we consider as equal 50
we consider as false 42
we consider as fixed 95
we consider as fully 55
we consider as given 79
we consider as quite 103
we consider as though 46
we consider as units 43
we consider as worthy 41
we consider at first 330
we consider in every 57
we consider in later 288
we consider in order 134
we consider in table 89
we consider in terms 51
we consider in which 85
we consider is based 184
we consider is given 73
we consider is shown 100
we consider is where 102
we consider it after 91
we consider it again 65
we consider it alone 73
we consider it apart 331
we consider it beneath 40
we consider it first 584
we consider it fitting 118
we consider it quite 397
we consider it rather 192
we consider it right 658
we consider it safer 62
we consider it today 220
we consider it under 366
we consider it valid 41
we consider it vital 132
we consider it wiser 53
we consider it within 153
we consider it worthy 108
we consider it would 288
we consider no longer 63
we consider of major 46
we consider of prime 65
we consider of value 77
we consider of vital 62
we consider the above 2710
we consider the abuse 42
we consider the action 3079
we consider the added 262
we consider the adult 186
we consider the agent 124
we consider the amazing 395
we consider the ample 93
we consider the apathy 43
we consider the appeal 285
we consider the armed 47
we consider the array 143
we consider the atoms 173
we consider the author 288
we consider the awful 151
we consider the banking 44
we consider the bases 65
we consider the basic 3620
we consider the basis 309
we consider the beauty 509
we consider the bending 87
we consider the bible 229
we consider the binding 259
we consider the birds 47
we consider the black 100
we consider the blind 116
we consider the block 214
we consider the blood 387
we consider the bonding 42
we consider the bonds 73
we consider the books 70
we consider the brain 633
we consider the breadth 125
we consider the brief 285
we consider the broad 578
we consider the burial 62
we consider the burning 71
we consider the canon 100
we consider the cases 1284
we consider the cause 764
we consider the cells 64
we consider the chain 445
we consider the change 1226
we consider the changing 734
we consider the chaos 46
we consider the chief 698
we consider the child 926
we consider the civil 173
we consider the claim 306
we consider the class 2308
we consider the close 1765
we consider the closing 50
we consider the color 147
we consider the cooling 47
we consider the costs 446
we consider the court 240
we consider the crime 80
we consider the cross 802
we consider the crude 146
we consider the cruel 58
we consider the cubic 49
we consider the curve 257
we consider the cycle 116
we consider the daily 324
we consider the danger 235
we consider the dates 155
we consider the decay 198
we consider the delay 96
we consider the dense 54
we consider the depths 54
we consider the dogma 47
we consider the draft 49
we consider the drama 59
we consider the drawing 51
we consider the drift 51
we consider the driving 49
we consider the dutch 50
we consider the edges 60
we consider the eight 370
we consider the empty 67
we consider the enemy 111
we consider the entry 137
we consider the epoch 94
we consider the equal 60
we consider the error 274
we consider the ethics 108
we consider the ethnic 59
we consider the euler 57
we consider the event 688
we consider the evils 169
we consider the exact 374
we consider the extra 103
we consider the facts 1369
we consider the false 97
we consider the fatal 142
we consider the father 214
we consider the fault 71
we consider the feeling 150
we consider the field 1532
we consider the filling 116
we consider the final 692
we consider the finding 67
we consider the finer 132
we consider the firms 47
we consider the first 5212
we consider the fixed 442
we consider the flood 123
we consider the flows 47
we consider the fluid 446
we consider the focal 53
we consider the focus 43
we consider the force 2015
we consider the forms 341
we consider the fourth 309
we consider the frame 146
we consider the front 134
we consider the fruit 71
we consider the fully 148
we consider the fusion 56
we consider the fuzzy 61
we consider the games 40
we consider the gauge 43
we consider the genre 40
we consider the genus 77
we consider the gibbs 57
we consider the gifts 51
we consider the given 135
we consider the globe 56
we consider the glory 106
we consider the goals 167
we consider the goods 47
we consider the grace 56
we consider the grain 113
we consider the grand 118
we consider the graph 538
we consider the grave 82
we consider the greek 378
we consider the green 63
we consider the gross 238
we consider the group 1262
we consider the growing 330
we consider the growth 2012
we consider the habit 70
we consider the happy 213
we consider the havoc 48
we consider the hindu 46
we consider the hopes 51
we consider the horse 49
we consider the hours 48
we consider the house 99
we consider the housing 57
we consider the human 2902
we consider the ideals 54
we consider the image 488
we consider the index 185
we consider the indian 246
we consider the inner 720
we consider the input 383
we consider the inter 124
we consider the irish 93
we consider the issue 1961
we consider the items 106
we consider the joint 857
we consider the kinds 699
we consider the kingdom 112
we consider the known 406
we consider the labor 466
we consider the lapse 134
we consider the large 2590
we consider the laser 48
we consider the later 603
we consider the latin 171
we consider the layer 72
we consider the learning 626
we consider the leaves 47
we consider the legal 360
we consider the lengths 70
we consider the level 1086
we consider the light 1034
we consider the limit 1382
we consider the linear 1510
we consider the lines 287
we consider the links 115
we consider the lives 387
we consider the loading 40
we consider the local 540
we consider the locus 47
we consider the lofty 62
we consider the logic 232
we consider the longer 239
we consider the loose 62
we consider the lower 349
we consider the macro 41
we consider the major 1046
we consider the mapping 455
we consider the march 61
we consider the meager 45
we consider the meanings 117
we consider the median 228
we consider the meeting 56
we consider the melting 116
we consider the merit 42
we consider the metal 127
we consider the method 742
we consider the minds 42
we consider the minor 55
we consider the mixed 149
we consider the modal 72
we consider the model 2906
we consider the modes 152
we consider the money 376
we consider the moral 984
we consider the mother 194
we consider the motion 2199
we consider the motor 180
we consider the music 193
we consider the myriad 187
we consider the naive 44
we consider the names 206
we consider the nation 398
we consider the needs 544
we consider the nerve 44
we consider the newer 47
we consider the noble 165
we consider the noise 186
we consider the norms 52
we consider the notion 878
we consider the novel 432
we consider the often 162
we consider the older 76
we consider the opening 244
we consider the option 103
we consider the orbit 83
we consider the order 706
we consider the organ 78
we consider the others 50
we consider the outer 186
we consider the owner 70
we consider the pains 193
we consider the pairs 94
we consider the paper 47
we consider the parts 265
we consider the party 198
we consider the passing 115
we consider the people 459
we consider the period 3074
we consider the phase 477
we consider the piece 87
we consider the piety 59
we consider the place 976
we consider the plain 255
we consider the plane 859
we consider the plans 61
we consider the plant 307
we consider the plate 78
we consider the plays 101
we consider the poetic 45
we consider the poetry 99
we consider the point 2523
we consider the polar 186
we consider the power 4114
we consider the price 1191
we consider the pricing 131
we consider the prime 67
we consider the proof 248
we consider the pulse 76
we consider the pupil 58
we consider the quasi 96
we consider the query 209
we consider the quite 111
we consider the racial 96
we consider the radial 203
we consider the rapid 654
we consider the rates 184
we consider the rather 246
we consider the ratios 97
we consider the reader 40
we consider the really 70
we consider the reason 452
we consider the region 966
we consider the reign 54
we consider the reply 45
we consider the right 1482
we consider the rigid 65
we consider the risks 215
we consider the river 69
we consider the robot 43
we consider the roles 318
we consider the roman 450
we consider the roots 91
we consider the rough 62
we consider the route 53
we consider the rules 508
we consider the rural 80
we consider the sales 61
we consider the salts 55
we consider the scale 591
we consider the scaling 109
we consider the scene 129
we consider the scope 627
we consider the search 311
we consider the season 70
we consider the seeming 87
we consider the sense 387
we consider the setting 332
we consider the seven 323
we consider the shape 378
we consider the share 213
we consider the sharp 49
we consider the sheer 138
we consider the shell 97
we consider the shift 123
we consider the shock 85
we consider the short 1396
we consider the showing 56
we consider the sides 49
we consider the signs 112
we consider the sizes 66
we consider the skill 178
we consider the slave 46
we consider the slope 75
we consider the small 3880
we consider the social 4134
we consider the solar 108
we consider the solid 647
we consider the sorts 135
we consider the sound 270
we consider the space 1372
we consider the speed 645
we consider the spread 176
we consider the stage 382
we consider the stars 174
we consider the start 117
we consider the state 10410
we consider the steady 489
we consider the steps 343
we consider the stern 42
we consider the still 250
we consider the stock 285
we consider the story 650
we consider the stream 179
we consider the strong 659
we consider the study 383
we consider the style 755
we consider the table 131
we consider the tasks 105
we consider the taste 40
we consider the taxes 42
we consider the teaching 290
we consider the tenor 92
we consider the terms 742
we consider the testing 162
we consider the tests 99
we consider the texts 202
we consider the themes 96
we consider the thesis 69
we consider the thinking 51
we consider the thirty 48
we consider the times 529
we consider the title 329
we consider the tools 116
we consider the topic 410
we consider the total 7116
we consider the trace 54
we consider the trade 494
we consider the train 60
we consider the treaty 52
we consider the trees 45
we consider the trend 192
we consider the trials 79
we consider the truly 83
we consider the truss 56
we consider the trust 42
we consider the truths 54
we consider the turning 49
we consider the types 692
we consider the units 91
we consider the unity 148
we consider the upper 668
we consider the urban 119
we consider the usage 68
we consider the usual 635
we consider the utter 158
we consider the vague 40
we consider the value 4359
we consider the varying 449
we consider the verse 45
we consider the vices 65
we consider the views 470
we consider the vision 104
we consider the vital 230
we consider the vocal 50
we consider the voice 42
we consider the votes 59
we consider the wages 60
we consider the wants 106
we consider the warmth 41
we consider the waste 126
we consider the water 710
we consider the waves 77
we consider the weaker 40
we consider the weather 58
we consider the wheel 48
we consider the white 126
we consider the whole 13214
we consider the wider 354
we consider the woman 102
we consider the women 132
we consider the words 1014
we consider the working 500
we consider the works 943
we consider the world 3901
we consider the worst 331
we consider the writing 193
we consider the wrongs 46
we consider the yield 153
we consider to belong 177
we consider we shall 70
we construe it today 169
we construe the notion 155
we construe the whole 48
we construe the words 198
we construe the world 238
we continue in close 53
we continue the above 83
we continue the action 41
we continue the chain 139
we continue the curve 53
we continue the cycle 52
we continue the fight 273
we continue the lines 44
we continue the march 42
we continue the motion 42
we continue the quest 66
we continue the search 1102
we continue the story 502
we continue the study 546
we continue the trend 66
we continue to abide 168
we continue to abuse 239
we continue to adapt 96
we continue to admit 104
we continue to adopt 174
we continue to agree 73
we continue to allot 42
we continue to allow 1902
we continue to alter 80
we continue to appeal 70
we continue to apply 1397
we continue to argue 414
we continue to avoid 278
we continue to await 49
we continue to blame 222
we continue to breathe 265
we continue to breed 111
we continue to build 2120
we continue to carry 862
we continue to cause 43
we continue to change 346
we continue to chase 65
we continue to check 79
we continue to claim 167
we continue to climb 211
we continue to close 81
we continue to count 252
we continue to cover 101
we continue to crave 84
we continue to create 898
we continue to cross 40
we continue to dance 110
we continue to defer 45
we continue to delay 57
we continue to delve 66
we continue to doubt 102
we continue to drift 314
we continue to drink 179
we continue to drive 253
we continue to dwell 504
we continue to elect 106
we continue to enact 46
we continue to engage 456
we continue to enjoy 1136
we continue to enter 56
we continue to evade 42
we continue to exert 76
we continue to exist 1273
we continue to favor 166
we continue to fight 1549
we continue to float 42
we continue to focus 1274
we continue to force 144
we continue to forge 87
we continue to frame 48
we continue to gather 251
we continue to grant 100
we continue to grasp 46
we continue to grope 96
we continue to guard 49
we continue to honor 242
we continue to issue 45
we continue to judge 238
we continue to knock 71
we continue to label 267
we continue to labor 146
we continue to laugh 137
we continue to limit 173
we continue to lower 279
we continue to march 190
we continue to model 56
we continue to mount 42
we continue to mourn 87
we continue to nurse 40
we continue to offer 631
we continue to paint 40
we continue to place 752
we continue to plant 167
we continue to point 117
we continue to preach 163
we continue to press 480
we continue to print 74
we continue to prize 47
we continue to probe 183
we continue to prove 57
we continue to quote 152
we continue to raise 630
we continue to reason 141
we continue to rebel 46
we continue to refer 825
we continue to repeat 457
we continue to search 1409
we continue to serve 427
we continue to shape 181
we continue to share 649
we continue to shift 129
we continue to shoot 67
we continue to shout 41
we continue to skirt 42
we continue to sleep 115
we continue to slide 42
we continue to smoke 70
we continue to solve 82
we continue to spend 833
we continue to split 56
we continue to spread 75
we continue to stand 600
we continue to stare 86
we continue to state 42
we continue to steer 50
we continue to stick 96
we continue to store 44
we continue to study 1553
we continue to stuff 50
we continue to thrive 56
we continue to trace 307
we continue to track 88
we continue to trade 117
we continue to train 459
we continue to trust 989
we continue to value 400
we continue to visit 151
we continue to waste 316
we continue to watch 716
we continue to worry 206
we continue to write 797
we continue to yield 108
we continue we shall 52
we contract the chest 52
we contract the habit 68
we contrast the above 57
we contrast the feeling 53
we contrast the first 60
we contrast the greek 87
we contrast the moral 49
we contrast the period 75
we contrast the rapid 92
we contrast the state 150
we contrast the whole 47
we contrast the world 116
we contrive to avoid 82
we contrive to climb 85
we contrive to incur 42
we convened the first 47
we converse as spies 60
we converse so nearly 106
we convince the people 97
we convince the world 150
we creatures of habit 95
we decipher the whole 163
we declared an array 52
we declared we would 338
we declined the honor 41
we declined the motion 133
we declined the offer 309
we declined to adopt 73
we declined to agree 41
we declined to allow 129
we declined to apply 292
we declined to enter 89
we declined to grant 44
we decorate the house 52
we dedicate the first 43
we dedicate the merit 100
we dedicate the world 49
we deferred it until 42
we delegate to others 50
we demanded the reason 45
we demanded the right 166
we denounce the porto 57
we departed by train 56
we departed the eight 57
we departed the haven 41
we departed the house 61
we depended on others 41
we describe an action 278
we describe an agent 60
we describe an event 388
we describe an image 115
we describe as human 47
we describe as moral 44
we describe as social 48
we describe in brief 57
we describe in broad 42
we describe in later 379
we describe in order 44
we describe in table 58
we describe in terms 422
we describe in words 78
we describe is based 125
we describe it below 120
we describe it first 141
we describe on pages 52
we describe the above 73
we describe the action 469
we describe the agent 50
we describe the basic 5814
we describe the basis 117
we describe the brain 52
we describe the broad 75
we describe the cause 49
we describe the change 139
we describe the changing 90
we describe the chief 67
we describe the child 86
we describe the class 174
we describe the cloning 227
we describe the color 88
we describe the daily 41
we describe the eight 81
we describe the event 207
we describe the exact 66
we describe the facts 112
we describe the feeling 46
we describe the field 119
we describe the final 98
we describe the first 770
we describe the force 43
we describe the forms 66
we describe the goals 60
we describe the grass 96
we describe the group 91
we describe the growing 46
we describe the growth 317
we describe the human 112
we describe the image 74
we describe the inner 80
we describe the input 115
we describe the kinds 183
we describe the large 54
we describe the learning 197
we describe the legal 71
we describe the linear 69
we describe the local 82
we describe the logic 73
we describe the lower 41
we describe the major 966
we describe the mapping 85
we describe the method 1328
we describe the model 2106
we describe the monte 52
we describe the moral 56
we describe the motion 400
we describe the notion 91
we describe the novel 127
we describe the parts 70
we describe the people 72
we describe the phase 67
we describe the place 61
we describe the power 119
we describe the proof 41
we describe the query 103
we describe the roles 118
we describe the rules 178
we describe the scene 94
we describe the scope 76
we describe the search 72
we describe the setting 189
we describe the setup 63
we describe the seven 41
we describe the shape 180
we describe the shift 42
we describe the social 218
we describe the sound 60
we describe the state 1005
we describe the steps 790
we describe the study 165
we describe the tasks 507
we describe the testing 45
we describe the tests 44
we describe the tools 137
we describe the total 160
we describe the types 458
we describe the usage 44
we describe the value 107
we describe the whole 300
we describe the working 162
we describe the world 1580
we descried an osage 159
we descried the coast 76
we descried the enemy 58
we descried the white 68
we deserved the title 55
we designed the first 98
we designed the study 175
we designed to avoid 185
we designed to enter 49
we designed to spend 45
we designed to tarry 51
we designed to visit 42
we desirous of lording 67
we destined to repeat 45
we detailed in marsh 41
we detected the first 56
we differed in every 63
we diminish the camel 44
we diminish the force 67
we diminish the period 43
we diminish the power 100
we diminish the value 147
we discount the first 95
we discount the story 60
we discount the value 136
we discover an amazing 68
we discover an error 104
we discover an indian 88
we discover an order 115
we discover at every 77
we discover at first 71
we discover by digging 50
we discover by looking 47
we discover by reason 144
we discover in every 187
we discover in genoa 88
we discover in homer 134
we discover in human 82
we discover in james 60
we discover in jesus 132
we discover in later 106
we discover in others 47
we discover in writing 41
we discover it again 55
we discover no error 90
we discover no marks 88
we discover no reason 100
we discover no resting 203
we discover no trace 332
we discover of human 46
we discover or create 68
we discover or judge 110
we discover the action 162
we discover the amazing 42
we discover the author 124
we discover the basic 141
we discover the basis 87
we discover the beauty 115
we discover the cause 564
we discover the chief 193
we discover the depths 63
we discover the error 97
we discover the exact 151
we discover the facts 83
we discover the field 51
we discover the final 57
we discover the first 1022
we discover the force 49
we discover the germs 109
we discover the human 151
we discover the image 48
we discover the inner 105
we discover the limit 61
we discover the lines 43
we discover the magic 41
we discover the marks 55
we discover the moral 149
we discover the names 140
we discover the order 58
we discover the place 65
we discover the point 81
we discover the power 465
we discover the reason 744
we discover the right 427
we discover the roots 92
we discover the ruins 71
we discover the rules 59
we discover the seeds 59
we discover the sense 53
we discover the shape 49
we discover the signs 101
we discover the small 59
we discover the social 48
we discover the state 88
we discover the truths 42
we discover the unity 91
we discover the utter 44
we discover the value 153
we discover the whole 288
we discover the words 41
we discover the world 795
we disperse the seeds 74
we displace the point 65
we disposed to admit 252
we disposed to adopt 91
we disposed to boast 41
we disposed to doubt 78
we disposed to enter 105
we dissolve in water 63
we distrust the power 44
we dominate the world 88
we effected the change 63
we embarked at dover 77
we embarked at seven 51
we embarked in boats 63
we embarked in canoes 78
we embarked on board 5703
we embarked to cross 79
we employed by walking 40
we employed in dancing 68
we employed the first 49
we employed the method 261
we employed the usual 42
we encamped at about 47
we encamped at evening 42
we encamped at night 882
we encamped at seven 99
we encamped the night 46
we enlarged the scope 58
we entitled to apply 44
we entitled to argue 60
we entitled to claim 123
we entitled to infer 169
we envisage the whole 119
we envisage the world 107
we estimate an error 68
we estimate an upper 154
we estimate at about 143
we estimate it would 76
we estimate the above 48
we estimate the action 98
we estimate the change 101
we estimate the costs 204
we estimate the cross 65
we estimate the error 327
we estimate the final 42
we estimate the first 124
we estimate the force 131
we estimate the gross 44
we estimate the growth 72
we estimate the labor 87
we estimate the level 111
we estimate the linear 95
we estimate the local 63
we estimate the lower 45
we estimate the merit 41
we estimate the missing 50
we estimate the model 1837
we estimate the moral 68
we estimate the order 107
we estimate the power 474
we estimate the price 317
we estimate the share 72
we estimate the short 84
we estimate the slope 82
we estimate the social 46
we estimate the speed 102
we estimate the state 131
we estimate the total 2886
we estimate the trend 54
we estimate the upper 141
we estimate the value 3775
we estimate the whole 540
we estimate the yield 47
we evaluate in terms 52
we evaluate the above 128
we evaluate the action 83
we evaluate the change 63
we evaluate the child 49
we evaluate the claim 68
we evaluate the costs 72
we evaluate the error 58
we evaluate the first 153
we evaluate the level 107
we evaluate the model 105
we evaluate the moral 51
we evaluate the power 151
we evaluate the query 41
we evaluate the right 292
we evaluate the social 79
we evaluate the state 93
we evaluate the terms 64
we evaluate the total 183
we evaluate the value 266
we evaluate the whole 108
we evaluate the world 76
we examined in every 42
we examined in table 67
we examined in which 48
we examined the action 84
we examined the basic 406
we examined the basis 41
we examined the binding 250
we examined the blood 128
we examined the books 60
we examined the brain 104
we examined the cases 78
we examined the cells 43
we examined the change 158
we examined the changing 52
we examined the child 108
we examined the coast 106
we examined the cross 55
we examined the field 129
we examined the first 307
we examined the group 91
we examined the growth 288
we examined the house 389
we examined the human 40
we examined the input 47
we examined the issue 211
we examined the kinds 67
we examined the large 47
we examined the legal 49
we examined the level 147
we examined the links 56
we examined the major 170
we examined the method 48
we examined the model 73
we examined the notion 121
we examined the place 246
we examined the power 70
we examined the rates 65
we examined the reason 76
we examined the roles 116
we examined the roots 47
we examined the ruins 62
we examined the scope 74
we examined the seamen 52
we examined the short 135
we examined the small 95
we examined the social 214
we examined the state 228
we examined the steps 62
we examined the terms 46
we examined the topic 42
we examined the total 277
we examined the types 159
we examined the value 159
we examined the views 41
we examined the walls 65
we examined the water 101
we examined the whole 328
we examined the words 85
we examined we found 79
we exchanged no words 91
we exchanged the parting 102
we exchanged the small 45
we exchanged the usual 495
we executed the order 52
we exercise the feeling 99
we exercise the option 114
we exercise the power 232
we exercise the right 430
we expanded the model 67
we expanded the scope 118
we expanded the study 44
we expected at every 88
we expected at first 103
we expected he would 577
we expected it every 41
we expected it would 1077
we expected or hoped 119
we expected the enemy 251
we expected the first 104
we expected the order 41
we expected the usual 46
we expected the whole 285
we expected the worst 285
we expected to arise 70
we expected to begin 67
we expected to board 88
we expected to build 49
we expected to carry 102
we expected to catch 216
we expected to change 89
we expected to cover 74
we expected to cross 435
we expected to drive 60
we expected to engage 58
we expected to enjoy 233
we expected to enter 93
we expected to fight 113
we expected to gather 78
we expected to lodge 63
we expected to march 160
we expected to occur 56
we expected to prove 81
we expected to raise 83
we expected to renew 72
we expected to share 49
we expected to sight 117
we expected to sleep 103
we expected to spend 554
we expected to stand 53
we expected to start 172
we expected to storm 95
we expected to swell 49
we expected to visit 245
we expected we could 40
we expected we would 152
we explored the basic 104
we explored the caves 43
we explored the coast 50
we explored the first 76
we explored the house 67
we explored the inner 50
we explored the issue 140
we explored the lower 52
we explored the meanings 40
we explored the notion 142
we explored the place 72
we explored the region 45
we explored the river 52
we explored the ruins 99
we explored the social 148
we explored the topic 84
we explored the whole 168
we explored the woods 82
we explored the world 125
we extended the basic 76
we extended the model 153
we extended the notion 104
we extended the period 62
we extended the scope 84
we extended the study 128
we extinguish the light 49
we extinguish the sense 84
we extinguish the steady 57
we fashioned the irish 93
we finished at about 53
we finished the album 72
we finished the climb 76
we finished the dance 64
we finished the drive 44
we finished the evening 375
we finished the final 130
we finished the first 822
we finished the flask 55
we finished the forty 94
we finished the house 107
we finished the lunch 42
we finished the meeting 107
we finished the morning 48
we finished the movie 95
we finished the night 141
we finished the piece 54
we finished the round 128
we finished the scene 134
we finished the season 200
we finished the story 121
we finished the study 45
we finished the walls 41
we finished the whole 298
we finished we would 68
we followed in order 78
we followed it about 113
we followed it until 244
