wan declining green to 216
was adopted calling on 174
was adopted changing the 74
was adopted creating the 41
was adopted either in 61
was adopted first by 653
was adopted first in 360
was adopted known as 48
was adopted later as 83
was adopted later by 777
was adopted later in 385
was adopted later on 336
was adopted later to 57
was adopted seems to 76
was adopted setting up 54
was adopted shall be 64
was adopted since it 237
was adopted since the 238
was adopted under the 2620
was adopted until he 77
was adopted until it 49
was adopted until the 249
was adopted where the 208
was adopted which in 329
was adopted which is 303
was adopted which it 41
was adopted which the 96
was adopted while the 170
was adopted within the 438
was adopted would be 75
was adorned after the 114
was advance warning of 46
was advancing money to 81
was advancing under the 291
was advised about the 229
was advised after the 59
was advised again to 74
was advised either to 110
was advised first to 103
was advised never to 284
was advised rather to 79
was advised would be 62
was affixed above the 60
was against anything of 45
was against changing the 80
was against engaging in 200
was against helping the 47
was against holding the 43
was against joining the 107
was against letting the 47
was against light in 64
was against putting the 44
was against raising the 49
was against reason to 75
was against repeal of 55
was against rules to 95
was against sending an 42
was against sending the 82
was against setting up 117
was against signing the 58
was against which he 62
was against which the 66
was alarmed about it 68
was alarmed about the 1002
was alerted about the 115
was alleged about the 44
was alleged after the 59
was alleged could be 50
was alleged never to 48
was alleged under the 44
was alleged would be 66
was allowed about the 119
was allowed above the 48
was allowed after the 723
was allowed again in 89
was allowed again to 307
was allowed based on 108
was allowed below the 46
was allowed burial in 43
was allowed close to 47
was allowed either to 379
was allowed entry to 129
was allowed equal to 55
was allowed first to 131
was allowed fully to 43
was allowed later to 98
was allowed really to 41
was allowed since it 49
was allowed since the 181
was allowed still to 235
was allowed though the 48
was allowed under the 2514
was allowed until the 544
was allowed where it 103
was allowed where the 824
was allowed while the 96
was allowed within the 933
was altered about the 118
was altered after it 183
was altered after the 671
was altered again by 74
was altered again in 255
was altered again to 136
was altered either by 57
was altered first by 41
was altered later by 70
was altered later on 48
was altered later to 109
was altered since the 138
was altered under the 239
was altered until it 42
was altered until the 90
was altered while the 77
was altered within the 96
was amateur night at 54
was amazingly adept at 116
was amazingly close to 189
was amazingly light on 57
was amazingly quick at 49
was amazingly quick in 43
was amazingly quick to 68
was amended after the 775
was amended again by 127
was amended again in 1435
was amended again on 44
was amended again to 461
was amended later in 67
was amended later to 142
was amended twice in 180
was amended twice to 57
was amended under the 167
was amusingly shown by 56
was amusingly shown in 66
was annexed after the 313
was annexed under the 148
was annoyed about it 328
was annoyed about the 541
was annoyed again at 40
was annoyed again by 49
was anxiety about the 952
was anybody about the 72
was anybody under the 51
was anybody would be 92
was applied about the 154
was applied above the 261
was applied above to 88
was applied after an 70
was applied after the 2060
was applied again at 44
was applied again by 60
was applied again in 290
was applied again to 222
was applied alike to 254
was applied alone or 79
was applied based on 264
was applied below the 158
was applied beneath the 94
was applied close to 210
was applied could be 72
was applied daily to 167
was applied either as 231
was applied either at 42
was applied either by 150
was applied either in 114
was applied either on 89
was applied either to 358
was applied first by 200
was applied first in 436
was applied first of 131
was applied first to 2010
was applied later by 110
was applied later in 170
was applied later on 179
was applied later to 518
was applied rather to 88
was applied round the 213
was applied since the 171
was applied twice at 46
was applied twice in 177
was applied twice to 150
was applied under an 52
was applied under the 978
was applied until it 56
was applied until the 790
was applied where an 80
was applied where it 91
was applied where the 779
was applied which is 68
was applied while the 436
was applied within the 591
was applied would be 59
was aroused about the 200
was aroused after the 79
was aroused again by 197
was aroused again in 115
was aroused first by 52
was aroused while he 72
was aroused within me 75
was aroused within the 90
was arranged about the 212
was arranged above the 79
was arranged after the 465
was arranged based on 66
was arranged below the 56
was arranged close to 42
was arranged neatly in 46
was arranged neatly on 54
was arranged round the 197
was arranged under the 1257
was arranged until the 80
was arranged where the 128
was arranged while he 41
was arranged while the 79
was arranged within the 264
was arrayed under the 49
was arrived again in 53
was arrived within the 130
was ascending quick to 72
was ashamed about it 60
was ashamed about the 96
was assayed after the 61
was assayed either by 63
was assayed under the 84
was assumed about the 180
was assumed above to 65
was assumed after the 136
was assumed based on 287
was assumed could be 145
was assumed either to 69
was assumed equal to 1996
was assumed first by 126
was assumed fixed at 46
was assumed might be 42
was assumed since the 86
was assumed under an 65
was assumed under the 292
was assumed until the 79
was assumed where the 51
was assumed within the 139
was assumed would be 695
was assured after the 283
was assured could be 73
was assured since the 55
was assured thanks to 44
was assured under the 186
was assured until the 123
was assured within the 82
was assured would be 504
was attaching meanings to 70
was attending class at 41
was attending court at 206
was attending court in 250
was attending court on 55
was attending sheep on 65
was attired after the 147
was audible above the 721
was audible under the 71
was audibly calling to 64
was averaging close to 110
was averted after the 61
was averted thanks to 143
was averted until the 45
was avoided after the 78
was avoided since it 92
was avoided since the 113
was avoided thanks to 185
was avoided under the 54
was avoided until the 203
was awakening under the 45
was awarded after the 178
was awarded based on 163
was awarded order of 50
was awarded title to 75
was awarded under the 462
was awarded where the 94
was awfully brave of 79
was awfully close to 400
was awfully funny to 118
was awfully happy to 90
was awfully jolly to 50
was awfully lucky to 79
was awfully proud of 538
was awfully quiet in 103
was awfully rough on 40
was awfully silly of 50
was awfully sorry he 62
was awfully sorry to 509
was awfully sweet of 325
was awfully sweet on 93
was awfully sweet to 114
was awfully tired of 155
was awkward about it 110
was baffled about the 98
was bandied about as 492
was bandied about at 117
was bandied about by 341
was bandied about in 962
was bandied about on 97
was bandied about so 43
was bandied about the 306
was bandied about to 76
was baptizing people in 88
was because after the 368
was because either the 120
was because people do 66
was because people in 185
was because people of 41
was because since the 98
was because under the 254
was because until the 105
was because while he 74
was because while the 139
was because within the 97
was beginning about the 109
was beginning after the 53
was beginning again in 216
was beginning again the 46
was beginning again to 976
was beginning dimly to 361
was beginning fully to 54
was beginning rather to 126
was beginning really to 257
was beginning under the 140
was beginning within the 79
was beheaded about the 84
was beheaded after he 51
was beheaded after the 523
was beheaded under the 135
was beheaded within the 223
was beloved alike by 121
was beloved quite as 44
was betraying signs of 127
was between either of 114
was between lands in 62
was between people of 91
was between power on 93
was blankly staring at 52
was blasted apart by 134
was bleached white as 53
was bleached white by 122
was blended under the 75
was blessed again by 51
was blessed under the 108
was blinded again by 46
was blindly loyal to 127
was blocked after the 135
was blocked again by 118
was blocked either by 87
was blocked first by 70
was blocked until the 152
was blocked while the 71
was blocked within the 66
was bluntly asked by 43
was bluntly asked to 45
was boarded under the 63
was boosted after the 57
was borrowing money at 247
was borrowing money in 61
was borrowing money on 104
was borrowing money to 271
was bothered about it 90
was bothered about my 49
was bothered about the 497
was bothered again by 40
was bottled under the 54
was bounded above by 221
was bounded below by 104
was bounded within the 282
was braided close to 76
was briefed about the 677
was briefly aware of 207
was briefly drawn to 56
was briefly given by 89
was briefly given in 71
was briefly given to 54
was briefly known as 735
was briefly moved to 44
was briefly noted by 181
was briefly noted in 525
was briefly owned by 93
was briefly ruled by 125
was briefly shown in 69
was briefly taken by 96
was briefly taken up 91
was briefly under the 94
was brigade major of 183
was brigade major to 47
was briskly boiling in 61
was briskly burning in 63
was britain alone in 46
was britain willing to 49
was british agent in 63
was british envoy at 89
was british envoy to 60
was broadly aimed at 47
was broadly based in 150
was broadly based on 576
was broadly known as 67
was broadly speaking the 113
was brought about an 146
was brought about as 4742
was brought about at 2041
was brought about by 281624
was brought about he 63
was brought about in 37126
was brought about is 1198
was brought about it 131
was brought about of 107
was brought about on 999
was brought about or 316
was brought about so 792
was brought about the 1608
was brought about to 1053
was brought about via 89
was brought about we 411
was brought above the 132
was brought after he 89
was brought after it 44
was brought after the 818
was brought again by 88
was brought again in 273
was brought again to 1425
was brought alive by 54
was brought alive to 490
was brought awake by 46
was brought based on 44
was brought below the 172
was brought beneath the 115
was brought bound to 162
was brought close by 64
was brought close in 59
was brought close to 3177
was brought close up 328
was brought daily by 52
was brought daily to 163
was brought either by 79
was brought first by 98
was brought first to 641
was brought fresh to 104
was brought fully to 235
was brought hither by 893
was brought hither in 380
was brought hither is 44
was brought hither on 72
was brought hither to 207
was brought later by 41
was brought later to 49
was brought might be 43
was brought nearer by 242
was brought nearer or 46
was brought nearer the 236
was brought nearer to 1507
was brought nearly at 139
was brought nearly to 547
was brought quite to 137
was brought right to 112
was brought right up 375
was brought round at 45
was brought round by 587
was brought round in 221
was brought round on 120
was brought round the 253
was brought round to 2345
was brought short by 63
was brought since the 42
was brought thence by 135
was brought thence in 41
was brought thence to 338
was brought thither as 90
was brought thither at 61
was brought thither by 2061
was brought thither in 345
was brought thither to 244
was brought under an 328
was brought under it 86
was brought under my 771
was brought under the 27172
was brought where he 48
was brought where the 40
was brought which he 44
was brought while the 46
was brought within an 82
was brought within it 104
was brought within my 53
was brought within the 8902
was brought would be 45
was bruised about the 130
was bruited about as 175
was bruited about by 54
was bruited about in 376
was bruited about the 345
was brushed aside as 2650
was brushed aside at 90
was brushed aside by 2744
was brushed aside in 558
was brushed aside on 149
was brushed aside or 52
was brushed aside to 55
was brushed close to 62
was brushed under the 111
was brushed until it 140
was buckled round it 42
was buckled round the 105
was bullish about the 125
was buoyant about the 64
was burrowing under the 58
was capable again of 95
was capable alike of 50
was capable either of 244
was capable still of 58
was capable under the 93
was captive under the 67
was careering about the 239
was careering round the 112
was careful about it 199
was careful about my 197
was careful about the 986
was careful first to 134
was careful never by 69
was careful never to 8745
was careful where he 148
was carried about as 346
was carried about at 53
was carried about by 1075
was carried about in 2494
was carried about on 643
was carried about the 1375
was carried about to 428
was carried above the 449
was carried after an 136
was carried after he 85
was carried after the 327
was carried again to 235
was carried alive to 94
was carried aloft by 507
was carried aloft in 249
was carried aloft on 220
was carried aloft to 43
was carried below he 55
was carried below in 83
was carried below the 263
was carried below to 344
was carried beneath the 223
was carried bound on 46
was carried bound to 49
was carried close to 195
was carried could be 47
was carried daily in 49
was carried daily to 109
was carried easily by 40
was carried either by 90
was carried either in 84
was carried either on 94
was carried first by 122
was carried first to 714
was carried hence to 98
was carried hither by 53
was carried hither to 52
was carried loose in 56
was carried nearer to 45
was carried nearly to 89
was carried quite as 61
was carried right to 69
was carried right up 369
was carried round at 140
was carried round by 362
was carried round in 534
was carried round it 69
was carried round on 171
was carried round the 3142
was carried round to 670
was carried sword in 147
was carried thence by 106
was carried thence in 51
was carried thence on 52
was carried thence to 727
was carried thither by 766
was carried thither in 383
was carried thither on 163
was carried thither to 132
was carried under an 68
was carried under it 52
was carried under the 1987
was carried until it 43
was carried until the 122
was carried where it 215
was carried within the 440
was caustic about the 264
was cautious about it 105
was cautious about the 1445
was cautious never to 84
was cavorting about in 43
was certain about it 185
was certain about my 47
was certain about the 1064
was certain after the 110
was certain could be 234
was certain either to 74
was certain kinds of 43
was certain never to 285
was certain proof of 161
was certain under the 60
was certain until the 88
was certain where he 102
was certain where the 163
was certain which of 43
was certain would be 2260
was certain would do 45
was chaffed about it 79
was chaffed about the 59
was chained naked on 133
was chained naked to 78
was chained under the 64
was chaired about the 80
was chaired first by 109
was chaired round the 100
was chandra gupta ii 46
was chanted while the 65
was charged after the 149
was charged again in 66
was charged based on 46
was charged could be 45
was charged never to 65
was charged twice by 50
was charged under an 132
was charged under it 60
was charged under the 3291
was charged until the 60
was charged would be 61
was charles seated on 49
was chatted about in 63
was checked after the 253
was checked again at 58
was checked again by 191
was checked again in 94
was checked daily by 91
was checked either by 53
was checked first by 132
was checked short of 59
was checked under the 183
was checked until the 84
was chiefly about the 554
was chiefly after the 251
was chiefly aided by 71
was chiefly aimed at 967
was chiefly aware of 287
was chiefly based on 3028
was chiefly borne by 123
was chiefly bound up 54
was chiefly built by 187
was chiefly built in 64
was chiefly built of 172
was chiefly built on 129
was chiefly built up 143
was chiefly drawn to 125
was chiefly drawn up 112
was chiefly fixed on 225
was chiefly found at 40
was chiefly found in 418
was chiefly given by 54
was chiefly given to 682
was chiefly given up 87
was chiefly grown in 108
was chiefly known as 1660
was chiefly known at 50
was chiefly known by 459
was chiefly known in 487
was chiefly known to 471
was chiefly lacking in 77
was chiefly moved by 273
was chiefly moved to 171
was chiefly noted as 114
was chiefly noted in 62
was chiefly owned by 128
was chiefly proud of 44
was chiefly shown by 96
was chiefly shown in 222
was chiefly spent at 261
was chiefly spent by 207
was chiefly spent in 5269
was chiefly spent on 132
was chiefly taken by 45
was chiefly taken up 1085
was chiefly thanks to 174
was chiefly thinking of 194
was chiefly under the 721
was chiefly urged by 60
was chiefly waged by 40
was chiefly within the 91
was circled round by 60
was circuit judge in 63
was circuit judge of 196
was claimed about the 60
was claimed after the 164
was claimed again by 41
was claimed alike by 70
was claimed could be 93
was claimed either by 53
was claimed first by 72
was claimed later by 100
was claimed under an 41
was claimed under it 51
was claimed under the 691
was claimed within the 66
was claimed would be 122
was clarity about the 54
was clasped about the 96
was clasped close to 56
was clasped round the 327
was clasped tight in 48
was classed under the 217
was climbed first by 44
was clipped close to 304
was clipped short in 95
was cloaked under the 233
was closely aware of 98
was closely based on 1053
was closely beset by 167
was closely bound by 257
was closely bound in 381
was closely bound to 1948
was closely bound up 18776
was closely built up 314
was closely drawn to 85
was closely echoed by 48
was closely equal to 51
was closely geared to 413
was closely mixed up 80
was closely tuned to 48
was clotted blood on 62
was colored brown by 48
was colored green by 47
was commuting daily to 41
was compiling lists of 85
was composing music at 51
was concern about an 84
was concern about my 61
was concern about the 5960
was concern within the 246
was conduct which the 49
was conduct worthy of 53
was congealed beneath it 74
was congealed blood on 41
was congress given the 54
was congress willing to 97
was consuming within it 89
was content either to 48
was content never to 253
was content rather to 209
was content under the 43
was content until he 78
was content until the 54
was content where he 116
was correct about it 51
was correct about my 66
was correct about the 3278
was correct based on 81
was correct could be 44
was correct since it 48
was correct since the 124
was correct under the 278
was correct until the 72
was correct while the 57
was correct within the 90
was correct would be 73
was couched close to 85
was couched under it 93
was couched under the 118
was couched within the 136
was counted after the 97
was counted equal to 106
was counted twice in 139
was counted under the 159
was counted within the 52
was counted worthy of 1009
was counted worthy to 1204
was courage given to 54
was covered above by 86
was covered after the 124
was covered again by 148
was covered again in 51
was covered beneath by 40
was covered either by 189
was covered first by 110
was covered floor to 72
was covered fully by 49
was covered fully in 53
was covered later by 48
was covered under an 163
was covered under the 2793
was covered until the 88
was covered while the 106
was covered within the 117
was crackling under the 56
was cradled within the 63
was crafted under the 43
was cramped within the 43
was cropped close at 42
was cropped close by 149
was cropped close in 55
was cropped close to 1270
was cropped short as 41
was cropped short at 60
was cropped short by 55
was cropped short in 179
was cropped short to 41
was crossed under the 42
was crouching below the 40
was crouching beneath the 102
was crouching close by 45
was crouching close to 123
was crouching under the 377
was crowded about the 50
was crowded after the 44
was crowded aside by 79
was crowded nearly to 64
was crowded right up 117
was crowded under the 52
was crowded within the 98
was crowned above by 137
was crowned after the 106
was crowned again at 90
was crowned again by 50
was crowned again in 67
was crowned first king 153
was crowned george iv 41
was crowned henry iv 132
was crowned james vi 125
was crowned queen at 209
was crowned queen by 79
was crowned queen in 411
was crowned queen of 3212
was crowned queen on 121
was crowned ruler of 122
was crowned under the 400
was cruelly aware of 43
was cruelly beaten at 57
was cruelly beaten by 270
was cruelly beaten in 47
was cruelly beaten to 47
was cruelly slain by 167
was cruelly teased by 42
was cruelly vivid to 49
was crumbling beneath the 123
was crumbling under the 1154
was crushed after the 114
was crushed beneath an 100
was crushed beneath it 137
was crushed beneath the 1563
was crushed under an 115
was crushed under it 156
was crushed under the 2870
was crushed while he 52
was crushed within me 61
was crushed within the 60
was cuddled close to 54
was current about the 285
was current after the 78
was current under the 116
was current until the 121
was current within the 65
was cynical about it 77
was cynical about the 803
was damaged after it 41
was damaged after the 103
was damaged again by 56
was damaged again in 74
was damaged badly by 69
was damaged while in 229
was damaged while it 64
was damaged while the 65
was darkening under the 72
was darkest under the 48
was debased nearly in 61
was debated about the 49
was debated after the 58
was debated again at 55
was debated again in 206
was debated again on 61
was debated first in 51
was debated hotly in 80
was debated under the 61
was debated until the 257
was debated within the 433
was decades after the 77
was decades since he 57
was decided about it 42
was decided about the 396
was decided after an 70
was decided after the 1711
was decided again to 209
was decided based on 392
was decided either by 109
was decided either to 62
was decided first by 76
was decided first of 159
was decided first to 720
was decided later in 93
was decided later on 144
was decided later to 235
was decided never to 75
was decided rather by 44
was decided rather to 95
was decided since the 41
was decided under an 93
was decided under the 3625
was decided until the 91
was decided where the 102
was decided which of 156
was decided while the 105
was decided within the 343
was decided would be 141
was declining after the 88
was declining beneath the 74
was declining under the 233
was declining until the 45
was declining while the 237
was decreasing under the 48
was decreasing while the 140
was decreed after the 55
was decreed under the 90
was deduced based on 76
was deduced under the 75
was deepening under the 55
was defeated after an 184
was defeated after he 52
was defeated after it 49
was defeated after the 279
was defeated again at 242
was defeated again by 242
was defeated again in 409
was defeated again on 104
was defeated badly in 53
was defeated easily by 66
was defeated eight to 46
was defeated first at 66
was defeated first by 131
was defeated later in 46
was defeated seven to 51
was defeated thanks to 57
was defeated twice by 202
was defeated twice in 203
was defeated under the 393
was defeated while the 48
was defeated within the 103
was defined above as 2072
was defined above in 144
was defined above to 50
was defined after the 142
was defined based on 861
was defined either as 349
was defined either by 100
was defined either in 55
was defined first as 157
was defined first by 117
was defined first in 59
was defined first of 45
was defined rather by 46
was defined under the 498
was defined where the 68
was defined which is 73
was defined within an 41
was defined within the 689
was deified under the 360
was delayed about an 86
was delayed after the 319
was delayed again by 91
was delayed first by 401
was delayed getting to 58
was delayed nearly an 50
was delayed pending an 58
was delayed pending the 398
was delayed since the 49
was delayed under the 65
was delayed until an 160
was delayed until as 53
was delayed until at 87
was delayed until he 577
was delayed until it 610
was delayed until the 16681
was delayed until we 71
was delayed while he 172
was delayed while the 992
was delayed while we 51
was deleted after the 161
was deleted since it 77
was deleted under the 44
was deluded about the 93
was demoted after the 57
was densely built up 236
was departing never to 45
was deposed about the 42
was deposed after he 51
was deposed after the 256
was deposed again in 55
was deposed under the 47
was depriving people of 42
was depriving women of 46
was deputed alone to 56
was derived after the 98
was derived based on 1191
was derived first by 199
was derived later by 44
was derived quite as 78
was derived under an 47
was derived under the 1810
was derived which is 114
was derived within the 134
was desired about the 63
was desired alike by 57
was desired could be 120
was desired first to 86
was desired might be 57
was desired within the 63
was desired would be 90
was devised about the 140
was devised after the 315
was devised based on 636
was devised later to 46
was devised rather to 173
was devised under the 341
was devised until the 54
was devised where the 73
was devised which in 47
was devised which is 214
was devised while the 40
was devised within the 113
was devoted again to 41
was devoted either to 284
was devoted first of 40
was devoted first to 184
was devoted rather to 245
was devoted shall be 131
was dictating notes to 54
was dictating terms to 88
was diluted until the 65
was directing about the 64
was directing people to 67
was discord within the 65
was dispute about the 203
was disputing about the 47
was dissent within the 147
was distant about an 47
was distant shall be 75
was disused after the 57
was diverting funds to 42
was divided about as 129
was divided about it 91
was divided about the 1159
was divided above the 68
was divided after the 1109
was divided again by 65
was divided again in 73
was divided again on 44
was divided based on 82
was divided below the 78
was divided close to 109
was divided first by 50
was divided nearly in 167
was divided under the 642
was divided until the 74
was divided while the 44
was divided within the 194
was divided would be 44
was divided would so 194
was division chief of 46
was division within the 366
was dormant until the 238
was doubled after the 144
was doubled again by 71
was doubled again in 68
was doubled again to 74
was doubled round the 48
was doubled under the 122
was doubled while the 64
was doubled within the 96
was doubted until the 46
was drafted about the 57
was drafted after the 472
was drafted again in 44
was drafted based on 114
was drafted first in 45
was drafted under the 1108
was drafted while the 67
was drafted within the 169
was dragged about by 196
was dragged about in 124
was dragged about the 462
was dragged about to 50
was dragged after it 76
was dragged after the 121
was dragged after us 76
was dragged below the 79
was dragged beneath the 313
was dragged close to 41
was dragged naked up 227
was dragged round the 434
was dragged thence by 58
was dragged thither by 41
was dragged under by 154
was dragged under the 675
was dragged until he 59
was dragged until the 63
was dragged within the 76
was drained about the 44
was drained after the 92
was dreamily thinking of 44
was dressed about as 96
was dressed about the 64
was dressed after the 778
was dressed again he 40
was dressed again in 337
was dressed close to 89
was dressed either in 44
was dressed finer by 50
was dressed neatly in 711
was dressed oddly in 40
was dressed quite as 90
was dressed quite in 52
was dressed still in 100
was dressed today in 292
was dressed twice as 125
was dressed within an 59
was dressed within the 58
was drilled after the 63
was drilled below the 45
was drilled close to 83
was drilled under the 98
was drilled within the 73
was dropped about the 113
was dropped above the 74
was dropped after an 146
was dropped after he 165
was dropped after it 200
was dropped after the 2371
was dropped again in 107
was dropped again to 47
was dropped below the 101
was dropped close to 126
was dropped later in 98
was dropped later on 182
was dropped right in 55
was dropped since it 156
was dropped since the 100
was dropped under the 186
was dropped until it 42
was dropped until the 387
was dropped where it 58
was dropped where the 82
was dropped while the 176
was dropped within the 48
was drowned after the 53
was drowned again in 53
was drowned beneath the 204
was drowned under the 232
was drowned while he 59
was drowned while in 87
was drowned while on 617
was drowned while the 73
was dwindling under the 46
was earliest known to 45
was effused beneath the 71
was effused under the 71
was ejected after the 171
was ejected thence by 51
was ejected under the 138
was elbowed aside by 342
was elected abbot at 43
was elected abbot by 68
was elected abbot in 791
was elected abbot of 2381
was elected abbot on 92
was elected about the 129
was elected after an 128
was elected after he 63
was elected after the 883
was elected again as 423
was elected again by 68
was elected again in 1373
was elected again the 42
was elected again to 668
was elected agent of 72
was elected based on 51
was elected chair in 50
was elected chair of 1851
was elected chief by 103
was elected chief in 143
was elected chief of 1795
was elected clerk in 125
was elected clerk of 5141
was elected clerk to 128
was elected deacon in 204
was elected deacon of 358
was elected easily in 43
was elected either by 69
was elected elder in 111
was elected elder of 90
was elected envoy to 63
was elected first as 124
was elected first in 142
was elected first on 42
was elected first to 384
was elected judge in 374
was elected judge of 9360
was elected later in 89
was elected later to 49
was elected leader at 48
was elected leader by 239
was elected leader in 552
was elected leader of 6871
was elected leader on 69
was elected major in 80
was elected major of 975
was elected mayor as 212
was elected mayor at 111
was elected mayor by 959
was elected mayor he 59
was elected mayor in 4571
was elected mayor of 27424
was elected mayor on 779
was elected mayor the 102
was elected mayor to 59
was elected queen of 437
was elected rabbi of 557
was elected reader in 195
was elected ruler of 264
was elected shall be 257
was elected thanks to 64
was elected thence to 80
was elected tutor in 96
was elected twice as 407
was elected twice by 49
was elected twice in 54
was elected twice to 624
was elected under it 45
was elected under the 1892
was elected until the 114
was elected vicar of 214
was elected while in 47
was elected while the 170
was elected within the 55
was elected would be 73
was election night in 54
was eminent above the 67
was eminent alike as 64
was eminent alike in 44
was emitted within the 45
was emptied after the 49
was emptied shall be 117
was emptied under the 44
was enabled again to 426
was enabled easily to 178
was enabled either to 81
was enabled first to 68
was enabled fully to 191
was enabled later to 63
was enabled often to 41
was enabled still to 91
was enabled under the 60
was enacted about the 96
was enacted after an 49
was enacted after the 2129
was enacted again in 72
was enacted based on 105
was enacted changing the 77
was enacted creating the 136
was enacted first in 123
was enacted known as 52
was enacted later in 84
was enacted under the 1644
was enacted until the 177
was enacted which in 45
was enacted which is 67
was enacted while the 136
was enacted within the 409
was enacted would be 72
was encased within the 191
was encoded within the 69
was endemic until the 68
was endemic within the 132
was endowed above the 62
was endowed under the 68
was endured until the 40
was engraved about the 75
was engraved above the 58
was engraved after the 121
was engraved under the 104
was engulfed within the 45
was enjoyed after the 80
was enjoyed under the 283
was enjoyed until the 87
was enraged about the 123
was ensured after the 65
was ensured either by 40
was ensured under the 47
was entered after an 43
was entered after the 576
was entered again at 42
was entered again in 50
was entered again on 43
was entered based on 54
was entered denying the 88
was entered first by 44
was entered first in 159
was entered sword in 105
was entered twice in 65
was entered under the 792
was entered until the 50
was entered where the 55
was entered while the 79
was entered within the 107
was enthused about it 46
