we again wandered about 60
we shall consider motion 69
we shall consider names 49
we shall consider others 46
we shall consider plane 42
we shall consider rather 70
we shall consider right 41
we shall consider seven 53
we shall consider small 81
we shall consider social 54
we shall consider steady 56
we shall consider still 56
we shall consider tests 51
we shall consider types 49
we shall consider under 805
we shall consider wages 40
we shall consider where 53
we shall consider which 130
we shall continue until 153
we shall continue working 63
we shall describe after 54
we shall describe below 2703
we shall describe first 732
we shall describe fully 61
we shall describe later 7178
we shall describe under 222
we shall discover about 47
we shall discover again 81
we shall discover ample 56
we shall discover anything 40
we shall discover below 416
we shall discover either 345
we shall discover every 83
we shall discover first 42
we shall discover later 2738
we shall discover still 142
we shall discover where 57
we shall discover which 64
we shall discover within 173
we shall document below 159
we shall document later 52
we shall forcibly enter 79
we shall hereafter adopt 133
we shall hereafter dwell 44
we shall hereafter enjoy 103
we shall hereafter enter 49
we shall hereafter fully 59
we shall hereafter marry 44
we shall hereafter often 61
we shall hereafter point 518
we shall hereafter prove 407
we shall hereafter quote 103
we shall hereafter recur 108
we shall hereafter refer 1469
we shall hereafter state 132
we shall hereafter study 130
we shall hereafter trace 192
we shall identify later 65
we shall indicate below 944
we shall indicate later 1439
we shall indicate where 57
we shall indicate which 62
we shall normally refer 53
we shall overcome every 75
we shall overturn russia 45
we shall perceive still 51
we shall possibly never 64
we shall postpone until 342
we shall probably admit 150
we shall probably adopt 86
we shall probably again 54
we shall probably agree 473
we shall probably allow 49
we shall probably avoid 48
we shall probably begin 93
we shall probably carry 64
we shall probably catch 66
we shall probably enjoy 61
we shall probably enter 50
we shall probably infer 164
we shall probably judge 85
we shall probably never 8983
we shall probably raise 49
we shall probably spend 210
we shall probably start 131
we shall probably still 107
we shall slightly touch 42
we shall specially refer 41
we shall therefore adopt 265
we shall therefore apply 56
we shall therefore avoid 43
we shall therefore begin 338
we shall therefore class 42
we shall therefore close 173
we shall therefore defer 172
we shall therefore dwell 79
we shall therefore enter 51
we shall therefore first 758
we shall therefore focus 195
we shall therefore group 67
we shall therefore limit 332
we shall therefore never 76
we shall therefore offer 40
we shall therefore often 40
we shall therefore pause 121
we shall therefore place 114
we shall therefore quote 178
we shall therefore refer 490
we shall therefore start 112
we shall therefore state 181
we shall therefore study 133
we shall therefore touch 57
we shall therefore write 113
we spent saturday night 48
we start tomorrow morning 117
we still disagree about 110
we still remained where 45
we still struggle today 54
we stood directly under 44
we stood silently looking 70
we would classify today 115
we would classify under 123
we would complain about 185
we would consider first 54
we would consider minor 44
we would consider quite 82
we would consider rather 40
we would consider selling 51
we would consider today 568
we would continue talking 50
we would continue until 84
we would continue where 46
we would continue working 52
we would delineate human 140
we would describe today 376
we would describe under 47
we would disagree about 50
we would discover later 78
we would earnestly appeal 59
we would earnestly press 54
we would forecast sales 65
we would identify today 69
we would likewise quite 73
we would normally avoid 55
we would normally count 45
we would normally never 67
we would normally refer 129
we would normally spend 65
we would normally write 117
we would otherwise avoid 54
we would otherwise enjoy 58
we would otherwise never 888
we would otherwise spend 96
we would persuade others 95
we would probably admit 42
we would probably agree 697
we would probably argue 59
we would probably begin 172
we would probably carry 41
we would probably change 65
we would probably create 66
we would probably first 112
we would probably guess 80
we would probably judge 133
we would probably label 58
we would probably never 2056
we would probably place 145
we would probably rather 64
we would probably refer 113
we would probably reply 50
we would probably spend 159
we would probably start 203
we would probably still 863
we would probably today 48
we would probably write 78
woe could scarcely grind 42
