war britain 67 war germany
because 124 was herself 175
was himself 420 was because
222 was himself 74 was
because 44 was audible 80
was lighted 50 was stirred
70 was visible 328 was
because 120 was degrees 48
was dollars 188 was hundred
687 was minutes 2048 was
percent 52 was seconds 96
was shillings 86 was thousand
320 was brought 62 was
crushed 42 was decided 109
was defeated 87 was pierced
74 was released 41 was
removed 60 was secured 76
was settled 409 was stopped
40 was subdued 81 was
because 113 was because 86
was covered 70 was damaged
111 was guarded 116 was
opposed 41 was touched 376
was wounded 147 was contact
62 was success 77 was
support 182 was defined 83
was related 248 was contact
57 was because 456 was
between 89 was perhaps 47
was because 48 was himself
76 was herself 40 was
against 41 was because 127
was decades 119 was hundred
346 was minutes 86 was
thousand 69 was between 105
was dollars 56 was hundred
123 was millions 55 was
minutes 40 was thousand 99
was soluble 111 was because
144 was silence 72 was
dollars 53 was hundred 48
was millions 49 was minutes
52 was thousand 76 was
herself 50 was himself 54
was defined 348 was familiar
771 was listening 41 was
realized 42 was related 110
was because 55 was because
46 was between 100 was
between 582 was himself 60
was hundred 198 was minutes
119 was thousand 290 was
thousand 73 was hundred 54
was hundred 52 was thousand
76 was hundred 62 was
thousand 101 was dollars 366
was hundred 112 was shillings
250 was thousand 67 was
hundred 58 was thousand 57
was dollars 109 was shillings
48 was dollars 44 was
herself 46 was charles 45
was because 49 was towards
53 was forever 91 was
manners 43 was rapidly 104
was towards 446 was himself
73 was signals 52 was
towards 182 was towards 86
was advancing 58 was ascending
48 was algiers 145 was
montreal 117 was against 81
was towards 88 was comment
78 was between 340 was
between 53 was between 70
was between 62 was because
72 was regarding 98 was
between 610 was between 46
was between 71 was between
626 was regarding 85 was
relation 112 was between 51
was mistake 53 was between
59 was creature 92 was
hundred 146 was minutes 248
was thousand 75 was between
1379 was concern 61 was
because 83 was between 46
was between 239 was support
44 was between 71 was
success 54 was concern 57
was delusion 40 was illusion
79 was between 1464 was
mystery 57 was quality 99
was support 73 was history
58 was between 69 was
against 196 was between 295
was regarding 209 was variation
160 was between 972 was
between 706 was between 53
was between 40 was variation
62 was between 56 was
between 50 was between 65
was because 44 was between
594 was between 701 was
against 87 was between 300
was against 83 was forward
152 was together 88 was
forward 42 was merrily 48
was against 97 was between
60 was between 412 was
because 321 was captain 69
was colonel 54 was greetings
53 was together 80 was
married 43 was settled 48
was evident 43 was visible
42 was however 46 was
because 259 was because 135
was between 63 was because
54 was between 182 was
because 225 was defeated 45
was history 65 was loyalty
45 was harmony 45 was
company 56 was between 50
was classes 67 was courses
167 was against 79 was
lessons 142 was lessons 53
was lessons 44 was forster
122 was country 48 was
capital 42 was freedom 81
was article 61 was concern
73 was mistake 108 was
problem 264 was against 83
was concern 125 was destiny
47 was against 101 was
towards 85 was against 93
was servant 54 was visitor
123 was question 73 was
poverty 99 was servant 57
was pleasure 81 was manager
59 was offspring 43 was
ambition 56 was concern 191
was delight 111 was mistake
57 was pleasure 175 was
problem 174 was success 88
was treasure 47 was triumph
64 was victory 68 was
weakness 73 was ambition 194
was priority 200 was costume
44 was religion 59 was
destiny 44 was element 234
was function 42 was guardian
65 was habitat 204 was
language 48 was position 98
was language 57 was attempt
108 was concert 78 was
religion 44 was position 41
was officer 47 was concern
872 was function 304 was
language 135 was purpose 785
was against 208 was purpose
46 was adviser 46 was
officer 124 was concern 47
was tragedy 80 was freshly
50 was against 60 was
forward 58 was together 44
was because 44 was between
50 was emperor 40 was
minutes 118 was between 42
was together 121 was because
44 was himself 60 was
towards 52 was defeated 47
was unknown 40 was regarding
50 was pickers 42 was
barrels 42 was dollars 1479
was florins 91 was millions
75 was seventy 51 was
shekels 51 was talents 98
was thousand 2219 was winters
41 was dollars 998 was
because 233 was stories 54
was between 180 was accepting
75 was anxiety 136 was
believing 92 was competing 58
was concern 116 was defending
55 was delight 149 was
despair 43 was devotion 43
was disgust 63 was following
277 was loyalty 644 was
outrage 50 was pleasure 139
was remaining 64 was respect
46 was returning 67 was
several 65 was sympathy 241
was country 54 was himself
46 was because 149 was
decades 51 was british 91
was several 47 was workers
46 was previous 97 was
several 43 was against 55
was because 49 was decades
42 was because 82 was
towards 101 was history 66
was because 508 was because
77 was defined 363 was
because 86 was because 63
was aligned 84 was divided
91 was guarded 161 was
pressed 68 was related 3843
was studied 70 was watched
318 was because 87 was
because 140 was because 138
was against 57 was because
45 was divided 111 was
because 1980 was because 49
was towards 70 was carried
62 was painted 43 was
married 696 was written 68
was because 388 was towards
270 was because 49 was
adopted 40 was because 332
was brought 53 was carried
157 was derived 69 was
devoted 128 was ignored 72
was limited 127 was reduced
77 was settled 48 was
written 109 was written 97
was towards 87 was towards
86 was dressed 44 was
touched 56 was because 1496
was support 48 was applied
94 was defined 115 was
erected 48 was because 41
was because 1257 was because
217 was between 55 was
because 46 was attired 69
was dressed 1485 was visible
177 was because 68 was
company 226 was pastime 52
was because 868 was between
103 was locally 80 was
outside 42 was socially 45
was because 94 was adopted
139 was applied 44 was
brought 122 was decided 164
was dropped 45 was evident
54 was realized 110 was
removed 56 was settled 75
was dressed 161 was adopted
49 was increasing 67 was
because 79 was dressed 71
was handled 1016 was towards
101 was defined 193 was
divided 84 was because 66
was attired 53 was between
326 was dressed 1151 was
dressed 61 was against 321
was aroused 42 was excited
61 was guarded 83 was
opposed 1046 was present 81
was pressed 120 was related
248 was tempted 79 was
because 2822 was because 743
was behavior 96 was because
144 was defined 77 was
because 86 was granted 56
was because 1733 was against
60 was pajamas 73 was
glasses 57 was pajamas 84
was against 40 was therewith
55 was because 271 was
against 153 was against 50
was against 89 was brought
154 was decided 115 was
chiefly 46 was happens 92
was lincoln 91 was started
102 was jackson 57 was
merritt 67 was against 40
was support 50 was variation
52 was between 226 was
against 54 was dollars 102
was hundred 218 was shillings
91 was thousand 170 was
because 97 was dollars 50
was hundred 471 was millions
182 was thousand 381 was
dollars 84 was thousand 53
was founded 58 was arrived
90 was hopkins 61 was
machine 73 was mistake 122
was problem 76 was present
255 was founded 45 was
failure 51 was success 55
was himself 77 was address
58 was officer 56 way
streets 43 way columbia 203
way america 124 way columbia
65 way society 54 way
america 73 way courses 57
way markets 101 way museums
77 way markets 433 way
adoption 40 way opinions 52
way schools 45 way history
51 way records 100 way
reports 110 way society 51
way culture 522 way pockets
255 way private 83 way
america 70 way history 50
way records 52 way related
81 way streets 65 way
features 44 way systems 50
way handled 41 way operate
66 way ballads 59 way
operate 44 way together 71
way quarrel 124 way brought
41 way handled 54 weak
against 79 wear trimmed 56
wear because 145 wear indoors
120 wear glasses 206 wear
flowers 59 wear insignia 48
wear costume 208 wear national
81 wear betimes 52 wear
warriors 49 wear ruffles 153
wet against 69 wet against
83 wet against 62 who
himself 41 who himself 47
who descent 103 who himself
125 who himself 133 who
himself 85 who heartily 40
who flowers 55 who slavery
51 who opposed 46 who
against 56 who because 81
who clinics 160 who against
124 who quivers 87 who
against 275 who against 141
who together 44 who against
82 who quickly 41 who
together 54 who towards 57
who because 132 who glances
81 who because 258 who
january 121 who hundred 41
who himself 60 who himself
115 who himself 161 who
strangling 44 who charges 102
who strongly 59 who because
52 who against 65 who
perhaps 50 who strongly 50
who unworthy 41 who watched
42 who capable 175 who
charged 97 who inferior 43
who injured 135 who obliged
131 who sickening 56 who
superior 123 who unequal 98
who unworthy 71 who obliged
47 who against 79 who
insipid 237 who missions 53
who against 52 who between
43 who oxalate 238 who
upwards 52 who infancy 94
who motives 78 who poverty
107 who answers 167 who
service 92 who service 53
who priority 57 who totally
89 who lessons 169 who
answers 97 who priority 44
who lessons 83 who himself
83 who closest 69 who
certain 81 who european 281
who foreign 79 who judaism
40 who similar 152 who
slavery 54 who western 351
who reactions 169 who immense
74 who millions 67 who
against 51 who against 379
who control 144 who ability
48 who incomes 48 who
against 126 who masters 310
who objects 40 who illness
47 who charges 79 who
forward 1228 who letters 132
who offerings 89 who together
362 who trouble 64 who
violence 48 who outside 48
who forward 432 who nervous
211 who beliefs 63 who
chronic 61 who diseases 185
who genetic 54 who medical
145 who diseases 576 who
fatigue 441 who illness 595
who medical 239 who everest
43 who highest 71 who
studied 1885 who watched 316
who contact 47 who together
132 who medical 40 who
degrees 789 who medical 93
who ability 42 who borders
83 who national 55 who
against 294 who opinions 43
who estates 52 who beginning
43 who gastric 42 who
language 60 who marriage 53
who against 128 who against
85 who benefit 483 who
pleasure 167 who against 67
who systems 64 who careers
43 who careful 80 who
decades 79 who especial 47
who several 65 who opinions
163 who imagery 41 who
parents 78 who extreme 165
who similar 173 who suffering
83 who torture 93 who
freedom 64 who similar 122
who success 160 who superior
131 who unusual 56 who
america 51 who college 473
who germany 74 who legally
71 who marriage 48 who
puberty 94 who service 76
who buildings 70 who justice
58 who poverty 68 who
accused 75 who claimed 50
who spirits 226 who largely
96 who arrived 47 who
decided 96 who managed 55
who realized 46 who language
46 who schools 86 who
outside 200 who together 970
who defects 102 who diseases
73 who concern 59 who
violated 79 who together 86
who against 79 who similar
135 who arrived 56 who
escaped 42 who allowed 51
who appeared 220 who avoided
222 who belonged 53 who
carried 76 who devoted 164
who doubted 53 who enjoyed
928 who escaped 610 who
existed 400 who guarded 40
who handled 40 who ignored
47 who managed 255 who
opposed 732 who pursued 83
who refused 378 who studied
116 who trusted 110 who
visited 103 who written 787
who between 52 who sympathy
80 who together 55 who
adopted 41 who escaped 45
who ignored 121 who entered
87 who resided 51 who
ability 312 who amounts 54
who budgets 72 who capital
93 who contact 232 who
control 69 who incomes 185
who language 358 who somehow
88 who against 55 who
foreign 71 who happily 71
who natives 44 who outside
668 who persons 44 who
sisters 99 who between 40
who degrees 66 who contact
108 who ability 57 who
ability 77 who parents 61
who talents 61 who helpful
336 who opinions 45 who
reviews 45 who support 257
who slavery 59 who contact
87 who control 71 who
surgery 88 who against 287
who against 50 who forward
57 who incomes 54 who
medical 46 who offices 51
who careers 124 who courses
45 who research 84 who
similar 76 who studies 97
who brahman 219 who contact
1086 who incomes 50 who
memphis 55 who attacks 195
who contact 41 who legally
64 who together 86 who
because 221 who trained 109
who contact 43 who together
68 who control 135 who
outside 281 who overseas 54
who hundred 55 who ability
46 who amounts 88 who
behavior 40 who beliefs 283
who degrees 55 who desires
77 who features 41 who
incomes 99 who medical 52
who opinions 97 who research
71 who stories 89 who
strengths 45 who amounts 40
who incomes 47 who escaped
156 who managed 725 who
adhered 85 who opposed 64
who refused 51 who forward
1221 who outside 407 who
trouble 52 who attending 75
who believing 88 who listening
54 who farthest 95 who
against 165 who hardest 40
who imbibed 74 who opposed
76 who african 213 who
algebra 177 who anatomy 129
who ancient 186 who animals
87 who aspects 50 who
behavior 51 who british 100
who certain 89 who chapter
72 who chinese 330 who
closely 189 who college 98
who creative 65 who decision
53 who egyptian 41 who
european 127 who foreign 100
who general 62 who geometry
251 who grammar 40 who
history 727 who infants 47
who language 112 who letters
48 who mankind 40 who
marriage 49 who mexican 56
who natural 94 who outside
251 who overseas 235 who
physics 237 who popular 43
who prisons 50 who religion
129 who science 405 who
several 67 who similar 181
who spanish 315 who together
65 who violence 40 who
western 177 who zoology 42
who ability 190 who capital
45 who incomes 50 who
incomes 85 who numbers 75
who together 69 who absorbing
59 who accepting 217 who
achieving 45 who adjusting 269
who balancing 55 who believing
88 who digesting 192 who
following 119 who mastering 69
who obtaining 42 who motives
292 who friends 43 who
ability 70 who talents 44
who control 46 who thoughts
47 who diseases 43 who
certain 134 who federal 155
who society 42 who america
393 who britain 49 who
central 45 who endemic 72
who foreign 232 who germany
116 who ireland 59 who
spanish 127 who closely 97
who offered 79 who consent
95 who religion 56 who
against 1330 who general 92
who history 444 who hitherto
143 who largely 98 who
letters 410 who memoirs 208
who popular 74 who regarding
68 who several 214 who
similar 74 who stories 151
who studies 43 who volumes
198 who marvels 64 who
himself 42 who together 63
who similar 67 who offices
50 who opinions 79 who
degrees 188 who opinions 55
who together 123 who opinions
91 who against 176 who
opinions 108 who degrees 43
who position 68 who differing
55 who similar 105 who
estates 42 who offices 120
who patents 46 who beliefs
177 who opinions 339 who
command 103 who workers 105
who beliefs 139 who opinions
140 who degrees 215 who
beliefs 51 who opinions 146
who offices 49 who opinions
51 who against 61 who
opinions 63 who differing 63
who similar 51 who beliefs
181 who opinions 230 who
records 56 who records 203
who together 97 who records
122 who lincoln 219 who
history 44 who jackson 128
who foreign 48 who history
85 who culture 44 who
degrees 63 who control 71
who medical 71 who medical
71 who because 100 who
between 72 who shortly 40
who because 43 who stations
187 who college 42 who
between 74 who records 255
who together 293 who together
172 who because 88 who
together 115 who central 46
who society 137 who hundred
53 who because 68 who
delight 67 who outside 185
who usually 43 who because
71 who thousand 41 who
scenery 61 who studies 114
who against 123 who efforts
98 who quickly 67 who
beloved 98 who emperor 408
who equally 53 who familiar
52 who pleasant 44 who
popular 87 who visible 85
who profits 59 who remarks
64 who history 84 who
studies 66 who reports 54
who voyages 46 who attacks
49 who charges 52 who
efforts 164 who efforts 79
who helpful 83 who voyages
288 who charges 40 who
demands 45 who remarks 60
who efforts 58 who between
59 who against 77 who
choices 77 who consist 111
who choices 85 who shelter
49 who criteria 1384 who
minimal 52 who minimum 272
who neutral 72 who adhered
56 who conform 67 who
follows 59 who matched 83
who matches 108 who studies
58 who believe 58 who
condemn 46 who favored 99
who opposed 787 who support
141 who against 124 who
himself 106 who himself 75
who himself 124 who himself
73 who approve 47 who
himself 47 who certain 87
who himself 61 who himself
63 who support 41 who
written 46 who himself 199
who herself 113 who himself
75 who repeated 102 who
surgery 215 who exchange 74
who himself 321 who supreme
55 who forward 72 who
forever 85 who diseases 55
who decades 43 who hundred
48 who thousand 71 who
against 312 who forward 402
who outside 135 who against
61 who napoleon 41 who
against 43 who prayers 41
who against 81 who unaware
56 who tickets 89 who
reports 80 who against 680
who lincoln 102 who because
131 who valance 593 who
liberty 112 who concern 49
who ability 90 who promise
96 who tickets 175 who
himself 143 who related 291
who because 47 who courses
65 who against 42 who
together 219 who pleasure 40
who lessons 46 who against
48 who related 43 who
stories 46 who parents 135
who between 101 who against
42 who between 174 who
forward 45 who heartily 86
who stories 67 who courses
48 who together 172 who
trouble 68 who delight 109
who pleasure 44 who measures
48 who trouble 54 who
against 71 who pleasure 95
who lessons 68 who language
132 who language 44 who
editions 69 who language 151
who language 81 who language
52 who against 304 who
language 122 who language 65
who language 105 who against
137 who offered 89 who
ireland 78 who escaped 67
who success 41 who against
88 who between 51 who
against 285 who rapidly 161
who towards 649 who abortion
78 who everything 108 who
slavery 510 who against 311
who abusers 123 who against
95 who enemies 79 who
because 216 who against 662
who classes 110 who college
1060 who courses 59 who
primary 58 who private 70
who regular 56 who schools
257 who degrees 55 who
dunkirk 54 who fifteen 122
who sixteen 94 who devoted
237 who against 160 who
captive 49 who forward 401
who together 2053 who together
96 who captive 641 who
priests 71 who figures 129
who together 652 who members
351 who germans 55 who
together 133 who aligned 152
who following 259 who investing
41 who matched 144 who
observing 56 who pursued 143
who related 4053 who watched
96 who teachers 61 who
trained 119 who against 165
who tenants 64 who together
145 who together 104 who
artists 53 who between 57
who together 789 who whipped
49 who smokers 286 who
freedom 66 who payment 70
who friends 172 who affairs
69 who traffic 52 who
cousins 154 who according 94
who against 40 who between
588 who equally 88 who
exactly 126 who because 65
who according 51 who because
177 who between 51 who
consuls 47 who members 407
who refused 62 who against
193 who because 59 who
alarmed 52 who capable 137
who certain 83 who deserving
164 who devoted 198 who
divided 286 who eminent 54
who endowed 41 who enemies
73 who exposed 92 who
familiar 67 who friends 55
who helpful 53 who hostile
243 who opposed 449 who
sincere 45 who skilled 154
who unaware 119 who unhappy
53 who because 40 who
skilful 42 who workers 179
who members 178 who friends
54 who members 63 who
accused 660 who charged 44
who figures 157 who removed
134 who injured 419 who
hundred 41 who allowed 126
who beginning 42 who brought
83 who crushed 50 who
defeated 220 who elected 51
who induced 54 who obliged
60 who reduced 45 who
released 74 who rescued 59
who subdued 109 who closely
91 who trouble 53 who
members 79 who opposed 41
who removed 91 who outside
500 who together 2879 who
friends 43 who amnesty 138
who certain 93 who estates
91 who freedom 125 who
letters 43 who according 170
who together 706 who married
1191 who settled 55 who
forward 46 who towards 126
who include 87 who unknown
45 who towards 295 who
together 1394 who forward 52
who rapidly 105 who because
139 who against 75 who
appeared 54 who because 87
who refused 86 who awarded
55 who charged 74 who
spirits 99 who parties 253
who british 137 who catholic
71 who content 41 who
foreign 42 who hostile 74
who ignored 203 who members
105 who opposed 49 who
outside 187 who unaware 154
who unknown 118 who adopted
71 who allowed 54 who
defined 56 who married 515
who obliged 110 who trained
44 who friends 100 who
wounded 175 who closely 53
who outside 51 who elected
41 who between 64 who
outside 223 who outside 47
who friends 96 who according
94 who between 260 who
brought 41 who january 91
who october 106 who outside
122 who together 44 who
according 77 who against 71
who doctors 144 who workers
104 who opposed 120 who
superior 57 who upright 40
who impeded 44 who rapidly
43 who against 58 who
figures 63 who enemies 65
who parents 46 who hunters
66 who members 46 who
against 183 who outside 107
who hostile 82 who beauties
63 who masters 156 who
equally 46 who unwilling 95
who figures 53 who visible
57 who against 76 who
admired 81 who advised 55
who appeared 207 who assured
101 who because 71 who
besides 71 who carried 59
who cheered 48 who cowered
51 who crowded 42 who
decided 85 who declare 58
who enjoyed 63 who entered
51 who hurried 94 who
laughed 175 who noticed 83
who offered 119 who opposed
57 who partook 49 who
pledged 64 who praised 62
who realized 62 who refused
120 who related 311 who
replied 61 who retired 42
who revealed 44 who shouted
75 who started 41 who
testify 58 who touched 52
who watched 106 who against
108 who together 62 who
persons 68 who against 56
who support 42 who brought
48 who subdued 46 who
preparing 68 who acquiring 84
who advancing 313 who expanding
72 who extending 61 who
increasing 340 who replacing 49
who retreating 74 who against
1259 who chronic 43 who
federal 47 who insulin 42
who medical 107 who pensions
103 who placebo 58 who
radiation 59 who regular 122
who support 89 who welfare
396 who abortion 70 who
service 105 who members 278
who patrons 97 who smokers
173 who viewers 83 who
because 52 who between 48
who because 48 who harness
80 who friends 56 who
towards 107 who towards 44
who upwards 79 who against
401 who because 50 who
handled 80 who workers 40
who priests 65 who between
117 who hundred 51 who
divided 130 who opposed 40
who overseas 76 who because
82 who friends 74 who
hunters 49 who workers 373
who workmen 60 who dressed
45 who inferior 245 who
superior 62 who related 48
who defeated 57 who friends
103 who advancing 58 who
increasing 92 who against 67
who opposed 41 who against
340 who hostile 60 who
opposed 2731 who tempted 69
who because 92 who acutely
41 who because 474 who
poverty 80 who because 48
who masters 43 who against
