wad live quieter in 129
was also decreed by 255
was also decreed in 145
was also decreed on 46
was also decreed to 78
was also decried by 43
was also deduced by 136
was also defeated as 130
was also defeated at 249
was also defeated by 1581
was also defeated in 1748
was also defeated on 140
was also defending the 301
was also defined as 2666
was also defined at 65
was also defined by 1210
was also defined in 823
was also defined on 43
was also defined to 115
was also delayed as 43
was also delayed by 935
was also delayed in 589
was also deleted by 50
was also deleted in 71
was also demanding an 47
was also demanding of 56
was also demanding the 121
was also demoted to 69
was also denoted by 96
was also denuded of 73
was also depending on 78
was also deploring the 66
was also deposed as 43
was also deposed by 140
was also deposed in 57
was also deputed by 175
was also deputed to 364
was also derided as 100
was also derived as 53
was also derived by 685
was also derived in 368
was also derived the 93
was also derived to 52
was also deserving of 152
was also designing the 100
was also desired as 97
was also desired by 617
was also desired in 85
was also desired to 1770
was also despite the 81
was also devised as 44
was also devised by 424
was also devised in 136
was also devised to 474
was also devoted by 42
was also devoted in 66
was also devoted to 7178
was also devouring the 42
was also diluted by 93
was also diluted in 55
was also diluted to 43
was also directing the 326
was also disposing of 48
was also diverse in 77
was also divided as 270
was also divided at 48
was also divided by 756
was also divided in 724
was also divided on 587
was also divided up 188
was also division of 47
was also donated by 263
was also donated to 235
was also doubled by 51
was also doubled in 129
was also doubled to 57
was also doubted by 110
was also drafted by 332
was also drafted in 329
was also drafted to 121
was also dragged in 51
was also dragged to 79
was also drained by 82
was also dressed as 138
was also dressed in 2130
was also dressed to 50
was also dressed up 125
was also drilled in 179
was also dropped as 229
was also dropped at 49
was also dropped by 128
was also dropped in 526
was also dropped on 75
was also dropped to 47
was also drowned in 94
was also elected an 436
was also elected as 3269
was also elected at 428
was also elected by 859
was also elected in 670
was also elected king 200
was also elected on 209
was also elected the 476
was also elected to 7106
was also elector of 697
was also embarking on 432
was also eminent as 354
was also eminent in 222
was also emperor of 405
was also employing the 49
was also enabled by 376
was also enabled in 41
was also enabled to 1882
was also enacted as 88
was also enacted at 245
was also enacted by 524
was also enacted in 1056
was also enacted on 90
was also enacted the 65
was also enacted to 398
was also encased in 247
was also encoded in 79
was also endemic in 210
was also endemic to 63
was also endorsing the 42
was also endowed by 184
was also engineer to 62
was also engraved by 501
was also engraved in 148
was also engraved on 301
was also engulfed by 70
was also engulfed in 130
was also enjoyed by 754
was also enjoyed in 63
was also enraged at 108
was also enraged by 146
was also ensured by 358
was also entered as 411
was also entered at 87
was also entered by 175
was also entered in 1285
was also entered on 340
was also enticed by 85
was also equally at 65
was also erected as 122
was also erected at 678
was also erected by 806
was also erected in 1098
was also erected on 1355
was also erected the 77
was also erected to 430
was also evident as 616
was also evident at 1484
was also evident by 473
was also evident in 29747
was also evident on 833
was also evident the 68
was also evident to 1281
was also evinced by 233
was also evinced in 485
was also evolved at 47
was also evolved by 91
was also evolved in 119
was also evolved to 51
was also exacted by 92
was also exactly the 339
was also exalted by 50
was also exalted in 40
was also exalted to 61
was also examining the 225
was also exchange of 56
was also excited at 162
was also excited by 1090
was also excited in 175
was also excited to 395
was also exerted by 642
was also exerted in 350
was also exerted on 301
was also exerted to 115
was also expanding at 103
was also expanding in 212
was also expanding the 102
was also expanding to 56
was also expecting the 146
was also expecting to 268
was also exploring in 62
was also exploring the 593
was also exposed as 198
was also exposed at 85
was also exposed by 157
was also exposed in 361
was also exposed on 56
was also exposed to 4869
was also extending the 118
was also failure to 93
was also faithful in 101
was also faithful to 354
was also familiar at 45
was also familiar in 231
was also familiar to 1737
was also faulted by 50
was also favored as 110
was also favored by 2310
was also favored in 399
was also fearless in 64
was also feasible in 43
was also feasible to 152
was also featured as 578
was also featured at 185
was also featured by 121
was also featured in 5504
was also featured on 1863
was also fertile in 165
was also figured as 187
was also figured by 91
was also figured in 111
was also financing the 83
was also finishing the 54
was also finishing up 73
was also fixated on 61
was also flanked by 315
was also floated in 52
was also flooded by 64
was also focused in 54
was also focused on 3758
was also focused to 151
was also following an 69
was also following in 309
was also following the 891
was also foolish to 81
was also foreign to 295
was also foreman of 76
was also forward in 41
was also forward to 52
was also founded as 328
was also founded at 612
was also founded by 1906
was also founded in 6514
was also founded on 3391
was also founded the 145
was also founded to 192
was also founder of 785
was also freedom of 68
was also freedom to 42
was also fronted by 43
was also frowned on 197
was also fulsome in 50
was also gathered at 75
was also gathered by 217
was also gathered in 465
was also gathered on 398
was also gathered to 115
was also general in 123
was also general of 48
was also germane to 79
was also goddess of 347
was also gracious in 53
was also gracious to 59
was also granted an 564
was also granted as 261
was also granted at 143
was also granted by 1007
was also granted in 785
was also granted me 144
was also granted of 99
was also granted on 232
was also granted the 2702
was also granted to 5287
was also grasped by 98
was also greatest at 96
was also greatest in 274
was also greeted as 41
was also greeted by 454
was also greeted in 47
was also grieved by 97
was also grieved to 93
was also gripped by 233
was also guarded by 668
was also guardian of 328
was also handled by 485
was also handled in 291
was also happening at 138
was also happening in 698
was also happening on 54
was also happening to 320
was also harassing the 47
was also harmful to 302
was also harried by 53
was also hastening to 110
was also haunted by 1177
was also heartening to 147
was also heiress to 53
was also helpful as 200
was also helpful at 56
was also helpful if 44
was also helpful in 3086
was also helpful on 67
was also helpful to 1354
was also highest at 145
was also highest in 1711
was also highest on 55
was also himself an 69
was also himself in 82
was also himself the 106
was also hobbled by 104
was also hoisted at 74
was also hoisted on 64
was also honored as 451
was also honored at 265
was also honored by 1531
was also honored in 766
was also honored on 56
was also honored to 146
was also hopeful of 171
was also hostage to 45
was also hostile to 1721
was also hounded by 83
was also humbled by 76
was also husband of 50
was also ignited by 42
was also ignored by 663
was also ignored in 237
was also illegal in 176
was also illegal to 317
was also imitating the 47
was also impeded by 872
was also impeded in 48
was also implied by 545
was also implied in 876
was also imposed as 159
was also imposed at 70
was also imposed by 422
was also imposed in 433
was also imposed on 4460
was also imposed to 128
was also improving in 46
was also improving the 58
was also imputed to 239
was also incited by 185
was also incited to 97
was also increase in 337
was also increasing as 152
was also increasing at 256
was also increasing by 40
was also increasing in 1181
was also increasing the 191
was also induced by 1478
was also induced in 1092
was also induced to 1524
was also indulging in 344
was also inferior in 119
was also inferior to 351
was also informing the 56
was also infused by 41
was also ingrained in 68
was also injured at 42
was also injured by 417
was also injured in 436
was also insisting on 348
was also inspiring to 47
was also insulting to 42
was also insured by 105
was also insured in 46
was also intending to 387
was also intense in 115
was also invaded by 581
was also invaded in 51
was also invalid as 126
was also invalid in 45
was also investing in 139
was also invited as 384
was also invited at 57
was also invited by 1397
was also invited in 309
was also invited on 200
was also invited to 12427
was also invoked as 628
was also invoked at 61
was also invoked by 820
was also invoked in 757
was also invoked on 117
was also invoked to 599
was also justice of 629
was also kindled by 82
was also kindled in 76
was also labeled as 277
was also labeled by 61
was also lamenting the 42
was also largely an 193
was also largely in 316
was also largely of 97
was also largely on 115
was also largely the 581
was also largely to 71
was also largest in 69
was also laughed at 71
was also lecturing at 126
was also lecturing in 128
was also lecturing on 69
was also leveled at 316
was also leveled by 74
was also liberal in 299
was also liberal to 44
was also lighted by 149
was also lighted up 94
was also lighter in 51
was also likened to 290
was also limited as 234
was also limited at 66
was also limited by 3735
was also limited in 3208
was also limited on 49
was also limited to 3031
was also listening in 48
was also listening to 1057
was also located at 1143
was also located by 137
was also located in 3708
was also located on 1406
was also located the 135
was also located to 72
was also logical in 52
was also logical to 229
was also lowered at 43
was also lowered by 273
was also lowered in 133
was also lowered to 242
was also loyalty to 43
was also managed by 483
was also managed in 79
was also manager of 1148
was also marquis of 50
was also married at 297
was also married by 80
was also married in 285
was also married to 3478
was also marshal of 53
was also matched by 493
was also matched in 50
was also matched to 52
was also material to 56
was also maximal at 46
was also maximum in 64
was also meaningful in 52
was also meaningful to 75
was also measured as 1471
was also measured at 2917
was also measured by 3584
was also measured in 6956
was also measured on 1502
was also measured to 502
was also mediated by 423
was also members of 40
was also menaced by 236
was also mindful of 1777
was also minimal in 49
was also misleading in 128
was also misleading to 53
was also modeled as 161
was also modeled by 121
was also modeled in 103
was also modeled on 184
was also monarch of 79
was also mounted at 96
was also mounted by 82
was also mounted in 531
was also mounted on 1625
was also mounted to 71
was also mourned by 63
was also national in 62
was also natural in 87
was also natural to 616
was also needful to 132
was also negated by 61
was also nervous at 47
was also nervous of 87
was also nettled at 59
was also notable as 563
was also notable in 794
was also noticed as 125
was also noticed at 389
was also noticed by 2814
was also noticed in 5095
was also noticed on 567
was also noticed to 148
was also nowhere to 142
was also objecting to 77
was also obliged by 175
was also obliged to 11728
was also observing the 334
was also occupying the 142
was also occurring at 196
was also occurring in 1025
was also occurring on 55
was also occurring to 42
was also offered an 260
was also offered as 1556
was also offered at 268
was also offered by 1216
was also offered in 1109
was also offered of 45
was also offered on 262
was also offered the 1208
was also offered to 2719
was also offered up 76
was also omitted as 43
was also omitted by 102
was also omitted in 300
was also omitted on 106
was also operating as 132
was also operating at 137
was also operating in 648
was also operating on 362
was also operating the 124
was also opposed as 181
was also opposed at 66
was also opposed by 4333
was also opposed in 237
was also opposed on 284
was also opposed to 10794
was also ordered at 133
was also ordered by 1039
was also ordered in 602
was also ordered on 163
was also ordered to 12974
was also ordered up 442
was also outside it 66
was also outside of 171
was also outside the 832
was also overrun by 253
was also painful in 71
was also painful to 245
was also painted as 163
was also painted at 124
was also painted by 1181
was also painted in 1606
was also painted on 904
was also paneled in 44
was also partner in 89
was also patched up 40
was also payable in 155
was also payable on 71
was also payable to 165
was also peculiar in 279
was also peculiar to 355
was also perfect in 132
was also perhaps an 167
was also perhaps in 70
was also perhaps the 2015
was also phrased in 42
was also pierced by 127
was also pierced in 51
was also pioneering in 184
was also pivotal in 292
was also pivotal to 91
was also plagued by 2504
was also planned as 690
was also planned at 130
was also planned by 252
was also planned in 345
was also planned on 130
was also planned so 44
was also planned to 2785
was also planted at 111
was also planted by 107
was also planted in 535
was also planted on 296
was also planted to 65
was also pleasant to 586
was also pleasure in 44
was also pledged by 61
was also pledged to 606
was also plotted as 137
was also plotted by 53
was also plotted in 197
was also plotted on 111
was also pointed at 114
was also pointed to 113
was also pointed up 64
was also politic to 60
was also pondering the 153
was also popular as 894
was also popular at 424
was also popular in 3526
was also popular on 248
was also popular to 125
was also posited as 82
was also powered by 291
was also praised as 564
was also praised by 929
was also praised in 250
was also preached at 66
was also preached by 221
was also preached in 161
was also preached to 83
was also preacher to 40
was also prefect of 136
was also preparing an 234
was also preparing at 41
was also preparing me 55
was also preparing the 552
was also preparing to 2386
was also present an 269
was also present as 2806
was also present at 32815
was also present by 210
was also present in 52162
was also present on 6223
was also present the 673
was also present to 1460
was also pressed by 364
was also pressed in 49
was also pressed on 335
was also pressed to 261
was also previous to 46
was also printed as 1151
was also printed at 821
was also printed by 1098
was also printed in 12222
was also printed on 1452
was also printed the 59
was also printer of 74
was also printer to 69
was also producing an 76
was also producing the 233
was also profuse in 88
was also promising to 88
was also promoting the 240
was also proposing an 44
was also proposing the 56
was also proposing to 312
was also propped up 69
was also providing an 80
was also providing the 239
was also provost of 251
was also prudent to 167
was also pursued as 59
was also pursued at 122
was also pursued by 1127
was also pursued in 1322
was also pursued on 44
was also pursued to 52
was also puzzled as 203
was also puzzled at 63
was also puzzled by 1026
was also puzzled to 162
was also question of 74
was also quicker to 84
was also radical in 139
was also rampant in 341
was also rational in 40
was also ravaged by 219
was also realized as 116
was also realized at 95
was also realized by 485
was also realized in 905
was also reassuring to 337
was also rebuilt at 149
was also rebuilt by 174
was also rebuilt in 510
was also rebuilt on 56
was also rebuked by 100
was also recalling the 58
was also receiving an 141
was also receiving the 243
was also recited at 51
was also recited by 96
was also recited in 96
was also recited to 40
was also recording the 108
was also reduced as 591
was also reduced at 233
was also reduced by 3788
was also reduced in 4931
was also reduced on 282
was also reduced or 49
was also reduced to 3088
was also referring to 1239
was also refined at 48
was also refined by 44
was also refined in 45
was also refined to 51
was also refused as 86
was also refused by 640
was also refused in 185
was also refused on 133
was also refused the 137
was also refused to 179
was also refuted by 270
was also regarding the 76
was also regular in 75
was also rejecting the 215
was also rejoicing in 52
was also related by 607
was also related in 333
was also related of 76
was also related to 24438
was also relaxed in 111
was also relayed by 47
was also relayed to 151
was also released as 1030
was also released at 151
was also released by 372
was also released in 2699
was also released on 1053
was also released to 409
was also reliance on 47
was also remaining in 124
was also reminding the 49
was also reminding us 40
was also removed as 439
was also removed at 201
was also removed by 724
was also removed in 848
was also removed on 40
was also removed the 49
was also removed to 603
was also renamed as 131
was also renamed the 172
was also renewed at 47
was also renewed by 86
was also renewed in 172
was also repealed by 293
was also repealed in 187
was also repeated as 85
was also repeated at 194
was also repeated by 504
was also repeated in 2225
was also repeated on 433
was also repeated to 146
was also replacing the 52
was also replied to 45
was also reporting on 74
was also reporting the 44
was also reporting to 116
was also reputed as 56
was also reputed to 2886
was also rescued by 109
was also research on 54
was also resisting the 95
was also resulting in 54
was also resumed by 65
was also resumed in 118
was also resumed on 58
was also retaining an 67
was also retaken by 56
was also retired in 43
was also returning to 781
was also revealed as 375
was also revealed at 211
was also revealed by 1780
was also revealed in 6417
was also revealed on 79
was also revealed the 58
was also revealed to 846
was also revered as 416
was also revered by 198
was also revered in 83
was also reviewing the 122
was also reviled by 47
was also revised as 125
was also revised at 44
was also revised by 253
was also revised in 470
was also revised so 93
was also revised to 525
was also revived as 80
was also revived at 172
was also revived by 256
was also revived in 642
was also revived on 40
was also revived to 41
was also revoked by 66
was also rewarding to 92
was also rewriting the 45
was also riveted on 59
was also roughly the 220
was also rounded up 90
was also ruinous to 50
was also rumored at 53
was also rumored in 69
was also rumored to 1133
was also ruthless in 134
was also sadness in 55
was also salient in 73
was also saluted by 60
was also sampled at 105
was also sampled by 79
was also sampled in 106
was also scarred by 61
was also scorned by 49
was also searched by 57
was also secular in 50
was also secured as 129
was also secured at 103
was also secured by 1255
was also secured in 405
was also secured on 120
was also secured to 528
was also seduced by 194
was also selfish in 43
was also seminal in 122
was also settled as 88
was also settled at 227
was also settled by 999
was also settled in 1169
was also settled on 244
was also settled to 91
was also shelled by 87
was also sheriff of 661
was also shifted to 488
was also shipped by 60
was also shipped in 214
was also shipped to 598
was also shocked at 420
was also shocked by 1045
was also shocked to 618
was also shorter in 143
was also shortly to 137
was also shunned by 96
was also sighted by 60
was also sighted in 56
was also similar at 69
was also similar in 1440
was also similar to 4451
was also simpler to 59
was also sincere in 135
was also skilful in 226
was also skilled as 93
was also skilled at 566
was also skilled in 1757
was also smaller in 253
was also smashed by 43
was also smitten by 193
was also smoothed by 59
was also sneered at 45
was also snubbed by 48
was also sobered by 70
was also soluble in 177
was also sounded by 153
was also sounded in 90
was also sparked by 318
was also spawned by 85
was also spoiled by 97
was also sponsor of 41
was also spotted by 84
was also spotted in 92
was also spotted on 117
was also sprayed on 109
was also spurned by 41
was also spurred by 1113
was also spurred on 941
was also spurred to 73
was also stabbed by 75
was also stabbed in 104
was also stabbed to 95
was also staffed by 174
was also stained by 105
was also stamped by 48
was also stamped on 465
was also started as 220
was also started at 995
was also started by 909
was also started in 5006
was also started on 1567
was also started to 363
was also startling to 48
was also starved of 56
was also steeped in 760
was also stepped up 1079
was also steward of 255
was also steward to 45
was also stifled by 81
was also stirred by 530
was also stirred in 46
was also stirred to 117
was also stirred up 308
was also stopped at 100
was also stopped by 438
was also stopped in 315
was also stopped on 53
was also straining to 72
was also stressing the 115
was also stronger in 229
was also strongly in 1215
was also strongly of 189
was also studied as 1257
was also studied at 1391
was also studied by 7730
was also studied in 10984
was also studied on 909
was also studied to 457
was also stunned by 277
was also stunned to 82
was also stunted by 48
was also stymied by 143
was also stymied in 47
was also subdued by 96
was also subject in 60
was also subject of 126
was also subject to 16197
was also suffering at 74
was also suffering in 78
was also suffering the 228
was also sullied by 62
was also superior in 521
was also superior of 70
was also superior to 1420
was also supplying the 162
was also support in 81
was also supreme in 160
was also surveying the 91
was also suspect as 147
was also suspect in 233
was also suspect to 60
was also swamped by 47
was also swelled by 186
was also swollen by 104
was also tackled by 189
was also tackled in 77
was also tainted by 303
was also tempted by 498
was also tempted to 873
was also thankful to 131
was also thickening of 51
was also threatening the 211
was also threatening to 523
was also thrilled at 52
was also thrilled by 182
was also thrilled to 340
was also thwarted by 319
was also thwarted in 159
was also titular king 45
was also totally at 40
was also touched at 46
was also touched by 1260
was also touched in 71
was also touched on 784
was also towards the 252
