war gold exchange standard 105
was less happily inspired 61
was less rigidly enforced 105
was less strongly affected 73
was lord charles somerset 88
was lord fitzroy somerset 44
was lost shortly thereafter 40
was made acutely conscious 99
was made between american 158
was made between children 251
was made between christian 118
was made between citizens 140
was made between criminal 40
was made between december 61
was made between domestic 106
was made between economic 84
was made between education 45
was made between february 74
was made between internal 92
was made between magnates 47
was made between midnight 60
was made between military 90
was made between moderate 69
was made between november 84
was made between officers 115
was made between ordinary 153
was made between patients 162
was made between personal 83
was made between physical 122
was made between property 57
was made between religious 122
was made between scotland 41
was made between socrates 70
was made between specific 41
was made between students 73
was made between subjects 125
was made between trumbull 67
was made defense minister 62
was made finance minister 247
was made foreign minister 813
was made general chairman 45
was made general director 112
was made glaringly apparent 54
was made interior minister 47
was made largely possible 52
was made legally possible 144
was made medical director 219
was made musical director 227
was made national chairman 42
was made payable directly 40
was made plainly apparent 52
was made plainly manifest 60
was made private property 44
was made prussian minister 102
was made shortly thereafter 167
was made strongly alkaline 132
was made supreme director 57
was made towards developing 65
was made towards economic 47
was made virtual dictator 76
was made welcome wherever 47
was making evident progress 42
was making frantic attempts 81
was making frantic gestures 101
was making genuine progress 104
was making gradual progress 75
was making herself agreeable 131
was making herself beautiful 49
was making herself mistress 49
was making himself agreeable 996
was making himself notorious 54
was making himself obnoxious 148
was making hopeful progress 75
was making immense progress 59
was making national headlines 81
was making notable advances 44
was making notable progress 132
was making obscene gestures 44
was making promising progress 43
was making regular payments 79
was making repeated attempts 81
was making similar progress 49
was making threatening gestures 128
was making visible progress 74
was more acutely conscious 203
was more careful thereafter 58
was more closely analyzed 40
was more closely attached 277
was more closely besieged 54
was more closely cemented 48
was more closely confined 200
was more closely directed 64
was more closely examined 403
was more closely followed 180
was more closely invested 122
was more closely involved 503
was more closely observed 277
was more cruelly punished 125
was more densely occupied 106
was more equally balanced 153
was more equally diffused 92
was more general interest 42
was more gravely threatened 45
was more happily employed 42
was more happily inspired 132
was more happily situated 87
was more heartily bestowed 47
was more heartily welcomed 62
was more largely attended 288
was more natural therefore 52
was more nervous laughter 50
was more overtly critical 40
was more quickly absorbed 44
was more rapidly absorbed 117
was more rapidly degraded 113
was more rapidly effected 47
was more rapidly extended 42
was more rigidly enforced 203
was more rigidly observed 216
was more sharply critical 106
was more socially conscious 49
was more socially inclined 106
was more socially oriented 46
was more solidly grounded 81
was more sparingly employed 47
was more steeply inclined 45
was more strongly adsorbed 101
was more strongly affected 430
was more strongly agitated 45
was more strongly asserted 49
was more strongly attached 198
was more strongly defended 107
was more strongly directed 164
was more strongly emotional 69
was more strongly enforced 44
was more strongly enjoined 73
was more strongly impelled 41
was more strongly inclined 297
was more strongly insisted 45
was more strongly oriented 100
was more strongly positive 70
was more strongly stressed 57
was more tangible evidence 90
was more usually employed 130
was more usually referred 96
was more usually regarded 44
was more vitally affected 45
was more vividly conscious 46
was more worthily employed 57
was most acutely conscious 109
was most acutely sensible 52
was most bravely defended 64
was most civilly received 86
was most closely attached 195
was most closely followed 116
was most closely involved 357
was most cruelly murdered 113
was most cruelly reserved 50
was most cruelly tortured 97
was most falsely asserted 45
was most glaringly apparent 51
was most gravely threatened 41
was most grossly insulted 54
was most happily balanced 86
was most happily situated 51
was most heartily approved 46
was most heartily received 202
was most heartily welcomed 385
was most largely indebted 42
was most notably advanced 43
was most plainly manifest 60
was most rigidly enforced 142
was most rigidly observed 46
was most royally received 45
was most sharply attacked 40
was most strongly affected 326
was most strongly asserted 54
was most strongly attached 374
was most strongly attacked 44
was most strongly defended 41
was most strongly directed 90
was most strongly inclined 41
was most strongly objected 48
was most strongly resisted 47
was most usually employed 45
was most utterly degraded 79
was most vividly depicted 48
was most willingly admitted 43
was most worthily bestowed 54
was moving rapidly northward 66
was moving rapidly southward 45
was moving rapidly westward 119
was moving steadily northward 49
was moving steadily westward 68
was moving towards socialism 64
was much admired wherever 63
was much divided respecting 46
was much happier formerly 48
was much popular interest 56
was much reduced compared 206
was much smaller compared 152
was much stronger evidence 63
was once densely forested 156
was once largely confined 78
was once private property 40
was once refused admission 56
was only because everyone 81
was only because relations 55
was only because thousands 54
was only briefly involved 51
was only briefly mentioned 560
was only briefly occupied 137
was only briefly referred 88
was only briefly reported 82
was only enforcing honestly 44
was only faintly conscious 48
was only finally accepted 73
was only finally achieved 110
was only finally overcome 82
was only finally resolved 361
was only following tradition 68
was only halfway finished 47
was only lightly affected 48
was only lightly defended 324
was only limited activity 44
was only limited evidence 275
was only limited interest 106
was only limited movement 55
was only limited progress 55
was only logical therefore 53
was only loosely attached 154
was only loosely enforced 58
was only minimal evidence 50
was only natural therefore 599
was only roughly sketched 78
was only shortly thereafter 64
was only vaguely conscious 896
was only vaguely outlined 57
was only wounded slightly 49
was part african american 191
was paying careful attention 260
was paying devoted attention 41
was paying increasing attention 129
was safe against ridicule 57
was seen belonged entirely 45
was seen between patients 102
was seen following treatment 63
was seen galloping furiously 70
was seen rapidly descending 53
was sent against scotland 47
was sent forward likewise 47
was sold shortly thereafter 98
was sold stephen followed 51
was some dispute concerning 98
was some distant relative 225
was some history attached 62
was some limited evidence 163
was some mystery attached 141
was some natural antipathy 66
was some nervous laughter 225
was some obscure intrigue 93
was some question concerning 242
was some renewed interest 62
was some tangible evidence 46
was some unusual activity 48
was soon closely besieged 76
was soon closely invested 79
was soon elected chairman 85
was soon elected governor 130
was soon largely increased 66
was soon quietly anchored 42
was soon reduced therefore 100
was soon totally absorbed 41
was taking himself seriously 141
was taking private property 92
was their adopted daughter 69
was their biggest customer 60
was their closest neighbor 57
was their evident intention 52
was their extreme mobility 48
was their general attitude 93
was their general practice 134
was their greatest challenge 76
was their largest customer 46
was their natural condition 188
was their natural heritage 68
was their natural instinct 41
was their natural openness 53
was their natural tendency 53
was their northern boundary 58
was their peculiar felicity 43
was their peculiar property 46
was their peculiar province 104
was their peculiar situation 47
was their position relative 41
was their present condition 63
was their present situation 89
was their primary activity 88
was their primary business 41
was their primary interest 161
was their private business 59
was their private preserve 85
was their private property 309
was their regular practice 112
was their runaway prodigal 45
was their traveling companion 42
was their uniform practice 66
was their western boundary 51
was their youngest daughter 117
was there between business 53
was torn between affection 51
was torn between contempt 40
was torn between continuing 90
was torn between curiosity 157
was torn between laughter 335
was torn between personal 57
was torn between supporting 84
was true private judgment 51
was upon several occasions 93
was upon villein services 82
was used against civilians 48
was used against strikers 50
was used shortly thereafter 65
was very briefly disposed 68
was very briefly mentioned 49
was very careful therefore 71
was very civilly answered 131
was very civilly received 323
was very closely attached 195
was very closely confined 41
was very closely examined 56
was very closely followed 429
was very closely involved 413
was very closely observed 48
was very closely occupied 87
was very fatally mistaken 65
was very grossly insulted 54
was very happily inspired 41
was very happily situated 84
was very heartily received 68
was very heartily welcomed 84
was very largely absorbed 54
was very largely accepted 43
was very largely achieved 62
was very largely affected 80
was very largely attended 1527
was very largely composed 296
was very largely confined 301
was very largely directed 86
was very largely employed 139
was very largely extended 40
was very largely financed 65
was very largely followed 40
was very largely governed 47
was very largely increased 419
was very largely indebted 111
was very largely inspired 123
was very largely negative 42
was very largely occupied 99
was very lightly defended 56
was very lightly esteemed 155
was very lightly regarded 55
was very limited compared 328
was very limited evidence 86
was very loosely attached 64
was very natural therefore 68
was very quickly absorbed 70
was very quickly accepted 99
was very quickly answered 53
was very quickly apparent 143
was very quickly disposed 62
was very quickly extended 41
was very quickly finished 65
was very quickly followed 281
was very quickly produced 41
was very quickly promoted 53
was very quickly replaced 94
was very quickly resolved 48
was very quickly restored 114
was very rapidly absorbed 50
was very rapidly extended 41
was very rigidly enforced 77
was very rigidly observed 49
was very roughly received 58
was very shortly answered 51
was very shortly followed 212
was very shortly thereafter 79
was very slender compared 43
was very socially conscious 42
was very sparingly employed 40
was very stiffly exchanged 42
was very strongly affected 186
was very strongly attached 403
was very strongly attacked 43
was very strongly defended 263
was very strongly directed 46
was very strongly disposed 40
was very strongly inclined 194
was very strongly oriented 54
was very strongly positive 61
was very strongly reminded 47
was very strongly resented 50
was very strongly situated 55
was very strongly stressed 55
was very worthily advanced 66
was void because contrary 49
was wearing bedroom slippers 286
was wearing flannel trousers 53
was well towards midnight 41
was what chiefly mattered 67
was what chiefly occupied 92
was what congress intended 61
was what exactly happened 98
was what finally happened 108
was what society expected 53
was what success depended 55
was what usually happened 426
was when charles assented 56
was worn because tradition 41
was worth several divisions 64
was young captain schuyler 58
was your biggest challenge 88
was your biggest surprise 82
was your college companion 56
was your general attitude 41
was your greatest challenge 53
way among mankind wherever 72
way back against contrary 95
way into european languages 51
way into general practice 147
way into illegal channels 56
way into illicit channels 63
way into medical practice 95
way into national politics 118
way into peaceful convents 63
way into popular accounts 44
way into private industry 42
way into routine clinical 89
way into several churches 93
way many spanish soldiers 49
way more peaceful pilgrims 40
way onto college campuses 51
way over private property 152
way ruin private industry 82
way some obscure epistles 117
way their natural functioning 223
way these factors interact 269
way your company operates 81
wear much stranger garments 94
wear their national costumes 146
who also studied medicine 76
who asks awkward questions 57
who asks himself questions 51
who bears witness concerning 81
who bore mulatto children 40
who bore several children 61
who bore thirteen children 87
who brings heavenly medicine 48
who came forward publicly 162
who died shortly thereafter 855
who dies shortly thereafter 79
who face similar problems 584
who fail medical treatment 59
who feel injured remember 40
who feel socially isolated 173
who felt herself offended 46
who felt himself betrayed 45
who felt himself delicate 49
who felt himself destined 40
who felt himself divinely 54
who felt himself employed 50
who felt himself entitled 91
who felt himself fettered 94
who felt himself impelled 46
who felt himself insecure 112
who felt himself insulted 133
who felt himself slighted 102
who felt himself threatened 75
who felt himself unjustly 77
who felt socially isolated 44
who from several passages 49
who gave careful attention 104
who gave especial attention 54
who gave helpful comments 91
who gave himself entirely 94
who gave similar evidence 41
who gets herself pregnant 44
who gets himself involved 83
who give careful attention 81
who grew despite concrete 56
who have absence seizures 48
who have accrued benefits 57
who have adopted buddhism 50
who have adopted children 683
who have adopted hinduism 54
who have adopted improved 49
who have adorned humanity 197
who have alcohol problems 451
who have amassed enormous 45
who have amassed fortunes 416
who have arrived recently 216
who have assumed authority 48
who have assumed positions 90
who have balance problems 51
who have behavior problems 677
who have bipolar disorder 616
who have blindly accepted 85
who have blindly followed 168
who have brought branches 61
who have brought children 110
who have brought disaster 81
who have brought disgrace 221
who have brought pakistan 71
who have capital invested 179
who have carried holiness 50
who have certain personal 56
who have certain physical 162
who have certain problems 51
who have certain specific 63
who have certain symptoms 42
who have chiefly directed 40
who have chiefly occupied 43
who have chiefly proposed 84
who have chronic ailments 83
who have chronic headaches 42
who have chronic infection 44
who have chronic physical 141
who have chronic problems 174
who have chronic symptoms 67
who have closely attended 308
who have closely examined 350
who have closely followed 645
who have closely observed 1064
who have cochlear implants 121
who have college education 74
who have complex problems 89
who have conduct disorder 93
who have conduct problems 118
who have current accounts 88
who have decided otherwise 52
who have defined original 82
who have defined quantity 63
who have deposit accounts 99
who have devoted attention 627
who have devoted yourself 49
who have endured hardship 177
who have endured physical 49
who have endured prolonged 128
who have endured valiantly 76
who have enjoyed immunity 41
who have entered australia 66
who have entered business 143
who have entered industry 146
who have entered politics 230
who have entered religious 40
who have entered seriously 68
who have entered treatment 134
who have erected handsome 41
who have escaped detection 130
who have escaped infection 81
who have evinced interest 45
who have fathered children 211
who have febrile seizures 115
who have finally achieved 81
who have finally rejected 53
who have focused attention 188
who have foreign currency 49
who have founded families 41
who have founded religions 119
who have founded religious 54
who have general anesthesia 56
who have genuine interest 95
who have genuine problems 40
who have gravely mentioned 60
who have gravely offended 49
who have handled sciences 270
who have hitherto accepted 144
who have hitherto attended 51
who have hitherto believed 360
who have hitherto composed 61
who have hitherto confined 79
who have hitherto declined 58
who have hitherto depended 52
who have hitherto dictated 152
who have hitherto directed 81
who have hitherto employed 220
who have hitherto examined 83
who have hitherto followed 178
who have hitherto governed 125
who have hitherto imagined 45
who have hitherto objected 99
who have hitherto occupied 312
who have hitherto received 375
who have hitherto regarded 556
who have hitherto rejected 124
who have hitherto remained 325
who have hitherto resisted 319
who have hitherto suffered 138
who have hitherto supplied 329
who have honored humanity 40
who have illegal abortions 64
who have illicit relations 44
who have induced abortions 50
who have knowingly accepted 48
who have labored earnestly 72
who have labored mightily 45
who have language barriers 59
who have language deficits 56
who have language problems 283
who have largely rejected 47
who have largely remained 43
who have largely replaced 55
who have legally declared 137
who have limited attention 44
who have limited authority 150
who have limited capacity 164
who have limited economic 110
who have limited education 225
who have limited exposure 174
who have limited financial 295
who have limited interest 49
who have limited liability 296
who have limited literacy 182
who have limited mobility 364
who have limited movement 60
who have limited personal 53
who have limited physical 75
who have locally advanced 159
who have marital problems 115
who have marriage problems 44
who have married american 106
who have married japanese 107
who have medical problems 520
who have millions invested 46
who have minimal education 44
who have minimal residual 109
who have minimal symptoms 135
who have natural aptitude 40
who have occasion hereafter 49
who have offered comments 209
who have offered evidence 46
who have offered valuable 453
who have official business 63
who have official positions 88
who have painted pictures 41
who have passive activity 55
who have perhaps suffered 65
who have planted colonies 53
who have primary education 56
who have private business 41
who have private property 217
who have pursued advanced 116
who have pursued graduate 65
who have rapidly acquired 65
who have regular business 105
who have regular contacts 88
who have repeated abortions 50
who have repeated episodes 190
who have repeated exposure 88
who have rightly received 48
who have secured admission 49
who have secured positions 107
who have sensory deficits 81
who have settled disputes 43
who have several children 589
who have similar academic 54
who have similar ambitions 54
who have similar clinical 41
who have similar concerns 543
who have similar criminal 56
who have similar cultural 107
who have similar economic 51
who have similar education 57
who have similar financial 42
who have similar functions 76
who have similar interest 53
who have similar patterns 87
who have similar personal 78
who have similar physical 114
who have similar positions 83
who have similar problems 2250
who have similar profiles 74
who have similar questions 54
who have similar religious 44
who have similar symptoms 179
who have sincere religious 51
who have smaller families 78
who have somehow acquired 116
who have somehow obtained 42
who have somehow survived 125
who have spanish surnames 100
who have steadily increased 51
who have steadily resisted 40
who have striven earnestly 63
who have strongly resisted 47
who have studied american 591
who have studied buddhism 178
who have studied business 246
who have studied calculus 366
who have studied children 523
who have studied christian 47
who have studied computer 128
who have studied conflict 65
who have studied criminal 49
who have studied cultural 46
who have studied economic 109
who have studied education 55
who have studied engineering 72
who have studied families 76
who have studied geography 161
who have studied japanese 351
who have studied languages 68
who have studied medicine 162
who have studied medieval 59
who have studied military 103
who have studied oriental 48
who have studied patients 74
who have studied patterns 55
who have studied physical 49
who have studied pictures 41
who have studied politics 109
who have studied problems 64
who have studied religious 57
who have studied sanskrit 51
who have studied seriously 42
who have studied sociology 97
who have studied specific 75
who have studied subjects 50
who have suckled children 42
who have superior academic 101
who have supreme authority 71
who have taxable property 60
who have teenage children 87
who have totally rejected 59
who have trouble completing 104
who have trouble conceiving 263
who have trouble expressing 180
who have trouble organizing 45
who have trouble swallowing 251
who have trouble tolerating 119
who have typical symptoms 51
who have unhappy marriages 43
who have urinary retention 46
who have usually received 77
who have usurped authority 49
who have utterly excluded 71
who have violated criminal 102
who have visited abyssinia 102
who have visited australia 94
who have visited calcutta 48
who have visited florence 111
who have visited tropical 47
who have visited washington 141
who have watched children 95
who have willingly accepted 119
who have willingly provided 51
who have willingly resigned 91
who have willingly suffered 52
who have written accounts 312
who have written articles 351
who have written beautiful 40
who have written chapters 217
who have written comments 43
who have written concerning 1676
who have written critical 43
who have written detailed 56
who have written directly 74
who have written grammars 43
who have written hundreds 49
who have written learnedly 87
who have written numerous 75
who have written original 77
who have written personal 54
who have written programs 61
who have written recently 243
who have written respecting 171
who have written seriously 74
who have written specially 77
who have written treatises 203
who have written valuable 52
who have wrought miracles 104
who held cabinet positions 56
who held certain positions 55
who held himself serenely 41
who held official positions 759
who held opinions contrary 132
who held several positions 88
who held similar positions 309
who held similar relations 44
who held superior positions 59
who held supreme authority 147
who hold central positions 61
who hold certain positions 83
who hold certain religious 86
who hold elected positions 41
who hold extreme positions 98
who hold faculty positions 44
who hold official positions 565
who hold opinions contrary 92
who hold similar positions 353
who hold superior positions 42
who hold supreme military 82
who kept himself informed 150
who kill abusive partners 77
who knew african ethnology 62
who knew foreign languages 275
who knew himself innocent 48
who knew several languages 266
who know foreign languages 210
who know several languages 82
who learn foreign languages 101
who least deserve affection 108
who leaving ancient statutes 47
who left written accounts 111
who like himself believed 52
who made certain decisions 48
who made comical gestures 54
who made everything possible 258
who made friends wherever 160
who made helpful comments 566
who made himself absolute 78
who made himself agreeable 535
who made himself dictator 113
who made himself immortal 79
who made himself notorious 249
who made himself obnoxious 194
who made immense fortunes 81
who made national headlines 106
who made obscene gestures 47
who made regular circuits 54
who made repeated attempts 242
who made service certifying 261
who made several additions 54
who made several attempts 779
who made several fortunes 48
who made several journeys 257
who made several valuable 105
who made several vigorous 51
who made similar attempts 99
who made similar comments 71
who made similar decisions 46
who made similar journeys 49
who made success possible 52
who made suicide attempts 341
who made threatening gestures 40
who made victory possible 97
who make everything possible 74
who make logical analysis 48
who make marketing decisions 52
who make peaceful evolution 67
who make rational decisions 71
who make similar attempts 40
who make suicide attempts 568
who meet certain academic 207
who meet certain financial 131
who meet certain qualifying 84
who more closely resemble 247
who most closely approach 67
who most closely conforms 55
who most closely followed 223
who most closely identify 51
who most closely observed 85
who most closely reflects 46
who most closely resemble 563
who most steadily withstand 129
who most strongly advocate 103
who most strongly believed 69
who most strongly defended 66
who most strongly identify 65
who most strongly insisted 100
who most strongly objected 78
who most strongly resisted 55
who move between cultures 49
who must attract attention 53
who must despise relations 54
who must produce evidence 86
who must receive petitions 66
who must support families 56
who need dialysis treatment 66
who need foreign currency 46
who need medical attention 590
who need medical services 61
who need medical treatment 322
who need remedial education 68
who need support services 47
who only employs children 53
who only opposed patience 61
who owns private property 69
who paid careful attention 236
who paid especial attention 86
who pays careful attention 219
who seek genetic counseling 116
who seek marital counseling 42
who seek marriage counseling 59
who seek medical attention 729
who seek medical treatment 277
who sees himself deprived 46
who sees himself suddenly 72
who sees himself threatened 46
who sell similar products 84
who sell tobacco products 94
who sets himself seriously 67
who show genuine interest 68
who show rational surprise 50
who show unusual interest 46
who speak african american 92
who speak african languages 71
who speak cognate languages 49
who speak diverse languages 41
who speak european languages 77
who speak foreign languages 792
who speak related languages 194
who speak romance languages 81
who speak semitic languages 97
who speak several languages 518
who speak similar languages 68
who speak spanish fluently 182
who take culture seriously 76
who take extreme positions 201
who take history seriously 59
who take regular exercise 138
who take religion seriously 271
who take similar positions 46
who teach foreign languages 84
who teach general education 50
who teach medical students 93
who think religion consists 79
who think supreme salvation 69
who took especial interest 61
who took everything seriously 94
who took exceeding interest 280
who took extreme positions 41
who took genuine interest 57
who took herself seriously 56
who took himself seriously 341
who took intense interest 89
who took religion seriously 220
who took several occasions 85
who took several pictures 49
who treat elderly patients 58
who trod lightly backward 45
who upon several occasions 61
who urge against tradition 48
who very closely resemble 46
who very frankly declared 53
who walk forward exultingly 49
who were acquiring property 47
who were acutely conscious 285
who were advancing southward 43
who were african american 1678
who were allowed entrance 51
who were amateur musicians 60
who were attacking flanders 93
who were attending colleges 78
who were attending lectures 74
who were austrian citizens 53
who were austrian subjects 110
who were behavior problems 146
who were between eighteen 151
who were between fourteen 70
who were blindly followed 69
who were british citizens 205
who were british nationals 80
who were british officers 44
who were british subjects 2207
who were brought directly 113
who were brought forcibly 52
who were canadian citizens 146
who were capable formerly 51
who were carried captives 42
who were chiefly affected 72
who were chiefly artisans 90
who were chiefly composed 80
who were chiefly disposed 58
who were chiefly employed 414
who were chiefly fanatics 44
who were chiefly involved 69
who were chiefly occupied 293
who were chinese nationals 71
who were chronic carriers 56
who were closely attached 322
who were closely besieged 54
who were closely confined 44
who were closely followed 155
who were closely involved 2477
who were closely monitoring 61
who were college educated 323
who were college freshmen 85
who were college students 576
who were cruelly murdered 87
who were cruelly tortured 69
who were culture negative 49
who were culture positive 107
who were current drinkers 74
who were demanding autonomy 64
who were demanding immediate 117
who were devoted servants 45
who were distant relations 50
who were dressed entirely 51
who were elected annually 1081
who were elected deputies 52
who were elected directly 85
who were elected officers 70
who were elected officials 151
who were enforcing statutes 50
who were equally affected 87
who were equally ambitious 45
who were equally attached 181
who were equally confused 44
who were equally critical 50
who were equally culpable 80
who were equally dangerous 109
who were equally desirous 153
who were equally entitled 139
who were equally excluded 40
who were equally generous 63
who were equally ignorant 349
who were equally innocent 88
who were equally inspired 43
who were equally involved 132
who were equally numerous 67
who were equally powerful 65
who were equally prepared 133
who were equally talented 93
who were equally threatened 62
who were expecting children 45
who were faithful servants 81
who were falsely reported 45
who were federal officials 52
who were finally accepted 53
who were finally admitted 58
who were finally captured 50
who were finally executed 44
who were finally expelled 258
who were finally pardoned 44
who were finally repulsed 60
who were finally selected 231
who were following standard 60
who were foreign citizens 70
who were foreign nationals 258
who were foreign subjects 54
who were forthwith arrested 67
who were freedom fighters 69
who were general officers 46
who were general partners 60
who were granted admission 46
who were granted autonomy 40
who were granted divorces 40
who were granted immunity 62
who were granted licenses 76
who were grossly ignorant 104
who were harshly critical 48
who were hastening homeward 105
who were hastily summoned 90
who were heartily attached 45
who were heartily embarked 57
who were heartily welcomed 113
who were hitherto regarded 63
who were hitherto supposed 41
who were humbler scholars 48
who were hungarian citizens 53
who were invited accepted 43
who were invited attended 59
who were invited declined 44
who were labeled mentally 65
who were largely composed 82
who were largely confined 119
who were largely employed 138
who were largely excluded 389
who were largely ignorant 203
who were largely indebted 68
who were largely inspired 43
who were largely involved 47
who were largely isolated 118
who were largely occupied 74
who were legally admitted 90
who were legally eligible 97
who were legally employed 48
who were legally entitled 493
who were legally excluded 46
who were legally required 65
who were legally resident 96
who were listening intently 290
who were loosely attached 53
who were loyally disposed 65
who were married december 86
who were married declined 70
who were married february 74
who were married increased 175
who were married november 104
who were married recently 53
who were married reported 98
who were medical students 292
who were members included 46
who were mexican american 165
who were mexican citizens 68
who were morally outraged 94
who were mummies thousands 53
who were occupying positions 80
who were offered admission 67
who were offered positions 85
who were offered treatment 44
who were ordered deported 79
who were ottoman citizens 42
who were ottoman subjects 272
who were peaceably disposed 357
who were peaceably inclined 217
who were perfect strangers 546
who were perhaps secretly 45
who were poverty stricken 82
who were preparing breakfast 40
who were present actually 79
who were present advanced 196
who were present affirmed 43
who were present answered 150
who were present approved 152
who were present believed 117
who were present declared 656
who were present describe 81
who were present entreated 50
who were present followed 384
who were present hastened 57
who were present included 355
who were present insisted 48
who were present listened 201
who were present observed 121
who were present promised 147
who were present recalled 40
who were present received 303
who were present regarded 66
who were present rejoiced 47
who were present remained 102
who were present remarked 40
who were present remember 120
who were present reported 207
who were present wondered 100
who were private citizens 122
who were problem drinkers 336
who were providing security 74
who were providing services 110
who were quickly absorbed 55
who were quickly followed 99
who were rapidly developing 109
who were rapidly promoted 68
who were receiving benefits 276
who were receiving counseling 104
who were receiving education 150
who were receiving estrogen 45
who were receiving financial 128
who were receiving military 68
who were receiving prenatal 64
who were receiving salaries 118
who were receiving services 208
who were receiving treatment 453
who were refused admission 517
who were refused entrance 66
who were refused treatment 62
who were regular drinkers 47
who were regular soldiers 50
who were regular visitors 391
who were reputed heretics 58
who were reserve officers 80
who were returning homeward 133
who were rightly regarded 53
who were rigidly attached 43
who were sharply critical 217
who were shortly expected 131
who were shortly followed 46
who were skilled artisans 205
who were skilled laborers 93
who were socially conscious 47
who were socially deprived 43
who were socially excluded 45
who were socially inclined 108
who were socially isolated 1202
who were socially marginal 56
who were socially withdrawn 119
who were somehow involved 150
who were spanish subjects 572
who were staunch catholics 62
who were steadily employed 118
who were strongly addicted 54
who were strongly affected 112
who were strongly attached 1298
who were strongly critical 153
who were strongly disposed 85
who were strongly inclined 507
who were strongly involved 67
who were strongly oriented 86
who were strongly religious 54
who were subject directly 41
who were suffering economic 50
who were suffering financial 44
who were suffering hardship 91
who were suffering severely 281
who were suffering terrible 45
who were suffering terribly 113
who were superior marksmen 64
who were totally absorbed 189
who were totally deprived 62
who were totally disabled 410
who were totally disarmed 97
who were totally excluded 73
who were totally ignorant 902
