waged such memorable wars 134
which early prevailed among 56
which emit electrons when 42
which even christians were 49
which even englishmen were 48
which even mountains have 88
which ever accompany such 96
which ever proceeded from 332
which fall generally into 61
which fall naturally into 452
which fall obliquely upon 45
which fell backwards from 45
which fell naturally into 72
which find expression only 92
which find themselves pent 50
which fits admirably into 85
which fits naturally into 130
which fits perfectly into 369
which fits perfectly well 49
which fits reasonably well 117
which five centuries have 52
which five colonists were 43
which flow logically from 123
which flow naturally from 489
which flow northwards from 81
which flow northwards into 45
which form themselves into 479
which four americans were 67
which four centuries have 74
which four companies were 46
which four policemen were 45
which free themselves from 99
which from boomerangs rise 63
which from childhood have 108
which from hereabouts have 51
which from immemorial time 105
which full reference will 60
which gave protection from 246
which gave reasonably good 42
which gave testimony unto 641
which gets converted into 135
which gets gradually more 95
which give protection from 141
which give reasonably good 90
which good overcomes evil 45
which good triumphed over 66
which great factories will 47
which great interests have 89
which great movements were 91
which grew exceedingly great 92
which grew gradually into 77
which grew gradually less 87
which grew gradually more 215
which grew increasingly more 87
which grew naturally from 133
which grew profusely along 45
which grew profusely over 50
which grow downwards from 49
which grow downwards into 54
which grow gradually more 216
which grow important only 116
which grow naturally from 76
which grow naturally upon 51
which grow throughout life 62
which hangs downwards from 47
which hangs ominously over 66
which hangs suspended from 231
which hangs suspended over 91
which have abandoned their 205
which have abolished their 44
which have abstained from 49
which have accordingly been 326
which have addressed these 106
which have afflicted many 47
which have afflicted other 83
which have afflicted these 42
which have afflicted your 67
which have afterward been 55
which have alienated many 44
which have allegedly been 147
which have announced their 67
which have attempted such 54
which have attracted great 178
which have attracted less 146
which have attracted many 521
which have attracted more 612
which have attracted most 2022
which have attracted much 2060
which have attracted some 257
which have attracted such 276
which have attracted their 67
which have attracted very 60
which have attracted wide 528
which have attracted your 82
which have beclouded their 47
which have benefited from 2100
which have benefited many 41
which have benefited most 614
which have blossomed into 110
which have broadened their 59
which have carefully been 69
which have certainly been 936
which have certainly come 85
which have coalesced into 272
which have collapsed into 68
which have collected data 71
which have collected during 61
which have collected there 99
which have collected upon 59
which have commanded most 87
which have commenced among 53
which have commenced their 62
which have compelled even 46
which have compelled their 105
which have completed their 1068
which have concluded such 154
which have condensed from 45
which have conducted their 51
which have conferred such 230
which have conferred upon 265
which have confirmed their 67
which have connected peace 98
which have conquered time 42
which have conserved their 43
which have continual wars 53
which have continued among 51
which have continued down 1009
which have continued during 85
which have continued even 82
which have continued ever 539
which have continued from 461
which have continued into 370
which have continued more 123
which have continued over 256
which have continued some 49
which have continued their 162
which have continued till 88
which have contrived during 44
which have converged upon 42
which have converted from 105
which have converted into 40
which have converted many 55
which have converted their 62
which have convinced many 74
which have convinced most 102
which have convinced some 40
which have convulsed india 40
which have currently been 132
which have delegated some 84
which have deposited their 442
which have descended from 2672
which have descended into 233
which have descended like 41
which have descended upon 589
which have desolated india 74
which have desolated other 46
which have destroyed many 183
which have destroyed more 45
which have destroyed most 92
which have destroyed much 256
which have destroyed other 119
which have destroyed some 51
which have destroyed their 194
which have detracted from 106
which have developed along 984
which have developed among 344
which have developed during 1339
which have developed from 4065
which have developed good 42
which have developed have 124
which have developed here 82
which have developed high 56
which have developed into 2210
which have developed many 103
which have developed more 543
which have developed most 220
which have developed much 40
which have developed only 234
which have developed over 5867
which have developed some 204
which have developed such 398
which have developed their 999
which have developed there 209
which have developed these 153
which have developed upon 109
which have developed very 195
which have developed well 54
which have different aims 69
which have different areas 42
which have different ends 44
which have different ideas 50
which have different laws 51
which have different life 121
which have different meaning 49
which have different means 95
which have different sets 87
which have different size 51
which have different time 131
which have different uses 129
which have different ways 71
which have disgraced many 40
which have disgraced some 46
which have disgraced their 50
which have displayed their 45
which have dissented from 48
which have distilled over 117
which have disturbed some 48
which have disturbed their 44
which have disturbed your 61
which have dominated most 148
which have dominated much 322
which have dominated other 47
which have dominated over 88
which have dominated their 52
which have doubtless been 630
which have doubtless come 41
which have doubtless cost 45
which have elsewhere been 572
which have emigrated from 277
which have especially been 59
which have especially high 67
which have evidently been 3278
which have evidently come 109
which have exercised great 74
which have exercised much 192
which have exercised some 42
which have exercised such 442
which have exercised their 150
which have exhausted their 390
which have exhibited some 45
which have exhibited such 47
which have existence only 147
which have exploited their 44
which have expressed their 369
which have extensive areas 70
which have extensive coal 90
which have extremely high 481
which have forfeited their 108
which have forgotten their 112
which have frittered away 54
which have fulfilled their 371
which have furnished data 50
which have furnished food 61
which have furnished many 83
which have furnished most 182
which have furnished much 100
which have furnished poets 112
which have furnished some 94
which have furnished such 310
which have furnished their 65
which have furnished these 86
which have generally been 7132
which have generally come 71
which have generally held 148
which have generated many 51
which have generated more 169
which have generated most 102
which have generated much 314
which have generated some 69
which have generated such 154
which have generated their 42
which have generated these 103
which have gradually been 1686
which have gradually come 399
which have gradually lost 112
which have gradually made 102
which have gradually sunk 93
which have graduated from 80
which have important bearing 378
which have important uses 147
which have impressed many 40
which have impressed some 47
which have impressed their 103
which have impressed upon 273
which have increasingly been 422
which have increasingly come 232
which have indicated their 221
which have industrial uses 45
which have inflicted even 60
which have inflicted such 43
which have influence over 189
which have influence upon 307
which have inherited from 101
which have inherited their 108
which have invariably been 420
which have justified their 110
which have literally been 100
which have magnitude only 94
which have medicinal uses 60
which have naturally been 196
which have occasioned great 107
which have occasioned many 118
which have occasioned more 123
which have occasioned most 66
which have occasioned much 662
which have occasioned some 119
which have occasioned such 358
which have occasioned their 118
which have occasioned these 126
which have occasioned your 101
which have officially been 56
which have organized their 115
which have outlasted their 82
which have overtaken many 44
which have overtaken other 53
which have overtaken their 54
which have overtaken those 42
which have patterned their 43
which have perfected their 59
which have perfectly good 48
which have performed best 40
which have performed great 41
which have performed their 165
which have performed well 325
which have permanent seats 70
which have permitted some 48
which have permitted such 171
which have permitted their 66
which have perplexed many 93
which have persisted among 45
which have persisted down 449
which have persisted during 64
which have persisted even 136
which have persisted ever 110
which have persisted from 368
which have persisted into 300
which have persisted over 713
which have persisted till 58
which have persuaded many 46
which have persuaded some 46
which have plausibly been 64
which have possessed much 60
which have possessed such 42
which have presented their 168
which have presently been 49
which have preserved many 70
which have preserved more 58
which have preserved most 102
which have preserved much 127
which have preserved some 129
which have preserved their 2139
which have preserved these 54
which have preserved those 80
which have prevailed among 1047
which have prevailed during 947
which have prevailed ever 127
which have prevailed from 375
which have prevailed have 69
which have prevailed here 140
which have prevailed more 85
which have prevailed over 645
which have prevailed there 375
which have prevailed upon 188
which have prevented many 167
which have prevented more 99
which have prevented some 63
which have prevented such 123
which have prevented their 340
which have prevented these 83
which have prevented your 53
which have previously been 21100
which have previously come 146
which have previously gone 155
which have previously held 111
which have previously lost 48
which have previously made 78
which have previously only 137
which have primarily been 247
which have proceeded from 2818
which have proceeded upon 53
which have prospered among 57
which have prospered most 47
which have protected their 50
which have published some 44
which have published their 65
which have purposely been 107
which have qualities most 80
which have reasonably been 57
which have reasonably good 67
which have reasonably high 54
which have recovered from 1614
which have recovered their 101
which have reference more 51
which have reference only 278
which have reflected such 89
which have refrained from 124
which have regularly been 216
which have regulated their 143
which have relevance here 41
which have relevance only 76
which have renounced their 47
which have repeatedly been 1355
which have repeatedly come 46
which have resounded from 140
which have responded well 70
which have satisfied many 61
which have satisfied their 42
which have separated from 1171
which have separated into 45
which have signified their 244
which have similarly been 107
which have skeletons made 44
which have sometimes been 9443
which have sometimes come 132
which have sometimes done 46
which have sometimes even 86
which have sometimes gone 41
which have sometimes made 113
which have stretched over 88
which have submitted such 65
which have submitted their 178
which have subsisted among 52
which have subsisted ever 138
which have subsisted from 63
which have succeeded best 281
which have succeeded have 111
which have succeeded most 43
which have succeeded only 40
which have succeeded their 65
which have succeeded those 82
which have succeeded very 51
which have succeeded well 48
which have suggested some 59
which have suggested their 43
which have suggested these 57
which have supported their 84
which have supported these 73
which have surprised even 40
which have sustained their 93
which have themselves been 2310
which have themselves come 40
which have themselves just 52
which have themselves made 43
which have themselves only 58
which have throughout been 42
which have triumphed over 249
which have typically been 817
which have undergone during 115
which have undergone great 324
which have undergone high 49
which have undergone least 45
which have undergone less 124
which have undergone many 187
which have undergone more 624
which have undergone most 208
which have undergone much 674
which have undergone only 395
which have undergone some 765
which have undergone such 353
which have undergone their 67
which have undergone these 321
which have undergone those 82
which have undergone very 200
which have unhappily been 199
which have uniformly been 349
which have universal meaning 43
which have unusually high 183
which have virtually been 72
which have virtually nothing 80
which have witnessed many 44
which have witnessed some 54
which have witnessed such 60
which have witnessed their 53
which having sustained some 46
which heard testimony from 90
which heavy penalties were 94
which heavy pilasters were 84
which help determine their 44
which help determine what 99
which here comprises only 62
which here separates into 45
which here stretched away 49
which hide themselves from 58
which high churchmen were 84
which holy scripture says 84
which hurl themselves into 45
which india inherited from 85
which john submitted from 65
which just protruded from 42
which kant inherited from 58
which keep population down 48
which kept excellent time 40
which knew perfectly well 98
which land generally bears 56
which last contained even 41
which last expression must 60
which last throughout life 71
which late researches have 66
which leads naturally into 175
which leads northwards from 58
which leads southwards from 51
which lend themselves best 805
which lend themselves less 167
which lend themselves more 1346
which lend themselves most 1893
which lend themselves much 105
which lend themselves only 92
which lend themselves very 179
which lend themselves well 750
which lent themselves best 50
which lent themselves more 273
which lent themselves most 155
which lent themselves well 102
which lies downstream from 57
which lies scattered over 91
which living conditions were 126
which living organisms have 256
which living organisms were 95
which living specimens were 42
which living standards have 46
which living standards rise 50
which living standards were 58
which look different from 158
which lord baltimore gave 40
which lord mansfield gave 41
which lord mansfield said 123
which lord mansfield will 54
which lord melbourne will 56
which lord rochester once 98
which lord salisbury made 83
which lord salisbury said 45
which lose themselves among 71
which lost population during 62
which love invariably leads 97
which made available more 50
which made available some 42
which made everybody cock 58
which made everybody else 99
which made everybody feel 152
which made everybody jump 40
which made everybody like 48
which made everybody think 154
which made everybody turn 44
which made everybody very 50
which made incursions into 173
which made interesting reading 149
which made investors more 41
which made necessary some 69
which made necessary their 40
which made perfectly clear 88
which made perfectly good 53
which made reference only 45
which made themselves felt 1235
which made themselves heard 265
which make civilized life 47
which make community life 59
which make continued life 199
which make excellent reading 43
which make falsehood look 177
which make fascinating reading 317
which make impression upon 52
which make interesting reading 546
which make perfectly good 83
which make political life 43
which make themselves felt 1764
which make themselves heard 309
which make themselves more 71
which male dominance over 59
which many americans came 64
which many americans feel 260
which many americans felt 191
which many americans find 77
which many americans have 702
which many americans held 46
which many americans live 125
which many americans seem 54
which many americans view 122
which many americans were 431
which many americans will 78
which many anecdotes were 55
which many arbitrary acts 114
which many believers have 44
which many biologists have 50
which many botanists rank 92
which many centuries have 137
which many centuries will 42
which many christians feel 69
which many christians find 45
which many christians have 335
which many christians were 273
which many clinicians have 69
which many companies fail 62
which many companies find 46
which many companies have 396
which many companies were 71
which many composers have 69
which many consumers have 52
which many countries have 795
which many countries were 133
which many countries will 61
which many democrats were 54
which many educators feel 42
which many educators have 53
which many employees have 45
which many employees were 43
which many employers have 98
which many englishmen felt 44
which many englishmen have 86
which many englishmen speak 68
which many englishmen were 99
which many exceptions were 52
which many factories were 42
which many feminists have 184
which many fragments have 78
which many fragments were 149
which many frenchmen were 105
which many gentlemen have 70
which many geologists have 47
which many historians have 826
which many hypotheses have 51
which many instances have 312
which many instances were 334
which many instances will 162
which many interests were 62
which many inventors have 76
which many librarians have 53
which many libraries have 72
which many lordships have 65
which many novelists have 55
which many objections were 61
which many observers feel 122
which many observers felt 127
which many observers find 46
which many observers have 621
which many observers think 62
which many operators have 42
which many passengers were 117
which many physicians have 173
which many prisoners were 181
which many prosecute their 76
which many residents were 49
which many reviewers have 52
which many socialists have 40
which many societies have 141
which many specimens have 225
which many specimens were 120
which many therapists have 66
which many travelers have 83
which many varieties have 158
which many varieties were 57
which many witnesses have 46
which many witnesses were 121
which many youngsters have 49
which marx inherited from 96
which means different ones 82
which means liberation from 40
which means precisely nothing 73
which means precisely what 112
which means separation from 92
which meant precisely nothing 50
which meant separation from 80
which mind exercises over 49
which mining operations have 135
which mining operations were 90
which miss wordsworth kept 60
which miss wordsworth made 54
which more americans were 47
which more instances will 54
which more instantly gave 56
which more literally means 143
which more precisely means 47
which more resembled moss 57
which most americans came 44
which most americans feel 47
which most americans felt 70
which most americans find 72
which most americans have 698
which most americans held 61
which most americans hold 89
which most americans knew 76
which most americans know 119
which most americans live 217
which most americans seem 82
which most americans take 76
which most americans think 85
which most americans view 106
which most americans were 390
which most americans will 99
which most arguments will 55
which most assuredly will 165
which most attracted their 42
which most benefited from 105
which most certainly have 128
which most certainly leads 65
which most certainly must 140
which most certainly were 150
which most certainly will 346
which most christians have 123
which most companies have 116
which most companies were 41
which most companies will 51
which most consumers have 53
which most countries have 384
which most countries were 85
which most delegates were 43
which most employees have 55
which most employees were 58
which most employers have 56
which most englishmen have 82
which most englishmen hold 46
which most englishmen were 80
which most englishmen will 49
which most historians give 47
which most historians have 668
which most impressed their 40
which most impressed those 106
which most libraries have 58
which most observers feel 64
which most observers have 150
which most observers will 47
which most physicians have 65
which most physicians will 44
which most resembled their 44
which most resembles good 52
which most resembles what 60
which most residents have 45
which most residents were 40
which most societies have 177
which much important work 62
which much resembled those 149
which much resembles what 46
which must accompany such 326
which must accompany these 52
which must accompany your 83
which must accordingly have 115
which must aggravate their 46
which must assuredly have 201
which must certainly come 207
which must certainly date 56
which must certainly have 3708
which must certainly make 40
which must certainly rank 47
which must certainly show 45
which must certainly take 127
which must certainly tend 67
which must determine their 129
which must determine what 108
which must determine when 54
which must determine your 116
which must doubtless have 345
which must evidently have 422
which must evidently hold 53
which must generally have 247
which must gradually have 82
which must henceforth take 45
which must influence their 77
which must invariably take 70
which must naturally flow 51
which must naturally have 766
which must naturally take 40
which must naturally tend 53
which must naturally vary 41
which must originate from 208
which must penetrate into 80
which must previously have 398
which must represent some 81
which must sometimes have 478
which must sometimes seem 42
which must sometimes take 44
which must themselves have 110
which name describes well 63
which need protection from 216
which north americans have 145
which obey different laws 78
which once contained food 49
which once contained some 124
which once contained three 48
which once expressed only 95
which once inhabited these 78
which once lightened your 107
which once prevailed among 316
which once prevailed here 67
which once prevailed over 191
which once stretched from 507
which once stretched over 160
which only compounds their 54
which only concerned their 92
which only confirmed their 92
which only confirmed what 185
which only contained these 47
which only disappears when 116
which only embitters their 51
which only expresses what 40
which only fragments have 896
which only fragments were 203
which only frenchmen have 43
which only gradually came 157
which only gradually gave 70
which only gradually took 58
which only proceeded from 107
which only satisfies such 106
which only seventeen were 56
which only unleavened bread 56
which only yesterday were 433
which oral traditions were 64
which other americans have 85
which other americans were 46
which other christians have 113
which other companies have 176
which other companies were 92
which other composers have 73
which other composers were 50
which other conditions were 54
which other countries also 64
which other countries find 44
which other countries have 2197
which other countries must 123
which other countries need 187
which other countries take 46
which other countries took 48
which other countries want 80
which other countries were 659
which other countries will 345
which other creditors have 50
which other employees were 58
which other fragments were 41
which other gentlemen have 80
which other gentlemen were 42
which other historians have 290
which other instances will 91
which other interests were 66
which other libraries have 47
which other neurotics keep 57
which other observers have 197
which other organisms have 48
which other physicians have 48
which other physicians treat 68
which other prisoners were 86
which other republics have 183
which other societies have 164
which other societies were 59
which other statesmen have 45
which other tentacles were 101
which other treatments have 41
which other witnesses have 60
which other witnesses were 47
which over centuries have 59
which owed allegiance only 41
which pass backwards from 133
which pass downwards from 51
which pass downwards into 135
which pass gradually from 46
which pass gradually into 217
which pass laterally from 53
which pass laterally into 137
which pass obliquely from 231
which past centuries have 118
which past disasters were 55
which pious christians have 58
which play continued three 50
which play important role 209
which poets themselves have 50
which poor countries have 94
which pour themselves into 90
which prior obligation what 82
which reading possesses over 142
which rely primarily upon 175
which rest primarily upon 74
which rich countries have 50
which ride roughshod over 86
which rise gradually from 286
which rise obliquely from 49
which rode roughshod over 490
which roll different ways 156
which rome exercised over 121
which rome proceeded there 91
which root themselves upon 50
which rose eternally from 47
which rose gradually from 202
which runs backwards along 113
which runs backwards from 81
which runs diagonally down 44
which runs diagonally from 232
which runs downwards from 114
which runs generally along 47
which runs generally from 53
which runs generally north 40
which runs laterally along 41
which runs northwards from 172
which runs obliquely down 144
which runs obliquely from 275
which runs regularly from 52
which runs roughshod over 99
which runs southwards from 237
which runs throughout much 60
which runs throughout their 46
which runs throughout these 116
which runs westwards from 114
which said certified copy 54
which said proceedings were 49
which seem different from 120
which seem perfectly clear 68
which seem reasonably well 119
which send processes into 82
which sent alexander into 54
which show themselves among 62
which show themselves from 44
which show themselves here 84
which show themselves more 186
which show themselves most 114
which show themselves only 125
which show themselves upon 63
which show themselves when 86
which sold extremely well 237
which sold reasonably well 40
which some academics have 43
which some allowance must 85
which some americans have 137
which some americans were 103
which some biologists have 44
which some botanists have 101
which some christians have 279
which some christians were 94
which some companies have 257
which some companies were 81
which some countries have 558
which some countries were 84
which some countries will 43
which some departure from 46
which some educators have 48
which some employees have 99
which some employers have 96
which some englishmen have 48
which some enthusiasts have 121
which some feminists have 146
which some fragments have 391
which some fragments only 277
which some fragments were 76
which some gentlemen have 280
which some gentlemen seem 223
which some gentlemen were 90
which some geologists have 211
which some historians call 62
which some historians have 2034
which some historians think 72
which some historians turn 72
which some important ones 51
which some important part 42
which some incidents were 46
which some instances have 251
which some instances will 49
which some interpret nothing 45
which some ministers have 45
which some ministers were 42
which some motionless lyre 205
which some observers feel 160
which some observers felt 82
which some observers find 40
which some observers have 1092
which some observers said 43
which some observers think 69
which some observers view 55
which some observers were 48
which some observers will 139
which some operators have 56
which some organisms have 40
which some physicians have 130
which some prisoners were 137
which some provisions were 47
which some quotations have 93
which some reference must 182
which some reference will 158
which some reviewers have 41
which some sentences have 46
which some socialists have 46
