waged deadly strife with 69
water depths greater than 2981
water every friday and 58
water every friday for 43
water every second day 536
water falling through air 111
water fishing fleets and 63
water fishing nations and 302
water fishing nations are 52
water fishing states and 63
water flowing around them 94
water flowing before him 89
water flowing through all 44
water flowing through and 110
water flowing through any 97
water flowing through each 166
water flowing through her 168
water flowing through his 633
water flowing through its 523
water flowing through one 129
water flowing through our 67
water flowing through that 87
water flowing through them 2845
water flowing through this 271
water flowing through two 105
water flows around them 46
water flows freely and 64
water flows slowly and 82
water flows through all 104
water flows through and 101
water flows through both 51
water flows through each 134
water flows through its 134
water flows through one 233
water flows through that 40
water flows through them 510
water flows through this 320
water flows through two 99
water fully clothed and 189
water glass filled with 163
water growing darker and 71
water heater should not 45
water lapping around her 143
water lapping around his 117
water lapping around them 63
water large enough for 179
water level before and 206
water level changes and 489
water level changes are 310
water level changes due 69
water level changes for 99
water level changes that 114
water level changes with 96
water level higher than 286
water level inside and 120
water level reached his 56
water level reached its 41
water level reaches its 192
water level should not 569
water level varies with 68
water lines should not 42
water looking bluish and 45
water might remain for 49
water moves faster than 185
water moves slowly and 113
water moves through them 349
water moves through this 53
water moves upward and 67
water passing through and 115
water passing through any 87
water passing through each 189
water passing through his 63
water passing through its 145
water passing through lead 139
water passing through that 123
water passing through them 2445
water passing through this 417
water pipes freeze and 89
water pipes should not 181
water pouring through them 41
water power plants and 337
water power plants are 175
water power plants with 48
water power rights and 101
water power rights are 40
water power should not 71
water pumping station and 309
water pumping station for 94
water pumping station was 144
water rates should not 99
water right beside him 40
water rises higher and 211
water rises higher than 153
water rises through its 42
water rises through them 69
water running through all 44
water running through and 59
water running through her 138
water running through his 351
water running through its 124
water running through lead 46
water running through our 150
water running through them 1099
water running through this 66
water rushing around her 55
water rushing through them 78
water rushing through this 50
water rushing toward them 67
water seeping through and 112
water seeping through her 48
water seeping through his 80
water seeps through and 67
water seeps through them 45
water smooth before him 59
water soaking through her 66
water soaking through his 101
water spray system for 61
water spread before them 43
water still dripping off 159
water still further and 44
water still gushes out 40
water still indeed was 55
water stood before him 52
water stood higher than 56
water swept through with 64
water swirl around her 62
water table deeper than 55
water table height and 156
water table higher than 65
water table levels and 586
water table levels are 320
water table should not 339
water table varies with 92
water tanks filled with 128
water under stones and 51
water under vacuum and 44
water until cooked but 57
water until enough has 58
water until melted and 63
water until needed for 53
water until tender and 466
water until tender but 1919
water until wanted for 46
water until washings are 104
water users should pay 51
water vapor driven off 49
water vapor needed for 56
water vapor passes out 90
water vapor should not 44
water vapor through air 78
water vapor varies with 91
water vapor without going 40
water which affect its 44
water which causes one 79
water which causes them 147
water which changes its 228
water which covers them 145
water which drains off 291
water which drains out 83
water which drives them 60
water which enters and 79
water which enters them 78
water which enters this 51
water which filled one 201
water which flowed out 584
water which flowed with 44
water which gushed out 208
water which gushes out 224
water which holmes had 63
water which impels them 85
water which passes off 167
water which passes out 342
water which poured out 57
water which reaches them 68
water which served for 100
water which serves for 69
water which should not 111
water which spreads out 102
water which turned out 57
water which unites with 46
water which varies with 57
water which washes our 43
water which washes out 85
water while searching for 56
water while stirring and 60
water while stirring with 89
water while swimming and 44
water works better than 66
water works system and 236
water works system for 145
water works system was 137
water would become too 54
water would bubble out 283
water would freeze and 196
water would permit them 47
water would splash out 46
waves carry energy and 149
waves found another way 41
waves passing through air 97
waves passing through each 58
waves passing through that 65
waves passing through them 200
waves passing through this 78
waves passing through two 108
waves which affect our 83
waves which bounce off 108
waves which follow one 97
waves which radiate out 81
waves which ripple and 68
waves which tossed them 45
waves which travel out 314
waves which travel with 254
waves whose crests and 46
waves whose crests are 132
waves whose fronts are 49
waves whose periods are 123
waves would cancel each 66
waves would ripple and 42
waves would travel with 66
weaken moral hatred for 48
weaken still further his 92
weaken still further our 157
weaker party always mean 49
weaker social groups and 49
weakly basic resins are 50
wealthy banking family and 53
wealthy could afford them 402
wealthy could afford this 58
wealthy people should pay 73
wealthy roman family and 45
weapon which sadism can 46
weather growing colder and 42
weather grows colder and 118
weather grows hotter and 57
weather grows warmer and 107
weather rather bullying than 40
weather still bright and 56
weather though inland far 809
weather turns colder and 65
weather which raises this 55
weather would enable them 43
weather would permit and 115
weather would permit him 171
weather would permit them 231
wedding cheer served for 92
wedding dress before she 63
weeds growing around them 71
weeds which infest our 45
weeks after applying for 97
weeks after arriving she 43
weeks after assuming his 117
weeks after awards are 84
weeks after demand for 114
weeks after ernest had 105
weeks after france had 86
weeks after grafting and 56
weeks after hatching and 242
weeks after hatching they 40
weeks after hitler had 196
weeks after ingestion and 56
weeks after injury and 587
weeks after injury are 46
weeks after injury but 43
weeks after injury may 75
weeks after injury with 85
weeks after martial law 70
weeks after notice has 48
weeks after philip had 81
weeks after planting and 717
weeks after planting for 64
weeks after planting out 124
weeks after planting was 70
weeks after planting with 55
weeks after plants are 51
weeks after pledge day 57
weeks after school had 244
weeks after school has 56
weeks after school was 77
weeks after spraying with 52
weeks after starting her 59
weeks after starting his 80
weeks after starting this 47
weeks after stopping use 61
weeks after therapy and 136
weeks after therapy had 46
weeks after therapy has 295
weeks after therapy was 151
weeks after therapy with 112
weeks after training and 66
weeks after training was 77
weeks after wilson had 41
weeks every summer and 104
weeks every summer for 59
weeks every summer with 95
weeks later another man 50
weeks later another one 41
weeks later before she 53
weeks later before they 64
weeks later called for 41
weeks later europe was 57
weeks later hitler was 54
weeks later sailed for 64
weeks later showed that 607
weeks later stated that 99
weeks later without any 101
weeks longer before they 47
weeks longer without any 62
weeks since anyone had 90
weigh every strange and 58
weigh fifty pounds and 65
weigh fifty pounds each 51
weigh forty pounds and 58
weigh seven pounds and 53
wheel drive models are 46
wheel drive pickup with 44
wheel drive system and 43
wheel drive system that 240
wheel drive trucks and 87
wheel drive trucks are 53
wheel moves faster than 112
wheel shall charge them 41
wheel speed sensor and 83
wheel turns faster than 83
wheel turns freely and 50
wheel which drives them 55
wheel which engaged with 42
wheel which engages with 179
wheel which meshes with 88
wheel whose spokes are 84
where about ninety per 65
where about twenty men 119
where adolf hitler and 55
where adolf hitler had 184
where adolf hitler was 160
where alone narrow and 128
where alone safety was 67
where angels should fear 47
where armed forces are 175
where asset prices are 62
where asset values are 55
where bands played and 66
where basic rights and 83
where basic rights are 131
where basic skills are 83
where basic values and 45
where basic values are 67
where beauty shines and 152
where beauty stands and 125
where bedding planes are 48
where billy graham was 63
where birds nested and 43
where black slaves had 50
where black voters are 47
where blank spaces are 53
where boats depart for 90
where brain damage has 47
where brute strength and 46
where canal street now 63
where carry fisher had 64
where cecil rhodes had 45
where cecil rhodes was 71
where cells divide and 40
where cereal grains are 41
where chief joseph and 81
where civil courts are 191
where civil rights and 154
where civil rights are 376
where civil rights had 48
where civil rights was 50
where civil strife has 51
where civil strife was 45
where class issues are 71
where coals afford one 139
where color values are 61
where cooling towers are 62
where court stated that 101
where cover plates are 44
where dairy cattle are 150
where dirty washings hung 47
where downing street now 45
where either common use 117
where either parent has 55
where either parent was 75
where either spouse has 43
where enemy forces are 75
where enemy troops are 55
where equal rights and 177
where equal rights are 143
where equal rights for 63
where equal values are 133
where ethnic cleansing was 47
where ethnic groups and 67
where ethnic groups are 529
where ethnic groups had 41
where every branch was 44
where every breeze was 120
where every building had 50
where every building was 121
where every clever man 60
where every corner had 85
where every corner was 87
where every degree and 47
where every detail has 105
where every detail was 243
where every dollar goes 93
where every dollar was 65
where every eatable was 52
where every effort had 107
where every effort has 275
where every effort was 1010
where every entity has 42
where every family can 112
where every family had 175
where every family has 221
where every family was 104
where every farmer had 41
where every farmer has 41
where every feature was 42
where every fierce and 134
where every flower and 54
where every flower did 58
where every flower was 64
where every forest leaf 51
where every honest man 83
where every letter was 45
where every little bit 56
where every little boy 84
where every luxury that 116
where every luxury was 72
where every member can 121
where every member had 151
where every member has 422
where every member was 286
where every memory was 50
where every minute was 106
where every moment was 175
where every object and 92
where every object had 86
where every object has 113
where every object that 248
where every object was 483
where every office and 68
where every parish had 60
where every passion was 76
where every peasant was 489
where every person and 147
where every person can 246
where every person had 128
where every person has 369
where every person may 73
where every person was 349
where every person who 374
where every player has 110
where every public man 53
where every second man 131
where every square had 273
where every street and 173
where every street was 82
where every sunday they 121
where every teacher was 59
where every thought and 220
where every thought that 132
where every thought was 88
where every vessel was 47
where every window and 162
where every window was 160
where every worker can 50
where every worker has 55
where every worker was 63
where exact values are 50
where extra strength and 77
where farming methods are 50
where fidel castro and 117
where fidel castro had 142
where fidel castro has 54
where fidel castro was 165
where field shrugs his 55
where final causes are 102
where fires burned and 46
where fixed assets are 212
where flash floods are 72
where flash floods had 50
where flint buried his 153
where flint buried them 154
where flood waters are 53
where fluke chains and 52
where folding chairs had 45
where forming around them 59
where fresh fruits and 264
where fresh fruits are 53
where fresh horses and 70
where fresh plants and 91
where fresh sports and 83
where gates already had 74
where grace church now 50
where grace dwells with 41
where grand juries are 102
where green fields and 54
where green plants are 52
where green plants can 44
where group actions are 43
where growing seasons are 371
where growth occurs and 44
where happy saints may 87
where harry truman was 53
where helen points out 87
where holly sprigs and 171
where hours worked are 45
where house prices are 276
where housing prices are 246
where human actions are 208
where human agency can 49
where human agency has 40
where human agents are 78
where human bodies and 44
where human bodies are 142
where human bodies had 44
where human carrion can 87
where human effort and 44
where human effort has 51
where human feelings are 72
where human feelings may 69
where human impact has 45
where human misery and 46
where human nature and 98
where human nature can 103
where human nature had 40
where human nature has 285
where human nature was 251
where human passion and 60
where human rights and 585
where human rights are 3381
where human rights can 59
where human rights had 54
where human rights law 72
where human strength and 43
where human thought and 85
where human values and 115
where human values are 434
where human values can 40
where human wastes are 43
where human wisdom and 52
where human wisdom was 60
where indian opinion was 56
where indian skills and 42
where input prices are 56
where jacob buried his 49
where jesus begins his 51
where jesus christ and 182
where jesus christ had 322
where jesus christ has 110
where jesus christ was 907
where jesus prayed and 49
where jesus states that 258
where jesus talked with 81
where jesus taught and 125
where jesus taught his 133
where jesus walked and 231
where jesus worked for 57
where jimmy carter had 60
where jimmy carter was 56
where judge curtis had 50
where judge temple was 50
where known forces are 100
where known vulgar and 145
where labor rights are 45
where labor supply and 47
where landing fields are 40
where large blocks are 75
where large castings are 50
where large changes are 48
where large cities and 55
where large cities are 202
where large crowds are 118
where large crowds can 42
where large crowds had 63
where large droves had 76
where large fields are 71
where large flocks are 142
where large forces are 183
where large groups and 51
where large groups are 275
where large groups can 49
where large holdings are 56
where large masses are 241
where large motors are 64
where large openings are 60
where large orders are 43
where large pieces are 82
where large plants are 114
where large powers are 122
where large rivers are 66
where large sheets are 46
where large spaces are 60
where large stocks are 66
where large stones are 164
where large tracts are 148
where large values are 86
where large yields are 69
where learning occurs and 43
where legal advice and 47
where legal advice was 49
where legal issues are 145
where legal rights and 61
where legal rights are 185
where light colors are 44
where light enters and 73
where light levels are 510
where light weight and 356
where local custom and 48
where local groups are 93
where local issues are 96
where local leaders and 40
where local leaders are 73
where local leaders had 41
where local opinion was 40
where local police and 43
where lower prices are 65
where lower values are 42
where lucid worlds are 42
where luther nailed his 53
where major changes are 272
where major cities are 60
where major events are 42
where major issues are 60
where major powers are 45
where metal castings are 46
where minor changes are 48
where missing values are 93
where money counts for 79
where money orders are 47
where money values are 49
where moral duties are 42
where moral forces are 49
where moral issues are 292
where moral rights are 74
where moral values and 98
where moral values are 304
where mother nature has 55
where music played and 40
where naked lights are 68
where nation states are 82
where nerve fibers are 82
where never before had 241
where never before was 40
where never summer ray 48
where noise levels are 349
where older adults are 222
where older adults can 90
where others before him 373
where others before them 81
where others failed and 48
where others joined him 41
where others joined them 67
where others waited for 52
where ozone levels are 81
where paddy fields are 42
where parking spaces are 78
where party issues are 43
where party labels are 99
where party leaders and 48
where party leaders are 53
where party spirit ran 45
where party spirit was 57
where people already are 67
where people assume that 201
where people bought and 137
where people called him 45
where people danced and 109
where people fought for 61
where people helped each 49
where people helped one 44
where people learned how 43
where people looked for 60
where people looked out 71
where people prayed for 60
where people realize that 127
where people reside and 46
where people settle and 49
where people should not 204
where people should sit 106
where people stayed for 52
where people stayed put 93
where people strive for 79
where people suffer and 84
where people talked and 96
where people thought and 74
where people thought her 52
where people thought that 224
where people thought they 197
where people toiled and 43
where people treated each 43
where people waited for 244
where people walked and 92
where people wanted them 40
where people worked and 269
where people worked for 127
where people worked with 69
where peter denied his 86
where phase changes are 43
where pixel values are 50
where plato argues that 155
where plato states that 42
where plato taught his 89
where poetic diction and 56
where power levels are 55
where power plants are 107
where power rested with 49
where power should lie 111
where price changes are 230
where price changes can 47
where price equals long 110
where price levels are 83
where price levels had 43
where proud memory does 62
where racial groups are 68
where racial issues are 78
where racial tension was 42
where radon levels are 85
where rapid changes are 210
where rather levity than 175
where rigid prices and 45
where roads branch off 133
where roman legions had 57
where running streams are 58
where rushing waters run 64
where sales prices are 57
where scope exists for 57
where selling prices are 158
where share prices are 104
where sharp curves are 77
where shearing forces are 58
where sheep grazed and 100
where sheet erosion has 41
where signs direct you 78
where sinning mortal man 622
where skill levels are 78
where sleet storms are 59
where small changes are 92
where small changes can 104
where small errors can 52
where small flocks are 52
where small grains are 89
where small groups are 196
where small groups can 189
where small holdings and 45
where small holdings are 115
where small houses and 49
where small houses are 54
where small plants are 70
where small rivers are 60
where small streams and 75
where small streams are 48
where social actors are 85
where social changes are 105
where social forces are 99
where social groups are 171
where social habits are 47
where social issues are 159
where social policy has 54
where social rights are 82
where social safety has 61
where social skills and 46
where social skills are 129
where social status and 158
where social status was 187
where social unrest and 41
where social values and 86
where social values are 254
where solar energy can 74
where solid wastes are 113
where speed limits are 142
where sperm mature and 102
where state courts are 49
where state courts had 48
where steel blades and 167
where steep cliffs and 44
where steep slopes and 118
where steep slopes are 178
where stock levels are 53
where stock options are 196
where stock prices are 194
where stream erosion has 79
where strong feelings are 193
where strong forces are 46
where strong waters are 57
where style changes are 47
where teaching methods are 45
where terms higher than 88
where tests showed that 137
where thomas becket was 66
where thomas edison had 53
where tidal forces are 45
where tidal streams are 55
where toxic wastes are 61
where trust assets are 45
where trust income was 42
where urban sprawl has 58
where vital changes are 46
where vital issues are 91
where vital organs are 66
where wagon wheels had 66
where water enters and 51
where water erosion has 44
where water gathers and 59
where water gushed out 55
where water gushes out 99
where water levels are 365
where water levels can 66
where water plants are 48
where water prices are 51
where water rights are 202
where water should not 41
where water sports are 64
where water stands for 259
where water supply and 249
where water supply has 65
where water supply was 239
where water tables are 400
where whole cities and 90
where whole cities are 40
where wolfe joined them 59
where women already had 114
where women should not 68
where women worked and 108
where women worked for 68
where women worked with 49
where woody plants are 93
where working mothers are 64
where working mothers can 140
where working mothers may 91
where world prices are 126
which about eighty are 55
which about eighty per 75
which about ninety per 45
which about twelve are 54
which about twenty are 283
which about twenty men 93
which about twenty per 50
which abuse occurs and 62
which abuse occurs are 50
which acted without his 242
which action occurs and 57
which action occurs nor 57
which added another pang 65
which added strength and 70
which added weight and 89
which adolf hitler and 91
which adolf hitler had 225
which adolf hitler has 95
which adolf hitler was 272
which adorn almost all 52
which after allowing for 126
which after dinner was 46
which after pointing out 40
which after reciting that 274
which after standing for 96
which again agrees with 477
which again allows for 78
which again argued that 51
which again argues for 81
which again begins with 88
which again called for 172
which again creates new 69
which again divide and 57
which again engages his 137
which again points out 115
which again proved that 98
which again proves that 796
which again raised him 44
which again remind one 43
which again reveals his 62
which again reveals that 92
which again should not 116
which again showed his 66
which again showed that 222
which again states that 99
which again turned out 107
which again unites with 80
which again varied and 58
which again varies with 107
which again worked her 56
which agree better with 215
which agree fairly with 44
which agree neither with 78
which alike levels all 93
which allan passes are 114
which allan sought out 71
which allen dulles had 62
which alone agrees with 120
which alone allows for 100
which alone allows one 41
which alone allows them 52
which alone amongst all 52
which alone called for 54
which alone causes any 104
which alone claims its 56
which alone counts for 57
which alone creates and 84
which alone drives any 49
which alone enable him 87
which alone enable them 97
which alone england can 50
which alone exists for 60
which alone nations can 50
which alone nature can 42
which alone offers any 48
which alone passes for 48
which alone proves his 78
which alone proves that 100
which alone raised him 55
which alone raises him 44
which alone reality can 97
which alone render them 46
which alone render this 46
which alone repays him 44
which alone reveals and 73
which alone reveals its 61
which alone seizes not 41
which alone serves for 43
which alone showed that 42
which alone something can 200
which alone stands out 41
which alone thought can 43
which alone values can 68
which amelia visits her 61
which amino groups are 126
which amino sugars are 42
which amply atoned for 70
which amply proved that 47
which amply proves that 141
which amply repaid him 70
which amply repaid his 57
which amply repaid them 53
which angels ascend and 184
which angles hourly for 59
which anything useful can 44
which appear around them 57
which appear before and 49
which appear before him 216
which appear before them 89
which appear darker than 109
which appear earlier than 84
which appear larger than 69
which appear obvious and 46
which appear simple and 90
which appear strange and 132
which appear therein are 42
which appear trivial and 57
which appear without any 131
which apply across all 96
which arise amongst men 70
which arise before him 55
which arise before his 47
which arise before them 45
which arise fairly and 64
which arise mainly out 46
which arise solely out 55
which arise strange and 43
which arise through its 50
which arise through our 54
which arise through this 46
which arise without any 248
which arise without his 251
which armed chiefs and 47
which armed forces and 74
which armed forces are 187
which armed forces can 51
which armed itself with 56
which arose amongst his 62
which arose amongst them 87
which arose around him 87
which arose before and 43
which arose before him 138
which arose before his 177
which arose before its 74
which arose before that 85
which arose before them 59
which arose before this 60
which arose behind him 82
which arose behind them 98
which arose mainly out 63
which arose partly out 124
which arose through his 41
which arose without his 102
which asked whether they 114
which asset prices are 69
which asset values are 74
which athena taught them 63
which athens already had 53
which athens fitted out 52
which atoms absorb and 42
which bacon taught was 126
which badly needed doing 41
which badly needed his 47
which banks borrow and 76
which bases itself not 49
which basic rights and 96
which basic rights are 93
which basic skills and 54
which basic skills are 106
which basic values and 53
which basic values are 96
which beamed through all 73
which beamed through his 66
which beamed through them 75
which began almost two 126
which began almost with 208
which began already too 48
which began around this 48
which began before age 111
which began before and 73
which began before his 75
which began before our 50
which began before that 62
which began before they 53
which began before you 67
which began earlier and 192
which began earlier than 163
which began slowly and 77
which began without any 84
which beget wonder and 61
which begin slowly and 49
which beset anyone who 49
which bills become law 107
which binds copper and 50
which binds europe and 222
which binds rulers and 77
which black michael had 77
which black voters and 66
which blake frames his 56
which blank spaces are 80
which bleed readily and 65
which blood enters and 64
which blood levels are 59
which blood poured out 43
which blows nobody any 204
which blows through them 44
which bodes poorly for 56
which bones become thin 53
which bones become weak 44
which bound england and 174
which bound france and 97
which brain damage has 67
which brain regions are 417
which breaks through all 645
which breaks through and 167
which breaks through his 51
which breaks through its 104
which breaks through this 67
which breast cancer was 74
which breathe through all 90
which breathe through them 41
which breed disease and 97
which brief mention has 120
which brief mention may 42
which brief mention was 100
which broke another man 55
which broke around her 100
which broke ground for 90
which broke through all 405
which broke through and 143
which broke through her 58
which broke through his 133
which brute strength was 43
which built houses for 52
which burns inside thee 58
which burns itself out 188
which burns readily and 63
which burns slowly and 150
which burns through all 70
which burns without being 88
which burnt before its 50
which burnt itself out 75
which burst around them 55
which burst through all 107
which byron carved his 76
which caesar thought fit 74
which calls itself and 43
which calls loudly for 750
which calls merely for 137
which calls simply for 41
which cared little for 782
which cared neither for 41
which cares little for 432
which cares little how 73
which cares neither for 101
which carry disease and 50
which carry energy and 54
which carry malaria and 85
which carry oxygen and 157
which carry straws and 72
which carry weight and 55
which carry weight with 43
which cater mainly for 162
which cause cancer and 79
which cause coughing and 61
which cause cracking and 52
which cause damage and 117
which cause delays and 59
which cause disease and 396
which cause disease are 317
which cause disease may 55
which cause erosion and 44
which cause injury and 64
which cause malaria and 98
which cause misery and 40
which cause serious and 46
which cause severe and 40
which cause stress and 120
which cause sudden death 54
which cause swelling and 91
which cause tension and 59
which cause vomiting and 79
which ceases neither day 113
which cecil rhodes and 53
which cecil rhodes had 172
which cecil rhodes was 141
which cells divide and 143
which chain stores are 45
which change agents are 46
which change agents can 74
which change little with 76
which change occurs and 265
which change occurs are 47
which change places and 51
which change slowly and 133
which change slowly with 66
which chief stress was 50
which china agreed not 44
which china agreed that 78
which china itself was 47
which china shares with 56
which china should pay 41
which china signed with 46
which civic honors are 41
which civil actions are 270
which civil polity has 89
which civil rights and 231
which civil rights are 327
which civil rights can 65
which civil rights may 47
which civil strife had 44
which class actions are 52
which class should you 65
which close behind him 43
which close behind them 44
which color changes are 43
which color values are 62
which comes across his 42
which comes across them 59
which comes almost all 46
which comes before all 230
which comes before and 303
which comes before any 131
which comes before him 734
which comes before his 76
which comes before its 44
which comes before our 167
which comes before that 275
which comes before them 760
which comes before this 92
which comes before you 151
which comes closer and 93
which comes closer than 259
which comes earlier than 61
which comes loaded with 74
which comes nearest that 42
which comes pretty near 286
which comes slowly and 42
which comes through all 45
which comes through and 57
which comes through being 48
which comes through god 175
which comes through has 58
which comes through her 40
which comes through him 193
which comes through his 180
which comes through its 77
which comes through long 46
which comes through one 49
which comes through our 166
which comes through them 89
which comes through this 170
which comes through with 52
which comes without any 60
which comes without our 48
which costs little and 159
which could absorb all 100
which could absorb and 144
which could absorb any 46
which could absorb them 57
which could absorb this 42
which could accept and 57
which could accord with 103
which could affect all 289
which could affect and 55
which could affect any 362
which could affect both 229
which could affect her 195
which could affect him 94
which could affect his 596
which could affect how 95
which could affect its 554
which could affect not 89
which could affect one 54
which could affect our 284
which could affect that 125
which could affect them 204
which could affect this 157
which could affect you 70
which could afford any 205
which could afford but 77
which could afford her 96
which could afford him 468
which could afford not 46
which could afford them 826
which could afford this 42
which could afford you 81
which could answer all 44
which could answer any 111
which could answer this 69
which could arouse all 51
which could arrange for 49
which could assert its 64
which could assist her 57
which could assist him 241
which could assist them 303
which could assist with 69
which could assume any 56
which could assume that 55
which could assure him 99
which could assure that 88
which could assure them 83
which could attack and 49
which could attend this 79
which could awaken any 47
which could become one 199
which could become real 109
which could become too 41
which could befall any 160
which could befall her 148
which could befall him 290
which could befall his 68
which could befall man 84
which could befall one 92
which could befall our 85
which could befall them 354
which could befall this 149
which could betray her 50
which could betray him 57
which could betray his 93
which could better and 60
which could cancel out 103
which could choose its 59
which could clearly not 67
which could coexist with 182
which could compel him 121
which could compel them 169
which could comply with 84
which could convey any 57
which could damage her 44
which could damage his 150
which could damage its 77
which could damage our 57
which could damage them 63
which could decide for 71
which could decide this 51
which could defend its 67
which could defend them 63
which could define and 55
which could depose him 89
which could design and 49
which could detain her 52
which could detect and 147
which could detect them 45
which could devise and 63
which could devote its 78
which could devour any 613
which could direct and 78
which could direct our 65
which could divide them 51
which could double for 55
which could effect this 67
which could elicit any 50
which could employ them 63
which could enable any 41
which could enable her 250
which could enable him 1368
which could enable one 598
which could enable them 1689
which could enable you 109
which could endure and 62
which could endure for 102
which could enrich and 63
which could enrich him 52
which could enrich our 71
which could ensure his 42
which could ensure its 147
which could ensure that 986
which could excite any 86
which could excite him 61
which could excite his 70
which could excite out 147
which could exempt them 44
which could expand and 145
which could expose him 154
which could expose them 244
which could extend and 44
which could extend for 102
which could extend its 126
which could fairly and 46
which could follow its 51
which could follow them 47
which could follow this 43
which could further his 52
which could further lead 91
which could further our 44
which could hamper his 41
which could handle all 108
which could handle any 50
which could handle both 61
which could handle them 58
which could handle this 45
which could happen and 54
which could happen any 120
which could happen but 60
which could happen for 215
which could happen that 197
which could happen was 55
which could happen with 140
which could hardly bear 327
which could hardly bring 44
which could hardly end 50
which could hardly get 63
which could hardly lead 53
which could hardly mean 96
which could hardly yet 86
which could hinder him 74
which could hinder his 116
which could hinder its 68
which could hinder this 40
which could impair his 51
which could impair its 117
which could impede his 76
which could impede its 64
which could impose its 183
which could impose too 46
which could induce any 304
which could induce her 283
which could induce him 870
which could induce men 211
which could induce them 342
which could induce this 44
which could induce you 106
which could inform and 61
which could inform them 45
which could injure her 112
which could injure him 57
which could injure his 75
which could injure them 57
which could injure you 40
which could itself lead 43
which could lessen them 60
which could modify its 47
which could negate its 52
which could neither pay 42
which could neither read 225
which could neither see 152
which could oblige them 46
which could obtain for 50
which could occupy any 118
which could offend any 74
which could offend him 55
which could offend you 111
which could offset any 45
which could oppose her 99
which could oppose his 53
which could oppose them 76
which could permit him 127
which could permit its 53
which could permit them 71
which could permit this 70
which could pierce him 110
which could profit them 89
which could prompt him 100
which could prompt them 103
which could propel them 47
which could pursue its 42
which could readily and 60
which could readily lead 44
which could recall his 68
which could record and 74
which could redeem and 44
which could redeem him 42
which could reduce his 60
which could reduce its 151
which could reduce them 45
which could reduce this 153
which could release him 44
which could release his 74
which could release them 52
which could remedy this 45
which could remind her 92
which could remind him 246
which could remind one 102
which could remind them 131
which could remove all 107
which could remove him 72
which could remove them 95
which could remove this 45
which could render all 43
which could render any 72
which could render her 150
which could render him 618
which could render his 192
which could render its 83
which could render man 52
which could render sir 81
which could render that 127
which could render them 703
which could render this 179
which could rescue his 85
which could rescue them 66
