waged jihad against the 57
water first appeared in 55
water first entered the 80
water first narrows by 139
water flowing against the 117
water flowing between the 1033
water flowing outside the 105
water flowing rapidly in 40
water flowing towards the 822
water flows according to 54
water flows against the 80
water flows because of 140
water flows between the 409
water flows outside the 42
water flows towards the 552
water forms between the 44
water found between the 49
water front between the 86
water getting between the 103
water glass against the 48
water heater located in 173
water helps prevent the 54
water helps support the 101
water herring peculiar to 62
water hitting against the 45
water holding ability of 64
water known locally as 43
water lapping against it 52
water lapping against my 42
water lapping against the 5889
water large numbers of 96
water layer between the 742
water level according to 235
water level affects the 42
water level against the 261
water level because of 286
water level because the 69
water level between the 1674
water level control in 259
water level control is 77
water level control of 45
water level decline in 63
water level depending on 59
water level depends on 203
water level dropped by 76
water level dropped in 101
water level dropped so 104
water level dropped to 365
water level exceeds the 259
water level following the 87
water level induced by 41
water level lowered to 42
water level measured at 64
water level measured in 187
water level outside the 753
water level records in 51
water level records of 102
water level reduces the 126
water level related to 47
water level remains at 101
water level remains the 75
water level results in 235
water level returns to 156
water level started to 126
water level towards the 85
water level upstream of 562
water level variation in 190
water level variation is 75
water level variation of 71
water lines between the 55
water meter measures the 48
water might increase the 69
water might prevent the 51
water might receive the 43
water mixed together in 146
water mixed together to 43
water moved towards the 54
water moves according to 90
water moves because of 44
water moves between the 199
water moves forward in 40
water moves towards the 534
water never exceeds the 63
water never freezes in 44
water never returns to 44
water never touches the 78
water often exceeds the 54
water often fancies he 52
water often results in 318
water parting between the 1121
water passing between the 449
water pipes between the 44
water pipes supplying the 41
water power amounts to 49
water power applied to 40
water power because of 174
water power capable of 117
water power depends on 50
water power project in 73
water power project is 48
water power stations in 130
water power subject to 309
water pumping stations in 97
water pushing against it 59
water pushing against the 285
water rates according to 75
water rates between the 112
water rates charged by 233
water rates charged in 91
water rates charged to 82
water reaching halfway up 46
water right against the 104
water right outside the 46
water rinse between the 46
water rises against the 48
water rises because it 82
water rises because of 79
water rises because the 186
water rises between the 128
water rises rapidly in 49
water rises rapidly to 43
water rises towards the 107
water route between the 2560
water rubbing against the 59
water running against the 105
water running between the 386
water running towards the 61
water running upright in 97
water rushing against it 49
water rushing against the 105
water rushing between the 79
water rushing towards the 95
water seeping between the 119
water shall conform to 52
water shall delight to 123
water shall possess the 41
water shall succeed to 41
water shall wonders do 64
water shining between the 53
water shows charity to 47
water slaps against the 73
water small amounts of 103
water space between the 747
water still bubbled up 46
water still covered the 112
water still present in 279
water still remaining in 363
water still remains in 627
water still remains the 46
water stood against the 51
water stood between the 40
water surging against the 52
water table affects the 128
water table aquifer in 87
water table aquifer is 141
water table because it 43
water table because of 238
water table because the 171
water table between the 334
water table depends on 140
water table dropped to 121
water table following the 43
water table follows the 162
water table located at 128
water table lowered by 68
water table outside the 195
water table position is 113
water table reduces the 63
water table remains at 284
water table resulting in 90
water table results in 345
water table surface is 43
water table towards the 107
water tanks mounted on 121
water tends towards the 47
water though soluble in 50
water thrown against it 52
water thrown against the 132
water thrown forward by 66
water treaty between the 46
water under control of 57
water under shelter of 44
water until everything is 43
water until finally the 95
water until gelatin is 112
water until mixture is 289
water until neutral ph 84
water until neutral to 198
water until reduced to 402
water until solution is 117
water users according to 89
water vapor according to 186
water vapor affects the 63
water vapor amounts to 99
water vapor because it 128
water vapor because of 119
water vapor because the 65
water vapor behaves as 93
water vapor between the 1025
water vapor carried by 454
water vapor carried in 158
water vapor content as 125
water vapor content at 145
water vapor content by 57
water vapor content in 2225
water vapor content is 1590
water vapor content of 7610
water vapor content on 62
water vapor content or 124
water vapor content to 136
water vapor density at 250
water vapor density in 253
water vapor density is 98
water vapor density of 144
water vapor depending on 44
water vapor depends on 179
water vapor divided by 67
water vapor emitted by 57
water vapor exchange in 312
water vapor exchange of 299
water vapor exhaled by 50
water vapor follows the 132
water vapor including the 66
water vapor measured by 105
water vapor measured in 105
water vapor mixture at 322
water vapor mixture in 61
water vapor mixture is 354
water vapor outside the 49
water vapor present as 108
water vapor present at 321
water vapor present in 6952
water vapor present is 264
water vapor present to 486
water vapor profile is 50
water vapor reduces the 90
water vapor released by 249
water vapor remaining in 91
water vapor remains in 58
water vapor remains the 49
water vapor removed by 70
water vapor resulting in 40
water vapor results in 336
water vapor returns to 77
water vapor trapped in 188
water varying according to 85
water washing against the 204
water waves depends on 127
water wells drilled by 41
water wells drilled in 304
water wells located in 113
water which absorbs the 329
water which according to 78
water which adhered to 447
water which adheres to 592
water which affects the 216
water which amounts to 66
water which appeared in 132
water which appeared to 264
water which arrives at 141
water which assumes the 47
water which belonged to 98
water which brought it 42
water which brought the 105
water which bubbled up 246
water which bubbles up 116
water which carried the 90
water which carries it 206
water which carries the 597
water which cleansed the 71
water which collect in 149
water which compose it 82
water which compose the 59
water which covered it 68
water which covered the 763
water which crossed the 40
water which crosses the 122
water which depends on 243
water which dilutes the 288
water which divided the 45
water which divides the 96
water which effects the 60
water which enabled the 72
water which enables it 57
water which enables the 101
water which entered the 996
water which escapes at 52
water which escapes by 96
water which escapes in 60
water which escapes is 61
water which escapes to 42
water which exceeds the 115
water which existed in 255
water which extends to 68
water which flooded the 559
water which follows it 60
water which follows the 197
water which freezes at 223
water which freezes in 75
water which happens to 110
water which hardens the 52
water which permits the 83
water which pervade the 54
water which propels the 56
water which reduced the 45
water which reduces the 278
water which reflect the 74
water which remains at 95
water which remains in 1354
water which remains is 82
water which remains on 129
water which removes the 409
water which renders it 120
water which renders the 127
water which results in 1236
water which returns to 274
water which settles in 76
water which softens the 79
water which strikes it 43
water which strikes the 122
water which threatens to 50
water which touches the 77
water while increasing the 47
water while listening to 75
water while preparing the 117
water while retaining the 93
water whose density is 210
water whose quality is 67
water whose surface is 195
water would acquire by 132
water would acquire in 42
water would acquire the 43
water would attract the 40
water would collect in 441
water would collect on 69
water would consist of 48
water would contain as 93
water would decrease the 75
water would destroy the 188
water would endanger the 47
water would explain the 51
water would improve the 63
water would increase by 46
water would increase in 51
water would increase the 361
water would increase to 46
water would prevent the 267
water would proceed in 50
water would produce an 41
water would produce the 121
water would provide an 49
water would provide the 65
water would reflect the 71
water would relieve the 43
water would require an 61
water would require the 92
water would require to 121
water would restore the 49
water would suffice to 151
water would usually be 56
waves breaking against it 103
waves breaking against the 2450
waves broke against it 103
waves broke against the 904
waves crash against the 1152
waves dashing against it 80
waves dashing against the 1688
waves hitting against the 79
waves lapping against the 2020
waves lashing against the 113
waves occur because of 48
waves often capable of 65
waves pound against the 232
waves reaching heights of 40
waves rolling against the 133
waves rolling towards the 78
waves rushing against the 148
waves smash against the 117
waves surging against the 94
waves washing against the 308
waves which agitate the 42
waves which combine to 70
waves which compose it 52
waves which consist of 99
waves which develop in 41
waves which increase in 42
waves which precede the 41
waves which produce it 42
waves which produce no 69
waves which produce the 542
waves which reflect the 40
waves which results in 166
waves which satisfy the 157
waves which vibrate in 99
waxed paper between the 1178
waxed strong because the 56
waxen torch forthwith he 44
waxen walls descend to 45
weaker bonds between the 101
weaker links between the 52
weaker party against the 133
weaker until finally he 46
weaker until finally the 46
weakly varying function of 154
wealthy class affords to 61
wealthy could indulge in 45
wealthy could support the 132
wealthy sugar planter in 49
wealthy sugar planter of 44
wealthy upper classes in 67
wealthy upper classes of 85
weapon aimed against the 47
weapon might perhaps be 78
weapon nearly impaled the 94
weapon state parties to 111
weapon still pointed at 69
weapon still trained on 59
weapon which enabled the 100
weapon which renders the 56
weather bureau stations in 95
weather fitly ushered in 66
weather large numbers of 51
weather might occasion at 111
weather might prevent the 48
weather often results in 84
weather which affects the 91
weather which covered it 84
weather which delayed the 91
weather which follows the 53
weather would envelop the 68
weather would improve in 43
weather would increase the 54
weather would perform the 66
weather would prevent the 171
wedding feasts express the 63
wedding night because he 77
wedding night because of 50
wedding party arrived at 163
wedding party arrived in 52
wedding party arrives at 49
wedding party entered the 195
wedding party gathered at 63
wedding party gathered in 78
wedding party returns to 114
wedge thrust between the 117
wedge which divided the 50
wedging action against the 94
wedging action between the 312
weeds growing between the 561
weeds under control by 51
weeds which covered the 92
weeks after ablation of 42
weeks after abortion or 47
weeks after accepting the 126
weeks after acquiring the 56
weeks after addition of 86
weeks after arrival at 130
weeks after arrival in 265
weeks after arrival of 204
weeks after arrival the 59
weeks after ascending the 40
weeks after attending the 82
weeks after beginning of 246
weeks after beginning the 581
weeks after beginning to 134
weeks after closure of 64
weeks after division of 84
weeks after excision of 164
weeks after finishing the 211
weeks after initiating the 108
weeks after ligation of 165
weeks after listening to 41
weeks after marriage the 44
weeks after obtaining the 42
weeks after passage of 242
weeks after receipt by 244
weeks after receipt of 2868
weeks after receiving an 99
weeks after receiving it 166
weeks after receiving my 71
weeks after receiving the 1475
weeks after removal of 1424
weeks after reporting to 49
weeks after returning the 93
weeks after returning to 1160
weeks after service of 271
weeks after surgery as 188
weeks after surgery at 53
weeks after surgery he 65
weeks after surgery if 122
weeks after surgery in 319
weeks after surgery is 205
weeks after surgery on 46
weeks after surgery or 236
weeks after surgery so 45
weeks after surgery the 426
weeks after surgery to 639
weeks every vestige of 45
weeks found himself at 87
weeks large numbers of 123
weeks later according to 54
weeks later against the 97
weeks later appeared the 63
weeks later arrived at 89
weeks later arrived in 88
weeks later because he 84
weeks later because it 42
weeks later because of 434
weeks later because the 144
weeks later between the 164
weeks later brought the 61
weeks later brought to 70
weeks later decided to 41
weeks later depending on 47
weeks later following the 55
weeks later members of 66
weeks later revealed the 42
weeks later several of 63
weeks longer because of 54
weeks shall precede the 54
weeks sixty murders or 57
weeks until finally the 75
weeks which precede the 52
weeks would suffice to 179
weigh equal volumes of 190
weigh small amounts of 48
welding shall conform to 41
whale never figured in 56
whale ships brought in 82
whale would delight in 41
whale would swallow the 84
whaling scene shortly to 74
whaling ships operating in 118
whaling ships visited the 46
wheel began merrily to 51
wheel chair because of 113
wheel could succeed to 43
wheel drive vehicle as 41
wheel drive vehicle in 150
wheel drive vehicle is 507
wheel drive vehicle on 49
wheel drive vehicle or 134
wheel drive vehicle to 354
wheel first appeared in 51
wheel flange against the 77
wheel loads applied to 42
wheel round towards the 81
wheel which brought the 40
wheel which carries the 304
wheel which rotates at 63
wheel which rotates in 47
wheel which rotates the 43
wheel which touches the 56
wheel whose diameter is 325
where about seventy of 48
where action against the 45
where action depends on 61
where action research is 79
where adult members of 81
where after decades of 48
where after referring to 70
where after removal of 42
where alone members of 155
where anything remains to 119
where basic research is 228
where brand loyalty is 115
where caesar crossed the 122
where caesar defeated the 49
where cases involving the 49
where child custody is 153
where child marriage is 107
where child poverty is 43
where child support is 109
where civil justice is 41
where civil liberty is 143
where civil marriage is 48
where civil service is 69
where civil society is 932
where close contact is 73
where close control is 170
where close control of 331
where close members of 52
where color rendering is 98
where costs include the 107
where court refused to 87
where crack cocaine is 57
where cross sections of 64
where dairy produce is 57
where danger threatens the 59
where david defeated the 48
where debts payable on 64
where dense thickets of 73
where doubt existed as 81
where drake divided the 67
where eight hundred of 61
where eight members of 297
where either because of 68
where either cimabue or 49
where either congress or 57
where either husband or 204
where either natural or 81
where either partner is 43
where either religion is 77
where engaging counsel in 85
where equal amounts of 260
where equal division of 60
where equal numbers of 293
where equal service is 126
where equal volumes of 51
where every advance is 45
where every article in 48
where every article is 131
where every article of 437
where every artisan is 48
where every attempt at 98
where every attempt is 137
where every attempt to 322
where every citizen at 101
where every citizen is 1099
where every citizen of 172
where every comfort is 71
where every comfort of 80
where every country is 141
where every creature is 73
where every decision is 217
where every element in 141
where every element is 375
where every element of 541
where every exertion is 88
where every faculty of 73
where every fraction of 55
where every freeman is 92
where every function is 52
where every gesture is 52
where every increase in 52
where every language is 50
where every officer is 40
where every official is 42
where every outline is 42
where every patient is 123
where every picture is 62
where every position is 58
where every private in 42
where every problem is 54
where every process is 100
where every process of 70
where every product is 86
where every product of 83
where every project is 48
where every quarter of 45
where every question is 125
where every question of 61
where every religion is 51
where every science is 165
where every segment of 54
where every soldier is 89
where every species is 74
where every species of 1106
where every stranger is 146
where every student in 76
where every student is 339
where every student of 56
where every subject in 42
where every subject is 214
where every surface is 87
where every symptom of 41
where every variable is 110
where every variety of 819
where every vestige of 365
where every village is 116
where every visitor to 64
where extra support is 64
where facts warrant it 44
where farming depends on 44
where father absence is 42
where feeling against the 98
where field research is 44
where fifty percent of 188
where firms attempt to 60
where firms compete in 162
where firms operate in 106
where first appeared the 49
where first appeared to 42
where first studied in 43
where fixed capital is 105
where flood control is 47
where fools decided the 61
where forty percent of 153
where fresh material is 54
where fresh produce is 127
where fully exposed to 137
where goods brought in 189
where goods shipped or 108
where goods subject to 94
where grass refuses to 42
where group cohesion is 76
where group members do 53
where growing numbers of 373
where growth depends on 46
where human behavior is 417
where human capital is 525
where human comfort is 45
where human conduct is 91
where human contact is 188
where human control is 51
where human culture is 44
where human destiny is 64
where human dignity is 402
where human excreta is 63
where human freedom is 175
where human history is 75
where human ingenuity is 62
where human language is 73
where human liberty is 87
where human material is 47
where human society is 165
where human suffering is 189
where human welfare is 97
where image quality is 178
where ionizing radiation is 79
where items subject to 93
where jesus appeared to 272
where jesus himself is 127
where jesus preached the 119
where jesus refuses to 61
where joint custody is 76
where junior members of 44
where known amounts of 55
where lands descend to 61
where large acreages of 187
where large amounts of 11436
where large batches of 96
where large bundles of 56
where large capital is 142
where large classes of 83
where large forests or 43
where large gatherings of 97
where large numbers of 38590
where large numbers or 44
where large parcels of 53
where large parties of 100
where large patches of 155
where large pockets of 72
where large portions of 827
where large samples of 83
where large schools of 69
where large sections of 1021
where large sectors of 132
where large volumes of 3263
where latin america is 144
where legal abortion is 83
where legal counsel is 65
where legal marriage is 48
where light streamed in 41
where light strikes it 65
where light strikes the 117
where links between the 116
where liver function is 79
where local capital is 89
where local control is 136
where local control of 88
where local history is 50
where local members of 40
where local produce is 51
where local sources of 80
where local support is 40
where local taxation is 76
where local traffic is 58
where major portions of 100
where major sources of 65
where major surgery is 106
where merit confers the 56
where metal removal is 51
where minor defects in 44
where mints perfume the 41
where money becomes the 48
where money economy is 49
where money follows the 120
where moral courage is 96
where moses blesses the 42
where moses brought the 54
where moses climbed up 214
where mother appeared to 40
where motor traffic is 84
where nearly everything in 43
where nearly everything is 441
where negro slavery is 163
where noise control is 91
where older members of 85
where organ donation is 43
where others besides the 50
where others refused to 45
where party control is 52
where party loyalty is 126
where people accused of 75
where people advancing in 46
where people appeared to 103
where people approve of 46
where people attempt to 255
where people behaved the 66
where people believe in 1087
where people believe it 44
where people believe the 105
where people claimed to 82
where people crossed the 56
where people delight in 45
where people discuss the 72
where people dressed in 152
where people dressed up 122
where people dropped in 108
where people enjoyed the 63
where people entered the 43
where people flocked to 144
where people gathered at 50
where people gathered in 526
where people gathered on 86
where people gathered to 1269
where people indulge in 170
where people laughed at 43
where people managed to 64
where people outside the 76
where people pretend to 125
where people receive the 44
where people reflect on 107
where people refused to 127
where people related to 42
where people respond to 117
where people started to 122
where people stopped to 132
where people subsist on 61
where people survive to 148
where people usually do 56
where people usually go 78
where people watched the 43
where people worship the 92
where phone service is 55
where plant material is 100
where plots against the 41
where poetic justice is 49
where power depends on 59
where power resided in 104
where power resides at 48
where power resides in 316
where press freedom is 113
where price control is 75
where prime denotes the 94
where rapid removal of 73
where rapid transit is 42
where renal failure is 46
where renal function is 272
where right conduct is 45
where rural poverty is 215
where sales revenue is 45
where satan appeared to 49
where satan himself is 41
where senior members of 149
where seven members of 62
where seven thousand of 44
where sheep browsed on 43
where sixty percent of 136
where small amounts of 2375
where small batches of 64
where small numbers of 1157
where small parcels of 48
where small parties of 190
where small patches of 382
where small pockets of 135
where small portions of 199
where small samples of 58
where small sections of 73
where small volumes of 192
where social behavior is 79
where social capital is 407
where social cohesion is 174
where social contact is 97
where social control is 453
where social control of 48
where social decency is 90
where social harmony is 87
where social justice is 350
where social position is 130
where social science is 100
where social support is 152
where social welfare is 251
where solar radiation is 667
where solid material is 50
where sound control is 62
where sound quality is 58
where space permits the 44
where speed control is 256
where speed variation is 64
where staff members of 52
where state control is 221
where state control of 130
where state support is 82
where still remains the 46
where stone ballast is 46
where stood bottles of 55
where strong liquors so 49
where style becomes the 65
where thirty percent of 75
where thirty thousand of 46
where tight control is 77
where tight control of 74
where title remains in 50
where total capital is 41
where total control of 41
where total product is 86
where total revenue is 336
where total utility is 82
where trace amounts of 97
where trade between the 89
where trade unionism is 479
where train service is 59
where trees overhang the 50
where trees overhung the 50
where trees planted in 43
where truck traffic is 43
where under pretext of 43
where urban renewal is 79
where value depends on 100
where varying amounts of 173
where varying degrees of 359
where varying numbers of 47
where venue existed in 42
where voter turnout is 109
where waste material is 117
where water bubbled up 106
where water bubbles up 225
where water carriage is 67
where water clarity is 75
where water content is 109
where water control is 106
where water entered the 44
where water exchange is 83
where water freezes at 207
where water freezes in 58
where water quality is 551
where water storage is 51
where whole classes of 63
where whole forests of 60
where whole sections of 180
where whole streets of 63
where wolfe climbed the 48
where women accused of 47
where women attempt to 57
where women control the 71
where women dressed in 86
where women enjoyed the 40
where women entered the 47
where women function as 162
where women gathered in 42
where women gathered to 155
where women members of 47
where women perform the 87
where women possess the 90
where women provide the 47
where words abandon us 176
where working capital is 86
where working together is 48
where world history is 79
where worms appeared to 47
where would america be 210
where would germany be 49
where would mankind be 49
where would markets be 62
where would society be 78
which about doubled the 55
which about doubles the 57
which abuts against it 95
which abuts against the 1042
which acted according to 178
which acted against the 354
which acted exactly in 51
which acted together to 46
which action against the 64
which action research is 144
which action results in 87
which acute attacks of 58
which adams desired to 44
which added america to 46
which added dignity to 203
which added impetus to 180
which added largely to 418
which added millions of 48
which added pleasure to 45
which added tenfold to 77
which added urgency to 70
which added variety to 134
which admit vessels of 53
which adult females of 51
which adult members of 111
which after addition of 56
which after decades of 137
which after deducting the 202
which after division by 49
which after examining the 56
which after ignition is 46
which after mentioning the 69
which after millions of 45
which after october is 40
which after payment of 113
which after receiving the 191
which after referring to 187
which after removal of 203
which after reviewing the 68
which again according to 86
which again affects the 271
which again allowed the 54
which again alludes to 44
which again altered the 40
which again amounts to 158
which again appealed to 43
which again appeared in 66
which again appeared to 114
which again applies to 105
which again aroused the 51
which again assumed the 48
which again assumes the 46
which again attests to 61
which again becomes the 182
which again belonged to 53
which again brought me 61
which again brought on 49
which again brought the 368
which again brought to 50
which again brought up 40
which again carries on 41
which again confirm the 81
which again consist of 189
which again contain the 59
which again depends on 1890
which again depicts the 58
which again divided the 78
which again divides the 58
which again focused on 78
which again focuses on 118
which again follows the 139
which again implies an 100
which again implies the 201
which again increase the 96
which again involve the 43
which again matches the 44
which again mirrors the 44
which again nourish the 42
which again permits the 55
which again pointed to 94
which again proceed to 41
which again produce the 44
which again recalls the 289
which again receive the 68
which again reduced the 175
which again reduces the 460
which again reduces to 170
which again reflect the 125
which again refused to 79
which again relates to 246
which again reminds us 455
which again renders the 46
which again results in 1773
which again returns to 88
which again returns us 43
which again revealed the 52
which again revived the 53
which again suggest the 101
which again support the 56
which again threatens the 45
which again violates the 53
which again whisked in 43
which again yielded to 57
which agnew offered me 79
which agree closely in 115
which agree exactly in 198
which agree together in 82
which aided largely in 60
which aimed chiefly at 211
which allah revealed to 77
which allan refused to 47
which allow animals to 91
which allow bacteria to 77
which allow clients to 158
which allow control of 190
which allow current to 97
which allow doctors to 79
which allow exchange of 48
which allow farmers to 119
which allow freedom of 215
which allow holders to 57
which allow inmates to 60
which allow learners to 222
which allow members of 170
which allow members to 274
which allow objects to 135
which allow parents to 246
which allow parties to 107
which allow passage of 270
which allow persons to 122
which allow players to 78
which allow removal of 78
which allow rotation of 53
which allow schools to 53
which allow society to 96
which allow speakers to 86
which allow teachers to 256
which allow viewers to 172
which allow workers to 374
which alone according to 103
which alone affects the 127
which alone affords an 51
which alone affords the 105
which alone affords us 57
which alone allowed the 41
which alone amounts to 332
which alone answers to 89
which alone appealed to 52
which alone appeared to 158
which alone applies to 56
which alone assures the 110
which alone assures us 65
which alone attract the 42
which alone becomes the 49
which alone belonged the 72
which alone belonged to 119
which alone brought the 71
which alone carried the 40
which alone carries the 119
which alone carries us 40
which alone concern the 98
which alone concern us 431
which alone confers the 135
which alone contain the 135
which alone conveys it 106
which alone decides the 64
which alone defends us 54
which alone defines the 61
which alone denotes the 87
which alone depends the 304
which alone deserve the 232
which alone deserve to 131
which alone divided the 75
which alone enabled it 80
which alone enabled me 198
which alone enabled the 403
which alone enabled us 183
which alone enables it 149
which alone enables me 97
which alone enables the 453
which alone enables us 1173
which alone enjoyed the 99
which alone ensures the 125
which alone escaped the 64
which alone everything is 50
which alone existed in 126
which alone explain the 115
which alone freedom is 56
which alone furnish the 60
which alone governs the 137
which alone imparts to 160
which alone impeded the 60
which alone impedes the 50
which alone induced me 85
which alone induced the 56
which alone induces me 41
which alone insures the 123
which alone justify the 195
which alone lighted the 50
which alone matters to 84
which alone mentions the 48
which alone objects of 172
which alone offered the 85
which alone permits an 50
which alone permits of 102
which alone permits the 321
which alone permits us 169
which alone pertain to 59
which alone possess the 165
which alone prevent the 67
which alone produce the 84
which alone provide the 178
which alone redeems the 52
which alone refutes the 98
which alone relates to 47
which alone remains in 107
which alone remains of 132
which alone remains to 364
which alone renders it 366
which alone renders the 539
which alone renders us 53
which alone resides in 51
which alone resides the 47
which alone results in 77
which alone retains the 88
which alone rewards the 74
which alone science is 159
which alone secured the 74
which alone secured to 42
which alone secures the 209
which alone society is 94
which alone strikes the 40
which alone success is 74
which alone suffice to 179
which alone support the 63
which alone survive the 60
which alone testify to 76
which alone upholds the 57
which alter according to 119
which ample justice is 93
which amply confirm the 42
which amply justify the 154
which amply rewards the 59
which amply satisfy the 53
which amply suffice to 55
which amply support the 49
which amply testify the 55
which amply testify to 59
which angels desired to 244
which anything certain is 45
which anything present or 72
which appeal chiefly to 107
which appeal equally to 180
which appeal largely to 58
which appeal strongly to 670
which appear according to 127
which appear adapted to 52
which appear against the 81
which appear because of 197
which appear between the 1283
which appear briefly in 45
which appear capable of 492
which appear central to 55
which appear certain to 43
which appear chiefly in 147
which appear chiefly on 59
which appear chiefly to 89
which appear deserving of 45
which appear earliest in 55
which appear evident to 62
which appear exactly as 57
which appear faintly in 60
which appear feasible in 46
which appear following the 61
which appear foreign to 99
which appear grossly as 66
which appear largely to 43
which appear natural to 139
which appear nowhere in 86
which appear opposed to 68
which appear outside of 68
which appear outside the 173
which appear peculiar to 193
which appear promising in 55
which appear related to 421
which appear similar in 274
which appear similar on 79
which appear similar to 1015
which appear similar we 207
which appear strongly in 119
which appear strongly to 64
which appear superior to 71
which appear together in 328
which appear towards the 275
which appear unworthy of 55
which appear usually in 68
which appear usually to 43
which apply according to 46
which apply between the 84
which apply broadly to 50
which apply chiefly to 96
which apply equally in 96
which apply equally to 3926
which apply largely to 49
which apply outside the 59
which aptly applies to 85
which aptly conveys the 56
which argue against it 41
which argue against the 474
which arise according to 180
which arise against the 144
which arise because he 71
which arise because of 3253
which arise because the 952
which arise because we 90
which arise between the 3322
which arise between us 41
which arise chiefly in 62
which arise concern the 74
which arise following the 56
which arise outside of 196
which arise outside the 522
which arise regarding the 248
which arose according to 64
which arose against the 355
which arose because of 1558
which arose because the 401
which arose between me 62
which arose between my 76
which arose between the 8387
which arose between us 221
which arose betwixt the 90
which arose chiefly in 52
which arose following the 361
which arose involving the 44
which arose largely as 40
which arose largely in 57
which arose outside of 102
which arose outside the 160
which arose previous to 51
which arose regarding it 47
which arose regarding the 259
which arose related to 64
which arose shelves of 59
which arose towards the 349
which array element is 151
which array element to 51
which arthur carried the 274
which asked congress to 96
which asked members to 54
which asked parents to 46
which asked teachers to 84
which asset classes to 62
which atoms combine to 170
which await solution by 51
which await solution in 91
which bacon alludes to 43
which bacon applied to 40
which bacon applies to 60
