waded and splashed in 54
waiting for evolution to 80
waiting for execution in 56
waiting for florence to 56
waiting for franklin to 92
waiting for glimpses of 55
waiting for graphics to 56
waiting for handouts of 48
waiting for harrison to 59
waiting for humanity to 80
waiting for hundreds of 182
waiting for husbands to 71
waiting for industry to 55
waiting for inflation to 44
waiting for interest to 40
waiting for jennifer to 112
waiting for judgment to 74
waiting for katherine to 84
waiting for lawrence to 79
waiting for macarthur to 42
waiting for machines to 115
waiting for margaret to 172
waiting for materials or 153
waiting for materials to 199
waiting for mcdowell to 47
waiting for messages to 223
waiting for michelle to 58
waiting for midnight to 220
waiting for miracles to 176
waiting for monsieur in 51
waiting for nicholas to 115
waiting for odysseus to 63
waiting for officials to 50
waiting for patients to 431
waiting for payments to 43
waiting for pictures to 58
waiting for pontoons to 54
waiting for practice to 132
waiting for premises we 60
waiting for problems to 576
waiting for processing at 145
waiting for processing by 85
waiting for processing in 56
waiting for processing or 57
waiting for processing to 40
waiting for programs to 98
waiting for progress in 45
waiting for promotion to 92
waiting for questions to 64
waiting for recovery to 50
waiting for requests to 122
waiting for response to 57
waiting for roderick to 47
waiting for salvation in 41
waiting for salvation to 49
waiting for sanctions to 84
waiting for sebastian to 59
waiting for security to 57
waiting for sentence to 60
waiting for services to 113
waiting for settlers to 43
waiting for sheridan to 46
waiting for shipment at 46
waiting for shipment to 287
waiting for soldiers to 78
waiting for solutions to 85
waiting for somebody at 46
waiting for somebody in 142
waiting for somebody or 212
waiting for somebody to 7319
waiting for strangers to 82
waiting for students to 509
waiting for supplies of 208
waiting for supplies or 62
waiting for supplies to 251
waiting for symptoms of 85
waiting for symptoms to 250
waiting for thousands of 242
waiting for tomorrow to 178
waiting for tourists to 130
waiting for transfer to 277
waiting for treatment at 100
waiting for treatment in 108
waiting for treatment or 49
waiting for treatment to 77
waiting for twilight to 59
waiting for vehicles to 75
waiting for visitors to 169
waiting for washington to 373
waiting for whatever he 166
waiting for whatever is 74
waiting for whatever it 406
waiting for whatever the 185
waiting for yourself in 41
waiting for yourself to 45
waiting its approach in 46
waiting was relieved by 111
waiting was rewarded by 114
waiting with curiosity to 85
waiting with eagerness to 40
waiting with hundreds of 46
waiting with interest to 208
waiting with patience the 101
waiting with patience to 55
waits for admission to 50
waits for business to 187
waits for children to 55
waits for darkness to 52
waits for everyone to 312
waits for evidence of 40
waits for messages to 137
waits for problems to 49
waits for requests to 54
waits for somebody to 625
waits for students to 100
waits for whatever is 45
waits with interest to 52
waits with patience the 52
waive all objection to 105
waive all questions as 45
waive all questions of 201
waive all upbraiding me 40
waive any condition of 106
waive any condition to 43
waive any conflict of 67
waive any liability of 54
waive any objection on 42
waive any objection to 606
waive any provision of 701
waive any provision or 236
waive her objection to 48
waive his exemption in 43
waive his objection to 259
waive his presence at 79
waive its immunity by 96
waive its immunity in 71
waive its immunity to 80
waive its objection to 138
waive this condition in 84
waiving all questions as 43
waiving all questions of 162
waiving any objection to 122
waiving any provision of 72
waiving his objection to 73
waiving its authority or 72
waken and maintain in 95
wakes and funerals in 100
wakes and funerals of 160
wakes and funerals to 91
walking and conversing in 203
walking and relieved by 935
walking any distance in 54
walking are examples of 141
walking for exercise in 104
walking for exercise on 57
walking for exercise or 81
walking for hundreds of 81
walking his daughter to 47
walking its progress is 40
walking with children in 42
walking with crutches is 86
walking with crutches or 165
walks and listened to 49
walks and relations of 114
walks and terraces of 49
walks are bordered by 104
walks are designed to 52
walks are possible in 68
walks for exercise in 98
walks for exercise or 119
walks that surround it 45
walks that surround the 79
walks too straight to 62
walks was disposed to 40
walls all assaults of 42
walls and adjacent to 85
walls and archways of 68
walls and attached to 83
walls and attacked the 74
walls and barriers of 269
walls and barriers to 166
walls and bulwarks of 532
walls and bulwarks to 94
walls and capitals of 45
walls and capsules of 70
walls and captured the 182
walls and cavities of 293
walls and chambers of 146
walls and chimneys in 110
walls and chimneys of 305
walls and churches of 68
walls and citadels of 55
walls and clusters of 51
walls and collapse of 40
walls and complete the 70
walls and concrete or 48
walls and consisting of 59
walls and consists of 114
walls and containing the 75
walls and contains the 66
walls and contents of 585
walls and continue to 43
walls and cornices of 51
walls and cornices to 58
walls and crevices in 60
walls and crevices of 98
walls and curtains in 51
walls and curtains is 52
walls and curtains of 222
walls and decorating the 41
walls and defended by 281
walls and defenses of 85
walls and demanded of 50
walls and demanded to 61
walls and destroying the 84
walls and destroys the 40
walls and diaphragm in 43
walls and divisions of 48
walls and doorways of 162
walls and edifices of 49
walls and enlarges the 49
walls and evidence of 62
walls and examined the 40
walls and expulsion of 48
walls and fastened to 121
walls and fixtures of 90
walls and formation of 110
walls and garrison of 43
walls and gateways of 277
walls and governed by 43
walls and hallways of 42
walls and hundreds of 123
walls and increases the 126
walls and interiors of 49
walls and liberate the 45
walls and listened to 140
walls and minarets of 188
walls and modified the 82
walls and morasses of 206
walls and occupied the 62
walls and opposite to 67
walls and outworks as 41
walls and parallel to 106
walls and parapets of 267
walls and parapets on 86
walls and passages of 70
walls and pavement of 493
walls and pictures of 139
walls and possibly the 80
walls and prepared to 181
walls and prevents the 73
walls and ramparts of 658
walls and ramparts to 89
walls and recesses of 65
walls and reduction in 56
walls and reduction of 67
walls and remnants of 86
walls and repaired the 44
walls and replaced by 78
walls and replaced the 52
walls and resulted in 44
walls and returned to 200
walls and rooftops of 104
walls and screened by 123
walls and scrubbed the 45
walls and shattering the 44
walls and steeples of 95
walls and strengthen the 41
walls and supporting the 68
walls and supports of 56
walls and supports the 40
walls and surfaces in 47
walls and surfaces of 230
walls and surround the 52
walls and terraces in 87
walls and terraces of 303
walls and terraces to 44
walls and therefore the 132
walls and thousands of 77
walls and threatened to 44
walls and trenches of 108
walls and underneath the 64
walls and wondered if 75
walls and woodwork in 196
walls and woodwork of 340
walls and woodwork to 42
walls are accented by 88
walls are affected by 132
walls are anchored to 61
walls are attached to 331
walls are believed to 199
walls are composed in 42
walls are composed is 44
walls are composed of 6563
walls are concealed by 70
walls are confined to 47
walls are consumed by 64
walls are decreased in 239
walls are defended by 89
walls are deprived of 50
walls are designed as 535
walls are designed in 100
walls are designed so 102
walls are designed to 866
walls are employed in 42
walls are enriched by 87
walls are entirely of 228
walls are essential to 63
walls are evidence of 86
walls are examples of 193
walls are executed in 56
walls are expanded by 40
walls are expected to 122
walls are extended to 85
walls are fastened to 79
walls are finished by 77
walls are finished in 700
walls are finished to 50
walls are governed by 41
walls are hundreds of 121
walls are inclined at 77
walls are inclined to 50
walls are included in 183
walls are increased in 137
walls are intended to 255
walls are involved in 99
walls are mentioned in 58
walls are normally in 163
walls are obscured by 62
walls are observed in 74
walls are observed to 80
walls are obtained by 90
walls are occupied by 284
walls are parallel or 65
walls are parallel to 468
walls are permeable to 351
walls are permeated by 188
walls are pictures of 629
walls are polished in 43
walls are probably of 42
walls are probably the 127
walls are produced by 69
walls are provided by 49
walls are provided in 69
walls are provided to 71
walls are referred to 199
walls are regarded as 194
walls are relieved by 364
walls are relieved of 42
walls are remnants of 64
walls are rendered in 60
walls are replaced by 406
walls are reported to 63
walls are required by 60
walls are required to 514
walls are restored to 44
walls are retained as 124
walls are retained in 88
walls are ruptured by 42
walls are silvered to 64
walls are situated at 50
walls are softened by 92
walls are specially the 46
walls are straight or 108
walls are stripped of 88
walls are supplied by 115
walls are supposed to 485
walls are tenanted by 50
walls are thickened as 138
walls are thickened at 108
walls are thickened by 535
walls are thickened in 168
walls are thickened to 63
walls are thousands of 50
walls are unlikely to 69
walls are vertical on 53
walls are vertical or 70
walls are vertical to 60
walls bear evidence of 48
walls being composed of 474
walls being occupied by 64
walls being replaced by 41
walls can scarcely be 69
walls can therefore be 49
walls for everyone to 103
walls for evidence of 59
walls for hundreds of 124
walls for ornament or 43
walls for purposes of 190
walls for supporting the 94
walls for thousands of 64
walls had crumbled in 56
walls had crumbled to 52
walls had pictures of 47
walls had resisted the 118
walls had suffered so 57
walls had survived the 55
walls had withstood the 108
walls hang pictures of 98
walls has resulted in 61
walls hung pictures of 366
walls hung trophies of 47
walls may actually be 52
walls may therefore be 67
walls not occupied by 66
walls ran parallel to 51
walls run parallel to 92
walls that bordered the 199
walls that confined it 56
walls that defended the 66
walls that encircle it 59
walls that encircle the 226
walls that enclosed an 57
walls that enclosed it 160
walls that enclosed the 942
walls that enclosed us 60
walls that followed the 80
walls that imprison it 42
walls that imprison the 54
walls that imprison us 60
walls that inclosed the 62
walls that overlook the 95
walls that retained the 45
walls that separate it 96
walls that separate me 44
walls that separate the 1040
walls that separate us 627
walls that surround it 476
walls that surround me 126
walls that surround the 1503
walls that surround us 221
walls that threatened to 49
walls that withstood the 42
walls was composed of 150
walls was concealed by 51
walls was defended by 162
walls was designed to 42
walls was eloquent of 50
walls was enhanced by 42
walls was followed by 45
walls was included in 49
walls was increased by 41
walls was intended to 86
walls was observed in 78
walls was occupied by 196
walls was pictures of 45
walls was provided by 48
walls was relieved by 123
walls was replaced by 57
walls with festoons of 44
walls with hundreds of 71
walls with pictures in 45
walls with pictures of 1117
walls with thousands of 83
waltz was followed by 53
wanna get involved in 82
wanting and replaced by 53
wanting both activity of 86
wanting her children to 132
wanting her daughter to 276
wanting his affection to 122
wanting his children to 138
wanting his daughter to 214
wanting its supports at 88
wanting our children to 156
wanting our students to 41
wanting was supplied by 120
wants all children to 158
wants all citizens to 53
wants all students to 125
wants and affected by 77
wants and alleviate the 74
wants and alleviating the 45
wants and ambitions of 193
wants and attempts to 51
wants and believes in 49
wants and business of 214
wants and capacity of 84
wants and capacity to 107
wants and caprices of 306
wants and comforts of 3542
wants and concerns of 167
wants and condition of 1260
wants and continue to 41
wants and deserves to 286
wants and distress of 48
wants and energies of 47
wants and expenses in 69
wants and expenses of 164
wants and functions of 93
wants and impulses of 126
wants and interest of 41
wants and luxuries of 511
wants and minister to 299
wants and miseries of 1742
wants and occasions of 280
wants and pleasures in 43
wants and pleasures of 917
wants and pressure of 116
wants and problems of 46
wants and progress of 249
wants and promptings of 58
wants and purposes of 691
wants and relations of 104
wants and scarcity of 54
wants and situation of 337
wants and sufferings in 181
wants and sufferings of 3716
wants and supplies of 45
wants and therefore the 41
wants and troubles in 43
wants and troubles of 180
wants and warrants on 85
wants are affected by 101
wants are attended to 393
wants are confined to 163
wants are conveyed to 81
wants are regarded as 52
wants are supplied as 40
wants are supplied at 169
wants are supplied by 2234
wants are supplied in 674
wants are supplied is 89
wants are unfolded in 131
wants being attended to 95
wants being supplied by 353
wants each employee to 59
wants her audience to 214
wants her children to 1542
wants her daughter to 1659
wants her property to 57
wants her students to 1540
wants his argument to 43
wants his audience to 1836
wants his authority to 61
wants his business to 140
wants his children to 4019
wants his creatures to 194
wants his daughter to 1230
wants his grandson to 72
wants his listener to 85
wants his managers to 57
wants his mistress to 45
wants his neighbor to 80
wants his officers to 51
wants his opponent to 68
wants his patients to 155
wants his physician to 69
wants his pictures to 82
wants his property to 89
wants his servants to 161
wants his soldiers to 74
wants his students to 1755
wants his subjects to 106
wants its audience to 56
wants its children to 241
wants its citizens to 254
wants its managers to 92
wants its products to 58
wants its students to 215
wants its subjects to 43
wants our children to 214
wants our marriages to 43
wants she attended in 50
wants that delicacy in 92
wants that delicacy of 91
wants that quantity of 40
wants this audience to 80
wants was supplied by 142
wants you involved in 83
warding off attempts by 45
warding off attempts to 95
wards and branches in 72
wards and branches of 80
wards and forwards in 90
wards and forwards to 54
wards and liveries in 99
wards and parishes of 44
wards are composed of 64
wards are entitled to 163
wards are expected to 45
wards are occupied by 72
wards for purposes of 153
wards was increased to 100
wares and articles of 114
wares and products of 355
wares and services in 109
wares and services is 46
wares and services of 104
wares and services to 142
wares are produced in 71
warming and depletion of 658
warming and expansion of 146
warming and increases in 45
warming and moistening of 536
warming and moistening the 584
warming and quickening the 111
warming are expected to 163
warming has increased the 99
warming has occurred in 280
warming has resulted in 209
warming his backside at 57
warming his slippers at 46
warming that followed the 42
warming that occurred in 104
warming was followed by 44
warms and agitates the 101
warms and animates my 59
warms and animates the 433
warms and comforts the 60
warms and elevates the 260
warms and enlivens the 121
warms and gladdens the 55
warms and moistens the 754
warms and quickens the 41
warms and vivifies the 113
warmth and acrimony of 60
warmth and activity of 285
warmth and affection as 454
warmth and affection at 62
warmth and affection by 184
warmth and affection he 188
warmth and affection in 747
warmth and affection is 122
warmth and affection of 1234
warmth and affection on 146
warmth and affection or 48
warmth and affection the 79
warmth and affection to 544
warmth and alacrity of 43
warmth and animation in 60
warmth and animation of 213
warmth and animation to 128
warmth and approval of 89
warmth and attention of 83
warmth and attention to 77
warmth and boldness of 40
warmth and buoyancy of 109
warmth and clearness of 207
warmth and coldness in 119
warmth and coldness of 136
warmth and comforts of 92
warmth and conflict on 58
warmth and coolness in 172
warmth and coolness of 233
warmth and cosiness of 144
warmth and courtesy of 89
warmth and coziness of 296
warmth and coziness to 94
warmth and dampness of 165
warmth and darkness of 164
warmth and delicacy of 419
warmth and eagerness in 78
warmth and eagerness of 319
warmth and eagerness to 85
warmth and elegance of 114
warmth and elegance to 77
warmth and elevation of 245
warmth and elevation the 100
warmth and elevation to 94
warmth and emphasis of 60
warmth and emphasis to 41
warmth and enthusiasm as 150
warmth and enthusiasm by 80
warmth and enthusiasm he 54
warmth and enthusiasm in 280
warmth and enthusiasm of 903
warmth and enthusiasm on 54
warmth and enthusiasm to 168
warmth and equality of 97
warmth and exercise on 49
warmth and felicity of 61
warmth and fidelity of 138
warmth and fineness of 54
warmth and firmness in 81
warmth and firmness of 206
warmth and fullness in 79
warmth and fullness of 344
warmth and geniality in 43
warmth and geniality of 274
warmth and geniality to 43
warmth and gladness in 40
warmth and gladness of 85
warmth and gladness to 334
warmth and goodness in 47
warmth and goodness of 305
warmth and goodwill of 42
warmth and hardness of 178
warmth and heaviness in 247
warmth and heaviness of 116
warmth and humanity in 155
warmth and humanity of 534
warmth and humanity to 197
warmth and humidity in 104
warmth and humidity of 720
warmth and humidity to 84
warmth and immediacy of 215
warmth and interest in 593
warmth and interest of 167
warmth and interest to 183
warmth and intimacy as 49
warmth and intimacy be 45
warmth and intimacy in 311
warmth and intimacy it 48
warmth and intimacy of 1692
warmth and intimacy to 415
warmth and keenness of 48
warmth and kindness as 303
warmth and kindness by 58
warmth and kindness he 43
warmth and kindness in 220
warmth and kindness of 733
warmth and kindness to 175
warmth and laughter in 61
warmth and laughter of 122
warmth and mildness of 70
warmth and moisture as 209
warmth and moisture at 57
warmth and moisture by 57
warmth and moisture in 550
warmth and moisture is 254
warmth and moisture it 61
warmth and moisture of 1820
warmth and moisture on 62
warmth and moisture so 46
warmth and moisture the 127
warmth and moisture to 786
warmth and movement in 52
warmth and movement of 226
warmth and movement to 49
warmth and nobility of 102
warmth and openness in 84
warmth and openness of 449
warmth and openness to 111
warmth and patience of 63
warmth and presence of 112
warmth and pressure in 68
warmth and pressure of 409
warmth and readiness of 55
warmth and retarded by 53
warmth and richness in 92
warmth and richness of 1648
warmth and richness to 258
warmth and seclusion of 53
warmth and security as 180
warmth and security he 101
warmth and security in 478
warmth and security is 41
warmth and security it 56
warmth and security of 4312
warmth and security the 40
warmth and security to 199
warmth and security we 45
warmth and sensation of 56
warmth and serenity of 165
warmth and snugness of 124
warmth and softness as 102
warmth and softness in 114
warmth and softness of 2006
warmth and softness to 207
warmth and solidity of 207
warmth and solitude of 45
warmth and splendor of 235
warmth and subtlety of 73
warmth and sunlight in 43
warmth and sunlight of 240
warmth and sunlight to 47
warmth and sunshine as 164
warmth and sunshine in 194
warmth and sunshine of 946
warmth and sunshine to 175
warmth and sureness of 40
warmth and thickness of 45
warmth and vibrancy of 123
warmth and vitality in 146
warmth and vitality of 716
warmth and vitality to 325
warmth and vivacity of 477
warmth are essential to 73
warmth are produced by 50
warmth for preserving the 90
warmth had returned to 182
warmth than suffices to 51
warmth that pervades the 48
warmth that threatened to 73
warmth was bestowed by 73
warmth was grateful to 56
warmth was imparted to 55
warmth was obtained by 48
warmth was provided by 89
warmth was replaced by 76
warmth was restored to 49
warmth was tempered by 68
warning all citizens of 95
warning all citizens to 54
warning all subjects of 140
warning and analysis to 48
warning and challenge to 109
warning and continue to 54
warning and contrary to 55
warning and detection of 110
warning and facility to 83
warning and guidance of 121
warning and guidance to 156
warning and insisted on 50
warning and promises of 44
warning and remained in 88
warning and reminder of 62
warning and reminder to 95
warning and reproach to 219
warning and response to 108
warning and returned to 184
warning being conveyed to 41
warning for everyone to 204
warning his audience of 81
warning his audience to 47
warning his superiors of 44
warning that attempts to 168
warning that explains the 71
warning that otherwise he 57
warning that otherwise the 178
warning that rejection of 53
warning them seriously of 42
warning was attached to 48
warning was conveyed by 48
warning was conveyed in 198
warning was conveyed to 347
warning was designed to 64
warning was directed at 141
warning was directed to 95
warning was followed by 426
warning was followed up 45
warning was included in 68
warning was intended to 197
warning was prompted by 57
warning was provided by 79
warning was received at 75
warning was received by 197
warning was received in 117
warning was received of 94
warning was regarded as 133
warning was required to 111
warning was supposed to 73
warning was unheeded by 71
warns her daughter of 67
warns her daughter to 72
warns his audience of 118
warns his audience to 102
warns his daughter to 45
warns his mistress to 40
warns that attempts to 97
warping and distorting the 100
warps and distorts the 97
warps and perverts the 46
warring and destroying of 210
warts are diagnosed by 41
washing and attention to 53
washing and collecting the 41
washing and disposal of 99
washing and exposure to 410
washing and immersion in 48
washing and processing of 56
washing and returned to 113
washing and sanitizing of 131
washing and separating the 185
washing and transfer to 45
washing and treatment of 40
washing his garments in 62
washing was followed by 147
washing with gasoline or 49
washing with solutions of 118
wasps had entirely to 53
waste and accident be 104
waste and captured the 42
waste and confusion as 40
waste and confusion in 376
waste and confusion of 216
waste and cupidity of 67
waste and depletion of 400
waste and desolate as 47
waste and desolate by 185
waste and desolate the 216
waste and destroying the 150
waste and disorder in 52
waste and disorder of 91
waste and disposal of 61
waste and disposed of 233
waste and diversion of 169
waste and emissions of 50
waste and failures of 56
waste and futility of 551
waste and gluttony in 42
waste and hundreds of 90
waste and improves the 48
waste and increases the 52
waste and maximize the 58
waste and pollution as 117
waste and pollution at 144
waste and pollution by 91
waste and pollution in 171
waste and pollution is 290
waste and pollution of 621
waste and pollution to 84
waste and precluding of 122
waste and preserve the 51
waste and profusion of 82
waste and promotion of 40
waste and recovery of 114
waste and reduction of 116
waste and solitude in 54
waste and spoilage in 115
waste and spoilage is 51
waste and spoilage of 238
waste and spoliation of 51
waste and squander me 43
waste and squander the 185
waste and sufferings of 42
waste and therefore no 42
waste and therefore the 56
waste and thousands of 114
waste and wreckage of 157
waste any quantity of 117
waste are disposed of 191
waste are expected to 66
waste are included in 151
waste are produced by 63
waste are produced in 181
waste are required to 208
waste being disposed of 448
waste being produced by 127
waste for disposal at 56
waste for disposal by 56
waste for disposal in 140
waste for disposal is 61
waste for disposal or 55
waste for disposal to 58
waste for hundreds of 62
waste for purposes of 512
waste for recovery of 43
waste for thousands of 212
waste gas produced by 102
waste has occurred in 50
waste has resulted in 97
waste heat directly to 54
waste heat produced by 537
waste heat produced in 223
waste heat recovery in 277
waste heat recovery is 418
waste heat recovery to 96
waste heat rejected by 155
waste her energies in 113
waste her energies on 115
waste her treasures in 51
waste his energies as 43
waste his energies in 710
waste his energies on 451
waste his treasures on 49
waste its energies in 465
waste its energies on 254
waste not included in 57
waste our elocution on 51
waste our energies by 42
waste our energies in 1435
waste our energies on 583
waste that exhibits the 181
waste that occurred in 42
waste that pollutes the 49
waste was accepted by 290
waste was disposed of 719
waste was produced by 42
waste was produced in 80
waste was recycled in 51
waste was regarded as 53
waste was returned to 52
waste was supposed to 57
wasting and destroying the 699
wasting and emaciation of 47
wasting and plundering the 103
wasting and shortening of 44
wasting and weariness of 68
wasting her energies in 78
wasting her energies on 64
wasting her property on 48
wasting his energies by 41
wasting his energies in 394
wasting his energies on 274
wasting his property in 40
wasting its energies in 267
wasting its energies on 128
wasting our energies in 251
wasting our energies on 137
watch and announce the 46
watch and blockade the 107
watch and compared it 154
watch and consulting it 42
watch and critique the 92
watch and describe the 330
watch and evaluate the 249
watch and examined it 174
watch and examined the 58
watch and forbidding the 42
watch and grimaced at 47
watch and informed me 42
watch and listened to 237
watch and maintain the 135
watch and minister to 47
watch and prepared to 137
watch and preserve the 253
watch and recorded the 50
watch and register the 89
watch and regulate the 382
watch and remained in 117
watch and remained on 85
watch and remarked to 45
watch and remember the 62
watch and replaced it 99
watch and restrain it 41
watch and restrain the 344
watch and returned it 241
watch and returned to 312
watch and squinted at 111
watch and strapped it 50
watch and wondered if 677
watch any movement of 110
watch are designed to 65
watch each movement of 154
watch for abettors or 110
watch for attempts to 170
watch for evidence of 2110
watch for examples of 532
watch for glimpses of 41
watch for mackerel on 41
watch for movement in 210
watch for movement of 283
watch for occasions of 220
watch for occasions to 342
watch for patterns in 233
watch for patterns of 272
watch for problems in 41
watch for symptoms in 52
watch for symptoms of 2426
watch for variations in 50
watch for violations of 512
watch her children at 47
watch her favorite tv 157
watch her struggle to 115
watch her struggling to 57
watch him approach the 42
watch him disappear in 68
watch him intently as 49
watch him separating the 64
watch him struggle to 200
watch him struggling to 101
watch him whenever he 69
watch him wherever he 57
watch his attempts at 50
watch his favorite tv 177
watch his progress as 106
watch his progress in 93
watch his treatment of 42
watch its progress as 218
watch its progress at 42
watch its progress by 45
watch its progress in 188
watch its progress on 65
watch its progress to 56
watch oak remedied by 54
watch old episodes of 46
watch our approach to 41
watch our favorite tv 62
watch pro football on 45
watch them continue to 44
watch them curiously as 47
watch them disappear in 105
watch them struggle to 181
watch two channels at 45
watch two programs at 40
