waggled a bony finger 53
written a work more 53
written a work upon 184
written i have been 725
written i have come 157
written i have done 42
written i have heard 151
written i have made 359
written i have only 56
written i have seen 1119
written i love only 97
wrought a good deed 45
wrought a good work 5061
wrought a great deed 50
wrought a great evil 43
wrought a great many 76
wrought a great part 40
wrought a great work 639
wrought a heavy toll 45
wrought a mine into 43
wrought a very good 50
wrought a very great 66
wrought a work upon 43
