wafer nor cup . 49
wait all day ! 3653
wait and ask . 91
wait and die . 118
wait and hear . 205
wait and sec . 174
wait and see ! 184863
wait for aid . 93
wait for all . 270
wait for any . 81
wait for ben . 181
wait for bob . 156
wait for both . 49
wait for dad . 399
wait for dan . 117
wait for day . 1465
wait for death ! 7876
wait for doc . 43
wait for god ! 2014
wait for her ! 41262
wait for him ! 117676
wait for his . 220
wait for jim . 203
wait for lee . 109
wait for long . 3594
wait for man . 268
wait for max . 129
wait for men . 288
wait for mom . 227
wait for now . 1574
wait for one . 1965
wait for ray . 52
wait for ruth . 50
wait for sam . 326
wait for sex . 178
wait for that ! 13534
wait for thee ! 3776
wait for them ! 48182
wait for things . 261
wait for this ! 2769
wait for tom . 289
wait for war . 129
wait for you ! 73659
wait her out . 926
wait him out . 2096
wait long now . 88
wait one day . 420
wait one year . 173
wait she did . 130
wait that long ! 35682
wait thee long . 91
wait them out . 1829
wait they did . 148
wait things out . 1146
wait this long . 1370
wait this out . 406
wait too long ! 24821
wait was long . 466
wait with her . 1078
wait with him . 1120
wait with that . 45
wait with them . 827
wait with you . 2390
wait you out . 344
waited all day . 876
waited and saw . 41
waited for aid . 66
waited for ben . 59
waited for bob . 42
waited for dad . 60
waited for day . 298
waited for death . 1922
waited for god . 144
waited for her ! 12058
waited for him ! 23657
waited for his . 123
waited for jim . 67
waited for lee . 52
waited for long . 118
waited for mme . 121
waited for one . 114
waited for sam . 86
waited for that ! 544
waited for thee . 350
waited for them ! 9252
waited for this ! 1086
waited for tom . 79
waited for war . 74
waited for you ! 6919
waited her out . 546
waited him out . 988
waited not long . 107
waited one day . 103
waited that day . 45
waited that long . 384
waited them out . 258
waited this long . 1549
waited too long ! 13904
waited with her . 465
waited with him . 811
waited with them . 484
waiter did not . 58
waiteth for him . 1416
waiteth for thee . 173
waitin for you . 148
waiting all day ! 1280
waiting and all . 102
waiting for aid . 84
waiting for all . 75
waiting for ann . 47
waiting for any . 48
waiting for ben . 89
waiting for bob . 73
waiting for both . 54
waiting for bus . 44
waiting for dad . 158
waiting for dan . 60
waiting for day . 166
waiting for death ! 6731
waiting for gas . 67
waiting for god . 972
waiting for her ! 80398
waiting for him ! 174343
waiting for his . 223
waiting for jim . 121
waiting for joey . 52
waiting for lee . 55
waiting for long . 462
waiting for man . 106
waiting for max . 111
waiting for meat . 69
waiting for men . 218
waiting for mme . 94
waiting for mom . 87
waiting for now . 959
waiting for one . 1276
waiting for roy . 57
waiting for ruth . 73
waiting for sam . 143
waiting for sex . 50
waiting for that ! 3003
waiting for thee ! 1244
waiting for them ! 80029
waiting for then ? 409
waiting for things . 170
waiting for this ! 4302
waiting for tom . 158
waiting for use . 247
waiting for war . 240
waiting for yon . 62
waiting for you ! 134890
waiting her out . 172
waiting him out . 329
waiting his death . 74
waiting our use . 62
waiting that day . 44
waiting that long . 657
waiting them out . 209
waiting things out . 90
waiting this long . 208
waiting this way . 70
waiting too long ! 5105
waiting was long . 168
waiting with her . 360
waiting with him . 459
waiting with them . 197
waiting with you . 168
waits all day . 50
waits for all . 190
waits for death . 897
waits for god . 78
waits for her . 1600
waits for him . 3929
waits for man . 177
waits for may . 67
waits for one . 55
waits for that . 311
waits for thee ! 995
waits for them . 1558
waits for this . 106
waits for you ! 7472
waits too long . 291
waits with her . 44
waits with him . 60
waive all that . 62
waive his fee . 54
waive this fee . 50
waived for them . 53
waived him off . 72
waived his fee . 83
wake and cry . 367
wake and hear . 397
wake for him . 294
wake for you . 49
wake her not . 133
wake her now . 149
wake her son . 78
wake her yet . 79
wake him not . 66
wake him now . 286
wake him yet . 109
wake his son . 45
wake them all . 61
wake them yet . 45
wake with god . 73
wake with you ! 77
waken him now . 45
waking any one . 108
waking but now ? 59
waking each day . 41
waking with day . 103
walk all day . 1034
walk and act . 61
walk and air . 43
walk and all . 47
walk and fly . 250
walk and jog . 74
walk and leap . 99
walk and read . 198
walk and run . 3512
walk and see . 196
walk and sit . 384
walk any day . 112
walk each day . 2062
walk each way . 754
walk for her . 261
walk for him . 518
walk for long . 215
walk for them . 366
walk for you . 696
walk her dog . 264
walk her out . 151
walk him out . 186
walk his dog . 338
walk his path . 44
walk his way . 342
walk near him . 49
walk near them . 154
walk nor fly . 157
walk nor run . 43
walk off with . 235
walk one day . 662
walk one way . 418
walk our way . 55
walk out now . 877
walk out too . 113
walk out with . 420
walk per day . 117
walk that day . 1422
walk that far ! 4399
walk that path . 624
walk that was ! 76
walk that way ! 4416
walk them off . 71
walk them out . 115
walk they did . 110
walk this earth . 1734
walk this far . 148
walk this off . 65
walk this one . 83
walk this path . 686
walk this way ! 3689
walk thus far . 54
walk too far . 1405
walk too long . 44
walk was long . 135
walk with death . 178
walk with ease . 1428
walk with god ! 37656
walk with her ! 10829
walk with him ! 32051
walk with kings . 170
walk with man . 42
walk with men . 303
walk with mme . 99
walk with one . 224
walk with thee ! 1620
walk with them ! 7554
walk with you ! 24871
walk you off . 40
walk you out . 3555
walked all day . 667
walked and ate . 78
walked and ran . 156
walked and read . 53
walked and sang . 65
walked and sat . 69
walked and was . 69
walked each day . 181
walked her dog . 119
walked her off . 57
walked her out . 225
walked her way . 111
walked him off . 50
walked him out . 232
walked his beat . 129
walked his dog . 137
walked his way . 152
walked long ago . 55
walked near her . 55
walked near him . 133
walked near them . 86
walked nor ran . 52
walked off too . 41
walked off with . 154
walked one day . 40
walked our earth . 49
walked our way . 100
walked out then . 70
walked out too . 198
walked out with . 85
walked that day . 240
walked that far . 455
walked that path . 97
walked that way . 884
walked them out . 121
walked this earth ! 2288
walked this far . 109
walked this path . 145
walked this way . 616
walked too far . 522
walked two men . 50
walked with ease . 96
walked with god ! 8627
walked with her . 2069
walked with him . 4247
walked with kings . 51
walked with man . 51
walked with men . 145
walked with thee . 52
walked with them . 1768
walked with you . 323
walker you are ! 81
walking all day . 1632
walking and eating . 338
walking and singing . 359
walking and why . 54
walking dead man . 724
walking dead men . 333
walking does not . 42
walking each day . 285
walking for him . 201
walking for them . 67
walking for you . 203
walking her beat . 41
walking her dog . 1961
walking her out . 60
walking her way . 194
walking him out . 59
walking his beat . 286
walking his dog . 3702
walking his way . 633
walking near him . 88
walking near them . 118
walking one day . 364
walking our dog . 67
walking our way . 263
walking out now . 40
walking out with . 56
walking per day . 234
walking that day . 143
walking that far . 320
walking that path . 54
walking that way . 1742
walking this earth . 236
walking this path . 72
walking this way ! 901
walking too far . 204
walking too long . 67
walking was bad . 42
walking was easy . 453
walking with ease . 169
walking with god ! 7663
walking with her . 3683
walking with him ! 7110
walking with mme . 42
walking with them . 1397
walking with you . 2907
walks each day . 360
walks her dog . 64
walks his beat . 63
walks his dog . 152
walks per day . 44
walks that way . 347
walks this earth ! 612
walks this way . 171
walks with ease . 105
walks with god ! 2778
walks with her . 1258
walks with him ! 2770
walks with ten . 189
walks with them . 1056
walks with you ! 1144
wall all day . 153
wall and all . 127
wall and bar . 43
wall and bed . 59
wall and cry . 65
wall and die . 598
wall and fig . 103
wall and gut . 59
wall and lung . 333
wall and out . 93
wall and peg . 57
wall and ran . 67
wall and rim . 125
wall and sat . 79
wall are they . 47
wall did not . 51
wall does not . 102
wall each day . 107
wall for her . 116
wall for him . 698
wall for that . 44
wall for them . 250
wall for you . 302
wall long ago . 69
wall near her . 125
wall near him . 283
wall near them . 98
wall one day . 64
wall per day . 52
wall that day . 251
wall that way . 107
wall them off . 169
wall was dry . 54
wall was low . 49
wall was not . 43
wall was thin . 47
wall with age . 53
wall with ease . 311
wall with her . 64
wall with him ! 513
wall with mud . 42
wall with them ! 1014
wall with you . 187
walled them off . 54
walled with earth . 44
wallet and run . 44
wallet for you . 75
wallet with him . 177
wallet with you ? 40
walls all day . 178
walls and air . 44
walls and all . 231
walls and bed . 96
walls and die . 68
walls and fig . 92
walls and head . 60
walls and men . 41
walls and rug . 43
walls and things . 60
walls and top . 63
walls are dry . 119
walls are fig . 59
walls are hung . 70
walls are lax . 49
walls are low . 77
walls are not . 75
walls are thin . 1244
walls are weak . 83
walls are wet . 77
walls each day . 45
walls for her . 55
walls for him . 118
walls for long . 40
walls for them . 97
walls for you . 123
walls had ears . 946
walls long ago . 49
walls that day . 55
walls too thin . 52
walls with ease . 150
walls with him . 88
walls with mud . 227
walls with them . 714
walnut and ash . 107
walnut and elm . 48
walnut and oak . 677
walrus and seal . 508
waltz with her . 1382
waltz with him . 1047
waltz with them . 58
waltz with you . 932
waltzing with her . 139
waltzing with him . 139
waltzing with you . 63
wan and ill . 119
wan and old . 86
wan and sad . 279
wan and thin . 345
wan and weak . 871
wander and beg . 55
wander far off . 52
wander his way . 44
wander near them . 40
wander that way . 162
wander this way . 105
wander too far . 788
wander with her . 49
wander with him . 82
wander with them . 88
wandered all day . 77
wandered far off . 43
wandered that way . 111
wandered this way . 58
wandered too far . 310
wandered too long . 46
wandered with him . 63
wane and die . 335
wane with age . 201
waned with age . 48
wanes with age . 259
wanna ask you . 40
wanna get off . 48
wanna get out . 133
wanna hear that . 96
wanna hear this . 172
wanna say that . 47
wanna see her . 147
wanna see him . 245
wanna see that . 50
wanna see them ? 49
wanna see this . 61
wanna see you . 205
want all that ! 681
want all things . 44
want all this ! 887
want and buy . 57
want and death . 246
want and fear . 3277
want and get . 91
want and sin . 548
want and use . 348
want and war . 392
want and why . 2022
want any job . 107
want any man . 168
want any meat . 111
want any now . 214
want any one . 194
want any pay . 269
want any pie . 42
want any war . 122
want but one . 117
want but you . 97
want each day . 132
want for all . 186
want for her . 3121
want for him . 3565
want for meat . 173
want for now . 333
want for that . 683
want for them . 5616
want for things . 172
want for this . 1014
want for tom . 51
want for use . 111
want for you . 4121
want her bad . 53
want her dead ! 2230
want her fan ? 43
want her for . 1077
want her job . 92
want her near . 44
want her not . 118
want her now ! 1208
want her out ! 370
want her then . 163
want her too . 232
want him aft . 43
want him bad . 264
want him dead ! 5055
want him for . 3606
want him near . 71
want him not . 75
want him now ! 1628
want him out ! 970
want him then . 124
want him too . 419
want him yet . 57
want his aid . 41
want his ass . 85
want his death . 189
want his head ! 251
want his job . 500
want his own . 114
want his pay ! 45
want his son . 62
want its use . 48
want new things . 177
want one day . 50
want one for . 160
want one man . 59
want one now ! 1740
want one too ! 1857
want our man . 90
want our oil . 49
want our own . 121
want our way . 63
want out now ! 231
want red meat . 43
want see you . 194
want than that ? 1475
want than this ? 400
want that boy . 120
want that car . 196
want that day . 169
want that dog . 111
want that for ? 3067
want that gun . 62
want that guy . 60
want that job ! 1085
want that key . 62
want that kid . 60
want that man ! 402
want that now . 934
want that one ! 3317
want that out . 41
want that too ! 2803
want that toy . 60
want that way . 238
want that yet . 210
want thee not . 90
want them all ! 1916
want them bad . 58
want them both . 539
want them dead ! 932
want them for . 2202
want them long . 122
want them met . 48
want them not . 232
want them now ! 3145
want them off . 115
want them out ! 598
want them read . 46
want them then . 61
want them too . 579
want them yet . 92
want they get . 56
want things now . 89
want this boy ? 53
want this car . 164
want this deal . 56
want this dog . 103
want this for ? 223
want this guy . 314
want this job ! 6071
want this man . 897
want this now . 368
want this one ! 4002
want this sum ? 53
want this too . 245
want this war ! 722
want this way . 187
want this year . 447
want two for ? 70
want two men . 85
want two things . 314
want uma for ? 101
want war now . 73
want wid her ? 43
want with her ! 9783
want with him ! 15210
want with one ? 77
want with that . 2412
want with them ! 6850
want with this . 517
want with two ? 64
want with you ! 8982
want you all . 106
want you bad . 326
want you both . 373
want you dead ! 2381
want you for . 1443
want you near . 154
want you not . 95
want you now ! 3236
want you off . 50
want you out ! 1106
want you then . 186
want you too ! 960
want you yet . 140
wanted all day . 58
wanted all that . 98
wanted all this . 81
wanted and did . 47
wanted and got . 108
wanted and why . 588
wanted any man . 135
wanted any one . 66
wanted but this . 76
wanted for her . 1822
wanted for him . 1655
wanted for meat . 53
wanted for now . 109
wanted for that . 183
wanted for them . 1384
wanted for this . 63
wanted for tom . 55
wanted for use . 2825
wanted for you . 1298
wanted her bad . 172
wanted her bed . 49
wanted her car . 52
wanted her dead ! 2970
wanted her for . 256
wanted her head . 42
wanted her job . 99
wanted her man . 50
wanted her mom . 40
wanted her near . 111
wanted her now ! 970
wanted her out . 452
wanted her own . 129
wanted her son . 110
wanted her then . 155
wanted her too . 348
wanted her way . 133
wanted him bad . 275
wanted him dead ! 5947
wanted him for . 603
wanted him near . 109
wanted him now . 811
wanted him out . 1429
wanted him then . 94
wanted him too . 896
wanted his aid . 50
wanted his bed . 60
wanted his car . 59
wanted his cut . 44
wanted his death . 135
wanted his due . 41
wanted his gun . 46
wanted his head . 308
wanted his job . 539
wanted his mom . 48
wanted his own . 182
wanted his pay . 77
wanted his son . 191
wanted his way . 164
wanted one now . 162
wanted one too . 724
wanted out now . 130
wanted out too . 64
wanted she got . 104
wanted than this . 57
wanted that car . 127
wanted that day . 226
wanted that gun . 49
wanted that job . 557
wanted that man . 73
wanted that now . 53
wanted that one . 288
wanted that too . 738
wanted that way . 131
wanted that year . 64
wanted them all ! 756
wanted them bad . 67
wanted them both . 357
wanted them dead . 849
wanted them for . 623
wanted them not . 63
wanted them now ! 670
wanted them off . 117
wanted them out . 575
wanted them too . 316
wanted they got . 41
wanted this guy . 68
wanted this job . 586
wanted this man . 732
wanted this one . 591
wanted this too . 146
wanted this war . 345
wanted this way . 55
wanted this year . 182
wanted two things . 282
wanted was fun . 41
wanted was her . 226
wanted was him . 279
wanted was his . 91
wanted was men . 43
wanted was out . 343
wanted was sex . 369
wanted was this . 119
wanted was war . 123
wanted was you . 322
wanted with her . 2951
wanted with him . 3913
wanted with that . 83
wanted with them . 1799
wanted with you . 418
wanted you dead . 747
wanted you for . 330
wanted you out . 127
wanted you then . 131
wanted you too . 198
wanteth not sin . 743
wanting and doing . 156
wanting for him . 40
wanting for that ! 53
wanting for them . 54
wanting for you . 44
wanting her dead . 232
wanting him dead . 362
wanting one day . 60
wanting one too . 70
wanting them dead . 49
wanting this job . 49
wanting with him ? 43
wanting you dead . 63
wanton they are ! 76
wants all this ? 56
wants and does . 147
wants and why . 485
wants and woes . 538
wants are few . 2383
wants are met . 667
wants are not . 94
wants for her . 298
wants for him . 342
wants for them . 1134
wants for you . 2520
wants her dead . 477
wants her now . 64
wants her out . 68
wants her too . 59
wants her way . 95
wants him bad . 44
wants him dead . 752
wants him for . 58
wants him now . 125
wants him out . 155
wants him too . 70
wants his cut . 61
wants his dog . 48
wants his ease . 128
wants his head . 70
wants his job . 127
wants his own . 94
wants his pay . 68
wants his son . 65
wants his way . 170
wants his wings . 126
wants its way . 58
wants not sin . 64
wants one now . 60
wants one too . 260
wants that job . 89
wants that key . 54
wants that one . 53
wants that too . 121
wants them all . 230
wants them both . 92
wants them dead . 143
wants them for . 74
wants them now . 197
wants them out . 91
wants them too . 76
wants this job . 111
wants this one . 226
wants this too . 45
wants this war . 46
wants this year . 45
wants two things . 91
wants with her . 206
wants with him . 513
wants with that . 125
wants with them . 615
wants with you . 843
wants yer bad . 42
wants you bad . 227
wants you dead ! 2731
wants you for . 120
wants you now . 706
wants you out . 477
wants you too . 145
war and all . 832
war and art . 122
war and death ! 4144
war and die . 65
war and dying . 49
war and fear . 160
war and law . 129
war and now . 89
war and riot . 46
war and sex . 177
war and sin . 69
war and thee ! 47
war and this . 75
war and war . 139
war and why . 179
war and win . 215
war and woes . 40
war and won . 128
war any day . 116
war are few . 44
war are not . 62
war are one . 63
war but one . 200
war can bring . 198
war can end . 96
war can not . 76
war did end . 71
war did not . 199
war did that . 103
war die tat ! 544
war die that ! 339
war does not . 191
war does that . 62
war each year . 46
war east asia . 40
war for air . 110
war for all . 66
war for fun . 42
war for god . 63
war for her . 228
war for him . 1153
war for long . 276
war for now . 59
war for oil . 276
war for real . 71
war for that . 272
war for them ! 2319
war for this . 138
war for war . 137
war for you ! 1019
war had not . 79
war had won . 68
war has not . 59
war his way . 62
war hong kong . 435
war long ago . 417
war may bring . 128
war may end . 139
war one day . 113
war than men . 127
war than now . 141
war than that . 102
war than this . 340
war that day . 275
war that was . 65
war that way . 431
war that year . 437
war they had . 55
war they won . 41
war this was . 76
war this way . 170
war this year . 633
war thus far . 573
war too long . 172
war und ist . 131
war was bad . 164
war was dead . 90
war was due . 96
war was easy . 55
war was for . 85
war was fun . 70
war was going . 1773
war was his . 62
war was hot . 48
war was low . 74
war was near . 1051
war was new . 63
war was nil . 45
war was not . 394
war was one . 54
war was out . 75
war was real . 324
war was run . 44
war was set . 69
war was that ? 204
war was this . 308
war was war . 220
war was won ! 5650
war with all . 192
war with asia . 73
war with ava . 98
war with both . 382
war with death . 133
war with ease . 41
war with god ! 1295
war with her . 3090
war with him ! 7293
war with his . 76
war with man . 210
war with men . 184
war with one . 53
war with siam . 199
war with sin . 174
war with that . 68
war with thee . 115
war with them ! 10147
war with this . 45
war with war . 306
war with you ! 1557
ward all day . 85
ward and bed . 89
ward but one . 41
ward each day . 206
ward for him . 116
ward for them . 90
ward for you . 45
ward her off . 2124
ward him off . 2680
ward off death . 1932
ward off fear . 322
ward off war . 89
ward one day . 55
ward she was . 46
ward that day . 187
ward them off . 6936
ward this off . 103
ward with her . 93
ward with him . 157
ward with them . 174
ward you off . 154
warded her off . 100
warded him off . 247
warded off death . 44
warded them off . 224
warder can not . 42
warding her off . 171
warding him off . 387
warding off death . 184
warding them off . 485
wardrobe for her . 204
wardrobe for him . 67
wardrobe for you . 343
wardrobe with her . 83
wardrobe with him . 92
wards him off . 172
wards off death . 119
wards them off . 446
wards with him . 42
wares for them . 51
wares too dear . 49
wares with them . 114
wariness and fear . 164
wark this day . 43
warm air can . 96
warm air out . 185
warm all day . 1380
warm all year . 689
warm and dead . 392
warm and dear . 51
warm and dim . 62
warm and dry ! 41072
warm and easy . 249
warm and fed . 649
warm and fun . 76
warm and gay . 258
warm and hot . 432
warm and long . 199
warm and low . 96
warm and near . 112
warm and neat . 47
warm and new . 50
warm and raw . 45
warm and real . 480
warm and red . 526
warm and sad . 60
warm and thin . 155
warm and weak . 56
warm and wet . 5889
warm bear hug . 139
warm but dry . 81
warm but wet . 83
warm dry air . 1134
warm dry bed . 51
warm dry day . 51
warm for her . 557
warm for him . 2767
warm for long . 79
warm for may . 315
warm for now . 45
warm for that . 174
warm for them . 1655
warm for you ! 2827
warm her bed . 237
warm her toes . 185
warm his bed . 1457
warm his toes . 256
warm may air . 77
warm may day . 137
warm may sun . 103
warm nor dry . 46
warm not hot . 103
warm she was . 214
warm that day . 352
warm that way . 372
warm that year . 112
warm them both . 169
warm they are . 175
warm this way . 53
warm this year . 138
warm tub bath . 92
warm with ale . 58
warm with him . 390
warm with joy . 170
warm with sun . 179
warm with them . 164
warm with you . 129
warm you are ! 260
warmed and fed . 1272
warmed for her . 41
warmed for him . 239
warmed for you . 60
warmed his bed . 96
warmed them all . 46
warmed them both . 78
warmed with them . 71
warmer each day . 170
warmer for him . 40
warmer for you . 120
warmer than air . 65
warmer than his . 124
warmer than ice . 51
warmer than now . 569
warmer than one . 67
warmer than that . 293
warmer than this . 346
warmer that way . 602
warmer this way . 104
warming her toes . 42
warming his bed . 123
warmly for him . 67
warmly for them . 45
warmly for this . 43
warmly with her . 60
warmly with him . 311
warmly with them . 184
warmth and air . 204
warmth and all . 63
warmth and ease . 211
warmth and fun . 98
warmth and heat . 276
warmth and joy . 804
warmth and sun . 196
warmth and wit . 308
warmth and zeal . 138
warmth for all . 42
warmth for her . 263
warmth for him . 362
warmth for them . 165
warmth for you . 48
warmth she had . 47
warmth was real . 41
warmth with her . 127
warmth with him . 183
warmth with them . 88
warmth with you . 40
warn her off . 622
warn her son . 75
warn him now . 88
warn him off . 1507
warn his men . 72
warn his son . 100
warn them all . 75
warn them off . 1039
warn you all . 128
warn you both . 70
warn you now . 441
warn you off . 477
warned her off . 506
warned her son . 121
warned him off . 1280
warned his men . 217
warned his son . 193
warned long ago . 46
warned them all . 128
warned them both . 102
warned them off . 638
warned you all . 73
warned you off . 157
warner with him ? 99
warning and fear . 108
warning for all . 135
warning for her . 129
warning for him . 291
warning for them . 250
warning for you . 628
warning her off . 249
warning him off . 376
warning long ago . 190
warning rang out . 41
warning she got . 42
warning than that . 116
warning them off . 191
warning was real . 41
warning you get . 43
warning you now . 610
warning you off . 113
warnings are out . 51
warns him off . 110
warns them off . 61
warp and rot . 109
warp her off . 91
warped with age . 92
warrants for him . 57
warrants for them . 149
warrants going out . 97
warrants its use . 616
warrants this idea . 115
warranty for gdb . 191
warranty ran out . 49
warre with them . 107
warred with fear . 53
warred with them . 71
warring with them . 80
warrior and poet . 299
warrior does not ? 210
warrior for god . 141
warrior lying dead . 40
warrior one day . 107
warrior she was . 120
warrior was dead . 137
warrior you are ! 238
wars and all . 41
wars and death . 98
wars and kings . 56
wars and things . 56
wars and woes . 73
wars are bad . 54
wars are not . 93
wars are won . 264
wars did not . 57
wars for him . 82
wars for them . 336
wars for you . 49
wars long ago . 48
wars per year . 54
wars than one . 55
wars that way . 56
wars with god . 79
wars with her . 43
wars with him . 226
wars with them . 723
wart and all . 138
warts and all ! 22381
wary and few . 244
wary and shy . 179
wary eye out . 80
wary for him . 89
wary for that . 531
wary for them . 69
was age six . 52
was age ten . 44
was age two . 58
was all air . 45
was all art . 67
was all bad . 2012
was all bath . 120
was all bob . 45
was all boy . 185
was all cop . 64
was all cut . 120
was all day . 307
was all dead . 509
was all dry . 161
was all ears ! 4106
was all easy . 171
was all ego . 41
was all fat . 74
was all fear . 76
was all for . 911
was all fun . 723
was all god . 86
was all going . 537
was all head . 128
was all her . 223
was all him . 236
was all his ! 3095
was all hot . 46
was all ice . 164
was all joy . 240
was all mad . 87
was all man . 661
was all men . 345
was all mud . 165
was all new . 1605
was all now . 46
was all off ! 1380
was all old . 76
was all one ! 2227
was all out . 905
was all poet . 45
was all raw . 64
was all real ! 2046
was all red . 823
was all rot . 235
was all sad . 74
was all set ! 3850
was all sex . 85
was all that ! 2951
was all then . 80
was all things . 178
was all this ! 4207
was all tin . 51
was all war . 49
was all wet . 1635
was all you . 307
was and all . 310
was and did . 1529
was and die . 50
was and had . 184
was and saw . 142
was and why . 1834
was ann lee . 75
was any day . 80
was any earth . 44
was any fun . 121
was any god . 84
was any law . 73
was any man . 59
was any oil . 79
was any one . 112
was any sun . 88
was any use . 907
was any war . 100
was any way . 80
was ask her . 70
was ask him . 111
was aung san . 42
was bad art . 176
was bad going . 57
was bad law . 157
was bad now . 45
was bad off . 158
was bad then . 110
was bad too . 468
was bath day . 62
was bear meat . 41
was beat off . 44
was beat out . 70
was being bad . 169
was being bom . 111
was being coy . 422
was being cut . 1724
was being dug . 938
was being fed . 1151
was being had . 526
was being hit . 368
was being hung . 130
was being led . 1177
was being lit . 181
was being mean . 410
was being met . 865
was being now . 68
was being one . 94
was being put . 1183
was being read . 3521
was being real . 81
was being run . 2994
was being rung . 128
was being set . 1234
was being shy . 55
was being sly . 57
was being sung . 1881
was being weak . 141
was being won . 1352
was ben hur . 52
was bid for . 50
was bid off . 42
was big ben . 85
was big fun . 76
was big jim . 66
was big now . 80
was big red . 47
was big then . 103
was big too . 124
was bit off . 116
was bom dead . 54
was bom with . 101
was both dead . 61
was but few . 55
was but low . 61
was but man . 67
was but mean . 67
was but one ! 4454
was but six . 135
was but ten . 91
was but thin . 41
was but two . 127
was but vol . 42
was but weak . 177
was chu hsi . 48
was con fig . 92
was cut dead . 43
was cut low . 127
was cut off ! 44520
was cut out ! 4172
was cut too . 59
was das ist . 61
was day now . 45
was day one . 147
was dead air . 85
was dead beat . 573
was dead dead . 40
was dead easy . 394
was dead low . 61
was dead meat ! 1119
was dead men ! 78
was dead now . 2356
was dead out . 113
was dead set . 40
was dead then . 612
was dead too ! 2830
was dead yet . 351
was deaf too . 96
was did not . 49
was dim now . 41
was dim too . 48
was dog meat . 142
was doing aft . 40
was doing bad . 40
was doing both . 509
was doing her . 267
was doing him . 478
was doing his . 207
was doing now ! 9755
was doing that ! 4663
was doing them . 884
was doing then . 1114
was doing things . 524
was doing this ! 8017
was doing too . 192
was doing you . 62
was dry now . 277
was dry too . 125
was due east . 603
was due her . 720
was due him . 3409
was due now . 128
was due out . 106
was due them . 1668
was due then . 42
was due you . 110
was dug out . 1027
was dying for . 226
was dying now . 300
was dying off . 217
was dying out . 4703
was dying then . 230
was dying too . 485
was each day . 115
was each year . 58
was easing off . 216
was east asia . 65
was easy going . 657
was easy meat . 166
was easy now . 422
was easy then . 286
was easy too . 234
was eating hay . 53
was eating her . 318
was eating him . 769
was eating meat . 119
was eating now . 134
was eating one . 53
was eating out . 85
was eating them . 611
was eating too . 54
was eating with . 68
was eons ago . 170
was eying him . 45
was far off . 2311
was far out . 421
was fat too . 49
was fear too . 79
was fit for ! 1451
was for air . 42
was for all . 904
was for art . 187
was for ben . 52
was for bob . 40
was for both . 197
was for dad . 82
was for dan . 43
was for death . 359
was for each . 41
was for eating . 98
was for fear . 101
was for fig . 58
was for fun . 463
was for god . 575
was for going . 63
was for her ! 14500
was for him ! 19892
was for his . 557
was for jim . 72
was for joy . 156
was for kim . 41
was for long . 172
was for man . 136
was for max . 47
was for meat . 74
was for men . 1852
was for mme . 116
was for mom . 68
was for now . 192
was for oil . 79
was for one . 142
was for pay . 58
was for real ! 10744
was for sam . 84
was for saw . 83
was for sex . 179
was for sin . 58
was for singing . 46
was for six . 58
was for ten . 65
was for that ! 893
was for thee . 72
was for them ! 7736
was for this . 552
was for tom . 98
was for two . 185
was for use . 100
