wag backward and forward 59
was achieved with perfect 58
was achieved with respect 184
was achieved with several 49
was acquired and brought 71
was acquired and include 44
was acquired and rebuilt 95
was acquired and renamed 66
was actively being pursued 57
was actually and finally 96
was actually and legally 98
was actually and visibly 60
was actually being applied 102
was actually being carried 498
was actually being charged 50
was actually being decided 54
was actually being invited 59
was actually being measured 132
was actually being offered 255
was actually being planned 96
was actually being printed 62
was actually being pursued 43
was actually being realized 43
was actually being reduced 64
was actually being studied 64
was actually being written 202
was actually doing everything 59
was actually going against 47
was actually going forward 109
was actually her foreman 43
was actually her husband 199
was actually not allowed 56
was actually not present 99
was actually not written 77
was actually one hundred 158
was actually out against 60
was actually put forward 377
was actually put together 290
was actually ten minutes 49
was actually that traitor 47
was actually two buildings 48
was addressing her husband 68
was addressing her remarks 93
was addressing his fellows 45
was addressing his remarks 370
was addressing men capable 55
was adequate for maximum 147
was adequate with respect 48
was adjudged and decreed 122
was adjusted for maximum 423
was adjusted for minimum 149
was adjusted for optimal 45
was adjusted for optimum 98
was adjusted for present 80
was adjusted for seasonal 46
was adjusted with respect 51
was admitted and allowed 115
was admitted and started 47
was admitted for probate 65
was admitted for surgery 205
was admitted his proctor 44
was admitted that although 124
was admitted that certain 202
was admitted that congress 86
was admitted that several 41
was admitted with general 159
was admitted with slavery 144
was advanced with respect 61
was affected for several 83
was affected with chronic 113
was affected with leprosy 148
was affected with nervous 42
was affected with vertigo 214
was affection and respect 58
was affirmed and applied 63
was afforded due process 143
was afforded for acquiring 73
was afforded for observing 44
was afforded for obtaining 54
was agitated and alarmed 277
was agitated and divided 52
was agitated and excited 344
was agitated and nervous 187
was agitated for several 130
was agitated with jealousy 97
was agitated with painful 184
was agitated with tumults 99
was agreeable and pleasant 186
was agreeable and refined 86
was alderman and sheriff 59
was allotted one hundred 122
was allotted ten minutes 74
was ambitious and aspired 41
was ambitious and capable 76
was ambitious and desired 67
was ambitious and ruthless 72
was ambitious and servile 94
was ambitious and warlike 67
was ambitious for herself 83
was ambitious for himself 231
was ambitious for success 55
was ambushed and defeated 183
was ambushed and fatally 51
was ambushed and wounded 107
was american and british 246
was american and canadian 55
was analyzed and plotted 45
was analyzed for calcium 107
was analyzed for content 147
was analyzed for glucose 175
was analyzed for organic 67
was analyzed for protein 162
was analyzed for several 57
was analyzed with respect 702
was animated and excited 149
was announcing his arrival 96
was announcing his decision 67
was announcing its arrival 63
was anointed and blessed 85
was anointed and crowned 3060
was anointed with precious 68
was anointed with unguents 93
was anorexic and bulimic 109
was answered and refuted 57
was answered and vouched 63
was answered that gascony 73
was answered with defiance 113
was answered with respect 60
was answered with silence 260
was answered with violence 52
was anywhere near correct 81
was appalled and ashamed 54
was appalled and decided 47
was appalled and refused 59
was appalled and shocked 214
was appalled and started 62
was apparent and applied 60
was apparent for several 47
was apparent that although 477
was apparent that america 111
was apparent that because 84
was apparent that britain 225
was apparent that british 108
was apparent that captain 51
was apparent that certain 277
was apparent that charles 101
was apparent that congress 187
was apparent that despite 238
was apparent that douglas 50
was apparent that drastic 44
was apparent that everything 192
was apparent that general 158
was apparent that germany 155
was apparent that however 45
was apparent that johnson 61
was apparent that lincoln 47
was apparent that matters 54
was apparent that members 92
was apparent that private 60
was apparent that senator 56
was apparent that several 338
was apparent that teachers 75
was apparent that trouble 59
was apparent that virginia 69
was apparent with respect 113
was approved and adopted 1778
was approved and allowed 121
was approved and applied 336
was approved and blessed 300
was approved and carried 208
was approved and enacted 81
was approved and entered 103
was approved and granted 68
was approved and ordered 454
was approved and perhaps 41
was approved and praised 56
was approved and printed 114
was approved and released 80
was approved and started 47
was approved for adoption 59
was approved for general 309
was approved for limited 47
was approved for marketing 884
was approved for medical 48
was approved for payment 279
was approved for service 109
was approved for unified 56
was approved with certain 102
was aquiline but crooked 95
was arguably his greatest 106
was argument for endless 57
was arrested and accused 2365
was arrested and advised 50
was arrested and appeared 103
was arrested and awarded 49
was arrested and beheaded 532
was arrested and blinded 96
was arrested and briefly 983
was arrested and brought 9277
was arrested and bundled 42
was arrested and carried 1705
was arrested and chained 40
was arrested and charged 48199
was arrested and clapped 105
was arrested and closely 47
was arrested and cruelly 59
was arrested and deposed 194
was arrested and dragged 365
was arrested and escaped 117
was arrested and falsely 86
was arrested and finally 218
was arrested and flogged 116
was arrested and hurried 254
was arrested and hustled 80
was arrested and marched 183
was arrested and obliged 53
was arrested and ordered 662
was arrested and paraded 57
was arrested and paroled 96
was arrested and quickly 86
was arrested and refused 71
was arrested and released 1403
was arrested and removed 530
was arrested and searched 407
was arrested and several 89
was arrested and shipped 248
was arrested and shortly 83
was arrested and whipped 44
was arrested and whisked 69
was arrested but allowed 53
was arrested but escaped 326
was arrested but managed 107
was arrested but released 618
was arrested for accepting 134
was arrested for agitating 56
was arrested for alleged 1346
was arrested for assault 2303
was arrested for assisting 60
was arrested for attacking 180
was arrested for attending 132
was arrested for battery 127
was arrested for bribery 96
was arrested for cocaine 162
was arrested for cruelty 58
was arrested for declaring 45
was arrested for defending 42
was arrested for deserting 44
was arrested for drunken 1274
was arrested for exceeding 47
was arrested for failure 237
was arrested for fomenting 66
was arrested for forgery 795
was arrested for harassing 97
was arrested for harboring 111
was arrested for highway 68
was arrested for illegal 542
was arrested for importing 68
was arrested for insider 61
was arrested for insulting 107
was arrested for larceny 511
was arrested for littering 47
was arrested for loitering 411
was arrested for molesting 236
was arrested for murdering 398
was arrested for obtaining 96
was arrested for operating 234
was arrested for pandering 43
was arrested for perjury 160
was arrested for picketing 558
was arrested for poisoning 53
was arrested for producing 40
was arrested for providing 59
was arrested for receiving 320
was arrested for refusal 47
was arrested for resisting 140
was arrested for robbery 583
was arrested for sedition 1636
was arrested for several 169
was arrested for similar 50
was arrested for slander 43
was arrested for smuggling 726
was arrested for supplying 75
was arrested for swindling 93
was arrested for threatening 230
was arrested for traveling 64
was arrested for urinating 41
was arrested for violation 649
was arrested not because 57
was arrested was because 60
was arrested with several 319
was arrogant and demanding 78
was arrogant and haughty 72
was arrogant and hostile 43
was arrogant and insulting 131
was arrogant and pompous 45
was arrogant and presuming 52
was arrogant and ruthless 47
was arrogant and selfish 74
was artistic and aesthetic 42
was artistic and creative 56
was artistic and musical 70
was assailed and reduced 48
was assailed with charges 54
was assailed with demands 54
was assailed with epithets 42
was assailed with peculiar 50
was assembling and preparing 40
was assembling his warriors 92
was asserted that although 62
was asserted that britain 44
was asserted that british 47
was asserted that certain 123
was asserted that congress 46
was asserted that general 44
was asserted with respect 156
was assessed for taxation 490
was assessed one hundred 83
was assessed using measures 65
was assessed using several 83
was assessed using student 54
was assessed with respect 240
was assessed with several 44
was assigned for payment 152
was assigned for service 72
was assigned for several 77
was assigned his position 49
was assigned its position 47
was assigned its present 51
was assigned low priority 44
was assigned one hundred 56
was assigned this function 58
was assigned this position 58
was assigned this project 41
was assigned top priority 121
was assigned two hundred 40
was assisted and advised 221
was assisted for several 42
was astounding how quickly 61
was atrocious and unknown 42
was attached for failure 45
was attached for judicial 90
was attached for several 71
was attached was ordered 131
was attacked and accused 57
was attacked and boarded 122
was attacked and brought 48
was attacked and carried 1069
was attacked and damaged 720
was attacked and defeated 2688
was attacked and derided 41
was attacked and dragged 56
was attacked and entered 41
was attacked and fatally 84
was attacked and finally 207
was attacked and injured 894
was attacked and invaded 117
was attacked and knocked 109
was attacked and largely 49
was attacked and obliged 108
was attacked and overrun 492
was attacked and pursued 72
was attacked and ravaged 155
was attacked and reduced 111
was attacked and refuted 58
was attacked and removed 43
was attacked and reviled 77
was attacked and several 137
was attacked and stabbed 410
was attacked and stormed 199
was attacked and subdued 135
was attacked and totally 133
was attacked and utterly 146
was attacked and weakened 48
was attacked and worsted 70
was attacked and wounded 1126
was attacked and wrecked 106
was attacked for alleged 132
was attacked for asserting 62
was attacked for impiety 42
was attacked for promoting 48
was attacked for receiving 64
was attacked for several 43
was attacked not because 99
was attacked with cholera 2304
was attacked with chronic 57
was attacked with extreme 57
was attacked with febrile 45
was attacked with general 62
was attacked with headache 205
was attacked with illness 613
was attacked with increasing 107
was attacked with intense 74
was attacked with leprosy 152
was attacked with machine 145
was attacked with malarial 61
was attacked with nervous 47
was attacked with peculiar 47
was attacked with profuse 67
was attacked with renewed 109
was attacked with rockets 53
was attacked with scarlet 168
was attacked with several 69
was attacked with shivering 127
was attacked with similar 58
was attacked with tetanus 269
was attacked with typhoid 688
was attacked with unsparing 44
was attacked with unusual 56
was attacked with vertigo 247
was attacked with violence 103
was attained was perfect 45
was attained with respect 43
was attended and guarded 74
was attended and watched 41
was attended for several 66
was attended with benefit 64
was attended with certain 405
was attended with dreadful 86
was attended with effects 76
was attended with equally 57
was attended with evident 76
was attended with expense 189
was attended with extreme 416
was attended with failure 65
was attended with general 121
was attended with harsher 71
was attended with immense 106
was attended with increasing 58
was attended with intense 67
was attended with painful 72
was attended with peculiar 619
was attended with perfect 222
was attended with perfidy 46
was attended with profuse 51
was attended with results 268
was attended with several 270
was attended with similar 598
was attended with success 2057
was attended with trouble 55
was attended with unusual 380
was attended with violence 81
was attested and carried 130
was attorney for several 52
was attracting new members 53
was audacious and shrinking 46
was authentic and correct 52
was authentic and genuine 42
was awakened and alarmed 448
was awakened and brought 288
was awakened and ordered 100
was backward and forward 170
was balanced and checked 64
was balanced off against 47
was balanced with respect 159
was bandaged and clamped 50
was banished and retired 43
was banished for bribery 72
was banished for several 56
was banished his country 91
was baptized and brought 319
was baptized and crowned 40
was baptized and entered 86
was baptized and married 968
was baptized and renamed 51
was baptized and trained 65
was baptized with triumph 50
was barefoot and carried 84
was barefoot and dressed 317
was barefoot and shivering 41
was barnabas who brought 52
was battered and bruised 1759
was battered and covered 48
was battered and scarred 244
was battered and swollen 126
was beautiful and admired 44
was beautiful and affecting 58
was beautiful and because 286
was beautiful and beloved 78
was beautiful and covered 43
was beautiful and elegant 310
was beautiful and ennobling 118
was beautiful and everything 213
was beautiful and fertile 137
was beautiful and fragile 43
was beautiful and glorious 168
was beautiful and gracious 206
was beautiful and inspiring 401
was beautiful and lovable 70
was beautiful and natural 232
was beautiful and obscene 52
was beautiful and orderly 52
was beautiful and pathetic 45
was beautiful and peaceful 445
was beautiful and perfect 391
was beautiful and pleasant 273
was beautiful and popular 119
was beautiful and precious 160
was beautiful and refined 110
was beautiful and restful 48
was beautiful and shapely 93
was beautiful and sincere 50
was beautiful and slender 46
was beautiful and spacious 103
was beautiful and stately 129
was beautiful and stylish 50
was beautiful and sublime 202
was beautiful but because 303
was beautiful but stately 40
was beautiful with flowers 147
was beautiful with perfect 49
was becalmed for several 113
was bedecked with banners 56
was bedecked with flowers 355
was bedecked with ribbons 53
was begotten and brought 62
was begrimed and flushed 84
was believed and preached 48
was believed and revered 81
was believed for decades 45
was believed for several 63
was believed that african 70
was believed that alcohol 59
was believed that although 192
was believed that america 142
was believed that animals 133
was believed that bacteria 77
was believed that baptism 47
was believed that because 447
was believed that between 141
was believed that britain 170
was believed that british 242
was believed that captain 48
was believed that certain 969
was believed that charles 97
was believed that chinese 114
was believed that colonel 43
was believed that congress 67
was believed that contact 88
was believed that control 71
was believed that diseases 87
was believed that european 71
was believed that everything 579
was believed that failure 110
was believed that fairies 52
was believed that farmers 41
was believed that females 53
was believed that foreign 143
was believed that freedom 50
was believed that general 256
was believed that germany 219
was believed that history 48
was believed that illness 177
was believed that increasing 46
was believed that infants 87
was believed that jackson 43
was believed that jupiter 65
was believed that language 117
was believed that lightning 64
was believed that marriage 59
was believed that members 119
was believed that napoleon 144
was believed that national 81
was believed that natural 110
was believed that objects 43
was believed that organic 161
was believed that parents 101
was believed that perhaps 98
was believed that persons 219
was believed that poverty 108
was believed that private 135
was believed that protein 62
was believed that regional 44
was believed that religion 44
was believed that science 194
was believed that several 230
was believed that similar 59
was believed that slavery 76
was believed that society 95
was believed that somehow 61
was believed that species 46
was believed that spirits 193
was believed that success 100
was believed that teachers 98
was believed that victory 81
was believed that vitamin 118
was believed that western 126
was believed that witches 408
was believed that workers 58
was besieged and carried 44
was besieged and finally 185
was besieged and reduced 151
was besieged and retaken 67
was besieged and starved 56
was besieged and stormed 149
was besieged for several 252
was besieged for thirteen 50
was besieged with callers 83
was besieged with demands 229
was besieged with letters 414
was besieged with persons 85
was besieged with queries 40
was betrayed and beheaded 65
was betrayed and brought 78
was betrayed and crushed 41
was betrayed and defeated 92
was betrothed and married 171
was bitterly and steadily 117
was bloodied and bruised 133
was bloodied and swollen 42
was bloodied but unbowed 53
was blotched and swollen 112
was bordered with flowers 71
was bordered with icicles 58
was borrowed and adapted 206
was borrowed and applied 87
was breathless and excited 504
was breathless and flushed 136
was breathless and trembling 338
was breathless with anxiety 103
was breathless with delight 134
was breathless with exertion 56
was brighter and happier 76
was brighter than capella 40
was brighter than jupiter 88
was brilliant and capable 51
was brilliant and creative 45
was brilliant and crowded 147
was brilliant and elegant 43
was brilliant and erratic 52
was brilliant and inspiring 43
was brilliant and popular 54
was brilliant and sparkling 128
was brilliant and utterly 47
was brilliant but erratic 113
was brilliant with flowers 160
was broadening and deepening 120
was buffeted and gripped 48
was burdened with anxiety 84
was burdened with certain 91
was burdened with disdain 70
was burdened with immense 68
was burdened with pensions 46
was burdened with several 97
was burdened with thoughts 46
was business and pleasure 58
was business that brought 71
was canceled for failure 48
was canvassing for support 46
was captured and accused 42
was captured and adopted 161
was captured and allowed 48
was captured and annexed 84
was captured and beheaded 3761
was captured and blinded 496
was captured and briefly 206
was captured and brought 5113
was captured and carried 2416
was captured and chained 142
was captured and charged 136
was captured and cruelly 109
was captured and deposed 109
was captured and dragged 227
was captured and drowned 45
was captured and escaped 319
was captured and finally 108
was captured and general 46
was captured and largely 40
was captured and lynched 119
was captured and marched 112
was captured and offered 62
was captured and ordered 106
was captured and paraded 57
was captured and paroled 842
was captured and ravaged 89
was captured and reduced 66
was captured and released 337
was captured and removed 130
was captured and renamed 116
was captured and retaken 103
was captured and revealed 44
was captured and scalped 81
was captured and searched 40
was captured and secured 54
was captured and several 89
was captured and shipped 161
was captured and shortly 70
was captured and utterly 70
was captured and wounded 85
was captured but escaped 215
was captured but managed 118
was captured but released 85
was captured near jericho 76
was captured near lexington 48
was captured with general 53
was captured with letters 48
was captured with several 109
was careened for repairs 49
was careless and profuse 151
was careless and selfish 56
was careless but because 41
was careworn and haggard 47
was carpeted with crimson 103
was carpeted with flowers 474
was carpeted with needles 50
was cautioned and charged 78
was censured and ordered 43
was censured and removed 57
was censured for retaining 138
was centered with respect 74
was chairman and charles 57
was chairman for several 85
was chairman mao himself 53
was challenging and demanding 47
was challenging and rewarding 285
was cheerful and affable 128
was cheerful and buoyant 125
was cheerful and content 115
was cheerful and excited 141
was cheerful and familiar 51
was cheerful and helpful 125
was cheerful and hopeful 360
was cheerful and jocular 56
was cheerful and laughed 42
was cheerful and natural 165
was cheerful and patient 209
was cheerful and pleasant 677
was cheerful and reassuring 110
was cheerful and relaxed 361
was cheerful and sanguine 203
was cheerful and sociable 79
was cherries and berries 56
was childish and selfish 53
was christian and catholic 111
was cleverer than herself 85
was cleverer than himself 42
was cleverly put together 57
was clinched and brought 50
was closeted with arlington 94
was closeted with captain 43
was closeted with colonel 76
was closeted with general 143
was clumsily put together 123
was clutched and dragged 130
was codified and enacted 51
was coherent and logical 90
was collecting and analyzing 57
was collecting and examining 83
was collecting and preparing 51
was collecting for charity 44
was collecting for himself 77
was collecting her belongings 45
was collecting her thoughts 104
was collecting his material 127
was collecting his thoughts 476
was comatose for several 71
was combined with alcohol 76
was combined with attacks 53
was combined with calcium 60
was combined with certain 175
was combined with demands 46
was combined with efforts 106
was combined with extreme 114
was combined with general 134
was combined with genuine 43
was combined with increasing 109
was combined with intense 82
was combined with material 55
was combined with measures 65
was combined with national 60
was combined with natural 80
was combined with offerings 71
was combined with official 45
was combined with perfect 49
was combined with pleasure 80
was combined with portions 65
was combined with private 62
was combined with radiation 112
was combined with regular 71
was combined with research 51
was combined with respect 49
was combined with secular 42
was combined with several 269
was combined with similar 71
was combined with support 42
was combined with surgery 59
was combined with vitamin 43
was comforting and familiar 144
was comforting and inspiring 43
was comforting and reassuring 574
was commanding his company 51
was commonly ten dollars 112
was companion and relation 46
was compared with aspirin 280
was compared with average 91
was compared with control 235
was compared with general 41
was compared with heparin 128
was compared with matched 55
was compared with material 55
was compared with measured 78
was compared with national 63
was compared with natural 44
was compared with placebo 2656
was compared with previous 161
was compared with respect 118
was compared with results 322
was compared with routine 60
was compared with samples 47
was compared with several 254
was compared with similar 303
was compared with surgery 51
was compiled and adapted 59
was compiled and adopted 41
was compiled and arranged 170
was compiled and printed 660
was compiled and revised 42
was compiled and written 623
was compiled with debugging 49
was complete and capable 42
was complete and correct 507
was complete and decided 64
was complete and everything 51
was complete and general 95
was complete and genuine 44
was complete and glorious 52
was complete and perfect 984
was complete and printed 55
was complete and regular 210
was complete and reliable 47
was complete and sincere 64
was complete and taxable 42
was complete and thorough 193
was complete with respect 59
was completing her medical 52
was completing her studies 139
was completing his college 71
was completing his medical 320
was completing his research 46
was completing his service 40
was completing his studies 793
was completing this chapter 105
was completing this project 72
was composed and adopted 43
was composed and arranged 213
was composed and peaceful 46
was composed and printed 1027
was composed and recited 199
was composed and relaxed 55
was composed and revised 59
was composed and written 701
was composed for charles 45
was computed and applied 65
was computed and divided 54
was computed and entered 62
was computed and plotted 275
was computed for several 177
was computed that between 67
was computed that fifteen 51
was computed that upwards 91
was computed using equation 319
was computed with respect 99
was concealed for several 244
was concealed with especial 105
was conceded that certain 66
was conceded that congress 51
was concluding his address 89
was concluding his remarks 118
was conducting her research 95
was conducting his affairs 96
was conducting his research 373
was conducting his studies 103
was conducting its affairs 172
was conducting its inquiry 93
was conducting them towards 59
was conducting this research 139
was conferring with colonel 49
was conferring with general 114
was conferring with several 68
was confined and limited 218
was confined for fifteen 76
was confined for several 879
was confined for thirteen 65
was confined was robbery 43
was confined was secured 42
was confined was strongly 111
was confined with illness 43
was confused and abashed 42
was confused and alarmed 228
was confused and annoyed 263
was confused and ashamed 140
was confused and awkward 46
was confused and baffled 119
was confused and blinded 217
was confused and blurred 105
was confused and blushed 44
was confused and chaotic 67
was confused and confusing 341
was confused and divided 282
was confused and excited 350
was confused and muddled 43
was confused and nervous 109
was confused and obscure 220
was confused and puzzled 289
was confused and shocked 194
was confused and stunned 49
was confused and unhappy 310
was confused and weakened 52
was confused and worried 266
was confused for several 66
was confusion and anarchy 226
was confusion and anxiety 78
was confusion and despair 183
was confusion and division 52
was confusion and failure 44
was confusion and mystery 53
was confusion and turmoil 114
was congested with traffic 109
was conquest and plunder 46
was conscious and capable 48
was conscious and rational 139
was conscious had escaped 87
was conscious his conduct 53
was conscious that although 58
was conscious that between 64
was conscious that everything 167
was conscious that fatally 77
was conscious that perhaps 45
was conscious that several 75
was constant and devoted 52
was constant and faithful 97
was constant and fervent 215
was constant and general 144
was constant and increasing 106
was constant and intense 181
was constant and profuse 41
was constant and regular 238
was constant and sincere 74
was constant and unchanging 273
was constant and unfailing 49
was constant and uniform 417
was constant and visible 114
was constant for several 50
was constant war between 322
was constant with respect 151
was consumed with ambition 319
was consumed with anxiety 909
was consumed with concern 50
was consumed with delight 49
was consumed with despair 64
was consumed with jealousy 1113
was consumed with remorse 227
was consumed with sadness 54
was consumed with thoughts 418
was consumed with vexation 49
was continuing and expanding 111
was continuing her efforts 50
was continuing her journey 73
was continuing her studies 115
was continuing his advance 102
was continuing his attacks 50
was continuing his efforts 428
was continuing his journey 169
was continuing his research 103
was continuing his studies 524
was continuing its advance 172
was continuing its decline 43
was continuing its efforts 263
was continuing its journey 48
was convened and chaired 67
was convened for january 41
was convened for october 61
was conversing with captain 93
was conversing with friends 59
was conversing with general 209
was conversing with himself 50
was conversing with pickering 69
was conversing with several 167
was corporeal and eternal 45
was courteous and affable 585
was courteous and correct 89
was courteous and gallant 96
was courteous and gracious 61
was courteous and helpful 328
was courteous and liberal 147
was courteous and patient 100
was courteous and pleasant 263
was courteous and refined 61
was courteous and tactful 42
was courteous but distant 49
was cowardly and selfish 61
was credited with achieving 103
was credited with assisting 94
was credited with beginning 49
was credited with capturing 133
was credited with certain 76
was credited with composing 46
was credited with designing 153
was credited with directing 68
was credited with effecting 50
was credited with fifteen 53
was credited with improving 163
was credited with increasing 213
was credited with initiating 161
was credited with inspiring 398
was credited with inventing 1355
was credited with launching 88
was credited with magical 182
was credited with obtaining 59
was credited with pioneering 109
was credited with producing 290
was credited with promoting 66
was credited with providing 260
was credited with receiving 91
was credited with restoring 153
was credited with seventy 117
was credited with several 285
was credited with similar 76
was credited with supplying 77
was credited with thirteen 53
was criminal and devoted 97
was crippled for several 54
was critical and demanding 65
was critical and hostile 44
was critical for achieving 45
was critical for obtaining 85
was critical for several 92
was critical for success 180
was critical with respect 69
was crumpled and covered 53
was crumpled and spotted 43
was crumpled and stained 427
was crumpled and twisted 53
was cultured and refined 191
was curiosity that brought 79
was dangerous and against 54
was dangerous and because 109
was dangerous and foolish 134
was dangerous and harmful 78
was dangerous and illegal 108
was dangerous and immoral 43
was dangerous and misleading 121
was dangerous and painful 56
was dangerous and threatening 160
was dangerous and unhealthy 108
was dangerous and useless 74
was dangerous but because 169
was dangerous for britain 47
was dangerous for germany 65
was dangerous for himself 86
was dangerous for persons 40
was dangerous not because 104
was darkness and deathlike 63
was darkness and despair 104
was darkness and eternal 53
was darkness and mystery 58
was darkness and oblivion 112
was darkness and shadows 50
was darkness and silence 2058
was darkness and trouble 44
was daughter and heiress 590
was davidson who belonged 55
was decadent and corrupt 76
was deceived and imposed 62
was deceived and induced 65
was deceived with respect 96
was decisive with respect 49
was declared and carried 45
was declared and enacted 622
was declared and general 44
was declared and several 45
was declared for taxation 295
was declared its capital 43
was declared not subject 93
was declared that although 55
was declared that because 43
was declared that certain 170
was declared that congress 93
was declared that everything 58
was declared that general 46
was declared that persons 66
was declared that private 71
was declared that slavery 43
was declared with germany 297
was declared with holland 49
was declared with perfect 55
was declared with respect 54
was declined with evident 64
was declined with respect 58
was decorous and orderly 45
was decreased with increase 53
was decreased with increasing 442
was deducted and withheld 110
was deepened and widened 512
was defended with courage 74
was defended with unequal 50
was deferred and finally 62
was deferred for several 280
was definite and assured 52
was definite and certain 179
was definite and decided 53
was definite and limited 40
was definite and precise 120
was deflated and removed 50
was deformed and waddled 67
was degraded and reduced 294
was degraded and weakened 128
was dejected and unhappy 64
was delicate and complex 54
was delicate and elegant 49
was delicate and fragile 213
was delicate and nervous 158
was delicate and precise 51
was delicate and refined 376
was delicate and slender 64
was delirious for several 215
was delirious with delight 122
was delirious with pleasure 99
was delivering her message 58
was delivering his address 269
was delivering his harangue 49
was delivering his lecture 138
was delivering his message 422
was delivering this address 76
was delivering this message 75
was demanded and allowed 52
was demanded and carried 53
was demanded and finally 46
was demanded and granted 438
was demanded and refused 543
was demanded and secured 150
was demanded but refused 45
was demanded with increasing 46
was demanded with opinions 54
was denouncing all religion 95
was depicted two thousand 124
was depraved and corrupt 41
was describing and inventing 50
was describing was exactly 41
was deserted and forlorn 50
was deserted for several 72
was designed and adapted 309
was designed and adopted 183
was designed and applied 241
was designed and arranged 139
was designed and brought 85
was designed and carried 1442
was designed and crafted 150
was designed and enacted 77
was designed and engraved 528
was designed and erected 1104
was designed and largely 82
was designed and managed 173
was designed and modeled 81
was designed and mounted 51
was designed and offered 83
was designed and ordered 71
was designed and painted 406
was designed and piloted 82
was designed and planned 537
was designed and planted 90
was designed and printed 1074
was designed and realized 117
was designed and refined 46
was designed and staffed 49
was designed and started 77
was designed and studied 55
was designed and trained 126
was designed and typeset 1902
was designed and written 681
was designed for assessing 85
was designed for certain 100
was designed for charles 43
was designed for clients 46
was designed for coastal 65
was designed for college 238
was designed for comfort 315
was designed for control 48
was designed for defense 131
was designed for detecting 62
was designed for digital 58
was designed for display 89
was designed for economy 61
was designed for european 51
was designed for exactly 72
was designed for foreign 81
was designed for general 922
was designed for himself 95
was designed for infants 55
was designed for mankind 49
was designed for maximum 1534
was designed for medical 54
was designed for members 77
was designed for minimum 209
was designed for national 54
was designed for network 82
was designed for obtaining 48
was designed for operating 54
was designed for optimal 63
was designed for optimum 187
was designed for outdoor 49
was designed for parents 131
was designed for peaceful 51
was designed for persons 212
was designed for pleasure 73
was designed for popular 143
was designed for primary 113
was designed for privacy 108
was designed for private 151
was designed for producing 92
was designed for recording 127
was designed for regular 61
was designed for research 265
was designed for routine 61
was designed for schools 43
was designed for science 41
was designed for screening 114
was designed for service 352
was designed for several 124
was designed for smaller 127
was designed for spanish 94
was designed for storage 170
was designed for student 43
was designed for studies 75
was designed for surface 47
was designed for systems 101
was designed for teachers 219
was designed for utility 111
was designed for windows 575
was designed for workers 62
was designed that allowed 76
was designed with careful 48
was designed with certain 63
was designed with maximum 83
was designed with minimal 43
was designed with respect 93
was designed with several 369
was designed with similar 52
was desirous that marianne 122
was desolate and forlorn 104
was despised and avoided 53
was despised and derided 55
was despised and ignored 62
was despised and laughed 51
was despised and scorned 93
was despised and shunned 141
was despotic and corrupt 53
was destined for algiers 60
was destined for america 126
was destined for certain 42
was destined for college 72
was destined for eternal 97
was destined for european 49
was destined for failure 598
was destined for foreign 211
was destined for freedom 66
was destined for germany 132
was destined for harvard 55
was destined for himself 69
was destined for ireland 73
was destined for markets 49
was destined for marriage 62
was destined for national 53
was destined for oblivion 151
was destined for overseas 143
