labile hypertensive patients 76
little circumstance occurred 436
little communication occurred 63
little concentrated attention 290
little concentrated sulfuric 200
little concentrated telegram 56
little confirmatory evidence 297
little consideration compared 70
little consideration required 63
little consideration suffices 149
little consideration suggests 63
little constructive activity 102
little constructive attention 86
little constructive feedback 41
little constructive guidance 60
little constructive interest 41
little constructive progress 43
little contemporary attention 105
little contemporary evidence 1613
little contemporary interest 146
little contemptible creatures 529
little countervailing pressure 43
little demonstrable evidence 96
little disadvantage compared 52
little disagreement concerning 319
little discretionary authority 569
little discriminant validity 46
little documentation concerning 166
little documentation survives 112
little eccentricity revolved 88
little experimental analysis 55
little experimental attention 445
little experimental evidence 11456
little experimental interest 47
little governmental activity 99
little governmental attention 58
little governmental interest 130
little histological evidence 115
little indisputable evidence 90
little inflammatory response 575
little insecticidal activity 69
little institutional authority 93
little institutional autonomy 50
little institutional capacity 126
little institutional interest 54
little intellectual activity 564
little intellectual affinity 44
little intellectual attention 49
little intellectual capacity 480
little intellectual challenge 289
little intellectual curiosity 1098
little intellectual exercise 132
little intellectual guidance 41
little intellectual interest 369
little intellectual progress 155
little intellectual property 118
little intellectual stimulus 200
little intelligence concerning 43
little international attention 1078
little international business 77
little international exposure 93
little international interest 294
little international migration 56
little international presence 45
little international pressure 64
little international response 48
little neighborhood children 44
little neighborhood consisting 57
little observational evidence 519
little parliamentary interest 64
little parliamentary scrutiny 47
little physiological activity 90
little physiological evidence 327
little physiological interest 104
little premeditation encumber 90
little quantitative analysis 227
little quantitative evidence 1666
little regenerative capacity 64
little revolutionary activity 338
little revolutionary generals 130
little revolutionary potential 172
little satisfactory evidence 1044
little satisfactory progress 132
little significance attached 147
little significance attaches 178
little significance compared 1123
little significance provided 48
little significance relative 78
little specifically christian 202
little subordination disappear 76
little substantiated evidence 85
little unmentionable parasite 63
lively contemporary interest 95
lively intellectual activity 141
lively intellectual capacity 49
lively intellectual curiosity 440
lively intellectual exchanges 59
lively intellectual interest 161
lively intellectual movement 66
lively intellectual tradition 56
lively intelligence rendered 40
lively international commerce 48
lobbying expenditures incurred 54
lobbying expenditures normally 172
locate instructional materials 59
locating instructional materials 45
locating interrelated articles 106
longest continuously occupied 198
longest continuously operated 111
longest international boundary 61
looked considerably appalled 62
looked considerably brighter 162
looked considerably relieved 124
looked exceptionally beautiful 159
looked exceptionally handsome 109
looked particularly appetizing 131
looked particularly beautiful 520
looked particularly brilliant 59
looked particularly cheerful 71
looked particularly dangerous 67
looked particularly friendly 43
looked particularly glittering 47
looked particularly handsome 375
looked particularly helpless 43
looked particularly sinister 67
looked particularly splendid 42
looked particularly uninviting 44
looked tremendously relieved 89
looked unbelievably beautiful 87
looked unbelievably handsome 69
losses considerably exceeded 67
lovely interrogator received 53
lowering unemployment benefits 54
lowest agricultural potential 45
lowest concentration observed 52
lowest concentration possible 135
lowest concentration required 109
lowest contemporary estimate 46
lowest gravitational potential 45
lowest intelligence quotient 78
lowest magnification possible 173
lowest socioeconomic category 140
lowest socioeconomic positions 55
lowest socioeconomic quartile 124
lowest temperatures attained 115
lowest temperatures expected 53
lowest temperatures observed 183
lowest temperatures obtained 55
lowest temperatures occurred 106
lowest temperatures possible 63
lowest temperatures recorded 1065
lumber manufactured therefrom 55
luxury agricultural products 65
