laborsaving technology in 56
landscape information is 53
landscape introduced by 100
landscape management as 136
landscape management by 83
landscape management in 376
landscape management is 294
landscape management of 70
landscape management on 66
landscape management or 56
landscape management to 101
landscape orientation by 81
landscape orientation if 45
landscape orientation in 150
landscape orientation is 322
landscape orientation of 114
landscape orientation on 239
landscape orientation or 45
landscape orientation so 159
landscape orientation to 185
landscape overwhelms the 68
landscape photograph is 88
landscape photograph of 56
landscape pockmarked by 60
landscape punctuated by 393
landscape references in 51
landscape regardless of 106
landscape reinforced the 40
landscape reinforces the 94
landscape representing the 275
landscape represents an 196
landscape represents the 456
landscape reproduced in 95
landscape restoration in 65
landscape restoration is 91
landscape structured by 78
landscape structures in 68
landscape suggestive of 151
landscape surrounded by 488
landscape surrounded the 41
landscape surroundings of 65
landscape symbolizes the 79
landscape unaffected by 55
landscape understood as 140
landslide majorities in 62
landslide occurrence in 132
landslide occurrence is 63
landslide proportions in 93
landslide proportions of 91
languorous atmosphere of 199
languorous melancholy of 42
languorous sensuality of 47
largeness attributed by 58
lascivious approaches of 74
lascivious contortions of 66
lascivious description of 57
lascivious rhapsodies of 63
lassitude consequent on 171
latencies comparable to 76
latencies introduced by 114
laterally compressed as 291
laterally compressed at 164
laterally compressed by 100
laterally compressed in 435
laterally compressed or 265
laterally compressed so 455
laterally compressed to 215
laterally contiguous to 40
laterally continuous in 52
laterally equivalent to 970
laterally restrained at 94
laterally restrained by 129
laterally superficial to 53
laterally surrounded by 73
latitudes comparable to 88
latitudes correspond to 105
latitudes determined by 220
latitudes equivalent to 123
latitudes frequented by 52
laudatory adjectives in 43
laudatory appraisals of 61
laudatory appreciation of 171
laudatory assessment of 238
laudatory biographies of 265
laudatory commentary on 72
laudatory criticisms of 49
laudatory dedications to 62
laudatory description of 1079
laudatory discussions of 44
laudatory evaluations of 44
laudatory expressions of 64
laudatory inscription in 164
laudatory inscription of 47
laudatory inscription on 68
laudatory inscription to 76
laudatory recognition of 62
laudatory references in 70
laudatory references to 1449
laudatory statements by 87
laudatory statements in 57
laudatory statements of 83
laudatory statements on 40
laudatory suggestions of 40
laughable adventures in 42
laughable adventures of 57
laughable caricature of 114
laughable description of 217
laughable exhibitions of 77
laughable presumption on 51
laughable translation of 53
laughably inadequate to 85
lavaliere microphone is 97
lavaliere microphone to 99
lawmakers considered the 76
lawmakers criticized the 42
lawmakers interested in 48
lawmakers recognized the 135
lawmakers representing the 47
lawmakers sympathetic to 45
lawmakers understand the 42
laxatives prescribed by 88
layperson interested in 374
leaderless resistance is 83
leadership acceptable to 288
leadership accustomed to 48
leadership acquiesced in 138
leadership acquiesced to 41
leadership activities as 271
leadership activities at 95
leadership activities by 68
leadership activities in 852
leadership activities is 113
leadership activities of 563
leadership activities on 108
leadership activities or 54
leadership activities to 167
leadership apparently is 46
leadership applicable to 65
leadership appreciated the 107
leadership appreciates the 55
leadership approached the 169
leadership approaches in 309
leadership approaches is 68
leadership approaches of 121
leadership approaches the 83
leadership approaches to 271
leadership appropriate to 581
leadership aspirations in 128
leadership aspirations of 220
leadership assessment of 64
leadership attributed the 63
leadership attributed to 135
leadership attributes as 159
leadership attributes in 175
leadership attributes of 270
leadership attributes or 59
leadership attributes to 86
leadership buttressed by 41
leadership candidates in 91
leadership candidates to 120
leadership capability by 41
leadership capability in 213
leadership capability is 130
leadership capability of 301
leadership capability to 127
leadership capacities as 47
leadership capacities at 53
leadership capacities in 339
leadership capacities of 479
leadership capacities to 106
leadership celebrated the 53
leadership commitment in 62
leadership commitment is 123
leadership commitment to 1352
leadership committees in 70
leadership committees of 99
leadership comparable to 458
leadership competence in 100
leadership competence is 96
leadership competence of 112
leadership competency in 57
leadership competency is 119
leadership competition in 60
leadership complained of 45
leadership components of 120
leadership components on 92
leadership composition of 103
leadership compounded the 57
leadership conference at 240
leadership conference in 742
leadership conference is 51
leadership conference of 159
leadership conference on 253
leadership conference to 95
leadership confidence in 43
leadership confronted the 129
leadership considered it 284
leadership considered the 760
leadership considered to 109
leadership constitute the 76
leadership continuity in 98
leadership continuity is 42
leadership contribute to 237
leadership contributing to 52
leadership controlled by 139
leadership controlled the 247
leadership conventions in 118
leadership conventions of 90
leadership credentials by 43
leadership credentials in 92
leadership credentials of 59
leadership criticized the 157
leadership culminated in 148
leadership determined by 96
leadership determined the 139
leadership determined to 773
leadership determines in 63
leadership determines the 346
leadership discovered the 43
leadership distrusted the 50
leadership emphasized the 364
leadership emphasizes the 418
leadership encouraged the 390
leadership encourages the 114
leadership entrenched in 173
leadership epitomized by 47
leadership equivalent to 40
leadership excellence in 52
leadership experience as 512
leadership experience at 132
leadership experience by 73
leadership experience in 1214
leadership experience is 263
leadership experience of 167
leadership experience on 69
leadership experience or 114
leadership experience to 348
leadership frequently is 48
leadership gravitated to 40
leadership highlights the 91
leadership identified as 126
leadership identified by 244
leadership identified in 114
leadership identified the 100
leadership identifies the 52
leadership illustrate the 49
leadership importance of 40
leadership influenced by 114
leadership influenced the 154
leadership influences on 60
leadership influences the 176
leadership initiatives in 139
leadership initiatives of 60
leadership initiatives to 101
leadership instructed the 144
leadership interested in 215
leadership intervened in 69
leadership intervened to 103
leadership introduced by 74
leadership introduced in 49
leadership introduced the 127
leadership legitimacy in 52
leadership literature as 176
leadership literature by 72
leadership literature in 191
leadership literature is 477
leadership literature of 78
leadership literature to 93
leadership maintained an 58
leadership maintained by 51
leadership maintained the 149
leadership management of 41
leadership manifested by 129
leadership manifested in 147
leadership orientation in 55
leadership orientation is 69
leadership orientation of 116
leadership originated in 58
leadership originates in 55
leadership overlooked the 42
leadership paralleled the 48
leadership perceptions of 287
leadership phenomenon in 89
leadership phenomenon is 63
leadership philosophy in 89
leadership philosophy is 182
leadership philosophy of 280
leadership philosophy to 62
leadership predicated on 90
leadership preparation in 110
leadership preparation is 87
leadership pretensions of 45
leadership principles in 229
leadership principles is 43
leadership principles of 234
leadership principles to 204
leadership proclaimed the 118
leadership recognized by 148
leadership recognized in 43
leadership recognized the 1028
leadership recognizes the 473
leadership reflective of 42
leadership regardless of 460
leadership reinforced the 94
leadership reinforces the 64
leadership reiterated the 44
leadership reorganized the 46
leadership representing the 241
leadership represents an 152
leadership represents the 428
leadership researchers in 50
leadership researchers to 108
leadership responsive to 352
leadership restricted to 59
leadership stimulated the 58
leadership strategies as 103
leadership strategies in 336
leadership strategies is 81
leadership strategies of 184
leadership strategies on 45
leadership strategies to 329
leadership strengthened the 135
leadership structures as 116
leadership structures at 60
leadership structures in 596
leadership structures is 73
leadership structures of 660
leadership structures on 70
leadership structures or 48
leadership structures to 123
leadership subscribed to 76
leadership successions in 82
leadership sufficient to 124
leadership supportive of 104
leadership symbolized by 98
leadership sympathetic to 119
leadership techniques as 113
leadership techniques in 209
leadership techniques is 50
leadership techniques of 124
leadership techniques to 231
leadership transitions in 121
leadership undermined the 162
leadership undermines the 44
leadership understand the 150
leadership understood as 89
leadership understood the 421
leadership undertaken by 45
leadership unhampered by 46
leadership vulnerable to 107
lecturers interested in 74
leftovers immediately or 46
legalized degradation of 173
legalized destruction of 47
legalized importation of 115
legalized institution in 43
legalized institution of 107
legalized instrument of 94
legalized monopolies in 41
legalized persecution of 165
legalized segregation in 1274
legalized segregation of 392
legendary activities of 93
legendary adventures of 320
legendary ancestress of 151
legendary associations of 350
legendary atmosphere of 160
legendary attributes of 180
legendary background of 339
legendary background to 66
legendary biographies of 231
legendary characters as 418
legendary characters in 272
legendary characters of 581
legendary characters or 70
legendary characters to 67
legendary chronicles of 131
legendary commitment to 76
legendary composition of 48
legendary descendant of 78
legendary description of 265
legendary destruction of 87
legendary difficulty of 67
legendary discipline of 50
legendary discoverer of 152
legendary efficiency of 59
legendary elaboration of 73
legendary embodiment of 142
legendary experience of 50
legendary explanation of 333
legendary forefathers of 51
legendary foundations of 67
legendary friendship of 56
legendary genealogies of 66
legendary generosity of 74
legendary government of 41
legendary highwayman of 61
legendary importance in 87
legendary importance of 97
legendary instrument of 41
legendary legislator of 80
legendary literature in 43
legendary literature is 78
legendary literature of 474
legendary narratives in 87
legendary narratives of 296
legendary originator of 80
legendary performers as 141
legendary performers of 48
legendary personages of 56
legendary pilgrimage to 65
legendary popularity of 42
legendary powerhouse in 46
legendary prehistory of 80
legendary productions of 46
legendary progenitor of 328
legendary properties of 77
legendary proportions as 211
legendary proportions by 45
legendary proportions in 433
legendary proportions of 78
legendary proportions to 46
legendary prosperity of 40
legendary references to 152
legendary reluctance to 57
legendary reputations as 45
legendary resistance of 68
legendary resistance to 126
legendary restaurant in 47
legendary settlement of 78
legendary simplicity of 40
legendary university of 286
legislate regardless of 49
leisurely acquisition of 40
leisurely activities as 41
leisurely activities of 219
leisurely afternoons in 44
leisurely afternoons of 91
leisurely application of 42
leisurely appreciation of 273
leisurely approached the 176
leisurely assessment of 45
leisurely atmosphere in 92
leisurely atmosphere of 1207
leisurely composition of 42
leisurely consumption of 147
leisurely cultivation of 71
leisurely description of 266
leisurely discussions in 45
leisurely discussions of 157
leisurely elaboration of 70
leisurely examination in 90
leisurely examination of 1885
leisurely exploration of 1997
leisurely extinguished the 63
leisurely observation of 264
leisurely pilgrimage to 131
leisurely preparation of 97
leisurely procedures of 116
leisurely progression of 56
leisurely retirement in 43
leukocyte aggregation in 132
leukocyte antibodies in 522
leukocyte antibodies on 45
leukocyte attachment to 257
leukocyte dysfunction in 97
leukocyte infiltrate in 61
leukocyte interaction in 83
leukocyte interferon in 2271
leukocyte interferon is 309
leukocyte interferon on 1014
leukocyte interferon to 261
leukocyte populations by 43
leukocyte populations in 358
leukocyte populations to 48
leukocyte precursors in 133
leukocyte transfusion in 319
leveraged acquisition of 184
leveraged investment in 382
leveraged investment is 48
leveraged technology to 119
leveraged transaction in 46
leverages technology to 121
lexically determined by 104
lexically determined in 53
lexically equivalent to 61
lexically restricted in 142
lexically restricted to 92
liberally accessible to 65
liberally advertised in 59
liberally attributed to 145
liberally attributes to 98
liberally considered in 55
liberally contribute to 352
liberally contributing to 220
liberally discounted at 58
liberally encouraged by 541
liberally encouraged in 73
liberally encouraged the 159
liberally encouraged to 109
liberally instructed in 147
liberally interpreting the 300
liberally introduced in 92
liberally maintained at 44
liberally maintained by 89
liberally manifested in 44
liberally ministered to 42
liberally multiplied in 84
liberally patronized by 1094
liberally patronized in 107
liberally patronized it 70
liberally patronized the 548
liberally punctuated by 139
liberally remembered in 42
liberally remunerating the 175
liberally subscribed by 65
liberally subscribed to 361
liberally subsidized by 299
liberally subsidized the 51
liberally translated as 283
liberally translated by 57
liberally undertaken to 60
liberated atmosphere of 353
liberated equivalent to 79
liberated hemoglobin is 193
liberated imagination is 50
liberated immediately on 44
liberated individual in 104
liberated individual is 345
liberated populations in 44
liberated populations of 139
liberates quantities of 50
liberation activities in 115
liberation activities of 119
liberation aspirations of 250
liberation committees as 304
liberation committees in 312
liberation committees of 45
liberation committees to 46
liberation comparable to 51
liberation conference at 62
liberation conference in 175
liberation constitute the 45
liberation government in 135
liberation government of 64
liberation literature of 41
liberation philosophy in 62
liberation philosophy is 59
liberation philosophy of 57
liberation proclaimed by 87
liberation propounded by 43
liberation regardless of 60
liberation represents the 62
liberation revolutions in 820
liberation revolutions is 256
liberation revolutions of 140
liberation undertaken by 69
liberties appertaining to 1877
liberties appropriate to 129
liberties comparable to 53
liberties enumerated in 352
liberties guaranteed by 11498
liberties guaranteed in 1980
liberties guaranteed to 1068
liberties guaranteed us 49
liberties guarantees of 40
liberties improvised by 123
liberties introduced by 50
liberties introduced in 51
liberties objectives of 64
liberties prejudicial to 73
liberties proclaimed by 345
liberties proclaimed in 177
liberties proclaimed or 96
liberties protections in 53
liberties recognized by 207
liberties recognized in 146
liberties regardless of 105
liberties restricted in 45
liberties sacrificed to 40
liberties stipulated in 63
liberties sufficient to 49
liberties suppressed by 47
libertine atmosphere of 124
libertine literature of 138
libertine philosophy of 201
libertine principles of 107
libertine principles or 114
libertine tendencies of 51
libidinal attachment is 100
libidinal attachment of 52
libidinal attachment to 1177
libidinal complement of 130
libidinal complement to 267
libidinal components in 63
libidinal components of 139
libidinal experience of 55
libidinal investment in 1701
libidinal investment is 167
libidinal investment of 899
libidinal phantasies or 47
librarians accustomed to 68
librarians considered it 40
librarians considered the 77
librarians contribute to 152
librarians everywhere to 58
librarians identified the 63
librarians interested in 1946
librarians recognized the 81
librarians regardless of 49
librarians representing the 69
librarians understand the 211
libraries accessible to 1191
libraries classified by 74
libraries collections of 110
libraries comparable to 91
libraries constitute an 100
libraries constitute the 203
libraries contribute to 316
libraries contributing to 162
libraries controlled by 157
libraries cooperated in 62
libraries correspond to 42
libraries designated as 668
libraries designated by 137
libraries designated in 143
libraries everywhere in 85
libraries flourished in 110
libraries frequented by 63
libraries frequently do 45
libraries identified as 56
libraries identified in 127
libraries illustrate the 44
libraries interested in 1756
libraries maintained at 75
libraries maintained by 4287
libraries maintained in 258
libraries originated in 70
libraries referenced by 55
libraries regardless of 245
libraries representing the 88
libraries specialized in 59
libraries subscribed to 236
libraries supplement the 56
libraries university of 560
licentiate examination in 81
licentious activities of 60
licentious affectation of 69
licentious amusements of 52
licentious atmosphere of 225
licentious buffoonery of 80
licentious coarseness of 49
licentious confidence of 147
licentious connections of 50
licentious debauchery of 45
licentious disposition is 49
licentious disposition of 139
licentious disturbers of 54
licentious familiarity of 159
licentious government of 93
licentious imagination of 108
licentious indulgence in 97
licentious indulgence of 324
licentious literature of 62
licentious philosophy of 71
licentious principles of 138
licentious productions of 142
licentious professors of 51
licentious profligacy of 41
licentious remissness of 66
licentious tendencies of 78
licentious turbulence of 82
licentious wickedness of 80
lifestyle acceptable to 74
lifestyle activities in 101
lifestyle activities of 72
lifestyle advantages of 43
lifestyle approaches to 296
lifestyle appropriate to 741
lifestyle aspirations of 217
lifestyle attributes of 42
lifestyle commitment to 52
lifestyle comparable to 189
lifestyle components of 139
lifestyle contribute to 458
lifestyle correlates of 52
lifestyle determined by 48
lifestyle equivalent to 65
lifestyle influenced by 64
lifestyle influences on 257
lifestyle influences the 47
lifestyle information in 49
lifestyle information is 132
lifestyle information on 111
lifestyle information to 159
lifestyle introduced by 42
lifestyle maintained by 96
lifestyle management in 91
lifestyle management is 95
lifestyle management of 99
lifestyle management to 111
lifestyle predicated on 127
lifestyle prescribed by 89
lifestyle regardless of 125
lifestyle regularity in 83
lifestyle represents the 78
lifestyle strategies in 48
lifestyle strategies to 165
lifestyle surrounded by 56
lifetimes calculated by 53
lifetimes comparable to 251
lifetimes correspond to 75
lifetimes determined by 104
ligaments constitute the 105
ligaments contribute to 418
ligaments correspond to 46
lightened frequently by 43
lighthouse authorities in 128
lighthouse authorities of 48
lighthouse authorities or 263
lighthouse authorities to 159
lighthouse illuminating the 64
lighthouse surrounded by 113
lightness appropriate to 53
lightness computation in 94
likeliest candidates to 83
likeliest explanation is 1269
likeliest explanation of 713
likeliest supposition is 72
limestone aggregates in 97
limestone approaches the 42
limestone buttresses of 47
limestone composition of 91
limestone concretions at 153
limestone concretions in 430
limestone concretions of 189
limestone concretions or 96
limestone constitute the 228
limestone constituting the 79
limestone decomposes to 65
limestone discovered in 46
limestone dissolution in 148
limestone dissolution is 114
limestone equivalent to 184
limestone escarpment at 55
limestone escarpment in 65
limestone escarpment is 46
limestone escarpment of 245
limestone escarpment on 62
limestone escarpment to 46
limestone foundations of 293
limestone grasslands of 106
limestone landscapes of 59
limestone outcroppings in 231
limestone outcroppings of 61
limestone outcroppings on 85
limestone penetrated by 113
limestone precipices of 373
limestone promontory of 65
limestone properties in 299
limestone representing the 96
limestone represents the 190
limestone reservoirs in 157
limestone reservoirs of 168
limestone sculptures of 94
limestone structures in 89
limestone structures of 53
limestone surrounded by 194
limestone topography of 60
limestone wilderness of 54
limitation agreements in 181
limitation agreements is 43
limitation agreements of 229
limitation agreements on 44
limitation agreements or 53
limitation agreements to 104
limitation applicable in 325
limitation applicable to 8952
limitation appropriate to 109
limitation attributed to 64
limitation categories of 87
limitation comparable to 176
limitation conference in 164
limitation conference of 43
limitation constrains the 73
limitation determined by 144
limitation determined in 54
limitation determines the 151
limitation eliminates the 70
limitation encourages an 41
limitation equivalent to 286
limitation highlights the 51
limitation identified by 91
limitation identified in 67
limitation introduced by 670
limitation introduced in 93
limitation legislation in 51
limitation multiplied by 116
limitation prescribed by 5933
limitation prescribed in 5424
limitation prescribed is 55
limitation prescribed to 62
limitation recognized by 237
limitation recognized in 67
limitation regardless of 257
limitation represents an 44
limitation represents the 89
limitation restricted the 111
limitation separately to 46
limitation simplifies the 40
limitation stipulated in 65
limitation subsequent to 72
limitation sufficient to 209
limitation warranties of 2112
limitless acquisition of 114
limitless application of 115
limitless approaches to 73
limitless aspirations of 81
limitless assortment of 159
limitless background of 45
limitless boundaries of 531
limitless capability of 41
limitless capability to 45
limitless capacities of 256
limitless capacities to 41
limitless combination of 169
limitless commitment to 53
limitless complexity of 180
limitless confidence in 1101
limitless confidence of 51
limitless consumption of 49
limitless enterprise of 151
limitless experience in 42
limitless experience of 42
limitless exploration of 43
limitless generosity of 118
limitless hinterland of 70
limitless imagination of 103
limitless information on 43
limitless plasticity of 53
limitless presumption of 85
limitless pretensions of 59
limitless progression of 95
limitless prosperity of 44
limitless quantities at 48
limitless quantities in 98
limitless quantities of 1121
limitless repertoire of 198
limitless repository of 48
limitless reservoirs of 79
limitless storehouse of 197
limitless variability of 65
limitless vocabulary of 54
limitless wilderness of 147
limousine approached the 335
limousine surrounded by 215
lineaments correspond to 49
linearized description of 104
linearized formulation of 79
linguistics appropriate to 73
linguistics conference in 55
linguistics contribute to 64
linguistics department at 700
linguistics department in 161
linguistics department of 339
linguistics emphasizes the 48
linguistics literature on 55
linguistics originated in 41
liquefied regardless of 95
liquidate colonialism in 45
liquidate completely the 146
liquidate illiteracy in 71
liquidate securities in 67
liquidate securities or 40
liquidate securities to 58
liquidating colonialism in 100
liquidating corporation as 264
liquidating corporation at 136
liquidating corporation in 1342
liquidating corporation is 1019
liquidating corporation of 134
liquidating corporation on 860
liquidating corporation or 333
liquidating corporation the 122
liquidating corporation to 1063
liquidating illiteracy in 74
liquidating preference of 225
liquidating securities in 107
liquidity advantages of 87
liquidity assistance in 91
liquidity assistance is 95
liquidity assistance to 367
liquidity calculated by 70
liquidity comparable to 60
liquidity constraint in 142
liquidity constraint is 399
liquidity constraint of 83
liquidity constraint on 219
liquidity constraint to 52
liquidity determines the 45
liquidity facilities to 65
liquidity management as 151
liquidity management at 56
liquidity management by 304
liquidity management in 370
liquidity management is 840
liquidity management of 517
liquidity management the 42
liquidity management to 83
liquidity preference as 1396
liquidity preference at 147
liquidity preference by 189
liquidity preference in 1010
liquidity preference is 4335
liquidity preference of 4183
liquidity preference on 719
liquidity preference or 440
liquidity preference the 238
liquidity preference to 523
liquidity properties of 68
liquidity sufficient to 249
listeners accustomed to 353
listeners appreciated the 62
listeners comprehend the 49
listeners considered it 42
listeners considered the 63
listeners contribute to 56
listeners experience the 126
listeners identified the 138
listeners interested in 435
listeners recognized the 98
listeners regardless of 101
listeners remembered the 44
listeners spellbound as 124
listeners spellbound by 50
listeners understand it 109
listeners understand the 801
listeners understood it 61
listeners understood the 212
literally annihilating the 50
literally applicable in 241
literally applicable to 2116
literally appropriate to 135
literally astonished at 52
literally astonished the 42
literally astonished to 58
literally attributed to 102
literally bankrupted the 49
literally captivated by 40
literally comparable to 101
literally compounded of 85
literally considered as 302
literally considered the 62
literally considered to 72
literally constitute the 215
literally constructing the 53
literally constructs the 55
literally contribute to 49
literally controlled by 129
literally controlled the 261
literally correspond to 263
literally demolished the 110
literally designated by 55
literally designates an 46
literally designates the 76
literally determined by 138
literally determined the 100
literally determines the 133
literally devastated by 106
literally devastated the 117
literally disappeared as 155
literally disappeared in 196
literally discovered the 81
literally eliminated the 61
literally encouraged to 44
literally equivalent to 440
literally everywhere at 75
literally everywhere in 352
literally everywhere on 78
literally experience the 125
literally experiencing the 60
literally expressive of 154
literally fabricated by 44
literally fascinated by 139
literally frightened by 61
literally frightened of 123
literally frightened the 56
literally frightened to 408
literally generations of 95
literally government by 68
literally handcuffed to 40
literally hypnotized by 88
literally identified as 90
literally identifies the 53
literally illuminate the 51
literally illustrate the 125
literally illustrating the 56
literally impossible by 50
literally impossible if 51
literally impossible in 283
literally impossible of 126
literally impossible or 81
literally impossible to 8147
literally imprisoned by 111
literally imprisoned in 299
literally incarnated in 43
literally incoherent or 88
literally incredible to 56
literally insensible to 124
literally interested in 61
literally interpreting the 267
literally interprets the 81
literally interrupts the 61
literally invaluable in 49
literally invaluable to 41
literally irrelevant to 56
literally manifested in 85
literally mesmerized by 66
literally multitudes of 56
literally mushroomed in 43
literally obliterate the 40
literally obstructed by 44
literally overflowed the 52
literally overturned the 50
literally overwhelming to 55
literally overwhelms the 104
literally penetrates the 59
literally predicable of 65
literally predicated of 96
literally prescribed by 49
literally prescribed in 81
literally programmed to 68
literally pulverized the 68
literally regardless of 78
literally reinvented the 55
literally representing the 216
literally represents the 431
literally reproduced by 68
literally reproduced in 1003
literally reproduced the 107
literally reproduces the 150
literally restricted to 135
literally sacrificed at 114
literally sacrificed in 47
literally sacrificed to 180
literally spellbound by 100
literally sufficient to 41
literally suffocated by 94
literally surrounded by 3864
literally surrounded on 42
literally surrounded the 156
literally terrorized by 50
literally terrorized the 78
literally transcends the 58
literally transcribe the 41
literally transforming it 42
literally transforming the 204
literally transforms the 263
literally translated as 18264
literally translated by 1737
literally translated in 1487
literally translated is 667
literally translated it 492
literally translated or 115
literally translated the 588
literally translated to 533
literally translates as 9362
literally translates the 319
literally translates to 1131
literally transposed to 48
literally truckloads of 77
literally unconscious of 81
literally undermined by 48
literally undermined the 53
literally understand it 136
literally understand the 74
literally understood as 901
literally understood by 196
literally understood in 202
literally understood is 56
literally understood of 182
literally understood to 126
literally unspeakable in 92
literally unthinkable in 183
literally unthinkable to 192
lithograph complained of 62
lithograph representing the 156
lithograph represents the 125
lithograph reproduced in 124
litigants appreciated the 44
litigated frequently in 53
litigated separately in 103
litigation activities in 50
litigation activities of 237
litigation appropriate to 41
litigation committees in 48
litigation committees to 75
litigation consequent on 53
litigation culminated in 119
litigation department at 147
litigation department in 104
litigation department is 134
litigation department of 424
litigation equivalent of 48
litigation establishing the 47
litigation experience in 445
litigation experience is 67
litigation experience of 92
litigation experience to 63
litigation incidental to 638
litigation instigated by 141
litigation instituted by 784
litigation instituted in 77
litigation interpreting the 45
litigation introduced by 51
litigation multiplied by 241
litigation originated in 88
litigation originates in 41
litigation outweighed the 60
litigation procedures in 120
litigation procedures of 54
litigation regardless of 189
litigation represents an 49
litigation represents the 53
litigation strategies in 111
litigation strategies of 201
litigation strategies to 141
litigation subsequent to 125
litigation sufficient to 137
litigation terminated in 63
litigation undertaken by 198
litigation undertaken in 47
litigation undertaken to 45
liturgies celebrated by 53
liturgies celebrated in 212
liveliest abhorrence of 55
liveliest appreciation of 166
liveliest attachment to 44
liveliest conceptions of 50
liveliest description of 221
liveliest discussions in 41
liveliest discussions of 79
liveliest enjoyments of 63
liveliest expressions of 641
liveliest imagination in 42
liveliest imagination is 53
liveliest imagination to 152
liveliest impressions of 222
liveliest indignation at 72
liveliest indignation in 182
liveliest indignation of 42
liveliest indignation on 53
liveliest intellects of 45
liveliest sentiments of 623
liveliest transports of 122
livestock activities as 47
livestock activities in 672
livestock activities is 126
livestock activities of 75
livestock activities on 104
livestock activities to 69
livestock associations in 226
livestock associations of 48
livestock associations to 131
livestock components of 159
livestock constitute the 129
livestock consumption in 61
livestock consumption is 117
livestock consumption of 90
livestock contribute to 85
livestock department of 123
livestock depredation by 99
livestock enterprise as 192
livestock enterprise in 250
livestock enterprise is 577
livestock enterprise of 194
livestock enterprise on 334
livestock enterprise or 152
livestock enterprise to 177
livestock facilities in 42
livestock industries as 99
livestock industries in 818
livestock industries is 49
livestock industries of 380
livestock industries to 129
livestock influences on 61
livestock integration in 237
livestock integration is 80
livestock introduced by 118
livestock investment in 78
livestock maintained by 152
livestock maintained on 169
livestock management as 136
livestock management by 67
livestock management in 934
livestock management is 298
livestock management of 41
livestock management on 121
livestock management or 62
livestock management to 172
livestock populations in 1061
livestock populations is 65
livestock populations of 157
livestock populations on 76
livestock populations to 169
livestock regardless of 112
livestock represents an 44
livestock represents the 48
livestock statistics in 110
livestock sufficient to 45
lobbyists interested in 195
lobbyists registered in 141
lobbyists representing the 423
localized accurately by 78
localized accurately in 42
localized activities in 137
localized activities of 288
localized adaptations to 96
localized aggregates of 177
localized aggregation of 246
localized alterations in 540
localized alterations of 190
localized application of 1892
localized application to 48
localized approaches to 188
localized associations of 121
localized bronchitis or 46
localized carcinomas of 53
localized circulation of 40
localized collections of 2578
localized components of 173
localized compression of 358
localized conceptions of 158
localized contraction in 123
localized contraction of 1022
localized deficiency in 136
localized deficiency of 339
localized deformation at 222
localized deformation in 858
localized deformation is 332
localized deformation of 646
localized deformation or 53
localized degradation of 304
localized depressions in 49
localized description of 523
localized destruction in 110
localized destruction of 3218
localized destruction or 90
localized detachment of 418
localized difference in 130
localized discomfort in 144
localized discomfort or 123
localized disruptions of 46
localized dissolution of 448
