labeling theory emphasizes 115
latter kind inadequate 64
latter leads inevitably 54
latter left unfinished 70
latter less frequently 116
latter lies immediately 45
latter line represents 75
latter many entertaining 84
latter more abundantly 51
latter more acceptable 120
latter more accessible 97
latter more accurately 223
latter more appropriate 68
latter more attractive 217
latter more completely 151
latter more convenient 100
latter more deliberate 49
latter more distinctly 63
latter more economical 45
latter more explicitly 77
latter more formidable 73
latter more frequently 2308
latter more illustrious 93
latter more immediately 103
latter more interested 60
latter more intimately 43
latter more profitable 65
latter more pronounced 63
latter more responsive 61
latter more restricted 252
latter more serviceable 46
latter more subjective 60
latter more successful 84
latter more vulnerable 75
latter most accurately 60
latter most definitely 58
latter most frequently 1135
latter most vehemently 116
latter must compensate 45
latter must constantly 87
latter must constitute 74
latter must contribute 85
latter must correspond 146
latter must eventually 154
latter must frequently 97
latter must immediately 227
latter must inevitably 518
latter must originally 44
latter must presumably 45
latter must ultimately 162
latter must understand 106
latter name apparently 54
latter name originated 58
latter name represents 40
latter only indirectly 182
latter only marginally 50
latter only moderately 64
latter only multiplies 87
latter only relatively 53
latter only represents 92
latter part represents 44
latter rate represents 40
latter seem determined 44
latter seem immediately 136
latter soon disappeared 161
latter soon discovered 269
latter soon recognized 64
latter take precedence 640
latter taking precedence 268
latter term apparently 96
latter term designated 46
latter term designates 335
latter term emphasizes 145
latter term frequently 66
latter term originally 66
latter term originated 49
latter term representing 84
latter term represents 307
latter term translates 40
latter term understood 79
latter their difference 64
latter their peripheral 51
latter three activities 86
latter three approaches 128
latter three attributes 42
latter three categories 1109
latter three characters 47
latter three components 186
latter three constitute 53
latter three indicators 40
latter three industries 64
latter three mechanisms 66
latter three objectives 41
latter three parameters 170
latter three principles 49
latter three properties 85
latter three quantities 132
latter three references 62
latter three statements 50
latter three strategies 50
latter three structures 84
latter three substances 83
latter three techniques 114
latter took cognizance 40
latter took particular 43
latter took precedence 628
latter type frequently 79
latter type represents 133
latter used frequently 43
latter used respondent 73
latter used sufficient 55
latter very distinctly 48
latter very frequently 315
latter very remarkable 42
latter view emphasizes 72
latter view eventually 56
latter view recognizes 59
latter view represents 112
latter well maintained 40
latter well understood 160
latter went immediately 61
latter were absolutely 214
latter were acceptable 51
latter were accessible 62
latter were accustomed 305
latter were acquainted 115
latter were admittedly 64
latter were aggravated 47
latter were apparently 867
latter were applicable 49
latter were approached 75
latter were associations 52
latter were astonished 146
latter were attributed 155
latter were beautifully 46
latter were calculated 462
latter were celebrated 358
latter were chimerical 151
latter were circulated 88
latter were classified 286
latter were comparable 57
latter were completely 1220
latter were compressed 45
latter were confounded 53
latter were confronted 79
latter were consciously 48
latter were considered 5028
latter were consistent 55
latter were constantly 769
latter were contraband 177
latter were controlled 209
latter were criticized 62
latter were cultivated 82
latter were dangerously 89
latter were decisively 68
latter were definitely 207
latter were designated 279
latter were determined 1255
latter were diminished 47
latter were discharged 105
latter were discovered 502
latter were distinctly 125
latter were efficacious 43
latter were elaborated 44
latter were eliminated 226
latter were encouraged 449
latter were enormously 41
latter were enthusiastic 64
latter were enumerated 48
latter were equivalent 69
latter were essentially 983
latter were eventually 520
latter were everywhere 108
latter were experiencing 69
latter were explicitly 69
latter were foreigners 108
latter were formidable 83
latter were formulated 117
latter were frequently 1396
latter were frightened 210
latter were frustrated 86
latter were guaranteed 155
latter were habitually 46
latter were hopelessly 67
latter were identified 585
latter were illiterate 66
latter were immediately 1572
latter were immigrants 62
latter were impossible 83
latter were imprisoned 107
latter were inadequate 88
latter were inevitable 43
latter were inevitably 115
latter were infinitely 119
latter were influenced 369
latter were influential 40
latter were inoculated 65
latter were instituted 132
latter were instructed 379
latter were integrated 133
latter were interested 822
latter were intimately 57
latter were introduced 809
latter were landowners 58
latter were lieutenant 117
latter were maintained 375
latter were manifested 52
latter were manifestly 89
latter were multiplied 72
latter were nonetheless 71
latter were notoriously 45
latter were ordinarily 68
latter were originally 1043
latter were ornamented 59
latter were overstepping 59
latter were persecuted 227
latter were personally 46
latter were physically 83
latter were positively 61
latter were preferable 80
latter were preoccupied 115
latter were presumably 304
latter were privileged 128
latter were profoundly 58
latter were prohibited 208
latter were prosecuted 51
latter were quantities 53
latter were recognized 303
latter were reconciled 40
latter were registered 117
latter were reinforced 288
latter were relatively 516
latter were religiously 44
latter were remarkable 87
latter were remarkably 100
latter were reportedly 59
latter were reproduced 47
latter were respectful 43
latter were restrained 120
latter were restricted 659
latter were sacrificed 102
latter were separately 51
latter were stimulated 83
latter were strengthened 98
latter were subdivided 253
latter were substantial 65
latter were successful 652
latter were sufficient 286
latter were superseded 85
latter were supplanted 43
latter were supposedly 129
latter were suppressed 193
latter were surrounded 228
latter were sympathetic 42
latter were terminated 50
latter were translated 158
latter were triumphant 59
latter were ultimately 256
latter were understood 146
latter were undertaken 89
latter were unprepared 42
latter were vanquished 229
latter were vigorously 47
latter were visionaries 51
latter when confronted 47
latter will accomplish 48
latter will accumulate 65
latter will apparently 42
latter will compensate 48
latter will completely 64
latter will constantly 58
latter will constitute 249
latter will contribute 256
latter will correspond 277
latter will definitely 61
latter will distribute 40
latter will eventually 840
latter will experience 239
latter will facilitate 123
latter will frequently 338
latter will illustrate 94
latter will immediately 508
latter will inevitably 672
latter will infallibly 57
latter will ordinarily 164
latter will presumably 136
latter will ultimately 413
latter will understand 130
latter word originally 56
latter work emphasizes 49
latter work originally 44
latter work represents 184
latter your abhorrence 55
laughing like schoolboys 251
launch date approached 376
launch date approaches 202
launch from submarines 46
launch heavy satellites 44
launch into adventures 126
launch into cyberspace 42
launch into discussions 213
launch into speculation 138
launch more satellites 40
launch site facilities 122
launch such initiatives 49
launch such satellites 49
launch their activities 84
launch their businesses 243
launch their enterprise 69
launch their offensives 104
launch their respective 107
launch their satellites 145
launch their successful 78
launch these satellites 101
launch three satellites 126
launch time approached 121
launch your application 761
launch your enterprise 43
laurel from luxembourg 93
laurel wreath surmounted 125
laurel wreath surrounded 68
lavage cell populations 104
lavish gold embroidery 49
lavish their panegyrics 73
lavish their tenderness 46
lawful union activities 222
lawful when undertaken 59
lawyer also represents 127
lawyer came downstairs 84
lawyer from charleston 137
lawyer from cincinnati 298
lawyer from discipline 49
lawyer from louisville 62
lawyer from minneapolis 158
lawyer from montgomery 84
lawyer from pittsburgh 354
lawyer from providence 44
lawyer from representing 975
lawyer from sacramento 61
lawyer having comparable 69
lawyer having information 350
lawyer more interested 48
lawyer must constantly 83
lawyer must immediately 112
lawyer must nonetheless 108
lawyer must understand 462
lawyer well acquainted 49
lawyer were representing 41
lawyer when confronted 41
lawyer will compromise 76
lawyer will eventually 49
lawyer will frequently 143
lawyer will immediately 44
lawyer will inevitably 175
lawyer will understand 108
layers also contribute 68
layers cool completely 50
layers during subsequent 43
layers form concentric 49
layers from identified 58
layers have completely 85
layers have disappeared 137
layers have essentially 46
layers have frequently 44
layers have relatively 76
layers have thicknesses 257
layers having thicknesses 86
layers were apparently 76
layers were calculated 247
layers were chemically 45
layers were completely 179
layers were compressed 80
layers were considered 311
layers were constantly 43
layers were continuous 43
layers were controlled 61
layers were determined 629
layers were discovered 199
layers were eliminated 61
layers were essentially 45
layers were evaporated 237
layers were fabricated 242
layers were frequently 73
layers were homogeneous 45
layers were horizontal 168
layers were identified 635
layers were introduced 166
layers were originally 229
layers were penetrated 65
layers were recognized 168
layers were relatively 116
layers were sandwiched 52
layers will contribute 64
layers will eventually 188
layman from representing 121
layman must understand 46
layman will understand 232
laymen from transferring 41
laymen have difficulty 59
laymen were encouraged 74
laymen were imprisoned 62
laymen were interested 93
laymen were prohibited 59
laymen were spectators 109
laymen will understand 40
layoff from employment 102
layout more attractive 47
leaders also apparently 45
leaders also appreciated 40
leaders also approached 61
leaders also complained 172
leaders also considered 205
leaders also contribute 44
leaders also controlled 46
leaders also cooperated 40
leaders also criticized 174
leaders also discovered 67
leaders also emphasized 251
leaders also encouraged 269
leaders also frequently 81
leaders also identified 78
leaders also influenced 59
leaders also introduced 53
leaders also maintained 142
leaders also proclaimed 41
leaders also recognized 546
leaders also reiterated 46
leaders also understand 198
leaders also understood 465
leaders clung tenaciously 61
leaders drew inspiration 172
leaders during negotiations 52
leaders early recognized 129
leaders even considered 267
leaders ever considered 109
leaders felt frustrated 53
leaders from establishing 59
leaders from everywhere 63
leaders from government 1298
leaders from implementing 40
leaders from individual 50
leaders from khrushchev 213
leaders from management 44
leaders from prosecution 60
leaders from traditional 78
leaders gain confidence 53
leaders gain experience 205
leaders gave assurances 81
leaders gave indications 43
leaders have absolutely 49
leaders have acquiesced 41
leaders have apparently 434
leaders have appreciated 46
leaders have approached 148
leaders have attributed 94
leaders have calculated 48
leaders have campaigned 66
leaders have complained 507
leaders have completely 117
leaders have confidence 159
leaders have confronted 64
leaders have consciously 171
leaders have considered 426
leaders have constantly 345
leaders have controlled 96
leaders have cooperated 92
leaders have criticized 453
leaders have cultivated 80
leaders have definitely 67
leaders have designated 49
leaders have determined 290
leaders have difficulty 421
leaders have disappeared 149
leaders have discovered 738
leaders have emphasized 835
leaders have encouraged 601
leaders have essentially 63
leaders have experience 63
leaders have explicitly 184
leaders have formulated 160
leaders have frequently 1391
leaders have identified 483
leaders have incentives 117
leaders have influenced 155
leaders have instituted 91
leaders have instructed 79
leaders have intervened 66
leaders have introduced 196
leaders have legitimate 53
leaders have maintained 942
leaders have manifested 70
leaders have overlooked 69
leaders have particular 53
leaders have personally 59
leaders have proclaimed 846
leaders have pronounced 67
leaders have recognized 1794
leaders have reinforced 61
leaders have reiterated 176
leaders have relatively 142
leaders have reportedly 77
leaders have restricted 49
leaders have sacrificed 113
leaders have skillfully 60
leaders have steadfastly 88
leaders have stimulated 67
leaders have strengthened 91
leaders have stubbornly 44
leaders have subscribed 45
leaders have substantial 88
leaders have sufficient 268
leaders have tremendous 96
leaders have undermined 72
leaders have understood 534
leaders have undertaken 293
leaders have vigorously 123
leaders held discussions 97
leaders into conference 88
leaders into confidence 185
leaders into government 430
leaders into negotiations 42
leaders into prominence 58
leaders lack confidence 62
leaders like archbishop 157
leaders like bureaucrats 46
leaders like chancellor 40
leaders like congressman 56
leaders like eisenhower 68
leaders like khrushchev 89
leaders like presidents 73
leaders lose confidence 48
leaders lost confidence 84
leaders made concessions 94
leaders made determined 92
leaders made statements 236
leaders make concessions 46
leaders make statements 98
leaders many signatures 74
leaders meet frequently 46
leaders more determined 151
leaders more frequently 300
leaders more interested 205
leaders more responsive 235
leaders more successful 46
leaders more sympathetic 87
leaders more vulnerable 56
leaders most frequently 199
leaders most interested 54
leaders most intimately 41
leaders most sympathetic 61
leaders must accomplish 61
leaders must anticipate 108
leaders must articulate 135
leaders must consciously 49
leaders must constantly 510
leaders must contribute 54
leaders must eventually 107
leaders must facilitate 68
leaders must inevitably 58
leaders must personally 40
leaders must relinquish 44
leaders must ultimately 95
leaders must understand 2130
leaders need information 75
leaders seem determined 235
leaders sent emissaries 50
leaders soon discovered 432
leaders soon recognized 214
leaders took particular 43
leaders well understand 51
leaders well understood 503
leaders were absolutely 250
leaders were accustomed 428
leaders were acquainted 127
leaders were admonished 44
leaders were aggressive 92
leaders were ambivalent 282
leaders were anarchists 61
leaders were answerable 52
leaders were anticipating 79
leaders were apparently 1217
leaders were approached 318
leaders were articulate 65
leaders were articulating 44
leaders were astonished 264
leaders were bewildered 70
leaders were broadcasting 57
leaders were candidates 49
leaders were castigated 47
leaders were celebrated 48
leaders were classified 227
leaders were communists 710
leaders were completely 731
leaders were conditioned 97
leaders were confounded 47
leaders were confronted 1103
leaders were consciously 170
leaders were considered 966
leaders were consistent 130
leaders were constantly 1341
leaders were constructing 62
leaders were controlled 68
leaders were criticized 390
leaders were cultivated 51
leaders were definitely 225
leaders were deliberating 146
leaders were demagogues 71
leaders were designated 224
leaders were despondent 56
leaders were determined 6448
leaders were discharged 214
leaders were discovered 203
leaders were dispatched 92
leaders were distinctly 116
leaders were distracted 106
leaders were distressed 526
leaders were eliminated 410
leaders were embittered 59
leaders were emboldened 100
leaders were emotionally 46
leaders were encouraged 1539
leaders were enormously 48
leaders were enthusiastic 544
leaders were essentially 423
leaders were establishing 78
leaders were eventually 670
leaders were everywhere 222
leaders were exceptional 59
leaders were exonerated 46
leaders were experiencing 117
leaders were explicitly 98
leaders were fascinated 86
leaders were financially 44
leaders were foreigners 107
leaders were forewarned 64
leaders were frequently 1112
leaders were frightened 739
leaders were frustrated 752
leaders were government 110
leaders were hereditary 47
leaders were hopelessly 161
leaders were hypocrites 52
leaders were identified 1279
leaders were illiterate 103
leaders were immediately 658
leaders were immigrants 91
leaders were implicated 418
leaders were implicitly 86
leaders were impressive 51
leaders were imprisoned 5903
leaders were inadequate 40
leaders were indirectly 48
leaders were inevitably 106
leaders were influenced 1073
leaders were influential 310
leaders were instructed 681
leaders were integrated 133
leaders were interested 4060
leaders were intimately 104
leaders were intolerant 56
leaders were introduced 268
leaders were irresolute 40
leaders were justifiably 110
leaders were landowners 54
leaders were liquidated 175
leaders were maintained 59
leaders were nonetheless 133
leaders were nonplussed 105
leaders were notoriously 82
leaders were optimistic 455
leaders were originally 264
leaders were ostensibly 46
leaders were persecuted 539
leaders were persistent 63
leaders were personally 412
leaders were physically 85
leaders were politicians 118
leaders were positively 76
leaders were preoccupied 2121
leaders were presumably 119
leaders were proclaimed 51
leaders were profoundly 322
leaders were prohibited 116
leaders were proscribed 65
leaders were prosecuted 718
leaders were protestant 217
leaders were recognized 426
leaders were reconciled 321
leaders were reinforced 124
leaders were reinstated 79
leaders were relatively 689
leaders were remarkable 43
leaders were remarkably 226
leaders were reportedly 318
leaders were responsive 89
leaders were restrained 83
leaders were restricted 156
leaders were separately 82
leaders were stimulated 52
leaders were strengthened 67
leaders were substantial 45
leaders were successful 951
leaders were sufficient 49
leaders were supplanted 49
leaders were supporters 106
leaders were supportive 190
leaders were supposedly 66
leaders were suppressed 81
leaders were surprisingly 104
leaders were surrounded 160
leaders were sympathetic 568
leaders were triumphant 46
leaders were ultimately 187
leaders were understood 62
leaders were undertaken 49
leaders were uneducated 43
leaders were university 347
leaders were unprepared 300
leaders were vehemently 117
leaders were victimized 59
leaders were vigorously 114
leaders were visionaries 41
leaders were vociferous 61
leaders were volunteers 42
leaders were vulnerable 126
leaders when confronted 127
leaders will constantly 57
leaders will contribute 90
leaders will eventually 354
leaders will experience 128
leaders will frequently 81
leaders will immediately 56
leaders will inevitably 246
leaders will presumably 46
leaders will ultimately 127
leaders will understand 224
leaflet giving information 179
leagues from austerlitz 126
leagues from copenhagen 151
leagues from marseilles 175
leagues from montpelier 66
leagues from montserrat 182
leagues from mozambique 114
leagues from persepolis 50
leagues from strasbourg 183
leagues from valparaiso 105
leagues from versailles 415
leagues were eventually 42
leagues were integrated 73
leagues were segregated 47
leakage from containers 74
leakage from radioactive 186
leakage from reservoirs 279
leakage over insulators 153
learned anger management 46
learned brow flourishes 83
learned coping mechanisms 394
learned coping strategies 640
learned coping techniques 161
learned during acquisition 56
learned during employment 44
learned during instruction 114
learned during interviews 65
learned during orientation 41
learned from ambassador 87
learned from anaxagoras 88
learned from application 160
learned from archbishop 102
learned from archimedes 44
learned from authorities 62
learned from baudelaire 183
learned from biographies 41
learned from blackstone 79
learned from comparison 101
learned from competition 41
learned from complaints 56
learned from copernicus 46
learned from definitions 585
learned from demosthenes 77
learned from description 56
learned from diplomatic 45
learned from discussions 306
learned from dispatches 52
learned from eavesdropping 63
learned from educational 165
learned from eisenhower 82
learned from elementary 87
learned from encounters 74
learned from ethnography 45
learned from evaluations 121
learned from examination 447
learned from excavations 50
learned from experience 84747
learned from experiencing 119
learned from experiment 223
learned from foreigners 313
learned from generations 169
learned from government 151
learned from grandfather 117
learned from grandmother 140
learned from historical 520
learned from implementing 313
learned from incidental 64
learned from indigenous 151
learned from individual 278
learned from informants 207
learned from information 710
learned from innovative 49
learned from instruction 464
learned from interaction 371
learned from interviewing 364
learned from interviews 488
learned from khrushchev 121
learned from laboratory 470
learned from lieutenant 308
learned from literature 395
learned from machiavelli 222
learned from maimonides 67
learned from management 109
learned from maupassant 44
learned from melancholy 47
learned from metternich 44
learned from montgomery 41
learned from newspapers 459
learned from observation 4808
learned from operational 56
learned from palmerston 49
learned from particular 145
learned from philosophy 458
learned from portuguese 191
learned from professors 81
learned from prohibition 48
learned from protagoras 97
learned from protestant 41
learned from psychology 243
learned from randomized 66
learned from relatively 50
learned from researchers 40
learned from richardson 152
learned from scientific 201
learned from scientists 93
learned from shakespeare 657
learned from simulations 52
learned from statements 54
learned from statistics 82
learned from stragglers 58
learned from structural 50
learned from subsequent 196
learned from successful 1327
learned from swedenborg 219
learned from systematic 121
learned from technology 125
learned from traditional 389
learned from trustworthy 276
learned from university 47
learned from westerners 49
learned from yourselves 83
learned have discovered 57
learned have strengthened 44
learned jews translated 41
learned life vicariously 63
learned lord chancellor 585
learned many invaluable 123
learned many strategies 59
learned many techniques 589
learned many traditional 52
learned monk celebrated 54
learned more accurately 238
