lace studiously disarranged 253
least effective technology 47
least efficient businesses 46
least efficient competitor 44
least efficient industries 334
least exceedingly improbable 45
least expensive acceptable 48
least expensive activities 41
least expensive approaches 57
least expensive appropriate 51
least expensive arrangement 269
least expensive combination 544
least expensive components 119
least expensive educational 59
least expensive electronic 52
least expensive equivalent 41
least expensive formulation 93
least expensive instrument 187
least expensive investment 53
least expensive preparation 95
least expensive properties 68
least expensive restaurant 66
least expensive techniques 104
least expensive technology 113
least extremely convenient 158
least extremely disputable 174
least extremely improbable 209
least favorable assumptions 78
least favorable combination 92
least favorable oppositions 61
least frictional resistance 189
least generally acceptable 65
least generally accessible 90
least generally applicable 45
least generally appreciated 80
least generally considered 91
least generally consistent 52
least generally recognized 81
least generally rectilinear 119
least generally understood 507
least impliedly recognized 70
least important activities 124
least important application 62
least important attributes 640
least important benefaction 50
least important categories 97
least important characters 150
least important committees 55
least important components 113
least important department 102
least important difference 94
least important individual 91
least important influences 45
least important information 1281
least important instrument 103
least important objectives 53
least important particular 124
least important productions 45
least interesting characters 103
least interesting department 55
least interesting experience 43
least interesting information 43
least interesting productions 46
least intrusive procedures 83
least intrusive restriction 44
least logically consistent 202
least logically equivalent 45
least materially diminished 60
least materially equivalent 48
least minimally acceptable 794
least minimally appropriate 70
least minimally compatible 68
least minimally consistent 64
least minimally democratic 49
least minimally responsive 100
least minimally successful 122
least minimally sufficient 65
least nominally controlled 130
least nominally democratic 155
least nominally maintained 42
least nominally protestant 82
least nominally recognized 45
least nominally republican 40
least noticeable difference 728
least occasional attendance 45
least occasional employment 40
least occasional occurrence 58
least offensive expressions 63
least officially recognized 52
least perfectly consistent 92
least perfectly understood 85
least pertinent references 51
least piecewise continuous 222
least plausible candidates 61
least plausible explanation 220
least plausibly explicated 57
least political experience 54
least political importance 58
least political resistance 554
least practical difference 42
least practical difficulty 68
least practical experience 136
least practical importance 277
least preferred activities 72
least protected defamatory 76
least qualified candidates 61
least reasonably acceptable 53
least reasonably attractive 71
least reasonably consistent 95
least reasonably foreseeable 60
least reasonably successful 193
least reflection dissipates 88
least regulated industries 47
least sacrifice compatible 108
least secondary importance 129
least sensitive indicators 85
least stimulating experience 93
least temporary acceptance 91
least temporary affability 121
least temporary amelioration 54
least temporary assistance 69
least temporary cooperation 40
least temporary devaluation 53
least temporary employment 171
least temporary prosperity 90
least temporary retirement 61
least temporary settlement 41
least tentative acceptance 91
least tentative conclusions 411
least tentative inferences 42
least thoroughly understand 43
least thoroughly understood 42
least tolerable infringement 456
least undefined proposition 393
least voluntary indulgence 226
leave altogether unanswered 52
leave california immediately 47
leave cambridge university 69
leave conflicts unresolved 105
leave different impressions 214
leave equipment unattended 234
leave everlasting impressions 208
leave important information 91
leave indelible cicatrices 49
leave indelible impressions 802
leave jerusalem immediately 72
leave ourselves vulnerable 308
leave permanent cicatrices 64
leave permanent disability 103
leave permanent impairment 50
leave permanent impressions 261
leave sensitive information 50
leave sentences incomplete 95
leave sentences unfinished 198
leave themselves vulnerable 1268
leave valuables unattended 1092
leaving brightest footprints 51
leaving cambridge university 179
leaving edinburgh university 75
leaving important information 51
leaving indelible impressions 111
leaving ourselves vulnerable 77
leaving sensitive information 45
leaving sentences unfinished 185
leaving themselves vulnerable 427
left altogether indefinite 128
left altogether undefended 43
left altogether unmentioned 45
left altogether unmolested 46
left altogether unoccupied 83
left altogether unprovided 115
left altogether unpunished 60
left auricular appendages 498
left cambridge immediately 94
left cambridge university 573
left different impressions 174
left edinburgh university 309
left especially vulnerable 51
left extremely vulnerable 93
left favorable impressions 97
left georgetown university 44
left indelible footprints 142
left indelible impressions 2976
left jerusalem immediately 57
left literally speechless 48
left memorable impressions 42
left perfectly friendless 60
left perfectly unfettered 174
left permanent impressions 411
left political activities 47
left political orientation 259
left political philosophy 45
left political scientists 50
left princeton university 265
left purposely incomplete 42
left purposely indefinite 44
left sentences unfinished 116
left themselves unprovided 123
left themselves vulnerable 521
left ventricle contracted 284
left ventricle contraction 184
left ventricle determined 103
left ventricle diminishes 92
left ventricle discharges 146
left ventricle dysfunction 742
left ventricle eventually 95
left ventricle frequently 75
left ventricle immediately 267
left ventricle preparation 545
left ventricle represents 88
left ventricle ultimately 40
left virtually unaffected 68
left virtually unattended 124
left virtually undefended 465
left virtually unexamined 87
left virtually unexplored 146
left widespread destruction 47
lend additional attractions 56
lend additional importance 76
lend additional legitimacy 44
lend effective assistance 93
lend effectual assistance 48
lend efficient assistance 47
lend important assistance 46
lend occasional assistance 100
lend political legitimacy 42
lend practical assistance 639
lend technical assistance 341
lend themselves beautifully 639
lend themselves completely 60
lend themselves generously 42
lend themselves gracefully 93
lend themselves immediately 139
lend themselves profitably 59
lend themselves relatively 136
lend themselves remarkably 139
lend themselves splendidly 80
length commercial transaction 120
length frequency histograms 247
length gradually diminished 42
length previously determined 50
lens distortion parameters 239
lent additional importance 67
lent important assistance 62
lent technical assistance 120
lent themselves beautifully 49
less abdominal discomfort 141
less abdominal tenderness 85
less additional information 151
less additional investment 52
less admirable activities 45
less admirable attributes 41
less admirable characters 159
less aggregate depreciation 112
less allowable depreciation 95
less ambiguous conclusions 59
less ambiguous description 63
less ambiguous experience 48
less ambiguous expressions 46
less ambiguous information 153
less ambiguous statements 82
less arbitrary arrangement 52
less arbitrary assignment 55
less arbitrary associations 55
less arbitrary assumptions 539
less arbitrary boundaries 101
less arbitrary categories 74
less arbitrary conventions 143
less arbitrary definitions 104
less arbitrary depreciation 52
less arbitrary distinction 130
less arbitrary explanation 43
less arbitrary government 215
less arbitrary pretensions 41
less arbitrary principles 52
less artificial arrangement 50
less artificial atmosphere 53
less artificial phenomenon 52
less artificial surroundings 42
less automatic acceptance 57
less automatic adjustment 111
less available emotionally 69
less available information 231
less barbarous punishment 44
less biological importance 64
less brokerage commissions 123
less carefully calculated 104
less carefully considered 933
less carefully controlled 970
less carefully cultivated 291
less carefully documented 74
less carefully economized 42
less carefully elaborated 143
less carefully formulated 64
less carefully instructed 49
less carefully maintained 57
less carefully restricted 40
less carefully structured 188
less carefully supervised 193
less carefully suppressed 119
less centrally controlled 980
less certainly determined 74
less certainly identified 300
less certainly productive 49
less civilized conquerors 132
less civilized populations 165
less classroom instruction 43
less cognitive complexity 54
less cognitive dissonance 119
less cognitive impairment 340
less cognitive stimulation 87
less commercial atmosphere 48
less commercial fertilizer 64
less commercial forefathers 40
less commercial importance 706
less committed supporters 71
less commodious instrument 122
less competent authorities 42
less competent commanders 85
less competent individual 153
less competent management 133
less competent performers 64
less competent successors 134
less complexly structured 48
less correctly identified 68
less correctly understood 255
less credulous imagination 79
less dependent emotionally 72
less dependent financially 145
less desirable acquisition 62
less desirable activities 414
less desirable apartments 43
less desirable applicants 70
less desirable approaches 44
less desirable arrangement 160
less desirable assignment 114
less desirable associations 53
less desirable attributes 295
less desirable candidates 335
less desirable categories 80
less desirable characters 138
less desirable components 102
less desirable destination 73
less desirable employment 328
less desirable facilities 78
less desirable immigrants 146
less desirable influences 108
less desirable intestinal 64
less desirable investment 145
less desirable localities 113
less desirable occupations 410
less desirable properties 522
less desirable residential 230
less desirable securities 62
less desirable substances 65
less desirable substitute 330
less desirable tendencies 100
less developed capitalism 170
less developed capitalist 1917
less developed characters 66
less developed commonwealth 335
less developed continents 323
less developed culturally 54
less developed educational 72
less developed facilities 54
less developed hinterland 97
less developed industries 203
less developed localities 67
less developed peripheral 375
less developed physically 154
less developed populations 120
less developed structures 58
less developed techniques 43
less developed technology 304
less developed traditional 57
less diagnostic importance 193
less diagnostic information 264
less difficult adjustment 67
less difficult enterprise 129
less difficult proposition 41
less dignified associations 60
less directive approaches 197
less directive techniques 105
less distorted information 43
less distorted reflections 58
less distracting background 54
less disturbed emotionally 57
less effective analgesics 45
less effective application 61
less effective approaches 176
less effective arrangement 41
less effective assistance 46
less effective classrooms 126
less effective clinically 98
less effective combination 50
less effective competition 136
less effective competitor 178
less effective components 53
less effective compression 41
less effective cooperation 56
less effective counselors 56
less effective discipline 79
less effective educational 96
less effective governance 41
less effective government 205
less effective guarantees 60
less effective information 91
less effective inhibitors 185
less effective instruction 110
less effective instrument 571
less effective interaction 58
less effective legislation 41
less effective management 239
less effective mechanisms 108
less effective medications 46
less effective militarily 58
less effective negotiators 43
less effective performers 113
less effective predictors 71
less effective preparation 51
less effective principals 166
less effective procedures 131
less effective propaganda 49
less effective protective 54
less effective refinement 69
less effective regulatory 51
less effective resistance 271
less effective safeguards 44
less effective stimulation 49
less effective strategies 528
less effective structures 40
less effective substitute 427
less effective supervision 129
less effective techniques 254
less effective technology 64
less effective therapeutic 52
less effective traditional 64
less effective utilization 105
less effective ventilation 62
less efficient activities 89
less efficient approaches 62
less efficient arrangement 120
less efficient bureaucracy 41
less efficient businesses 152
less efficient circulation 82
less efficient combination 49
less efficient competition 41
less efficient competitor 263
less efficient components 49
less efficient converters 67
less efficient elimination 47
less efficient estimators 62
less efficient facilities 218
less efficient generators 51
less efficient government 448
less efficient individual 65
less efficient industries 640
less efficient information 131
less efficient instrument 323
less efficient investment 151
less efficient management 420
less efficient mechanical 60
less efficient mechanisms 151
less efficient metabolism 138
less efficient physically 50
less efficient procedures 123
less efficient productive 96
less efficient refineries 47
less efficient strategies 282
less efficient structures 53
less efficient substitute 143
less efficient suppression 82
less efficient techniques 248
less efficient technology 368
less efficient traditional 48
less efficient undertakings 57
less efficient utilization 617
less efficient ventilation 105
less elaborate arrangement 113
less elaborate ceremonies 164
less elaborate description 132
less elaborate explanation 68
less elaborate facilities 132
less elaborate instrument 54
less elaborate precautions 78
less elaborate preparation 148
less elaborate procedures 173
less elaborate productions 79
less elaborate structures 189
less elaborate techniques 107
less eminently successful 60
less empirical approaches 94
less empirical information 68
less energetic resistance 89
less enjoyable activities 60
less enjoyable experience 99
less ephemeral literature 70
less equivocal enumeration 54
less equivocal indications 40
less estimated depreciation 346
less ethnically homogeneous 226
less evidently mechanical 203
less exclusive dependence 51
less exclusive importance 62
less exclusive residential 47
less expensive activities 83
less expensive ambulatory 85
less expensive antibiotics 125
less expensive apartments 185
less expensive approaches 267
less expensive arrangement 217
less expensive automobile 62
less expensive categories 90
less expensive combination 64
less expensive competitor 49
less expensive components 421
less expensive containers 85
less expensive conveyance 125
less expensive decorations 52
less expensive educational 60
less expensive electronic 321
less expensive equivalent 104
less expensive fabrication 50
less expensive facilities 340
less expensive foundations 90
less expensive government 351
less expensive information 97
less expensive institution 70
less expensive instrument 651
less expensive investment 82
less expensive laboratory 146
less expensive management 50
less expensive mechanical 93
less expensive mechanisms 43
less expensive medications 174
less expensive modalities 50
less expensive outpatient 641
less expensive preparation 123
less expensive preventive 46
less expensive procedures 377
less expensive processors 49
less expensive productions 78
less expensive properties 168
less expensive proposition 183
less expensive residences 54
less expensive residential 87
less expensive restaurant 159
less expensive settlement 64
less expensive strategies 58
less expensive structures 127
less expensive substances 73
less expensive substitute 2394
less expensive substrates 40
less expensive surroundings 47
less expensive techniques 494
less expensive technology 443
less expensive therapeutic 74
less expensive traditional 60
less expensive vegetables 51
less extensive alterations 110
less extensive application 213
less extensive circulation 60
less extensive collections 143
less extensive connections 49
less extensive destruction 450
less extensive disclosure 83
less extensive discussions 47
less extensive educational 83
less extensive examination 66
less extensive excavations 73
less extensive experience 190
less extensive exploration 51
less extensive facilities 77
less extensive government 54
less extensive haemorrhage 46
less extensive hemorrhage 88
less extensive information 220
less extensive lacerations 52
less extensive literature 126
less extensive preparation 46
less extensive prevalence 44
less extensive privileges 80
less extensive procedures 386
less extensive proposition 40
less extensive repertoire 46
less extensive superficial 46
less extensive suppuration 73
less extensive territorial 70
less extensive ulcerations 113
less extensive vocabulary 103
less extremely specialized 47
less faithfully represents 41
less faithfully reproduced 248
less faithfully reproduces 51
less familiarly acquainted 71
less fantastic adumbration 68
less fantastic commentary 174
less fantastic psychology 45
less fatefully inevitable 41
less favorable adjustment 71
less favorable arrangement 50
less favorable assessment 146
less favorable assumptions 113
less favorable atmosphere 89
less favorable candidates 63
less favorable combination 45
less favorable comparison 72
less favorable conclusions 51
less favorable disposition 127
less favorable ecological 49
less favorable employment 480
less favorable evaluations 367
less favorable experience 163
less favorable impressions 200
less favorable influences 77
less favorable information 58
less favorable investment 157
less favorable localities 130
less favorable orientation 68
less favorable perceptions 174
less favorable prognostic 128
less favorable properties 67
less favorable settlement 170
less favorable surroundings 170
less favorable therapeutic 48
less favorably considered 56
less favorably influenced 73
less fortunate adventurer 58
less fortunate candidates 46
less fortunate characters 51
less fortunate classmates 261
less fortunate compatriots 865
less fortunate competitor 124
less fortunate countryman 47
less fortunate countrymen 1236
less fortunate experience 115
less fortunate financially 124
less fortunate foreigners 60
less fortunate generations 57
less fortunate households 80
less fortunate immigrants 115
less fortunate individual 444
less fortunate industries 78
less fortunate localities 102
less fortunate minorities 68
less fortunate populations 81
less fortunate recipients 41
less fortunate successors 100
less frictional resistance 1444
less frightening experience 95
less frustrating experience 96
less functional disability 104
less functional impairment 392
less functional importance 197
less generally acceptable 652
less generally accessible 274
less generally applicable 1978
less generally appreciated 1285
less generally appropriate 87
less generally attractive 317
less generally circulated 144
less generally considered 102
less generally cultivated 179
less generally recognized 3852
less generally remembered 197
less generally successful 124
less generally understood 5876
less genuinely impressive 48
less genuinely interested 113
less glamorous activities 66
less glamorous industries 67
less glamorous occupations 66
less glamorous surroundings 76
less haphazard arrangement 53
less harmonious activities 54
less hazardous activities 71
less hazardous cigarettes 379
less hazardous employment 90
less hazardous enterprise 129
less hazardous experiment 48
less hazardous industries 97
less hazardous occupations 300
less hazardous pesticides 60
less hazardous procedures 43
less hazardous substances 435
less hazardous substitute 183
less imperfect conductors 44
less imperfect embodiment 82
less imperfect expressions 61
less important activities 967
less important advantages 206
less important adventures 47
less important agreements 79
less important alterations 224
less important amendments 87
less important application 100
less important assignment 53
less important associations 92
less important assumptions 74
less important attributes 254
less important authorities 52
less important auxiliaries 46
less important background 117
less important capacities 52
less important categories 229
less important ceremonies 178
less important characters 1219
less important clinically 236
less important collections 152
less important commissions 99
less important committees 335
less important components 410
less important concessions 105
less important conclusions 48
less important connections 82
less important constraint 83
less important culturally 46
less important currencies 76
less important department 173
less important difference 473
less important difficulty 57
less important diplomatic 63
less important discussions 43
less important distinction 223
less important educational 62
less important employment 52
less important engagements 163
less important enterprise 100
less important expeditions 55
less important experience 41
less important explanation 88
less important financially 59
less important fortresses 109
less important foundations 45
less important functionary 94
less important government 269
less important grievances 93
less important historical 116
less important indications 92
less important indicators 81
less important individual 218
less important industries 554
less important influences 319
less important information 2795
less important innovations 90
less important institution 105
less important instrument 69
less important legislation 85
less important localities 218
less important mechanical 42
less important mechanisms 79
less important militarily 127
less important ministerial 67
less important ministries 116
less important newspapers 90
less important objectives 367
less important obligations 101
less important observation 71
less important occupations 113
less important paragraphs 56
less important parameters 147
less important particular 55
less important periodicals 83
less important personages 703
less important phenomenon 230
less important politicians 46
less important possessions 116
less important predictors 157
less important principles 113
less important privileges 171
less important productions 133
less important prognostic 50
less important properties 204
less important quantities 83
less important references 143
less important regulations 102
less important relatively 367
less important requisites 131
less important scientific 77
less important statements 165
less important structural 106
less important structures 503
less important substances 224
less important suggestions 54
less important territorial 40
less important ultimately 47
less important undertakings 93
less impromptu melodramas 60
less inclusive categories 262
less inclusive definitions 55
less industrial employment 47
less industrial importance 77
less intensely cultivated 135
less intensely interested 102
less intensely stimulated 43
less intensive activities 105
less intensive application 64
less intensive approaches 92
less intensive competition 58
less intensive cultivation 473
less intensive examination 41
less intensive experience 50
less intensive instruction 55
less intensive interaction 78
less intensive management 723
less intensive observation 63
less intensive outpatient 197
less intensive strategies 41
less intensive supervision 130
less intensive techniques 77
less intensive therapeutic 54
less intensive utilization 178
less interesting activities 79
less interesting characters 190
less interesting description 111
less interesting discussions 60
less interesting explanation 80
less interesting historical 93
less interesting information 150
less interesting observation 40
less interesting phenomenon 48
less intrinsic importance 349
less intrusive approaches 75
less intrusive government 419
less intrusive procedures 197
less intrusive strategies 70
less intrusive techniques 197
less inventory investment 151
less irregular arrangement 41
less irrigation facilities 105
less laterally compressed 590
less literally translated 94
less logically consistent 132
less lucrative activities 42
less lucrative employment 197
less lucrative investment 43
less lucrative occupations 93
less lucrative professions 42
less manageable proportions 44
less managerial experience 135
less materially successful 60
less measurable objectives 45
less menstrual discomfort 44
less myocardial depressant 44
less mysterious explanation 49
less naturally productive 169
less noticeable cooperation 51
less noticeable difference 61
less numerical importance 80
less objective assessment 147
less objective description 130
less objective information 135
less obstinate resistance 184
less offensive appellation 41
less offensive designation 50
less offensive substitute 57
less officially recognized 156
less organized activities 163
less organized industries 134
less organized resistance 125
less organized structures 56
less outwardly aggressive 42
less painfully voluminous 71
less paramount importance 55
less passionate commitment 44
less penetrating components 62
less perfectly acquainted 455
less perfectly controlled 336
less perfectly cultivated 264
less perfectly elaborated 83
less perfectly harmonized 128
less perfectly integrated 50
less perfectly obstructed 40
less perfectly prehensile 45
less perfectly stratified 146
less perfectly understood 1243
less permanent acquisition 92
less permanent alterations 93
less permanent arrangement 614
less permanent assemblies 112
less permanent assignment 117
less permanent associations 271
less permanent attachment 312
less permanent attributes 49
less permanent combination 82
less permanent commitment 160
less permanent connections 167
less permanent contraction 61
less permanent cultivation 151
less permanent deformation 197
less permanent destruction 91
less permanent disability 251
less permanent disposition 57
less permanent employment 433
less permanent government 46
less permanent habitations 109
less permanent impairment 275
less permanent importance 262
less permanent impressions 112
less permanent institution 308
less permanent investment 426
less permanent membership 91
less permanent obstruction 104
less permanent phenomenon 157
less permanent properties 113
less permanent residences 108
less permanent residential 41
less permanent settlement 781
less permanent structural 165
less permanent structures 826
less permanent underclass 116
less pernicious attractions 62
less pertinent information 109
less plausible assumptions 228
less plausible candidates 86
less plausible conjecture 288
less plausible explanation 538
less plausible inferences 54
less plausible speculation 50
less plausible suggestions 59
less poisonous properties 44
less poisonous substances 117
less political commitment 54
less political competition 113
less political experience 874
less political importance 540
less political information 356
less political philosophy 42
less political resistance 699
less political visibility 92
less practical application 402
less practical difference 112
less practical difficulty 96
less practical experience 844
less practical importance 6090
less practical information 116
less precarious employment 72
less precarious inferences 42
less precarious livelihood 123
less precisely controlled 336
less precisely demarcated 52
less precisely determined 377
less precisely documented 43
less precisely formulated 550
less precisely identified 89
less precisely understood 127
less preferred activities 210
less preferred orientation 53
less pressured atmosphere 53
less prevalent everywhere 76
less prevalent phenomenon 48
less previously recognized 95
less primitive activities 75
less principal repayments 219
less profusely ornamented 47
less programming experience 45
less prominent background 85
less prominent candidates 54
less prominent characters 254
less prominent cheekbones 50
less prominent concentric 66
less prominent description 87
less prominent institution 50
less prominent personages 65
less prominent politicians 73
less prominent projections 59
less prominent scientists 41
less prominent structures 57
less prominent transverse 122
less protected industries 228
less provident countrymen 108
less published information 245
less qualified applicants 431
less qualified approbation 42
less qualified candidates 412
less qualified capitalist 55
less qualified individual 185
less qualified minorities 201
less rationally controlled 46
less rationally defensible 40
less reasonable assumptions 152
less reasonable conjecture 44
less reasonable depreciation 322
less reasonable explanation 100
less redundant information 136
less regularly maintained 52
less regularly stratified 206
less regulated industries 78
less reluctant acceptance 65
less reputable activities 107
less reputable amusements 58
less reputable characters 127
less reputable newspapers 97
less reputable occupations 55
less reputable publishers 46
less resistant components 60
less resistant sandstones 61
less resistant vegetative 72
less salubrious surroundings 118
less scattered expressions 51
less secondary importance 109
less selective institution 202
less sensitive analytical 143
less sensitive conscience 84
less sensitive exploration 41
less sensitive explosives 148
less sensitive indicators 283
less sensitive individual 47
less sensitive information 218
less sensitive instrument 218
less sensitive investment 57
less sensitive measurement 69
less sensitive parameters 67
less sensitive peripheral 44
less sensitive procedures 56
less sensitive techniques 213
less spherical aggregates 42
less spherical structures 133
less stimulating atmosphere 77
less strategic importance 929
less strategic industries 47
less strenuous activities 828
less strenuous amusements 46
less strenuous assignment 41
less strenuous atmosphere 59
