rabbi and communal leader 160
raise one objection after 45
raise our children alone 56
raise our children right 61
raise our cultural level 54
raise our interest rates 53
raise our shackled hands 143
raise real concerns about 55
raise real interest rates 629
raise real questions about 374
raise six children alone 52
raise that degraded taste 44
raise that objection later 70
raise this objection would 67
raise two children alone 91
raise two questions about 223
raise two questions which 97
raising and allocating funds 322
raising and collecting taxes 124
raising and disbursing funds 339
raising and disbursing money 109
raising and harvesting crops 185
raising and proposal writing 44
raising any questions about 296
raising her children alone 377
raising her children while 43
raising her daughter alone 238
raising his children alone 94
raising his clenched fists 152
raising his clenched hands 68
raising his clinched fists 58
raising his daughter alone 49
raising his manacled hands 94
raising his powerful voice 191
raising his sonorous voice 107
raising its cultural level 51
raising its discount rates 45
raising its interest rates 133
raising its relative price 48
raising key questions about 48
raising new concerns about 97
raising new questions about 1981
raising new questions which 47
raising one objection after 40
raising our children alone 93
raising real interest rates 438
raising six children alone 45
raising two children alone 435
raising two children while 42
ranch near colorado springs 49
ranges and isolated hills 140
ranges for monetary growth 166
ranking them entirely under 101
ranks they repelled every 43
ranks was probably fully 66
ranks with negative signs 58
ranks with positive signs 51
ranks with recruits whose 74
raped and abducted women 64
raped and battered women 162
raped and brutally beaten 183
raped and murdered after 47
raped and murdered while 99
raped and murdered women 148
raped and severely beaten 243
raped and tortured women 52
rapid and abnormal growth 70
rapid and abundant growth 270
rapid and abundant river 64
rapid and abundant would 40
rapid and accurate assay 70
rapid and accurate method 1475
rapid and accurate rifle 45
rapid and accurate scoring 49
rapid and accurate testing 48
rapid and animated breathing 41
rapid and animated style 62
rapid and balanced growth 276
rapid and beautiful stream 74
rapid and careless writing 43
rapid and ceaseless motion 73
rapid and ceaseless whirl 64
rapid and complete action 46
rapid and complete after 157
rapid and complete burning 42
rapid and complete change 369
rapid and complete cures 45
rapid and complete decay 58
rapid and complete defeat 47
rapid and complete filling 54
rapid and complete under 45
rapid and complete within 169
rapid and constant change 459
rapid and constant growth 95
rapid and constant motion 70
rapid and continuing change 125
rapid and continuing growth 422
rapid and dangerous river 175
rapid and dangerous stream 126
rapid and decisive action 760
rapid and decisive blows 106
rapid and decisive change 107
rapid and decisive defeat 61
rapid and dramatic change 1066
rapid and dramatic growth 206
rapid and dramatic shift 83
rapid and dramatic social 120
rapid and economic growth 51
rapid and enormous growth 228
rapid and forceful action 40
rapid and frequent change 226
rapid and graceful motion 44
rapid and laborious breathing 47
rapid and luxuriant growth 1324
rapid and positive action 41
rapid and powerful action 164
rapid and powerful growth 57
rapid and powerful method 52
rapid and powerful motion 147
rapid and powerful stream 89
rapid and profound change 876
rapid and profound social 252
rapid and prolific growth 65
rapid and prolonged growth 94
rapid and resolute action 91
rapid and specific method 179
rapid and undulating motion 45
rapid and unsettling change 80
rapid and vigorous action 241
rapid and vigorous blows 59
rapid and vigorous growth 869
rapid and vigorous motion 200
rapid and vigorous start 47
rapid eye movement period 271
rapid eye movement phase 248
rapid eye movement sleep 18164
rapid eye movement stage 191
rapid our progress since 68
rapid real economic growth 85
rarer and sublimer beauty 68
rated are assigned point 53
rated for gasoline fires 383
rates and accident rates 51
rates and assessed taxes 300
rates and business cycle 50
rates and clearance rates 115
rates and concerns about 54
rates and consumer price 160
rates and contract terms 57
rates and currency rates 86
rates and currency swaps 99
rates and delivery times 67
rates and diffusion rates 67
rates and discount rates 378
rates and dividend rates 42
rates and domestic price 73
rates and domestic rates 50
rates and economic growth 799
rates and execution rates 55
rates and expected rates 125
rates and fatality rates 57
rates and financial flows 67
rates and flexible rates 49
rates and homicide rates 108
rates and increased costs 52
rates and increased rates 69
rates and indirect taxes 98
rates and inflation rates 1846
rates and inflation which 42
rates and inflation would 88
rates and interest rates 6564
rates and literacy rates 120
rates and marginal costs 58
rates and materials costs 68
rates and maturity dates 687
rates and migration rates 158
rates and monetary growth 89
rates and mortgage rates 178
rates and mortgage terms 49
rates and overtime rates 84
rates and particle sizes 119
rates and passenger fares 1191
rates and passenger rates 92
rates and pressure drops 407
rates and processing times 79
rates and property taxes 167
rates and purchasing power 485
rates and railroad rates 55
rates and recovery rates 171
rates and recovery times 59
rates and relative growth 55
rates and relative price 271
rates and relative rates 75
rates and relative risks 177
rates and required rates 50
rates and residual urine 44
rates and response rates 79
rates and response times 167
rates and retention rates 58
rates and retention times 71
rates and sentence lengths 47
rates and services would 43
rates and severity rates 124
rates and sewerage rates 125
rates and sickness rates 64
rates and slightly lower 50
rates and somewhat lower 51
rates and specific rates 71
rates and survival rates 412
rates and survival times 137
rates and systolic blood 88
rates and therefore lower 87
rates and transfer rates 51
rates and turnover rates 102
rates and turnover times 64
rates are actually lower 198
rates are actually quite 50
rates are adjusted every 85
rates are commonly found 53
rates are computed based 85
rates are constant within 69
rates are interest rates 100
rates are markedly lower 121
rates are normally based 55
rates are normally fixed 62
rates are normally lower 195
rates are possible under 43
rates are probably lower 116
rates are slightly above 140
rates are slightly below 165
rates are slightly lower 859
rates are somewhat below 134
rates are somewhat lower 1902
rates are standard rates 40
rates are therefore lower 95
rates for american indian 111
rates for american women 60
rates for borrowed funds 52
rates for borrowed money 144
rates for business loans 90
rates for children under 2052
rates for consumer goods 155
rates for consumer loans 98
rates for divorced women 51
rates for duodenal ulcer 62
rates for electric light 300
rates for electric power 827
rates for exported goods 76
rates for extended stays 66
rates for finished goods 89
rates for hispanic women 79
rates for imported goods 86
rates for japanese women 51
rates for minority women 47
rates for mortgage loans 151
rates for nonwhite males 151
rates for nonwhite women 97
rates for overtime hours 55
rates for patients whose 49
rates for personal loans 50
rates for pregnant women 70
rates for property crime 75
rates for property taxes 52
rates for selected sites 172
rates for services which 56
rates for specific goods 57
rates for specific types 155
rates for standard rooms 120
rates had increased since 46
rates per treatment cycle 62
rates than otherwise would 159
rates than straight bonds 56
rates that occurred after 68
rates that otherwise would 66
rather its ancestor alive 73
rather long exposure times 47
rather long gestation period 120
rather low cultural level 50
rather low interest rates 47
rather not transmit either 62
rather than absolute basis 71
rather than absolute change 160
rather than absolute costs 83
rather than absolute dates 88
rather than absolute error 55
rather than absolute facts 56
rather than absolute gains 151
rather than absolute growth 64
rather than absolute level 133
rather than absolute moral 57
rather than absolute pitch 125
rather than absolute power 114
rather than absolute price 110
rather than absolute proof 85
rather than absolute rates 111
rather than absolute right 44
rather than absolute rules 228
rather than absolute scale 45
rather than absolute sense 140
rather than absolute since 46
rather than absolute sizes 44
rather than absolute space 55
rather than absolute terms 1738
rather than absolute truths 205
rather than absolute units 131
rather than absolute value 305
rather than abstract forms 80
rather than abstract ideals 148
rather than abstract learning 98
rather than abstract legal 64
rather than abstract logic 96
rather than abstract moral 87
rather than abstract nouns 108
rather than abstract reason 118
rather than abstract rules 242
rather than abstract social 60
rather than abstract terms 612
rather than abstract thinking 438
rather than abstract words 311
rather than academic goals 55
rather than academic learning 244
rather than academic merit 80
rather than academic study 102
rather than academic style 41
rather than actively creating 65
rather than actively engage 62
rather than actively engaging 271
rather than actively seeking 386
rather than actively shaping 79
rather than actively working 57
rather than actually belong 91
rather than actually built 63
rather than actually causing 80
rather than actually changing 89
rather than actually creating 93
rather than actually engaging 88
rather than actually feeling 49
rather than actually finding 51
rather than actually getting 120
rather than actually given 59
rather than actually helping 83
rather than actually knowing 48
rather than actually learning 43
rather than actually looking 66
rather than actually playing 66
rather than actually running 73
rather than actually solving 68
rather than actually teaching 61
rather than actually thinking 52
rather than actually working 158
rather than actually writing 154
rather than addressing social 65
rather than adjusted gross 92
rather than affection which 63
rather than alleviate social 42
rather than american indian 67
rather than american usage 61
rather than analytic under 80
rather than aptitude tests 58
rather than artistic drawing 44
rather than artistic merit 248
rather than artistic skill 54
rather than artistic terms 58
rather than artistic value 99
rather than assembly lines 71
rather than assessed value 53
rather than attitude change 321
rather than backward looking 165
rather than balanced growth 43
rather than biblical terms 42
rather than borrowed funds 101
rather than borrowed money 41
rather than boundary lines 50
rather than business firms 69
rather than business needs 143
rather than business people 86
rather than business suits 46
rather than business units 46
rather than calendar dates 153
rather than calendar months 84
rather than challenge social 53
rather than challenging social 52
rather than chemical action 98
rather than chemical bonding 50
rather than chemical bonds 49
rather than chemical change 52
rather than circular cross 141
rather than circular motion 57
rather than circular shape 84
rather than climatic change 137
rather than clinical terms 45
rather than clinical trials 68
rather than collapse under 42
rather than collapsing under 57
rather than collecting taxes 40
rather than communal goals 40
rather than communal lines 52
rather than communal terms 53
rather than complain about 1270
rather than complete change 88
rather than complete texts 74
rather than complete words 57
rather than complete works 109
rather than concerns about 372
rather than concrete action 86
rather than concrete facts 143
rather than concrete plans 51
rather than concrete rules 45
rather than concrete terms 162
rather than concrete words 68
rather than confined within 96
rather than conflict within 75
rather than conquest seems 41
rather than conscious level 83
rather than consumer goods 1388
rather than consumer needs 139
rather than contests given 65
rather than contingent truths 46
rather than continue longer 257
rather than continue renting 42
rather than continue trade 44
rather than continue under 351
rather than continue working 179
rather than continuing until 72
rather than covalent bonding 54
rather than covalent bonds 122
rather than criminal action 92
rather than criminal cases 261
rather than criminal court 175
rather than criminal trials 46
rather than critical thinking 659
rather than cultural change 104
rather than cultural norms 71
rather than cultural terms 297
rather than curative action 60
rather than customer needs 181
rather than decisions about 105
rather than decisions based 118
rather than decisive action 108
rather than declined after 70
rather than declined since 86
rather than decreased after 241
rather than decreased costs 53
rather than decreased since 280
rather than decreased under 61
rather than deferred until 43
rather than definite plans 50
rather than descending order 58
rather than describing learning 48
rather than detailed facts 75
rather than detailed plans 108
rather than detailed rules 231
rather than detailed study 40
rather than developing human 43
rather than didactic teaching 77
rather than diminish after 55
rather than diminish crime 62
rather than diminish human 44
rather than diminish racial 46
rather than diminish social 49
rather than diminish under 45
rather than directly about 153
rather than directly above 291
rather than directly after 88
rather than directly below 134
rather than directly beneath 68
rather than directly cause 52
rather than directly causing 140
rather than directly creating 46
rather than directly engaging 118
rather than directly issuing 42
rather than directly known 59
rather than directly quoting 65
rather than directly state 60
rather than directly stating 91
rather than directly under 349
rather than directly within 52
rather than disabled people 65
rather than discrete parts 47
rather than discrete steps 80
rather than discrete types 67
rather than discrete units 122
rather than disputed about 48
rather than disputes about 45
rather than distinct types 81
rather than domestic firms 65
rather than domestic goods 125
rather than domestic needs 121
rather than domestic sales 61
rather than domestic savings 58
rather than domestic trade 110
rather than downward sloping 170
rather than dramatic action 385
rather than dramatic change 152
rather than dramatic poetry 61
rather than dramatic power 57
rather than economic action 165
rather than economic basis 70
rather than economic change 132
rather than economic class 154
rather than economic costs 80
rather than economic facts 55
rather than economic gains 60
rather than economic goals 218
rather than economic growth 1728
rather than economic level 51
rather than economic lines 171
rather than economic logic 171
rather than economic needs 216
rather than economic power 257
rather than economic sense 74
rather than economic terms 909
rather than economic units 77
rather than economic value 232
rather than education which 44
rather than eighteen months 101
rather than electric field 113
rather than electric light 40
rather than electric power 257
rather than electric shock 48
rather than embedded within 120
rather than emotional appeal 104
rather than emotional basis 56
rather than emotional level 56
rather than emotional needs 58
rather than emotional terms 216
rather than empowering people 44
rather than enclosed within 50
rather than epithelial cells 84
rather than equalizing harms 53
rather than essential facts 57
rather than essential parts 71
rather than euclidean space 46
rather than evidence based 87
rather than evidence which 49
rather than exercise power 51
rather than exercising power 88
rather than expected value 107
rather than explicit meanings 45
rather than explicit rules 149
rather than external action 157
rather than external force 59
rather than external forms 50
rather than external locus 97
rather than external rules 43
rather than external social 87
rather than external threats 194
rather than external trade 65
rather than financial terms 140
rather than finished goods 279
rather than finished works 286
rather than forgetting about 41
rather than frequent light 40
rather than frequent small 45
rather than historic costs 68
rather than historic facts 62
rather than hospital based 45
rather than hydrogen atoms 79
rather than hydrogen bonding 63
rather than immediate action 413
rather than immediate goals 54
rather than immediate needs 47
rather than immediate sales 56
rather than imported goods 198
rather than improved since 114
rather than incident cases 78
rather than incident light 41
rather than increased after 83
rather than increased blood 52
rather than increased growth 45
rather than increased sales 60
rather than increased since 197
rather than increased speed 46
rather than increased taxes 78
rather than increased wages 71
rather than indirect taxes 192
rather than industry level 46
rather than informal social 50
rather than inherent value 43
rather than integral parts 423
rather than interest group 87
rather than interest rates 694
rather than internal change 43
rather than internal focus 57
rather than internal growth 161
rather than internal locus 51
rather than internal moral 44
rather than internal needs 51
rather than internal trade 167
rather than isolated cases 90
rather than isolated cells 52
rather than isolated facts 324
rather than isolated items 65
rather than isolated parts 186
rather than isolated units 74
rather than isolated words 473
rather than japanese firms 43
rather than judicious taste 50
rather than juvenile court 119
rather than lessened after 45
rather than liberate women 43
rather than liberating women 52
rather than linguistic terms 96
rather than literary forms 57
rather than literary merit 147
rather than literary study 42
rather than literary style 93
rather than literary terms 102
rather than literary texts 132
rather than literary value 90
rather than literary works 99
rather than loanable funds 41
rather than magnetic field 131
rather than mainland china 67
rather than marginal costs 510
rather than marginal rates 52
rather than memorizing facts 114
rather than memorizing rules 51
rather than military action 989
rather than military defeat 115
rather than military force 673
rather than military glory 70
rather than military goals 50
rather than military goods 42
rather than military hands 46
rather than military lines 49
rather than military merit 40
rather than military might 819
rather than military needs 71
rather than military power 1296
rather than military skill 85
rather than military terms 303
rather than military threats 49
rather than military valor 41
rather than military value 49
rather than minimizing costs 55
rather than minority group 44
rather than monetary terms 229
rather than monetary units 115
rather than monetary value 185
rather than monopoly power 74
rather than multiple sites 44
rather than multiple small 64
rather than multiple times 153
rather than muscular action 45
rather than muscular force 56
rather than mystical terms 44
rather than negative about 64
rather than negative action 88
rather than negative force 51
rather than negative light 64
rather than negative sense 59
rather than negative social 63
rather than negative terms 685
rather than negative thinking 97
rather than negative value 74
rather than negative words 60
rather than nonsense words 72
rather than numerous party 42
rather than numerous small 147
rather than observed facts 108
rather than opposite poles 88
rather than ordinary gains 46
rather than ordinary human 53
rather than ordinary people 328
rather than ordinary water 86
rather than original costs 81
rather than original texts 51
rather than original thinking 111
rather than original works 219
rather than original writing 40
rather than outright denial 90
rather than outright force 61
rather than outright fraud 40
rather than outright gifts 71
rather than outright repeal 49
rather than outright sales 93
rather than parallel lines 162
rather than parochial terms 55
rather than partisan lines 89
rather than personal change 66
rather than personal ethics 44
rather than personal feeling 68
rather than personal goals 233
rather than personal growth 159
rather than personal guilt 48
rather than personal level 170
rather than personal merit 101
rather than personal names 250
rather than personal needs 179
rather than personal piety 42
rather than personal power 224
rather than personal selling 73
rather than personal sense 44
rather than personal taste 62
rather than personal terms 464
rather than physical abuse 215
rather than physical action 349
rather than physical basis 56
rather than physical beauty 163
rather than physical cause 58
rather than physical change 54
rather than physical danger 48
rather than physical facts 57
rather than physical force 1035
rather than physical forms 65
rather than physical goods 274
rather than physical hunger 42
rather than physical labor 346
rather than physical level 67
rather than physical lines 50
rather than physical needs 140
rather than physical power 472
rather than physical sense 156
rather than physical signs 55
rather than physical space 281
rather than physical state 41
rather than physical terms 497
rather than physical threats 90
rather than physical units 362
rather than policies which 91
rather than politics which 49
rather than politics would 40
rather than positive action 427
rather than positive change 54
rather than positive proof 67
rather than positive rates 41
rather than positive signs 51
rather than positive social 49
rather than positive terms 377
rather than positive thinking 43
rather than positive value 85
rather than presenting facts 56
rather than preventing crime 52
rather than probable cause 309
rather than problems which 74
rather than proceeding under 44
rather than producer goods 157
rather than programs which 52
rather than property owned 140
rather than property rules 67
rather than property taxes 118
rather than protecting people 46
rather than protecting women 91
rather than publicly admit 46
rather than publicly owned 405
rather than punitive action 184
rather than purchase price 93
rather than purchasing power 501
rather than quantity which 51
rather than quantity would 40
rather than questions about 340
rather than questions which 97
rather than quotation marks 463
rather than realistic goals 40
rather than realistic terms 55
rather than recorded music 44
rather than reflecting either 63
rather than reflecting social 41
rather than reflects light 56
rather than relative costs 45
rather than relative gains 155
rather than relative power 43
rather than relative price 181
rather than relative rates 41
rather than relative risks 46
rather than relative terms 534
rather than religious basis 65
rather than religious dogma 134
rather than religious feeling 105
rather than religious ideals 56
rather than religious lines 147
rather than religious piety 64
rather than religious rites 43
rather than religious sense 60
rather than religious teaching 46
rather than religious terms 674
rather than religious themes 88
rather than reported earnings 90
rather than restrict trade 55
rather than retained earnings 272
rather than satisfying human 46
rather than satisfying needs 43
rather than sectional lines 75
rather than selected parts 40
rather than selection based 46
rather than semantic terms 66
rather than separate items 49
rather than separate lines 56
rather than separate parts 207
rather than separate units 67
rather than separate words 93
rather than societal change 44
rather than specific action 183
rather than specific cases 205
rather than specific dates 116
rather than specific ethnic 54
rather than specific facts 282
rather than specific forms 110
rather than specific goals 123
rather than specific goods 49
rather than specific human 52
rather than specific items 259
rather than specific kinds 50
rather than specific learning 123
rather than specific legal 67
rather than specific level 118
rather than specific lines 45
rather than specific local 53
rather than specific meanings 72
rather than specific names 127
rather than specific needs 134
rather than specific parts 105
rather than specific people 109
rather than specific plans 91
rather than specific price 48
rather than specific rates 82
rather than specific roles 47
rather than specific rules 399
rather than specific sense 67
rather than specific sites 81
rather than specific skill 72
rather than specific social 97
rather than specific tasks 143
rather than specific teaching 51
rather than specific terms 1013
rather than specific tests 51
rather than specific tools 51
rather than specific types 230
rather than specific units 40
rather than specific words 191
rather than specific works 58
rather than specifying which 54
rather than stagnant water 121
rather than standard costs 62
rather than straight edges 63
rather than straight lines 1731
rather than straight sides 48
rather than strictly legal 430
rather than strictly linear 116
rather than strictly local 131
rather than strictly moral 53
rather than strictly racial 63
rather than strictly social 50
rather than strictly speaking 87
rather than strictly within 44
rather than subsumed under 84
rather than subsumed within 50
rather than surgical cases 40
rather than survival value 49
rather than symbolic terms 102
rather than symbolic value 50
rather than synthetic terms 60
rather than systemic change 116
rather than temporal order 54
rather than temporal power 65
rather than temporal sense 55
rather than temporal terms 159
rather than tomorrow morning 41
rather than treatment after 50
rather than ultimate goals 112
rather than underlying social 51
rather than veracity which 48
rather than vertical growth 67
rather than vertical lines 273
rather than vertical plane 56
rather than vigorous rubbing 106
rather than volcanic rocks 44
rather that judgment which 48
rather this decisive proof 67
rather thou celestial light 823
rather weak magnetic field 141
ratings and audience share 74
ratings and comments about 49
ratings and interest rates 57
ratings and observer ratings 132
ration and identity cards 117
ration for children under 60
ratios and coverage ratios 88
ratios and interest rates 196
ratios and internal rates 112
ratios and marginal rates 56
ratios and relative rates 65
ratios and relative risks 166
ratios are constant within 45
ratios are slightly lower 98
ratios are somewhat lower 121
ratios for children under 54
ratios for galaxies rather 64
rayon and metallic threads 59
rayon and synthetic yarns 58
reaching its critical stage 61
reaching this critical point 43
reaching this secluded meadow 59
reacts with ammonium salts 45
reacts with hydrogen atoms 120
reacts with hydrogen iodide 134
reacts with hydrogen under 98
reader and listener alike 59
reader and narrator alike 53
reader can probably guess 113
reader can scarcely avoid 76
reader has possibly never 74
reader has probably found 52
reader has probably never 104
reader has probably noted 288
reader may hereafter recur 44
reader may possibly smile 101
reader may probably guess 99
reader may remember easily 45
reader may therefore judge 44
reader may usefully refer 62
reader that interest which 88
reader with questions about 76
reader with realistic story 43
readings and critical notes 50
readings and marginal notes 106
readings are normally taken 44
readings are obtained which 44
readings are recorded every 64
really and properly belong 45
really big questions about 43
really get underway until 374
really had happened since 51
really had scruples about 97
really mean business about 105
really not complete until 56
really not surprising since 86
really they scarcely cared 62
really too generous about 59
really two complete books 49
really two distinct kinds 58
really two distinct parts 46
really two distinct types 62
really two questions which 41
reaper for harvesting grain 48
reared and educated under 238
reared and educated until 95
reared and educated within 41
reared his shuddering limbs 155
reason and argument alone 137
reason and argument appear 74
reason and argument could 77
reason and argument rather 60
reason and argument shall 57
reason and argument would 180
reason and authority seems 42
reason and authority which 51
reason and authority would 43
reason and christian ethics 63
reason and christian piety 46
reason and contingent truths 47
reason and critical thinking 279
reason and evidence which 54
reason and goodness which 41
reason and humanity alike 92
reason and humanity might 71
reason and humanity which 85
reason and humanity would 97
reason and instinct which 43
reason and instinct would 64
reason and intuition alone 46
reason and intuition which 50
reason and judgment might 64
reason and judgment shall 92
reason and judgment which 89
reason and judgment would 73
reason and morality which 82
reason and morality would 49
reason and prudence would 83
reason and religious feeling 73
reason and therefore could 77
reason and tradition point 80
reason being somewhat apart 46
reason did actually stand 44
reason for american entry 44
reason for confusion about 157
reason for contingent truths 165
reason for curiosity about 54
reason for deferred posting 46
reason for destroying anything 44
reason for economic growth 77
reason for enthusiasm about 59
reason for hesitating about 56
reason for immediate action 404
reason for immediate alarm 106
reason for increased costs 77
reason for increased wages 52
reason for interest rates 49
reason for military action 236
reason for misgivings about 76
reason for optimism about 1615
reason for ordinary people 42
reason for postponing action 85
reason for preferring brown 46
reason for preferring either 584
reason for pregnant women 45
reason for questioning either 86
reason for suspecting anything 46
reason for suspecting fraud 44
reason for suspicion about 57
reason his judgment takes 78
reason his lordship could 168
reason that children often 56
reason that education which 45
reason that everyone knows 89
reason that interest rates 145
reason that pastoral poetry 111
reason that pregnant women 52
reason then comments where 75
reason they declined lending 55
reason this approach works 69
reason this strategy works 47
reason was mentioned above 43
reason why abstract nouns 45
reason why american firms 56
reason why american labor 64
reason why american women 145
reason why children might 47
reason why economic growth 166
reason why interest rates 303
reason why japanese firms 83
reason why japanese women 42
reason why ordinary people 91
reason why pregnant women 105
reason why religious people 50
reason why sensible people 65
reason why somebody would 83
reason why students often 49
rebel for remission prays 55
rebel was expected every 71
rebut this supposed claim 42
recur with increased force 58
reeds and elephant grass 92
reeking with frontier fever 43
reeking with innocent blood 83
reeling and staggering about 107
reeling and staggering under 100
reels and staggers under 163
refer all disputes arising 41
refer all doubtful cases 54
refer all questions about 70
refer his atrocity rather 51
regal and absolute power 122
regal and inherent power 111
region and adjacent parts 94
region and constant region 89
region and therefore could 43
region are straight lines 57
region for christian souls 49
region has declined since 44
region has increased since 49
region has suffered since 65
region now embraced within 88
region now included within 100
region that contains about 55
region that included parts 71
region that includes parts 91
region that otherwise would 123
region was formerly known 54
region was included within 74
reign and humanity would 53
reign are quarrels where 97
reign had scarcely begun 47
reign with absolute power 151
reign with innocent blood 101
reins are consumed within 202
relax and actually enjoy 52
remit all military posts 48
renal and cerebral blood 151
renew his contract after 93
renew its garments every 43
renew our progress every 86
renew that intimacy which 51
rents and fissures which 165
rents and interest rates 949
rents and property taxes 180
rents and purchase money 94
rents and revenues alone 78
rents and revenues arising 194
rents and revenues shall 172
rents and revenues thereof 117
rents and revenues which 100
rents and roofless walls 41
rents and services which 250
rents and tributes would 43
rents are assigned under 143
rents are scarcity rents 73
rents out mountain bikes 352
reopen and maintain roads 67
reopen for business until 49
repay any attention which 54
repay with interest after 46
repeal all fugitive slave 51
repeal all statutes which 96
repeat each sentence after 188
repeat his emphatic words 51
repeat that profound maxim 80
repeat this beautiful notion 98
repeat this exercise again 57
repeat this exercise every 91
repeat this exercise until 329
repeat this operation every 70
repeat this operation twice 65
repeat this operation until 598
repeat this sequence until 108
repeat this treatment every 81
repeat this treatment until 59
repel and opposite poles 106
repel any attempts which 62
reply being returned within 56
reply that medicine gives 108
reply was deferred until 45
reply was demanded within 125
reply was forthcoming within 44
reply was promptly given 70
reply was received after 57
reply was received dated 42
reply was received stating 80
reply was received until 196
reply was received which 68
reply was received within 208
reply was required within 60
resin for injection molding 94
resting and exercise blood 290
resting and reflecting hours 70
resting and reversal lines 217
resting its terminal twigs 42
reveal any evidence which 44
reveal her identity until 58
reveal his identity until 140
reveal its contents until 45
reveal new insights about 79
reveal two distinct types 77
rhyme and internal rhyme 276
rhythm and movement which 93
rides and carnival games 56
rifle and revolver shots 196
rifle was produced hiram 51
rigging that remained aloft 44
right and absolute power 237
right and authority under 63
right and authority which 253
right and continue about 90
right and continue until 145
right and continue walking 58
right and infinite cause 51
right and interest under 144
right and interest which 626
right and physical power 68
right and positive right 282
right and posterior cusps 50
right and property thereof 163
right and property which 66
right and property would 47
right and slightly above 852
right and slightly below 531
right and slightly lower 59
right and therefore could 69
right and therefore ought 76
right arm extended above 244
right arm straight above 145
right being rendered quite 82
right did elizabeth claim 91
right for eighteen hours 41
right for ordinary people 87
right for pregnant women 133
right for whatever reason 132
right had occurred which 869
right that authority shall 134
right was obtained after 47
right was specially given 40
right with constant speed 189
rigid and absolute sense 67
rigid and constant habit 46
rigid and flexible foams 257
rigid and flexible forms 96
rigid and flexible parts 61
rigid and flexible pipes 79
rigid and flexible types 124
rigid and humiliating could 110
rigid and nonrigid motion 161
rigid nor absolute about 54
rigor and precision which 66
rigor and severity which 57
rills and rivulets which 65
rills and rivulets whose 140
rinse with deionized water 684
rinse with lukewarm water 372
rinsing with deionized water 865
rinsing with lukewarm water 53
risen and ascended jesus 278
rises and interest rates 175
rises and quantity falls 146
rises but slightly above 68
rises with economic growth 185
rises with interest rates 93
rises with offended pride 51
risks and benefits based 58
risks and benefits might 95
risks and benefits posed 60
risks and benefits which 165
risks and benefits would 224
risks and economic costs 124
risks and economic risks 51
risks and financial costs 102
risks and financial risks 83
risks and interest rates 51
risks and possible costs 53
risks and possible gains 49
risks and potential costs 472
risks and potential gains 120
risks and potential risks 45
risks and potential threats 55
risks and problems which 41
risks are normally borne 85
risks for developing breast 66
risks for pregnant women 118
risks that authority which 178
risks that otherwise might 40
risks that otherwise would 79
risks they otherwise would 47
risks with borrowed money 100
risky for pregnant women 76
rites and formulas which 59
rites and religious rites 64
rites and services which 48
rites they disliked would 68
rival and personal enemy 231
rival and potential enemy 209
rival for military glory 46
riven with crevices which 84
river and adjacent lands 47
