rabble would herd themselves 199
report feeling less depressed 54
report feeling more confident 138
report feeling more depressed 45
report feeling more energetic 46
report gives some indication 107
report gives some interesting 55
report would have contained 62
repose after their excessive 131
resale where such industrial 112
rescue merit from obscurity 200
rescue souls from purgatory 95
rescuing souls from purgatory 494
reside under their inspection 84
reside under their protection 45
reside where their proceedings 57
reside within said territory 183
reside within their districts 55
reside within their territory 49
residing under their protection 135
residing within their territory 133
resist changing their attitudes 53
rested until late afternoon 55
result either from excessive 193
result either from ignorance 105
result holds more generally 94
result shows good agreement 124
result under ideal conditions 175
result under other conditions 93
result under some conditions 40
result under such conditions 322
result under these conditions 598
result would have confirmed 43
result would have justified 66
result would have resembled 48
result would have satisfied 61
result would most certainly 69
resume guide ever published 45
retail level into defendant 49
retail sales were estimated 64
return after trial elsewhere 57
return flows from irrigated 885
return flows from irrigation 476
return found many disorders 66
return under more favorable 48
return under such conditions 129
return under these conditions 152
return under those conditions 95
return until late afternoon 572
return which land generally 57
return would rest contented 59
reveals about those destinies 84
revels springing from traditions 40
review calling upon plaintiff 77
review within their originating 141
revolt might have succeeded 44
revolt under those conditions 48
revolt would have collapsed 46
revolt would have succeeded 54
reward which their followers 86
reward which will stimulate 45
riches which these qualities 68
riddle which will entertain 50
riders could have traversed 54
ridges roaring into cataracts 257
rights after their surrender 42
rights arising from contracts 173
rights arising from ownership 73
rights under life insurance 56
rights under such contracts 222
rights under their contracts 109
rights under these conditions 71
rights under these contracts 47
rights under these provisions 100
rights under those contracts 40
rights where none previously 48
rights where such protection 47
rights which have developed 41
rights which have previously 52
rights which their ancestors 126
rights which were available 61
rights which were committed 77
rights which were conferred 161
rights which were enshrined 48
rights which were exercised 42
rights which were generally 53
rights which were necessary 114
rights which were possessed 69
rights which were previously 130
rights which were protected 232
rights which were prudently 70
rights which were respected 54
rights within their countries 50
rights within their territory 71
rights would have prevented 47
rioters might have proceeded 48
ritual which made necessary 102
rivers could have furnished 67
rivers empty into chesapeake 50
rivers flowing from different 50
rivers flowing into chesapeake 260
rivers since time immemorial 40
rivers which flow northwards 55
rivers which flow southwards 40
rivers which lose themselves 179
rivers which were navigable 131
rolled round those flotillas 56
rooted where your harshness 56
rounds small arms ammunition 124
routes which were anciently 45
rubber bands were stretched 43
rubber under these conditions 47
ruffian would have shuddered 42
rugged santa lucia mountains 186
rugged spots well inhabited 98
ruined walls were incapable 74
rumors about other companies 47
rumors which were circulating 227
rustling sound from somewhere 47
