rabbit carotid body in 128
rarely exceeds half an 166
rarely exceeds half the 47
rarely exceeds three or 204
rarely extending into the 130
rarely extends from the 52
rarely extends into the 395
rarely extends over the 82
rarely granted even to 56
rarely granted when the 136
rarely happens among the 49
rarely happens during the 48
rarely happens when the 202
rarely however into the 40
rarely imposed upon the 57
rarely inquire into the 157
rarely intrude into the 75
rarely invited into the 60
rarely matched even by 61
rarely matched those of 50
rarely omitted from the 63
rarely permits even the 49
rarely preached from the 48
rarely present during the 200
rarely present even in 54
rarely present when the 192
rarely prevail over the 974
rarely produce seed in 54
rarely recover from the 96
rarely reflect upon the 94
rarely removed from the 160
rarely respond well to 107
rarely results from an 91
rarely results from the 274
rarely revealed even to 45
rarely rupture into the 59
rarely stepped into the 47
rarely stirred from the 94
rarely strayed from the 569
rarely strayed into the 74
rarely studied form of 45
rarely suffers from the 114
rarely survive past the 44
rarely together save at 60
rarely touched upon by 210
rarely touched upon in 363
rarely touched upon the 225
rarely touches upon the 89
rarely trickle down to 41
rarely uniform over the 50
rarely venture from the 45
rarely venture into the 568
rarely venture onto the 41
rarely venturing into the 233
rarely visible during the 40
rarely visible from the 143
rarely visited even by 151
rarely visited part of 113
rarely visited save by 81
rarely wavered from the 41
rarely written down in 65
rarely written down or 66
rarely wrought save in 64
rarest feathered game in 50
rarest flowers from the 58
rarest moments only by 45
rashly entered into the 41
raster pattern over the 249
raster scanned over the 230
ratify certain acts of 41
ratify treaties made by 160
rationing medical care by 48
rattle ascends from the 64
rattle merrily over the 117
rattling noisily over the 43
rattling showers rose on 180
rattling volleys from the 40
ravens brought food to 60
ravine extending from the 57
reached america during the 151
reached america early in 216
reached america from the 184
reached america late in 88
reached america when the 97
reached because there is 149
reached between what is 70
reached blindly into the 96
reached bristol just as 122
reached britain during the 97
reached britain early in 56
reached britain from the 189
reached charles town in 54
reached charles town on 66
reached chicago from the 111
reached closure prior to 77
reached deadlock over the 113
reached deadlock when the 74
reached depending upon the 127
reached depends upon the 419
reached detroit early in 54
reached equally well by 94
reached farthest into the 50
reached fifteen years of 279
reached forward from the 125
reached forward into the 407
reached forward over the 76
reached fruition during the 150
reached fruition only in 60
reached fruition when the 58
reached germany from the 101
reached halfway down the 388
reached halfway down to 56
reached himself when he 57
reached holland only to 42
reached ireland from the 104
reached lexington during my 48
reached manhood during the 81
reached manhood when he 161
reached manhood when the 83
reached maximum size in 57
reached memphis during the 47
reached nowhere else in 47
reached outward from the 45
reached puberty during the 47
reached quickly from the 45
reached quickly into the 110
reached seventy years of 315
reached several tens of 111
reached seville early in 92
reached seville just as 103
reached sixteen years of 374
reached thirteen years of 114
reached virginia city in 68
reached virginia city on 43
reached virginia early in 44
reaches deepest into the 82
reaches eastward from the 102
reaches farthest into the 149
reaches farthest north in 40
reaches fifteen years of 156
reaches forward from the 78
reaches forward into the 668
reaches halfway down the 297
reaches maximum size at 80
reaches maximum size in 133
reaches maximum when the 157
reaches outward from the 110
reaches outward into the 41
reaches schools only as 45
reaches seventy years of 88
reaches several feet in 60
reaches several tens of 199
reaches sixteen years of 57
reaches thirteen years of 50
reaches upwards high as 72
reaches upwards into the 57
reacted against many of 52
reacted against much of 66
reacted against some of 150
reacted against such an 56
reacted against what he 326
reacted against what it 76
reacted equally well to 44
reacted exactly like the 40
reacted quickly when he 43
reacted quickly when the 45
reacted sharply when the 70
reacted strongly from the 72
reacted strongly upon the 128
reacted strongly when he 79
reacted strongly when the 164
reaction against even the 54
reaction against fact of 58
reaction against ideas of 45
reaction against loss of 52
reaction against many of 259
reaction against most of 71
reaction against much of 128
reaction against some of 834
reaction against such an 253
reaction against those of 91
reaction against what he 972
reaction against what is 684
reaction against what it 245
reaction against what the 197
reaction against what we 142
reaction against years of 63
reaction appeared among the 76
reaction because there is 172
reaction becomes acid in 46
reaction becomes part of 66
reaction between some of 84
reaction centers from the 188
reaction chamber during the 58
reaction chamber from the 98
reaction chamber made of 41
reaction chamber must be 62
reaction depending upon the 310
reaction depends also on 79
reaction depends more on 59
reaction depends only on 596
reaction depends upon an 44
reaction depends upon the 3853
reaction derived from the 182
reaction derives from the 120
reaction differs from the 585
reaction doubles when the 47
reaction emanating from the 78
reaction equation must be 69
reaction extends into the 93
reaction following upon the 295
reaction follows from the 130
reaction function into the 51
reaction function will be 113
reaction happens when the 40
reaction involving loss of 88
reaction involving only the 106
reaction mixture during the 525
reaction mixture from the 716
reaction mixture into an 165
reaction mixture into the 416
reaction mixture leads to 108
reaction mixture leaving the 52
reaction mixture must be 843
reaction mixture onto the 96
reaction mixture over the 54
reaction mixture prior to 319
reaction mixture such as 58
reaction mixture there is 40
reaction mixture used in 85
reaction mixture used to 55
reaction mixture when the 140
reaction mixture will be 294
reaction occurring during the 356
reaction occurring only in 54
reaction occurring when the 159
reaction pathways leading to 204
reaction pattern seen in 52
reaction perhaps from the 41
reaction process must be 48
reaction product along the 56
reaction product during the 76
reaction product from the 643
reaction product into the 64
reaction product leaving the 43
reaction product must be 215
reaction product over the 44
reaction product such as 67
reaction product when the 46
reaction product will be 232
reaction resulting from an 153
reaction resulting from the 1861
reaction results from an 117
reaction results from the 987
reaction results when the 70
reaction schemes such as 41
reaction solution from the 50
reaction stemmed from the 142
reaction systems must be 41
reaction systems such as 99
reaction systems will be 50
reaction torques from the 145
reaction turbine must be 45
reaction turbine there is 65
reaction usually leads to 56
reaction vessels must be 62
reaction vessels used in 43
reactor depends upon the 131
reactor designs such as 52
reactor differs from the 98
reactor systems such as 97
reactor systems will be 123
readers against such an 41
readers against taking the 40
readers against trying to 75
readers against what he 61
readers against what we 61
readers because many of 44
readers because there is 55
readers benefit from the 203
readers exactly what is 54
readers exactly what the 107
readers exactly what to 60
readers insight into the 401
readers perhaps need to 45
readers wondering what the 41
readily accepts what is 60
readily adapted from the 82
readily adapted into the 43
readily adopted from the 89
readily adopted into the 154
readily adopted many of 44
readily applied only to 45
readily applied when the 97
readily assumed from the 63
readily because many of 44
readily because there is 119
readily becomes part of 65
readily believe from the 137
readily believe what he 82
readily believe what is 83
readily believe what we 105
readily believe when we 131
readily benefit from the 75
readily brought back to 140
readily brought home to 66
readily brought into the 375
readily carried away by 480
readily carried away in 47
readily carried from the 55
readily carried into the 180
readily carried over to 117
readily carries over to 40
readily checked from the 50
readily conduct away the 40
readily convert into the 52
readily crosses into the 49
readily deduced from it 73
readily deduced from the 1980
readily defined from the 54
readily derived from an 55
readily derived from it 108
readily derived from the 2857
readily descend into the 62
readily develop into the 48
readily diffuse from the 218
readily diffuse into the 701
readily discern from the 50
readily divided into the 187
readily divined from the 102
readily drained from the 49
readily dropped into the 46
readily effaced from the 53
readily ejected from the 47
readily embrace such as 68
readily emerges from the 62
readily entered into an 225
readily entered into by 92
readily entered into it 78
readily entered into my 251
readily entered into the 1654
readily entered upon the 51
readily escapes from the 223
readily escapes into the 92
readily evident from an 53
readily evident from the 632
readily evident when the 75
readily evident when we 48
readily evolved from the 53
readily express even by 46
readily extract from the 41
readily figured from the 73
readily flushed from the 43
readily follows from the 494
readily furnish those in 42
readily gathered from the 646
readily granted when the 62
readily grasped even by 112
readily grasped from the 184
readily grasped when it 64
readily grasped when the 52
readily grasped when we 44
readily guessed from the 52
readily imagine from the 54
readily imagine some of 41
readily imagine what an 62
readily imagine what it 110
readily imagine what the 166
readily implied from the 50
readily imposed upon by 140
readily induced during the 47
readily induced from the 46
readily induced when the 50
readily located from the 113
readily measured from the 119
readily migrate from the 55
readily migrate into the 48
readily noticed from the 42
readily noticed when the 46
readily observe from the 74
readily plotted from the 45
readily plucked from the 40
readily pressed into the 90
readily realized from the 52
readily realized when it 65
readily realized when we 56
readily receive from the 105
readily recover from the 104
readily reduced back to 72
readily reduced from the 44
readily released from the 520
readily released into the 230
readily released when the 58
readily removed during the 138
readily removed from an 50
readily removed from it 44
readily removed from the 4638
readily removed when it 63
readily removed when the 232
readily respond even to 50
readily results from the 51
readily secured from the 137
readily secured when the 51
readily settles down in 41
readily shifted from the 43
readily slipped into the 75
readily slipped over the 42
readily soluble even in 115
readily soluble form of 75
readily soluble only in 42
readily stepped into the 53
readily visible along the 71
readily visible during the 48
readily visible from the 1282
readily visible part of 47
readily visible when the 317
readily written down as 40
readily written down by 67
readily written down in 53
readout devices such as 97
reagent depends upon the 48
reagent solution must be 84
realism depends upon the 74
realism derived from the 89
realism derives from the 106
realism differs from the 66
realism emerges from the 40
realist writers such as 364
reality adapted only to 66
reality applies only to 82
reality because most of 42
reality because such an 42
reality because there is 339
reality becomes clear to 52
reality becomes part of 116
reality belonged only to 40
reality brought home to 77
reality brought into the 73
reality closely akin to 76
reality crashed down on 43
reality departs from the 133
reality depending upon the 47
reality depends upon the 703
reality derived from the 558
reality derives from the 285
reality deviates from the 111
reality differs from the 516
reality emanating from the 85
reality emerged from the 51
reality emerges from the 222
reality entered into the 45
reality existed only in 121
reality existed side by 65
reality factors such as 124
reality follows from the 79
reality founded upon the 67
reality however there is 48
reality imposed upon the 53
reality intruding upon the 63
reality remains what it 97
reality removed from the 119
reality resides only in 81
reality resulting from the 297
reality results from the 195
reality written upon it 44
realize capital gain on 138
realize capital gain or 157
realize exactly what he 286
realize exactly what is 236
realize exactly what it 307
realize exactly what the 261
realize exactly what we 96
realize himself only by 53
realize himself only in 123
realize immense sums by 44
realize perfect truth so 67
realize profits from the 169
realize revenue from the 40
realize taxable gain on 51
realize taxable gain or 165
realize wherein lies the 44
realizing capital gain on 110
realizing exactly what he 126
realizing exactly what it 71
realizing exactly what the 66
realizing profits from the 58
rearmed germany into the 47
reasoning ability among the 57
reasoning ability will be 43
reasoning appeared only an 78
reasoning applied only to 73
reasoning applies also to 670
reasoning applies here as 264
reasoning applies just as 45
reasoning applies only to 458
reasoning applies when the 268
reasoning applies when we 56
reasoning because there is 76
reasoning carries over to 86
reasoning deduced from the 64
reasoning depends upon the 605
reasoning derived from the 385
reasoning derives from the 169
reasoning differs from the 121
reasoning faculty must be 44
reasoning faculty will be 117
reasoning follows from the 186
reasoning forward from the 70
reasoning founded upon it 162
reasoning founded upon the 289
reasoning himself into the 93
reasoning process came in 49
reasoning process from the 103
reasoning process leading to 108
reasoning process leading up 44
reasoning process leads to 46
reasoning process must be 201
reasoning process such as 44
reasoning process used by 286
reasoning process used in 232
reasoning process used to 229
reasoning process will be 131
reasoning results from the 117
reasoning started from the 54
reasoning stemmed from the 47
reasoning suffers from the 59
reasoning systems such as 68
reasons against making the 118
reasons against such an 376
reasons against taking the 95
reasons alleged were the 77
reasons because there is 102
reasons besides lack of 40
reasons besides those of 133
reasons brought forth by 52
reasons deduced from the 377
reasons depending upon the 82
reasons derived from the 1728
reasons derives from the 54
reasons emanating from the 110
reasons emerged from the 46
reasons entered into the 107
reasons evident from the 50
reasons familiar from the 44
reasons founded upon the 68
reasons himself into the 127
reasons include lack of 316
reasons including lack of 391
reasons obscure even to 64
reasons related more to 132
reasons resulting from the 237
reasons stemmed from the 87
reasons therefor must be 258
reasons therefor will be 310
reasons touched upon in 94
reasons unknown even to 214
reasons usually have to 52
rebels against having to 60
rebels against some of 46
rebels against such an 155
rebels against their king 373
rebels against what he 156
rebels against what is 81
rebels against whom he 43
rebels crossed over to 44
rebels emerged from the 132
rebels escaped from the 41
rebels escaped into the 68
rebels marched into the 78
rebels retired from the 45
rebels retired into the 61
rebels withdrew from the 92
rebels withdrew into the 79
rebirth depends upon the 48
recall briefly some of 357
recall briefly what the 81
recall briefly what we 68
recall depends upon the 291
recall details from the 170
recall election must be 84
recall exactly what he 1419
recall exactly what is 42
recall exactly what it 541
recall exactly what my 41
recall exactly what the 369
recall exactly what we 142
recall exactly when he 143
recall exactly when it 433
recall exactly when or 83
recall exactly when the 177
recall haywood from the 45
recall himself from the 81
recall mankind from the 95
recall material from the 129
recall petition must be 77
recall similar ones in 137
recall stories told by 42
recall vividly some of 42
recede farthest from the 76
recede quietly into the 51
recede rapidly into the 86
recede upwards from the 41
receding contact angle is 356
receding contact angle of 203
receding quickly into the 45
receding rapidly from the 85
receding rapidly from us 51
receding rapidly into the 97
receding shadows into the 44
receding swiftly into the 40
recent absence from the 237
recent account from the 47
recent addition from the 78
recent address from the 43
recent address made by 56
recent admired work on 62
recent advance made in 49
recent advices from the 55
recent arrival among the 77
recent arrival from the 994
recent arrival upon the 47
recent article from the 545
recent article upon the 62
recent article when he 43
recent artists such as 90
recent assault upon the 72
recent attacks made by 49
recent attacks made on 59
recent attacks upon the 303
recent attempt made by 101
recent attempt upon the 100
recent average rate of 57
recent battles over the 71
recent borrowing from the 119
recent british work on 73
recent careful work of 68
recent charges made by 44
recent college grad or 98
recent comment from the 40
recent comment made by 85
recent concern over the 499
recent convert from the 331
recent creations such as 55
recent critics seem to 127
recent critics such as 382
recent critics tend to 75
recent debates over the 1029
recent decades among the 60
recent decades been the 79
recent decades come to 128
recent decades even in 40
recent decades from an 51
recent decades from the 323
recent decades have in 42
recent decades have the 178
recent decades have we 130
recent decades into the 98
recent decades make it 50
recent decades many of 126
recent decades most of 165
recent decades much of 102
recent decades must be 85
recent decades over the 100
recent decades seem to 118
recent decades some of 117
recent decades such as 98
recent decades there is 99
recent decades were the 56
recent decades when it 41
recent decades when the 197
recent decades will be 133
recent decision from the 207
recent decision made by 137
recent decision upon the 49
recent demands made by 58
recent deviation from the 60
recent devices such as 85
recent dispute over the 300
recent dissent from the 50
recent divorce case in 40
recent drastic fall in 42
recent efforts made by 208
recent efforts made in 64
recent efforts made to 149
recent efforts such as 135
recent election held as 59
recent election held in 87
recent emigres from the 187
recent entrant into the 479
recent entries into the 292
recent escapee from the 70
recent example came in 82
recent example from my 118
recent example from the 705
recent example will be 47
recent features such as 44
recent fifteen years of 43
recent figures from the 833
recent figures seem to 51
recent figures show an 63
recent figures show the 99
recent figures such as 190
recent general book on 68
recent general rise in 42
recent general work is 58
recent general work on 205
recent geologic time by 47
recent geologic time is 50
recent geologic time the 81
recent history during the 82
recent history from the 194
recent history have so 60
recent history have the 53
recent history have we 55
recent history into the 62
recent history leading up 45
recent history must be 152
recent history seem to 43
recent history such as 142
recent history there is 92
recent history were the 65
recent history when it 88
recent history when the 335
recent history when we 42
recent history will be 200
recent imports from the 125
recent initiate into the 50
recent inquiry into the 860
recent inquiry made by 95
recent inroads into the 43
recent inroads made by 73
recent insight into the 222
recent insults from the 53
recent invasion from the 75
recent journey from the 43
recent journey into the 63
recent lecture tour in 108
recent lecture tour of 74
recent letters from the 169
recent license rate or 81
recent marxist work on 54
recent material from the 159
recent measures such as 50
recent message from the 107
recent migrant from the 153
recent national data on 134
recent national poll by 44
recent national poll of 85
recent occasion when he 122
recent occasion when the 239
recent opinions from the 43
recent paintings such as 43
recent petition from the 43
recent pioneering work of 66
recent popular book by 61
recent popular book on 197
recent popular work on 57
recent present from the 44
recent records from the 227
recent recruit from the 118
recent reforms such as 65
recent reforms will be 50
recent refugee from the 82
recent releases from the 58
recent releases such as 48
recent remarks made by 107
recent removal from the 115
recent reports from the 1585
recent reports seem to 158
recent reports show an 40
recent reports show the 42
recent reports such as 129
recent reports tend to 95
recent reports will be 48
recent reprint from the 53
recent request from the 92
recent research among the 107
recent research bearing on 219
recent research data on 48
recent research done by 225
recent research done in 130
recent research done on 134
recent research from the 464
recent research into the 4711
recent research puts the 52
recent research such as 173
recent research tell us 41
recent research there is 67
recent research trip to 116
recent research upon the 102
recent research will be 148
recent research work by 66
recent research work in 227
recent research work is 57
recent research work of 96
recent research work on 333
recent results from an 63
recent results from the 1492
recent results seem to 180
recent results tend to 57
recent results will be 261
recent retiree from the 40
recent returns from the 44
recent reviews such as 108
recent reviews will be 46
recent samples from the 52
recent scandal over the 62
recent seminar held at 45
recent seminar held by 44
recent seminar held in 71
recent sources such as 73
recent species from the 82
recent stories from the 44
recent strides made by 47
recent strides made in 100
recent studies along the 40
recent studies among the 46
recent studies bearing on 154
recent studies come to 44
recent studies done by 123
recent studies done in 155
recent studies done on 189
recent studies fail to 179
recent studies find no 58
recent studies from the 768
recent studies have in 179
recent studies have re 141
recent studies have so 58
recent studies help to 50
recent studies into the 288
recent studies look at 54
recent studies made by 369
recent studies made in 192
recent studies made of 74
recent studies made on 82
recent studies make it 173
recent studies seek to 44
recent studies seem to 1444
recent studies show an 152
recent studies show it 102
recent studies show no 183
recent studies show the 409
recent studies such as 1223
recent studies tell us 62
recent studies tend to 1120
recent studies there is 138
recent studies upon the 101
recent studies used the 48
recent studies will be 352
recent success over the 59
recent support from the 142
recent surveys from the 43
recent surveys made by 123
recent surveys seem to 51
recent surveys show the 62
recent surveys such as 74
recent surveys tend to 50
recent systems seem to 42
recent systems such as 108
recent theorists such as 257
recent thinkers such as 183
recent triumph over the 247
recent vacation trip to 41
recent venture into the 128
recent versions such as 53
recent victory over the 1474
recent vintage from the 41
recent vintage such as 53
recent visitor from the 72
recent volumes such as 66
recent workers such as 52
recent writers seem to 261
recent writers speak of 71
recent writers such as 1903
recent writers tend to 114
recent writers there is 55
recent writers upon the 251
recent writers will be 50
recess extends into the 79
recipe differs from the 52
recite blessings over the 152
recite prayers from the 165
recite prayers over the 115
recite stories from the 50
reciting prayers from the 84
reciting prayers over the 58
reciting stories from the 47
reckon descent from the 56
reckon himself among the 207
reckon himself sure of 87
reckon upwards from the 127
recoil protons from the 345
recoil resulting from the 101
record applies only to 69
record because there is 246
record becomes part of 129
record briefly some of 156
record company from the 85
record company owns the 85
record company will be 194
record depends upon the 488
record derived from the 228
record details such as 174
record differs from the 496
record dropped onto the 62
record entered into the 143
record equaled only by 42
record everything from the 57
record exactly what he 394
record exactly what is 276
record exactly what the 472
record extending back to 356
record extending from the 101
record extends back to 221
record extends from the 121
record extends into the 55
record heights during the 150
record matched only by 95
record numbers during the 605
record numbers from the 171
record numbers must be 89
record numbers over the 105
record pointer back to 106
record pointer past the 63
record pointer will be 178
record profits during the 226
record profits from the 109
record removed from the 67
record resulting from the 136
record results from the 155
record revenue from the 123
record revenue when it 49
record signals from the 258
record systems must be 43
record systems such as 62
record systems will be 93
record variable list is 60
recoup himself from the 291
rectum differs from the 110
rectum extends from the 249
redeem dollars held by 52
redeem herself from the 214
redeem himself from it 472
redeem himself from the 1016
redeem himself only by 73
redeem himself when he 96
redeem mankind from the 807
redeem sinners from the 67
redeem society from the 72
redeem vengeance from the 63
reduce anxiety during the 98
reduce anxiety over the 61
reduce anxiety prior to 58
reduce arsenic acid to 74
reduce average cost by 65
reduce average length of 59
reduce chronic pain in 100
reduce complex data to 59
reduce complex ideas to 75
reduce control over the 64
reduce customs duty on 54
reduce decision making to 68
reduce diseases such as 47
reduce everything down to 107
reduce everything else to 144
reduce exports from the 46
reduce friction among the 51
reduce friction during the 56
reduce friction from the 46
reduce friction when the 89
reduce general howe to 127
reduce imports from the 316
reduce imports into the 73
reduce infarct size by 83
reduce infarct size in 325
reduce overall cost of 93
reduce overall risk by 52
reduce patient length of 42
reduce poverty among the 391
reduce poverty over the 88
reduce poverty will be 49
reduce product cost by 72
reduce radiation dose to 93
reduce radiation from the 65
reduce reliance upon the 75
reduce tensions along the 114
reduce tensions among the 79
reduce tensions over the 42
reducing bacteria from the 127
reducing bacteria such as 275
reducing chronic pain in 55
reducing complex ideas to 64
reducing devices such as 119
reducing everything down to 64
reducing everything else to 68
reducing factors such as 131
reducing imports from the 153
reducing imports into the 51
reducing infarct size in 64
reducing material such as 113
reducing measures such as 244
reducing overall cost of 64
reducing poverty among the 607
reducing poverty during the 102
reducing poverty over the 179
reducing poverty will be 74
reducing radiation dose to 57
reducing radiation from the 56
reducing reagents such as 262
reducing reliance upon the 42
reducing species such as 152
reducing tensions among the 50
reeled forward into the 45
refers broadly here to 81
refers equally well to 159
refers everything back to 123
refining process from the 123
refining process must be 172
refining process used in 51
refining process used to 108
refining process will be 44
reflex control from the 42
reflex control over the 122
reflex depends upon the 216
reflex derived from the 145
reflex differs from the 187
reflex effects from the 293
reflex effects such as 63
reflex effects upon the 490
reflex pathways from lb 72
reflex pathways from the 247
reflex resulting from the 206
reflex results from the 106
reflex stimuli from the 128
reflux current from the 63
reform applied only to 79
reform because there is 95
reform depends upon the 343
reform derived from the 252
reform derives from the 162
reform differs from the 114
reform efforts came to 97
reform efforts during the 1088
reform efforts from the 498
reform efforts have to 41
reform efforts like the 103
reform efforts made by 60
reform efforts must be 358
reform efforts need to 300
reform efforts over the 578
reform efforts prior to 66
reform efforts seem to 98
reform efforts such as 949
reform efforts tend to 141
reform efforts were the 46
reform efforts were to 62
reform efforts will be 505
reform element among the 55
reform emanating from the 634
reform emerged from the 111
reform emerges from the 84
reform finally came in 45
reform finally came to 56
reform herself must be 48
reform measures during the 407
reform measures from the 274
reform measures have to 59
reform measures into the 60
reform measures like the 131
reform measures must be 375
reform measures need to 74
reform measures over the 84
reform measures seem to 46
reform measures such as 1248
reform measures were in 128
reform measures were the 87
reform measures were to 81
reform measures will be 541
reform package must be 83
reform package will be 167
reform process came to 60
reform process during the 298
reform process from the 177
reform process leading to 41
reform process must be 422
reform process over the 98
reform process were the 60
reform process will be 631
reform program came to 134
reform program during the 335
reform program from the 281
reform program must be 327
reform program over the 58
reform program such as 211
reform program were the 62
reform program were to 95
reform program will be 534
reform receded into the 46
reform resulting from the 553
reform results from the 43
reform shifted from the 68
reform society from the 240
reform started from the 68
reform stemmed from the 390
refund resulting from the 277
refuse material from the 263
refuse matters from the 110
refuse meanders down the 74
refuse medical care or 43
refuse medical care to 51
refuse removed from the 297
refuse resulting from the 324
refusing shelter from the 76
refute charges made by 60
regain control from the 187
regain control over an 122
regain control over it 147
regain control over my 192
regain control over the 6200
regain control when the 130
regain dominion over the 95
regain mastery over the 180
regain support from the 48
regain traffic lost to 43
regale himself upon the 50
regaling himself upon the 79
regard because there is 74
regard british rule as 148
regard certain acts as 134
regard certain acts of 77
regard certain days as 40
regard decision making as 56
regard depends upon the 91
regard derives from the 59
regard differs from the 53
regard everything else as 432
regard everything else in 116
regard everything from the 554
regard everything like an 59
regard factory work as 56
regard founded only on 95
regard himself more as 213
regard himself only as 313
regard language from the 92
regard marxist theory as 201
regard material wealth as 92
regard matters from the 61
regard medical care as 161
regard natural laws as 127
regard religion only as 40
regard results from the 100
regard society from the 106
regard usually paid to 75
regard welfare work as 137
regent entered into the 61
regent retired from the 74
regime applied only to 47
regime applies only to 98
regime because there is 48
regime clamped down on 159
