raillery which gave vivacity 103
religions which have attained 49
religions which have survived 50
religious facts were employed 99
religious issue into politics 42
religious party ever deserved 132
religious rites were observed 104
religious tests were required 101
religious texts were composed 48
religious views were probably 60
religious views were regarded 87
religious works were composed 43
religious works were produced 43
remained about three quarters 89
remained alive were exchanged 42
remained aloof from partisan 67
remained aloof from politics 932
remained awake only socrates 113
remained small when compared 71
remained under heavy pressure 55
remained under some scruples 52
remained under their authority 40
remained until past midnight 53
remained until very recently 486
remained within hearing distance 41
remained within their original 69
remedies under their domestic 73
remedies which were employed 122
remedies which were formerly 149
remedies which were proposed 71
remember about what happened 309
remember feeling much surprise 90
remember sitting upon somebody 55
remission after more laborious 91
remnants which have survived 98
remotest parts from syracuse 62
rendered china more populous 53
rendered either more accurate 59
rendered still less probable 99
rendered still more absolute 62
rendered still more agreeable 285
rendered still more apparent 510
rendered still more beautiful 267
rendered still more brilliant 227
rendered still more complete 401
rendered still more confused 157
rendered still more critical 147
rendered still more dangerous 293
rendered still more decisive 78
rendered still more definite 73
rendered still more delicate 155
rendered still more desolate 197
rendered still more disgusting 48
rendered still more distinct 216
rendered still more doubtful 126
rendered still more emphatic 76
rendered still more enchanting 121
rendered still more ferocious 99
rendered still more forbidding 142
rendered still more graceful 46
rendered still more grateful 73
rendered still more grievous 48
rendered still more helpless 48
rendered still more hopeless 86
rendered still more horrible 131
rendered still more insecure 54
rendered still more insolent 47
rendered still more manifest 191
rendered still more obnoxious 43
rendered still more perilous 101
rendered still more perplexing 131
rendered still more poignant 172
rendered still more powerful 116
rendered still more probable 1258
rendered still more profound 59
rendered still more sensible 107
rendered still more terrible 281
rendered still more terribly 64
rendered still more terrific 86
rendered still more unctuous 56
rendered still more unlikely 67
rendered still more unstable 61
rendered still more valuable 514
rendered still more wretched 61
rendered under such contract 62
reported above were obtained 245
reported amino acid sequence 113
reported below were designed 73
reported below were obtained 220
reported cases have followed 240
reported cases have increased 62
reported cases have involved 670
reported cases have occurred 2088
reported cases have resulted 74
reported cases were diagnosed 51
reported feeling more positive 101
reported fewer health problems 87
reported housing code violations 55
reported never having received 57
reported until very recently 51
reporter could have ventured 50
republic would have required 40
republic would have subsided 61
required amino acid sequence 41
required every time financial 48
required labor union officers 62
required sinking fund payments 78
required under their contract 56
requires chest tube drainage 72
requires either great latitude 102
requires either very powerful 61
requires input from multiple 74
requires rather more attention 73
requires rather more detailed 43
requires still more detailed 68
resemble sales from qualifying 80
reserves which have increased 52
reserves would have increased 57
resident might have required 43
resident within said district 155
resident within such district 173
resident within their district 43
resisted every other treatment 51
resisted sending their children 263
resolute action from instinct 50
resource rents from minerals 50
respecting china will continue 56
respecting which said judgment 985
response costs were incurred 103
response could have occurred 40
response could have resulted 49
response might have occurred 45
response rates among patients 53
response rates were achieved 209
response rates were observed 171
response rates were obtained 345
response rates were reported 196
response rates when compared 53
response times were obtained 51
response times were recorded 226
response would have occurred 108
response would have provided 146
response would have required 51
response would have resulted 73
restless about your portrait 52
restless black eyes reminded 78
restless indian boys wandered 73
restored queen anne victorian 130
restrain japan from fulfilling 76
restrain others from committing 63
restrain others from publishing 55
restrain people from committing 120
restrain russia from mobilizing 42
restrict trade union activity 60
retained until very recently 62
retention rates have increased 113
retention times were compared 90
retention times were observed 85
retention times were obtained 50
reticent about asking questions 94
reticent about their personal 157
reticent about what happened 47
retrieve either lost fortunes 52
returned after having finished 52
returned again into damascus 118
returned again unto damascus 1155
returned thanks very prettily 81
revenues arising from priestly 58
revenues would have increased 161
reverend party were reckoned 85
reversed phase high pressure 82
reverses which have befallen 215
reverses which have recently 102
reviewer would have welcomed 50
revivals which have occurred 84
revolver might have crippled 86
revolves about these questions 51
ridicule would have attended 64
righteous souls have wrenched 75
roadside trees were scarcely 50
romantic views were proposed 51
rotations about axes parallel 107
rotations about three mutually 113
ruminate about their problems 104
