rabid fury against the 41
ranks from colonel to 44
ranks from general to 58
ranks from highest to 73
ranks from private to 473
ranks from sergeant to 41
ranks great numbers of 185
ranks have swelled to 49
ranks high because of 200
ranks jobs according to 41
ranks made headless by 103
ranks many members of 50
ranks soon swelled to 65
ranks third highest in 147
ranks well together in 73
ranks were allowed to 190
ranks were awarded the 53
ranks were beginning to 259
ranks were divided by 74
ranks were exposed to 74
ranks were invited to 70
ranks were members of 106
ranks were obliged to 138
ranks were ordered to 140
ranks were reduced by 71
ranks were reduced to 183
ranks were riddled by 46
ranks were subject to 57
ranks were swelled at 57
ranks were swelled by 2417
ranks were swelled in 73
ranks were swollen by 694
ranks were weakened by 63
rapid axial rotation of 72
rapid cell division at 59
rapid cell division in 310
rapid cell division is 190
rapid cell division of 177
rapid cell division or 48
rapid cell division to 59
rapid coming together of 41
rapid early increase in 46
rapid fire against the 60
rapid mixing between the 56
rapid move towards the 82
rapid pace against the 104
rapid pace because of 135
rapid pace because the 43
rapid pace following the 46
rapid pace towards the 565
rapid rail transit in 49
rapid rate because of 403
rapid rate because the 98
rapid rate between the 57
rapid rate following the 44
rapid rate results in 46
rapid rate towards the 198
rapid sand filters in 106
rapid sand filters is 162
rapid sand filters of 62
rapid sand filters to 66
rapid spring decrease in 61
rapid step towards the 93
rapid trot towards the 40
rapid when exposed to 46
rated high because of 79
rated high because the 41
rated line current of 70
rated line voltage of 89
rated load current at 77
rated load current is 198
rated load current of 269
rated such factors as 46
rated their ability as 50
rated their ability to 606
rated their chances as 189
rated their chances of 241
rated their infants as 357
rated their marriage as 509
rated their parents as 447
rated their quality of 270
rated their reactions to 57
rated their regrowth as 71
rated their results as 55
rated their schools as 153
rated their teachers as 121
rates also affects the 80
rates also applied to 72
rates also applies to 58
rates also depends on 92
rates also increase as 41
rates also increase in 49
rates also increase the 166
rates also reduced the 61
rates also reflect the 167
rates also results in 53
rates among females in 74
rates among infants in 64
rates among infants of 56
rates among members of 253
rates among persons of 85
rates among spouses of 56
rates among workers in 117
rates fall because of 43
rates fall because the 82
rates fall between the 73
rates fell because of 52
rates fell between the 43
rates fell rapidly in 50
rates fell sharply as 152
rates fell sharply in 248
rates from buffalo to 170
rates from cancers of 170
rates from chicago to 1105
rates from cholera in 42
rates from country to 245
rates from diseases of 261
rates from hamburg to 56
rates from montreal to 62
rates from primary to 177
rates from suicide in 53
rates have climbed in 46
rates have climbed to 135
rates have doubled in 395
rates have dropped as 57
rates have dropped by 241
rates have dropped in 245
rates have dropped so 216
rates have dropped to 533
rates have focused on 49
rates have limited the 50
rates have reduced the 264
rates have started to 258
rates have tripled in 61
rates into account in 151
rates more closely in 41
rates more closely to 83
rates more similar to 106
rates move against the 98
rates move together in 42
rates must conform to 80
rates must increase to 42
rates must reflect the 132
rates must satisfy the 61
rates only because of 66
rates only because the 46
rates ranging between rs 43
rates rise because of 185
rates rise because the 145
rates rise between the 69
rates rise sharply at 40
rates rise sharply in 104
rates rose because of 82
rates rose rapidly in 170
rates rose sharply as 160
rates rose sharply at 55
rates rose sharply in 623
rates rose sharply to 73
rates rose steadily in 57
rates rose steeply in 40
rates such carrier is 89
rates take account of 88
rates taking account of 49
rates vary according to 4406
rates vary because of 141
rates vary between the 118
rates vary depending on 1876
rates very similar to 337
rates were adopted as 43
rates were adopted by 96
rates were adopted in 156
rates were allowed on 54
rates were allowed to 1882
rates were altered by 56
rates were altered in 44
rates were altered to 57
rates were applied at 46
rates were applied in 169
rates were applied on 87
rates were applied to 1772
rates were arranged in 99
rates were arranged on 64
rates were arrived at 232
rates were assumed to 1000
rates were beginning to 329
rates were boosted to 41
rates were brought to 59
rates were capable of 42
rates were charged by 156
rates were charged in 107
rates were charged on 340
rates were charged to 174
rates were decided by 63
rates were declining in 210
rates were defined as 315
rates were defined in 55
rates were derived by 151
rates were divided by 93
rates were doubled in 169
rates were doubled to 40
rates were evident in 83
rates were exactly the 47
rates were granted by 48
rates were granted on 47
rates were granted to 229
rates were greatest in 153
rates were highest at 194
rates were highest in 2604
rates were highest on 92
rates were imposed as 42
rates were imposed by 73
rates were imposed in 105
rates were imposed on 474
rates were increasing at 62
rates were increasing in 145
rates were indexed to 57
rates were largely the 46
rates were limited by 194
rates were limited to 316
rates were located in 72
rates were lowered as 127
rates were lowered by 332
rates were lowered in 446
rates were lowered on 264
rates were lowered to 550
rates were matched by 121
rates were measured as 633
rates were measured at 906
rates were measured by 1063
rates were measured in 2345
rates were measured on 606
rates were measured to 90
rates were offered by 69
rates were offered on 93
rates were offered to 204
rates were ordered to 88
rates were outside the 43
rates were payable in 90
rates were payable to 41
rates were plotted as 77
rates were plotted on 43
rates were present in 47
rates were reduced as 249
rates were reduced at 110
rates were reduced by 1760
rates were reduced in 2081
rates were reduced on 633
rates were reduced or 52
rates were reduced so 112
rates were reduced the 49
rates were reduced to 2205
rates were related to 1044
rates were removed in 57
rates were revised by 40
rates were revised in 162
rates were revised to 91
rates were roughly the 105
rates were secured by 80
rates were settled by 68
rates were similar at 198
rates were similar in 1881
rates were similar on 47
rates were similar to 1692
rates were stepped up 70
rates were studied by 64
rates were studied in 144
rates were subject to 1078
rates were superior to 47
rates were typical of 54
rates were unified at 161
rates were unified in 112
rates were usually the 47
rates when applied to 201
rates when capital is 52
rates when comparing the 66
rates when exposed to 232
rates will decline as 241
rates will decline by 76
rates will decline in 451
rates will decline to 70
rates will decrease as 124
rates will decrease by 46
rates will decrease in 68
rates will decrease the 232
rates will depress the 47
rates will enhance the 46
rates will improve the 70
rates will increase as 407
rates will increase at 57
rates will increase by 276
rates will increase if 99
rates will increase in 292
rates will increase or 158
rates will increase the 1133
rates will increase to 217
rates will prevail in 68
rates will produce an 54
rates will produce the 57
rates will provide an 47
rates will provide the 73
rates will reflect the 222
rates will respond to 88
rates will suffice to 45
rates will usually be 285
rather bald account of 69
rather bald summary of 58
rather bears witness to 117
rather been content to 58
rather been devoted to 40
rather been supposing the 50
rather bleak picture of 795
rather bold attempt to 59
rather bold defiance of 42
rather bury himself in 49
rather clear concept of 54
rather clear division of 73
rather clear example of 275
rather clear pattern of 112
rather clear picture of 1198
rather cold comfort to 95
rather cold towards the 45
rather cool towards the 76
rather dark because of 103
rather dark picture of 228
rather deep channel of 47
rather dull account of 53
rather dull routine of 63
rather early example of 78
rather find comfort in 54
rather fine example of 85
rather flat between the 56
rather free allusion to 97
rather free exchange of 41
rather free rendering of 210
rather from failure to 51
rather from grandam to 62
rather from jealousy of 59
rather from motives of 427
rather from observing the 45
rather from outside the 40
rather from swellings or 43
rather from weakness of 47
rather full account is 46
rather full account of 1179
rather full history of 46
rather full outline of 94
rather full picture of 185
rather full summary of 114
rather gain victory at 40
rather gave himself up 51
rather give himself up 60
rather give pleasure to 68
rather give priority to 53
rather good account of 137
rather good command of 54
rather good control of 60
rather good example of 426
rather good picture of 319
rather good position to 51
rather good quality of 50
rather good results in 77
rather good summary of 51
rather great variation in 58
rather great variety of 72
rather grim picture of 463
rather hard against the 73
rather hard pressed to 196
rather hard problem to 55
rather hard question to 43
rather have adopted the 144
rather have appeared to 111
rather have applied to 48
rather have avoided an 43
rather have avoided it 48
rather have avoided the 172
rather have belonged to 116
rather have brought the 85
rather have crawled on 42
rather have crossed the 44
rather have delayed it 41
rather have desired to 52
rather have endured the 62
rather have enjoyed it 53
rather have enjoyed the 64
rather have focused on 104
rather have marched up 59
rather have married the 72
rather have occasion to 125
rather have praised the 42
rather have starved in 99
rather have starved to 71
rather have trusted the 116
rather have trusted to 62
rather have watched the 46
rather have weakened the 45
rather have written in 67
rather have written it 233
rather have written on 60
rather have written the 912
rather hazy picture of 49
rather heavy demands on 128
rather heavy reliance on 107
rather held together by 44
rather high according to 51
rather high amounts of 306
rather high average of 74
rather high because of 334
rather high because the 113
rather high content of 879
rather high degrees of 216
rather high demands on 46
rather high density of 396
rather high fraction of 52
rather high numbers of 90
rather high percent of 41
rather high position in 185
rather high quality of 83
rather just because of 238
rather just beginning to 116
rather lame attempt at 45
rather lame attempt to 199
rather late addition to 107
rather late arrival in 65
rather late arrival of 42
rather late arrival on 40
rather late because of 64
rather late example of 135
rather late product of 56
rather leaning against the 53
rather leaning towards the 44
rather lend support to 40
rather less because of 40
rather less capable of 50
rather less certain of 54
rather less evident in 46
rather less exposed to 49
rather less granite on 45
rather less hostile to 45
rather less soluble in 67
rather less subject to 84
rather less success in 58
rather less towards the 40
rather like bunches of 55
rather like comparing the 84
rather like expecting the 60
rather like figures on 123
rather like following the 49
rather like letters of 60
rather like listening to 392
rather like members of 112
rather like raisins in 41
rather like referring to 92
rather like ripples on 43
rather look forward to 1170
rather lost conceit of 47
rather lost control of 46
rather made against it 43
rather made believe to 51
rather make against the 50
rather make efforts to 55
rather make election of 84
rather mild account of 90
rather mild example of 49
rather more according to 69
rather more account of 62
rather more adapted to 87
rather more against the 77
rather more attuned to 47
rather more awkward to 45
rather more because he 43
rather more because of 169
rather more broadly to 40
rather more capable of 83
rather more careful in 104
rather more careful of 54
rather more cautious in 289
rather more central to 71
rather more certain of 46
rather more closely as 48
rather more closely at 605
rather more closely in 105
rather more closely on 82
rather more closely the 435
rather more closely to 534
rather more complex as 88
rather more complex in 495
rather more complex to 102
rather more congenial to 102
rather more correct to 77
rather more devoted to 77
rather more diverse in 45
rather more evident in 114
rather more excited or 48
rather more exposed to 118
rather more extreme in 41
rather more faithful to 73
rather more familiar to 174
rather more focused on 187
rather more forward in 40
rather more freedom in 89
rather more freedom of 177
rather more freedom to 83
rather more general in 110
rather more guarded in 94
rather more helpful to 47
rather more hostile to 44
rather more hurried or 84
rather more intense in 44
rather more justice to 95
rather more lenient to 46
rather more liberal in 151
rather more limited in 240
rather more loosely to 72
rather more natural to 91
rather more pleasant to 71
rather more pointed at 69
rather more pointed in 46
rather more popular in 85
rather more precise in 85
rather more quickly by 44
rather more quickly in 94
rather more quickly or 113
rather more quickly to 65
rather more radical in 60
rather more rapidly in 239
rather more rapidly to 49
rather more refined in 135
rather more regular in 150
rather more related to 122
rather more reminds me 55
rather more sanguine in 42
rather more settled in 67
rather more similar to 406
rather more slender in 107
rather more soluble in 345
rather more strongly by 46
rather more strongly in 167
rather more strongly on 57
rather more strongly the 87
rather more strongly to 67
rather more subject to 281
rather more success in 218
rather more sympathy in 74
rather more tempted to 70
rather more towards the 536
rather more trouble to 91
rather more typical of 274
rather more uniform in 107
rather more unusual in 41
rather more upright in 41
rather more variable in 122
rather more variation in 97
rather more variety of 73
rather must reflect the 45
rather nice example of 99
rather nice quarter of 42
rather only according to 48
rather only insofar as 68
rather open network of 53
rather poor ability to 46
rather poor account of 91
rather poor attempt at 87
rather poor attempt to 47
rather poor because of 231
rather poor because the 105
rather poor example of 114
rather poor measures of 53
rather poor picture of 67
rather poor position to 76
rather poor quality in 44
rather poor quality of 550
rather poor relation at 216
rather poor results in 117
rather poor results of 63
rather poor sources of 63
rather pray heartily to 337
rather pure example of 61
rather rare because of 75
rather rare element in 46
rather rare example of 233
rather rare quality of 45
rather rare species in 100
rather rare species of 151
rather rare variety of 65
rather rich variety of 54
rather rosy picture of 295
rather rude address to 59
rather rude neglect of 109
rather runs counter to 40
rather sees himself as 116
rather slow because of 321
rather slow because the 101
rather slow decrease in 43
rather slow decrease of 45
rather slow increase in 141
rather slow increase of 71
rather slow process in 60
rather slow process of 324
rather some aspects of 64
rather some members of 46
rather some schools in 79
rather stay quietly at 55
rather such clauses of 41
rather such portions of 91
rather such service as 75
rather take account of 87
rather take chances on 52
rather take measures to 41
rather take pleasure in 173
rather tend towards the 55
rather their ability to 445
rather their attempt to 44
rather their failure to 146
rather their function is 44
rather their purpose is 66
rather their refusal to 40
rather their relation to 77
rather thick deposit of 44
rather thick solution of 48
rather those aspects of 137
rather those members of 96
rather those portions of 64
rather three aspects of 88
rather time consuming to 149
rather took delight in 56
rather took pleasure in 112
rather upon grounds of 45
rather upon matters of 41
rather vain attempt to 41
rather vary according to 44
rather vote against the 65
rather well adapted to 271
rather well against the 75
rather well because of 54
rather well because the 133
rather well between the 53
rather well brought up 44
rather well covered by 51
rather well defined as 86
rather well defined by 147
rather well defined in 153
rather well despite the 56
rather well studied in 57
rather went against me 74
rather went against the 109
rather were allowed to 56
rather were brought in 677
rather were content to 42
rather were limited to 56
rather were members of 61
rather were related to 80
rather were subject to 76
rather what answers to 57
rather what appeared to 77
rather what fashions he 74
rather what happens in 110
rather what happens is 50
rather what happens to 184
rather what matters is 77
rather what perhaps he 50
rather what remains of 396
rather what remains to 44
rather wide between the 93
rather wide concept of 70
rather wide expanse of 68
rather wide margins of 107
rather wide scatter of 88
rather wide variation in 854
rather wide variation of 108
rather wide variety of 2349
rather will attempt to 175
rather will examine the 56
rather will subject me 92
rather will suspect the 125
rather work together to 63
rather your ability to 67
rather your pleasure to 64
ratings from members of 49
ratings vary according to 58
ratings were applied to 92
ratings were arrived at 70
ratings were assumed to 50
ratings were highest in 47
ratings were reduced to 58
ratings were related to 366
ratings were secured on 43
ratings were similar in 47
ratings were similar to 177
ratings were subject to 56
ration card holders in 109
ration must consist of 53
ration will consist of 46
ratios also reflect the 47
ratios vary according to 279
ratios vary depending on 104
ratios very similar to 133
ratios were applied to 474
ratios were assumed to 158
ratios were defined as 68
ratios were derived by 115
ratios were highest in 117
ratios were measured as 84
ratios were measured at 124
ratios were measured by 216
ratios were measured in 268
ratios were measured on 523
ratios were plotted as 49
ratios were plotted in 42
ratios were reduced by 45
ratios were reduced in 71
ratios were reduced to 117
ratios were related to 158
ratios were similar in 202
ratios were similar to 277
ratios were studied by 45
ratios were studied in 54
ratios when applied to 51
ratios will increase the 48
ratios will reflect the 48
ratios will usually be 47
razed their dwellings to 84
razor edge between the 67
reaching back millions of 79
reaching back perhaps as 43
reaching back perhaps to 76
reaching back towards the 234
reaching down between the 217
reaching down towards the 201
reaching ever enacted by 87
reaching fort augusta in 50
reaching forth towards the 64
reaching from abraham to 55
reaching from america to 42
reaching from between the 56
reaching from chicago to 195
reaching from florida to 54
reaching from horizon to 201
reaching from infancy to 43
reaching from morocco to 49
reaching from virginia to 88
reaching full fruition in 43
reaching great britain in 46
reaching great heights in 86
reaching great heights of 126
reaching great numbers of 160
reaching high degrees of 73
reaching into millions of 94
reaching land reforms in 134
reaching many millions of 87
reaching means returning to 54
reaching north america by 41
reaching north america in 67
reaching only halfway to 121
reaching such heights as 43
reaching such heights of 80
reaching their decision in 55
reaching their decision on 121
reaching their decision the 124
reaching their decision to 157
reaching their friends in 51
reaching their maximum at 205
reaching their maximum in 540
reaching their maximum of 134
reaching their minimum in 54
reaching their targets in 102
reaching those outside the 78
reaching vast numbers of 146
reaching well towards the 44
reaching what appeared to 75
reaching your decision to 42
reacting more quickly to 123
reacting more strongly to 176
reacting most strongly to 65
reacting very quickly to 74
reacting very strongly to 106
reacts less strongly to 40
reacts more quickly to 834
reacts more rapidly to 165
reacts more sharply to 47
reacts more strongly to 1025
reacts most strongly to 407
reacts very quickly to 547
reacts very rapidly to 210
reacts very strongly to 472
reacts when exposed to 134
reader bears witness to 49
reader feel vividly the 42
reader find himself in 41
reader from accepting the 58
reader from attending to 42
reader from beginning to 479
reader from chapter to 52
reader from confusing the 50
reader from following the 101
reader from outside the 151
reader from receiving an 63
reader from subject to 86
reader into accepting the 299
reader into believing he 49
reader into believing in 212
reader into believing the 113
reader less pleasure in 102
reader look forward to 52
reader more closely to 58
reader more strongly at 156
reader much pleasure in 76
reader must analyze the 45
reader must attempt to 211
reader must believe in 66
reader must believe me 74
reader must confess to 94
reader must connect the 64
reader must consent to 54
reader must consult the 1643
reader must develop the 46
reader must discern the 52
reader must dismiss the 40
reader must endeavor to 80
reader must examine the 179
reader must forgive me 347
reader must forgive my 80
reader must forgive the 74
reader must forgive us 69
reader must himself be 68
reader must imagine an 58
reader must imagine it 41
reader must imagine the 759
reader must indulge me 47
reader must observe the 184
reader must perform in 40
reader must perform the 52
reader must picture the 47
reader must picture to 219
reader must possess the 54
reader must provide the 70
reader must question the 65
reader must respond to 101
reader must suppose the 42
reader only because he 40
reader only insofar as 66
reader seek romance in 83
reader sees himself in 40
reader some account of 1075
reader some aspects of 54
reader some concept of 86
reader some insight as 51
reader some picture of 49
reader some trouble to 43
reader soon forgets the 43
reader such portions of 41
reader were capable of 45
reader will achieve an 43
reader will acquire an 51
reader will acquire the 57
reader will applaud the 141
reader will approve of 72
reader will ascribe it 57
reader will attempt to 325
reader will believe it 117
reader will believe me 322
reader will believe the 68
reader will believe us 63
reader will benefit by 224
reader will capable of 79
reader will chiefly be 68
reader will collect the 195
reader will compare it 114
reader will compare the 1053
reader will confuse the 50
reader will consent to 118
reader will consult the 1016
reader will delight in 201
reader will develop an 151
reader will discern at 57
reader will discern in 156
reader will discern the 209
reader will endeavor to 40
reader will examine the 1015
reader will explore the 59
reader will forgive me 1848
reader will forgive my 347
reader will forgive the 817
reader will forgive us 316
reader will himself be 109
reader will imagine the 476
reader will indulge me 304
reader will indulge my 44
reader will indulge the 70
reader will indulge us 55
reader will observe an 104
reader will observe as 45
reader will observe at 107
reader will observe by 221
reader will observe in 2308
reader will observe is 157
reader will observe it 68
reader will observe on 74
reader will observe the 2524
reader will observe to 49
reader will observe we 48
reader will perform the 75
reader will perhaps be 5615
reader will picture to 182
reader will proceed to 68
reader will question the 157
reader will receive it 132
reader will receive the 166
reader will reflect on 333
reader will rejoice on 53
reader will rejoice to 90
reader will require no 285
reader will require to 105
reader will respond in 91
reader will respond to 419
reader will shortly be 61
reader will suppose me 120
reader will suppose the 40
reader will suspect me 70
reader will usually be 115
reader will welcome the 120
readings have focused on 73
readings vary according to 46
readings were checked by 51
readings were limited to 46
readings were plotted as 50
readings were plotted on 65
readings were reduced to 166
readings were related to 43
readings will usually be 45
really able lawyers of 60
really acting according to 100
really acts according to 48
really angry because he 120
really angry because of 62
really bears witness to 61
really been adopted by 90
really been allowed to 316
really been applied in 71
really been applied to 190
really been arrived at 80
really been ashamed of 40
really been bothered by 64
really been brought to 267
really been brought up 347
really been capable of 168
really been carried on 50
really been carried to 46
really been certain of 49
really been decided by 45
really been decided in 53
really been decided on 86
really been defeated by 68
really been defeated in 85
really been devoted to 134
really been dictating the 42
really been elected by 83
really been excited by 45
really been expecting to 56
really been exposed to 763
really been faithful to 85
really been focused on 67
really been following the 57
really been founded on 53
really been granted to 48
really been gripped by 72
really been happening in 198
really been happening to 93
really been helpful to 73
really been himself at 95
really been hostile to 50
really been injured by 72
really been intending to 45
really been invited to 68
really been listening to 402
really been lowered by 91
really been lowered in 86
really been married to 219
really been obliged to 132
really been offered to 54
really been opposed to 128
really been present at 116
really been present in 131
really been present to 101
really been printed at 40
really been reduced to 191
really been referring to 48
really been revealed to 45
really been settled by 108
really been settled in 63
really been sincere in 91
really been studied in 95
really been subject to 73
really been tempted to 108
really been touched by 224
really been touched on 40
really been trained in 40
really been trained to 103
really been visited by 78
really been worried to 42
really been written by 582
really been written in 54
really been written to 50
really best adapted to 42
really bird language he 53
really brings history to 140
really came together as 150
really came together in 109
really came together to 44
really care because he 70
really care because it 68
really clear picture of 316
really come between us 53
really come together as 222
really come together in 122
really come together to 106
really cool because it 76
really cool features of 43
really done everything in 64
really done justice to 278
really done wonders in 67
really even believe in 40
really ever existed in 41
really evil according to 72
really fall outside of 44
really fall outside the 116
really feel ashamed of 216
really feel ashamed to 278
really feel capable of 61
really feel himself to 68
really feel obliged to 153
really felt ashamed of 219
really felt ashamed to 208
really felt assured of 133
really felt capable of 61
really felt herself to 82
really felt himself to 207
really felt obliged to 162
really felt tempted to 44
really find himself in 57
really find pleasure in 100
really fine display of 54
really fine example of 238
really fine picture of 47
really free because he 42
really free because the 40
really free election in 55
really full account of 73
really gave himself to 60
really gave impetus to 88
really give congress the 50
really give herself to 76
really give himself to 85
really good account of 157
really good answers to 57
really good article on 47
really good because he 93
really good because it 233
really good because of 46
really good because the 54
really good because we 103
really good between us 59
really good command of 78
really good example of 680
really good friends at 66
really good friends in 197
really good friends of 160
really good friends to 81
really good glimpse of 42
really good history of 131
really good picture is 127
really good picture of 434
really good position to 64
really good quality of 56
really good results in 67
really good servant is 41
really good service in 63
really good service to 100
really good society of 57
really good solution to 83
really good teachers in 50
really good treatise on 94
really good workers in 46
really great addition to 72
really great advance in 65
really great artists of 100
really great attempt to 40
really great because he 80
really great because it 79
really great example of 72
really great features of 41
really great figures in 112
really great figures of 127
really great increase in 60
really great masters of 157
really great problem of 72
really great service to 69
really great stories of 43
really great success in 42
really great teachers of 56
really great thinkers in 57
really great thinkers of 48
really great writers of 207
really hard against the 81
really hard because he 130
really hard because it 112
really hard because my 44
really hard because of 51
really hard because the 53
really hard because we 62
really hard pressed to 77
really hard problem of 58
really hard question to 46
really have altered the 80
really have anybody to 93
really have appealed to 50
really have arrived at 90
really have belonged to 231
really have brought the 83
really have command of 45
really have control of 218
really have courage to 41
really have crossed the 43
really have decided to 86
really have desired to 45
really have enjoyed it 158
really have enjoyed the 272
really have entered the 48
really have existed at 42
really have existed in 144
