radiations on nucleic acids 71
received at carlton house 115
received at certain times 50
received at granite house 80
received at hampton court 108
received at several times 72
received by accrual method 89
received by captain grant 52
received by captain lewis 108
received by certain people 56
received by elderly people 106
received by farmers under 45
received by farmers would 167
received by foreign firms 54
received by general baird 53
received by general bragg 42
received by general grant 196
received by general scott 96
received by married women 46
received by persons whose 174
received by persons working 54
received by sellers falls 243
received by several people 75
received by workers falls 109
received in ancient times 166
received in british ports 74
received in central water 73
received in certain cases 95
received in certain parts 43
received in exchange about 48
received in exchange rigid 41
received in exchange shall 506
received in exchange small 41
received in exchange stock 49
received in exchange trust 58
received in exchange would 73
received in foreign lands 61
received in foreign parts 50
received in foreign trade 43
received in payment thereof 148
received in payment would 81
received in respect thereof 1168
received in several cases 46
received in several towns 71
received is entered under 50
received is exactly equal 63
received me several times 51
received my message about 55
received my private pilot 61
received nae regular warning 61
received no advance warning 456
received no answering smile 77
received no benefit under 162
received no certain tidings 52
received no federal funding 63
received no federal funds 137
received no general power 62
received no letters about 71
received no letters since 193
received no official reply 77
received no previous warning 135
received no regular wages 68
received no reports about 66
received no support either 115
received no written reply 117
received of richard scott 54
received on account thereof 433
received on average about 159
received on capital stock 113
received on familiar terms 40
received on thursday morning 62
received on tuesday morning 74
received on tuesday night 68
received or accrued after 598
received or accrued shall 69
received or accrued under 498
received or accrued which 109
received or enjoyed since 49
received or uttered brass 99
received the academy award 1586
received the account given 50
received the account sales 49
received the account which 77
received the anointing which 42
received the article which 44
received the austrian envoy 60
received the austrian state 144
received the average price 51
received the baptism which 84
received the benefit thereof 176
received the benefit under 46
received the benefit which 74
received the biggest boost 42
received the biggest share 174
received the biggest shock 109
received the bohemian crown 59
received the british envoy 55
received the british order 48
received the british reply 60
received the brusque reply 51
received the careful study 161
received the closest study 63
received the command which 45
received the correct change 99
received the correct reply 56
received the coveted award 144
received the coveted honor 86
received the coveted order 40
received the coveted prize 66
received the coveted title 142
received the culprit alone 69
received the dreadful tidings 74
received the egyptian medal 77
received the especial thanks 91
received the evasive reply 82
received the federal funds 41
received the finishing touch 565
received the following amusing 82
received the following appeal 72
received the following books 134
received the following brief 535
received the following cable 891
received the following email 425
received the following error 156
received the following essay 49
received the following gifts 95
received the following items 238
received the following lines 360
received the following marks 89
received the following morning 215
received the following names 412
received the following night 44
received the following notes 247
received the following order 1757
received the following paper 59
received the following piece 62
received the following pleasing 45
received the following rather 59
received the following ratings 126
received the following reply 12963
received the following short 129
received the following stern 102
received the following story 92
received the following terse 47
received the following vision 55
received the following votes 183
received the following warning 342
received the following words 155
received the freedom award 89
received the funeral rites 49
received the general order 119
received the general title 50
received the glorious title 63
received the greatest boost 50
received the greatest honor 239
received the greatest level 41
received the greatest light 65
received the greatest marks 257
received the greatest share 798
received the greatest shock 381
received the greatest study 48
received the hardest blows 41
received the harriet monroe 46
received the haughty reply 64
received the heavenly vision 48
received the heaviest blows 71
received the highest award 1324
received the highest civil 76
received the highest class 41
received the highest doses 185
received the highest glory 52
received the highest grade 1750
received the highest honor 1107
received the highest level 537
received the highest marks 1010
received the highest medal 161
received the highest order 55
received the highest power 42
received the highest price 250
received the highest prize 443
received the highest proof 78
received the highest ranking 747
received the highest rates 65
received the highest ratings 1377
received the highest score 3009
received the highest share 206
received the highest title 75
received the highest total 454
received the highest value 76
received the highest votes 198
received the highest wages 395
received the howells medal 93
received the hungarian crown 73
received the imperial crown 4875
received the imperial diadem 471
received the imperial edict 70
received the imperial favor 42
received the imperial order 320
received the imperial power 104
received the imperial prize 48
received the imperial title 341
received the impetus which 84
received the impress which 44
received the impulse which 251
received the january issue 45
received the jubilee medal 47
received the laconic reply 225
received the largest chunk 41
received the largest doses 95
received the largest grant 297
received the largest quota 61
received the largest share 3338
received the largest slice 52
received the largest total 266
received the laureate crown 41
received the letters which 585
received the lombard crown 131
received the maximum score 143
received the memorial which 43
received the message about 425
received the message after 48
received the message telling 41
received the message which 406
received the message while 134
received the miranda warning 90
received the national award 613
received the national league 63
received the national medal 1140
received the national poetry 54
received the national prize 366
received the official backing 98
received the official order 124
received the official reply 91
received the official stamp 238
received the official thanks 297
received the official title 425
received the official visit 82
received the overseas press 92
received the package which 48
received the painful tidings 93
received the patrick white 53
received the placebo first 121
received the pompous names 149
received the pompous title 75
received the popular title 123
received the preceding evening 84
received the preceding night 81
received the precious blood 198
received the present value 59
received the present which 54
received the previous evening 479
received the previous night 731
received the previous season 50
received the printed votes 59
received the profits arising 66
received the profits thereof 177
received the profuse thanks 40
received the promise given 44
received the prussian order 453
received the pushkin prize 70
received the reassuring reply 40
received the repeated thanks 70
received the reports about 49
received the reports which 42
received the research award 46
received the respect which 63
received the reverse order 67
received the rewards which 96
received the scrolls which 86
received the sincere thanks 44
received the startling reply 83
received the startling tidings 40
received the summons which 222
received the support either 42
received the support which 150
received the supreme court 251
received the supreme honor 43
received the supreme power 110
received the thorough study 40
received the tribute which 66
received the unhappy tidings 62
received the unusual honor 116
received the vehicle alone 67
received the victoria cross 2971
received the victoria medal 104
received the victory medal 44
received the warmest thanks 348
received the welcome order 305
received the welcome tidings 228
received the welcome which 48
received the willard gibbs 68
received the writers guild 107
received the written order 101
received to account until 51
received to inhabit within 60
receiver in certain cases 86
receiver in respect thereof 77
receiver is blocked until 45
receiver or manager shall 131
receiver or manager under 260
receiver or manager where 42
receiver or trustee shall 397
receiver or trustee under 66
receiver to collect rents 166
receiver to receive rents 44
receives an academy award 126
receives an annuity based 45
receives an average daily 43
receives an average score 52
receives an average yearly 44
receives an impulse every 72
receives an impulse which 252
receives an increasing share 40
receives an inquiry about 100
receives an integer value 46
receives an obscene phone 49
receives an overall score 81
receives in exchange stock 113
receives no baggage check 46
receives no federal funding 63
receives no federal funds 94
receives no support either 109
receives on average about 88
receives the arterial blood 73
receives the average price 76
receives the benefit which 44
receives the biggest share 52
receives the current value 43
receives the following error 76
receives the following order 99
receives the following reply 188
receives the following veins 148
receives the genital ducts 48
receives the greatest honor 49
receives the greatest share 222
receives the greatest shock 43
receives the hepatic veins 251
receives the highest grade 81
receives the highest honor 50
receives the highest level 399
receives the highest marks 127
receives the highest place 42
receives the highest price 103
receives the highest ranking 166
receives the highest ratings 77
receives the highest score 741
receives the highest total 166
receives the highest value 55
receives the highest wages 122
receives the imperial crown 138
receives the impress given 66
receives the largest share 794
receives the largest total 49
receives the largest wages 48
receives the message which 59
receives the national medal 66
receives the optical image 66
receives the payment order 111
receives the precious blood 48
receives the present value 98
receives the regular fares 42
receives the respect which 47
receives the returning echoes 123
receives the seminal fluid 67
receives the sensory input 53
receives the sigmoid veins 40
receives the surplus water 99
receives the touches which 76
receives the useless blows 53
receives the uterine tubes 44
receives the variable price 45
receives the victoria cross 68
recently in certain parts 160
recently in several cases 51
recently the european court 46
recently the federal trade 57
recently the present author 61
recently the supreme court 2143
recently to inquire about 49
reception at carlton house 114
reception at hampton court 67
reception in remoter times 192
reception of captain black 92
reception of certain kinds 47
reception of foreign legal 75
reception of foreign ships 43
reception of general grant 175
reception of heavenly truths 53
reception of illegal votes 94
reception of popular music 160
reception of sensory input 105
reception of signals which 45
reception of stimuli arising 49
reception of stimuli which 58
reception of written texts 72
reception on thursday evening 47
reception on tuesday evening 66
reception the following evening 69
reception the following night 42
reception the previous evening 48
reception the previous night 42
reception to general grant 59
receptor in hepatic growth 70
receptor in mammary gland 113
receptor in primary breast 96
receptor in primary human 75
receptor is located within 49
recesses of northern learning 397
recesses of several diets 102
recession of british power 51
recharge of surface water 95
recharge the battery after 57
recharge the battery while 44
recitals in ancient deeds 165
recitals of chamber music 395
reckless or drunken driving 136
reckoned as bondage under 41
reckoned at college nearly 52
reckoned at thirteen times 47
reckoned the average price 144
reckoned the central region 41
reckoned the colored people 42
reckoned the greatest beauty 56
reckoned the greatest piece 73
reckoned the highest price 141
reckoned the niggers stole 70
reckoned to contain about 198
reclined on couches while 44
recorded an average daily 49
recorded an average growth 286
recorded an average speed 50
recorded an average yield 45
recorded an increasing trend 150
recorded an overall growth 50
recorded as capital leases 55
recorded as follows under 48
recorded as occurring after 47
recorded as occurring within 66
recorded as operating leases 74
recorded as punched holes 102
recorded as revenue until 86
recorded as treasury stock 48
recorded at certain times 42
recorded at invoice price 86
recorded at nominal value 60
recorded at present value 151
recorded at several sites 146
recorded by captain james 49
recorded by gilbert white 52
recorded by himself which 63
recorded by journal entry 55
recorded by writers whose 114
recorded in account books 106
recorded in ancient books 136
recorded in ancient egypt 82
recorded in ancient indian 45
recorded in ancient texts 172
recorded in ancient times 210
recorded in balance sheet 56
recorded in britain since 41
recorded in certain books 171
recorded in certain cases 73
recorded in certain parts 57
recorded in current earnings 60
recorded in general terms 152
recorded in history books 769
recorded in history since 93
recorded in history under 83
recorded in history where 87
recorded in history which 319
recorded in history would 96
recorded in journal entry 113
recorded in language which 52
recorded in manorial court 44
recorded in medical books 71
recorded in medical works 67
recorded in minutes drawn 162
recorded in minutes which 92
recorded in official crime 42
recorded in official files 50
recorded in picture writing 55
recorded in preceding pages 73
recorded in previous pages 131
recorded in printed books 75
recorded in punched cards 159
recorded in regular order 55
recorded in reverse order 41
recorded in several books 148
recorded in several cases 128
recorded in several parts 104
recorded in several works 77
recorded in shallow water 53
recorded in textual notes 52
recorded in written notes 52
recorded in written texts 100
recorded it several times 243
recorded on acetate discs 52
recorded on compact discs 75
recorded on optical disks 81
recorded on printed forms 56
recorded on punched cards 2142
recorded on punched paper 579
recorded on squared paper 54
recorded on stamped paper 41
recorded the answers given 43
recorded the earliest known 55
recorded the fastest growth 215
recorded the following about 168
recorded the following cases 58
recorded the following entry 362
recorded the following facts 105
recorded the following items 61
recorded the following morning 49
recorded the following names 54
recorded the following notes 95
recorded the following sales 81
recorded the following scene 87
recorded the following story 213
recorded the following words 172
recorded the greatest growth 47
recorded the highest grain 51
recorded the highest growth 1757
recorded the highest level 310
recorded the highest rates 206
recorded the highest score 71
recorded the highest share 47
recorded the highest total 48
recorded the highest value 104
recorded the highest yield 192
recorded the largest growth 52
recorded the license plate 196
recorded the maximum growth 43
recorded the previous night 65
recorded the slowest growth 70
recordings of african music 219
recordings of chamber music 71
recordings of chinese music 49
recordings of country music 81
recordings of musical works 257
recordings of popular music 481
recordings of western music 59
recordings on compact discs 83
recounting the efforts which 45
recounting the familiar story 40
recounts an episode where 48
recounts an episode which 54
recounts the familiar story 73
recounts the following story 440
recourse in certain cases 58
recourse is usually taken 40
recourse to article xxiii 81
recourse to borrowing money 55
recourse to capital issue 191
recourse to devices which 51
recourse to drastic action 64
recourse to foreign loans 466
recourse to foreign savings 40
recourse to foreign trade 74
recourse to general rules 56
recourse to general truths 93
recourse to inferior lands 87
recourse to inferior soils 390
recourse to judicial action 49
recourse to magical types 94
recourse to measures which 676
recourse to natural reason 146
recourse to several kinds 47
recourse to violence which 65
recourse to violence would 83
recovering the advance after 90
recovering the letters which 59
recovering the outwork which 75
recovering the position which 73
recovering the precious metal 49
recovering the several tones 91
recovery in certain cases 114
recovery in chicken cells 72
recovery in damages would 60
recovery in federal court 84
recovery in foreign trade 143
recovery in several weeks 45
recovery is allowed under 96
recovery is allowed where 92
recovery is brought about 563
recovery is delayed until 42
recovery is equally rapid 56
recovery is usually quick 62
recovery is usually quite 58
recovery is usually rapid 1025
recovery of ancient greek 172
recovery of ancient learning 396
recovery of ancient texts 280
recovery of british debts 1004
recovery of british trade 64
recovery of capital costs 351
recovery of capital until 77
recovery of central vision 129
recovery of certain costs 62
recovery of certain debts 89
recovery of certain lands 153
recovery of certain money 44
recovery of certain towns 60
recovery of certain types 101
recovery of charred plant 56
recovery of damaged cells 71
recovery of damages after 101
recovery of damages arising 292
recovery of damages based 463
recovery of damages could 66
recovery of damages shall 219
recovery of damages under 927
recovery of damages where 210
recovery of damages which 260
recovery of damages would 164
recovery of deleted files 116
recovery of drowned lands 46
recovery of european trade 40
recovery of foreign debts 91
recovery of foreign trade 232
recovery of function after 2525
recovery of function could 46
recovery of function takes 67
recovery of function which 57
recovery of function within 77
recovery of function would 51
recovery of germany after 138
recovery of germany under 65
recovery of germany would 76
recovery of injured cells 170
recovery of language after 90
recovery of national pride 105
recovery of national unity 81
recovery of nucleic acids 134
recovery of operating costs 127
recovery of organic acids 96
recovery of overdue loans 89
recovery of overhead costs 82
recovery of packaging waste 180
recovery of potable water 52
recovery of precious metal 172
recovery of private debts 168
recovery of project costs 47
recovery of removal costs 119
recovery of rubella virus 82
recovery of salvage value 47
recovery or salvage value 70
recovery the hunters would 40
recreation he enjoyed fishing 354
recreation he enjoyed hunting 236
recreation he retires thither 41
recreation in leisure hours 42
recreation in national parks 170
recreation of leisure hours 41
recreation on federal lands 102
recreation on private lands 106
recreation or pastime either 76
recrossing it several times 72
recruits of needful pride 333
rectangle is rotated about 51
redeemed by precious blood 69
redeemed of jehovah shall 139
redeemed the pledges which 130
redeemed the promise given 76
redeemed the promise which 68
redolent of decayed leaves 84
redolent of tobacco smoke 176
redressing the balance which 79
reduction by locally linear 227
reduction in ambient light 41
reduction in amniotic fluid 493
reduction in anxiety about 118
reduction in anxiety after 83
reduction in anxiety level 98
reduction in anxiety which 53
reduction in anxiety would 46
reduction in arterial blood 1559
reduction in average class 49
reduction in average costs 369
reduction in average daily 135
reduction in average earnings 55
reduction in average hours 248
reduction in average power 72
reduction in average price 129
reduction in average speed 125
reduction in average total 222
reduction in average wages 59
reduction in average working 168
reduction in borrowing costs 283
reduction in british naval 61
reduction in capital costs 482
reduction in capital flows 150
reduction in capital gains 1707
reduction in capital goods 82
reduction in capital input 55
reduction in capital ships 59
reduction in capital stock 382
reduction in capital value 100
reduction in central blood 124
reduction in central vision 115
reduction in certain cases 114
reduction in certain kinds 57
reduction in certain types 145
reduction in commuting costs 57
reduction in complex words 63
reduction in computing costs 115
reduction in current speed 48
reduction in current taxes 124
reduction in defense costs 42
reduction in deposit rates 87
reduction in diameter growth 78
reduction in dropout rates 111
reduction in emission rates 62
reduction in exports would 65
reduction in failure costs 244
reduction in failure rates 83
reduction in fatigue limit 117
reduction in federal funding 358
reduction in federal funds 263
reduction in federal taxes 400
reduction in financing costs 82
reduction in foreign lending 131
reduction in foreign savings 54
reduction in foreign trade 739
reduction in freight costs 175
reduction in freight rates 1891
reduction in hepatic blood 569
reduction in imports could 42
reduction in imports which 88
reduction in imports would 196
reduction in insulin action 41
reduction in insulin binding 146
reduction in journey times 91
reduction in marketing costs 370
reduction in marriage rates 51
reduction in material costs 265
reduction in maximal breathing 46
reduction in maximum breathing 51
reduction in maximum clock 56
reduction in maximum rates 40
reduction in maximum speed 60
reduction in medical costs 187
reduction in minimum wages 95
reduction in mitotic index 92
reduction in national savings 63
reduction in nitrate leaching 63
reduction in nominal wages 223
reduction in numbers after 60
reduction in numbers could 54
reduction in numbers since 50
reduction in numbers which 116
reduction in numbers would 177
reduction in operating costs 5072
reduction in operating speed 62
reduction in overall brain 54
reduction in overall costs 297
reduction in overall crime 52
reduction in overall growth 55
reduction in overhead costs 430
reduction in overseas trade 40
reduction in payroll costs 81
reduction in payroll taxes 347
reduction in postage rates 85
reduction in poverty rates 180
reduction in poverty since 70
reduction in poverty would 68
reduction in premium rates 180
reduction in present value 203
reduction in preterm births 66
reduction in primary tumor 40
reduction in private savings 239
reduction in product costs 87
reduction in product price 80
reduction in profits which 51
reduction in profits would 65
reduction in program costs 48
reduction in project costs 51
reduction in protein binding 210
reduction in quality costs 219
reduction in quantum yield 257
reduction in railway fares 74
reduction in railway rates 249
reduction in rateable value 65
reduction in regional blood 131
reduction in relapse rates 214
reduction in research funding 41
reduction in reserve ratios 57
reduction in resolving power 69
reduction in revenue which 47
reduction in revenue would 59
reduction in salvage value 46
reduction in seminal fluid 44
reduction in sensory input 192
reduction in service costs 113
reduction in service level 42
reduction in somatic growth 48
reduction in storage costs 93
reduction in storage space 268
reduction in suicide rates 149
reduction in support costs 54
reduction in support staff 40
reduction in surface water 278
reduction in symptom score 143
reduction in tariffs under 84
reduction in tariffs which 66
reduction in tariffs would 195
reduction in taxation which 54
reduction in taxation would 133
reduction in tonnage rates 78
reduction in traffic noise 64
reduction in traffic speed 44
reduction in typhoid fever 157
reduction in urinary tract 45
reduction in uterine blood 1446
reduction in utility bills 49
reduction in utility costs 50
reduction in utility rates 70
reduction in variable costs 410
reduction in vehicle miles 152
reduction in vehicle speed 44
reduction in welfare costs 148
reduction in welfare rolls 101
reduction is brought about 1826
reduction is carried still 60
reduction is usually about 51
reduction is usually quite 43
reduction of alcohol abuse 60
reduction of ambient noise 43
reduction of amniotic fluid 200
reduction of anxiety about 157
reduction of anxiety which 62
reduction of arterial blood 393
reduction of average costs 80
reduction of british naval 73
reduction of british power 84
reduction of calcium oxide 191
reduction of capital costs 226
reduction of capital flows 108
reduction of capital gains 277
reduction of capital goods 52
reduction of capital shall 314
reduction of capital ships 58
reduction of capital stock 1690
reduction of capital under 155
reduction of capital which 168
reduction of capital would 60
reduction of central vision 190
reduction of certain forms 55
reduction of certain kinds 51
reduction of certain taxes 115
reduction of certain types 156
reduction of company taxes 46
reduction of complex forms 43
reduction of complex social 108
reduction of country paper 42
reduction of customs rates 53
reduction of dropout rates 86
reduction of dynamic sound 57
reduction of expense which 49
reduction of exports would 56
reduction of factory hours 83
reduction of federal funding 120
reduction of federal funds 129
reduction of federal power 59
reduction of federal taxes 437
reduction of ferrous oxide 323
reduction of foreign armed 57
reduction of foreign debts 70
reduction of foreign lending 58
reduction of foreign taxes 66
reduction of foreign trade 605
reduction of freight costs 70
reduction of freight rates 1250
reduction of hepatic blood 149
reduction of illicit unions 47
reduction of imports which 95
reduction of imports would 96
reduction of ireland might 63
reduction of ireland would 131
reduction of judicial rents 61
reduction of marketing costs 386
reduction of material costs 196
reduction of medical costs 106
reduction of montreal would 45
reduction of national armed 124
reduction of natural forms 122
reduction of nitrate leaching 122
reduction of nitrous oxide 572
reduction of nominal wages 114
reduction of numbers which 40
reduction of numbers would 47
reduction of operating costs 1270
reduction of overall costs 124
reduction of overhead costs 420
reduction of packaging waste 66
reduction of payroll taxes 153
reduction of postage rates 235
reduction of poverty since 45
reduction of poverty which 45
reduction of poverty within 41
reduction of poverty would 99
reduction of premium rates 102
reduction of private paper 117
reduction of private savings 64
reduction of process steps 69
reduction of product costs 48
reduction of profits would 63
reduction of quality costs 90
reduction of railway fares 61
reduction of railway rates 502
reduction of regional blood 75
reduction of relapse rates 48
reduction of reserve ratios 52
reduction of revenue would 71
reduction of sensory input 375
reduction of service costs 86
reduction of several forts 56
reduction of several strong 75
reduction of several towns 50
reduction of similar terms 78
reduction of skilled labor 79
reduction of spanish power 84
reduction of spindle fiber 51
reduction of storage costs 63
reduction of storage space 179
reduction of suicide rates 48
reduction of surface oxide 79
reduction of surface water 100
reduction of tariffs under 159
reduction of tariffs which 81
reduction of tariffs within 143
reduction of tariffs would 200
reduction of taxation could 47
reduction of taxation which 192
reduction of taxation would 133
reduction of tensions within 50
reduction of traffic noise 103
reduction of tungsten oxide 199
reduction of typhoid fever 181
reduction of uranium oxide 151
reduction of uterine blood 584
reduction of utility rates 71
reduction of variable costs 94
reduction of vehicle miles 52
reduction of welfare costs 123
reduction of welfare rolls 80
reduction of welfare state 50
reduction to nitrous oxide 88
reduction to plainer terms 44
reduction to present value 598
reduction to produce iodide 60
reduction to simpler terms 122
reentering the country after 125
referral of complex cases 45
referral of private bills 169
referred in general terms 889
referred in previous pages 99
referred in similar terms 68
referred the kashmir issue 79
referred the liberal forms 77
referred the question again 51
referred to briefly above 786
referred to briefly below 219
referred to briefly later 94
referred to briefly under 65
referred to centers where 60
referred to certain cases 139
referred to certain facts 68
referred to certain kinds 53
referred to certain parts 92
referred to certain people 52
referred to certain rules 43
referred to certain types 105
referred to chapter xviii 70
referred to distant parts 73
referred to fifteen times 43
referred to francis bacon 41
referred to furnish ample 73
referred to general grant 156
referred to general rules 55
referred to general scott 49
referred to general texts 70
referred to general truths 62
referred to general works 56
referred to himself alone 83
referred to implied utter 72
referred to letters which 48
referred to married women 70
referred to matters which 217
referred to measures which 50
referred to objects which 48
referred to previous cases 45
referred to richard henry 46
referred to several books 171
referred to several cases 460
referred to several others 62
referred to several texts 113
referred to several times 8101
referred to several types 71
referred to several works 100
referred to similar cases 72
referred to sources which 52
referred to studies showing 42
referred to studies which 95
referred to supreme court 313
refilled it several times 40
refinery at milford haven 168
reflecting the broader social 40
reflecting the complex social 43
reflecting the current level 42
reflecting the current state 1380
reflecting the current trend 81
reflecting the current value 56
reflecting the decision maker 101
reflecting the departing glory 50
reflecting the diverse needs 53
reflecting the emotions which 49
reflecting the general change 43
reflecting the general feeling 134
reflecting the general growth 60
reflecting the general level 118
reflecting the general sense 44
reflecting the general shift 47
reflecting the general social 42
reflecting the general state 105
reflecting the general trend 329
reflecting the highest honor 133
reflecting the highest level 118
reflecting the increasing power 48
reflecting the lantern light 104
reflecting the national trend 117
reflecting the natural order 105
reflecting the natural world 54
reflecting the official views 58
reflecting the outside world 142
reflecting the overall trend 49
reflecting the overhead light 62
reflecting the perfect image 49
reflecting the popular feeling 55
reflecting the popular taste 59
reflecting the position taken 45
reflecting the present state 384
reflecting the present value 89
reflecting the priority given 104
reflecting the quivering trees 291
reflecting the rapidly changing 105
reflecting the rapidly growing 52
reflecting the seasonal rhythm 58
reflecting the supreme court 53
reflects an anxiety about 127
reflects an increasing level 49
reflects an increasing sense 42
reflects an increasing trend 81
reflects an overall trend 74
reflects in general terms 56
reflects or absorbs light 123
reflects the ancient greek 43
reflects the ancient roman 41
reflects the average blood 363
reflects the average change 62
reflects the average level 159
reflects the average price 188
reflects the average total 50
reflects the average value 105
reflects the broader scope 44
reflects the broader social 76
reflects the broader trend 56
reflects the central light 43
reflects the central place 69
reflects the complex social 61
reflects the complex state 41
reflects the concern about 117
reflects the context within 41
reflects the creative power 100
reflects the culture whose 57
reflects the current level 184
reflects the current needs 50
reflects the current price 50
reflects the current shift 40
reflects the current social 48
reflects the current stage 64
reflects the current state 4644
reflects the current thinking 424
reflects the current trend 272
reflects the current value 193
reflects the decision maker 328
reflects the dilemma faced 68
reflects the diverse needs 48
reflects the earliest stage 48
reflects the following facts 84
reflects the general change 74
reflects the general feeling 281
reflects the general growth 113
reflects the general level 334
reflects the general sense 81
reflects the general shape 43
reflects the general shift 121
reflects the general social 151
reflects the general state 341
reflects the general tenor 142
reflects the general trend 955
reflects the governing board 93
reflects the gradual change 132
reflects the gradual growth 43
reflects the gradual shift 63
reflects the greatest glory 81
reflects the greatest honor 106
reflects the highest honor 1290
reflects the highest level 211
reflects the increasing level 40
reflects the increasing power 66
reflects the increasing social 42
reflects the increasing trend 76
reflects the increasing value 60
reflects the limited scope 40
reflects the material world 113
reflects the medical model 53
reflects the national trend 169
reflects the natural human 54
reflects the natural order 275
reflects the natural world 82
reflects the outside world 144
reflects the overall change 41
reflects the overall growth 60
reflects the overall level 149
reflects the overall social 44
reflects the overall state 135
reflects the overall trend 77
reflects the pattern found 73
reflects the perfect image 46
reflects the popular feeling 80
reflects the popular image 63
reflects the popular notion 50
reflects the position taken 165
reflects the position under 73
reflects the position which 48
reflects the present level 43
reflects the present stage 84
reflects the present state 1353
reflects the present trend 42
reflects the present value 711
reflects the priority given 215
reflects the priority which 42
reflects the private costs 49
reflects the rapidly changing 184
reflects the rapidly growing 109
reflects the society which 96
reflects the supreme court 241
reflects the tensions within 82
reflects the unequal power 72
reflects the vantage point 55
reflects the wishful thinking 104
reformed on similar lines 105
refreshing or animating power 47
refugees at antwerp round 62
refugees in foreign lands 154
refugees in holland cried 65
refugees in refugee camps 117
refugees in southern sudan 197
refugees in transit camps 64
refunded in certain cases 43
regained the british lines 48
regained the freedom which 44
regained the position which 209
regained the spanish throne 65
regarded as affording proof 53
regarded as affording strong 63
regarded as amulets which 43
regarded as animals rather 44
regarded as artists rather 42
regarded as beginning about 53
regarded as brought about 263
regarded as capital gains 110
regarded as capital goods 87
regarded as certain after 141
regarded as certain proof 191
regarded as certain signs 114
regarded as classic works 46
regarded as conduct which 83
regarded as contour lines 45
regarded as correct until 72
regarded as correct within 101
regarded as culture heroes 42
regarded as damaged goods 94
regarded as devices which 58
regarded as dynamic rather 82
regarded as effects which 45
regarded as enemies rather 45
regarded as enemies until 41
regarded as equally binding 214
regarded as equally valid 510
