earnestly give 41 earnestly think 54
explains able 119 explains years 40
explains have 53 explains been 180
explains come 97 explains have 61
explains other 46 explains years 46
explains been 466 explains come 45
explains such 55 explains able 138
explains more 43 explains been 80
explains like 44 explains find 61
explicit made 63 exposure been 72
extended open 43 extended were 84
extended along 239 extended from 607
extended among 82 extended into 88
extended over 332 extended years 54
extended more 44 extended years 1154
extended from 253 extended more 181
extended arms 53 extended made 137
eyeballs aching 52 eyebrows over 114
eyesight time 40 eyesight good 169
