eager glance took in all 106
evil spirit sent by god 59
evil thought came to him 46
eyes always seem to get 46
eyes beheld such an one 66
eyes blazed back at her 41
eyes blazed back at him 74
eyes blazed down at her 266
eyes bulged when he saw 219
eyes burned down at her 50
eyes caught those of his 41
eyes closed like he was 40
eyes closed when he had 72
eyes darted back to her 63
eyes darted back to his 71
eyes deeply sunk in his 49
eyes flashing fire at her 56
eyes glared back at her 87
eyes glared back at him 149
eyes glared down at her 92
eyes glared down at him 70
eyes glazed over as his 66
eyes glazed over as she 294
eyes glazed over as they 55
eyes glazed over in death 57
eyes gleamed back at her 47
eyes gleamed down at her 163
eyes gleamed when he saw 135
eyes glinting down at her 53
eyes glowed back at her 44
eyes glowed down at her 46
eyes jerked back to his 54
eyes laughing down at her 63
eyes looked back at her 893
eyes looked back at him 865
eyes looked down at her 563
eyes looked down at him 178
eyes looked down at his 64
eyes looked down at them 45
eyes looked down on her 90
eyes looked down on him 88
eyes looked full at him 44
eyes looked huge in her 140
eyes looked like he was 95
eyes looked over the boy 44
eyes looked ready to pop 87
eyes missed nothing as they 48
eyes misted over as she 226
eyes opened wide as her 44
eyes opened wide as his 55
eyes opened wide as she 1096
eyes opened wide as they 158
eyes opened wide at his 61
eyes opened wide at that 101
eyes opened wide at this 200
eyes opened wide in fear 131
eyes opened wide in one 71
eyes opened wide to see 75
eyes peered back at her 139
eyes peered back at him 94
eyes peered down at her 97
eyes peered down at him 78
eyes peered over the top 230
eyes popped open as she 103
eyes popped open to see 85
eyes popped when he saw 147
eyes rested upon in all 61
eyes rested upon me for 67
eyes rested upon me with 81
eyes rested upon the man 44
eyes rested upon the old 41
eyes rolled back as she 56
eyes rolled back in her 2011
eyes rolled back in his 3421
eyes rolled back in its 96
eyes rolled back so that 50
eyes seemed able to see 47
eyes seemed ready to pop 108
eyes shaded from the sun 54
eyes should look so near 275
eyes should turn to that 43
eyes showed when he was 58
eyes slowly wink at her 99
eyes smiled back at her 182
eyes smiled back at him 146
eyes smiled down at her 235
eyes smiled down at him 51
eyes sought those of her 149
eyes sought those of his 121
eyes stared back at her 1754
eyes stared back at him 1611
eyes stared back at them 102
eyes stared down at her 379
eyes stared down at him 245
eyes stared down at his 43
eyes starting from my head 104
eyes starting from the head 50
eyes sunken deep in his 77
eyes turned back to her 102
eyes turned back to him 138
eyes turned back to his 76
eyes turned down on him 61
eyes turned full on him 50
eyes turned upon me with 113
eyes turned upon my seat 97
eyes widening when he saw 143
eyes without moving the head 113
