eager current of her being 75
eyes brimful of joy and 42
eyes dropped to her lap 119
eyes flashed as she saw 43
eyes flashed as they had 54
eyes flashed as they met 72
eyes flashed at him and 59
eyes focused on her and 157
eyes focused on her for 49
eyes focused on her with 129
eyes focused on him and 171
eyes focused on him with 63
eyes lighted up and her 45
eyes lighted up and his 52
eyes lighted up and she 70
eyes lighted up with joy 188
eyes lighted up with that 90
eyes narrowing as she saw 43
eyes riveted on his own 135
eyes scanned the area for 67
eyes screwed up and her 73
eyes screwed up and his 98
eyes searched the area for 40
eyes searched the sky for 49
eyes settled on her with 41
eyes started in his head 132
eyes started to tear and 43
eyes steadily on him all 40
eyes towards the sky and 122
eyes widened as she got 51
eyes widened as she read 254
eyes widened as she saw 1117
eyes widened as they met 80
eyes widened as they saw 65
eyes widened in fear and 167
