earned profits on two sets 44
exact account of all such 64
exact account of all their 129
exact account of all these 92
exact account of all your 50
exact account of his life 59
exact account of how many 45
exact contour of his face 63
exact details of his life 81
exact details of how these 67
exact figures of how many 59
exact figures on how many 118
exact figures on how much 109
exact function is not clear 124
exact history of that time 41
exact location is not clear 87
exact location of all these 48
exact location of each item 162
exact location of his birth 95
exact location of his home 70
exact location of his sets 48
exact location of his tomb 51
exact location of this city 50
exact location of this land 65
exact location of this line 241
exact location of this site 114
exact numbers of how many 41
exact position at any single 44
exact position at any time 71
exact position at this time 52
exact position is not clear 51
exact position of all these 59
exact position of each atom 58
exact position of each part 41
exact position of his ship 56
exact position of this line 103
exact purpose is not clear 50
exact relation to each other 404
exact replica of any other 65
exact replica of each other 44
exact replica of him were 53
exact reverse of all mere 45
exact reverse of each other 106
exact science by any means 80
exact science to bear upon 50
exact solution in this case 81
exalt himself in her eyes 125
exalt himself in his heart 61
exert himself at this last 62
exert himself in his full 87
exert himself to his full 72
exert himself to say what 70
exert torques on each other 113
exile himself so long from 64
exile remains at his post 57
exist because it has been 150
exist because of each other 49
exist between it and other 201
exist between the two areas 171
exist between the two ends 173
exist between the two great 231
exist between the two high 69
exist between the two leading 118
exist between the two main 122
exist between the two poets 40
exist between the two sets 498
exist between us and other 42
exist cellini of our name 45
exist outside of each other 71
exist outside of new york 47
exist together in one body 44
extra demands on her time 40
extra demands on his time 42
extra exertion on his part 56
extra reserve at that time 45
extra support at this time 52
exult together on being able 47
