economics world 45 economics about 133
explained never 73 explained often 48
explained passing 64 explained playing 67
explained putting 65 explained quite 164
explained rather 53 explained really 180
explained running 79 explained seeking 188
explained selling 61 explained sending 201
explained setting 66 explained short 59
explained showing 42 explained sitting 44
explained sorry 215 explained speaking 232
explained staying 124 explained still 412
explained talking 177 explained teaching 58
explained testing 42 explained thinking 247
explained tired 153 explained under 640
explained upset 46 explained waiting 303
explained walking 41 explained willing 216
explained working 574 explained writing 379
explained could 51 explained could 87
explained would 91 explained state 40
explained never 136 explained taken 270
explained about 237 explained based 181
explained built 61 explained easier 184
explained given 54 explained hoped 43
explained known 49 explained never 78
explained often 74 explained quite 398
explained rather 43 explained really 300
explained seeking 47 explained still 306
explained taken 54 explained usual 52
explained vital 79 explained could 214
explained would 159 explained force 71
explained would 50 explained would 61
explained would 59 explained would 47
explained woman 92 explained reason 161
explained cross 61 explained parts 59
explained found 60 explained never 71
explained taken 47 explained mother 146
explained mother 47 explained others 42
explained acted 66 explained asked 93
explained found 41 explained given 164
explained never 207 explained taken 194
explained calling 162 explained still 92
explained willing 80 explained never 41
explained taken 87 explosive fresh 95
expressed views 41 expressed never 41
expresses views 115 expression sense 47
expression valid 183 expression which 44
expression under 131 expression error 108
expression field 77 expression added 69
expression force 58 expression power 69
expression value 422 expression waiting 138
expression force 102 expression order 40
expression state 40 expression total 119
expression dealings 40 expression found 62
expression never 245 expression given 72
expression about 64 expression looking 49
expression still 87 expression thinking 109
expression where 58 expression might 56
exquisite brief 43 exquisite shone 48
extensive sides 44 extensive could 64
extensive would 197 extensive local 45
extensive types 41 extensive power 102
extensive kinds 54 extensive power 53
extensive power 56 extensive metal 108
extensive method 833 extensive model 66
extensive power 183 extensive right 102
extinction queen 42 extracted whale 81
extremely drunk 157 extremely dress 170
exuberant author 94 exultation voice 46
exultation might 55 eyelashes white 55
