earliest work appears to have 48
express their desire to work 109
express their feelings as well 190
express their feelings in many 85
express their feelings in more 133
express their feelings in some 127
express their feelings in such 76
express their feelings in their 209
express their feelings in ways 164
express their feelings of anger 308
express their feelings of loss 152
express their feelings of love 188
express their feelings of pain 139
express their feelings to other 45
express their feelings to their 416
express their hatred of their 46
express their nature as free 238
express their opinion of some 58
express their opinion on some 104
express their opinion on these 46
express their opinion on those 58
express their opinion on what 126
express their points of view 3355
express their prices in gold 71
express their regret at having 117
express their values in gold 161
express their values in their 40
express their wishes at these 185
express their wishes to their 60
express these feelings in their 71
express these feelings in ways 49
express those actions of their 69
express your desire to work 45
express your feelings as well 48
express your feelings in some 66
express your feelings of anger 45
express your feelings of love 61
express your feelings to your 171
express your regret at having 53
extending from behind the eyes 58
extending from greece to india 53
extending from ground to roof 53
extending much beyond the line 63
extending over periods of from 103
extending over periods of many 55
extending over periods of time 75
extending over periods of years 99
extending over tracts of many 55
extending well beyond the realm 47
extends clear around the lake 148
extends well beyond the city 66
extends well beyond the edge 62
extends well beyond the mere 56
extends well beyond the range 75
extends well beyond the realm 130
extends well beyond the time 72
exterior wall appears to have 109
exterior were hidden the rich 74
extreme care should be used 576
extreme great opinion of their 55
extreme need should be done 143
eyelids were lifted no more 60
