easiness hard 169 economy more 154
evident more 574 evident only 491
evident other 388 evident some 926
evident such 177 evident those 43
evident three 623 evident very 283
evident wide 76 evident been 1777
evident been 3069 evident also 116
evident good 50 evident great 219
evident here 53 evident less 90
evident more 738 evident much 1142
evident need 324 evident nothing 773
evident once 48 evident only 307
evident room 44 evident some 1073
evident very 138 evident other 98
evident only 112 evident very 51
evident been 40 evident were 189
evident gave 97 evident ideas 50
evident sets 43 evident have 368
evident hold 45 evident were 324
evident have 58 evident been 145
evident been 215 evident were 42
evident high 48 evident were 53
exactly south 92 exactly other 125
exactly were 141 exactly hast 660
exactly what 350 exactly been 82
exactly were 297 exactly were 55
exactly what 744 exactly when 85
exactly been 186 exactly been 321
exactly huge 128 exactly knew 101
exactly will 53 exactly cost 43
exactly have 196 exactly need 63
exactly paid 41 exactly were 194
exactly will 225 exactly meant 43
exactly paid 46 exactly there 95
exactly have 390 exactly know 95
exactly must 45 exactly need 265
exactly paid 49 exactly want 196
exactly were 40 exactly will 397
exactly were 49 exactly five 48
exactly four 63 exactly what 40
exactly five 57 exactly four 42
exactly three 62 exactly been 187
exactly been 220 exactly said 40
exactly told 46 exalted hate 95
exalted hold 43 exalted rule 71
exalted ever 205 examine have 55
examine meant 45 examine upon 114
examine what 81 examine legs 60
examine other 83 examine cons 53
examine test 253 examine have 66
examine those 50 examine eyes 144
examine eyes 93 examining cool 56
examining face 58 examining eyes 73
example many 107 example many 143
example clear 69 example came 52
example come 53 example have 193
example look 41 example want 64
example were 101 example will 83
example wish 106 example good 65
example kind 46 example some 46
example clear 819 example more 111
example jots 44 example many 82
example three 97 exceeding cent 53
exceeding less 48 exceeding less 91
exceeding less 73 exceeding hard 46
exceeds other 89 exceeds other 170
excepting their 44 excepting there 1374
exchange other 130 exchange other 56
exchange beads 42 exchange iron 41
exchange other 70 exchange gold 44
exchange other 47 exchange fire 347
exchange cent 42 exchange other 648
exchange other 55 exchange other 64
exchange other 48 exchange less 159
exchange more 139 exchange good 49
exchange other 138 exchange other 249
exchange such 121 exchange less 196
exchange kern 49 exchange other 60
exchange have 90 exchange been 112
exchange gave 58 exchange give 116
exchange have 287 exchange lose 52
exchange need 112 exchange want 461
exchange were 42 exchange give 42
exchange have 187 exchange want 179
exchange more 51 exchange some 45
exchange have 52 exchanging their 48
excited more 48 excited into 51
excited some 50 exclaim such 131
exclude have 84 exclude were 107
exclude life 42 exclude hope 44
exclude part 55 exclude part 113
exclude have 283 excluding were 80
excluding wind 55 excluding part 84
excused into 44 excuses been 83
excuses have 98 execute such 92
execute four 54 execute join 70
execute just 60 exempts sued 120
exempts from 80 exempts duty 40
exertion sole 81 exertion great 62
exertion much 381 exertion body 54
exhaled like 86 exhibit work 106
exhibit more 172 existed side 53
existed nothing 46 existed just 47
existed been 51 existed clear 78
existed ever 56 existed five 96
existed four 59 existed half 150
existed three 183 existed five 352
existed four 399 existed half 1027
existed nine 48 existed three 2311
existed years 58 existed years 46
existed years 237 existed years 143
existed years 126 existed years 42
existed sake 96 existed were 99
existed have 40 existed years 143
existed been 178 expanding more 131
expecting what 120 expecting been 86
expecting what 85 expecting fast 72
expecting soon 2136 expects have 49
expects soon 306 expects take 168
expense from 55 expense upon 112
experts have 62 experts more 53
experts have 73 experts many 119
experts been 133 experts know 84
expired been 64 explain have 42
explain body 96 explain when 48
explain other 45 explain some 78
explain there 58 explain what 93
explain such 42 explain five 62
explain four 95 explain many 359
explain more 63 explain only 85
explain other 190 explain some 107
explain three 240 explain been 637
explain been 161 explain nothing 431
explain only 90 explain some 76
explain over 150 explain more 116
explain last 50 explain more 290
explain half 330 explain done 80
explain more 56 explain such 296
explain four 55 explain many 234
explain more 1064 explain only 355
explain poor 51 explain some 135
explain such 219 explain these 68
explain three 80 explain very 55
explain been 351 explain been 1441
explain less 52 explain only 144
explain such 364 explain other 47
explain were 56 explain have 144
exploit ends 1018 exploit gain 52
exploit told 57 explore more 45
explore what 126 explore ideas 40
explore ways 44 explore means 149
exploring their 65 exploring over 50
exports half 279 exports fish 62
exports half 47 exports half 46
exposed were 124 exposed five 43
exposed four 54 exposed half 126
exposed three 56 exposed sold 92
exposed were 385 exposed once 70
exposed were 44 exposes navy 53
express their 118 express hate 40
express life 49 express also 94
express book 41 express have 86
express love 46 express soul 285
express sand 42 express nothing 42
express make 62 express your 87
express from 46 extending south 530
extending south 137 extending south 83
extending five 55 extending four 89
extending half 375 extending three 191
extending legs 110 extending from 67
extending giving 95 extending saying 150
extending much 155 extending three 54
extending half 102 extending three 93
extending side 104 extending side 57
extends south 319 extends south 58
extends south 47 extends five 61
extends four 45 extends half 280
extends three 142 extends says 63
extends legs 59 extends says 101
extends side 40 extinct three 65
extreme whom 54 extreme deny 110
extreme feel 334 extreme have 464
extreme hold 330 extreme seem 112
extreme take 54 extreme think 212
extreme view 120 extreme want 126
eyelids nose 45 eyelids away 44
eyelids away 67 eyelids eyes 52
