wade snow 72 wading snow 65
were work 58 were their 60
were cast 41 were know 68
were make 66 were show 53
were fire 73 were soon 102
were high 43 were camp 214
were their 68 were work 63
were bringing 180 were buying 50
were giving 43 were heaping 82
were laying 100 were making 844
were reaping 56 were some 66
were taking 199 were their 655
were trying 285 were weaving 54
were what 61 were their 45
were high 117 were star 230
were their 72 were those 45
were their 48 were their 59
were their 44 were their 60
were their 45 were alps 58
were means 53 were pale 50
were reach 76 were their 50
were such 109 were have 123
were cope 49 were their 45
were find 276 were give 50
were have 178 were hide 43
were keep 134 were know 295
were learn 49 were make 316
were play 46 were take 182
were think 53 were turn 48
were soon 40 were cane 44
were last 62 were other 49
were those 305 were have 67
were make 65 were mind 64
were same 55 were turn 46
were wait 79 were word 113
were door 69 were door 50
were back 125 were come 57
were have 42 were look 51
were eyes 130 were take 50
were have 44 were have 61
were work 87 were play 62
were work 99 were many 53
were their 92 were these 81
were what 45 were their 42
were their 415 were what 40
were their 60 were food 40
were jobs 59 were land 276
were many 153 were most 288
were other 88 were some 85
were such 78 were their 606
were these 189 were those 43
were room 56 were back 105
were face 71 were wind 106
were alps 46 were line 49
were ocean 212 were city 85
were town 42 were wind 344
were alps 49 were great 107
were those 58 were city 289
were fire 89 were gate 73
were main 46 were town 459
were coming 131 were making 47
were from 42 were those 42
were many 61 were other 53
were those 81 were play 71
were know 43 were their 48
were some 46 were those 65
were their 76 were their 67
were road 66 were their 187
were their 201 were blue 47
were eyes 42 were mind 507
were mind 58 were room 71
were mind 67 were blue 104
were last 70 were road 68
were same 56 were turn 59
were into 42 were farm 531
were work 48 were find 76
were seeing 42 were their 126
were their 71 were their 152
were their 129 were their 126
were seeing 61 were these 48
were find 169 were have 134
were learn 51 were having 60
were their 92 were their 126
were show 143 were fire 48
were bind 69 were keep 178
were make 107 were meet 69
were call 64 were door 44
were come 97 were find 84
were give 80 were have 547
were know 42 were look 41
were make 148 were meet 40
were take 118 were turn 47
were push 63 were their 76
were dark 88 were veil 60
were their 94 were have 166
were find 94 were have 50
were food 43 were their 152
were those 45 were many 45
were their 178 were those 87
were their 103 were those 47
were their 78 were tell 210
were land 90 were camp 52
were city 41 were room 82
were town 46 were take 56
were such 53 were their 113
were only 63 were make 51
were make 63 were make 49
were aiding 55 were feel 47
were walk 52 were once 82
were their 53 were once 60
were army 55 were eyes 79
were rest 209 were came 88
were left 41 were loss 74
were their 125 were such 322
were surf 54 were work 84
were back 51 were army 52
were give 78 were have 137
were have 40 were pray 73
were care 52 were find 71
were have 140 were make 42
were take 60 were want 43
were reading 41 were ship 70
were making 47 were city 243
were land 58 were park 46
were town 173 were city 87
were have 73 were know 91
were make 110 were take 88
were land 52 were gold 52
were their 45 were those 93
were their 56 were what 45
were land 53 were work 69
were show 43 were what 71
were town 55 were these 65
were their 59 were road 74
were road 106 were anne 63
were word 115 were room 164
were body 86 were cell 52
were coil 51 were door 94
were fire 137 were gate 57
were hole 74 were same 148
were skin 74 were tube 68
were anglo 40 were ship 41
were road 114 were room 92
were once 62 were base 84
were body 98 were camp 95
were city 105 were edge 108
were fire 211 were neck 67
were room 719 were tomb 48
were town 58 were wall 195
were eyes 47 were many 64
were door 62 were eyes 168
were fire 161 were jury 54
were bars 43 were great 76
were body 191 were pale 455
were reach 609 were cage 55
were tomb 85 were pale 44
were make 41 were have 55
were take 41 were their 59
were camp 102 were city 128
were room 68 were town 46
were great 44 were line 142
were keep 61 were young 91
were make 55 were those 40
were means 69 were reach 72
were what 120 were once 58
were door 57 were those 56
were sale 119 were bill 57
were your 42 were fire 204
were their 80 were soon 64
were some 61 were upon 149
were good 41 were their 52
were reach 71 were their 53
were their 90 were their 52
were jail 61 were their 65
were moon 73 were wind 105
were their 230 were those 54
were their 44 were call 78
were care 49 were have 192
were keep 63 were make 209
were take 46 were their 43
were have 134 were keep 73
were make 142 were what 76
were roof 59 were have 52
were keep 83 were know 347
were make 142 were take 123
were their 43 were come 42
were have 45 were take 42
were think 118 were wait 75
were some 67 were means 51
were pale 159 were reach 69
were join 55 were wood 109
were from 41 were cope 243
were find 103 were keep 93
were make 117 were meet 119
were take 72 were fire 44
were room 71 were ocean 147
were have 105 were home 73
were room 61 were work 69
were much 187 were land 62
were south 88 were city 60
were land 55 were road 64
were room 89 were their 89
were back 94 were body 49
were door 150 were edge 41
were fire 179 were open 45
were piano 59 were pool 42
were room 136 were door 256
were fire 519 were gate 42
were great 47 were very 141
were door 71 were body 59
were door 46 were road 99
were very 72 were door 56
were room 43 were skin 77
were desk 150 were road 91
were room 99 were room 352
were yard 43 were what 124
were what 178 were same 67
were eyes 61 were come 68
were fall 101 were give 105
were have 123 were leave 91
were make 57 were take 124
were tell 58 were think 189
were want 44 were four 45
were three 51 were city 58
were brig 40 were good 123
were give 50 were have 149
were make 79 were take 45
were snow 43 were their 110
were snow 171 were mind 93
were face 63 were angle 87
were door 379 were fire 53
were north 110 were past 70
were south 53 were spot 51
were wall 59 were west 257
were into 51 were ship 43
were give 45 were leave 52
were make 43 were take 79
were keep 87 were view 65
were blue 62 were gray 52
were cold 74 were eyes 56
were lens 91 were open 54
were their 69 were pomp 90
were mind 75 were nose 194
were reach 58 were cope 195
were give 50 were make 58
were meet 46 were move 46
were other 208 were other 115
were have 42 were many 96
were other 93 were time 56
were have 284 were having 64
were safe 57 were their 43
what done 57 what take 44
what take 91 what give 51
what paid 430 what like 326
what saying 1253 what trying 149
what made 526 what sent 242
what give 47 what said 324
what eyes 45 what rise 52
what have 197 what made 5384
what make 44 what made 62
what made 270 what like 93
what made 54 what worn 104
what will 57 what used 104
what there 51 what take 174
what take 48 what self 226
what have 157 what lace 1581
what have 59 what work 43
what rely 85 what take 91
what take 147 what used 52
what used 222 what fire 48
what take 120 what done 277
what have 56 what done 81
what cant 65 what left 56
what knew 82 what left 53
what body 50 what have 67
what have 67 what used 107
what have 54 what used 1137
what good 77 what made 219
what have 133 what there 58
what used 57 what great 52
what form 43 what made 82
what sent 58 what left 44
what eyes 156 what mind 1117
what mind 200 what eyes 168
what mind 60 what mind 372
what kept 46 what paid 97
what have 1768 what able 97
what your 47 what like 92
what used 43 what what 40
what good 166 what like 143
what clear 54 what done 115
what kept 57 what their 66
what those 68 what done 56
what there 112 what case 126
what such 78 what their 54
what these 54 what what 66
what their 202 what these 65
what those 218 what your 87
what from 95 what from 252
what same 69 what from 543
what kind 302 what nile 127
what mill 43 what gain 77
what laid 98 what used 110
what love 159 what sent 46
what used 167 what used 44
what race 110 what give 55
when mine 59 when trying 49
when room 52 when used 44
when made 56 when beds 47
when used 170 when high 64
when used 63 when made 111
when clear 45 when call 45
when file 80 when give 198
when have 159 when help 53
when hire 83 when hold 52
when join 80 when keep 80
when make 543 when move 57
when open 102 when seek 102
when sell 119 when send 74
when stay 58 when take 343
when treat 93 when vote 82
when work 100 when over 177
when ready 55 when less 58
when have 75 when held 49
when used 62 when book 74
when held 50 when fail 59
when work 52 when suez 40
when speak 78 when same 51
when have 50 when know 43
when halo 64 when body 76
when same 52 when door 45
when eyes 109 when fire 85
when noun 75 when fact 51
when other 46 when reach 57
when more 100 when ripe 59
when door 40 when used 68
when used 265 when high 45
when talk 46 when said 49
when name 221 when have 201
when know 45 when your 88
when link 69 when room 269
when help 52 when door 375
when tell 43 when make 44
when take 58 when hold 50
when done 703 when said 49
when other 83 when sees 48
when blue 63 when eyes 717
when lens 1839 when most 68
when same 41 when their 47
whip back 179 whom said 63
whom sent 54 whom made 223
whom made 123 whom have 517
whom care 53 whom have 44
whom know 311 whom like 46
whom want 43 whom sent 58
whom sent 260 whom know 56
whom work 42 whom done 56
whom said 40 whom made 125
wide their 42 wide camp 95
wide city 70 wide fire 94
wide spot 41 wide town 47
wide sent 48 wide left 46
wide corn 91 wide balm 72
wife room 42 wife more 47
wife were 49 wild camp 89
wild ocean 103 wild load 47
will their 81 will such 142
will time 62 will these 133
will what 74 will able 941
will done 59 will good 111
will held 47 will left 48
will less 905 will made 147
will more 1516 will much 303
will other 40 will paid 55
will seen 144 will some 889
will there 69 will true 162
will used 249 will very 117
will well 149 will worth 66
will wrong 79 will your 52
will well 64 will away 72
will size 97 will able 94
will made 42 will more 121
will wrong 52 will great 67
will call 52 will their 51
will same 41 will such 48
will same 72 will best 212
will good 100 will most 312
will same 70 will part 67
will their 49 will what 298
will your 71 will some 122
will hate 77 will some 131
will their 156 will these 59
will some 68 will same 82
will fill 79 will other 60
will same 310 will mass 122
will having 63 will what 131
will your 86 will find 108
will same 158 will same 176
will have 108 will make 53
will take 46 will work 71
will same 54 will give 41
will live 68 will ideal 272
will open 553 will such 96
will least 95 will rest 77
will part 45 will some 134
will such 46 will their 144
will your 78 will great 50
will best 344 will case 99
will fact 41 will great 175
will ideal 58 will main 43
will most 1892 will need 65
will only 127 will same 3220
will sole 45 will true 62
will some 172 will good 45
will less 87 will more 264
will some 290 will same 179
will same 385 will their 163
will your 84 will from 51
will from 150 will best 103
will most 114 will same 58
will keep 73 will make 132
will well 162 will such 67
will their 49 will some 59
will making 40 will their 97
will some 90 will your 73
will soon 42 will healing 120
will less 262 will hard 44
will more 336 will these 41
will time 75 will part 58
will time 97 will what 477
will more 40 will those 97
will time 69 will find 78
will wood 46 will their 81
will soon 79 will what 142
will those 40 will some 58
will meet 43 will jobs 55
will pass 48 will their 53
will what 134 will peace 40
will most 679 will find 61
will will 172 will will 223
will case 131 will next 41
will trial 43 will call 44
will give 86 will have 58
will hold 57 will keep 68
will make 153 will send 66
will take 98 will have 127
will want 50 will will 95
will much 84 will their 99
will what 317 will your 260
will their 142 will these 40
will what 305 will your 152
will their 92 will three 49
will what 153 will your 63
will what 45 will your 69
will their 314 will what 670
will your 262 will their 53
will your 95 will such 58
will side 127 will your 102
will much 124 will their 313
will their 230 will less 63
will will 83 will will 231
will full 67 will last 47
will next 255 will have 49
will make 105 will make 135
will find 106 will form 50
will gain 92 will keep 158
will make 113 will ages 358
will years 71 will hole 123
will tube 70 will date 137
will next 54 will edge 88
will next 43 will time 56
will soul 64 will their 210
will these 57 will what 81
will your 78 will week 146
will work 62 will role 71
will range 40 will cost 153
will need 144 will rate 96
will risk 163 will size 72
will time 87 will your 46
will their 50 will hour 113
will cost 141 will kind 43
will rate 81 will type 41
will making 151 will work 49
will their 102 will what 164
will your 96 will cost 80
will range 77 will life 114
will range 112 will cure 41
will life 72 will cost 46
will lord 189 will life 112
will even 57 will cost 560
will flow 42 will life 45
will loss 41 will need 271
will rate 149 will risk 583
will size 84 will time 969
will work 54 will week 90
will more 93 will home 64
will when 56 will when 158
will fact 86 will from 44
will find 128 will make 69
will there 149 will most 40
will same 42 will break 65
will great 42 will time 40
will what 45 will some 51
will most 171 will next 42
will norm 60 will what 51
will your 70 will same 83
will risk 41 will case 55
will most 109 will same 151
will even 59 will less 214
will loss 91 will many 135
will more 770 will poor 141
will some 506 will their 113
will your 96 will same 52
will truth 65 will their 156
will other 42 will what 47
will some 70 will fact 51
will such 70 will keep 46
will deny 108 will busy 45
will high 48 will your 73
will such 40 will their 62
will what 211 will only 93
will much 88 will call 57
will make 85 will nothing 101
will sell 41 will more 66
will such 105 will from 81
will mind 78 will same 211
will same 183 will reach 242
will even 71 will rest 63
will ebro 49 will moon 133
will next 130 will same 74
will came 47 will axis 127
will angle 294 will angle 48
will same 76 will such 89
will bite 185 will here 56
will more 115 will more 62
will fact 52 will jury 40
will fact 55 will take 86
will work 50 will more 134
will their 41 will rose 71
will noon 42 will your 110
will pull 46 will stop 41
will same 40 will most 46
will ways 74 will more 51
will some 44 will have 49
will live 66 will such 86
will sign 41 will most 40
will body 46 will land 56
will same 46 will wire 51
will same 74 wind eaves 53
wind bare 48 wind open 52
wind tree 77 wind eaves 59
wind room 55 wind dust 141
wind dust 59 wind open 66
wind open 115 wind room 67
wind hall 259 wind blow 41
wind blow 45 wind lake 40
wind hall 40 wind hair 162
wind open 195 wire iron 48
wire camp 40 wire cork 49
wire hole 56 wire used 80
wire core 58 wise bell 43
wood used 90 wood used 52
word reading 42 word show 42
word left 43 word used 74
work their 153 work rich 62
work worn 86 work made 207
work other 57 work done 289
work kept 195 work anger 178
work loss 72 work cost 126
work health 55 work their 46
work race 45 work their 127
worm skin 43 worn some 53
worth find 75 wrap like 103
