wad ye 64 war in 41
was the 50 was so 50
was to 197 was in 40
was in 66 was in 68
was of 200 was he 149
was no 43 was the 221
was we 104 was the 59
was to 61 was in 56
was in 59 was as 185
was in 185 was to 64
was in 57 was in 40
was as 55 was at 112
was by 80 was if 557
was in 819 was on 261
was the 103 was to 60
was in 58 was the 44
was the 248 was thing 250
was to 47 was of 40
was an 103 was he 92
was the 75 was on 79
was the 49 was of 56
was in 505 was in 44
was in 69 was at 77
was in 103 was in 161
was to 735 was in 185
was of 59 was in 384
was of 209 was it 47
was the 113 was an 94
was by 68 was he 482
was if 579 was in 123
was it 347 was my 42
was the 3615 was to 45
was we 106 was the 82
was he 67 was no 83
was the 60 was the 123
was to 40 was to 48
was in 49 was to 507
was to 219 was to 160
was to 41 was of 46
was to 399 was to 62
was the 42 was in 136
was in 104 was in 61
was in 131 was of 71
was as 43 was in 62
was he 293 was if 68
was the 230 was the 104
was of 50 was on 40
was he 42 was an 67
was no 47 was the 80
was of 47 was he 46
was it 55 was the 155
was the 202 was in 46
was the 1261 was of 492
was of 133 was as 85
was at 142 was he 66
was in 2349 was of 51
was on 83 was so 233
was to 55 was in 111
was the 134 was the 54
was by 96 was an 289
was as 136 was he 455
was in 95 was it 90
was my 45 was so 241
was the 619 was to 59
was he 87 was the 57
was an 50 was he 83
was it 94 was the 45
was an 289 was me 355
was the 2570 was us 62
was at 73 was in 64
was to 40 was he 309
was no 47 was the 153
was no 53 was the 128
was an 230 was the 47
was me 634 was the 264
was us 127 was to 95
was he 51 was of 135
was in 134 was of 279
was in 52 was in 41
was the 111 was in 95
was in 635 was on 58
was in 234 was in 42
was of 51 was to 51
was in 224 was the 55
was he 589 was it 327
was my 540 was the 394
was we 381 was to 180
was of 42 was of 98
was he 100 was it 41
was the 55 was to 42
was an 72 was my 75
was no 59 was the 84
was he 43 was the 125
was the 531 was to 79
was he 91 was if 192
was no 625 was the 383
was the 65 was of 98
was in 152 was of 181
was of 54 was in 79
was an 261 was he 123
was is 42 was the 217
was the 44 was an 68
was he 320 was it 77
was the 182 was we 56
was he 98 was it 148
was of 103 was he 188
was the 166 was we 45
was the 45 was of 53
was an 139 was at 70
was of 67 was on 52
was of 41 was of 80
was of 46 was of 68
was of 57 was on 75
was as 98 was at 117
was in 177 was of 472
was to 117 was of 118
was in 318 was of 130
was to 112 was as 178
was at 75 was by 55
was in 343 was of 420
was on 79 was or 66
was to 245 was by 60
was in 157 was of 76
was on 44 was in 42
was of 3575 was to 90
was in 46 was of 153
was to 125 was of 69
was in 79 was of 82
was by 106 was in 1129
was of 78 was on 196
was the 180 was to 12796
was up 2300 was an 67
was me 431 was my 52
was the 271 was us 126
was on 6216 was he 206
was the 73 was we 95
was of 57 was in 63
was in 51 was of 373
was in 50 was at 158
was of 69 was in 42
was at 87 was to 54
was of 85 was the 74
was an 378 was as 178
was he 1643 was in 112
was it 111 was my 47
was no 152 was so 146
was the 1003 was we 53
was to 125 was of 40
was of 514 was he 97
was of 87 was in 45
was to 73 was in 45
was the 48 was in 73
was of 112 was to 149
was in 151 was to 341
was an 51 was the 942
was on 48 was to 205
was in 54 was to 62
was in 233 was on 662
was the 147 was to 115
was at 75 was in 41
was of 352 was so 105
was to 1290 was in 90
was in 145 was of 1127
was on 86 was to 51
was in 113 was in 43
was he 218 was in 45
was it 154 was my 47
was no 44 was the 132
was in 98 was of 42
was as 347 was at 553
was by 802 was if 60
was in 2042 was is 433
was no 177 was on 184
was so 245 was the 54
was to 107 was an 4605
was as 144 was me 107
was no 3856 was so 307
was the 3335 was us 63
was the 56 was the 98
was thing 66 was of 357
was of 40 was to 70
was the 149 was the 41
was he 55 was the 206
was as 109 was at 69
was in 138 was thing 101
was of 282 was of 148
was of 278 was of 530
was to 267 was of 296
was in 81 was of 224
was of 377 was an 268
was as 111 was in 70
was of 426 was in 87
was to 133 was of 121
was of 52 was at 161
was in 361 was on 57
was in 52 was in 284
was of 74 was to 46
was in 47 was in 58
was in 1131 was of 438
was to 56 was in 103
was of 72 was of 44
was at 232 was in 1105
was of 294 was to 3544
was in 67 was to 110
was in 216 was on 195
was in 94 was of 122
was on 87 was to 52
was of 43 was in 122
was at 232 was he 41
was in 1541 was of 54
was on 331 was to 249
was of 78 was in 48
was as 42 was at 166
was by 67 was he 58
was in 1073 was of 189
was on 1960 was or 157
was to 2300 was to 62
was of 87 was of 2145
was to 44 was in 80
was to 60 was on 138
was in 44 was of 44
was of 47 was to 83
was of 170 was in 48
was in 43 was of 5439
was to 1332 was the 44
was the 73 was of 80
was he 44 was the 42
was the 44 was in 193
was of 64 was of 182
was of 51 was the 81
was the 58 was in 68
was an 227 was my 80
was the 2365 was to 106
was he 59 was the 234
was to 40 was he 70
was the 42 was the 79
was an 958 was at 43
was he 300 was in 56
was my 48 was no 56
was so 42 was the 536
was the 98 was he 54
was in 44 was in 48
was an 131 was the 101
was the 62 was he 58
was on 48 was in 82
was in 69 was of 526
was to 64 was of 47
was an 84 was to 57
was thing 58 was thing 83
was of 179 was of 94
was of 145 was in 162
was of 497 was on 53
was of 106 was in 53
was to 98 was in 178
was to 1691 was to 50
was of 68 was at 44
was he 68 was in 228
was of 572 was or 81
was to 43 was thing 47
was of 81 was at 47
was by 45 was in 357
was is 162 was or 162
was to 152 was of 42
was at 130 was of 60
was of 420 was of 132
was in 59 was of 60
was on 74 was of 58
was on 55 was of 71
was to 1158 was the 117
was on 546 was the 75
was on 395 was the 172
was the 103 was of 44
was as 89 was at 174
was in 793 was on 64
was to 406 was in 52
was of 47 was to 1450
was as 97 was at 123
was in 205 was to 338
was to 212 was me 89
was the 352 was the 48
was of 56 was in 72
was of 57 was an 73
was he 74 was the 104
was me 92 was the 170
was to 572 was he 81
was the 40 was of 48
was at 164 was at 57
was of 80 was the 90
was the 170 was by 216
was in 43 was he 217
was the 104 was the 75
was my 124 was the 55
was an 114 was he 107
was the 91 was the 2859
was to 44 was to 60
was the 202 was on 52
was by 47 was the 43
was of 94 was in 322
was of 401 was in 66
was of 43 was of 46
was the 155 was the 96
was the 150 was the 50
was of 122 was of 40
was at 96 was in 132
was the 61 was it 47
was the 88 was he 61
was he 81 was it 43
was the 189 was we 53
was the 1729 was on 11532
was of 244 was he 74
was no 123 was the 247
was we 75 was no 85
was the 933 was of 92
was to 105 was an 125
was me 1839 was my 56
was the 3110 was us 450
was of 48 was to 172
was the 63 was at 60
was by 62 was if 84
was in 59 was of 5132
was to 66 was he 244
was the 212 was we 136
was an 57 was in 207
was of 92 was in 79
was of 55 was in 62
was of 470 was in 84
was on 51 was the 44
was the 230 was an 99
was at 194 was in 203
was or 143 was to 110
was the 124 was at 211
was by 83 was he 512
was in 335 was it 171
was my 74 was or 95
was the 422 was to 54
was we 100 was in 67
was of 343 was of 94
was the 51 was an 46
was the 85 was he 105
was my 61 was the 111
was my 44 was at 47
was do 90 was go 146
was to 99 was it 51
was my 222 was the 150
was of 42 was the 70
was the 188 was to 363
was of 165 was to 123
was the 47 was by 47
was it 292 was the 94
was to 133 was the 53
was to 58 was in 44
was to 1111 was in 62
was the 42 was to 46
was of 49 was it 990
was so 47 was the 498
was it 65 was the 250
was up 42 was it 48
was no 45 was the 971
was to 2471 was the 202
was to 86 was it 82
was the 43 was the 89
was it 105 was my 69
was the 300 was the 47
was in 41 was up 49
was it 67 was the 128
was it 54 was the 133
was at 238 was in 763
was on 145 was so 63
was the 1919 was to 627
was the 46 way be 1076
way of 70 way of 103
way to 144 way be 460
way is 267 way of 97
way the 45 way to 53
way to 54 way it 44
way the 45 way my 44
way it 93 way the 49
way an 106 way at 93
way by 40 way in 686
way it 942 way my 541
way on 135 way the 603
way to 800 way up 114
way be 245 way do 97
way go 56 way it 1388
way my 65 way the 49
way the 41 way it 409
way to 45 way if 53
way in 47 way is 170
way it 273 way my 94
way of 429 way the 322
way to 988 way us 44
way up 48 way to 172
way it 89 way my 76
way the 98 way is 51
way the 61 way it 218
way my 150 way the 144
way the 71 way at 128
way to 44 way my 174
way the 229 way the 70
way the 50 way of 64
way of 73 way to 56
way of 193 way of 299
way the 55 way my 88
way at 41 way in 65
way the 46 way it 94
way it 42 way my 48
way the 56 way of 105
way up 68 way in 41
way of 48 way by 56
way the 50 way of 146
way is 117 way on 58
way to 48 way the 47
way it 315 way my 99
way the 71 way in 173
way on 220 way to 15833
way up 42 way to 237
way by 230 way the 52
way my 67 way the 58
way to 112 wear to 54
wear it 55 wear the 107
wear the 102 wear of 44
wear is 79 wear the 40
wear of 41 wear the 46
wear in 47 wear or 60
wear the 97 who be 43
who to 116 who be 44
who is 69 who to 49
who at 238 who in 278
who on 116 who me 58
who is 40 who the 69
who the 41 who the 95
who am 103 who be 44
who he 647 who if 131
who in 102 who it 88
who my 476 who no 93
who of 128 who so 116
who the 749 who to 369
who we 92 who he 78
who it 82 who the 108
who to 1784 who at 51
who to 51 who at 56
who at 49 who or 139
why he 47 why the 41
why is 60 why be 115
why to 81 why to 74
why to 235 why be 149
why is 536 why an 49
why so 89 why the 109
why is 65 why of 47
why of 55 why the 48
why to 47 why of 63
why if 45 why is 45
why to 1937 why to 318
why up 63 why at 79
why be 2574 why do 2424
why eat 184 why go 3240
why if 64 why in 141
why sing 40 why so 94
why it 53 why to 45
why the 96 why the 49
why of 40 why at 273
why do 2637 why eat 308
why go 6027 why in 46
why ring 101 why sing 73
why to 54 why or 88
why thing 64 why to 71
why to 40 why at 55
why the 81 why of 512
why of 298 why to 88
why the 45 why it 40
why no 41 why so 60
why the 133 why to 186
why at 74 why the 93
why it 88 why the 55
why my 40 why the 51
why go 93 why do 70
why go 458 why do 116
why go 232 why in 70
why as 80 why be 342
why do 99 why it 41
why the 62 why in 47
why in 100 why my 42
why in 47 why in 96
why to 54 why in 130
why on 81 why to 75
why up 192 why of 75
why an 45 why as 42
why at 59 why he 216
why if 424 why in 317
why is 166 why it 720
why my 132 why no 107
why the 2371 why to 148
why we 621 why is 518
why to 138 why do 50
why in 51 why to 157
why it 45 why to 305
why so 1076 why an 55
why it 2961 why so 501
why the 225 why on 115
why so 133 why to 2647
why up 45 why to 215
why go 97 why in 53
why on 70 why at 102
why an 40 why as 558
why at 1230 why in 1486
why on 645 why so 352
why the 196 why to 345
why up 127 why so 51
why of 159 why in 50
why of 245 why on 42
why so 114 why in 279
why on 426 why the 76
why the 47 win he 88
win the 48 win of 63
win the 88 win to 45
win to 107 win the 44
win to 134 win to 67
win the 506 win the 41
with the 45 with the 97
with on 109 with of 84
with of 55 with or 90
with of 185 with an 51
with the 57 with the 83
with an 62 with he 119
with in 146 with it 66
with the 607 with we 60
with the 83 with the 103
with an 64 with the 74
with the 59 with is 90
with the 55 with or 43
with is 51 with is 116
with on 62 with or 41
with is 58 with an 69
with the 62 with the 305
with is 260 with is 553
with the 259 with is 43
with the 199 with is 92
with of 1367 with on 67
with at 61 with in 90
with on 63 with or 72
with of 63 with in 72
with at 136 with in 216
with of 151 with on 235
with in 66 with of 716
with on 77 with of 173
with of 172 with in 81
with on 67 with at 42
with on 65 with of 48
with of 85 with in 143
with of 94 with in 79
with on 50 with in 58
with on 126 with of 302
with on 129 with of 84
with of 140 with in 67
with on 49 with to 67
with of 199 with in 72
with of 107 with in 148
with of 66 with of 89
with of 129 with of 203
with at 40 with in 59
with of 69 with of 110
with of 47 with of 607
with of 141 with of 104
with of 102 with in 64
with of 50 with of 444
with in 43 with is 125
with an 467 with in 40
with the 265 with the 44
with he 80 with is 81
with the 73 with the 210
with is 61 with an 51
with he 155 with the 94
with we 42 with the 227
with is 44 with is 911
with the 47 with do 62
with the 64 with the 49
with the 56 with is 69
with an 148 with he 46
with the 115 with we 46
with the 105 with he 58
with is 180 with the 68
with is 77 with is 51
with the 51 with the 62
with is 42 with an 44
with the 85 with the 118
with of 67 with he 69
with is 80 with no 43
with the 99 with the 47
with the 57 with the 57
with is 47 with at 86
with of 99 with is 41
with as 57 with in 106
with on 77 with in 78
with by 64 with in 53
with in 60 with as 91
with at 186 with in 862
with is 44 with on 221
with or 81 with the 71
with to 50 with in 115
with is 41 with the 55
with is 142 with or 41
with of 111 with of 261
with or 108 with an 129
with the 83 with be 68
with the 64 with at 66
with to 130 with he 40
with is 280 with the 71
with is 168 with the 98
with the 125 with the 50
with at 40 with on 44
with the 78 with in 43
with is 81 with on 66
with or 69 with of 64
with or 105 with to 57
with is 86 with in 119
with on 63 with an 40
with the 57 with of 55
with is 41 with of 40
with in 134 with on 77
with of 92 with the 99
with he 672 with if 109
with is 202 with it 173
with no 46 with the 870
with we 74 with the 166
with is 53 with of 135
with the 83 with to 101
with of 662 with as 137
with at 352 with by 67
with he 203 with in 1024
with it 44 with of 904
with on 453 with or 49
with to 2555 with of 106
with in 91 with or 49
with of 76 with he 90
with in 289 with of 124
with on 133 with to 219
with we 92 with of 85
with in 263 with is 136
with or 74 with an 47
with to 62 with on 565
with on 85 with the 46
with by 46 with the 176
with is 84 with the 96
with in 69 with is 352
with in 105 with or 64
with is 142 with is 2502
with an 191 with he 280
with in 119 with is 58
with it 64 with no 103
with on 41 with so 88
with the 629 with to 51
with he 43 with be 46
with the 103 with be 44
with the 117 with he 51
with to 51 with he 253
with is 132 with the 69
with is 74 with he 249
with we 49 with the 87
with is 654 with do 114
with an 48 with no 73
with the 43 with no 107
with the 62 with or 51
with of 76 with on 94
with on 40 with is 664
with is 120 with at 326
with of 95 with or 247
with to 152 with is 44
with or 73 with of 1585
with in 151 with at 74
with in 68 with on 42
with of 106 with of 88
with in 40 with on 68
with in 77 with on 87
with an 93 with the 105
with the 49 with is 63
with or 147 with an 119
with the 157 with me 67
with the 69 with of 174
with he 97 with is 340
with do 76 with an 68
with to 52 with he 170
with is 579 with no 148
with we 94 with the 48
with an 63 with the 184
with we 54 with the 355
with of 64 with he 234
with is 364 with is 141
with is 59 with to 78
with is 72 with the 135
with is 319 with the 52
with we 71 with is 45
with of 50 with of 52
with is 112 with of 55
with of 51 with an 60
with is 42 with an 62
with is 42 with the 131
with be 64 with the 86
with is 196 with an 107
with the 77 with in 46
with the 45 with is 50
with an 51 with to 117
with at 47 with of 87
with on 78 with or 42
with of 69 with of 50
with in 68 with of 120
with of 157 with in 54
with of 213 with of 47
with to 86 with in 46
with in 99 with of 48
with in 48 with to 48
with of 50 with of 43
with or 42 with to 106
with by 52 with in 114
with of 77 with on 83
with in 211 with of 93
with or 78 with to 52
with of 2508 with at 41
with in 44 with of 283
with on 75 with of 529
with of 104 with of 56
with of 51 with of 51
with to 895 with the 65
with on 529 with is 78
with of 98 with as 60
with he 378 with of 127
with the 46 with to 774
with as 43 with he 71
with of 1351 with to 66
with to 49 with of 50
with of 198 with of 195
with of 116 with of 64
with of 216 with of 52
with the 90 with an 134
with be 83 with do 64
with he 579 with if 108
with in 145 with is 162
with it 125 with no 64
with so 112 with the 417
with to 242 with we 161
with he 52 with be 166
with of 69 with an 148
with no 62 with so 89
with the 1367 with to 70
with by 48 with in 105
with on 206 with be 120
with on 52 with the 56
with in 77 with my 68
with of 181 with the 53
with to 55 with in 56
with at 137 with of 685
with is 356 with no 176
with an 74 with the 50
with to 136 with he 251
with is 1768 with it 41
with the 71 with we 58
with do 115 with an 58
with the 105 with to 117
with as 90 with at 352
with by 150 with do 51
with he 153 with in 559
with is 17450 with no 282
with on 71 with so 410
with to 56 with up 52
with an 222 with no 166
with so 41 with the 236
with do 744 with an 163
with the 121 with the 75
with is 83 with the 105
with the 106 with is 109
with at 1105 with in 208
with of 29836 with of 213
with the 323 with of 133
with is 348 with is 45
with to 64 with is 44
with of 74 with of 87
with of 57 with of 273
with of 141 with of 44
with the 65 with of 119
with the 74 with of 53
with of 50 with he 260
with is 50 with of 203
with in 43 with of 216
with of 597 with an 162
with at 42 with up 122
with of 260 with of 59
with of 134 with of 68
with of 195 with of 265
with in 63 with of 43
with on 42 with as 93
with in 79 with or 141
with to 47 with of 48
with in 325 with of 633
with at 79 with to 53
with as 40 with in 91
with of 76 with of 161
with on 155 with or 42
with of 135 with as 150
with he 84 with in 623
with is 529 with of 974
with on 155 with or 823
with to 310 with as 156
with at 81 with in 155
with or 137 with to 54
with in 182 with of 93
with to 76 with in 123
with of 223 with on 146
with to 77 with on 63
with of 420 with at 70
with in 248 with is 46
with on 47 with or 64
with by 50 with of 441
with of 224 with of 91
with of 64 with as 504
with at 385 with by 238
with he 55 with if 759
with in 973 with is 445
with of 1575 with on 605
with or 380 with so 127
with the 85 with to 500
with of 55 with of 70
with of 67 with of 78
with at 41 with of 33733
with in 253 with of 238
with on 57 with to 63
with on 127 with in 76
with of 339 with as 214
with at 65 with he 66
with in 79 with on 51
with or 175 with to 51
with of 152 with in 108
with of 5776 with to 1939
with of 44 with to 181
with an 265 with he 55
with the 224 with the 59
with he 266 with it 53
with the 74 with the 43
with he 42 with he 748
with in 83 with it 200
with the 476 with we 216
with the 62 with is 86
with at 54 with of 549
with the 52 with the 132
with is 48 with in 54
with the 61 with an 140
with the 219 with by 40
with the 48 with be 42
with in 101 with he 42
with is 143 with as 154
with be 51 with or 58
with to 52 with he 41
with the 196 with the 55
with the 45 with the 62
with an 536 with co 43
with the 3592 with to 218
with he 455 with if 64
with in 48 with it 122
with the 1377 with we 162
with the 43 with the 68
with he 81 with is 215
with is 141 with or 157
with to 55 with the 109
with he 41 with in 160
with on 54 with of 61
with an 151 with in 71
with of 148 with of 96
with on 46 with to 43
with of 60 with in 50
with of 92 with of 63
with of 93 with the 110
with in 165 with on 187
with of 125 with on 889
with or 80 with at 56
with in 284 with on 330
with to 58 with at 54
with on 51 with on 190
with on 97 with of 101
with in 43 with in 118
with on 65 with or 89
with at 43 with on 62
with on 107 with in 70
with on 72 with on 47
with on 62 with to 71
with on 51 with is 64
with of 79 with of 90
with he 120 with the 250
with he 52 with is 99
with the 145 with of 72
with of 89 with of 41
with an 91 with the 196
with the 85 with the 175
with the 678 with the 158
with is 103 with is 111
with of 46 with in 59
with is 50 with the 80
with the 41 with at 246
with at 107 with to 87
with he 43 with the 92
with the 41 with an 47
with the 103 with the 164
with by 133 with in 45
with he 87 with is 212
with is 517 with the 53
with at 44 with is 77
with the 68 with the 42
with is 83 with is 51
with the 43 with the 59
with the 63 with is 55
with the 61 with be 43
with the 68 with by 188
with is 323 with the 63
with of 85 with of 86
with of 65 with of 448
with of 92 with of 104
with of 74 with of 106
with in 47 with of 75
with of 313 with of 122
with of 808 with of 41
with of 64 with of 87
with of 137 with an 52
with he 95 with the 294
with the 65 with is 44
with in 100 with of 105
with on 46 with in 216
with of 96 with on 106
with or 58 with to 82
with if 45 with in 369
with of 417 with on 73
with or 67 with to 73
with on 65 with in 51
with of 109 with of 43
with to 47 with in 52
with of 42 with the 109
with is 152 with in 106
with on 217 with of 68
with is 133 with in 54
with at 42 with in 96
with he 68 with is 80
with by 54 with it 58
with the 76 with is 49
with an 49 with to 163
with he 205 with the 48
with of 45 with the 67
with on 1592 with is 103
with the 224 with the 127
with us 63 with of 1632
with of 489 with of 56
with or 51 with or 55
with in 96 with on 66
with or 157 with to 104
with the 76 with is 123
with of 47 with in 42
with to 45 with the 292
with no 137 with an 661
with it 41 with king 58
with the 1384 with at 87
with he 67 with is 397
with no 56 with the 46
won he 146 won the 41
won the 45 won the 53
won in 64 won the 270
won the 84 wot me 63
