new data collection instruments 42
not only inversely proportional 51
not only naturally independent 43
not only negotiable instruments 55
not only perfectly conformable 50
not only perfectly independent 42
not only political antagonists 44
not only political differences 52
not only political institutions 211
not only political sovereignty 45
not only political subdivisions 90
not only primarily responsible 72
not only primitive republicans 41
not only professed christianity 53
not only provokingly indifferent 53
not only recognize differences 61
not only technical proficiency 89
not only thoroughly understands 57
not only tolerates differences 50
not only unequally distributed 54
not seek theoretical discoveries 145
not seek wholesale improvement 53
not seem altogether inattentive 74
not seem altogether unreasonable 198
not seem especially problematic 46
not seem especially significant 199
not show important differences 116
not show industrial development 71
not show noticeable differences 44
not take magnesium supplements 78
not take potassium supplements 360
not their interests inseparably 274
not their necessary consequence 53
not their numerical frequencies 59
not upon inherited experiences 50
not very difficult technically 43
not very effective sovereignty 48
not very generally distributed 44
not very important commercially 63
not very important differences 77
not very important numerically 49
not very important politically 67
not very important practically 56
not very precisely ascertained 62
not very unequally distributed 65
not vest admiralty jurisdiction 93
not well organized politically 100
not well supported empirically 56
not what capricious fantastical 94
not your submarine contrivance 60
now been generally discredited 77
now been generally established 45
now been thoroughly discredited 531
now been thoroughly established 155
now call themselves republicans 140
now find themselves responsible 49
now have throughout pennsylvania 41
now made themselves conspicuous 53
now making extensive preparations 41
now most generally entertained 41
now very generally distributed 92
now very generally entertained 134
now very generally substituted 55
