namely the international bank 43
number of appointments have 95
number of appointments held 67
number of appointments kept 77
number of appointments made 776
number of appointments open 85
number of appointments were 263
number of appointments will 79
number of apprehensions made 51
number of bankruptcies among 361
number of bankruptcies during 98
number of bankruptcies from 44
number of bankruptcies have 63
number of bankruptcies rose 115
number of bankruptcies were 53
number of beneficiaries during 194
number of beneficiaries from 479
number of beneficiaries grew 97
number of beneficiaries have 180
number of beneficiaries rose 101
number of beneficiaries were 285
number of beneficiaries will 231
number of bibliographic data 41
number of carbohydrate side 45
number of certificates from 165
number of certificates have 49
number of certificates held 60
number of certificates were 102
number of civilizations have 98
number of coincidences from 56
number of coincidences have 42
number of coincidences will 86
number of commendatory poems 65
number of commentaries have 170
number of commentaries upon 114
number of commentaries were 201
number of commentators also 68
number of commentators from 118
number of commentators have 9795
number of commentators note 74
number of commentators over 56
number of commentators seem 49
number of commentators such 49
number of commentators take 59
number of commentators think 74
number of commentators upon 43
number of commentators were 174
number of commissioners from 659
number of commissioners sent 48
number of commissioners were 376
number of commissioners will 147
number of communicants among 66
number of communicants during 94
number of communicants from 144
number of communicants grew 45
number of communicants rose 64
number of communicants there 45
number of communicants were 78
number of communication acts 74
number of communication media 105
number of communication paths 277
number of compartments into 135
number of compartments used 63
number of complications during 122
number of complications from 117
number of complications have 288
number of complications into 57
number of complications must 44
number of complications such 139
number of complications were 131
number of complications when 54
number of computational grid 57
number of computerized data 63
number of concentration camp 401
number of concurrently open 131
number of confederates were 147
number of configuration bits 72
number of consequences flow 261
number of consequences from 114
number of consequences have 63
number of consequences such 85
number of consequences will 89
number of conservative back 163
number of conservative seats 121
number of conservative think 128
number of considerably less 92
number of considerably more 109
number of conspiracies were 78
number of conspirators were 161
number of constituency seats 407
number of constituents from 48
number of constituents have 67
number of constituents such 40
number of constitutions good 96
number of constitutions have 74
number of constitutions were 82
number of constructive ideas 136
number of constructive ways 51
number of consultations during 42
number of consultations made 53
number of consultations were 73
number of contemporary arab 62
number of contemporary ideas 44
number of contemporary maps 47
number of contemporary poems 74
number of contemporary poets 386
number of contributions dealing 90
number of contributions during 93
number of contributions from 1113
number of contributions have 518
number of contributions made 557
number of contributions must 60
number of contributions only 57
number of contributions over 42
number of contributions paid 470
number of contributions were 248
number of contributors also 54
number of contributors from 254
number of contributors grew 40
number of contributors have 260
number of contributors note 96
number of contributors were 113
number of contributors will 100
number of contrivances have 116
number of controversial areas 139
number of controversial ideas 43
number of controversial laws 67
number of conversations among 48
number of conversations during 57
number of conversations held 57
number of conversations over 81
number of conversations were 58
number of cooperatives grew 100
number of cooperatives have 130
number of cooperatives rose 67
number of cooperatives were 120
number of countervailing duty 104
number of deficiencies have 75
number of deficiencies were 111
number of demographers have 79
number of denominations have 173
number of denominations were 44
number of departmental heads 147
number of dependencies among 46
number of developments during 302
number of developments from 81
number of developments have 1910
number of developments made 87
number of developments over 177
number of developments such 109
number of developments taking 52
number of developments took 331
number of developments were 296
number of developments will 65
number of difficulties along 58
number of difficulties during 133
number of difficulties even 41
number of difficulties facing 86
number of difficulties from 101
number of difficulties have 785
number of difficulties here 91
number of difficulties must 180
number of difficulties over 49
number of difficulties such 288
number of difficulties were 703
number of difficulties when 369
number of difficulties will 141
number of disabilities were 52
number of disciplinary areas 42
number of disconnected ones 53
number of dispensaries were 53
number of dispensations from 40
number of dissertations have 95
number of dissertations were 51
number of distilleries were 70
number of distributions have 55
number of distributors from 43
number of distributors have 42
number of disturbances during 55
number of disturbances from 47
number of disturbances were 42
number of ecclesiastics from 91
number of ecclesiastics into 59
number of ecclesiastics were 145
number of educationists have 47
number of electrolytes have 50
number of endorsements from 83
number of enhancements have 102
number of enhancements over 111
number of enhancements were 51
number of ethnographers have 138
number of exceptionally able 306
number of exceptionally fine 173
number of exceptionally good 97
number of exceptionally high 105
number of exceptionally well 326
number of experimental areas 46
number of experimental data 2956
number of experimental days 76
number of experimental laws 56
number of experimental runs 1088
number of experimental test 54
number of experimental uses 54
number of fraternities have 60
number of functionaries were 50
number of heterogeneous data 71
number of heterozygous gene 104
number of heterozygous loci 1298
number of hospitalized days 62
number of householders were 47
number of hydrocarbons have 55
number of hydrochloric acid 48
number of hydroelectric dams 61
number of illegitimate live 160
number of illegitimate ones 44
number of illegitimate sons 70
number of illustrations from 1185
number of illustrations have 642
number of illustrations must 152
number of illustrations show 43
number of illustrations used 170
number of illustrations were 230
number of illustrations will 310
number of illustrative case 162
number of improvements during 62
number of improvements have 1375
number of improvements into 77
number of improvements made 239
number of improvements over 785
number of improvements such 63
number of improvements upon 42
number of improvements were 1389
number of improvements will 64
number of inapplicable ones 110
number of incarcerated drug 68
number of incontinence pads 105
number of independents also 53
number of independents were 131
number of infiltrators were 46
number of infrequently used 74
number of insecticides have 54
number of installations have 250
number of installations made 46
number of installations were 110
number of installations will 61
number of institutional beds 168
number of institutional veto 110
number of instructional aids 53
number of instructional areas 45
number of instructional days 281
number of interceptions made 165
number of international acts 45
number of international case 50
number of international film 129
number of international fora 190
number of international health 82
number of international laws 121
number of international media 72
number of international news 120
number of international peace 52
number of international teams 60
number of international union 50
number of international wars 91
number of interpreters have 333
number of interpreters were 52
number of interrelated areas 107
number of interrelated ideas 90
number of interrelated ways 208
number of interruptions during 205
number of interruptions from 81
number of interruptions made 49
number of intersections along 55
number of intersections made 73
number of intersections will 50
number of interventions during 54
number of interventions from 67
number of interventions have 468
number of interventions made 98
number of interventions such 44
number of interventions were 139
number of interviewees also 85
number of interviewees felt 55
number of interviewees from 95
number of interviewees have 50
number of interviewees made 51
number of interviewees said 79
number of interviewees were 167
number of interviewers used 73
number of interviewers were 50
number of introductions from 68
number of jurisdictions also 69
number of jurisdictions have 2879
number of jurisdictions having 44
number of jurisdictions hold 120
number of jurisdictions such 46
number of jurisdictions take 42
number of jurisdictions there 144
number of jurisdictions were 48
number of jurisdictions will 94
number of laboratories during 73
number of laboratories from 55
number of laboratories have 3022
number of laboratories over 121
number of laboratories were 182
number of laboratories will 72
number of legislatures have 230
number of marketplaces have 65
number of masterpieces from 71
number of masterpieces were 46
number of mathematicians have 138
number of mathematicians were 62
number of metaphorical uses 43
number of methodologies have 303
number of metropolitan areas 2378
number of milliseconds from 200
number of milliseconds have 115
number of miscellaneous jobs 97
number of miscellaneous poems 268
number of miscellaneous uses 86
number of modifications during 56
number of modifications from 59
number of modifications have 1478
number of modifications into 58
number of modifications made 221
number of modifications must 52
number of modifications over 92
number of modifications were 1207
number of modifications will 52
number of nationalities live 236
number of nationalities such 47
number of nationalities were 79
number of neighborhood health 47
number of notifications sent 76
number of observational data 160
number of organizations also 123
number of organizations among 67
number of organizations came 82
number of organizations dealing 108
number of organizations during 81
number of organizations from 211
number of organizations grew 88
number of organizations have 4681
number of organizations having 103
number of organizations into 47
number of organizations like 367
number of organizations made 62
number of organizations make 87
number of organizations making 47
number of organizations over 105
number of organizations ranging 51
number of organizations such 1177
number of organizations there 85
number of organizations took 48
number of organizations used 51
number of organizations were 986
number of organizations will 210
number of organizations work 53
number of parliamentary seats 2766
number of participants also 305
number of participants among 52
number of participants came 116
number of participants coming 52
number of participants down 42
number of participants during 174
number of participants fell 54
number of participants felt 193
number of participants from 2459
number of participants grew 291
number of participants have 455
number of participants having 80
number of participants into 78
number of participants made 135
number of participants means 42
number of participants more 42
number of participants must 246
number of participants over 161
number of participants ranging 68
number of participants rose 168
number of participants said 95
number of participants such 53
number of participants taking 80
number of participants there 100
number of participants took 91
number of participants used 169
number of participants vary 43
number of participants went 49
number of participants were 1143
number of participants when 104
number of participants will 801
number of particularly fine 91
number of particularly good 53
number of particularly well 59
number of partnerships have 56
number of partnerships were 47
number of performances during 203
number of performances from 119
number of performances have 50
number of performances over 74
number of performances were 176
number of performances will 59
number of perspectives from 347
number of perspectives have 146
number of philosophers from 145
number of philosophers have 2562
number of philosophers such 51
number of philosophers were 106
number of physiologists have 91
number of polypeptides have 59
number of practitioners among 64
number of practitioners from 106
number of practitioners have 552
number of practitioners were 136
number of practitioners will 59
number of precipitation days 257
number of preconceived ideas 202
number of preconditions have 85
number of preconditions must 133
number of preconditions were 57
number of presbyterians from 103
number of presbyterians were 95
number of prescriptions from 70
number of prescriptions have 52
number of prescriptions were 66
number of presentations from 69
number of presentations made 119
number of presentations were 184
number of proclamations were 51
number of professionals among 93
number of professionals from 423
number of professionals have 372
number of professionals such 103
number of professionals were 167
number of professionals will 78
number of psychiatrists from 41
number of psychiatrists have 349
number of psychiatrists were 103
number of psychiatrists will 44
number of quantitative data 104
number of ratifications from 46
number of ratifications have 94
number of ratifications were 87
number of ratifications will 46
number of refrigerator cars 220
number of registrations during 61
number of registrations from 50
number of registrations made 88
number of relationships among 535
number of relationships from 71
number of relationships have 260
number of relationships over 40
number of relationships such 42
number of relationships were 123
number of relationships will 64
number of replacements during 57
number of replacements from 62
number of replacements made 220
number of replacements were 55
number of reproductions from 100
number of reproductions made 69
number of reproductive health 49
number of reproductive years 150
number of requirements from 49
number of requirements have 245
number of requirements must 774
number of requirements need 60
number of requirements such 193
number of requirements upon 60
number of requirements were 151
number of revolutionary ideas 102
number of satisfactory ways 76
number of scholarships from 234
number of scholarships have 188
number of scholarships ranging 86
number of scholarships were 365
number of scholarships will 141
number of shareholders during 43
number of shareholders from 201
number of shareholders grew 51
number of shareholders have 102
number of shareholders must 146
number of shareholders owning 71
number of shareholders rose 67
number of shareholders were 148
number of shareholders will 178
number of similarities among 347
number of similarities have 93
number of similarities were 89
number of stakeholders from 45
number of stakeholders have 47
number of standardized test 48
number of statisticians have 97
number of stockholders from 75
number of stockholders have 66
number of stockholders having 73
number of stockholders must 46
number of stockholders owning 77
number of stockholders went 104
number of stockholders were 52
number of stockholders will 75
number of subordinates whom 47
number of subscriptions from 156
number of subscriptions sold 150
number of subscriptions were 210
number of subscriptions will 55
number of substitutions made 260
number of substitutions were 50
number of sufficiently well 41
number of supernatural beings 578
number of technologies have 498
number of technologies such 109
number of technologies used 160
number of technologies were 95
number of thermocouples used 66
number of thermocouples were 42
number of traditionally male 52
number of transmissions from 110
number of transmitters from 44
number of tuberculosis deaths 132
number of unfertilized eggs 221
number of unfortunates were 63
number of universities also 163
number of universities during 65
number of universities from 189
number of universities grew 86
number of universities have 1909
number of universities having 54
number of universities rose 134
number of universities such 53
number of universities there 44
number of universities were 375
number of universities will 110
number of unregistered ones 41
number of unsuccessful ones 142
number of veterinarians have 50
number the conspirators ever 47
number the preponderant name 44
