narcotic receptor binding in 60
numerous examples exist of 418
numerous examples found in 176
numerous examples given by 110
numerous examples given in 245
numerous examples given of 43
numerous examples might be 421
numerous examples occur in 170
numerous examples occur of 49
numerous examples showing the 114
numerous examples where it 66
numerous examples where the 866
numerous examples which he 65
numerous examples which the 40
numerous examples which we 88
numerous examples within the 94
numerous functions within the 62
numerous garrison might be 90
numerous garrison under the 112
numerous insights about the 56
numerous lawsuits filed by 64
numerous literary works of 76
numerous locations where the 62
numerous locations within the 145
numerous marginal notes by 52
numerous marginal notes in 162
numerous military bases in 60
numerous military bases on 53
numerous miracles which he 77
numerous mountain ranges in 59
numerous mountain ranges of 59
numerous occasions about the 153
numerous occasions after the 130
numerous occasions since the 378
numerous occasions tried to 79
numerous occasions urged me 43
numerous occasions where he 59
numerous occasions where the 258
numerous occasions within the 79
numerous parallel lines of 53
numerous passages might be 113
numerous passages where he 107
numerous passages where it 43
numerous passages where the 250
numerous passages which he 197
numerous passages which no 169
numerous portrait busts of 58
numerous positions within the 90
numerous possible forms of 49
numerous possible kinds of 48
numerous possible meanings of 62
numerous possible modes of 115
numerous possible types of 101
numerous problems arise in 99
numerous problems arising in 129
numerous problems arose in 48
numerous problems exist in 49
numerous problems faced by 224
numerous problems posed by 140
numerous problems still to 42
numerous problems which the 164
numerous problems within the 74
numerous programs aimed at 133
numerous projects aimed at 114
numerous projects within the 43
numerous questions about it 72
numerous questions about my 101
numerous questions about the 2424
numerous questions arising in 43
numerous questions asked by 112
numerous questions posed by 113
numerous questions which he 73
numerous questions which the 92
numerous recorded cases in 40
numerous recorded cases of 418
numerous religious group in 87
numerous religious sects in 91
numerous reported cases in 85
numerous reported cases of 288
numerous scholars working in 54
numerous specific cases in 41
numerous specific cases of 55
numerous specific forms of 52
numerous specific types of 79
numerous speeches about the 42
numerous speeches which he 88
numerous standard works on 79
numerous statutes treating the 61
numerous subjects under the 82
numerous subjects which the 82
numerous valuable facts in 45
numerous valuable works on 79
numerous variations based on 40
numerous variations found in 42
numerous variations within the 83
numerous villages where the 73
numerous villages which we 54
nutrient arteries enter the 57
nutrient elements within the 105
nutrition education aimed at 48
nutrition education based on 51
nutrition education needs of 66
nutrition education within the 45
nutrition education would be 63
nutrition programs aimed at 53
