narcotics control and taxation 73
nineteenth century and emerged 93
nineteenth century and enabled 53
nineteenth century and endured 45
nineteenth century and enjoyed 130
nineteenth century and entered 82
nineteenth century and european 153
nineteenth century and evolved 67
nineteenth century and extending 285
nineteenth century and extends 66
nineteenth century and finally 322
nineteenth century and focused 59
nineteenth century and following 188
nineteenth century and forward 213
nineteenth century and founded 103
nineteenth century and founder 50
nineteenth century and gathered 91
nineteenth century and germany 90
nineteenth century and imposed 48
nineteenth century and include 120
nineteenth century and including 108
nineteenth century and increasing 64
nineteenth century and largely 112
nineteenth century and located 43
nineteenth century and married 47
nineteenth century and offered 65
nineteenth century and onwards 412
nineteenth century and perhaps 692
nineteenth century and present 207
nineteenth century and provide 68
nineteenth century and providing 50
nineteenth century and quickly 151
nineteenth century and rapidly 134
nineteenth century and rebuilt 40
nineteenth century and reflect 85
nineteenth century and relates 63
nineteenth century and remains 363
nineteenth century and requiring 74
nineteenth century and revived 77
nineteenth century and settled 453
nineteenth century and several 177
nineteenth century and similar 50
nineteenth century and slavery 42
nineteenth century and started 94
nineteenth century and strongly 60
nineteenth century and survive 43
nineteenth century and thirteen 204
nineteenth century and towards 61
nineteenth century and usually 68
nineteenth century and written 46
nineteenth century are covered 51
nineteenth century are derived 41
nineteenth century are drearier 51
nineteenth century are familiar 63
nineteenth century are largely 64
nineteenth century are napoleon 49
nineteenth century are perhaps 44
nineteenth century are replete 47
nineteenth century are typical 55
nineteenth century are usually 116
nineteenth century bear witness 53
nineteenth century both germany 48
nineteenth century but because 83
nineteenth century did britain 43
nineteenth century did european 71
nineteenth century did germany 52
nineteenth century did produce 67
nineteenth century did science 46
nineteenth century did western 47
nineteenth century did witness 188
nineteenth century east european 50
nineteenth century for example 247
nineteenth century for several 80
nineteenth century had adopted 56
nineteenth century had allowed 64
nineteenth century had appeared 58
nineteenth century had arrived 61
nineteenth century had assumed 94
nineteenth century had belonged 63
nineteenth century had brought 787
nineteenth century had carried 63
nineteenth century had certain 75
nineteenth century had claimed 56
nineteenth century had elapsed 45
nineteenth century had enabled 54
nineteenth century had enjoyed 54
nineteenth century had entered 79
nineteenth century had evolved 106
nineteenth century had finally 61
nineteenth century had largely 215
nineteenth century had managed 77
nineteenth century had offered 54
nineteenth century had reduced 87
nineteenth century had revealed 66
nineteenth century had settled 42
nineteenth century had several 100
nineteenth century had similar 61
nineteenth century had spawned 43
nineteenth century had started 90
nineteenth century had weakened 58
nineteenth century had written 43
nineteenth century had wrought 43
nineteenth century had yielded 50
nineteenth century has brought 538
nineteenth century has crowned 53
nineteenth century has enabled 58
nineteenth century has evolved 40
nineteenth century has exerted 195
nineteenth century has finally 48
nineteenth century has focused 62
nineteenth century has invaded 58
nineteenth century has largely 111
nineteenth century has offered 49
nineteenth century has perhaps 49
nineteenth century has revealed 90
nineteenth century has written 42
nineteenth century has wrought 64
nineteenth century its effects 40
nineteenth century may perhaps 74
nineteenth century may propose 48
nineteenth century not because 98
nineteenth century our national 60
nineteenth century put forward 43
nineteenth century put together 69
nineteenth century saw america 41
nineteenth century saw increasing 136
nineteenth century saw several 181
nineteenth century that allowed 145
nineteenth century that america 77
nineteenth century that artists 92
nineteenth century that britain 125
nineteenth century that british 215
nineteenth century that brought 409
nineteenth century that certain 147
nineteenth century that chinese 92
nineteenth century that doctors 42
nineteenth century that efforts 55
nineteenth century that enabled 72
nineteenth century that european 252
nineteenth century that featured 66
nineteenth century that finally 61
nineteenth century that focused 55
nineteenth century that foreign 47
nineteenth century that germany 51
nineteenth century that history 116
nineteenth century that medical 91
nineteenth century that members 41
nineteenth century that national 54
nineteenth century that popular 42
nineteenth century that private 40
nineteenth century that science 184
nineteenth century that several 58
nineteenth century that slavery 78
nineteenth century that society 49
nineteenth century that western 336
nineteenth century that writers 78
nineteenth century they appeared 50
nineteenth century they usually 44
nineteenth century this concept 93
nineteenth century this country 117
nineteenth century this pattern 106
nineteenth century this picture 51
nineteenth century this position 80
nineteenth century this problem 102
nineteenth century this process 293
nineteenth century this question 110
nineteenth century thus brought 49
nineteenth century war although 40
nineteenth century was adopted 51
nineteenth century was against 41
nineteenth century was applied 54
nineteenth century was because 168
nineteenth century was beginning 270
nineteenth century was between 204
nineteenth century was britain 87
nineteenth century was brought 240
nineteenth century was capable 64
nineteenth century was carried 261
nineteenth century was charles 187
nineteenth century was chiefly 194
nineteenth century was closely 416
nineteenth century was complex 62
nineteenth century was crowded 41
nineteenth century was defined 107
nineteenth century was derived 113
nineteenth century was devoted 177
nineteenth century was divided 181
nineteenth century was elderly 44
nineteenth century was equally 131
nineteenth century was evident 48
nineteenth century was familiar 63
nineteenth century was finally 96
nineteenth century was focused 73
nineteenth century was founded 278
nineteenth century was francis 46
nineteenth century was fraught 54
nineteenth century was haunted 43
nineteenth century was herbert 64
nineteenth century was history 41
nineteenth century was hostile 43
nineteenth century was immense 96
nineteenth century was largely 2205
nineteenth century was limited 260
nineteenth century was located 77
nineteenth century was matched 103
nineteenth century was minimal 46
nineteenth century was notable 197
nineteenth century was nowhere 40
nineteenth century was opposed 52
nineteenth century was perhaps 445
nineteenth century was plagued 42
nineteenth century was preparing 45
nineteenth century was producing 49
nineteenth century was rapidly 136
nineteenth century was reduced 70
nineteenth century was related 188
nineteenth century was removed 49
nineteenth century was replete 105
nineteenth century was revived 59
nineteenth century was richard 73
nineteenth century was roughly 58
nineteenth century was several 40
nineteenth century was sharply 44
nineteenth century was similar 243
nineteenth century was slavery 47
nineteenth century was strongly 233
nineteenth century was subject 90
nineteenth century was totally 57
nineteenth century was towards 107
nineteenth century was typical 57
nineteenth century was unusual 40
nineteenth century was ushered 150
nineteenth century was usually 230
nineteenth century was utterly 40
nineteenth century was witness 82
nineteenth century was written 261
nineteenth century who adopted 45
nineteenth century who brought 45
nineteenth century who claimed 60
nineteenth century who favored 55
nineteenth century who opposed 46
nineteenth century with charles 53
nineteenth century with increasing 51
nineteenth century with respect 379
nineteenth century with several 52
nineteenth century with writers 45
nominated lincoln and johnson 82
nominated madison and clinton 75
nominated members and elected 42
nominated members was reduced 118
noncredit courses are offered 65
nonpublic schools for teachers 56
nonverbal behavior can provide 41
normative criteria for assessing 48
normative support for deviance 53
noteworthy because they contain 67
noteworthy because they provide 68
noteworthy because they reflect 44
noteworthy because they suggest 66
nourished against his general 92
nourished himself with sublime 127
numerical control for machine 150
numerical example may clarify 102
numerical example that follows 121
numerical results are desired 71
numerical results are plotted 119
numerical results are similar 51
numerical results for several 130
numerical results with respect 56
numerical solution with respect 48
nutritious because they contain 48
