near fifteen weeks after 53
new measures which might 87
new measures which would 127
new members takes place 91
new members until after 54
new members whose names 57
new members would never 52
new mercies every morning 54
new musical style known 43
new musical style which 50
new napoleon might arise 59
new national feeling which 46
new national guard units 63
new national labor board 49
new national party leader 41
new national party which 77
new national state which 50
new national trade unions 100
new neurons whose axons 48
new neutral gauge boson 61
new official trade unions 51
new outlook which would 41
new parents worry about 44
new partner nearly every 53
new pattern which would 59
new peaceful world order 92
new planets rolling about 97
new position every night 96
new position which women 45
new position which would 103
new position would allow 58
new postwar world order 124
new private housing units 368
new problem arose which 58
new problem which would 40
new problem would arise 107
new process takes place 56
new process which would 102
new product growth model 265
new product learning cycle 86
new product lines which 108
new product lines within 48
new product lines would 47
new product takes place 42
new product which could 102
new product which might 62
new product which would 160
new program under which 91
new program which would 141
new project which would 124
new question which might 54
new question would arise 59
new railway lines which 178
new railway lines would 43
new regional order based 41
new regional trading blocs 63
new religion every morning 62
new religion which could 74
new religion which might 63
new religion which shall 104
new religion which would 333
new schools which would 79
new science which might 47
new science which would 116
new service which would 96
new sickening vision would 60
new society where people 72
new society which could 42
new society which would 593
new society would arise 71
new species could arise 236
new species might arise 199
new species named after 51
new species takes place 69
new species which could 54
new species which might 70
new species which would 94
new species would appear 41
new species would arise 100
new species would bless 489
new spotted fever group 83
new statute which would 62
new statute would apply 52
new suburbs built where 187
new supreme court rules 44
new supreme court rulings 124
new supreme court would 75
new surface would appear 64
new systems which would 92
new tactics which would 42
new taxation which would 67
new treaties which would 56
new trouble makes every 55
new variable whose value 43
new variety arising within 108
new venture which might 43
new venture which would 66
new viruses appear every 65
new voltage clamp method 60
new writers whose works 50
nor against either party 44
nor animals could exist 60
nor barbara allan either 52
nor buildings scape times 59
nor chalice could really 132
nor charles could value 117
nor classic pride shall 89
nor council could judge 55
nor implies anything about 73
nor justice would exist 1585
nor musical labial sound 76
nor official action shall 67
nor patient knows which 40
nor princes strong drink 62
nor purpose shall arise 44
nor receive anything thence 44
nor science knows anything 107
nor wassail could raise 89
not accepting phone calls 43
not achieve again until 52
not achieve anything close 43
not achieve anything either 54
not achieve anything until 40
not achieve anything which 49
not achieve steady state 74
not acquire legal force 53
not acquire legal title 159
not acquire title until 89
not acquire until after 80
not acquire until later 134
not acquire valid title 43
not address every issue 148
not adjourn until after 68
not admitting women under 112
not adopted until about 77
not adopted until after 738
not adopted until april 68
not adopted until later 227
not adopted until march 97
not adopted until nearly 66
not advance again until 59
not advance until after 50
not against black people 50
not against known ethics 45
not against white people 69
not against women working 110
not alleged facts showing 41
not allowed after eight 84
not allowed phone calls 104
not allowed under locke 64
not allowed under state 53
not allowed until after 327
not altered until after 98
not answering phone calls 136
not anybody worry about 41
not appeared again since 48
not appeared until after 128
not applied until after 863
not applied until later 54
not aroused until after 65
not arranged until after 90
not arrived until after 196
not asserting anything about 92
not assumed anything about 76
not assumed until after 76
not assured until after 67
not attempt anything until 47
not attempt anything which 83
not awarded until after 101
not bashful about letting 98
not bashful about sharing 41
not bashful about showing 53
not bashful about speaking 40
not bashful about telling 121
not because anything which 51
not because anything would 51
not because black people 68
not because either nation 49
not because either party 80
not because older people 48
not because others would 48
not because people could 45
not because people would 128
not because white people 55
not because women could 42
not beginning until after 54
not believe anything about 725
not believe anything could 902
not believe anything really 73
not believe anything short 61
not believe anything until 393
not believe anything which 245
not believe anything worse 89
not believe anything would 620
not believe black people 58
not believe china would 42
not believe could exist 125
not believe either party 98
not believe either story 47
not believe either would 77
not believe every piece 40
not believe every rumor 66
not believe every story 98
not believe father would 70
not believe frank would 44
not believe george would 60
not believe james would 41
not believe japan would 141
not believe jesus could 51
not believe jesus would 207
not believe louis either 88
not believe mother would 212
not believe others would 41
not believe people change 44
not believe people could 317
not believe people lived 52
not believe people really 118
not believe people still 63
not believe people would 411
not believe peter would 58
not believe russia would 108
not believe santa claus 53
not believe spain could 55
not believe thomas could 64
not believe white people 59
not believe women could 129
not believe women would 53
not believing anything which 131
not benefit either party 167
not between white people 145
not blessed until after 70
not blossom until after 97
not boredom which gives 45
not bothered about anything 158
not bothered about getting 92
not bothered about money 69
not brought about anything 45
not brought about change 53
not brought about either 239
not brought about social 44
not brought about under 47
not brought about until 490
not brought fully under 86
not brought others under 63
not brought until after 269
not brought until nearly 61
not careful about keeping 104
not careful about where 88
not certain about anything 337
not certain about either 49
not certain about where 70
not certain about which 106
not certain social wants 41
not certain until after 126
not certain which route 42
not certain which would 80
not charged until after 50
not checked until after 121
not cherish false hopes 54
not chopped liver either 59
not claimed until after 43
not claimed within seven 156
not claimed within sixty 56
not collect sales taxes 81
not colored women theirs 828
not command anything which 48
not compare notes about 51
not compete again until 60
not concede defeat until 61
not conduct again until 50
not confess every morning 40
not consume human flesh 51
not contain above thirty 43
not contain added sugar 156
not contain added water 102
not contain amino acids 290
not contain anything about 449
not contain anything either 42
not contain anything which 1143
not contain blood cells 64
not contain fatty acids 225
not contain field names 72
not contain goods which 80
not contain items which 64
not contain nerve endings 132
not contain rules which 41
not contain terms which 110
not contain tumor cells 51
not contain white space 90
not contain words which 153
not contend about words 94
not content until every 71
not control blood sugar 107
not control either house 53
not control every facet 59
not control state power 45
not convene again until 245
not convene until after 97
not convene until march 57
not convert fatty acids 64
not correct until after 40
not correct views either 48
not counted until after 59
not covered under basic 74
not covered under either 298
not covered under social 494
not covered under state 105
not covered under title 166
not covered until after 49
not covered until later 150
not culture which binds 45
not deceive human hopes 57
not decided anything about 129
not decided until after 459
not decided until march 63
not declare anything about 90
not decline until about 47
not decline until after 276
not decrease renal blood 77
not decrease until after 110
not defined until after 119
not defined until later 235
not deified until after 49
not delayed until after 179
not deprive either party 70
not descend until after 63
not despise human learning 81
not develop acute renal 53
not develop again until 50
not develop fully until 1044
not develop until about 791
not develop until adult 227
not develop until after 7247
not develop until hours 41
not develop until later 3102
not develop until months 110
not develop until people 44
not develop until quite 88
not develop until weeks 59
not devised until after 50
not discuss anything about 419
not discuss anything until 85
not discuss until later 114
not dislike anything about 65
not display dialog boxes 46
not dispute about names 43
not dispute about terms 208
not dispute about words 290
not disputing about terms 49
not disputing about words 47
not disturb nesting birds 61
not diverge until after 47
not divided until after 124
not divulge anything about 204
not drafted until after 44
not dropped until after 60
not elected until after 149
not embrace cases where 53
not enacted until after 253
not enacted until april 40
not entered until after 222
not entitle either party 130
not equaled again until 288
not equally enjoy though 56
not equally favor every 61
not erected until about 149
not erected until after 359
not erected until later 58
not everything which comes 81
not everything which seems 59
not evident until about 158
not evident until after 613
not evident until later 383
not exactly agree either 118
not exactly arise within 42
not exactly chump change 145
not exactly crazy about 664
not exactly first class 201
not exactly happy about 600
not exactly knowing where 109
not exactly known until 69
not exactly known where 153
not exactly known which 139
not exactly match either 59
not exactly prove anything 53
not exactly right about 98
not exactly right either 321
not exactly shake hands 52
not exactly small change 46
not exactly smooth sailing 102
not exactly stood still 68
not exactly talking about 223
not exactly thinking about 164
not examine every point 55
not exceeding eight cents 145
not exceeding eight hours 475
not exceeding eight miles 158
not exceeding eight months 229
not exceeding eight times 46
not exceeding eight weeks 224
not exceeding fifty acres 518
not exceeding fifty cents 1245
not exceeding fifty miles 331
not exceeding fifty pesos 71
not exceeding fifty yards 110
not exceeding forty acres 689
not exceeding forty cents 157
not exceeding forty hours 49
not exceeding forty miles 210
not exceeding forty poles 70
not exceeding seven cents 64
not exceeding seven miles 98
not exceeding seven months 131
not exceeding sixty acres 70
not exceeding sixty cents 120
not exceeding sixty miles 123
not exceeding thirty acres 167
not exceeding thirty cents 216
not exceeding thirty miles 288
not exceeding thirty months 76
not exceeding thirty yards 61
not excited about anything 118
not excited about getting 67
not excited about learning 50
not excited about working 53
not exclude cases where 120
not exclude others which 108
not execute every order 111
not execute until after 63
not exhibit again until 80
not exhibit grain growth 135
not existed under every 59
not expecting anything quite 78
not explain anything about 672
not explain anything either 229
not explain anything until 56
not explain cases where 62
not explain social change 104
not explode until after 62
not exposed until after 156
not express anything about 173
not express anything which 80
not express doubt about 60
not express strong feeling 53
not feasible until after 46
not finally appear until 188
not finally close until 130
not finally ended until 285
not finally fixed until 176
not finally freed until 60
not finally given until 43
not finally occur until 87
not finally sealed until 50
not finally taken until 137
not forgive anything above 45
not forgive others breaks 533
not forgive others easily 46
not founded until about 129
not founded until after 510
not founded until nearly 48
not function again until 67
not function fully until 53
not function until after 106
not gathered until after 60
not general until about 48
not general until after 94
not germany alone which 47
not granted after seven 42
not granted until after 925
not granted until april 70
not granted until march 74
not grasped until after 54
not guarded every point 43
not handled again until 54
not hastily begin action 53
not himself fully aware 132
not himself rival pliny 79
not hitherto taken place 203
not however appear until 55
not however apply where 52
not however avoid smiling 52
not however stand still 63
not however until after 118
not illegal under state 85
not imagine anything about 240
not imagine anything could 99
not imagine anything drier 49
not imagine anything finer 313
not imagine anything growing 41
not imagine anything human 88
not imagine anything nicer 374
not imagine anything really 56
not imagine anything short 40
not imagine anything which 233
not imagine anything worse 2169
not imagine anything would 63
not imagine evils which 169
not imagine feeling anything 50
not imagine finding anything 42
not imagine needing anything 51
not imagine talking about 111
not imagine wanting anything 101
not imagine writing about 74
not imagine writing anything 54
not imposed until after 203
not improve either violet 75
not improve until after 281
not include anything about 497
not include anything which 377
not include basic tests 57
not include black people 57
not include black women 64
not include cases pending 86
not include cases where 679
not include cases which 103
not include closing costs 42
not include either house 167
not include every event 43
not include every piece 57
not include every point 56
not include every topic 42
not include facts which 51
not include field names 58
not include first names 40
not include fixed costs 200
not include funds spent 62
not include goods after 124
not include goods which 59
not include items about 43
not include items which 291
not include labor costs 178
not include lands which 58
not include local taxes 47
not include money spent 250
not include people whose 65
not include people working 43
not include sales taxes 124
not include social costs 45
not include social dance 70
not include spare parts 50
not include state court 42
not include state taxes 42
not include terms which 68
not include value added 86
not include water power 89
not include words which 82
not include works which 48
not including aisle space 54
not including cases which 79
not including rolling stock 47
not increase again until 269
not increase blood sugar 59
not increase fixed costs 63
not increase grain yield 56
not increase labor costs 50
not increase plant growth 49
not increase renal blood 56
not increase total sales 42
not increase until about 63
not increase until after 491
not inhabit muddy water 45
not inhibit plant growth 44
not inhibit tumor growth 63
not initiate court action 45
not initiate legal action 212
not initiate money bills 106
not initiate social change 44
not inquire about anything 55
not inquire either about 120
not invoked until after 46
not involve anything which 129
not involve harming others 42
not involve large scale 113
not involve local people 56
not involve lymph nodes 55
not involve state action 1167
not involve talking about 48
not involve thinking about 85
not involving armed force 97
not involving sharp edges 49
not judicial power within 48
not justify setting aside 348
not justify waiting until 59
not knowingly again engage 145
not knowingly offer false 154
not legally binding since 55
not legally binding under 134
not legally binding until 188
not legally exist until 72
not legally marry until 58
not legally raise money 118
not legally valid until 43
not lighted every evening 66
not lightly brush aside 328
not lightly drawn until 104
not lightly thrown aside 46
not lightly thrust aside 44
not located until after 73
not located where people 40
not lowered until after 43
not married again after 57
not married until about 43
not married until after 350
not married until later 51
not marshal every ounce 272
not matched again until 277
not material which grave 59
not matters about which 257
not matters which could 65
not matters which would 40
not measured until after 63
not mentioning anything about 319
not motives which ought 71
not mounted again above 43
not mounted until after 47
not neglect anything which 57
not nervous about anything 69
not nervous about getting 42
not nervous about meeting 148
not noticed again until 56
not noticed anything about 184
not noticed anything amiss 622
not noticed anything either 42
not noticed anything missing 74
not noticed until about 81
not noticed until after 580
not noticed until later 361
not observe anything which 54
not observe caste rules 53
not observe equal beauty 41
not observing either rules 51
not occurring until after 142
not offered again until 88
not offered until after 96
not omitted anything which 45
not operate again until 100
not operate until after 343
not opinions about facts 47
not ordered until after 69
not ovulate until after 60
not oxidize fatty acids 187
not painted anything since 49
not painted until after 98
not payable until after 853
not payable until later 100
not payable until march 47
not perform again until 71
not perform basic tasks 40
not perform tasks which 44
not perhaps fully aware 96
not perhaps quite equal 93
not perhaps quite right 127
not perhaps until after 71
not planned until after 104
not planted until after 115
not popular until after 82
not possess anything really 52
not possess anything which 287
not possess equal power 86
not possess legal title 102
not possess moral value 50
not predict anything about 375
not predict which group 52
not predict which people 41
not predict which women 46
not preempt state trade 185
not present anything which 49
not present until about 146
not present until adult 186
not present until after 559
not present until later 534
not present which could 40
not present which would 40
not pressed until after 44
not presume anything about 145
not prevail under either 85
not prevail until after 121
not prevent acute renal 107
not prevent child abuse 42
not prevent either party 383
not prevent legal action 66
not prevent tumor growth 53
not printed again until 87
not printed until about 136
not printed until after 1174
not printed until later 125
not printed until nearly 45
not printed until thirty 48
not proceed until after 173
not proceed until every 43
not produce anything close 51
not produce anything either 52
not produce anything really 70
not produce anything which 326
not produce blood cells 42
not produce extra growth 47
not produce fresh water 52
not produce fruit until 68
not produce goods which 93
not produce large crops 46
not produce lasting change 60
not produce seeds until 65
not produce social change 121
not produce toxic fumes 86
not produce viable seeds 212
not produce viable sperm 87
not produce works which 81
not produce would never 87
not producing scene after 338
not promise anything about 199
not promise anything right 144
not promise anything until 226
not promote social change 75
not propose anything which 52
not prosper until after 40
not protect false words 48
not provide added value 70
not provide anything close 64
not provide anything which 47
not provide clues about 86
not provide fresh fruit 53
not provide quick fixes 41
not publish again until 202
not publish anything about 548
not publish anything until 294
not publish anything which 164
not publish until after 154
not publish until later 40
not qualify under either 594
not qualify under state 42
not qualify until after 58
not quarrel about names 192
not quarrel about terms 280
not quarrel about which 42
not quarrel about words 675
not question anything about 48
not question people about 54
not quibble about price 98
not quibble about words 280
not quickly thrown aside 137
not quietly stand still 83
not realized fully until 59
not realized until about 175
not realized until after 2327
not realized until later 787
not realized until nearly 46
not realized until quite 50
not realized until today 104
not rebuilt until after 103
not receive anything either 47
not receive anything under 79
not receive anything until 110
not receive anything which 85
not receive either money 54
not receive equal wages 54
not receive funds under 42
not receive legal title 67
not receive money wages 43
not receive phone calls 298
not receive ration cards 46
not receive state funding 269
not receive state funds 120
not receive title until 86
not receive until after 292
not receive until later 42
not receive wages equal 48
not recover anything under 58
not recover fully after 43
not recover fully until 242
not recover money which 52
not recover under either 45
not recover until about 91
not recover until after 598
not recover until world 82
not reduced until after 104
not reflect anything about 188
not reflect social costs 145
not reflect sound waves 76
not relaxed until after 53
not released again until 70
not released pending appeal 71
not released until about 65
not released until after 1548
not released until april 252
not released until eight 102
not released until later 169
not released until march 295
not released until months 46
not released until nearly 67
not relieve either party 141
not religion alone which 51
not remarry until after 135
not removed until about 82
not removed until after 785
not removed until april 41
not removed until later 129
not removed within forty 45
not removed within thirty 158
not renewed again until 43
not renewed until after 217
not reopened again until 54
not reopened until after 130
not repealed until after 142
not repeated again until 85
not repeated until after 82
not reporting child abuse 44
not require amino acids 46
not require blood tests 56
not require cooling water 64
not require court action 104
not require either party 395
not require entry visas 55
not require equal funding 44
not require extra space 53
not require large doses 53
not require large scale 165
not require longer nails 43
not require looking after 68
not require pricing above 45
not require quick point 44
not require running water 46
not require setting aside 176
not require slave labor 55
not require state action 220
not require thinking about 79
not require twice bidding 94
not require water cooling 262
not resolve every issue 66
not respect basic human 91
not respect state lines 78
not respond again until 41
not respond until after 203
not respond within seven 56
not respond within thirty 153
not restore sinus rhythm 51
not resumed again until 303
not resumed until about 102
not resumed until after 818
not resumed until april 135
not resumed until march 110
not resumed until nearly 72
not retract within sixty 49
not returning again until 46
not returning phone calls 1476
not returning until after 328
not returning until april 50
not returning until evening 94
not returning until morning 96
not returning until night 48
not revealed anything about 168
not revealed until after 1198
not revealed until april 43
not revealed until fifty 74
not revealed until later 663
not revealed until moses 58
not revived after world 58
not revived again until 325
not revived until about 97
not revived until after 355
not revived until later 42
not revoked until after 41
not rightly named jacob 305
not satisfy basic human 40
not satisfy basic needs 85
not satisfy either party 278
not satisfy every reader 95
not satisfy human needs 237
not satisfy human wants 81
not satisfy local needs 56
not secrete blood group 49
not secured until after 166
not secured until april 43
not settled anything about 92
not settled until about 166
not settled until after 1214
not settled until april 106
not settled until later 148
not settled until march 187
not settled until nearly 66
not settled within thirty 40
not several hours later 74
not several months later 46
not shipped until after 60
not sighted again until 70
not signify anything about 105
not signify money arising 58
not sinners above others 42
not slacken speed until 140
not specify amino acids 175
not specify anything about 586
not specify under which 75
not specify which group 54
not specify which kinds 47
not specify which method 102
not specify which parts 107
not specify which party 92
not specify which state 111
not specify which types 66
not specify which women 55
not specify which words 55
not started again until 189
not started smoking again 55
not started talking about 171
not started thinking about 166
not started until about 135
not started until after 701
not started until april 41
not started until later 127
not started until march 59
not stephen guest right 65
not stopped growing since 148
not stopped praying since 63
not stopped raining since 118
not stopped running since 156
not stopped running until 89
not stopped shaking since 52
not stopped smiling since 286
not stopped talking about 1266
not stopped talking since 654
not stopped thinking about 1576
not stopped until after 94
not stopped weeping since 40
not stopped working since 215
not stopped writing since 124
not straining every nerve 65
not strongly favor either 41
not studied anything about 42
not studied until after 55
not subdued until after 94
not subside until after 242
not succeed until about 46
not succeed until after 291
not succeed where others 50
not succumb until after 41
not suggest anything about 336
not suggest anything which 90
not support anything which 53
not support either party 179
not support fungal growth 48
not support fungus growth 55
not support large herds 46
not support large scale 42
not support plant growth 387
not suppose anything about 226
not suppose anything could 190
not suppose anything wanting 50
not suppose anything would 214
not surface again until 639
not surface until after 420
not surface until later 497
not survive under water 47
not survive until morning 129
not suspect anything about 100
not suspect anything amiss 140
not suspect anything until 198
not sustain social trust 49
not swallow anything which 248
not thrilled about getting 64
not thrilled about working 52
not totally happy about 121
not totally naive about 46
not touched again until 235
not touched anything since 62
not touched until after 69
not touched water since 80
not traveling first class 51
not tremble often under 49
not trouble about anything 468
not trouble about either 44
not trouble about getting 89
not trouble about money 62
not troubling about anything 49
not undergo major change 46
not undergo rapid change 41
not usually above forty 57
not usually allow people 46
not usually appear until 1999
not usually arise until 181
not usually asked about 47
not usually begin until 860
not usually begun until 70
not usually bother about 161
not usually breed until 71
not usually cause major 62
not usually drink anything 42
not usually exist alone 51
not usually found above 52
not usually found after 55
not usually found below 45
not usually found under 94
not usually found until 109
not usually found where 79
not usually found within 215
not usually given until 110
not usually happy about 41
not usually known until 131
not usually marry until 91
not usually noted until 69
not usually occur after 174
not usually occur alone 48
not usually occur below 78
not usually occur under 91
not usually occur until 2329
not usually occur where 43
not usually occur within 126
not usually recur after 86
not usually shake hands 174
not usually spend money 42
not usually stand alone 116
not usually start until 370
not usually taken until 87
not usually talking about 78
not usually thinking about 57
not usually until after 90
not usually worry about 762
not usually write about 161
not utilize fatty acids 68
not vacated within thirty 60
not vaulted until after 42
not venture again until 122
not visible again until 77
not visible under light 47
not visible until about 43
not visible until after 289
not visible until close 108
not visible until later 104
not visible until within 48
not visited again until 198
not warrant setting aside 663
not watered again until 40
not weighed until after 43
not whisper sweet nothings 53
not willingly allow anything 55
not willingly serve under 42
not willingly stand still 59
not withdraw until after 86
not wondering about anything 47
not worried about anything 2578
not worried about breaking 69
not worried about creating 55
not worried about either 215
not worried about failing 63
not worried about falling 100
not worried about finding 332
not worried about getting 1905
not worried about hurting 83
not worried about keeping 177
not worried about letting 56
not worried about looking 101
not worried about meeting 201
not worried about missing 125
not worried about money 1256
not worried about passing 54
not worried about people 180
not worried about putting 63
not worried about running 210
not worried about selling 60
not worried about staying 78
not worried about telling 55
not worried about where 280
not worried about which 50
not worried about winning 61
not worried about women 42
not worried about working 43
not worship false idols 76
not worship satan under 107
not written anything about 774
not written anything since 484
not written anything which 111
not written poetry since 49
not written until about 463
not written until after 2190
not written until later 287
not written until nearly 133
not written until thirty 120
now appeared every where 68
now arrived within sight 91
now briefly touch shows 47
now burgher drawing knife 48
now divided bands would 83
now dreadful deeds might 45
now elapsed since egypt 75
now elapsed since first 50
now everything makes sense 46
now everything would change 44
now exactly seven months 50
now existed which could 47
now extinct indian tribe 44
now fifteen months since 90
now happily taken place 43
now hastily began again 123
now illegal slave trade 48
now include books which 51
now largely given place 87
now numbering about fifty 184
now numbering about forty 58
now numbering about thirty 139
now numbering nearly fifty 43
now numbering sixty girls 63
now numbers about fifty 145
now numbers about forty 80
now numbers about sixty 161
now numbers about thirty 184
now numbers nearly sixty 85
now obtaining fills every 59
now praised every period 85
now rallied under cover 72
now reigned above fifty 235
now retired after forty 44
now retired after serving 46
now retired after thirty 49
now revised after seven 119
now several hours later 46
now several hours since 58
now several months after 52
now several months since 494
now several weeks since 142
now sixteen months since 73
now started talking about 81
now steadily growing light 45
now straining every nerve 941
now thirteen months since 62
now usually takes place 82
now visited every region 52
now whirled again aloft 92
now worship vesta might 52
