nagging doubts remained . 142
neatly folded blankets . 53
neatly folded garments . 64
neatly rolled umbrella . 80
neck become enlarged . 56
neck cancer patients . 4429
neck cancer treatment . 73
neck looked muscular . 117
neck muscle activity . 186
neck righting reflexes . 174
neck sprain injuries . 67
neck stress fracture . 278
need active treatment . 100
need another approach . 214
need another argument . 64
need another operation . 196
need another strategy . 60
need another treatment . 66
need became apparent . 326
need better education . 58
need closer analysis . 59
need closer attention . 391
need closer scrutiny . 545
need dental attention . 76
need dental treatment . 96
need direct sunlight . 109
need divine guidance . 60
need excite surprise . 48
need expert attention . 103
need expert guidance . 73
need fuller treatment . 100
need further analysis . 1541
need further argument . 227
need further attention . 3009
need further comments . 58
need further convincing . 88
need further counseling . 93
need further education . 152
need further emphasis . 836
need further evidence . 239
need further expansion . 133
need further guidance . 321
need further practice . 383
need further processing . 209
need further scrutiny . 400
need further treatment . 1273
need global solutions . 44
need greater attention . 568
need greater emphasis . 246
need higher education . 108
need larger quarters . 94
need little attention . 1086
need little emphasis . 245
need little guidance . 45
need little moisture . 53
need little treatment . 47
need prompt attention . 621
need prompt treatment . 101
need proper attention . 197
need senate approval . 176
need serious attention . 673
need something concrete . 157
need something specific . 104
need special attention . 17932
need special counseling . 62
need special education . 1462
need special emphasis . 1454
need special guidance . 136
need special programs . 88
need special provision . 144
need special scrutiny . 54
need special services . 367
need special software . 108
need special treatment . 4044
need tender treatment . 55
need urgent attention . 2030
need urgent solutions . 40
need urgent treatment . 140
needing further analysis . 60
needing further attention . 250
needing further treatment . 50
needing little attention . 78
needing prompt attention . 71
needing special attention . 974
needing special education . 307
needing special emphasis . 49
needing special services . 152
needing special treatment . 216
needing urgent attention . 345
needing urgent treatment . 57
needs became apparent . 164
needs become apparent . 592
needs become dominant . 121
needs closer analysis . 78
needs closer attention . 459
needs closer scrutiny . 750
needs deeper analysis . 50
needs expert attention . 181
needs expert guidance . 50
needs further analysis . 2167
needs further attention . 2433
needs further emphasis . 485
needs further evidence . 207
needs further expansion . 91
needs further explaining . 99
needs further extension . 53
needs further practice . 89
needs further processing . 55
needs further scrutiny . 736
needs further treatment . 429
needs greater attention . 578
needs greater emphasis . 258
needs heroic treatment . 40
needs little argument . 288
needs little attention . 1012
needs little emphasis . 829
needs merely indicating . 48
needs parent education ? 71
needs prompt attention . 372
needs prompt treatment . 162
needs proper attention . 193
needs remain constant . 97
needs remain unchanged . 64
needs serious attention . 822
needs special attention . 7743
needs special education . 402
needs special emphasis . 1340
needs special services . 84
needs special treatment . 1369
needs urgent attention . 1931
needs urgent treatment . 281
needy school children . 210
nella stessa direzione . 47
nemo impune lacessit . 46
nerve fibers directly . 48
nerve fibers involved . 116
nerve tracts involved . 45
never accept partition . 44
never afford otherwise . 53
never another customer . 42
never answer questions . 119
never arrive anywhere . 175
never arriving anywhere . 72
never attain maturity . 112
never attain salvation . 103
never attend services . 65
never became absolute . 49
never became apparent . 69
never became complete . 96
never became critical . 50
never became dominant . 121
never became explicit . 51
never became friendly . 84
never became infected . 87
never became intimate . 177
never became involved . 115
never became manifest . 158
never became numerous . 69
never became obsolete . 56
never became personal . 67
never became pregnant . 246
never became realities . 56
never become absolute . 117
never become addicted . 137
never become agreeable . 73
never become apparent . 159
never become bankrupt . 40
never become children . 73
never become citizens . 319
never become complete . 170
never become concrete . 71
never become confused . 63
never become conscious . 259
never become dangerous . 93
never become dominant . 101
never become explicit . 52
never become habitual . 42
never become immortal . 42
never become infected . 137
never become infinite . 111
never become intimate . 72
never become involved . 189
never become manifest . 99
never become negative . 445
never become numerous . 44
never become obsolete . 1328
never become outdated . 169
never become positive . 89
never become pregnant . 388
never become realities . 130
never become religious . 60
never become stagnant . 49
never become tiresome . 61
never become unstable . 64
never before achieved . 2756
never before acquired . 52
never before admitted . 53
never before advanced . 45
never before apparent . 51
never before attained . 3797
never before attended . 62
never before compared . 86
never before demanded . 54
never before detected . 82
never before employed . 153
never before equalled . 935
never before examined . 104
never before exceeded . 40
never before explored . 567
never before extended . 42
never before glimpsed . 48
never before happened . 367
never before imagined . 3778
never before indulged . 76
never before mentioned . 140
never before midnight . 40
never before observed . 1144
never before obtained . 180
never before occupied . 251
never before occurred . 618
never before possible . 4761
never before produced . 213
never before provided . 47
never before received . 645
never before recorded . 448
never before remarked . 164
never before reported . 54
never before required . 143
never before suffered . 121
never before traveled . 133
never before utilized . 54
never before ventured . 133
never better deserved . 44
never called beautiful . 48
never called directly . 75
never called otherwise . 52
never caught smallpox . 59
never caught unawares . 61
never caused problems . 73
never caused symptoms . 46
never causes confusion . 50
never causes problems . 40
never changed direction . 59
never changed thereafter . 86
never changes direction . 74
never clearly answered . 71
never clearly outlined . 52
never clearly resolved . 150
never closed properly . 52
never commit adultery . 93
never deemed possible . 111
never depart therefrom . 44
never dreamed possible ! 4178
never enough ambitious . 68
never enough remember . 104
never expect approval . 50
never faints outright . 112
never forget birthdays . 40
never forget kindness . 45
never gained currency . 85
never gained momentum . 85
never gotten anywhere . 112
never gotten involved . 135
never gotten pregnant . 121
never happen otherwise . 62
never justly complain . 49
never lacked admirers . 144
never lacked attention . 64
never lacked interest . 57
never lacked recruits . 70
never learned otherwise . 49
never learned rhetoric . 109
never looked backward . 114
never looked brighter . 648
never looked lovelier . 994
never looked prettier . 480
never merely negative . 69
never merely personal . 54
never openly admitted . 138
never passed judgment . 70
never played baseball . 176
never played football . 253
never played politics . 46
never proved possible . 70
never proves fruitful . 47
never purely economic . 45
never purely physical . 49
never reached adulthood . 79
never reached australia . 79
never reached broadway . 197
never reached maturity . 306
never reached washington . 65
never reaches maturity . 86
never refuse children . 43
never remain constant . 138
never remain inactive . 44
never remain tranquil . 57
never revenge injuries . 95
never seemed adequate . 56
never seemed brighter . 201
never seemed fatigued . 62
never seemed lovelier . 40
never seemed possible . 141
never settle anywhere . 53
never settling anywhere . 55
never showed surprise . 45
never solves problems . 112
never sought treatment . 98
never stated directly . 83
never stated outright . 56
never stopping anywhere . 48
never talked business . 55
never talked nonsense . 41
never talked politics . 272
never thought otherwise ! 735
never thought possible ! 7242
never treated seriously . 52
never vanish entirely . 49
never walked anywhere . 168
never wanted children . 1000
never wholly accepted . 92
never wholly achieved . 61
never wholly adequate . 69
never wholly attained . 64
never wholly banished . 95
never wholly complete . 57
never wholly conscious . 43
never wholly convincing . 100
never wholly departed . 67
never wholly deserted . 55
never wholly disappear . 184
never wholly extinguish . 112
never wholly finished . 44
never wholly obscured . 117
never wholly obsolete . 578
never wholly outgrown . 69
never wholly overcame . 60
never wholly overcome . 239
never wholly perished . 53
never wholly quenched . 80
never wholly recovers . 51
never wholly repaired . 46
never wholly resolved . 174
never wholly separate . 42
never wholly subsided . 58
never wholly vanished . 61
never wholly withdrawn . 43
never widely accepted . 345
never without interest . 187
never without problems . 77
never without resource . 58
never without visitors . 51
never worked anywhere . 83
never worked overtime . 45
never worked properly . 618
newly arisen situation . 48
newly arriving migrants . 61
newly arriving refugees . 63
newly arriving settlers . 68
newly created accounts . 57
newly created agencies . 123
newly created capacity . 50
newly created currency . 40
newly created database . 240
newly created deposits . 82
newly created district . 116
newly created divisions . 52
newly created document . 185
newly created elements . 48
newly created entities . 68
newly created habitats . 56
newly created instance . 176
newly created nobility . 42
newly created pakistan . 187
newly created partition . 55
newly created positions . 494
newly created problems . 52
newly created programs . 40
newly created province . 143
newly created republic . 161
newly created reserves . 88
newly created situation . 213
newly created surfaces . 77
newly created universe . 99
newly created variables . 47
newly created villages . 62
newly emerging industry . 52
newly emerging problems . 183
newly emerging realities . 40
newly emerging situation . 55
newly formed adhesions . 79
newly formed branches . 64
newly formed business . 71
newly formed cementum . 121
newly formed churches . 58
newly formed coalition . 64
newly formed collagen . 138
newly formed compound . 43
newly formed crystals . 79
newly formed district . 66
newly formed divisions . 57
newly formed elements . 59
newly formed families . 173
newly formed membrane . 58
newly formed minerals . 163
newly formed molecule . 65
newly formed pakistan . 53
newly formed proteins . 51
newly formed province . 66
newly formed regiment . 107
newly formed republic . 262
newly formed surfaces . 79
newly formed synapses . 70
newly formed vesicles . 47
newly gained authority . 47
newly gained insights . 56
newly issued policies . 44
newly issued security . 84
newly learned behaviors . 360
newly learned concepts . 162
newly opened archives . 46
newly opened fissures . 45
newly opened frontier . 43
newly placed concrete . 143
newly poured concrete . 98
newly raised regiment . 51
news agency reported . 385
news agency services . 82
news before breakfast . 47
news gathering agencies . 62
news reached washington . 134
news without enthusiasm . 104
news without surprise . 68
next annual elections . 48
next annual festival . 55
next claims attention . 500
next demand attention . 260
next design iteration . 72
next direct attention . 117
next eleven chapters . 54
next engaged attention . 41
next english garrison . 43
next global conflict . 51
next higher assembly . 153
next higher authority . 396
next higher category . 293
next higher dimension . 111
next higher formation . 42
next higher interval . 107
next higher sentence . 97
next nearest neighbor . 167
next sample injection . 49
next sample interval . 42
next sampling interval . 274
next school holidays . 40
next section explains . 404
next section explores . 49
next section mentioned . 44
next section provided . 50
next section suggests . 66
next session thereafter . 113
next sexual conquest . 41
next summer holidays . 64
next ticket purchase . 53
next upward movement . 49
next winter olympics . 47
next winter solstice . 54
nice little business . 412
nice little cattleya . 50
nice little children . 114
nice little daughter . 59
nice little pictures . 40
nice little property . 69
nice little surprise . 119
niche market products . 59
niche market segments . 76
nicht weiter verfolgt . 67
night around midnight . 272
night became terrible . 93
night before admission . 46
night before execution . 126
night before midnight . 68
night before operation . 398
night before passover . 111
night before returned . 93
night before treatment . 115
night before vanished . 47
night before waterloo . 291
night church services . 42
night except saturday . 117
night prayer services . 50
night school students . 207
night something happened . 240
night training exercise . 99
night without accident . 75
night without attention . 79
night without blankets . 98
night without cessation . 150
night without darkness . 40
night without disguise . 55
night without exception . 84
night without incident . 306
night without servants . 64
nine census divisions . 180
nine german divisions . 130
nine inches aperture . 70
nine judges dissenting . 42
nine leagues distance . 98
nine lumbar vertebrae . 57
nine million hectares . 45
nine million refugees . 148
nine normal subjects . 135
nine parish churches . 50
nine police officers . 90
nine through fourteen . 66
nine through nineteen . 62
nine ulster counties . 66
ninth dorsal segments . 50
ninth dorsal vertebra . 360
ninth dorsal vertebrae . 103
ninth street entrance . 58
nisi propria voluntas . 50
nobis fabula narratur . 57
noble animal mortally . 81
noble english families . 57
noble french families . 44
noble friend opposite . 44
noble honest affection . 75
noble italian families . 74
nodal points coincide . 69
nodes become enlarged . 473
nodes become involved . 146
nodes become palpable . 64
noise around airports . 77
noise figure possible . 139
noisy little daughter . 71
nomen domini invocabo . 177
none became infected . 65
none became pregnant . 48
none better anywhere . 167
none seemed forthcoming . 133
none seemed possible . 144
none seemed suitable . 45
nook merely monastic . 176
north around scotland . 96
north eastern australia . 60
north eastern direction . 43
north german lowlands . 43
north toward downtown . 49
north toward richmond . 48
north toward washington . 65
nose before continuing . 96
note before maturity . 126
note before proceeding . 55
note without interest . 173
note without recourse . 49
note without security . 55
noted arctic explorer . 90
noted before proceeding . 108
noted without surprise . 48
notes became worthless . 146
notes before continuing . 98
notes without interest . 73
notes without security . 66
notes without stammering . 49
nothing except confusion . 45
nothing except darkness . 89
nothing except injuries . 42
nothing except yourself . 40
nothing exciting happened . 147
nothing further followed . 65
nothing further happened . 1406
nothing further occurred . 205
nothing seemed adequate . 40
nothing seemed possible . 69
nothing serious happened . 659
nothing serious occurred . 260
nothing serious resulted . 112
nothing special happened . 705
nothing special occurred . 46
nothing toward salvation . 55
nothing without direction . 44
nothing without education . 59
nothing without evidence . 97
nothing without relations . 69
nothing without software . 54
nothing worked properly . 46
notion without metaphor . 83
notre extase ancienne ? 60
noun phrase subjects . 54
novel something happened . 47
novel writer whatever . 62
novo enzyme synthesis . 287
novo purine synthesis . 1008
nuevo pasado mexicano . 55
nulla imbuti spectant . 91
nulla imbuti spectent . 96
nurse looked confused . 42
nurse staffing patterns . 55
nurse training programs . 201
nursing bottle syndrome . 251
nursing degree programs . 42
nursing school programs . 49
nursing school students . 51
