near full employment situation 92
not making sufficient provision 82
not meet legitimate physical 64
not mere historical accident 72
not more accurately describe 97
not more completely mistaken 42
not more distinctly declared 41
not more frequently affected 114
not more frequently attacked 58
not more frequently converse 52
not more frequently employed 170
not more frequently followed 135
not more frequently mentioned 85
not more frequently observed 108
not more frequently resorted 55
not more inherently intimate 62
not more laboriously inquired 93
not more profitably employed 168
not much excitement produced 57
not much historical evidence 97
not much importance attaches 54
not much information concerning 115
not much scientific evidence 135
not much systematic evidence 50
not need government approval 69
not need psychiatric treatment 82
not only absolutely accurate 46
not only absolutely essential 133
not only absolutely ignorant 53
not only abundantly confuted 68
not only abundantly supplied 67
not only accurately describe 61
not only administer impartial 50
not only cheerfully suffered 58
not only collective bargaining 111
not only complained bitterly 42
not only completely answered 83
not only completely ignorant 45
not only completely mastered 45
not only completely restored 44
not only conclusive evidence 44
not only considered essential 40
not only considered possible 49
not only constantly reminded 45
not only contribute directly 177
not only culturally specific 175
not only definitely declined 61
not only diplomatic relations 79
not only discounted outright 283
not only discourage potential 62
not only distracted attention 72
not only elementary education 102
not only encourages children 50
not only encourages students 132
not only enormously increased 181
not only enthusiastic amateurs 62
not only frequently mentioned 77
not only generously provided 58
not only generously supplied 75
not only government agencies 187
not only government officials 465
not only government policies 78
not only hereditary families 57
not only historical evidence 44
not only historical interest 55
not only hospitably received 66
not only identifies problems 62
not only immediately adjacent 49
not only implicitly believed 48
not only individual children 44
not only individual citizens 93
not only individual decisions 48
not only individual families 113
not only individual identity 69
not only individual problems 41
not only individual projects 47
not only individual salvation 67
not only individual students 70
not only individual subjects 105
not only individual survival 74
not only individual variables 49
not only individual variations 41
not only infinitely numerous 71
not only influenced american 59
not only information concerning 204
not only information disclosing 161
not only information processing 41
not only insensibly disposed 58
not only instructed scholars 62
not only internally coherent 68
not only interstate commerce 103
not only intimately involved 56
not only introduces students 47
not only negatively affected 158
not only neutralize bacterial 46
not only ordinarily multiple 73
not only personally gratifying 44
not only personally satisfying 189
not only physically beautiful 92
not only physically dangerous 80
not only physically exhausting 125
not only physically injurious 57
not only physically isolated 94
not only physically possible 135
not only physically separate 132
not only positively declared 67
not only potentially dangerous 219
not only powerfully affected 166
not only profoundly affected 394
not only profoundly ignorant 60
not only profoundly modified 86
not only pronounced sentence 50
not only relatively beautiful 212
not only relatively harmless 48
not only remarkably beautiful 109
not only remarkably handsome 69
not only retirement benefits 57
not only scientific curiosity 52
not only stimulated economic 45
not only stimulated interest 108
not only stimulates interest 85
not only stubbornly resisted 42
not only substantial financial 46
not only substantial increases 41
not only technology transfer 54
not only territorial expansion 43
not only traditional academic 71
not only traditional economic 59
not only traditional religious 93
not only transacted business 45
not only university students 144
not only vigorously defended 55
not open diplomatic relations 61
not over scrupulous respecting 52
not paid particular attention 624
not paid sufficient attention 5730
not paid systematic attention 44
not paying particular attention 470
not paying sufficient attention 3279
not pose particular problems 196
not seek psychiatric treatment 70
not seek territorial expansion 66
not seem absolutely essential 107
not seem completely convincing 55
not seem immediately apparent 136
not seem immediately relevant 310
not seem imperiously demanded 49
not seem physically possible 109
not seem sufficient evidence 132
not seen sufficient evidence 113
not show conclusive evidence 73
not show consistent evidence 45
not show consistent patterns 96
not show particular interest 59
not show spontaneous activity 60
not show sufficient enthusiasm 53
not show sufficient evidence 143
not show sufficient interest 308
not take complaints seriously 45
not take literature seriously 81
not take philosophy seriously 70
not take sufficient exercise 420
not take sufficient interest 885
not take unilateral decisions 47
not taking sufficient exercise 75
not taking sufficient interest 226
not their deliberate intention 52
not their particular business 44
not these incestuous marriages 76
not think sufficient attention 135
not upon apocryphal accounts 40
not upon individual citizens 49
not upon sufficient authority 48
not very abundantly supplied 63
not very accurately balanced 147
not very accurately describe 57
not very accurately informed 293
not very cheerfully coincide 64
not very conclusive evidence 136
not very distinctly remember 55
not very fashionable nowadays 40
not very frequently employed 343
not very frequently mentioned 92
not very frequently observed 272
not very frequently required 40
not very frequently resorted 86
not very heroically majestic 48
not very hospitably received 73
not very impressive compared 94
not very impressive evidence 40
not very impressive specimen 84
not very intoxicating beverage 49
not very judiciously selected 44
not very numerously attended 193
not very particular respecting 40
not very persuasive evidence 45
not very profitable business 68
not very profoundly reflecting 121
not very religiously inclined 46
not very remarkable pictures 57
not very resolutely attacked 76
not very rigorously enforced 115
not very scientific practice 46
not very successful attempts 694
not very successful business 99
not very successful campaign 70
not very successful imitation 108
not very successful struggle 106
not very trustworthy authority 70
not very vigorously enforced 53
not want collective bargaining 47
not want government officials 53
not want information concerning 40
not what shakespeare intended 58
now been beautifully restored 90
now been completely absorbed 95
now been completely achieved 144
now been completely overcome 67
now been completely repaired 41
now been completely replaced 291
now been completely restored 347
now been completely reversed 121
now been completely surveyed 66
now been definitely accepted 47
now been definitely rejected 63
now call particular attention 49
now foul dissipation followed 57
now give particular attention 76
now good scientific evidence 43
now have conclusive evidence 115
now have diplomatic relations 97
now have overwhelming evidence 86
now have scientific evidence 61
now have substantial evidence 78
now have sufficient evidence 232
now hold influential positions 45
now less frequently employed 92
now made sufficient progress 105
now making coquettish advances 73
now more accurately referred 85
now more accurately reflects 46
now more calculated profusion 76
now more frequently employed 187
now more frequently referred 203
now more frequently resorted 58
now more profitably employed 134
now most frequently employed 180
now most frequently referred 52
now only historical interest 172
now paid particular attention 47
now paying particular attention 70
now very frequently effected 51
now very frequently employed 105
now very rigorously enforced 105
